	ZeeviD_2015__PNP_Main_444__bin.30	SmitsSA_2017__TZ_86771__bin.6	FengQ_2015__SID31160__bin.36	BackhedF_2015__SID560_M__bin.34	RampelliS_2015__H14__bin.95	ZeeviD_2015__PNP_Main_13__bin.53	LiSS_2016__FAT_012-22-84-0__bin.55	SmitsSA_2017__TZ_65642__bin.20	ZeeviD_2015__PNP_Main_74__bin.14	ZellerG_2014__CCIS51667829ST-4-0__bin.32	WenC_2017__N315__bin.23	ZeeviD_2015__PNP_Main_199__bin.32	ZeeviD_2015__PNP_Main_116__bin.24	ZeeviD_2015__PNP_Main_33__bin.51	FengQ_2015__SID31300__bin.57	NielsenHB_2014__V1_CD34_0__bin.54	ZeeviD_2015__PNP_Main_335__bin.22	LiJ_2014__V1.CD55-0__bin.71	RampelliS_2015__H25__bin.12	ZeeviD_2015__PNP_Main_359__bin.33	NielsenHB_2014__V1_UC27_0__bin.14	ZeeviD_2015__PNP_Main_213__bin.17	ZeeviD_2015__PNP_Main_211__bin.14	ZellerG_2014__CCIS59132091ST-4-0__bin.11	ZeeviD_2015__PNP_Main_46__bin.35	ZeeviD_2015__PNP_Main_163__bin.37	ZeeviD_2015__PNP_Main_228__bin.29	ZellerG_2014__CCIS03473770ST-4-0__bin.27	RampelliS_2015__H21__bin.34	ZellerG_2014__CCIS74239020ST-4-0__bin.85	ZellerG_2014__CCIS03857607ST-4-0__bin.45	ZeeviD_2015__PNP_Main_378__bin.32	YuJ_2015__SZAXPI015210-17__bin.66	YuJ_2015__SZAXPI017591-140__bin.18	ZeeviD_2015__PNP_Main_41__bin.19	RampelliS_2015__H10__bin.95	RampelliS_2015__H24__bin.83	ChengpingW_2017__AS49raw__bin.23	ZeeviD_2015__PNP_Main_310__bin.29	ZeeviD_2015__PNP_Main_455__bin.37
WenC_2017__N315__bin.23	1109802.0	1104368.0	1237603.0	1229798.0	1490400.0	1243228.0	1533294.0	1354394.0	1505169.0	1389880.0	1907376.0	1415509.0	1222946.0	1364054.0	1494444.0	1473271.0	1429617.0	708663.0	942378.0	1040930.0	908342.0	1438187.0	1447361.0	1399476.0	1289784.0	1332798.0	1523308.0	1449501.0	1489052.0	845415.0	1007412.0	1121199.0	1013283.0	893384.0	1454581.0	1522891.0	1255075.0	1250646.0	674627.0	1042364.0
ZeeviD_2015__PNP_Main_199__bin.32	1286353.0	1309269.0	1427527.0	1502609.0	1794080.0	1586169.0	1898156.0	1688209.0	1881577.0	1864754.0	1415509.0	2101044.0	1530916.0	1667454.0	1808304.0	1837442.0	1802722.0	1084821.0	1040514.0	1247874.0	1230367.0	1781788.0	1812934.0	1766552.0	1601365.0	1636067.0	1883860.0	1807191.0	1880211.0	1145777.0	1159135.0	1431208.0	1021120.0	1264296.0	1811774.0	1884332.0	1540301.0	1483092.0	1027365.0	1193803.0
ZeeviD_2015__PNP_Main_116__bin.24	1108636.0	1164676.0	1289154.0	1320208.0	1607061.0	1344299.0	1613377.0	1435038.0	1578187.0	1526034.0	1222946.0	1530916.0	1931478.0	1462728.0	1576804.0	1605601.0	1537214.0	811930.0	970331.0	1100090.0	974215.0	1531541.0	1556913.0	1530084.0	1397164.0	1429191.0	1582991.0	1560093.0	1625033.0	881474.0	1053330.0	1202206.0	986657.0	971889.0	1597195.0	1643567.0	1339458.0	1307402.0	759904.0	1076818.0
ZeeviD_2015__PNP_Main_33__bin.51	1274303.0	1248648.0	1371500.0	1439720.0	1734453.0	1506151.0	1766062.0	1579081.0	1795111.0	1650399.0	1364054.0	1667454.0	1462728.0	1951600.0	1715718.0	1766868.0	1678577.0	933917.0	1042857.0	1202266.0	1129428.0	1745093.0	1697753.0	1643572.0	1521892.0	1538579.0	1756341.0	1747469.0	1775322.0	1022051.0	1132069.0	1336301.0	1075194.0	1095225.0	1710614.0	1784533.0	1453573.0	1401459.0	868761.0	1167665.0
FengQ_2015__SID31300__bin.57	1337073.0	1409330.0	1520507.0	1538223.0	1910005.0	1655176.0	1982269.0	1753637.0	1912047.0	1845926.0	1494444.0	1808304.0	1576804.0	1715718.0	2289044.0	1953512.0	1833607.0	1046553.0	1150332.0	1306574.0	1260868.0	1832102.0	1887732.0	1817153.0	1650836.0	1666914.0	1972200.0	1847232.0	1937564.0	1189721.0	1242312.0	1484771.0	1123236.0	1271964.0	1865231.0	1972711.0	1632032.0	1558869.0	1020836.0	1255607.0
NielsenHB_2014__V1_CD34_0__bin.54	1342740.0	1387514.0	1496997.0	1561465.0	1931250.0	1707574.0	1990088.0	1773141.0	1930833.0	1876810.0	1473271.0	1837442.0	1605601.0	1766868.0	1953512.0	2287811.0	1878425.0	1053460.0	1132310.0	1287219.0	1281004.0	1891637.0	1881961.0	1820659.0	1671174.0	1697691.0	1982819.0	1900742.0	2001961.0	1187815.0	1233533.0	1493989.0	1101682.0	1287986.0	1917309.0	2026300.0	1624028.0	1543997.0	1017690.0	1267399.0
ZeeviD_2015__PNP_Main_335__bin.22	1310731.0	1324180.0	1477052.0	1522412.0	1821310.0	1559683.0	1892396.0	1677476.0	1847805.0	1774742.0	1429617.0	1802722.0	1537214.0	1678577.0	1833607.0	1878425.0	2295662.0	1028023.0	1089677.0	1280239.0	1178255.0	1772740.0	1829930.0	1744773.0	1609201.0	1653026.0	1860887.0	1801994.0	1870431.0	1104101.0	1210787.0	1406704.0	1114962.0	1172495.0	1808766.0	1913506.0	1549475.0	1493109.0	912567.0	1234176.0
LiJ_2014__V1.CD55-0__bin.71	607848.0	676210.0	670749.0	803602.0	1056194.0	1083098.0	1100822.0	1007111.0	1096589.0	1102166.0	708663.0	1084821.0	811930.0	933917.0	1046553.0	1053460.0	1028023.0	1213885.0	448825.0	598063.0	1005507.0	1006749.0	1039301.0	1049432.0	880115.0	871683.0	1061164.0	1010035.0	1067413.0	987638.0	548702.0	971169.0	318944.0	1057657.0	1057025.0	1117596.0	895824.0	831473.0	930357.0	534716.0
RampelliS_2015__H25__bin.12	884154.0	896657.0	983047.0	967386.0	1181470.0	880431.0	1150755.0	1047338.0	1121534.0	1063499.0	942378.0	1040514.0	970331.0	1042857.0	1150332.0	1132310.0	1089677.0	448825.0	1384197.0	866821.0	606374.0	1098163.0	1106815.0	1070625.0	992164.0	1018905.0	1145707.0	1100237.0	1186458.0	572845.0	812240.0	805607.0	820375.0	587169.0	1111584.0	1192368.0	1022702.0	971525.0	436791.0	832130.0
ZeeviD_2015__PNP_Main_359__bin.33	986383.0	963138.0	1112379.0	1110454.0	1289988.0	1061886.0	1346432.0	1174630.0	1299469.0	1270756.0	1040930.0	1247874.0	1100090.0	1202266.0	1306574.0	1287219.0	1280239.0	598063.0	866821.0	1426505.0	754216.0	1258072.0	1287786.0	1230806.0	1183911.0	1175929.0	1291953.0	1265632.0	1313184.0	701005.0	905343.0	986938.0	859318.0	748235.0	1273124.0	1324735.0	1095646.0	1109215.0	564455.0	940644.0
NielsenHB_2014__V1_UC27_0__bin.14	783827.0	844678.0	882409.0	964614.0	1252865.0	1261597.0	1309360.0	1204840.0	1308634.0	1307633.0	908342.0	1230367.0	974215.0	1129428.0	1260868.0	1281004.0	1178255.0	1005507.0	606374.0	754216.0	1404883.0	1216683.0	1233420.0	1217926.0	1070424.0	1058356.0	1291498.0	1232556.0	1291796.0	1084846.0	668544.0	1143655.0	494699.0	1146724.0	1263932.0	1302832.0	1037267.0	1000930.0	979339.0	715821.0
ZeeviD_2015__PNP_Main_213__bin.17	1352525.0	1337603.0	1424952.0	1515367.0	1853458.0	1622013.0	1881000.0	1704129.0	1927636.0	1776368.0	1438187.0	1781788.0	1531541.0	1745093.0	1832102.0	1891637.0	1772740.0	1006749.0	1098163.0	1258072.0	1216683.0	2379249.0	1801843.0	1735966.0	1610750.0	1646214.0	1883653.0	1898961.0	1909679.0	1096482.0	1186238.0	1446548.0	1092410.0	1201462.0	1844919.0	1918951.0	1586693.0	1499509.0	974339.0	1244207.0
ZeeviD_2015__PNP_Main_211__bin.14	1315807.0	1337162.0	1523966.0	1528523.0	1841322.0	1578884.0	1934060.0	1692801.0	1900164.0	1882720.0	1447361.0	1812934.0	1556913.0	1697753.0	1887732.0	1881961.0	1829930.0	1039301.0	1106815.0	1287786.0	1233420.0	1801843.0	2084449.0	1780304.0	1667711.0	1651779.0	1895998.0	1827437.0	1877204.0	1153238.0	1235000.0	1436481.0	1101359.0	1248310.0	1834750.0	1921722.0	1562131.0	1527893.0	977667.0	1243026.0
ZellerG_2014__CCIS59132091ST-4-0__bin.11	1248956.0	1322615.0	1423673.0	1484812.0	1797061.0	1548979.0	1859815.0	1674069.0	1815744.0	1765119.0	1399476.0	1766552.0	1530084.0	1643572.0	1817153.0	1820659.0	1744773.0	1049432.0	1070625.0	1230806.0	1217926.0	1735966.0	1780304.0	2045237.0	1584198.0	1589882.0	1834457.0	1764694.0	1839737.0	1110200.0	1146439.0	1435317.0	1038067.0	1229527.0	1782647.0	1871708.0	1517637.0	1569874.0	973870.0	1185552.0
ZeeviD_2015__PNP_Main_46__bin.35	1185502.0	1196302.0	1359875.0	1373536.0	1626712.0	1394928.0	1708048.0	1498182.0	1663307.0	1633614.0	1289784.0	1601365.0	1397164.0	1521892.0	1650836.0	1671174.0	1609201.0	880115.0	992164.0	1183911.0	1070424.0	1610750.0	1667711.0	1584198.0	1834913.0	1487152.0	1682664.0	1612831.0	1659938.0	978199.0	1127553.0	1277879.0	1007329.0	1064294.0	1620394.0	1676987.0	1361547.0	1359088.0	814670.0	1131685.0
ZeeviD_2015__PNP_Main_163__bin.37	1209293.0	1227512.0	1356533.0	1399832.0	1667101.0	1417467.0	1732513.0	1535515.0	1700498.0	1635833.0	1332798.0	1636067.0	1429191.0	1538579.0	1666914.0	1697691.0	1653026.0	871683.0	1018905.0	1175929.0	1058356.0	1646214.0	1651779.0	1589882.0	1487152.0	1972596.0	1702406.0	1663783.0	1713575.0	957322.0	1141446.0	1267225.0	1040152.0	1033338.0	1683286.0	1719434.0	1414531.0	1394105.0	819144.0	1150724.0
ZeeviD_2015__PNP_Main_228__bin.29	1379235.0	1419025.0	1543049.0	1578027.0	1908763.0	1728325.0	2024804.0	1807540.0	1970074.0	1901690.0	1523308.0	1883860.0	1582991.0	1756341.0	1972200.0	1982819.0	1860887.0	1061164.0	1145707.0	1291953.0	1291498.0	1883653.0	1895998.0	1834457.0	1682664.0	1702406.0	2228698.0	1897340.0	1982271.0	1229739.0	1243435.0	1525049.0	1151816.0	1309434.0	1935353.0	1979267.0	1596996.0	1565511.0	1065550.0	1314064.0
ZellerG_2014__CCIS03473770ST-4-0__bin.27	1359199.0	1355223.0	1440729.0	1524844.0	1853444.0	1599445.0	1893319.0	1705743.0	1941061.0	1788426.0	1449501.0	1807191.0	1560093.0	1747469.0	1847232.0	1900742.0	1801994.0	1010035.0	1100237.0	1265632.0	1232556.0	1898961.0	1827437.0	1764694.0	1612831.0	1663783.0	1897340.0	2106913.0	1917715.0	1090490.0	1200707.0	1440921.0	1097351.0	1199587.0	1850809.0	1934167.0	1568461.0	1496323.0	953722.0	1245449.0
RampelliS_2015__H21__bin.34	1338100.0	1458903.0	1483869.0	1580108.0	2046173.0	1722431.0	1993386.0	1885004.0	1950603.0	1873145.0	1489052.0	1880211.0	1625033.0	1775322.0	1937564.0	2001961.0	1870431.0	1067413.0	1186458.0	1313184.0	1291796.0	1909679.0	1877204.0	1839737.0	1659938.0	1713575.0	1982271.0	1917715.0	2441791.0	1167503.0	1204701.0	1514975.0	1118061.0	1288251.0	1949475.0	2135866.0	1713929.0	1553562.0	1043850.0	1261475.0
ZellerG_2014__CCIS74239020ST-4-0__bin.85	736057.0	773407.0	845983.0	875738.0	1158218.0	1214481.0	1206144.0	1131017.0	1187204.0	1196438.0	845415.0	1145777.0	881474.0	1022051.0	1189721.0	1187815.0	1104101.0	987638.0	572845.0	701005.0	1084846.0	1096482.0	1153238.0	1110200.0	978199.0	957322.0	1229739.0	1090490.0	1167503.0	1355164.0	633374.0	1076101.0	434437.0	1126700.0	1141693.0	1228445.0	994734.0	938466.0	945674.0	663130.0
ZellerG_2014__CCIS03857607ST-4-0__bin.45	945903.0	923764.0	1077625.0	1054031.0	1196606.0	943869.0	1246691.0	1076819.0	1210316.0	1166570.0	1007412.0	1159135.0	1053330.0	1132069.0	1242312.0	1233533.0	1210787.0	548702.0	812240.0	905343.0	668544.0	1186238.0	1235000.0	1146439.0	1127553.0	1141446.0	1243435.0	1200707.0	1204701.0	633374.0	1328466.0	871435.0	879431.0	677302.0	1178524.0	1215073.0	1034356.0	1027157.0	490196.0	900886.0
ZeeviD_2015__PNP_Main_378__bin.32	1012088.0	1045275.0	1110627.0	1185145.0	1484581.0	1473608.0	1529520.0	1385374.0	1508663.0	1451700.0	1121199.0	1431208.0	1202206.0	1336301.0	1484771.0	1493989.0	1406704.0	971169.0	805607.0	986938.0	1143655.0	1446548.0	1436481.0	1435317.0	1277879.0	1267225.0	1525049.0	1440921.0	1514975.0	1076101.0	871435.0	1811901.0	775397.0	1158940.0	1483539.0	1521808.0	1256206.0	1228664.0	915848.0	932515.0
YuJ_2015__SZAXPI015210-17__bin.66	919673.0	881326.0	1079848.0	960491.0	1096236.0	810185.0	1126948.0	965428.0	1124463.0	1004853.0	1013283.0	1021120.0	986657.0	1075194.0	1123236.0	1101682.0	1114962.0	318944.0	820375.0	859318.0	494699.0	1092410.0	1101359.0	1038067.0	1007329.0	1040152.0	1151816.0	1097351.0	1118061.0	434437.0	879431.0	775397.0	1230481.0	474814.0	1090131.0	1108039.0	926031.0	942728.0	253288.0	907653.0
YuJ_2015__SZAXPI017591-140__bin.18	772635.0	831525.0	883894.0	954845.0	1245759.0	1289046.0	1305485.0	1225738.0	1299016.0	1338915.0	893384.0	1264296.0	971889.0	1095225.0	1271964.0	1287986.0	1172495.0	1057657.0	587169.0	748235.0	1146724.0	1201462.0	1248310.0	1229527.0	1064294.0	1033338.0	1309434.0	1199587.0	1288251.0	1126700.0	677302.0	1158940.0	474814.0	1431060.0	1265569.0	1309008.0	1033225.0	1025895.0	1026582.0	694651.0
ZeeviD_2015__PNP_Main_41__bin.19	1308635.0	1358247.0	1460818.0	1537322.0	1872201.0	1695239.0	1936719.0	1748989.0	1915675.0	1822467.0	1454581.0	1811774.0	1597195.0	1710614.0	1865231.0	1917309.0	1808766.0	1057025.0	1111584.0	1273124.0	1263932.0	1844919.0	1834750.0	1782647.0	1620394.0	1683286.0	1935353.0	1850809.0	1949475.0	1141693.0	1178524.0	1483539.0	1090131.0	1265569.0	2145027.0	1956300.0	1576321.0	1524920.0	1011945.0	1246197.0
RampelliS_2015__H10__bin.95	1354865.0	1514915.0	1531084.0	1589987.0	2208572.0	1732954.0	1999618.0	1891961.0	1980613.0	1893017.0	1522891.0	1884332.0	1643567.0	1784533.0	1972711.0	2026300.0	1913506.0	1117596.0	1192368.0	1324735.0	1302832.0	1918951.0	1921722.0	1871708.0	1676987.0	1719434.0	1979267.0	1934167.0	2135866.0	1228445.0	1215073.0	1521808.0	1108039.0	1309008.0	1956300.0	2572497.0	1829489.0	1595390.0	1057500.0	1270656.0
RampelliS_2015__H24__bin.83	1123138.0	1241605.0	1244995.0	1314351.0	1759893.0	1377671.0	1616089.0	1545882.0	1614519.0	1521658.0	1255075.0	1540301.0	1339458.0	1453573.0	1632032.0	1624028.0	1549475.0	895824.0	1022702.0	1095646.0	1037267.0	1586693.0	1562131.0	1517637.0	1361547.0	1414531.0	1596996.0	1568461.0	1713929.0	994734.0	1034356.0	1256206.0	926031.0	1033225.0	1576321.0	1829489.0	2363513.0	1318665.0	803940.0	1057362.0
ChengpingW_2017__AS49raw__bin.23	1137189.0	1148189.0	1279263.0	1287645.0	1551007.0	1307826.0	1581312.0	1448982.0	1552786.0	1488981.0	1250646.0	1483092.0	1307402.0	1401459.0	1558869.0	1543997.0	1493109.0	831473.0	971525.0	1109215.0	1000930.0	1499509.0	1527893.0	1569874.0	1359088.0	1394105.0	1565511.0	1496323.0	1553562.0	938466.0	1027157.0	1228664.0	942728.0	1025895.0	1524920.0	1595390.0	1318665.0	1845319.0	776660.0	1052059.0
ZeeviD_2015__PNP_Main_310__bin.29	561308.0	654520.0	608587.0	758643.0	991324.0	1100206.0	1064522.0	1021617.0	1041860.0	1071628.0	674627.0	1027365.0	759904.0	868761.0	1020836.0	1017690.0	912567.0	930357.0	436791.0	564455.0	979339.0	974339.0	977667.0	973870.0	814670.0	819144.0	1065550.0	953722.0	1043850.0	945674.0	490196.0	915848.0	253288.0	1026582.0	1011945.0	1057500.0	803940.0	776660.0	1229830.0	492193.0
ZeeviD_2015__PNP_Main_455__bin.37	968639.0	968823.0	1097122.0	1062337.0	1236688.0	1011523.0	1283394.0	1115861.0	1274504.0	1193533.0	1042364.0	1193803.0	1076818.0	1167665.0	1255607.0	1267399.0	1234176.0	534716.0	832130.0	940644.0	715821.0	1244207.0	1243026.0	1185552.0	1131685.0	1150724.0	1314064.0	1245449.0	1261475.0	663130.0	900886.0	932515.0	907653.0	694651.0	1246197.0	1270656.0	1057362.0	1052059.0	492193.0	1407152.0
