	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.23	HeQ_2017__SZAXPI029594-136__bin.12	YuJ_2015__SZAXPI003412-1__bin.80	QinN_2014__HD-6__bin.48	HeQ_2017__SZAXPI029552-169__bin.3	ZeeviD_2015__PNP_Validation_40__bin.5	QinJ_2012__DOF010__bin.2	QinN_2014__HD-39__bin.5	YuJ_2015__SZAXPI015260-74__bin.51	RaymondF_2016__P7C0__bin.21	ZeeviD_2015__PNP_Main_535__bin.24	FengQ_2015__SID31300__bin.65	QinN_2014__LD-97__bin.79	QinJ_2012__T2D-027__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.42	QinJ_2012__CON-081__bin.2	LiJ_2017__H3M516804__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.17	YuJ_2015__SZAXPI003416-4__bin.1	ZeeviD_2015__PNP_Main_77__bin.62	YuJ_2015__SZAXPI003422-11__bin.25	YuJ_2015__SZAXPI015270-90__bin.39	LiJ_2017__H2M514925__bin.5	ZellerG_2014__CCMD35802077ST-21-0__bin.16	HeQ_2017__SZAXPI029498-99__bin.52	WenC_2017__RA070__bin.24	WenC_2017__RA049__bin.7	YuJ_2015__SZAXPI015227-13__bin.28	LiSS_2016__FAT_014-22-42-0__bin.19	LiJ_2017__H1M512854__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.95	Bengtsson-PalmeJ_2015__TRAVELRES22__bin.115	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.115	XieH_2016__YSZC12003_35366__bin.22	XieH_2016__YSZC12003_36674__bin.41	QinN_2014__LD-84__bin.77	QinN_2014__LD-11__bin.41	QinJ_2012__DOM022__bin.3	XieH_2016__YSZC12003_36703__bin.4	QinJ_2012__T2D-022__bin.41	YuJ_2015__SZAXPI015246-34__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.12
ZeeviD_2015__PNP_Main_535__bin.24	0.9054510007268295	0.9228287828884831	0.7198962270441184	0.9482694680368606	0.9464692012204563	0.7264955522333613	0.800445906307877	0.585503305999622	0.5577845972764007	0.8582858836929551	1.0	0.725778641572773	0.6769273242149938	0.9041378584484423	0.9217305484945152	0.8645799294771512	0.891583931723214	0.9277022324520824	0.9547651966048963	0.879938679616979	0.9169628997355531	0.8431850230144302	0.7043787756973348	0.9305990805248823	0.740801253739535	0.9420420988014202	0.8388306586485821	0.8907121771766725	0.9024593727665422	0.6523572915214432	0.7293372957204126	0.8740419378960298	0.9137111781305328	0.9358389755837091	0.8353469467375606	0.9312669481041542	0.9518683485320965	0.9078530096196076	0.8750613727323775	0.823066338757645	0.8501381196441786	0.9170014729455771
FengQ_2015__SID31300__bin.65	0.9325653431860667	0.9238767313774505	0.734558365976988	0.9557059395262592	0.9584469411887826	0.7376810023017145	0.8275418654477753	0.6209183420887887	0.5978792643286897	0.8907058486608634	0.8253667358705876	1.0	0.6936858576471377	0.8979619205059386	0.9318384200199653	0.8832373397870742	0.914790191801184	0.9352963183221611	0.9587853364557607	0.899702149499269	0.9355764344042709	0.874422769740194	0.7413964570015548	0.9164652483727261	0.7730664940433033	0.9525770366225144	0.8559915075321146	0.9093583211082822	0.9183232890515972	0.6832457370029584	0.7563566610915001	0.9083494018863656	0.9315689571221863	0.9493027490855495	0.8511925613200423	0.9318352867304562	0.9573208369392273	0.9294665198616089	0.8950128684200137	0.8631241277705329	0.8767508038454236	0.9406943494883652
QinN_2014__LD-97__bin.79	0.8446812454573392	0.8724823293544909	0.6779527904741928	0.8723622079892294	0.8964761147506598	0.6776314505782899	0.7433921054043638	0.5658350447070991	0.5325205730703753	0.8081558138740786	0.7490457363622616	0.6749729269613319	1.0	0.8476513529202298	0.8581555699728294	0.8280026682796668	0.8273892566377725	0.874094516612114	0.8881401798040011	0.8158496787820547	0.8642122477451329	0.814113711640431	0.6536833966663577	0.8585348364154322	0.7159910195560022	0.8989980536680309	0.7856047043672958	0.8538031521797456	0.8276996209774586	0.6000592680035708	0.7189483222033063	0.8122503060960677	0.8623939639318833	0.8819993561007019	0.7748700006341431	0.8790524192564914	0.8770085267876742	0.8595903190716143	0.8109338491031751	0.811992380524973	0.8005631679845464	0.8507360939702734
QinJ_2012__T2D-027__bin.10	0.8550481453586217	0.8686993906152588	0.6475447128396032	0.8957126846442973	0.9234922142180163	0.6666785288277542	0.7505455092560893	0.5429893727048971	0.498695913050059	0.7832530910689639	0.7391028782708032	0.6454838500430642	0.6262117422781835	1.0	0.8514183240658323	0.8178350444876087	0.8234252755925375	0.889224232683347	0.9059030317881892	0.822549127365375	0.890067046736314	0.7986440198491495	0.6247288219883024	0.8844430309953765	0.6806969004623541	0.9095616826370395	0.7709383660128364	0.8518908585081425	0.8344359136987239	0.575043334426454	0.6735665404172357	0.8086276050206672	0.8563170962871136	0.9124392327013655	0.7804818499926125	0.8798217432511812	0.9029097130378064	0.8619501212643202	0.8080393018923	0.7795800254420832	0.7897771295131769	0.8596978121970643
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.42	0.8761060844875987	0.852325935123942	0.6485204174212532	0.9024150623178764	0.9040530635916303	0.6702213770062514	0.7589718706748405	0.5480014872322182	0.502988251577071	0.7909540345621382	0.7439243183815497	0.6613366766408477	0.6259281858969113	0.8406157603919462	1.0	0.8171402623648416	0.8168338320423826	0.8570593718756561	0.9329317865643869	0.8295082171359038	0.8647899551339755	0.7971004308703867	0.6355249253715413	0.8886635012577431	0.6930568848533581	0.8805882394799669	0.7833502040496835	0.8419424391319972	0.8433353850970793	0.5818213435613163	0.675644170796879	0.857520573972013	0.8466643124753166	0.8983683141262155	0.7705517346891577	0.8784396692509402	0.9098828004084552	0.8737596020764323	0.8110507936056129	0.7790655164929783	0.8042497304836351	0.8781630369424214
QinJ_2012__CON-081__bin.2	0.8634290796879922	0.8842570474148868	0.6710341506288889	0.9027148931362684	0.9137397183810597	0.6749016957071639	0.757398792295739	0.5604096275495207	0.5212942369317763	0.8073125755772594	0.7510955411451457	0.6747216985603101	0.6500630468729804	0.8691315424893797	0.8795527070900685	1.0	0.8373941200293741	0.8855175061586789	0.9132399390690509	0.8287724481814065	0.8871642885660643	0.8088894654754941	0.648272649720765	0.8935900909655794	0.7129586456555104	0.9049222517643072	0.7940502326080151	0.8665191902809201	0.8367588641414089	0.6010348878512458	0.6918879690098529	0.8232729608860455	0.8588578223600498	0.8980091166640018	0.7763951933102337	0.8938021620721118	0.9073814149116147	0.8783310243273803	0.8104213560870153	0.8061804126721822	0.8113850110248252	0.8583795852597655
LiJ_2017__H3M516804__bin.9	0.927659944210908	0.9246817295217777	0.7177876918436668	0.9541617604025283	0.9507505959924936	0.740656126063773	0.8333523092149878	0.5922362677037485	0.5595967525275376	0.8709370390234012	0.8079655757532176	0.7289694797911854	0.6776012687873713	0.9128188072959269	0.9171483045049742	0.8735152621018686	1.0	0.9497219034607014	0.9591644020450008	0.9032145143522582	0.9355569071709856	0.8568549373745968	0.7094772544096454	0.9385476059927832	0.7542024087384933	0.9602545165095164	0.8552419874339714	0.9040304772633982	0.9077357678390765	0.6629109401950122	0.7469131733566636	0.8809627962859206	0.9326775668125812	0.9505628346371761	0.8445176181073856	0.9373780924445031	0.960954626669503	0.9277613153681671	0.8812454370495101	0.8482199124912236	0.8571051193932513	0.9318755861300287
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.17	0.8920188480579351	0.8806140343874159	0.662405717575406	0.9190459589951842	0.9108456167709396	0.6827551091915328	0.762614529361829	0.5557285304848354	0.5066049811457327	0.7947887532588034	0.74668841715521	0.6619684014721497	0.6358035040285417	0.8755316761448058	0.8547063817104293	0.8204231942526196	0.8435224437188368	1.0	0.9166105606960157	0.8438076305894187	0.8994350372694444	0.8187377975057901	0.6430768780420303	0.9061083213359696	0.6912100350296408	0.9233459383268978	0.784690122067077	0.8485475871771467	0.8322112139203126	0.596543073862069	0.688682826960316	0.8198160078983013	0.8716991726476074	0.8993214947517632	0.7892748447439129	0.9129479274498794	0.9270316348969381	0.8829048433867249	0.8209851410100494	0.8008140466287186	0.7932155684532759	0.8886755531427771
YuJ_2015__SZAXPI003416-4__bin.1	0.8518234183563257	0.8156100158118192	0.6172676469619867	0.8861376359041525	0.867927543482503	0.6216385830875367	0.7087204311350702	0.523848624114751	0.46983226944175205	0.740417949185358	0.6956887296018296	0.6143233079385932	0.5848353490926874	0.8074764448862938	0.8422548184290809	0.7659726276449063	0.7712244965152163	0.8297980921421924	1.0	0.767402838418304	0.8339911553388781	0.743742526727114	0.5916772333090548	0.8720531514826894	0.6487463371426783	0.8326697562217381	0.7297596266194266	0.7836113584914449	0.7836402678613731	0.5471576066575067	0.636493582521395	0.7897810998569789	0.7998544092008888	0.8619320613745923	0.7256380338095082	0.8458632699227717	0.8995981597579964	0.8293134586768663	0.7575230612453032	0.738195541372119	0.7526654840592931	0.8483671425737852
ZeeviD_2015__PNP_Main_77__bin.62	0.8920992332649444	0.8751556345657594	0.674414390763796	0.9090076388155698	0.9093044026628849	0.7184395928628295	0.79207554922713	0.5622771298750834	0.5258127477193413	0.8151689128455943	0.7594358062702777	0.6828017741151539	0.6363301726081261	0.8684209024474457	0.8870223837936502	0.8233489419703027	0.8601990220109365	0.9047973017317883	0.908957702591262	1.0	0.8983312740585595	0.8247200480148686	0.6668335963307813	0.8960051971719927	0.7076329183395301	0.9191375586037261	0.8019415204010877	0.8552667497985905	0.8614341112921498	0.6104517944225518	0.7093602361174919	0.8472493700901991	0.8795333768967443	0.904566643933795	0.7973545215110988	0.8888481472709616	0.9146309332557181	0.8933523947035262	0.8506512159232827	0.8025612051655933	0.8131762197041684	0.9004409606397924
YuJ_2015__SZAXPI003422-11__bin.25	0.8868768119085316	0.8884917149239813	0.6687799574901858	0.922196828391929	0.9444087484908293	0.6813259555671228	0.7785716738600791	0.5597613522169446	0.5181719514751918	0.8156444068507314	0.7518927892366308	0.6745911683692282	0.6404102594689165	0.8928050512937298	0.8785976099073894	0.8373714945669856	0.8465327029156816	0.9163115145205718	0.9385279530946133	0.8534970286507472	1.0	0.8260662697638103	0.6492981000715726	0.9031876034730807	0.7023413834486448	0.9301258485696315	0.7976789496894904	0.8620401096001331	0.8552999002320688	0.6018125411181238	0.6962089089870663	0.8360245371274065	0.8732680684783944	0.918648018016064	0.8059983661193889	0.9066193853427896	0.9293577077956348	0.8955608692823215	0.8242471316719804	0.8107287577446664	0.8055126300417146	0.8809499280658758
YuJ_2015__SZAXPI015270-90__bin.39	0.8840966383961087	0.8960117526511363	0.669125834845623	0.9138861523647273	0.9126254583163587	0.6910914410577386	0.7756636173968865	0.5682016715430293	0.5273651593150871	0.8202293742207077	0.7556036196190264	0.6890485537572683	0.6593103959112626	0.8754959692850882	0.8850329000160488	0.8343923064577855	0.8473207165166722	0.9115598187721442	0.9146930360603928	0.8563258150932681	0.9027798970408504	1.0	0.6676977395898918	0.8936103601101194	0.7090562077947731	0.9222991741046629	0.8084001827092824	0.8717296890238633	0.8583104329469279	0.5995896448279693	0.7066143229263114	0.8427816253718997	0.8863182845079811	0.8954107872547931	0.7862982852486945	0.9034391318840043	0.9183131488957199	0.8977667493796526	0.8328560670592448	0.8236717158623755	0.8158033653074578	0.8907551572163994
LiJ_2017__H2M514925__bin.5	0.9387522664044354	0.9344104853945743	0.739664473675573	0.9603535131402223	0.9650661901692205	0.7527955056592824	0.8273239425524735	0.6233731450275646	0.591961862698889	0.9049974463973196	0.8391164666016341	0.776647073728877	0.7037479535073634	0.9104105589173249	0.9380452663821162	0.8889629222142427	0.9326610377998842	0.9518051804655303	0.9673473648001953	0.9204385369497774	0.9433133027601228	0.8876152239358567	1.0	0.9321522866231919	0.7875737360979638	0.9737983297206529	0.8860778107025492	0.9188571413566786	0.9429903278195646	0.7627854094101243	0.7753742111074495	0.9055961316529884	0.9506084664073239	0.9599675186990675	0.8573619249306457	0.9454316770145562	0.9627285605689611	0.946946114388271	0.9051195466797256	0.8756684334008605	0.8900296585524683	0.9431793863213549
ZellerG_2014__CCMD35802077ST-21-0__bin.16	0.8599404839311681	0.837713157543628	0.6282973236346687	0.899548900624716	0.8761520260627689	0.6365601603758767	0.7258908410444699	0.5175200005404411	0.4712772479391463	0.7480924120389996	0.7130388999322759	0.6174813252289697	0.5944868259053654	0.828991790362923	0.843651675620536	0.7881319149008038	0.7935536362392734	0.8625810450440712	0.9170123237444457	0.7954675574936371	0.8439649625322364	0.7640603334858953	0.5995445939852291	1.0	0.6555642626610979	0.8575532545527935	0.7426639351876091	0.8077668132050011	0.7926433308732007	0.5529940433264822	0.6387886352006135	0.7980490078684837	0.8102410198122305	0.882263231938714	0.7391379796625284	0.8743917927273526	0.9093659275572571	0.8339182481603894	0.7722931926385176	0.7601032917925584	0.7533135790876343	0.8536008572745897
HeQ_2017__SZAXPI029498-99__bin.52	0.9180014690724703	0.9185825820133401	0.7296563081261034	0.9446988993803832	0.9479776558816212	0.7335280249268425	0.8200178895115333	0.6003891857310412	0.5714531970097266	0.8687958344687052	0.7963527906453256	0.7307652208940018	0.6955767886549693	0.8951325127062921	0.9230982027556957	0.8822224460056631	0.8946663191441468	0.9231728411150734	0.9571066380750411	0.8814002393166444	0.9207630883694481	0.8505763739974174	0.7106880945893113	0.919747177366806	1.0	0.9445650242278484	0.8546074377717489	0.9032313670667125	0.8993797907756466	0.6613325908988591	0.753690452213679	0.8770735839444597	0.9242035613160046	0.9431581503903704	0.8326690914260665	0.921953747911903	0.9477377468693354	0.9234915350622578	0.8850427097278663	0.8577718672621938	0.864813937232694	0.9230644377835961
WenC_2017__RA070__bin.24	0.899446506930825	0.9125640404273355	0.6839396022309087	0.9289598312134416	0.950705424394234	0.6990066132692395	0.7886875349649247	0.5735855702627201	0.530388517180897	0.8311233549031072	0.7700404759824188	0.6847003849407364	0.6641033979825971	0.9095051444045761	0.8918490398102413	0.851460441551258	0.8661617003335913	0.937727975813506	0.9341091905614297	0.870532710053052	0.9272157514902603	0.841286493021429	0.6681843283266115	0.914858099835952	0.7182428396788947	1.0	0.813978943120119	0.8855758480993046	0.8708345007076316	0.6143128947489327	0.7151947540676425	0.8469385365045075	0.8980952054924097	0.9264572209494965	0.8145987400465388	0.9190845203015023	0.9393220610770232	0.9160679650571466	0.844603037185113	0.8200188101160227	0.8218633365794596	0.9093623568859168
WenC_2017__RA049__bin.7	0.9208527579531351	0.9051384119719026	0.6983108067638562	0.9325510187606542	0.9491434764787408	0.7148475361570059	0.8052446082845623	0.5918988723607821	0.5496880515867208	0.8629275911978413	0.792827608332999	0.7114283169681291	0.671030489643646	0.891361536726789	0.9173512483405197	0.8638978890423009	0.891995902145228	0.9214501447634385	0.9465987232484508	0.8782304850603819	0.9194506957967823	0.8526282675938749	0.7030081316480116	0.9161069963005767	0.7513933383297857	0.9411837008711847	1.0	0.9002280694718674	0.8999916147099861	0.643732464457568	0.7365914785662091	0.8760018728883783	0.9130461050327886	0.9361462769572751	0.8255875301883461	0.9125664247779591	0.9388571735114418	0.9246146802990997	0.866545765714997	0.8458705571634595	0.8504428839356073	0.912658090060098
YuJ_2015__SZAXPI015227-13__bin.28	0.8802848813568154	0.889867152758974	0.675741816500154	0.9011564232762287	0.9361659562312213	0.6902054819376324	0.7712351341266762	0.5588796056176043	0.52087293766685	0.8114173070821155	0.7520301146466944	0.6751342011160397	0.6514623245894409	0.8798559216445999	0.8807557134921321	0.8421432911538459	0.8422679779248585	0.8901090823146703	0.9079881417297777	0.8366826619322913	0.8876079029080862	0.8213126911592427	0.651223186528618	0.8900886113522652	0.709403057431285	0.9147035478969343	0.804166399148408	1.0	0.8451836943201454	0.5999904158676012	0.6992406203446007	0.8320953053569717	0.8806835998745688	0.9095178809204116	0.7887857276450112	0.8960856728386619	0.9089926146350632	0.8903119309421389	0.8208106873311727	0.8104272569003427	0.8084113323525881	0.8779032709806428
LiSS_2016__FAT_014-22-42-0__bin.19	0.8965688148474015	0.8913901477094375	0.6888534989021207	0.9218762306718483	0.9409921064107318	0.7049840649007106	0.7975517194346737	0.5904276062387979	0.5434613264073123	0.850469408259357	0.7865354654412937	0.7037906133716518	0.6519242184693468	0.8896381512595356	0.9106808388835633	0.839461798985302	0.8730105138997482	0.9011423516326033	0.9373224230571954	0.8699094609729343	0.9090858881680686	0.8347643545564395	0.6898932665320652	0.9016082059517933	0.7291719895725475	0.9285024080345943	0.8298978578385512	0.8724567716007522	1.0	0.6395882039923235	0.7176860391624996	0.8654310161003095	0.8945233782026284	0.9201319184169022	0.8057569988608181	0.9019602381332017	0.9285931775875086	0.9012758645199587	0.8650347997979057	0.8121344004118729	0.8362301147442412	0.912660959871213
LiJ_2017__H1M512854__bin.22	0.940234386416109	0.9349267979046216	0.7484398355688265	0.9671230318405414	0.9684488597523553	0.7542763296236288	0.8405834498184828	0.6166033571958597	0.6002008700567469	0.9180773784533006	0.843863091873459	0.7771782247734509	0.7014784406838136	0.9099484851703297	0.932505379938798	0.894944532634969	0.9462612009292201	0.9587325370287342	0.9713606914834091	0.9149538419427798	0.9493875886825618	0.8655047376963526	0.8282717833169505	0.9335902778322287	0.7957975532059731	0.9721490601234446	0.8810233395609229	0.9192485264420696	0.9492842311302968	1.0	0.784051145593725	0.9149495650785482	0.9439089256018082	0.9569048903804057	0.8673801426619345	0.9488857699460473	0.9704689652911084	0.9406000583079157	0.9056644928316192	0.8673772914191135	0.8996184324294656	0.9422423741728723
