	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.23	HeQ_2017__SZAXPI029594-136__bin.12	YuJ_2015__SZAXPI003412-1__bin.80	QinN_2014__HD-6__bin.48	HeQ_2017__SZAXPI029552-169__bin.3	ZeeviD_2015__PNP_Validation_40__bin.5	QinJ_2012__DOF010__bin.2	QinN_2014__HD-39__bin.5	YuJ_2015__SZAXPI015260-74__bin.51	RaymondF_2016__P7C0__bin.21	ZeeviD_2015__PNP_Main_535__bin.24	FengQ_2015__SID31300__bin.65	QinN_2014__LD-97__bin.79	QinJ_2012__T2D-027__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.42	QinJ_2012__CON-081__bin.2	LiJ_2017__H3M516804__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.17	YuJ_2015__SZAXPI003416-4__bin.1	ZeeviD_2015__PNP_Main_77__bin.62	YuJ_2015__SZAXPI003422-11__bin.25	YuJ_2015__SZAXPI015270-90__bin.39	LiJ_2017__H2M514925__bin.5	ZellerG_2014__CCMD35802077ST-21-0__bin.16	HeQ_2017__SZAXPI029498-99__bin.52	WenC_2017__RA070__bin.24	WenC_2017__RA049__bin.7	YuJ_2015__SZAXPI015227-13__bin.28	LiSS_2016__FAT_014-22-42-0__bin.19	LiJ_2017__H1M512854__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.95	Bengtsson-PalmeJ_2015__TRAVELRES22__bin.115	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.115	XieH_2016__YSZC12003_35366__bin.22	XieH_2016__YSZC12003_36674__bin.41	QinN_2014__LD-84__bin.77	QinN_2014__LD-11__bin.41	QinJ_2012__DOM022__bin.3	XieH_2016__YSZC12003_36703__bin.4	QinJ_2012__T2D-022__bin.41	YuJ_2015__SZAXPI015246-34__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.12
ZeeviD_2015__PNP_Main_535__bin.24	1666679.0	1689581.0	1317925.0	1735226.0	1732322.0	1332464.0	1476618.0	1073569.0	1021841.0	1571111.0	1814731.0	1329451.0	1239453.0	1655693.0	1689195.0	1583023.0	1631751.0	1698400.0	1747510.0	1612431.0	1678898.0	1544123.0	1288457.0	1703579.0	1356018.0	1723489.0	1535736.0	1630579.0	1652954.0	1192801.0	1335696.0	1601833.0	1672423.0	1711615.0	1529202.0	1705186.0	1741633.0	1661552.0	1602233.0	1507863.0	1556582.0	1687831.0
FengQ_2015__SID31300__bin.65	1510262.0	1489536.0	1183802.0	1539877.0	1544357.0	1191133.0	1343010.0	1002918.0	964532.0	1435241.0	1329451.0	1595767.0	1118267.0	1446988.0	1501669.0	1423891.0	1475058.0	1507568.0	1545101.0	1451579.0	1507906.0	1408697.0	1194371.0	1477484.0	1246030.0	1534624.0	1379031.0	1464927.0	1480221.0	1100358.0	1219650.0	1464941.0	1501097.0	1529455.0	1372046.0	1501436.0	1542418.0	1497981.0	1443836.0	1392306.0	1413329.0	1523818.0
QinN_2014__LD-97__bin.79	1409869.0	1443842.0	1123088.0	1443984.0	1482640.0	1124807.0	1240648.0	938521.0	881994.0	1336795.0	1239453.0	1118267.0	1640008.0	1399051.0	1422175.0	1371963.0	1369898.0	1446698.0	1471109.0	1353755.0	1429137.0	1347535.0	1081731.0	1421802.0	1185553.0	1485688.0	1300123.0	1413117.0	1371481.0	992571.0	1192019.0	1347471.0	1428239.0	1458963.0	1280394.0	1454673.0	1451622.0	1423358.0	1342607.0	1344365.0	1324812.0	1420395.0
QinJ_2012__T2D-027__bin.10	1929468.0	1945642.0	1452482.0	2006229.0	2067996.0	1497929.0	1695620.0	1216965.0	1117258.0	1754267.0	1655693.0	1446988.0	1399051.0	2219944.0	1909485.0	1834545.0	1845647.0	1992015.0	2030604.0	1846922.0	1993419.0	1787956.0	1397901.0	1982691.0	1525707.0	2034485.0	1726570.0	1908290.0	1869773.0	1286968.0	1510393.0	1814346.0	1918734.0	2037868.0	1742139.0	1971170.0	2022317.0	1930167.0	1810898.0	1747477.0	1768478.0	1939928.0
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.42	2001570.0	1936547.0	1473761.0	2049238.0	2052621.0	1524644.0	1736739.0	1246631.0	1142929.0	1796481.0	1689195.0	1501669.0	1422175.0	1909485.0	2248472.0	1856765.0	1855071.0	1946524.0	2119327.0	1888215.0	1963857.0	1809950.0	1441409.0	2018356.0	1574493.0	1999644.0	1778656.0	1912247.0	1914724.0	1319665.0	1534966.0	1948637.0	1921639.0	2040977.0	1750759.0	1994338.0	2066076.0	1985816.0	1843160.0	1770757.0	1825741.0	2006648.0
QinJ_2012__CON-081__bin.2	1832461.0	1865230.0	1413676.0	1902935.0	1926488.0	1425897.0	1610147.0	1184178.0	1100043.0	1701119.0	1583023.0	1423891.0	1371963.0	1834545.0	1856765.0	2088922.0	1765239.0	1867696.0	1925415.0	1750283.0	1871267.0	1706436.0	1366302.0	1883764.0	1503387.0	1907907.0	1673763.0	1825985.0	1767016.0	1265439.0	1459884.0	1739048.0	1810817.0	1894699.0	1638756.0	1884839.0	1912771.0	1852500.0	1709591.0	1701240.0	1711850.0	1821738.0
LiJ_2017__H3M516804__bin.9	1884016.0	1869097.0	1451044.0	1927715.0	1921230.0	1497183.0	1697622.0	1197348.0	1131369.0	1758581.0	1631751.0	1475058.0	1369898.0	1845647.0	1855071.0	1765239.0	2002542.0	1918181.0	1937775.0	1824773.0	1890753.0	1731778.0	1432681.0	1893865.0	1524396.0	1939636.0	1728377.0	1826972.0	1835874.0	1336700.0	1510334.0	1783394.0	1884530.0	1921772.0	1708338.0	1894360.0	1941170.0	1874754.0	1780637.0	1714125.0	1731941.0	1892735.0
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.17	2044166.0	2003436.0	1507851.0	2092394.0	2071724.0	1556182.0	1748825.0	1265303.0	1151226.0	1806971.0	1698400.0	1507568.0	1446698.0	1992015.0	1946524.0	1867696.0	1918181.0	2254662.0	2086191.0	1921528.0	2046830.0	1862797.0	1461462.0	2062058.0	1573844.0	2097888.0	1784824.0	1929924.0	1893621.0	1354595.0	1567568.0	1868166.0	1982161.0	2047527.0	1796951.0	2077244.0	2110546.0	2005993.0	1868727.0	1822297.0	1804097.0	2036331.0
YuJ_2015__SZAXPI003416-4__bin.1	2155834.0	2049831.0	1551493.0	2225341.0	2179388.0	1564832.0	1796957.0	1318542.0	1181126.0	1858901.0	1747510.0	1545101.0	1471109.0	2030604.0	2119327.0	1925415.0	1937775.0	2086191.0	2490542.0	1932093.0	2095105.0	1870301.0	1486149.0	2194480.0	1630408.0	2091922.0	1833523.0	1969161.0	1970760.0	1373282.0	1601034.0	1989033.0	2010072.0	2166532.0	1824660.0	2127143.0	2259424.0	2084123.0	1905326.0	1856716.0	1891940.0	2147564.0
ZeeviD_2015__PNP_Main_77__bin.62	1900588.0	1860272.0	1433267.0	1931691.0	1933353.0	1523011.0	1694414.0	1197288.0	1117856.0	1731709.0	1612431.0	1451579.0	1353755.0	1846922.0	1888215.0	1750283.0	1824773.0	1921528.0	1932093.0	2102682.0	1910657.0	1753741.0	1414732.0	1901751.0	1504294.0	1953171.0	1704728.0	1818050.0	1831606.0	1293831.0	1508537.0	1804389.0	1868062.0	1923230.0	1693970.0	1890223.0	1943519.0	1897982.0	1802588.0	1706220.0	1727999.0	1918520.0
YuJ_2015__SZAXPI003422-11__bin.25	1993553.0	1983120.0	1494093.0	2057872.0	2104271.0	1524735.0	1753294.0	1251653.0	1157487.0	1817059.0	1678898.0	1507906.0	1429137.0	1993419.0	1963857.0	1871267.0	1890753.0	2046830.0	2095105.0	1910657.0	2213136.0	1843378.0	1449080.0	2016813.0	1568790.0	2076025.0	1780496.0	1923767.0	1910784.0	1341833.0	1556546.0	1869738.0	1950227.0	2050580.0	1799782.0	2023584.0	2073756.0	1998861.0	1842477.0	1810777.0	1798442.0	1979791.0
YuJ_2015__SZAXPI015270-90__bin.39	1818614.0	1831261.0	1368290.0	1867649.0	1863524.0	1415788.0	1598905.0	1162495.0	1078229.0	1676066.0	1544123.0	1408697.0	1347535.0	1787956.0	1809950.0	1706436.0	1731778.0	1862797.0	1870301.0	1753741.0	1843378.0	2025075.0	1363383.0	1827232.0	1449360.0	1883412.0	1650887.0	1779944.0	1754831.0	1223699.0	1444526.0	1724771.0	1810589.0	1828875.0	1606558.0	1845443.0	1876880.0	1834054.0	1703478.0	1684805.0	1665401.0	1832672.0
LiJ_2017__H2M514925__bin.5	1450250.0	1436337.0	1136150.0	1474891.0	1482091.0	1158259.0	1280205.0	958856.0	909651.0	1390640.0	1288457.0	1194371.0	1081731.0	1397901.0	1441409.0	1366302.0	1432681.0	1461462.0	1486149.0	1414732.0	1449080.0	1363383.0	1523338.0	1431962.0	1210706.0	1494410.0	1361347.0	1411233.0	1448708.0	1171105.0	1190370.0	1391909.0	1457845.0	1474158.0	1317436.0	1452216.0	1478564.0	1454083.0	1391236.0	1345921.0	1366732.0	1456957.0
ZellerG_2014__CCMD35802077ST-21-0__bin.16	2069235.0	2003606.0	1502851.0	2150980.0	2094428.0	1521414.0	1748710.0	1239003.0	1127481.0	1788763.0	1703579.0	1477484.0	1421802.0	1982691.0	2018356.0	1883764.0	1893865.0	2062058.0	2194480.0	1901751.0	2016813.0	1827232.0	1431962.0	2368436.0	1568084.0	2049352.0	1775568.0	1931412.0	1896714.0	1318526.0	1527784.0	1911816.0	1936309.0	2110281.0	1769030.0	2090569.0	2174687.0	1993661.0	1844684.0	1818048.0	1801317.0	2054196.0
HeQ_2017__SZAXPI029498-99__bin.52	1573859.0	1565462.0	1243481.0	1609278.0	1614787.0	1251883.0	1408715.0	1024292.0	974384.0	1478828.0	1356018.0	1246030.0	1185553.0	1525707.0	1574493.0	1503387.0	1524396.0	1573844.0	1630408.0	1504294.0	1568790.0	1449360.0	1210706.0	1568084.0	1688140.0	1608410.0	1455727.0	1539028.0	1534641.0	1125837.0	1285400.0	1497677.0	1574746.0	1607771.0	1419583.0	1570446.0	1614390.0	1573707.0	1509384.0	1461863.0	1473847.0	1582810.0
WenC_2017__RA070__bin.24	2028104.0	2041200.0	1532588.0	2079939.0	2127343.0	1569027.0	1780822.0	1285362.0	1187690.0	1859155.0	1723489.0	1534624.0	1485688.0	2034485.0	1999644.0	1907907.0	1939636.0	2097888.0	2091922.0	1953171.0	2076025.0	1883412.0	1494410.0	2049352.0	1608410.0	2220082.0	1822058.0	1982060.0	1951905.0	1373612.0	1603114.0	1900499.0	2010935.0	2073655.0	1824021.0	2057926.0	2103137.0	2049844.0	1892213.0	1835943.0	1840040.0	2050703.0
WenC_2017__RA049__bin.7	1794978.0	1753244.0	1353489.0	1805785.0	1837104.0	1388021.0	1572501.0	1147858.0	1065899.0	1670073.0	1535736.0	1379031.0	1300123.0	1726570.0	1778656.0	1673763.0	1728377.0	1784824.0	1833523.0	1704728.0	1780496.0	1650887.0	1361347.0	1775568.0	1455727.0	1822058.0	1920029.0	1741717.0	1744064.0	1246134.0	1427581.0	1699205.0	1768225.0	1813193.0	1600033.0	1767018.0	1817909.0	1791200.0	1680375.0	1639290.0	1647191.0	1779113.0
YuJ_2015__SZAXPI015227-13__bin.28	1923216.0	1930081.0	1466153.0	1953235.0	2028819.0	1500949.0	1687749.0	1213488.0	1130285.0	1758388.0	1630579.0	1464927.0	1413117.0	1908290.0	1912247.0	1825985.0	1826972.0	1929924.0	1969161.0	1818050.0	1923767.0	1779944.0	1411233.0	1931412.0	1539028.0	1982060.0	1741717.0	2149386.0	1833894.0	1299922.0	1517132.0	1807315.0	1909587.0	1972295.0	1711323.0	1942890.0	1970024.0	1929184.0	1782034.0	1758076.0	1753434.0	1918386.0
LiSS_2016__FAT_014-22-42-0__bin.19	1894873.0	1874734.0	1448939.0	1938635.0	1977710.0	1485323.0	1689398.0	1242843.0	1143720.0	1788432.0	1652954.0	1480221.0	1371481.0	1869773.0	1914724.0	1767016.0	1835874.0	1893621.0	1970760.0	1831606.0	1910784.0	1754831.0	1448708.0	1896714.0	1534641.0	1951905.0	1744064.0	1833894.0	2082196.0	1343562.0	1509736.0	1820062.0	1880320.0	1933978.0	1694247.0	1896330.0	1952632.0	1894959.0	1821225.0	1708990.0	1757751.0	1929743.0
LiJ_2017__H1M512854__bin.22	1336020.0	1321988.0	1059036.0	1366706.0	1368334.0	1067296.0	1196752.0	873053.0	849222.0	1296717.0	1192801.0	1100358.0	992571.0	1286968.0	1319665.0	1265439.0	1336700.0	1354595.0	1373282.0	1293831.0	1341833.0	1223699.0	1171105.0	1318526.0	1125837.0	1373612.0	1246134.0	1299922.0	1343562.0	1402897.0	1109915.0	1295584.0	1334521.0	1353119.0	1227290.0	1342098.0	1371369.0	1329710.0	1280590.0	1227001.0	1272735.0	1338902.0
Bengtsson-PalmeJ_2015__TRAVELRES17__bin.95	1547603.0	1547883.0	1210264.0	1588315.0	1586624.0	1226759.0	1372628.0	1037032.0	959310.0	1468998.0	1335696.0	1219650.0	1192019.0	1510393.0	1534966.0	1459884.0	1510334.0	1567568.0	1601034.0	1508537.0	1556546.0	1444526.0	1190370.0	1527784.0	1285400.0	1603114.0	1427581.0	1517132.0	1509736.0	1109915.0	1706600.0	1463986.0	1634701.0	1592886.0	1426259.0	1565052.0	1597925.0	1540746.0	1473256.0	1422632.0	1446212.0	1563157.0
Bengtsson-PalmeJ_2015__TRAVELRES22__bin.115	1921916.0	1844222.0	1409672.0	1919192.0	1964759.0	1441071.0	1689713.0	1190534.0	1112420.0	1707217.0	1601833.0	1464941.0	1347471.0	1814346.0	1948637.0	1739048.0	1783394.0	1868166.0	1989033.0	1804389.0	1869738.0	1724771.0	1391909.0	1911816.0	1497677.0	1900499.0	1699205.0	1807315.0	1820062.0	1295584.0	1463986.0	2169564.0	1836742.0	1945760.0	1695489.0	1861523.0	1931794.0	1899006.0	1754807.0	1697380.0	1720330.0	1921453.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.115	1947576.0	1926284.0	1476413.0	2011668.0	2011104.0	1522377.0	1715098.0	1244745.0	1159517.0	1801115.0	1672423.0	1501097.0	1428239.0	1918734.0	1921639.0	1810817.0	1884530.0	1982161.0	2010072.0	1868062.0	1950227.0	1810589.0	1457845.0	1936309.0	1574746.0	2010935.0	1768225.0	1909587.0	1880320.0	1334521.0	1634701.0	1836742.0	2115916.0	2009649.0	1757545.0	1950930.0	2020635.0	1936732.0	1844317.0	1763945.0	1785939.0	1960349.0
XieH_2016__YSZC12003_35366__bin.22	2048253.0	1984555.0	1516303.0	2137047.0	2160502.0	1542330.0	1788001.0	1257552.0	1162368.0	1837903.0	1711615.0	1529455.0	1458963.0	2037868.0	2040977.0	1894699.0	1921772.0	2047527.0	2166532.0	1923230.0	2050580.0	1828875.0	1474158.0	2110281.0	1607771.0	2073655.0	1813193.0	1972295.0	1933978.0	1353119.0	1592886.0	1945760.0	2009649.0	2340870.0	1851769.0	2058588.0	2153010.0	2028817.0	1890755.0	1845264.0	1841955.0	2036688.0
XieH_2016__YSZC12003_36674__bin.41	1779339.0	1760448.0	1356915.0	1817932.0	1821299.0	1388335.0	1592860.0	1128247.0	1055585.0	1618183.0	1529202.0	1372046.0	1280394.0	1742139.0	1750759.0	1638756.0	1708338.0	1796951.0	1824660.0	1693970.0	1799782.0	1606558.0	1317436.0	1769030.0	1419583.0	1824021.0	1600033.0	1711323.0	1694247.0	1227290.0	1426259.0	1695489.0	1757545.0	1851769.0	1900531.0	1767619.0	1830980.0	1766074.0	1655740.0	1600160.0	1634621.0	1778560.0
QinN_2014__LD-84__bin.77	2009394.0	2029520.0	1499372.0	2118783.0	2074122.0	1534956.0	1726347.0	1271408.0	1156100.0	1807745.0	1705186.0	1501436.0	1454673.0	1971170.0	1994338.0	1884839.0	1894360.0	2077244.0	2127143.0	1890223.0	2023584.0	1845443.0	1452216.0	2090569.0	1570446.0	2057926.0	1767018.0	1942890.0	1896330.0	1342098.0	1565052.0	1861523.0	1950930.0	2058588.0	1767619.0	2263864.0	2140110.0	1971862.0	1854471.0	1810395.0	1824380.0	2017497.0
QinN_2014__LD-11__bin.41	2123850.0	2054441.0	1553493.0	2363710.0	2139588.0	1561687.0	1800311.0	1286700.0	1173961.0	1854335.0	1741633.0	1542418.0	1451622.0	2022317.0	2066076.0	1912771.0	1941170.0	2110546.0	2259424.0	1943519.0	2073756.0	1876880.0	1478564.0	2174687.0	1614390.0	2103137.0	1817909.0	1970024.0	1952632.0	1371369.0	1597925.0	1931794.0	2020635.0	2153010.0	1830980.0	2140110.0	2401111.0	2034775.0	1906559.0	1842161.0	1871888.0	2134105.0
QinJ_2012__DOM022__bin.3	2014446.0	1939052.0	1462410.0	2014492.0	2071758.0	1531251.0	1738807.0	1251936.0	1161217.0	1803554.0	1661552.0	1497981.0	1423358.0	1930167.0	1985816.0	1852500.0	1874754.0	2005993.0	2084123.0	1897982.0	1998861.0	1834054.0	1454083.0	1993661.0	1573707.0	2049844.0	1791200.0	1929184.0	1894959.0	1329710.0	1540746.0	1899006.0	1936732.0	2028817.0	1766074.0	1971862.0	2034775.0	2210953.0	1832211.0	1823468.0	1796804.0	1995532.0
XieH_2016__YSZC12003_36703__bin.4	1841720.0	1825498.0	1408227.0	1893589.0	1893327.0	1482828.0	1638233.0	1187752.0	1094850.0	1719923.0	1602233.0	1443836.0	1342607.0	1810898.0	1843160.0	1709591.0	1780637.0	1868727.0	1905326.0	1802588.0	1842477.0	1703478.0	1391236.0	1844684.0	1509384.0	1892213.0	1680375.0	1782034.0	1821225.0	1280590.0	1473256.0	1754807.0	1844317.0	1890755.0	1655740.0	1854471.0	1906559.0	1832211.0	2010913.0	1667488.0	1722875.0	1879468.0
QinJ_2012__T2D-022__bin.41	1801491.0	1789180.0	1350833.0	1826709.0	1859747.0	1384654.0	1587886.0	1152556.0	1076773.0	1654136.0	1507863.0	1392306.0	1344365.0	1747477.0	1770757.0	1701240.0	1714125.0	1822297.0	1856716.0	1706220.0	1810777.0	1684805.0	1345921.0	1818048.0	1461863.0	1835943.0	1639290.0	1758076.0	1708990.0	1227001.0	1422632.0	1697380.0	1763945.0	1845264.0	1600160.0	1810395.0	1842161.0	1823468.0	1667488.0	1997355.0	1643679.0	1783065.0
YuJ_2015__SZAXPI015246-34__bin.22	1811655.0	1805726.0	1368558.0	1861819.0	1848850.0	1427878.0	1617325.0	1159273.0	1097586.0	1693703.0	1556582.0	1413329.0	1324812.0	1768478.0	1825741.0	1711850.0	1731941.0	1804097.0	1891940.0	1727999.0	1798442.0	1665401.0	1366732.0	1801317.0	1473847.0	1840040.0	1647191.0	1753434.0	1757751.0	1272735.0	1446212.0	1720330.0	1785939.0	1841955.0	1634621.0	1824380.0	1871888.0	1796804.0	1722875.0	1643679.0	1927802.0	1809361.0
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.12	2276873.0	1990505.0	1511926.0	2106611.0	2055196.0	1544768.0	1776924.0	1274226.0	1153093.0	1808870.0	1687831.0	1523818.0	1420395.0	1939928.0	2006648.0	1821738.0	1892735.0	2036331.0	2147564.0	1918520.0	1979791.0	1832672.0	1456957.0	2054196.0	1582810.0	2050703.0	1779113.0	1918386.0	1929743.0	1338902.0	1563157.0	1921453.0	1960349.0	2036688.0	1778560.0	2017497.0	2134105.0	1995532.0	1879468.0	1783065.0	1809361.0	2418977.0
