	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.23	HeQ_2017__SZAXPI029594-136__bin.12	YuJ_2015__SZAXPI003412-1__bin.80	QinN_2014__HD-6__bin.48	HeQ_2017__SZAXPI029552-169__bin.3	ZeeviD_2015__PNP_Validation_40__bin.5	QinJ_2012__DOF010__bin.2	QinN_2014__HD-39__bin.5	YuJ_2015__SZAXPI015260-74__bin.51	RaymondF_2016__P7C0__bin.21	ZeeviD_2015__PNP_Main_535__bin.24	FengQ_2015__SID31300__bin.65	QinN_2014__LD-97__bin.79	QinJ_2012__T2D-027__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.42	QinJ_2012__CON-081__bin.2	LiJ_2017__H3M516804__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.17	YuJ_2015__SZAXPI003416-4__bin.1	ZeeviD_2015__PNP_Main_77__bin.62	YuJ_2015__SZAXPI003422-11__bin.25	YuJ_2015__SZAXPI015270-90__bin.39	LiJ_2017__H2M514925__bin.5	ZellerG_2014__CCMD35802077ST-21-0__bin.16	HeQ_2017__SZAXPI029498-99__bin.52	WenC_2017__RA070__bin.24	WenC_2017__RA049__bin.7	YuJ_2015__SZAXPI015227-13__bin.28	LiSS_2016__FAT_014-22-42-0__bin.19	LiJ_2017__H1M512854__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.95	Bengtsson-PalmeJ_2015__TRAVELRES22__bin.115	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.115	XieH_2016__YSZC12003_35366__bin.22	XieH_2016__YSZC12003_36674__bin.41	QinN_2014__LD-84__bin.77	QinN_2014__LD-11__bin.41	QinJ_2012__DOM022__bin.3	XieH_2016__YSZC12003_36703__bin.4	QinJ_2012__T2D-022__bin.41	YuJ_2015__SZAXPI015246-34__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.12
ZeeviD_2015__PNP_Main_535__bin.24	0.985882704467987	0.9911842048413186	0.9912688506553863	0.9917175053854657	0.9914940755817914	0.9894406152811633	0.9837303893085415	0.9897184065486243	0.9905934484914972	0.9913736203234527	1.0	0.9907044336346357	0.9911154355994136	0.9909850437248935	0.9902308496058774	0.991128998125738	0.9915636638188057	0.99124470089496	0.991491894180863	0.9903381912156242	0.9911507429278015	0.9909534408852144	0.9920843303268949	0.9913171035801686	0.991399081723104	0.9919140766201583	0.9912198450775394	0.9913061556661775	0.9907843775446866	0.9924983295620979	0.9909073621542627	0.9902099657080358	0.9914596965002275	0.9922184603430094	0.9913209634829147	0.9910936402245855	0.9918191720069612	0.9915482633104471	0.9911173967831146	0.9905700982118402	0.9911279971116203	0.9859464602794948
FengQ_2015__SID31300__bin.65	0.9853634667362352	0.9897659405345021	0.9901858587838169	0.9903933885628528	0.9903526192454206	0.9882750289010547	0.9832867960774678	0.9879581381528699	0.9891595094823189	0.9903277568018194	0.9907044336346357	1.0	0.9898897132795657	0.9902901751776795	0.9902295379341253	0.9898517512927605	0.989650576451909	0.9900150440975134	0.990225234466873	0.9890712114187378	0.9900895679173636	0.99054303373969	0.9905598846589544	0.9898347460953892	0.9900516038939673	0.9905299278520341	0.9905237808287123	0.9905776874888647	0.9900075731934623	0.9908602473013328	0.9896027548886975	0.9894692004660939	0.9903204123384431	0.9904613081130207	0.9899850296564401	0.9903798763317251	0.9904325545993369	0.9901407294218018	0.9891926783928369	0.9892545173259326	0.9899252049593549	0.9851104265732522
QinN_2014__LD-97__bin.79	0.9825622096804738	0.9910211782175612	0.9899918795321471	0.9907872940420392	0.9916284465547942	0.9880103875598214	0.9826872731024432	0.9887621054829887	0.9901858742803239	0.9914624157032305	0.9911154355994136	0.9898897132795657	1.0	0.993641404066042	0.9895983265069348	0.9897723189327992	0.9905299518650293	0.9908923631607979	0.9901081429044347	0.9883620005096934	0.9917278749343135	0.9908113703911215	0.9910467574655806	0.9902954138480604	0.9904500262746583	0.9923779420712828	0.9909816225080242	0.9908903509051268	0.9897577873845864	0.9914676128962059	0.989146146160422	0.988590478013998	0.9902635343244373	0.9914480353511363	0.9925015268737591	0.9910495348439133	0.9908233686180011	0.9904289714885504	0.9905638805696678	0.9905598553964139	0.9910311802731255	0.9822718328352325
QinJ_2012__T2D-027__bin.10	0.9837732473407178	0.9911710376317946	0.9896941924237271	0.9911291283298168	0.9913466950613057	0.9880234643965101	0.9826311319753247	0.9905017810701212	0.9908875121055298	0.9911706712832197	0.9909850437248935	0.9902901751776795	0.993641404066042	1.0	0.9898485717353108	0.9896448438168592	0.9904158270785258	0.9909704495197075	0.9903723227177726	0.9886790021451908	0.9912110800589339	0.9916043795261181	0.9921038757394122	0.9902773553720675	0.9904319767819116	0.9924752455781193	0.9912369611426123	0.9910181366563782	0.9907090325937962	0.9919158829123956	0.9899939949403896	0.9893967302818757	0.9907449391108929	0.9939623174808182	0.9945394713051026	0.9908607578240335	0.9911448106305787	0.9913551521707707	0.9905593799319453	0.9903558101193892	0.991395425897297	0.9837896045626435
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.42	0.9841774207247311	0.9896124390474386	0.9894277294622398	0.9901509731910105	0.9903133603329597	0.9884104092496346	0.9826041794420463	0.9883967268582283	0.989523408715677	0.9899564760217336	0.9902308496058774	0.9902295379341253	0.9895983265069348	0.9898485717353108	1.0	0.9895258689171759	0.9900580624676899	0.9900078293409175	0.9897816618200023	0.9877720492634579	0.9901209711297717	0.990225144341004	0.9913633118705378	0.989981450249609	0.9897274868799035	0.9901652494143958	0.9902651215299642	0.9899788050393071	0.990333854905459	0.9913190089909182	0.9897072638742487	0.9894664834958999	0.990665260228378	0.9897005208779913	0.9896073645773061	0.9903772580174474	0.9902084918463793	0.989328316420051	0.9894013541960546	0.9892418892033181	0.990465241236298	0.9839917115508051
QinJ_2012__CON-081__bin.2	0.9842697880064023	0.9903036086702445	0.9915553493162507	0.9909434636495729	0.9907827092616202	0.9887228881188473	0.9826102834089061	0.9885777307127813	0.9899094853564815	0.9913551021415903	0.991128998125738	0.9898517512927605	0.9897723189327992	0.9896448438168592	0.9895258689171759	1.0	0.9909428694924597	0.9904058262158295	0.9907926343151996	0.9891206164945897	0.9903541290473247	0.9901965265617931	0.9911359274889446	0.9909096893241404	0.9906398019937648	0.9907778523795971	0.9910058950998439	0.9912956568646512	0.9891953440149948	0.9921576622816272	0.990010165191207	0.9889048490898469	0.9907610763539331	0.9900628015320639	0.9896708234782969	0.9905795667428359	0.9909440283233069	0.9904264507422402	0.990240940669435	0.9898944299452165	0.9901101147880947	0.9842732599309012
LiJ_2017__H3M516804__bin.9	0.986020288575044	0.9906997871164525	0.9905971149048547	0.9911989064773579	0.9909891059373422	0.9906571207394153	0.9830356816770753	0.9905040138706541	0.9904955854367585	0.9917586963580296	0.9915636638188057	0.989650576451909	0.9905299518650293	0.9904158270785258	0.9900580624676899	0.9909428694924597	1.0	0.9914903755172217	0.9912229231979977	0.9912054814489254	0.990870832943277	0.9908244590241936	0.9916778403566461	0.9924049496664229	0.9907674908619545	0.9913973549676331	0.9909053406750957	0.9909068119270574	0.9901436590964303	0.9931226153961248	0.9903273050861597	0.9892177499756083	0.9910831878505516	0.9905139631548383	0.9899574908478299	0.9909093308558036	0.9913361529386916	0.9909998858516904	0.9910672416668866	0.9909405673448552	0.9910204793350351	0.9859383379078424
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.17	0.9838736188743967	0.9910408917479769	0.9904831445547339	0.9903192228614688	0.9912753822420362	0.9892043475634598	0.983196145983732	0.9902608308049534	0.9921796415299863	0.9917037960210762	0.99124470089496	0.9900150440975134	0.9908923631607979	0.9909704495197075	0.9900078293409175	0.9904058262158295	0.9914903755172217	1.0	0.9906317302682257	0.9900979845206523	0.9907623007284435	0.9909705673779805	0.9921031131839213	0.9907422584621771	0.9902156757594781	0.9923470652389451	0.9912523587759914	0.9913281559273837	0.9908820191580047	0.992918916724187	0.9905452267461443	0.9894238520559736	0.991537518899827	0.9903000058118892	0.9903152617962315	0.9909230692205634	0.9903328333047468	0.9923524159854995	0.990537408620949	0.9908181816685205	0.9913175400214068	0.9839574214604601
YuJ_2015__SZAXPI003416-4__bin.1	0.9840748406417191	0.9909651088309231	0.9908720181141649	0.9917414904052907	0.9918426640873493	0.9893822467843193	0.9822705829911345	0.9894770132464494	0.9906961662007271	0.992006567321229	0.991491894180863	0.990225234466873	0.9901081429044347	0.9903723227177726	0.9897816618200023	0.9907926343151996	0.9912229231979977	0.9906317302682257	1.0	0.9892116994368283	0.9914013856107451	0.9903871088129664	0.9915540097258081	0.9897037111297438	0.990997345449728	0.9913366750767955	0.9912594497042033	0.9910906218435162	0.9903230225902697	0.9923082076368874	0.9901188856701357	0.9889142110764376	0.9910445993974345	0.9908360458096165	0.9904486315258734	0.990369711862343	0.9916186603311287	0.9910355578821404	0.9901943289494816	0.9901928997218745	0.9908057337970548	0.9838561272213541
ZeeviD_2015__PNP_Main_77__bin.62	0.9869582466057872	0.9891962035659302	0.9894032305215985	0.9894719186453734	0.988944077982655	0.9918838406288596	0.982925660434817	0.9874733564522488	0.9890513626084219	0.9897973620279158	0.9903381912156242	0.9890712114187378	0.9883620005096934	0.9886790021451908	0.9877720492634579	0.9891206164945897	0.9912054814489254	0.9900979845206523	0.9892116994368283	1.0	0.9886154343767615	0.9888141977635238	0.9910986674507963	0.9906733321028883	0.989119813015275	0.9894955434009618	0.9891478288618477	0.9891664145650559	0.9889255658695156	0.9920816551775309	0.9887453870869591	0.9873126027702452	0.9899987259523506	0.9889695980199976	0.9897359457369375	0.9887537078958408	0.9895339330359003	0.9897016936936177	0.992267229117247	0.9890465473385612	0.9894976791074532	0.986875820945312
YuJ_2015__SZAXPI003422-11__bin.25	0.9845632396028599	0.9915451409899553	0.9906351211069191	0.9917754845782439	0.9932679773660332	0.988937093986824	0.9827701457941452	0.9897535499056048	0.9907541078215133	0.9934360964613698	0.9911507429278015	0.9900895679173636	0.9917278749343135	0.9912110800589339	0.9901209711297717	0.9903541290473247	0.990870832943277	0.9907623007284435	0.9914013856107451	0.9886154343767615	1.0	0.9917645756865928	0.9916533248681922	0.9911067610135397	0.9908126645376373	0.9915559783721294	0.9915057377270154	0.991706376084006	0.9906378742966238	0.9925922227281636	0.9898872246628111	0.9895696616317367	0.9909928433972045	0.9914721688497888	0.9911111456831994	0.9915437164950899	0.9918211207104404	0.9915636955246012	0.9900644621343985	0.9908746355846136	0.9912518724540463	0.984781726960068
YuJ_2015__SZAXPI015270-90__bin.39	0.9844650926474777	0.990842375827367	0.9903090719072711	0.9909185291240484	0.9917419899072939	0.988503928554275	0.9824079604479315	0.9898115690820175	0.9904704844703676	0.9910266063508238	0.9909534408852144	0.99054303373969	0.9908113703911215	0.9916043795261181	0.990225144341004	0.9901965265617931	0.9908244590241936	0.9909705673779805	0.9903871088129664	0.9888141977635238	0.9917645756865928	1.0	0.9917521342132035	0.9903657554158422	0.9907076226748358	0.9916709673719823	0.9916311655491866	0.9917828875515184	0.9904902523376895	0.9922489108841308	0.9905996846024232	0.9895203479186512	0.9913133240067182	0.9914696193014831	0.9911332177238543	0.9913782219228662	0.9908214696730745	0.9912712493743369	0.9900896870989822	0.990023771296975	0.991991118055051	0.9842710534127219
LiJ_2017__H2M514925__bin.5	0.9860624030339596	0.9910090737758618	0.9917343660608194	0.9918990623713888	0.9919242475664449	0.9900738953895458	0.9844470221566077	0.9903551732481207	0.9913230458714386	0.9913543404475638	0.9920843303268949	0.9905598846589544	0.9910467574655806	0.9921038757394122	0.9913633118705378	0.9911359274889446	0.9916778403566461	0.9921031131839213	0.9915540097258081	0.9910986674507963	0.9916533248681922	0.9917521342132035	1.0	0.9916345545482352	0.9909433008509084	0.9926486037968162	0.9915150215191277	0.9918489717856654	0.9915683491773359	0.9922082136102228	0.9922603896267547	0.9911057403896375	0.9933141040371233	0.9919933955519015	0.9913589730355022	0.9917340120202505	0.991881988199361	0.9920472215134899	0.9910633422366874	0.9910975458440726	0.9920130647412952	0.9861519591861668
ZellerG_2014__CCMD35802077ST-21-0__bin.16	0.9842835637324905	0.9902495800072469	0.990172678462469	0.9904899162242327	0.9907764793060444	0.9909544673573399	0.9831395714555301	0.9892736337200152	0.9899856405562488	0.9905219416993755	0.9913171035801686	0.9898347460953892	0.9902954138480604	0.9902773553720675	0.989981450249609	0.9909096893241404	0.9924049496664229	0.9907422584621771	0.9897037111297438	0.9906733321028883	0.9911067610135397	0.9903657554158422	0.9916345545482352	1.0	0.9901650676877004	0.9910742517634843	0.9906418678417273	0.9905416348246775	0.9897775837580152	0.9933296726799472	0.9902774214155928	0.9886558120655963	0.9910628933708411	0.9901923014044102	0.989582426527532	0.9906111685383262	0.9903839035226678	0.9906809633132213	0.9915665772565925	0.9902136797268279	0.9904836294777655	0.9841801853377186
HeQ_2017__SZAXPI029498-99__bin.52	0.9846593627510469	0.9905676407348118	0.9905756501305609	0.9909934765776951	0.9910403043868944	0.9891483469301844	0.9826721515707577	0.9895039695711769	0.9900542291334833	0.9917644242602927	0.991399081723104	0.9900516038939673	0.9904500262746583	0.9904319767819116	0.9897274868799035	0.9906398019937648	0.9907674908619545	0.9902156757594781	0.990997345449728	0.989119813015275	0.9908126645376373	0.9907076226748358	0.9909433008509084	0.9901650676877004	1.0	0.9913877680442176	0.9910491458906787	0.9907428584795078	0.9893382230762765	0.9916373329354071	0.989835848763031	0.9886130320489666	0.9907534294419544	0.9903045893973706	0.9901935991062164	0.9910477660486257	0.9910331456463431	0.9906437475336896	0.9898581143035835	0.9905435735085982	0.99055532901312	0.9844908738256645
WenC_2017__RA070__bin.24	0.9845870823192499	0.9925372330001959	0.9907437615327799	0.9915516753135548	0.992150302043441	0.9890537256529046	0.983226285389556	0.9906991182250603	0.9914253719404895	0.9924734624063083	0.9919140766201583	0.9905299278520341	0.9923779420712828	0.9924752455781193	0.9901652494143958	0.9907778523795971	0.9913973549676331	0.9923470652389451	0.9913366750767955	0.9894955434009618	0.9915559783721294	0.9916709673719823	0.9926486037968162	0.9910742517634843	0.9913877680442176	1.0	0.991790601616414	0.9919230497563142	0.9904805817906097	0.9928749894438895	0.990441727787294	0.9893575318903088	0.9915014657360879	0.9918771444623141	0.9914776200493306	0.9915045536136868	0.9915530942587192	0.9921467194576759	0.9909497503716548	0.9915934209286454	0.9916110519336536	0.98447166654557
WenC_2017__RA049__bin.7	0.9850059443625493	0.9912436603233777	0.9906079768657152	0.9915493815708958	0.9919868445117969	0.9888380651301385	0.9832063699800508	0.9900728138846443	0.9901660476274019	0.9920799869227274	0.9912198450775394	0.9905237808287123	0.9909816225080242	0.9912369611426123	0.9902651215299642	0.9910058950998439	0.9909053406750957	0.9912523587759914	0.9912594497042033	0.9891478288618477	0.9915057377270154	0.9916311655491866	0.9915150215191277	0.9906418678417273	0.9910491458906787	0.991790601616414	1.0	0.9923908419105975	0.9907950625665113	0.9918556110338054	0.9906807389563184	0.9898446626510633	0.9914320858488032	0.9913053933034156	0.9906995668214343	0.9915880879538296	0.9915969391207151	0.991116011612327	0.9901319645912371	0.9907313532077912	0.9913088403227069	0.9849458690931941
YuJ_2015__SZAXPI015227-13__bin.28	0.9838062911290255	0.9909780988466287	0.9906401310095194	0.9916538460553902	0.9917996627594674	0.988386680693348	0.9821851471990207	0.9899133736798386	0.990508588541828	0.991845372011183	0.9913061556661775	0.9905776874888647	0.9908903509051268	0.9910181366563782	0.9899788050393071	0.9912956568646512	0.9909068119270574	0.9913281559273837	0.9910906218435162	0.9891664145650559	0.991706376084006	0.9917828875515184	0.9918489717856654	0.9905416348246775	0.9907428584795078	0.9919230497563142	0.9923908419105975	1.0	0.9905839705021119	0.9920679856175986	0.9906441891674554	0.9895862093768933	0.9912766477777656	0.9911828605761308	0.9906984245522324	0.9913242643690585	0.9917523847425209	0.9919344137210344	0.9900142197062458	0.9908109774548995	0.9909628762759248	0.98361487208518
LiSS_2016__FAT_014-22-42-0__bin.19	0.9852016467594398	0.9900332527174521	0.9899160696205982	0.990143580405801	0.9907064230852856	0.9882799902782089	0.982988614879383	0.9891724055250743	0.9893968803553317	0.9901656870375838	0.9907843775446866	0.9900075731934623	0.9897577873845864	0.9907090325937962	0.990333854905459	0.9891953440149948	0.9901436590964303	0.9908820191580047	0.9903230225902697	0.9889255658695156	0.9906378742966238	0.9904902523376895	0.9915683491773359	0.9897775837580152	0.9893382230762765	0.9904805817906097	0.9907950625665113	0.9905839705021119	1.0	0.9912069558382866	0.9898174250332509	0.9900745139451294	0.9905617128999319	0.9906498419320179	0.9902593895695255	0.9903645462551349	0.9902086004941023	0.9903290783600067	0.9889892791939491	0.9894867728892504	0.990581146021251	0.9847627378360746
LiJ_2017__H1M512854__bin.22	0.9872995913234832	0.9921466760666511	0.9914526040663396	0.9927328920777402	0.9929110874976431	0.9914512937366954	0.9853770873163362	0.9908115543958957	0.9915192964854891	0.9932529611318429	0.9924983295620979	0.9908602473013328	0.9914676128962059	0.9919158829123956	0.9913190089909182	0.9921576622816272	0.9931226153961248	0.992918916724187	0.9923082076368874	0.9920816551775309	0.9925922227281636	0.9922489108841308	0.9922082136102228	0.9933296726799472	0.9916373329354071	0.9928749894438895	0.9918556110338054	0.9920679856175986	0.9912069558382866	1.0	0.9910155282161247	0.9907346802677403	0.9922713842644664	0.9921071243549163	0.9914893790383691	0.991871681501649	0.9927802072235846	0.9923705168796204	0.9921629873730078	0.991719648150246	0.991621979437982	0.9872783818382526
