	FerrettiP_2018__CA_C10034MS2579SA_t0M15__bin.5	Castro-NallarE_2015__ES_107__bin.32	FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.5	CM_cf__CF_TNFC041SA_t1M15__bin.21	HMP_2012__SRS023926__bin.17	HMP_2012__SRS014470__bin.87	HMP_2012__SRS013234__bin.13	CM_cf__CF_TNFC008IS_t1M15__bin.9	CM_cf__CF_TNFC018IS_t1M15__bin.5	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.2	HMP_2012__SRS065278__bin.18	HMP_2012__SRS044486__bin.15	HMP_2012__SRS012279__bin.50	HMP_2012__SRS057791__bin.55	HMP_2012__SRS015762__bin.48	HMP_2012__SRS047210__bin.21	HMP_2012__SRS062544__bin.18	BritoIL_2016__W2.68.SA__bin.22	HMP_2012__SRS019607__bin.19	HMP_2012__SRS016342__bin.52	HMP_2012__SRS015038__bin.37	HMP_2012__SRS015893__bin.70	FerrettiP_2018__CA_C10055MS2957SA_t0M16__bin.43	HMP_2012__SRS042643__bin.34	HMP_2012__SRS015272__bin.16	HMP_2012__SRS020220__bin.52	HMP_2012__SRS018357__bin.42	Castro-NallarE_2015__ES_110__bin.12
HMP_2012__SRS065278__bin.18	0.9730233006244962	0.9725123411406364	0.9713000659205016	0.9742559124268252	0.973467333609527	0.9803893611351029	0.974207773289069	0.9800290462781405	0.9739834068059103	0.9742883689738805	1.0	0.9737641987594293	0.9746180827601205	0.9734628201565166	0.9729390263644445	0.9746477409544855	0.9909275782591346	0.973763953425084	0.9733245538947785	0.9745785494579665	0.9995384366414559	0.9733428626360524	0.9735871131300364	0.9736658163038776	0.9737381885369142	0.9749290053080975	0.9734426482418151	0.9742015390593324
HMP_2012__SRS044486__bin.15	0.9760140601132752	0.975610863096589	0.9736776654524169	0.9765728738738229	0.9748628578781969	0.9753139896246018	0.974975615465647	0.971878772869393	0.9769464564444389	0.9725365499997146	0.9737641987594293	1.0	0.9773265694037084	0.975927049128898	0.9748360451472244	0.9761268169048861	0.9742724834252745	0.9768037935513303	0.9752403506291532	0.9768180366592835	0.9734166786432671	0.9756059067212202	0.9749249919802746	0.9762045549811373	0.9989347568781854	0.9768491258710641	0.9753065949825936	0.9766048930697159
HMP_2012__SRS012279__bin.50	0.976845615688549	0.9763826959685158	0.974589820922053	0.9775185205605063	0.9766001597917641	0.9759757585708901	0.97685464585155	0.9733460849518732	0.9782105526605221	0.9750010357256294	0.9746180827601205	0.9773265694037084	1.0	0.9770678932711727	0.975418848655398	0.9850020606487758	0.97470761773935	0.9779066968101204	0.9776850493212265	0.9874857984785665	0.9744716392594758	0.9762651655039892	0.9767768701646603	0.9769410900238252	0.9773978353057905	0.9852474792403163	0.9759269690466797	0.9782352520513274
HMP_2012__SRS057791__bin.55	0.9767057784897949	0.9765553426423814	0.9734367129775745	0.9913952489570594	0.9746727866322716	0.974893915303209	0.9755965190701243	0.9724253710469355	0.9767776472536049	0.9734555872486907	0.9734628201565166	0.975927049128898	0.9770678932711727	1.0	0.9753728978910683	0.9767041903138837	0.9734042450632261	0.979778821272419	0.9763220842131274	0.9771824911692851	0.9736444619648009	0.9758767226847465	0.97829125253318	0.9763408570876283	0.9761292727596882	0.976326879941917	0.9747932056252566	0.9772426910591087
HMP_2012__SRS015762__bin.48	0.974738794911876	0.9763023485210411	0.9724508490127548	0.975355253350928	0.974264875301453	0.9744862930170215	0.9747141694229119	0.971581718925337	0.9753619412932623	0.973132150244673	0.9729390263644445	0.9748360451472244	0.975418848655398	0.9753728978910683	1.0	0.9746420041689372	0.9726927161345877	0.9762426148778243	0.9744657807381498	0.9760605613724622	0.9734859224791785	0.9759120258846251	0.9753054698055899	0.9752155703375216	0.9750963333801158	0.9761294114504021	0.9745719962237033	0.9778509620944346
HMP_2012__SRS047210__bin.21	0.9762153200964188	0.9769158234692055	0.9747200120953263	0.9772382548077093	0.9753161231100793	0.9753769971983117	0.9751104953159165	0.9734272020212887	0.9770921769934485	0.9746956924452488	0.9746477409544855	0.9761268169048861	0.9850020606487758	0.9767041903138837	0.9746420041689372	1.0	0.9755828174158332	0.9767848741209577	0.9766588805684506	0.9827187116551968	0.9744344644572602	0.9762183825964563	0.9755439101424902	0.9763581751190402	0.976339650362645	0.9906735415247917	0.9754816699631632	0.9769428063656191
HMP_2012__SRS062544__bin.18	0.9732406757395986	0.9731591601251843	0.9714896030663884	0.9740961416769333	0.9733579227213472	0.9804573397106103	0.9741115547658602	0.9800888678009758	0.9737926460388664	0.9738140290359852	0.9909275782591346	0.9742724834252745	0.97470761773935	0.9734042450632261	0.9726927161345877	0.9755828174158332	1.0	0.9739406119928995	0.9728530706444539	0.9755182636267689	0.9909803986218039	0.9735114726292656	0.9734447498300677	0.9735563933176206	0.9741084389087675	0.9749997383231047	0.9735491465218951	0.9747087953058844
BritoIL_2016__W2.68.SA__bin.22	0.977146974007588	0.9766794257519384	0.9745121142788269	0.9794733900889959	0.9753089729338161	0.9752711362910862	0.976058108936812	0.9724538469752624	0.9770482046886723	0.9739172393537153	0.973763953425084	0.9768037935513303	0.9779066968101204	0.979778821272419	0.9762426148778243	0.9767848741209577	0.9739406119928995	1.0	0.9756821838464014	0.9767640526225867	0.9737357224660811	0.9761888648390051	0.9791446961347492	0.9764664062099536	0.9770527052111097	0.9771305928567199	0.9758046595615905	0.9785524173274475
HMP_2012__SRS019607__bin.19	0.9766914257677305	0.9765246229637174	0.9737574457341215	0.976273996251489	0.9747722593998228	0.9745698044351354	0.9749598511949692	0.97058246018616	0.9756973879192089	0.9719539590586672	0.9733245538947785	0.9752403506291532	0.9776850493212265	0.9763220842131274	0.9744657807381498	0.9766588805684506	0.9728530706444539	0.9756821838464014	1.0	0.9760066629118813	0.9728142219750675	0.9752407285995268	0.9740312230244712	0.9757122128038634	0.9754831379489086	0.9762434085260604	0.9745555118602516	0.976166990941194
HMP_2012__SRS016342__bin.52	0.9770957527001545	0.9765981747600749	0.9744369647957984	0.9770557728506926	0.9767262910827842	0.9764633489143604	0.976567451569995	0.9738442681714113	0.9776121611198456	0.9746710953849447	0.9745785494579665	0.9768180366592835	0.9874857984785665	0.9771824911692851	0.9760605613724622	0.9827187116551968	0.9755182636267689	0.9767640526225867	0.9760066629118813	1.0	0.9751054166947294	0.9763728600756715	0.976658017818051	0.9769236879388296	0.9769528993859891	0.9833159777555529	0.9760911980673508	0.977508879607041
HMP_2012__SRS015038__bin.37	0.9727083237972787	0.9719680664460647	0.9717331719540891	0.9748441165873153	0.9729676592381754	0.9803963391122076	0.9733866508759226	0.9800730590606379	0.9734740582266174	0.9733533595964221	0.9995384366414559	0.9734166786432671	0.9744716392594758	0.9736444619648009	0.9734859224791785	0.9744344644572602	0.9909803986218039	0.9737357224660811	0.9728142219750675	0.9751054166947294	1.0	0.9733068826247707	0.9735442096727736	0.9734081225013819	0.9735138237104525	0.9746860527462742	0.9733204731919196	0.9744074674929237
HMP_2012__SRS015893__bin.70	0.9758289296427854	0.988663145328471	0.9735535330153385	0.976019474858124	0.9747676343186987	0.9752437530605058	0.9748297883714651	0.9721410962146272	0.9762924616899924	0.9730231795259222	0.9733428626360524	0.9756059067212202	0.9762651655039892	0.9758767226847465	0.9759120258846251	0.9762183825964563	0.9735114726292656	0.9761888648390051	0.9752407285995268	0.9763728600756715	0.9733068826247707	1.0	0.975552448162413	0.9761066185793581	0.9760260955037835	0.9765504998322883	0.97528834071131	0.9774076872470072
FerrettiP_2018__CA_C10055MS2957SA_t0M16__bin.43	0.9754369761148803	0.975992213935697	0.9732896755314349	0.9782036817297026	0.9743429118342365	0.974684693871048	0.9752155091455215	0.971647368902537	0.975484805804222	0.9725489037087847	0.9735871131300364	0.9749249919802746	0.9767768701646603	0.97829125253318	0.9753054698055899	0.9755439101424902	0.9734447498300677	0.9791446961347492	0.9740312230244712	0.976658017818051	0.9735442096727736	0.975552448162413	1.0	0.9759502472340059	0.9753036739700761	0.9761451372297367	0.9743550893550894	0.9773232582980576
HMP_2012__SRS042643__bin.34	0.9757930482102719	0.976335680100355	0.9734206562406725	0.9764976698992675	0.9748847541534071	0.9753506679742308	0.9752693780710318	0.9721249603330786	0.9762216182199782	0.9733736705166638	0.9736658163038776	0.9762045549811373	0.9769410900238252	0.9763408570876283	0.9752155703375216	0.9763581751190402	0.9735563933176206	0.9764664062099536	0.9757122128038634	0.9769236879388296	0.9734081225013819	0.9761066185793581	0.9759502472340059	1.0	0.9764304510307151	0.9770670736906322	0.9756008970552462	0.9777459476862225
HMP_2012__SRS015272__bin.16	0.9763203049585918	0.9761127532662592	0.9737373872368861	0.976506229210501	0.9749316309384417	0.975318155797261	0.9752658439485792	0.9719107930305139	0.9766844241913022	0.9724824255341091	0.9737381885369142	0.9989347568781854	0.9773978353057905	0.9761292727596882	0.9750963333801158	0.976339650362645	0.9741084389087675	0.9770527052111097	0.9754831379489086	0.9769528993859891	0.9735138237104525	0.9760260955037835	0.9753036739700761	0.9764304510307151	1.0	0.9770522479085052	0.975314563826118	0.9773431406534362
HMP_2012__SRS020220__bin.52	0.976695020002855	0.9770771570431318	0.9744318809457531	0.9761735299578581	0.9756364664513586	0.9761274828602259	0.9767418798220271	0.9728797793264762	0.9774887831480733	0.9744705653514625	0.9749290053080975	0.9768491258710641	0.9852474792403163	0.976326879941917	0.9761294114504021	0.9906735415247917	0.9749997383231047	0.9771305928567199	0.9762434085260604	0.9833159777555529	0.9746860527462742	0.9765504998322883	0.9761451372297367	0.9770670736906322	0.9770522479085052	1.0	0.9757453895403971	0.9780740079032264
HMP_2012__SRS018357__bin.42	0.9750288806815272	0.9757036050450205	0.9730311059239409	0.9753988053913654	0.9746710378587147	0.9755083858111819	0.975377114025712	0.9724346987764715	0.9754050467635522	0.9733550551441035	0.9734426482418151	0.9753065949825936	0.9759269690466797	0.9747932056252566	0.9745719962237033	0.9754816699631632	0.9735491465218951	0.9758046595615905	0.9745555118602516	0.9760911980673508	0.9733204731919196	0.97528834071131	0.9743550893550894	0.9756008970552462	0.975314563826118	0.9757453895403971	1.0	0.9777193415692792
Castro-NallarE_2015__ES_110__bin.12	0.977124405818346	0.9792493033025252	0.9758475083188962	0.9780387546413377	0.9773589396024543	0.9755791132733398	0.976978212055178	0.9733312880353657	0.9788204519682641	0.9744402864768054	0.9742015390593324	0.9766048930697159	0.9782352520513274	0.9772426910591087	0.9778509620944346	0.9769428063656191	0.9747087953058844	0.9785524173274475	0.976166990941194	0.977508879607041	0.9744074674929237	0.9774076872470072	0.9773232582980576	0.9777459476862225	0.9773431406534362	0.9780740079032264	0.9777193415692792	1.0
