	FerrettiP_2018__CA_C10034MS2579SA_t0M15__bin.5	Castro-NallarE_2015__ES_107__bin.32	FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.5	CM_cf__CF_TNFC041SA_t1M15__bin.21	HMP_2012__SRS023926__bin.17	HMP_2012__SRS014470__bin.87	HMP_2012__SRS013234__bin.13	CM_cf__CF_TNFC008IS_t1M15__bin.9	CM_cf__CF_TNFC018IS_t1M15__bin.5	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.2	HMP_2012__SRS065278__bin.18	HMP_2012__SRS044486__bin.15	HMP_2012__SRS012279__bin.50	HMP_2012__SRS057791__bin.55	HMP_2012__SRS015762__bin.48	HMP_2012__SRS047210__bin.21	HMP_2012__SRS062544__bin.18	BritoIL_2016__W2.68.SA__bin.22	HMP_2012__SRS019607__bin.19	HMP_2012__SRS016342__bin.52	HMP_2012__SRS015038__bin.37	HMP_2012__SRS015893__bin.70	FerrettiP_2018__CA_C10055MS2957SA_t0M16__bin.43	HMP_2012__SRS042643__bin.34	HMP_2012__SRS015272__bin.16	HMP_2012__SRS020220__bin.52	HMP_2012__SRS018357__bin.42	Castro-NallarE_2015__ES_110__bin.12
HMP_2012__SRS065278__bin.18	0.7358947575147791	0.5270828055934262	0.7104237763312565	0.766332423486015	0.7971936096271144	0.7475979176924981	0.7301612962904984	0.9368960639378837	0.8581270048186804	0.7873211495384825	1.0	0.8600408150486281	0.7959167873945824	0.8533931422748839	0.7800393350050235	0.8114908308452472	0.7944173893738562	0.875857357951392	0.8414548828630874	0.7759225367947379	0.903593944344668	0.8155683509752633	0.7550812458551663	0.873831405956037	0.8988042955419379	0.811224422996462	0.7039986793457068	0.5252099811863689
HMP_2012__SRS044486__bin.15	0.642161544102969	0.4633869669424445	0.6110178629710799	0.6693761562901104	0.7218350256685087	0.6174217322826497	0.6464557970042843	0.8121466996122669	0.771509529059287	0.7345078143761757	0.6513976370399146	1.0	0.6694878241115403	0.7443776976509661	0.6712559698091601	0.6954232145759706	0.6639932499173269	0.7791620084514002	0.7613486196089557	0.6580761488312173	0.7096080459467814	0.7409233247347673	0.668267238773827	0.7530783024249162	0.8915080286576709	0.6974030548694284	0.6441719960385948	0.4485079842492322
HMP_2012__SRS012279__bin.50	0.7486691155348292	0.5286538133500173	0.7000660649881678	0.7487057874374285	0.7925976097698393	0.726584851281544	0.7212963184187964	0.9036640231410819	0.8752044041843752	0.7845870215914161	0.776883699505985	0.8627876313451421	1.0	0.8542736379583086	0.78521211084027	0.8246777456559076	0.7557873540833331	0.8779753553701835	0.8674266270239696	0.7809181644268098	0.8427486591141069	0.80961948455974	0.7236844371668621	0.8776203046768344	0.9107911518477916	0.827695954366818	0.7133401824593845	0.5244432121697375
HMP_2012__SRS057791__bin.55	0.7475949932223455	0.5523424826619314	0.6900601807239869	0.7647684183519896	0.7859958101771888	0.7199682227999895	0.7063215012252303	0.9130142078224841	0.8759987192152062	0.7833741406721899	0.757137749010624	0.871950813015521	0.7764873971988387	1.0	0.7851781482760919	0.790759864972152	0.7649073047156718	0.8872874028553016	0.8859823760780108	0.7367234737146193	0.8369979131692554	0.8227486772967765	0.7353098630529951	0.8775113179760369	0.9125015908801658	0.8204093258910443	0.7444975747915694	0.522081921742837
HMP_2012__SRS015762__bin.48	0.7141285721888139	0.5209254430312383	0.685856527060827	0.7221765738917567	0.7763274972061092	0.712284604331861	0.7073018998456708	0.8726821350646586	0.8527843116385504	0.7736118354531425	0.7292315470171891	0.8285333404289288	0.7520515140226705	0.8273540524719281	1.0	0.7681331488478528	0.7267739875472301	0.8562199989356607	0.8551620456601565	0.7291064871481028	0.7911553403224948	0.8406040125592039	0.7110366664892768	0.8636815496780373	0.8762774732584748	0.7777659517854292	0.7361438986748975	0.5174918844127508
HMP_2012__SRS047210__bin.21	0.6874263476251564	0.4747318401098537	0.6471290881459576	0.6923102403652154	0.735901906580181	0.6761955524505286	0.6824184880259055	0.844610302398834	0.8006944151675208	0.7309537719049942	0.715469457978748	0.809523666126633	0.7449093285312487	0.7858259204162877	0.7244276946982335	1.0	0.6818187293346744	0.822114081631424	0.7991114537347652	0.7291529901609461	0.7712680956482112	0.7574616003870577	0.6777438834651297	0.7989021655554819	0.8464753260780098	0.7666220988241719	0.6566910986776199	0.48557166288241516
HMP_2012__SRS062544__bin.18	0.7405798721266468	0.53058270929876	0.7048590154726185	0.7640716572237555	0.8152725834601463	0.7454941981263201	0.7346688103078188	0.92820922854711	0.8465875124305395	0.8333147054356206	0.7998859399493894	0.8827055731804125	0.7796336895560542	0.8680852527232554	0.7827620300396345	0.778647270726402	1.0	0.8802071422225661	0.8734151241334446	0.7427412814274128	0.8613522707407313	0.8500614720624521	0.7551680952831298	0.8766982194595617	0.8958121620111252	0.8008494321357028	0.7527871633723945	0.5259509541782375
BritoIL_2016__W2.68.SA__bin.22	0.5961110172485293	0.43109823552786675	0.5540512599968573	0.6012264623166677	0.6447685919785694	0.5727289948341447	0.5729259093413486	0.7388177174221686	0.7021573559580225	0.63988983814809	0.6059543796346291	0.7117167676247346	0.622301040535639	0.6919028360808814	0.6336405593474727	0.6451061034439166	0.6048004606224153	1.0	0.7164761912638484	0.6079105283491908	0.6666828136562574	0.658961401999785	0.5839527279157426	0.6902081898318861	0.7448232160628677	0.6433279654438671	0.5758941986229374	0.4177332540949356
HMP_2012__SRS019607__bin.19	0.5236084224843147	0.3797046748171311	0.4662141332120454	0.49036196936130383	0.5344905655790264	0.48170264952563674	0.4819342850650116	0.6275702343604648	0.5984999741689231	0.5452251507572557	0.49912663947143876	0.5962609431753451	0.527137994340124	0.5923511648802705	0.5425994977628261	0.5376254115667174	0.5145425586407654	0.6142923855050179	1.0	0.5096542383732298	0.5576112365522232	0.5776102303220375	0.4915002250511472	0.5880632061127471	0.6290913977786624	0.5557358666022408	0.507924400372913	0.3525438883503194
HMP_2012__SRS016342__bin.52	0.6703709560333521	0.4676573996807151	0.6619149683454958	0.6991551318602808	0.7247026209230246	0.6666593603760025	0.6762608700644049	0.8131223067838387	0.7758936245829542	0.7318544357273438	0.711354549757666	0.7965568583367647	0.73347434474315	0.7612836526443292	0.7150061294559892	0.7581915260597122	0.6762791357910651	0.8055655147255678	0.7877047653193344	1.0	0.7706905018743245	0.750805388076238	0.6686847685236649	0.7830574425790789	0.8227206852048136	0.7470864861282245	0.6456563841063128	0.4815811021748218
HMP_2012__SRS015038__bin.37	0.6926150957347448	0.49867926914694893	0.643635196139477	0.6896540317559152	0.7366525918430885	0.686442928860523	0.6637034947073475	0.8705318921232876	0.8065919792963886	0.7197136713885429	0.7721766033623909	0.8006353128891657	0.7378244668430883	0.8061984355541718	0.7231962173100871	0.7475516617372354	0.731046174501868	0.8234856592465754	0.8033317442403487	0.7183822384806974	1.0	0.7513294870797012	0.6757481709215443	0.8095768796699876	0.8409139554794521	0.7560753619240349	0.6592791679638854	0.48648087250933997
HMP_2012__SRS015893__bin.70	0.6492700529610462	0.4926907616324989	0.6197465721374475	0.679016336710573	0.7440143226465453	0.6466075812532968	0.661590264023793	0.798607551484221	0.7731856911216523	0.7284799816920184	0.6664147148541176	0.7993378241224401	0.6777613841131747	0.7577494950885676	0.7347282315959667	0.7020003888585513	0.6898508848392609	0.7782831801931455	0.7956813443714585	0.6691813783268106	0.7184082661280945	1.0	0.6658932908875929	0.7734675670571687	0.813357198209018	0.7082528250387695	0.6960293634720417	0.474750242106311
FerrettiP_2018__CA_C10055MS2957SA_t0M16__bin.43	0.6964049191512509	0.4927928102954302	0.690271979557249	0.7664105989630058	0.7661048948092005	0.6991254004153005	0.7417154174318794	0.8982188018911373	0.8663015740049759	0.8085509165981927	0.7579491651133847	0.8856649322479597	0.7442301912279479	0.8319381414787396	0.7634655537130769	0.7716218548185261	0.7528539054134206	0.8472616336144287	0.8317450050226907	0.73215002017076	0.7937576926021881	0.8180254597276204	1.0	0.8493558499204026	0.8877248639759368	0.800535753672164	0.7165448230858634	0.4940596254524136
HMP_2012__SRS042643__bin.34	0.7536540210958118	0.5362636067786997	0.7001675602213233	0.7531607269996635	0.7958211798915752	0.7240074453457103	0.7197560291223258	0.9039409604855452	0.8690199324766259	0.7953433636466217	0.7664352311841754	0.8720890405829259	0.7886169890886142	0.8675105923423582	0.8103124428942183	0.7947562038722588	0.7636926558095366	0.8750268365968299	0.8695446815606866	0.7491584542519655	0.8309264442582665	0.8302439209491218	0.7421489848027473	1.0	0.9154005617960699	0.812451881357777	0.7308816084183533	0.5200907501365546
HMP_2012__SRS015272__bin.16	0.6787392286408765	0.4953351733447276	0.6232591640223453	0.6697521715941077	0.7268583922611739	0.6441742168296458	0.6421870729576066	0.8405922253316789	0.7988164389748801	0.7259961275074005	0.6753269527452397	0.8843966434975785	0.7010990881635771	0.7727816891920503	0.7042739846255115	0.7213661592734736	0.668477166023176	0.8089014293663594	0.7968613734046927	0.674269651916208	0.7393620866122704	0.7479043245400292	0.6644784987696901	0.7841737634563131	1.0	0.7280474279831431	0.6531189305179705	0.46305926915363327
HMP_2012__SRS020220__bin.52	0.735176212331194	0.5391605671837687	0.6935604766088063	0.7275276599581091	0.770500447633205	0.7041217897780284	0.6969601826595073	0.9034532752703097	0.852690411843515	0.7510200166473426	0.7469719238583257	0.8478518847769068	0.780810687845553	0.8514675450201592	0.7660608068300231	0.8006396856713345	0.7323771943986095	0.8562274479875376	0.8626840590162972	0.7503543326071961	0.8146761840265183	0.7981184728893622	0.7343407002367109	0.8529294291051739	0.892224181418295	1.0	0.6946559723914096	0.5256917348250247
HMP_2012__SRS018357__bin.42	0.7100354382778394	0.542986524455727	0.6850764948192387	0.7427681877222293	0.8094615347272626	0.7233967228177279	0.7115166706726642	0.8897618542993037	0.8677274863924354	0.8064635487770656	0.7321609771634459	0.8845236671572534	0.7600516004058886	0.8727146573332843	0.8189332521872154	0.7746194203657022	0.7775487320721742	0.8657069243766332	0.8905409517539756	0.732433898080318	0.8023442781922571	0.885886495683587	0.7423892953430575	0.8666304745508645	0.9040200481430128	0.7845872500346331	1.0	0.5203589531677179
Castro-NallarE_2015__ES_110__bin.12	0.7047943316036456	0.5459619745334031	0.6769372156408028	0.7108363282057429	0.7257995483294413	0.6963264691395591	0.6790180660539377	0.8337409740808105	0.7999140919216439	0.7199212227531925	0.708963716515636	0.7993447011697483	0.725272420049009	0.7943354456884979	0.7472150952327165	0.7434245357467509	0.7051101475267617	0.8150486671569114	0.8022769482807242	0.7090759041671565	0.7684462240786973	0.7842815879316823	0.664391408884801	0.8004281572563511	0.831914466905027	0.7706530934976498	0.6753973248623972	1.0
