	FerrettiP_2018__CA_C10034MS2579SA_t0M15__bin.5	Castro-NallarE_2015__ES_107__bin.32	FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.5	CM_cf__CF_TNFC041SA_t1M15__bin.21	HMP_2012__SRS023926__bin.17	HMP_2012__SRS014470__bin.87	HMP_2012__SRS013234__bin.13	CM_cf__CF_TNFC008IS_t1M15__bin.9	CM_cf__CF_TNFC018IS_t1M15__bin.5	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.2	HMP_2012__SRS065278__bin.18	HMP_2012__SRS044486__bin.15	HMP_2012__SRS012279__bin.50	HMP_2012__SRS057791__bin.55	HMP_2012__SRS015762__bin.48	HMP_2012__SRS047210__bin.21	HMP_2012__SRS062544__bin.18	BritoIL_2016__W2.68.SA__bin.22	HMP_2012__SRS019607__bin.19	HMP_2012__SRS016342__bin.52	HMP_2012__SRS015038__bin.37	HMP_2012__SRS015893__bin.70	FerrettiP_2018__CA_C10055MS2957SA_t0M16__bin.43	HMP_2012__SRS042643__bin.34	HMP_2012__SRS015272__bin.16	HMP_2012__SRS020220__bin.52	HMP_2012__SRS018357__bin.42	Castro-NallarE_2015__ES_110__bin.12
HMP_2012__SRS065278__bin.18	0.7562971586009034	0.5419805829664058	0.7314153486214248	0.786582266231382	0.8189217882342226	0.7625520505719514	0.749492373506081	0.9559880571866078	0.8810488955174602	0.8080986847535585	1.0	0.8832126054175289	0.8166447980736663	0.8766571507452874	0.8017350665023438	0.8325990988811439	0.8016906651942131	0.899455514727857	0.8645162392092013	0.7961621330843824	0.90401120279159	0.83790448595524	0.7755661878346108	0.8974654253275308	0.9230451327912199	0.8320856375999385	0.723205091349999	0.5391184063345866
HMP_2012__SRS044486__bin.15	0.657942923515303	0.4749711021786435	0.6275360775448946	0.685433902781736	0.740447766406439	0.6330491911843644	0.6630481693591259	0.8356460931999471	0.7897152643013496	0.7552495732693967	0.668948024449648	1.0	0.6850195677377436	0.7627390780032068	0.6885834527259236	0.7124312154244735	0.6815272536312521	0.7976648059674594	0.7806779314635512	0.6736936912854691	0.7289869400386914	0.7594494043448698	0.6854550291263308	0.7714349401283705	0.892458714164438	0.7139311858907061	0.6604815340657995	0.4592522395003145
HMP_2012__SRS012279__bin.50	0.7664149825836244	0.5414411946594597	0.7183186710547006	0.765924912612523	0.8115886546023515	0.7444701826871948	0.738386536299905	0.9284097785072647	0.8946994098601856	0.8047037827067531	0.797116032677999	0.8828038225457746	1.0	0.8743237228871011	0.804999936101988	0.837234538486884	0.7753990430855962	0.8978109652322581	0.887225009348557	0.7908145774146642	0.8648262557487375	0.8293028504625383	0.7408902271046477	0.8983349289315197	0.9318530479073956	0.8400893905407606	0.7309360280884548	0.5361115448150097
HMP_2012__SRS057791__bin.55	0.7654249720712148	0.5656028476249927	0.7088906464326912	0.7714061764533574	0.8064201862996431	0.7385092998309122	0.7239893618095833	0.9389041411368279	0.8968251082303554	0.8047353684478464	0.7777777777777778	0.8934590078160195	0.7947118133205658	1.0	0.8050030403487614	0.8096206331602052	0.7858064196812583	0.9055996961671404	0.9074693591429651	0.7539261912409674	0.8596545719370758	0.8430866913530866	0.7516267380997114	0.8987755778177771	0.9348163366726665	0.8403018935009262	0.7637492449632229	0.5342397814989223
HMP_2012__SRS015762__bin.48	0.7326358363046139	0.5335697940503432	0.705286573359587	0.7404241392155819	0.7968341227183225	0.7309334255760737	0.7256505774040765	0.8982076525996487	0.8743260071310733	0.7949709967537651	0.7495141291043584	0.8499207067213027	0.7710036719706242	0.8482438401362354	1.0	0.7881182480974935	0.7471773721462402	0.8770565696343995	0.8775701133521366	0.7469889840881273	0.8127034218508861	0.8613522430950987	0.7290399659411421	0.8856314192964717	0.8986573359587037	0.7967856952796551	0.755350965887925	0.5292134532488958
HMP_2012__SRS047210__bin.21	0.7041749227591109	0.48594958614140854	0.6639127955881851	0.708435467972384	0.7545265469759113	0.6932658391502398	0.6998370864676371	0.8676666325381386	0.8194666112579976	0.7499302372735722	0.7340800454511691	0.8293222275087981	0.7562515433121134	0.8045690068799097	0.7432756761965562	1.0	0.6988834952430855	0.8416531658224875	0.818209376511944	0.7419752789003387	0.7915033014331975	0.7759140924722505	0.6947343696360494	0.8182470182708078	0.8669885789884706	0.7738392787236733	0.6731967589943728	0.49703182184105343
HMP_2012__SRS062544__bin.18	0.7609421704080083	0.5452167857419206	0.7255445794250571	0.7843903948827732	0.8375876585878907	0.7603535288402844	0.7541937129412304	0.9470663926932787	0.8693714374145625	0.8557226334688871	0.8072092829978879	0.9060150914629778	0.7998641596382176	0.8918034384233348	0.804737217679881	0.7981354907304715	1.0	0.9037585365923557	0.8977872923347634	0.7613812156279465	0.8691920364304363	0.8731910161948077	0.7757688306552148	0.9005109775634137	0.9196226274506433	0.8213842534081888	0.7732400218949443	0.5395980386256624
BritoIL_2016__W2.68.SA__bin.22	0.6100525643585529	0.4413917444774342	0.5685421985819793	0.6138262339746051	0.6610916231387148	0.587251045911405	0.5869793038914639	0.7597457912477803	0.7186517027394352	0.6570269138810156	0.6222805614268898	0.7286179397780301	0.6363603425209704	0.706182682314281	0.6490605405775818	0.6604382608038128	0.6209828948244173	1.0	0.7343335802641253	0.6223719297582323	0.6846650464541014	0.6750347455647961	0.5963906358487586	0.706842739742428	0.7623163132248176	0.6583848363226925	0.5901736510273227	0.42688899102187994
HMP_2012__SRS019607__bin.19	0.5361042481485195	0.38883266830972574	0.47877850408688155	0.5022790438382077	0.5483235293422463	0.4942720853175146	0.49431192933157614	0.6465913614800903	0.6134073756672607	0.5609577960722582	0.5128059674177263	0.611398967229649	0.5391695359421708	0.6067169579162797	0.556817395221217	0.5504740931181622	0.5289005854706439	0.6296029543998766	1.0	0.5221831548287738	0.5731939603227906	0.5922745158023723	0.504604178421495	0.602701491685601	0.6449023804772435	0.5692595327647795	0.5211857038326903	0.36115120837102477
HMP_2012__SRS016342__bin.52	0.6860852216180615	0.47886368392569084	0.6792794118644767	0.7155734107382642	0.7419710389075634	0.6827285029358241	0.6924876197514087	0.8349613314566604	0.7936620016000776	0.750873232203833	0.729909918654891	0.8154608416742469	0.7427695121015658	0.7790598578300212	0.7325427926834805	0.7715244627658381	0.6932511271258044	0.8247288713816248	0.8070690449686534	1.0	0.7903663426326757	0.7689740454461717	0.6846662355955175	0.8015543611509913	0.8421293244760215	0.7597623785524882	0.6614713721266055	0.49266161384479457
HMP_2012__SRS015038__bin.37	0.7120480814134496	0.5130613714196762	0.6623579545454545	0.7074505759651307	0.7571192987235368	0.7001688005915317	0.6818498015255293	0.8882316313823163	0.828570594645081	0.7394166407222914	0.772533176369863	0.8225000972914073	0.7571533507160647	0.8280213846513076	0.7428933491594022	0.7671646365193027	0.7376999338418431	0.8456972875155666	0.82578125	0.7367226416562889	1.0	0.7719348342154421	0.6941114375778331	0.8316931623599004	0.8637925163449565	0.7757116866438356	0.6773505603985056	0.49925815301992527
HMP_2012__SRS015893__bin.70	0.6653523309651413	0.4983403740298305	0.6365819147283432	0.6956995779303237	0.7632735191977978	0.6630215053663411	0.6786725969146213	0.8214934587107572	0.7919611401928106	0.7486769041277614	0.6846659491079046	0.8193245024610653	0.6942390326538852	0.7764807556879866	0.7528631803978079	0.7191017925634988	0.7086212173505336	0.7972670127941905	0.8158819879416638	0.6853748252229658	0.7381107428221642	1.0	0.6825807183836136	0.7924006992011654	0.833335503995103	0.7252598049567371	0.7136652151141318	0.48572386763552605
FerrettiP_2018__CA_C10055MS2957SA_t0M16__bin.43	0.7139414807966364	0.5049146942558476	0.7092153517197716	0.7834877472632336	0.7862785119121766	0.7172836557416954	0.7605656498241773	0.924428790360091	0.8880728524426048	0.8313730173514249	0.778511912176625	0.9084441772786959	0.7619244619321188	0.8503992439107733	0.7827963416069639	0.7909657851339784	0.7733915104527964	0.8653078926527007	0.8539202700710491	0.7496482973707157	0.8153278348489021	0.8385253517311998	1.0	0.8702860133778423	0.9102035475395672	0.8200991052867962	0.7354041980322937	0.5055232455152915
HMP_2012__SRS042643__bin.34	0.7723502667682546	0.5492615067837924	0.7192857021602087	0.7712877871765503	0.8163233412986017	0.7423047618857415	0.7380074113942947	0.9298608690963232	0.8901871421995124	0.8170997302859608	0.787164567503902	0.89334662098537	0.807230852649858	0.8885325099782212	0.8309059735518473	0.8140006650483158	0.7844359721238907	0.8961156584926969	0.8911897075285267	0.7668546310230061	0.853625961249452	0.8505668388536005	0.760437314203375	1.0	0.9374969418761752	0.8315210933154655	0.7491604513940551	0.5319283105875492
HMP_2012__SRS015272__bin.16	0.6952013854404714	0.5074569220484434	0.6400690496140125	0.6858657441802476	0.74554806634135	0.6604759821199823	0.6584738683737456	0.8648861926006906	0.8178859201489802	0.7465390720132213	0.6935405848259367	0.8853397455720181	0.7173118896301115	0.7916796583789166	0.72226093003979	0.7388475506505694	0.6862451235634802	0.827899482855003	0.8168889265274297	0.6901762125277316	0.7594777481374269	0.7662749264444538	0.6813042096569375	0.803102527812957	1.0	0.7451468737128581	0.6696495210281823	0.4737939520852821
HMP_2012__SRS020220__bin.52	0.7527182971907085	0.5518096122678755	0.7117588106165597	0.7452851748495135	0.7897413371967469	0.7213420399913618	0.7135561575249553	0.9286381467356323	0.8723275668671756	0.7706954353992951	0.7661808396215141	0.8679455837367623	0.7925020914010396	0.8721131851566087	0.7847943088732013	0.8081771159841745	0.7511562984193411	0.8762671583992553	0.8836772176713429	0.7630856709151635	0.8358344532899468	0.8172833591569819	0.7522863888056056	0.8729486972510918	0.9131796005057102	1.0	0.711923397064281	0.5374764389782641
HMP_2012__SRS018357__bin.42	0.7282199044007166	0.5565076542180786	0.7040643311898286	0.7615020477949056	0.8304971660034076	0.7415586922055918	0.7294785375227779	0.9149836543459547	0.8896073372509227	0.8285399500572482	0.7521357097779099	0.9069185748436773	0.7787996689427837	0.895281842648363	0.8403004142951358	0.7940891604810513	0.7986743502883726	0.8871723616954013	0.9137919194095909	0.7503744522341034	0.8243372047451535	0.9083329090528046	0.7619288937408163	0.8883043026781771	0.9269010037095932	0.8040901432331597	1.0	0.5322171005971107
Castro-NallarE_2015__ES_110__bin.12	0.7212943688714614	0.5575311339943184	0.69369159614597	0.7267977110645456	0.742613096294657	0.7137570491881379	0.6950186377499152	0.8565849925195426	0.8172224950072653	0.7388048634115343	0.7277382431567454	0.8184934427854503	0.7414090000622411	0.8128333452436662	0.7641400624408806	0.7609703770811386	0.7234059556274786	0.8329126296401312	0.8218644511910717	0.7253907549691061	0.7886292436323903	0.8024098829636904	0.6798072216574419	0.81864635609129	0.8511999852465554	0.7879292234232448	0.6907885485607324	1.0
