	HMP_2012__SRS045313__bin.2	CM_periimplantitis__SP_283SPT_T016__bin.32	HMP_2012__SRS045197__bin.11	HMP_2012__SRS011255__bin.40	CM_periimplantitis__SP_282SPT_T016_R__bin.22	HMP_2012__SRS012285__bin.21	HMP_2012__SRS017691__bin.67	CM_periimplantitis__SP_281SPI_T016__bin.22	HMP_2012__SRS013950__bin.8	HMP_2012__SRS019980__bin.28	CM_periimplantitis__SP_403SPT_T016__bin.9	HMP_2012__SRS014691__bin.31	HMP_2012__SRS013836__bin.14	CM_periimplantitis__SP_285SPI_T016__bin.4	ZellerG_2014__CCMD50071957ST-21-0__bin.41	HMP_2012__SRS051930__bin.50	HMP_2012__SRS049268__bin.17	HMP_2012__SRS024087__bin.10	CM_periimplantitis__SP_287SPT_T016__bin.22	HMP_2012__SRS063932__bin.88	HMP_2012__SRS058053__bin.57	CM_periimplantitis__SP_189SPI_T016__bin.28	HMP_2012__SRS022536__bin.36	ZellerG_2014__CCMD11006829ST-21-0__bin.60	HMP_2012__SRS014476__bin.30	CM_periimplantitis__SP_162SPI_T016__bin.17	CM_periimplantitis__SP_123SPT_T016__bin.4	HMP_2012__SRS015215__bin.20	HMP_2012__SRS022725__bin.36	HMP_2012__SRS017227__bin.23	HMP_2012__SRS058808__bin.49	HMP_2012__SRS019029__bin.2	CM_periimplantitis__SP_143SPI_T016__bin.7	CM_periimplantitis__SP_381SPT_T016__bin.14	HMP_2012__SRS023964__bin.1	HMP_2012__SRS023938__bin.18	HMP_2012__SRS058053__bin.56	HMP_2012__SRS047113__bin.6	HMP_2012__SRS013533__bin.55
CM_periimplantitis__SP_403SPT_T016__bin.9	0.8367036619083845	0.7957591455776934	0.8825491092872689	0.8416225198287294	0.5264299553437018	0.8511839779729304	0.9139887060705445	0.8786323175538553	0.8709003196958867	0.7589506804167309	1.0	0.47420392046904053	0.642835111847594	0.7620566259328294	0.817919977200696	0.90022224724834	0.6094626305156734	0.7453230399378535	0.7574291946007938	0.7450182831112776	0.5418971687033586	0.7877108993084364	0.9137460038014162	0.9274444324421226	0.8608079503379675	0.7841967727033493	0.9163504565606606	0.7073497877504303	0.7058926548088834	0.5694061838515655	0.6836739055989299	0.6375761030197586	0.8196009662124426	0.8806736826621865	0.8944479557619955	0.884059563181882	0.3494158827490629	0.9079988324549932	0.8209252564347128
HMP_2012__SRS014691__bin.31	0.8079703453727755	0.6802887074594939	0.8036204686015691	0.6498156550390944	0.25088120212843695	0.7697129533059196	0.8152584483136588	0.7962998146585798	0.836306324859001	0.7475636571383019	0.6853201623564268	1.0	0.7141709791208573	0.7867052407113391	0.7801445530215966	0.8280955006543416	0.44041173696133074	0.7614230766675746	0.7477609560694333	0.761138089322607	0.29255179927324904	0.8115947998113371	0.7953246132077352	0.8405718347471983	0.7937561863511655	0.790046036417264	0.8228906618482326	0.8071545774016329	0.7749895371778945	0.3499219440255625	0.5035952249672829	0.8316515315578644	0.7846884071931072	0.7312974563716926	0.7707047624108999	0.736926122511343	0.5048686998864036	0.8359741717762883	0.8187294480280072
HMP_2012__SRS013836__bin.14	0.9197027756292548	0.7958398035036341	0.8936463419674435	0.7978413740575201	0.40604072812295194	0.8882415110381597	0.9249712163526543	0.9078002208222381	0.9346738148517716	0.8589565854032958	0.8257163437977882	0.634753523413652	1.0	0.8825550431902318	0.9001452467127599	0.9163892611901965	0.575970525545118	0.9086628445919217	0.8707451864885131	0.9110747666310438	0.4448906811834655	0.9140428773019538	0.9115069641665732	0.9370190178724309	0.8908943300642982	0.8933983597749267	0.9270383250574197	0.8622488442258527	0.870252174272438	0.4614558916435905	0.6335206976565683	0.7871108303270413	0.884308631551601	0.8632100704387513	0.8921094428076307	0.8755212054296292	0.4813198556979813	0.9183577674517468	0.9160527139289236
CM_periimplantitis__SP_285SPI_T016__bin.4	0.8984063812548942	0.7761785790559745	0.8858712891473435	0.7981067574916837	0.44629460759553746	0.8791867783931895	0.9125909295407141	0.8702934685700144	0.9195723036645919	0.8494118182615041	0.8028667412780041	0.5735085521348738	0.7238802609104552	1.0	0.8867371809990009	0.9045305805591782	0.5676264926101361	0.847631122322721	0.8391136134374018	0.8420788571777252	0.46292622049345183	0.88536085849206	0.8982160593881708	0.9231230413918582	0.859534229605656	0.8845806841223619	0.9020709246785473	0.8087807632536419	0.8168067283864822	0.48307418726993695	0.6164365450915119	0.7453299711417811	0.8701317191972776	0.8491972824168262	0.8687645980019594	0.8600441759813804	0.42607206176695206	0.9071393945440096	0.9059131987003873
ZellerG_2014__CCMD50071957ST-21-0__bin.41	0.8150354191683605	0.7259863567197993	0.8207081823242162	0.7405582042504677	0.4337510978832267	0.8117052257356813	0.8692236264051544	0.8021573588646767	0.8544172287144682	0.746077672123169	0.7452785262208231	0.4918747217334597	0.6385414498299302	0.7669136842845948	1.0	0.841874658907524	0.5289705048985383	0.7589113354322781	0.7459118116528708	0.7519690695353268	0.43581095089566746	0.8105173967110204	0.8281702281293494	0.8739217498782224	0.8009766501127307	0.7943242211992299	0.8404133276426997	0.7286811705225735	0.7362077176217117	0.4796864902039707	0.5755881868811907	0.6521445214318115	0.797467612183038	0.7892847434754219	0.7985142922721167	0.7923686592400826	0.3797262380793022	0.8391459190994615	0.8443336660315662
HMP_2012__SRS051930__bin.50	0.8226030894854882	0.7500905569281164	0.852992510350366	0.778199908781194	0.47242837378209457	0.8179972217174568	0.8862091526077788	0.8372390145320303	0.8586958919847391	0.7288723566502882	0.7856041159979092	0.500041517794286	0.6225908146593515	0.7492401441369454	0.806294418524237	1.0	0.5599145896738226	0.72184241128931	0.7245657379116028	0.7196818814340046	0.4879351696633689	0.776501490027506	0.8675173201407032	0.8969909427026359	0.8459252591452469	0.7744276060037538	0.8790083224123483	0.7507323779025852	0.6935344960722563	0.5205432854093635	0.6151962347572533	0.6366230268517838	0.7980775054986007	0.8294966478893918	0.8381780788452999	0.8248723277683443	0.36809515958677963	0.8793448772858353	0.8061199234468033
HMP_2012__SRS049268__bin.17	0.8173889950870477	0.78471197472623	0.8373852871985148	0.8639668394509319	0.5798561439462456	0.829360088588472	0.8796621061307932	0.863944291480124	0.8454749980583692	0.706117890812704	0.8304474018474304	0.41523654074042526	0.6109898809717674	0.7341274812162877	0.7910222748898281	0.8742443298116743	1.0	0.7383333041044823	0.7288950993238114	0.742153306158853	0.671534940586097	0.7478172311592914	0.8804951283856405	0.8848807087077758	0.8425061819019964	0.7593329809169007	0.8782271783218798	0.6481940328047922	0.6651050109107125	0.572417192577208	0.67626625646062	0.5978130973646433	0.7982269778954726	0.8677160659302666	0.8593125624766691	0.8716820034623662	0.27553119261228265	0.8712554710145836	0.7869855617826926
HMP_2012__SRS024087__bin.10	0.8128776870767922	0.7251132159829239	0.8142419576990474	0.7252578908655615	0.39046443792230645	0.8029568661527479	0.8257276109985361	0.7899667743540559	0.8505959162922847	0.7845718885435521	0.7307902403495994	0.5165898372430106	0.6936169081219848	0.7888580509544035	0.8166414875282139	0.8110293640434691	0.5312948447066119	1.0	0.7742711270398708	0.9028330136363965	0.42102914770719607	0.8227976065996986	0.813398696934515	0.8426329386398217	0.7776770712395348	0.8114228256401751	0.8396587655852257	0.7535114081328016	0.7656861826022369	0.43594868864162456	0.5611753910278137	0.6728553864126398	0.78780205952132	0.7695658130998825	0.7808964254036475	0.7786384155531358	0.43745988764936217	0.8262459166528452	0.8275754833312902
CM_periimplantitis__SP_287SPT_T016__bin.22	0.9372608748999895	0.8075824395348766	0.8954684240787631	0.859907295768278	0.4638826665801346	0.9176091394082221	0.9299622672887511	0.8805649664806565	0.9433264006278983	0.922459329085826	0.8354692555977963	0.5707196797232056	0.7477358852179239	0.8785226746113917	0.9029591937104712	0.9158244156297185	0.5900494551015214	0.8710303839082815	1.0	0.8751965984787258	0.4831663027925857	0.9129105498470309	0.9436311219321257	0.950972319542624	0.8700878266627592	0.9045370517782846	0.9237015373975686	0.8410566578816343	0.8491340540507653	0.5095568916196064	0.6559797880032084	0.7609108986794058	0.8973986636880709	0.8900818032200067	0.9049979364131311	0.9043464108292172	0.4248600867821937	0.9217996911211006	0.9230631944324731
HMP_2012__SRS063932__bin.88	0.869715573305324	0.7747636094090616	0.8775720443116384	0.7798455579831874	0.4276027821022877	0.8699882512239744	0.8948575602413937	0.8611139139076075	0.92003498546292	0.8470685401050647	0.7977507517100203	0.5639432180227307	0.7594916771710011	0.8558483753268813	0.8836748123862714	0.8830531657955575	0.5832152467316795	0.9859605325783666	0.8496058229040592	1.0	0.4621216409304322	0.8935109053940515	0.8844377199204017	0.9162627768554527	0.8427622962237061	0.8756106336513099	0.8993198310184422	0.8202447112050445	0.827636054714744	0.47225797496777333	0.6114935219306384	0.7336246819783029	0.8631270054008932	0.8389448053626001	0.8583403758722371	0.8436541597410249	0.47038516002108577	0.9004784660735019	0.8966870617280791
HMP_2012__SRS058053__bin.57	0.7938804676975509	0.8004513477104467	0.8506573038882684	0.9004192525129244	0.7054524415378062	0.819866783341585	0.9096333087701927	0.8757426512072399	0.8168803468008429	0.6641072065952033	0.848363864549631	0.31691272984767016	0.54223468929546	0.6878929143015049	0.7487823974392925	0.8753331855706901	0.7715584737078445	0.6722475849443299	0.6857621098202669	0.6756492441077248	1.0	0.6902360076452776	0.9016649203808822	0.9019808349932643	0.8565697286156752	0.7058856547420295	0.893062543897019	0.5669220849500869	0.5943634788315622	0.6850691126181622	0.7166209945769191	0.5150502009188149	0.7825284107264165	0.901750555549159	0.8685608110442021	0.8947054438060587	0.003707499050097293	0.8829180147609124	0.7454440651230267
CM_periimplantitis__SP_189SPI_T016__bin.28	0.8665474956599539	0.7681218784345274	0.877366774853322	0.7798464461328026	0.42569316472660934	0.8676879658761002	0.9009056566954531	0.8472069065182614	0.9317641665914944	0.8303410180836787	0.7886959059052241	0.5622812718037838	0.7124887471764387	0.841408365657395	0.8906299187955751	0.8909042207523238	0.5495069008113078	0.8402094451920759	0.828671734195881	0.8354920038218179	0.44144343580689877	1.0	0.8812488839224075	0.9162412531733423	0.854420679790205	0.8868108623574873	0.9133445140529126	0.8238337104218175	0.829013691165452	0.46855974904132386	0.6103352006730524	0.724604977567991	0.8683539305261259	0.8342512016818944	0.8554318230770789	0.837668470186691	0.4240063917878781	0.8967888261533109	0.9059517081279904
HMP_2012__SRS022536__bin.36	0.8713001987267671	0.789398908392773	0.8947064041575089	0.8558131580876066	0.516973911109576	0.8665952856518263	0.9275388629189668	0.885264566065488	0.8918826138930144	0.7729776244948642	0.8373056222237011	0.5042832821001856	0.6502602655137875	0.7812375479863225	0.8328568046858744	0.9109250861584575	0.5921345815744316	0.7601753748977513	0.7839210753990752	0.7568773024378779	0.5277623568202706	0.8065185580810357	1.0	0.9365439064846928	0.88410160590435	0.8033106245108702	0.9250069710216106	0.7294990889232783	0.729169281677291	0.5709367789415336	0.6563648586377908	0.6526948579554309	0.831578433049129	0.885954928870307	0.9228592224299255	0.9027022291263183	0.37834872293411353	0.9185456132266605	0.8371632533231345
ZellerG_2014__CCMD11006829ST-21-0__bin.60	0.8036662503858045	0.7200459886470221	0.8220669658982618	0.7516804555008775	0.4546571765644138	0.7872811052294438	0.8479967828973899	0.8124051446607286	0.8290061901439811	0.7054954330509983	0.7575886148811272	0.475107631006441	0.5958852777003875	0.7157294840245022	0.7834482173391618	0.8396138425527153	0.5304753637075681	0.70199784775535	0.7042469659433193	0.6989808753613045	0.470627793093142	0.7475025025663978	0.8348629089246061	1.0	0.8023231626131224	0.7444813999052291	0.8496612805480188	0.6828987416202512	0.6692470823417563	0.49602405467572525	0.5880809502317831	0.618069317897649	0.7723239060612046	0.7935245672043273	0.8063911002505946	0.8016142585832583	0.35037356388734736	0.8433333358365255	0.7855955807643697
HMP_2012__SRS014476__bin.30	0.784847660144918	0.7099776851060661	0.8124174283560385	0.7463510018329667	0.4466516368943277	0.7761419596462101	0.8458493623834985	0.8077738070761943	0.8079972333176063	0.6829478636450248	0.7418591044014573	0.4733407729517974	0.5977368981703213	0.7031081204742816	0.7575777743181042	0.8353974511185771	0.5328723780593846	0.683543666955457	0.6798135579321664	0.6782971117404548	0.4715335557295956	0.7354348076692245	0.8314934340811377	0.8464843841299231	1.0	0.7202263735662988	0.8391041875385995	0.6734193682821097	0.6593831296549609	0.4989892339451013	0.5809585381902396	0.6027536888108218	0.756825097263702	0.7922421179856936	0.8006162444346464	0.7923617540227618	0.34748841570591404	0.8356153313185357	0.7671252846802885
CM_periimplantitis__SP_162SPI_T016__bin.17	0.8985255332722019	0.7997187505713029	0.9171348544344173	0.8255503030431323	0.4565602896590079	0.90164400538444	0.9265306829367328	0.8774929254655337	0.9485529077034247	0.8711717892293881	0.8207633858082096	0.5721592893616898	0.7279587718935313	0.8787678330708146	0.9123950847260296	0.9287947264048279	0.5832572397913578	0.8661476910701622	0.858283676083022	0.8558618327301978	0.47191306380984727	0.9270031203965011	0.9175250242713542	0.9538964544097851	0.8746751391092581	1.0	0.9221474062606142	0.8367608302198326	0.8334210533912061	0.5099957567226119	0.6432519862098296	0.7460316696671095	0.8911007600373716	0.8686205307271977	0.8857942578161458	0.8737812604939329	0.42826648166875303	0.9269622271336901	0.9361170259340261
CM_periimplantitis__SP_123SPT_T016__bin.4	0.7687546594274139	0.7099103607844768	0.7929265065358215	0.7350857483151807	0.44725491040533677	0.7635992164736563	0.8314501326173285	0.7890641939153447	0.831930926123386	0.6693269336438133	0.7401342657633442	0.4598992227109774	0.5829285262398161	0.691565582461841	0.7449618780871027	0.8135568175405352	0.5205839023651327	0.6916773344659517	0.6763821606674527	0.6783639952121134	0.4607501715263319	0.7367850470620733	0.8153337115328069	0.8401352310630474	0.7864111048077865	0.7116334207548347	1.0	0.6565589887223293	0.6523506532851376	0.4866190897669321	0.5740655898872233	0.5892575508712944	0.7459238363683346	0.7776944484871526	0.7924223230754152	0.7792170231345212	0.34738351802734324	0.8210089312498701	0.7588369475144275
HMP_2012__SRS015215__bin.20	0.8706014448234223	0.7516415925944981	0.870046597119029	0.7576722827342491	0.3703250297852336	0.856742357981686	0.8915807409335363	0.8370144956484807	0.9176474860859328	0.847158624905802	0.7762031872469768	0.6128716596907178	0.736618334387544	0.8423950051600837	0.8775481380824262	0.9440007344165978	0.5220128260612975	0.8433014245462607	0.8367158867021164	0.8405902368997935	0.39737385537440617	0.9028966076611353	0.873589551915082	0.91738569885086	0.8574555894853334	0.8773029962784851	0.8920024251888752	1.0	0.845583866239333	0.42376644745138276	0.5927528819294173	0.7642401663332536	0.8556346802009154	0.8129608388490239	0.8397150907478641	0.8253722775892977	0.4670778592563225	0.890940648445468	0.9026408733101104
HMP_2012__SRS022725__bin.36	0.8555944882334703	0.7326450258631237	0.8360498580685232	0.7446063827644036	0.3975142705380522	0.8317189457024269	0.8687940910120547	0.8243140388091809	0.8873623741300954	0.824921368929954	0.7545796671182333	0.5732365929173319	0.72423625534792	0.8287614052518332	0.8636922231771129	0.8495334712110291	0.5217850198782686	0.8347742682679348	0.8229136416860389	0.826238724960531	0.4058385258584557	0.8850858689120192	0.8506213586603752	0.8758049212411744	0.8178790911864902	0.8512124736565646	0.8633733257269658	0.8237243979152263	1.0	0.43066535569841247	0.5756909731384177	0.7331673494216852	0.8506144795166124	0.8018949092862053	0.8252368268082197	0.8111449008101175	0.4386063444377455	0.8527204802428534	0.8749833549289311
HMP_2012__SRS017227__bin.23	0.7718245298174481	0.7650437207661351	0.8729286752611227	0.8748570078123054	0.6998298569707808	0.8261942162142873	0.9060267798529646	0.8619801362894814	0.8225267485444927	0.6729779608556572	0.8340482662176202	0.35465967691003564	0.5262206769228284	0.6716246269073761	0.7711141978197185	0.8737191300149943	0.6153420938702052	0.6512626740397557	0.6766642809386616	0.646023049768351	0.6409706030281015	0.6854744176119244	0.9126379171853886	0.8894595484443056	0.8480960072608723	0.7137442845206201	0.8824888686599502	0.5656585787569661	0.590122951399152	1.0	0.6836201481126378	0.491437301250117	0.7612752580255733	0.903417067224339	0.8627052808975904	0.878786389365623	0.22481570082836158	0.9194059335277376	0.7479809402102449
HMP_2012__SRS058808__bin.49	0.8144964928390839	0.7774562508646214	0.864758683076874	0.8442707832232406	0.5465552056902483	0.8347031594336395	0.8799054282004088	0.85173371195452	0.8303446132160276	0.7381860682508714	0.8467375518701727	0.4315717921902549	0.6108426238038336	0.7246561297179868	0.7823550609746724	0.8730909299996755	0.614684816649009	0.7088433058229517	0.7365493362268858	0.7072800132532596	0.5669229836457736	0.7549627138212484	0.8871286824335671	0.8916437856273864	0.8348910278050883	0.7611811569162034	0.8802629474042569	0.6690095180948553	0.6669953414336862	0.5780237272060159	1.0	0.5889121225767115	0.7875180254009424	0.8772456674991702	0.8746018471446	0.867044414929501	0.29397984343163786	0.8801747061994855	0.7828440880385347
HMP_2012__SRS019029__bin.2	0.878851655888693	0.7606881106352006	0.880726743372246	0.7519604714313709	0.37092130679432267	0.8545634220766496	0.8929156518574508	0.8569502533523697	0.9125937123820722	0.8400761456846113	0.7766019988242211	0.7009378236891465	0.7463990369810476	0.8617054393773971	0.8717712270093223	0.8885764676240867	0.534400492707371	0.8358724559782761	0.8402564317908233	0.8345264690238235	0.4007289829512052	0.8815055569552924	0.8675972117241959	0.9216332129559642	0.8519050418521318	0.8682220542538003	0.8886335768875452	0.8483110775174267	0.8354167016600879	0.40866325130875397	0.5791847932588673	1.0	0.8527801573304219	0.8143618599703256	0.8377553819881862	0.8203510540018476	0.46539402592312645	0.8962067131379301	0.9015727443240671
CM_periimplantitis__SP_143SPI_T016__bin.7	0.8681580144075993	0.776455737775917	0.8837660966666185	0.802842000028873	0.4689015829591881	0.871703070637659	0.9099520528663616	0.8601038162814535	0.909258651056028	0.7948897594883714	0.8044029435967027	0.5328930510040566	0.6756841985592401	0.8105876185595288	0.8589669440875428	0.8975574391141781	0.574953261920917	0.7885697425976989	0.7984875990702912	0.7911259004749599	0.49057569042428795	0.8511874900749253	0.8906680838470311	0.9279511758506691	0.8618894274495085	0.8356127921581082	0.9063934624435173	0.7652764945357953	0.7809757070262311	0.510086582742641	0.624067945256897	0.6871345767948144	1.0	0.8577624009297088	0.8661314946079776	0.8495426345118307	0.3881543331071619	0.907488829779555	0.8725038437107508
CM_periimplantitis__SP_381SPT_T016__bin.14	0.854277785953594	0.7934832999008737	0.8916624793229186	0.8711159900847235	0.543613118605462	0.8710116931850372	0.936461975162312	0.8916076792569818	0.8876068325075759	0.7703514849713029	0.8467096316861052	0.4865026111789483	0.6461073612840186	0.7749467356617175	0.8328089762508004	0.9138609253875005	0.6122546205515274	0.7546004434385981	0.7758200012285821	0.7532733095836919	0.5537842760049515	0.8010757606492217	0.929549653942003	0.9339729915223414	0.8838167892376206	0.7979150342655089	0.9257198364306419	0.7122753473506599	0.7212245516669605	0.5929782554222235	0.6809902548689196	0.642791957294839	0.8402631110262594	1.0	0.9030069768438785	0.9036566227868397	0.35927674519427727	0.922001386795217	0.8336389320881344
