	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.58	XieH_2016__YSZC12003_35541__bin.76	XieH_2016__YSZC12003_36058__bin.56	XieH_2016__YSZC12003_37878__bin.38	KarlssonFH_2013__S263__bin.7	ZeeviD_2015__PNP_Main_25__bin.71	XieH_2016__YSZC12003_35999__bin.85	XieH_2016__YSZC12003_35989__bin.123	XieH_2016__YSZC12003_37405__bin.99	XieH_2016__YSZC12003_36587__bin.73	FengQ_2015__SID530177__bin.8	XieH_2016__YSZC12003_36049__bin.130	ZellerG_2014__CCIS23164343ST-4-0__bin.33	XieH_2016__YSZC12003_35636__bin.60	XieH_2016__YSZC12003_37830__bin.24	XieH_2016__YSZC12003_36534__bin.20	FengQ_2015__SID31188__bin.73	CosteaPI_2017__alien3-11-0-0__bin.61	FengQ_2015__SID530705__bin.5	ZellerG_2014__MMPU68403337ST__bin.48	XieH_2016__YSZC12003_35992__bin.44	XieH_2016__YSZC12003_37798__bin.88	XieH_2016__YSZC12003_36667__bin.29	FengQ_2015__SID31879__bin.21	FengQ_2015__SID31884__bin.15	XieH_2016__YSZC12003_36588__bin.103
FengQ_2015__SID530177__bin.8	0.9859347722351126	0.9885153421024109	0.9863200303815861	0.9862215249370767	0.9862637110443803	0.9868906113993066	0.9873947530056926	0.9861926763787546	0.988466350787518	0.9884104793583871	1.0	0.9876029241508517	0.9881079348865622	0.9857704467510697	0.9867220796821062	0.987577564787959	0.986223108789164	0.987595985246992	0.9855712950344201	0.9858589190796565	0.9869917656358089	0.9872331358866068	0.9842334992818196	0.9864898221029392	0.9882472383886615	0.9853047514264187
XieH_2016__YSZC12003_36049__bin.130	0.9853750523076271	0.986640975934612	0.9859000950343728	0.9860629645767911	0.9863531805471514	0.987216875215459	0.987686450844992	0.9855489171962769	0.9867005054272776	0.988323002218382	0.9876029241508517	1.0	0.987066391225091	0.9863897787028347	0.9859257952123321	0.9877070171504944	0.9858636708068396	0.987047093619756	0.9853038640271323	0.9853991331776034	0.9866698405141633	0.9864869106426228	0.9849578001633542	0.9870095103095762	0.9879998192743866	0.9847140242109623
ZellerG_2014__CCIS23164343ST-4-0__bin.33	0.9866986018851507	0.9870103606078113	0.9873132014224733	0.9863121802249643	0.9874225248170282	0.9871046086808	0.9871444212774644	0.9856607253087082	0.987729303588919	0.9881329051500352	0.9881079348865622	0.987066391225091	1.0	0.9876156334415497	0.9861749466486676	0.9878453872867281	0.9876951994306103	0.9876487079818047	0.9860640125058984	0.9873445203667958	0.9882013343509195	0.9878354568152211	0.9853623925751666	0.9882564303386463	0.9887713889652956	0.9853331442413336
XieH_2016__YSZC12003_35636__bin.60	0.986872038061779	0.9854736085826143	0.9864861840458843	0.9847332468793556	0.9877753986540462	0.9859977845824628	0.9863086421817961	0.9851127295640094	0.9864721282288131	0.9868004635823344	0.9857704467510697	0.9863897787028347	0.9876156334415497	1.0	0.9850384660639346	0.9867273532243442	0.9872951750847857	0.9866370857899093	0.9867595247470787	0.9872008459201564	0.9866911682492858	0.987413986744072	0.9840347463672046	0.9877256203237942	0.9869810074608494	0.9839535912194534
XieH_2016__YSZC12003_37830__bin.24	0.9845426293744088	0.9857416778483262	0.9849724302526541	0.9989296258145823	0.9854324224698937	0.9859389887660427	0.9866338773074311	0.985974227006181	0.9854958650741225	0.9871145017428272	0.9867220796821062	0.9859257952123321	0.9861749466486676	0.9850384660639346	1.0	0.9861418349631859	0.9847928521908722	0.9866065241027125	0.9840757994650975	0.9846210698957744	0.9851474292018793	0.9854936186459028	0.9856767339668552	0.9855180461017798	0.9872089436021978	0.985199060760362
XieH_2016__YSZC12003_36534__bin.20	0.9859362808842653	0.9871837829746566	0.986496188295758	0.9861081035252746	0.9864688293568428	0.9869979409294498	0.9873540568908052	0.9858382653018026	0.9869732037006416	0.9873333261844252	0.987577564787959	0.9877070171504944	0.9878453872867281	0.9867273532243442	0.9861418349631859	1.0	0.9861439505408928	0.9875964729292548	0.985609582787989	0.9855016875136565	0.9869509388978996	0.9873323810556931	0.9849503020909165	0.9871415573121585	0.9882085224047239	0.9849196787308705
FengQ_2015__SID31188__bin.73	0.9872613424391663	0.9859098722986247	0.9861305865476447	0.9847045824580173	0.9884607930642149	0.9857553323442249	0.9860061935186136	0.9843324898213215	0.9865911951912125	0.9867706550910499	0.986223108789164	0.9858636708068396	0.9876951994306103	0.9872951750847857	0.9847928521908722	0.9861439505408928	1.0	0.9857916914237744	0.9868460175777606	0.9874292008442145	0.9873575547487556	0.9868084798469505	0.9841423899647961	0.9873941015882205	0.9869249907019704	0.9840040913830443
CosteaPI_2017__alien3-11-0-0__bin.61	0.9850983672499954	0.9869979783754854	0.9866120804925962	0.9869009440018881	0.986321786746686	0.9873658247411767	0.9877552760331084	0.985785748057486	0.9875035800961727	0.9879019865329273	0.987595985246992	0.987047093619756	0.9876487079818047	0.9866370857899093	0.9866065241027125	0.9875964729292548	0.9857916914237744	1.0	0.9851503150232863	0.9853848765890617	0.986347400999237	0.9869214549021789	0.9848198994918442	0.9868074409955181	0.9880866219220736	0.9842918142619955
FengQ_2015__SID530705__bin.5	0.9881271983430208	0.9850855915572048	0.9862797161695578	0.9843475022868383	0.9884620432406284	0.9851527077842026	0.9852039994504427	0.9837813321942258	0.9860964622228251	0.9858482742161631	0.9855712950344201	0.9853038640271323	0.9860640125058984	0.9867595247470787	0.9840757994650975	0.985609582787989	0.9868460175777606	0.9851503150232863	1.0	0.9961689917158992	0.9865554739392721	0.9857298784723925	0.9825080756954954	0.9868416361270211	0.9855083902021253	0.9829841648488902
ZellerG_2014__MMPU68403337ST__bin.48	0.9891647224983864	0.9850661858852129	0.9865666987639351	0.9847272986831417	0.9891200326687365	0.9854606505649014	0.9852242862077049	0.9844027204642457	0.986817934863296	0.9866583512227053	0.9858589190796565	0.9853991331776034	0.9873445203667958	0.9872008459201564	0.9846210698957744	0.9855016875136565	0.9874292008442145	0.9853848765890617	0.9961689917158992	1.0	0.9870614957125059	0.9861620782237633	0.9830877499255283	0.9875463322166197	0.9861789021479713	0.9832187491144048
XieH_2016__YSZC12003_35992__bin.44	0.9872460320566708	0.9858040338697679	0.9866938773920545	0.985289127710547	0.9879091870495578	0.9861233367188863	0.9861766619656521	0.9851531091004572	0.9871830737234094	0.987306751590356	0.9869917656358089	0.9866698405141633	0.9882013343509195	0.9866911682492858	0.9851474292018793	0.9869509388978996	0.9873575547487556	0.986347400999237	0.9865554739392721	0.9870614957125059	1.0	0.9874272242100794	0.9837525961910797	0.9875501093265396	0.9869944217165351	0.9841821424359168
XieH_2016__YSZC12003_37798__bin.88	0.9861853021802024	0.9864973307843167	0.9865922729891923	0.9855303048351937	0.986795300528248	0.9864400511374899	0.9868156025467123	0.9848121154417796	0.9878082866901745	0.9872599879988925	0.9872331358866068	0.9864869106426228	0.9878354568152211	0.987413986744072	0.9854936186459028	0.9873323810556931	0.9868084798469505	0.9869214549021789	0.9857298784723925	0.9861620782237633	0.9874272242100794	1.0	0.9847869628893382	0.9875995001187088	0.9874558142009316	0.9848291009779786
XieH_2016__YSZC12003_36667__bin.29	0.9832282417861857	0.9832262839241609	0.9837660242969309	0.985596138326398	0.9841987100754646	0.9839978408233034	0.9851882792884398	0.9843557417666781	0.9846954780085859	0.9856525191917409	0.9842334992818196	0.9849578001633542	0.9853623925751666	0.9840347463672046	0.9856767339668552	0.9849503020909165	0.9841423899647961	0.9848198994918442	0.9825080756954954	0.9830877499255283	0.9837525961910797	0.9847869628893382	1.0	0.9843801177853275	0.9853499359137096	0.9836355375896274
FengQ_2015__SID31879__bin.21	0.9870075500273968	0.9862695950177759	0.9873139549419869	0.9855331383159032	0.9884258819325926	0.9867340181454787	0.9870164952048343	0.9853486328030676	0.9875972524302155	0.9873381868316865	0.9864898221029392	0.9870095103095762	0.9882564303386463	0.9877256203237942	0.9855180461017798	0.9871415573121585	0.9873941015882205	0.9868074409955181	0.9868416361270211	0.9875463322166197	0.9875501093265396	0.9875995001187088	0.9843801177853275	1.0	0.9877398534785761	0.984429299049667
FengQ_2015__SID31884__bin.15	0.9861514701881374	0.9877586222569678	0.9870972563619101	0.9871090644499767	0.9867311748609988	0.9878199711589546	0.9885656417824004	0.9868122878875567	0.9878869969468504	0.9893193413858883	0.9882472383886615	0.9879998192743866	0.9887713889652956	0.9869810074608494	0.9872089436021978	0.9882085224047239	0.9869249907019704	0.9880866219220736	0.9855083902021253	0.9861789021479713	0.9869944217165351	0.9874558142009316	0.9853499359137096	0.9877398534785761	1.0	0.9854296976677852
XieH_2016__YSZC12003_36588__bin.103	0.9830213617653353	0.9845994222240306	0.9840303129920238	0.9853159302217108	0.9838707231678187	0.9848418792904244	0.9835673465505052	0.9848677552897884	0.98471006645579	0.9862107081413822	0.9853047514264187	0.9847140242109623	0.9853331442413336	0.9839535912194534	0.985199060760362	0.9849196787308705	0.9840040913830443	0.9842918142619955	0.9829841648488902	0.9832187491144048	0.9841821424359168	0.9848291009779786	0.9836355375896274	0.984429299049667	0.9854296976677852	1.0
