	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.58	XieH_2016__YSZC12003_35541__bin.76	XieH_2016__YSZC12003_36058__bin.56	XieH_2016__YSZC12003_37878__bin.38	KarlssonFH_2013__S263__bin.7	ZeeviD_2015__PNP_Main_25__bin.71	XieH_2016__YSZC12003_35999__bin.85	XieH_2016__YSZC12003_35989__bin.123	XieH_2016__YSZC12003_37405__bin.99	XieH_2016__YSZC12003_36587__bin.73	FengQ_2015__SID530177__bin.8	XieH_2016__YSZC12003_36049__bin.130	ZellerG_2014__CCIS23164343ST-4-0__bin.33	XieH_2016__YSZC12003_35636__bin.60	XieH_2016__YSZC12003_37830__bin.24	XieH_2016__YSZC12003_36534__bin.20	FengQ_2015__SID31188__bin.73	CosteaPI_2017__alien3-11-0-0__bin.61	FengQ_2015__SID530705__bin.5	ZellerG_2014__MMPU68403337ST__bin.48	XieH_2016__YSZC12003_35992__bin.44	XieH_2016__YSZC12003_37798__bin.88	XieH_2016__YSZC12003_36667__bin.29	FengQ_2015__SID31879__bin.21	FengQ_2015__SID31884__bin.15	XieH_2016__YSZC12003_36588__bin.103
FengQ_2015__SID530177__bin.8	0.8239221032819323	0.8533616621441488	0.7608495116023529	0.908147733735959	0.8947604600476078	0.46767081425408824	0.8229736727238524	0.5740571909505224	0.8626681369953073	0.8108312141429808	1.0	0.8800940788245731	0.8700684427857797	0.8469876797106894	0.8617505696217105	0.8818968807118325	0.7355735432944343	0.6401455566567236	0.8842851033206337	0.6236729443037093	0.8820869587369021	0.6491879798184166	0.691515612607268	0.77140276112826	0.908887470379916	0.6041194023123874
XieH_2016__YSZC12003_36049__bin.130	0.8119667363256802	0.8147975531887549	0.736069126830974	0.8911723810821703	0.8680132243813984	0.4624813707807516	0.8113139558737874	0.5698492057757005	0.8441484246215595	0.7938232225918294	0.8712664571238183	1.0	0.8592457912392596	0.821207023064101	0.8589562593449207	0.8716447400008439	0.7256222147104512	0.6368741418919672	0.8601623997489752	0.602703558623419	0.8664108569125619	0.6401846020439885	0.6807573805171708	0.7456261042343919	0.9014427611934145	0.6042205699559009
ZellerG_2014__CCIS23164343ST-4-0__bin.33	0.8401475761302427	0.843007179311059	0.7557801913641197	0.9114952310485632	0.8987512594728774	0.47869110780582774	0.8328334162460006	0.5798353026144005	0.864306728047293	0.8222389450478411	0.8969931742251874	0.894810845481933	1.0	0.8490253763267078	0.8714830087954767	0.8921613438417774	0.7436261202679805	0.6527920525051831	0.8939305402286369	0.631625332387203	0.891996696961356	0.651824373293872	0.6866709259366816	0.7698317419993483	0.9168305980570658	0.6105677034537966
XieH_2016__YSZC12003_35636__bin.60	0.7926678788319937	0.8069351677679024	0.7251877950539865	0.8605163983832699	0.8525868030194782	0.45576203137238086	0.79380758678557	0.5596499511162009	0.8220754351056971	0.7755652796896166	0.8619741875592352	0.8442050138175878	0.8381121131611341	1.0	0.8264153991196429	0.8400275803342047	0.7084197296110186	0.6110569619653631	0.852053842476008	0.5976521816732369	0.8491342756448	0.6224156523880771	0.6568377242335514	0.7455783968008407	0.8694650502024902	0.5856852481606878
XieH_2016__YSZC12003_37830__bin.24	0.8083225194452771	0.8189424806336084	0.7376041288673619	0.928533676222331	0.8620055850937948	0.46477121231244967	0.8036850377861572	0.5828603489894767	0.8569209212249341	0.7881781195273181	0.8672785881072211	0.8732250761245128	0.8507466513102881	0.8172563029518957	1.0	0.8620174179196314	0.7234609437861886	0.6317240032816369	0.8607902552734961	0.6055946586624174	0.8593481296246629	0.635053464651405	0.6864493436725936	0.7524641859804679	0.8882527649369705	0.6075594007856997
XieH_2016__YSZC12003_36534__bin.20	0.7947742383683754	0.8170125762489291	0.7345979783848997	0.8700902169800802	0.859396545891349	0.45747975668956	0.796943657985494	0.5547882088017543	0.8389764608680157	0.7896801761837465	0.857755544098826	0.8563737481643556	0.8416924046012851	0.8028272497781979	0.8330761922278267	1.0	0.7092586998348516	0.6212430636226497	0.8446470654942684	0.5974313843022263	0.8434363263668583	0.620161450942909	0.6588565019216494	0.7480128345018244	0.8734031918533123	0.5885678781046333
FengQ_2015__SID31188__bin.73	0.7691346532507083	0.7697207344752476	0.6990739807715247	0.8261975039258181	0.8167537527445323	0.4281187173971894	0.7634274422184373	0.535825848905428	0.789311970055389	0.7460078663429783	0.8178458464761322	0.8149557470547513	0.8019813467122532	0.7739605637055585	0.79925138472583	0.8107823694130963	1.0	0.5910133485990425	0.8153125158299123	0.5703202149545488	0.8027139482429274	0.609109968119578	0.6428809922856242	0.7098020995433905	0.8281964984370259	0.5669693118937994
CosteaPI_2017__alien3-11-0-0__bin.61	0.8536173474125375	0.8664365098394123	0.7868993551266255	0.9214357683666949	0.8946949359492306	0.5170767403473419	0.8510214999369402	0.6126012941817259	0.8625268004274209	0.8330633079107517	0.9055031134924475	0.9100032292176286	0.8956747886802756	0.8493285860600358	0.8878948688702034	0.9034976723300399	0.7519053076973183	1.0	0.8973801759299939	0.6434922949204268	0.888686928043884	0.6762390563477687	0.7292411892945199	0.7810347910086385	0.9205037302314366	0.652371257468432
FengQ_2015__SID530705__bin.5	0.8358218746331555	0.8393041225672354	0.7515292789971126	0.8996584832196095	0.8989916278078707	0.4710125055119151	0.8205710097433889	0.5702447339631632	0.8604960181037433	0.8149895483238353	0.8903220142190146	0.874809240879815	0.8730173135788927	0.8429555505355066	0.8611426508291795	0.8743480649848626	0.7383011759738702	0.638734040107999	1.0	0.6484581928021048	0.9002779879512249	0.644555707581929	0.6785436311855525	0.764500899169686	0.9115242677167996	0.6032392797566964
ZellerG_2014__MMPU68403337ST__bin.48	0.8118402498224614	0.8234489363621503	0.731765069757252	0.8608782176545637	0.8608829655836188	0.4590379203528118	0.8067952360636413	0.547221206692952	0.8340490271154228	0.7790456255633926	0.8635011093197099	0.8429229065193814	0.8482616136040376	0.8130875986127909	0.8331265723275771	0.8504490523472744	0.7101979411623066	0.6298514508653779	0.8917295823789431	1.0	0.8630507343350559	0.6357822925307615	0.6737731860028338	0.7441781911339885	0.8758423334850409	0.5883165674914724
XieH_2016__YSZC12003_35992__bin.44	0.8012844645693559	0.801747706313269	0.7207368246366848	0.8660112372869301	0.8614911927171002	0.45575211588155806	0.7940731609018278	0.5425874208766981	0.8165069581091012	0.7749621867665537	0.8537374647353074	0.8470614731751263	0.8374144757118134	0.807555060335222	0.8264280126123137	0.8393044261634386	0.6987605794077902	0.6080657167919205	0.8654356226737157	0.6033138142765699	1.0	0.6175932291790143	0.662512979777625	0.7338896659633485	0.8835641639600769	0.5895241933571987
XieH_2016__YSZC12003_37798__bin.88	0.7944532121583592	0.7887240756893344	0.7156221547848037	0.8433891614065694	0.8381429748311746	0.47244095491554433	0.799106861265316	0.561487867954618	0.8083600028288885	0.7746713806314156	0.8443123730106191	0.8410387627817659	0.8222948275301828	0.7954191119456191	0.8206650309234474	0.8292619213122985	0.7124969974915913	0.621758485550687	0.8326037052068752	0.5972210629867328	0.8298933241415694	1.0	0.6666244032414985	0.7235417684758598	0.8514693336374601	0.6027832695452944
XieH_2016__YSZC12003_36667__bin.29	0.7499592043897818	0.7684220490255802	0.7083987853651483	0.8354551889983676	0.8003860629419646	0.43826157854911646	0.7505823174113341	0.5435636141484402	0.7765660723380211	0.7459911416905585	0.8197263761477213	0.8151497184376995	0.7895504004357726	0.7650817451113502	0.8085341512974166	0.8029934976733436	0.685412709298902	0.6111205639492241	0.7988953535977662	0.5768656079358931	0.8114249775987094	0.6075967523790664	1.0	0.7120788107310166	0.831716510869054	0.5884097493668695
FengQ_2015__SID31879__bin.21	0.7433080147213372	0.7771749209737843	0.6957439179693456	0.8087946802065603	0.8037862521173256	0.42295768233728015	0.7378740608553378	0.5255506076879011	0.7838730882249908	0.7326842949048181	0.8111979220329623	0.7920358678046991	0.7852460012940928	0.7704097823533533	0.7862387230517514	0.8087400727824233	0.6713323387226396	0.5806371346969391	0.7984888168116682	0.565218780008325	0.7973765769181631	0.5850278806961725	0.6316940459361773	1.0	0.8170944935109895	0.5565944131453464
FengQ_2015__SID31884__bin.15	0.8076760313493887	0.8138585569956117	0.7295806256208507	0.8846470010514086	0.8663297415669639	0.45695497855519795	0.8006185802520571	0.5579407559842747	0.8358005076346491	0.7863534099622598	0.868503713634887	0.8701173401891786	0.8497965061029443	0.8163878358679176	0.8433757048790786	0.8580855938304882	0.7117862616574805	0.621836060785083	0.865117298057937	0.6044793936097205	0.8723418697470534	0.6256016575366706	0.6704555136219668	0.7424858930559288	1.0	0.5919261561046765
XieH_2016__YSZC12003_36588__bin.103	0.6180380673499268	0.6128384314035852	0.57014285148985	0.6687354411512537	0.6504377877145081	0.36113700816482663	0.6437275928930394	0.45187025971799033	0.6313761492092386	0.6006653212509728	0.6506372258056007	0.6573395064171053	0.6378436415918115	0.6198166541358342	0.6501713426457204	0.6517288591666337	0.5491997414691412	0.4967063696199861	0.6452840541859576	0.4576370807117513	0.6560014773191933	0.49916557846279663	0.5346001345415694	0.5700452429002942	0.6671478506324773	1.0
