	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.58	XieH_2016__YSZC12003_35541__bin.76	XieH_2016__YSZC12003_36058__bin.56	XieH_2016__YSZC12003_37878__bin.38	KarlssonFH_2013__S263__bin.7	ZeeviD_2015__PNP_Main_25__bin.71	XieH_2016__YSZC12003_35999__bin.85	XieH_2016__YSZC12003_35989__bin.123	XieH_2016__YSZC12003_37405__bin.99	XieH_2016__YSZC12003_36587__bin.73	FengQ_2015__SID530177__bin.8	XieH_2016__YSZC12003_36049__bin.130	ZellerG_2014__CCIS23164343ST-4-0__bin.33	XieH_2016__YSZC12003_35636__bin.60	XieH_2016__YSZC12003_37830__bin.24	XieH_2016__YSZC12003_36534__bin.20	FengQ_2015__SID31188__bin.73	CosteaPI_2017__alien3-11-0-0__bin.61	FengQ_2015__SID530705__bin.5	ZellerG_2014__MMPU68403337ST__bin.48	XieH_2016__YSZC12003_35992__bin.44	XieH_2016__YSZC12003_37798__bin.88	XieH_2016__YSZC12003_36667__bin.29	FengQ_2015__SID31879__bin.21	FengQ_2015__SID31884__bin.15	XieH_2016__YSZC12003_36588__bin.103
FengQ_2015__SID530177__bin.8	1705838.0	1762177.0	1574638.0	1879671.0	1851883.0	967322.0	1701355.0	1188210.0	1781483.0	1674530.0	2041267.0	1819058.0	1797417.0	1753885.0	1782734.0	1822831.0	1522477.0	1323120.0	1831488.0	1291344.0	1824306.0	1342303.0	1434180.0	1596204.0	1877346.0	1251561.0
XieH_2016__YSZC12003_36049__bin.130	1699083.0	1702819.0	1539443.0	1863524.0	1814562.0	965961.0	1693744.0	1192229.0	1764052.0	1656162.0	1819058.0	2061949.0	1794936.0	1716651.0	1796407.0	1819656.0	1517650.0	1330435.0	1800065.0	1261158.0	1810631.0	1338110.0	1425124.0	1557678.0	1881305.0	1265212.0
ZellerG_2014__CCIS23164343ST-4-0__bin.33	1685913.0	1691117.0	1515670.0	1829802.0	1802190.0	960188.0	1670481.0	1164773.0	1732583.0	1647581.0	1797417.0	1794936.0	1979995.0	1702146.0	1749722.0	1788210.0	1490719.0	1308689.0	1794993.0	1266645.0	1787236.0	1306502.0	1379802.0	1542376.0	1835935.0	1226916.0
XieH_2016__YSZC12003_35636__bin.60	1611065.0	1642390.0	1474491.0	1752763.0	1731263.0	927139.0	1614303.0	1139497.0	1671512.0	1576419.0	1753885.0	1716651.0	1702146.0	2005777.0	1682782.0	1707572.0	1439217.0	1242244.0	1731962.0	1214299.0	1726147.0	1264340.0	1338845.0	1514048.0	1766957.0	1193912.0
XieH_2016__YSZC12003_37830__bin.24	1665225.0	1685051.0	1518875.0	1885322.0	1774214.0	956119.0	1652162.0	1199007.0	1763635.0	1619495.0	1782734.0	1796407.0	1749722.0	1682782.0	2028256.0	1772962.0	1490023.0	1298692.0	1774155.0	1247486.0	1769256.0	1307011.0	1412527.0	1548617.0	1824947.0	1250799.0
XieH_2016__YSZC12003_36534__bin.20	1691800.0	1736940.0	1562818.0	1851799.0	1828371.0	972769.0	1693982.0	1181070.0	1784015.0	1678578.0	1822831.0	1819656.0	1788210.0	1707572.0	1772962.0	2098718.0	1509449.0	1320189.0	1798558.0	1272286.0	1793539.0	1318243.0	1403882.0	1590317.0	1854899.0	1254151.0
FengQ_2015__SID31188__bin.73	1430292.0	1433344.0	1301497.0	1540396.0	1517002.0	797351.0	1421486.0	999393.0	1468811.0	1387975.0	1522477.0	1517650.0	1490719.0	1439217.0	1490023.0	1509449.0	1835923.0	1100694.0	1516803.0	1060394.0	1492591.0	1133228.0	1199298.0	1319779.0	1540649.0	1057833.0
CosteaPI_2017__alien3-11-0-0__bin.61	1250467.0	1266803.0	1150963.0	1347349.0	1309016.0	755728.0	1243311.0	896776.0	1260441.0	1216894.0	1323120.0	1330435.0	1308689.0	1242244.0	1298692.0	1320189.0	1100694.0	1443074.0	1314506.0	942380.0	1300192.0	988795.0	1068570.0	1142159.0	1344371.0	956444.0
FengQ_2015__SID530705__bin.5	1714928.0	1727390.0	1544866.0	1852995.0	1843914.0	969335.0	1688632.0	1175189.0	1769190.0	1676050.0	1831488.0	1800065.0	1794993.0	1731962.0	1774155.0	1798558.0	1516803.0	1314506.0	2027426.0	1319757.0	1850121.0	1325707.0	1400189.0	1570636.0	1875223.0	1244194.0
ZellerG_2014__MMPU68403337ST__bin.48	1210029.0	1232438.0	1093551.0	1288901.0	1283184.0	686757.0	1207319.0	819566.0	1246087.0	1164099.0	1291344.0	1261158.0	1266645.0	1214299.0	1247486.0	1272286.0	1060394.0	942380.0	1319757.0	1474327.0	1289098.0	950504.0	1010451.0	1110998.0	1309375.0	882175.0
XieH_2016__YSZC12003_35992__bin.44	1711781.0	1715276.0	1540569.0	1853731.0	1839165.0	974730.0	1698215.0	1161590.0	1744412.0	1655447.0	1824306.0	1810631.0	1787236.0	1726147.0	1769256.0	1793539.0	1492591.0	1300192.0	1850121.0	1289098.0	2109050.0	1319120.0	1420350.0	1567323.0	1888036.0	1263319.0
XieH_2016__YSZC12003_37798__bin.88	1264378.0	1254863.0	1138448.0	1343152.0	1333086.0	751699.0	1270972.0	894858.0	1284397.0	1231553.0	1342303.0	1338110.0	1306502.0	1264340.0	1307011.0	1318243.0	1133228.0	988795.0	1325707.0	950504.0	1319120.0	1569521.0	1062444.0	1149873.0	1353376.0	960655.0
XieH_2016__YSZC12003_36667__bin.29	1313458.0	1345796.0	1239992.0	1459678.0	1400392.0	766959.0	1311934.0	950892.0	1358030.0	1303295.0	1434180.0	1425124.0	1379802.0	1338845.0	1412527.0	1403882.0	1199298.0	1068570.0	1400189.0	1010451.0	1420350.0	1062444.0	1721999.0	1245656.0	1453509.0	1030098.0
FengQ_2015__SID31879__bin.21	1461849.0	1529598.0	1367881.0	1593020.0	1578522.0	832053.0	1451149.0	1035330.0	1540707.0	1440473.0	1596204.0	1557678.0	1542376.0	1514048.0	1548617.0	1590317.0	1319779.0	1142159.0	1570636.0	1110998.0	1567323.0	1149873.0	1245656.0	1941128.0	1605772.0	1097510.0
FengQ_2015__SID31884__bin.15	1749572.0	1760096.0	1578889.0	1914446.0	1875524.0	988175.0	1730049.0	1207791.0	1807314.0	1697929.0	1877346.0	1881305.0	1835935.0	1766957.0	1824947.0	1854899.0	1540649.0	1344371.0	1875223.0	1309375.0	1888036.0	1353376.0	1453509.0	1605772.0	2136182.0	1283158.0
XieH_2016__YSZC12003_36588__bin.103	1191615.0	1179696.0	1098143.0	1286360.0	1253001.0	695007.0	1240457.0	869600.0	1215244.0	1154374.0	1251561.0	1265212.0	1226916.0	1193912.0	1250799.0	1254151.0	1057833.0	956444.0	1244194.0	882175.0	1263319.0	960655.0	1030098.0	1097510.0	1283158.0	1895325.0
