	QinN_2014__LV-6__bin.12	NielsenHB_2014__O2_UC4_2__bin.40	QinN_2014__LD-79__bin.10	QinN_2014__LD-86__bin.44	QinJ_2012__DOM022__bin.32	HeQ_2017__SZAXPI029503-106__bin.14	QinN_2014__LD-53__bin.41	QinN_2014__LD-39__bin.12	QinN_2014__LD-3__bin.24	ZellerG_2014__CCIS07539127ST-4-0__bin.15	QinN_2014__LD-44__bin.54	YuJ_2015__SZAXPI017593-158__bin.24	CM_madagascar__A11_01_1FE__bin.25	QinN_2014__LD-27__bin.7	QinN_2014__LD-22__bin.78	QinN_2014__LD-60__bin.38	QinN_2014__LV-20__bin.9	QinN_2014__LV-12__bin.14	CosteaPI_2017__SID713A062-11-0-0__bin.66	QinN_2014__LD-24__bin.31	QinN_2014__LD-65__bin.37	ZeeviD_2015__PNP_Main_636__bin.23	ZeeviD_2015__PNP_Main_44__bin.25	QinN_2014__LD-38__bin.2	QinN_2014__LD-48__bin.15	QinN_2014__LD-77__bin.38	QinJ_2012__T2D-029__bin.48	QinN_2014__LD-91__bin.8	ZellerG_2014__CCIS82146115ST-4-0__bin.54	QinN_2014__LD-45__bin.24	QinN_2014__LD-87__bin.15	QinN_2014__LD-63__bin.5	WenC_2017__N227__bin.1	QinN_2014__HD-56__bin.17	QinJ_2012__T2D-056__bin.52	QinN_2014__LD-40__bin.12	QinN_2014__LD-5__bin.25	QinN_2014__LV-16__bin.4	WenC_2017__N237__bin.61	WenC_2017__N018__bin.23	LiJ_2014__V1.CD40-0__bin.27	FengQ_2015__SID530163__bin.14
CM_madagascar__A11_01_1FE__bin.25	0.8026359687185041	0.8147004023978812	0.6219050501059139	0.8365919475407212	0.522672582173949	0.5335200686252197	0.5668053009480984	0.82859800976859	0.7746281758546266	0.6796817830552728	0.8820796642766217	0.6353329848719405	1.0	0.8056170642711197	0.8338949563964757	0.47641458235901696	0.483320120144153	0.8555429120201674	0.6497147701780405	0.612662153341353	0.8303716615856327	0.7851100279352662	0.7275678811963396	0.5537605069863175	0.5100984611844853	0.8643146356285935	0.4239377971404491	0.4662928626270154	0.8409055327832978	0.7140389092991675	0.7888869159416085	0.8456532775795105	0.526626535251705	0.7083333124923409	0.5810670421379857	0.47502207061094953	0.4987217802542434	0.6841194138846026	0.7848694395190232	0.7022405734107284	0.7756830635258457	0.8409010311289399
QinN_2014__LD-27__bin.7	0.5441827411391923	0.5818957212227983	0.474337394272098	0.5908549854719114	0.37742710443608657	0.3572520895064355	0.4196700040561495	0.6152681424272131	0.532409223853401	0.5111499902188221	0.5854994682060141	0.466903330647654	0.5933700928788236	1.0	0.6262407451820791	0.35602935016506426	0.34644011174489214	0.6355485214579887	0.4718764425395401	0.4596365233235964	0.5985977732807691	0.5864120097391796	0.5230605545172647	0.42956686144289136	0.39238254389464766	0.5867774684395834	0.2966522583100409	0.31385276361563913	0.6331129897358418	0.4630575409566102	0.6064481356264393	0.6290188944358545	0.3523832364978299	0.5009952486684888	0.4267246095541662	0.3507257781378332	0.36764482129916887	0.4862851675712875	0.5368109381199582	0.533126878640081	0.5373830725571831	0.5850168564141501
QinN_2014__LD-22__bin.78	0.8105534585924913	0.8757015697205909	0.7247430819716374	0.8971740241141382	0.5698201641815976	0.5402523501735458	0.6110064896729481	0.9624396643238841	0.7866058199748291	0.7880172571868217	0.8980016247307305	0.7031231721099136	0.9071378784803708	0.9249244902856228	1.0	0.5354554224707987	0.537027918053936	0.9879810190533141	0.7112098258665185	0.713054923625141	0.912748803896742	0.90378503495674	0.7798745594699874	0.6445713806892102	0.5899622546648435	0.8767881696097001	0.4592954893317873	0.4816956617077737	0.9515910771485921	0.6992528741573681	0.9133511404401791	0.9764441249878254	0.53882948652306	0.7616673459049549	0.6542865739891819	0.5307798326625288	0.5839394333465916	0.7332410875140042	0.8016582482834497	0.8092094917792216	0.8328584106476995	0.892080009010563
QinN_2014__LD-60__bin.38	0.7564931520031386	0.8639560899150038	0.5825895624721259	0.923545043552927	0.43325770711928896	0.8584534500913251	0.87617441156822	0.8822396215975143	0.7248356240180467	0.904500931756903	0.8750973857140478	0.6101351463885398	0.8813097152543502	0.8941951637467916	0.9105522625870457	1.0	0.9138666153444724	0.9115071514886829	0.6349696600706544	0.46314332401268005	0.8772616155017701	0.8058124235487447	0.7773591400078094	0.5146064691872526	0.6821524602268416	0.8607453685112431	0.7745823748975252	0.8149421607507351	0.9304855684087221	0.8926425440016877	0.8733578594203676	0.9080012657829626	0.8927896635126957	0.7264317319204926	0.49473238128195685	0.8686269030695237	0.9424596161568682	0.6077756825327503	0.8123337965901584	0.7180375922735424	0.78247038641541	0.8818223203430198
QinN_2014__LV-20__bin.9	0.7273266210371466	0.8417897694740273	0.5646767615373096	0.8801661337350141	0.4102225980638285	0.8216696176105283	0.7926790165869472	0.8719651524360702	0.7026241378399091	0.8591069651083921	0.82201051769245	0.6013644812064516	0.8511799371052562	0.8283572491917938	0.8694035569884517	0.8700131250935934	1.0	0.8928111484016454	0.6395488138967433	0.46003805396263314	0.8398535979493142	0.783420099891652	0.7496771579327537	0.5200567285924438	0.6605084432229592	0.8050905983809449	0.7275265805167235	0.7503809800657135	0.8807219682355117	0.8431833196797125	0.8377165860662596	0.8829347356923266	0.839444870202514	0.6916616016137699	0.505982928569541	0.8302194269002757	0.9075614633158039	0.6347585951745461	0.7583185786140254	0.6890568431066832	0.7703830941747487	0.8719281555279547
QinN_2014__LV-12__bin.14	0.7936930236756982	0.8500467383654011	0.701581966391415	0.8947014281837854	0.5517793382309332	0.5394720060547309	0.5918824827965551	0.9436468101656076	0.775061185007823	0.7638072374398188	0.882878537459186	0.6868823437098978	0.8977424398528936	0.9054441666793507	0.9530081294839046	0.5170428392152994	0.5319650005484738	1.0	0.7089204933429977	0.7072918673144781	0.8974291012325177	0.8683568407279323	0.7561018366261881	0.6292736999727601	0.5751705648545338	0.8479200246472054	0.4578748503506296	0.4626074706855188	0.9347778051285712	0.6908554984104757	0.8855789180317716	0.9574400077258701	0.5383162746609829	0.7565841786565488	0.6455001267525575	0.5118189543097706	0.5609149697657099	0.7252665871335919	0.7757613419920464	0.7816806601840037	0.8166958573695197	0.8721756879672197
CosteaPI_2017__SID713A062-11-0-0__bin.66	0.7539670616454724	0.8084539790422255	0.6473817361445225	0.8428312709620532	0.5639030828124316	0.4552404895429821	0.5086516903077107	0.8275119758258518	0.7289726557522949	0.6607752639689443	0.8154654708906769	0.6709879160953705	0.8233967416625622	0.8119283472567959	0.828556631694783	0.43500662101368387	0.4602285945385036	0.8561975413821279	1.0	0.6612380059497208	0.8092222575089395	0.7928304152063353	0.7346897378408206	0.587322264291596	0.5054150320147722	0.787764975249643	0.3850330226623131	0.3728140987973146	0.8311612985427431	0.6004508247900388	0.8118757341274746	0.8310047269410283	0.4459526874849847	0.730282278947205	0.6100726885245694	0.43573052696169323	0.46328332550475326	0.716170550212893	0.7347594660844993	0.7393482184116793	0.7686790871685452	0.8226760051801746
QinN_2014__LD-24__bin.31	0.7738784839675352	0.7909754568739126	0.7138256368136084	0.8141068939058261	0.5888040224357243	0.37888991256984145	0.461171121029709	0.8822495974322119	0.7587936745523122	0.6659849131642368	0.8006492418756957	0.6750501183387189	0.8273402967654083	0.842714873934141	0.8851648366493391	0.33809209886416447	0.35275272611341063	0.9102314359511947	0.7045868411667441	1.0	0.8181906604273163	0.798188580043445	0.7269941965395381	0.6559153148674498	0.513115874679837	0.7889274945693876	0.27486261361057374	0.2801182846829711	0.8659185840421048	0.5625763257719034	0.8316780322270374	0.8948372707525045	0.34730320108936463	0.7112474468016124	0.6717302849855724	0.3515119257329976	0.39374304287211853	0.8102054986977337	0.7175730295792762	0.7643073672607018	0.7702898217894544	0.8091923247344134
QinN_2014__LD-65__bin.37	0.7845886856953492	0.8100912447233033	0.6452787639923195	0.8299730220947966	0.5065592885507288	0.5055143371740555	0.5622228275450619	0.8579640735764782	0.7345849152522376	0.7017964237731824	0.8615975495710672	0.6586851259353649	0.8516240863087773	0.8335151866779729	0.8605274619069824	0.4863635640793219	0.4890941856689305	0.8771333141476773	0.6548726180161518	0.6213936481114697	1.0	0.8167410752072589	0.7154505576921399	0.5916461344237353	0.5342004839504805	0.8160593175344072	0.43862205950323513	0.4491480081031183	0.8721819785130911	0.6733529191180959	0.8098347519946157	0.8686459697554034	0.5183671878085928	0.7141855355542526	0.5824518960711983	0.4867400954050354	0.5187986085782454	0.6593658576373018	0.7688384931975564	0.711064019046124	0.7527994898872612	0.8132455923007038
ZeeviD_2015__PNP_Main_636__bin.23	0.8305440591062115	0.8998376685103234	0.725088258607225	0.9051685761334687	0.5646971420883142	0.5329649919711723	0.591079080297052	0.9509168073052096	0.7927240393924415	0.7690797998204116	0.9134419248127338	0.7243383163738363	0.918207158379961	0.931142199460065	0.9716577993699783	0.5094488626558602	0.520257507465786	0.9678285311486342	0.7316511306168889	0.6912776804438816	0.9313633212730299	1.0	0.7857388130204479	0.662668144711942	0.6503449909767091	0.8790188743261781	0.43546372695550944	0.44793546518940136	0.9752548311898752	0.6989713155870404	0.914444577689511	0.9803722217184909	0.5145861424480759	0.7798164922943728	0.6638369314376136	0.5159877505535357	0.5567601559552258	0.7162041925397712	0.8203396969227215	0.8078972076058883	0.8470035946919066	0.9010725577885479
ZeeviD_2015__PNP_Main_44__bin.25	0.7781648494406133	0.8637001139279404	0.6433937952458146	0.8547850616321367	0.5536639378408217	0.5191494712251161	0.5908136123617985	0.8284899759276548	0.7534085841383399	0.6923504938150465	0.8437430410828031	0.6488481174274495	0.8546657868930576	0.8342145758431637	0.8421425268500364	0.4936293775445033	0.5000467110431369	0.8464340672157221	0.6809894280276835	0.6323981919594724	0.8194585866942271	0.7892068699899468	1.0	0.5909223110156391	0.5170836092418534	0.8322356727829734	0.4612976974099755	0.4548603868614468	0.8492478934494666	0.6690584287580209	0.8286045501844058	0.8440944021368393	0.5094153598836161	0.7437085512937196	0.5940228666714064	0.47009993812990136	0.529557514220428	0.7250852403092213	0.7570561584250564	0.7392307543157772	0.7797542000278503	0.8451379092137092
QinN_2014__LD-38__bin.2	0.6241678869385946	0.6832292489547408	0.5896038852815938	0.6781125363673147	0.4680069989017553	0.33544512629814455	0.41235115893720736	0.7158279705593341	0.6044970231787441	0.5467940164929385	0.6640677684437679	0.5665973439818115	0.6666020404231132	0.7020667954374675	0.7132696142656211	0.3348701132926148	0.3554748463420743	0.7218954114564267	0.557872198994239	0.5846948999055895	0.6944344762143311	0.6820725997572301	0.6055531203637695	1.0	0.4317107329338548	0.6490813038284426	0.27464728521608445	0.2762302267779041	0.7190606876553438	0.4736589853760043	0.7126175314541146	0.7232025876187357	0.32487512283000325	0.5959543168725073	0.5220184823028458	0.3243446658060538	0.3808163619198089	0.5995910483420358	0.6039930589005992	0.6232225775996609	0.6100845841120595	0.6752838336448238
QinN_2014__LD-48__bin.15	0.8060913519202996	0.8599613247497124	0.699932860324998	0.8935949799105504	0.5081957611086438	0.6798582723423005	0.7515132653311	0.9443370131936455	0.7738817922096995	0.9165203814372787	0.8899643670162359	0.6915788663885499	0.8915431984362051	0.9311101475324421	0.9478740851345067	0.6445050372240542	0.655511398008889	0.9580210930478965	0.6970278454808355	0.6641110462249669	0.9103685338723158	0.9719009969542366	0.7693542352196552	0.626810935374566	1.0	0.8673729154354812	0.5310416091142108	0.552114550076756	0.9676829119036545	0.8751237013543331	0.9196116039738295	0.9497090614083247	0.6393471715663477	0.7582779372733599	0.6030637722006776	0.6330921666882307	0.6944375478632449	0.720464662500743	0.7879907403198226	0.7790090603592672	0.835789293319952	0.8804843847802749
QinN_2014__LD-77__bin.38	0.8808930203945626	0.8908952133582818	0.6779481834001191	0.9125326452553664	0.5738912005194761	0.5823776853125543	0.6310825551160135	0.8985307143080915	0.8450172731492953	0.7594244751839099	0.9540565556799184	0.699921679867169	0.9842670517169197	0.9072302298624698	0.9178544270811083	0.5298735770655867	0.5205942077277763	0.920208018272799	0.7078664741415401	0.6652962067423667	0.9061234951854479	0.8559120308268043	0.80679761792876	0.6140383854091016	0.565143268882984	1.0	0.4643842755957314	0.513121043053289	0.9229660261503804	0.767395471102719	0.8745516528396032	0.9102063949100457	0.5738063299755356	0.774390740566696	0.6263286654534166	0.5474833605317795	0.5529350113777793	0.7318335739897415	0.8916305682054437	0.7715148252891437	0.8302583425181489	0.901159992367347
QinJ_2012__T2D-029__bin.48	0.7577360218724312	0.8636803467848223	0.553908135366797	0.9217602621990404	0.41359767093640554	0.8664935415758744	0.8720217964559654	0.8622125471020189	0.7218060583933134	0.8681291199427653	0.9118729271682229	0.6001992239972058	0.8943595761002958	0.8496903480827328	0.890718040007302	0.8833526612970453	0.8715100187089061	0.9205488789956916	0.6409462295697795	0.4294005235961198	0.9022462294642584	0.7855102529659367	0.8284542096093922	0.4813274987152796	0.6409884380437638	0.8602931167475838	1.0	0.8954211192210004	0.8928928316293421	0.9103492012573905	0.8409869607471744	0.895929731332511	0.929770375349407	0.7459999556811023	0.47601872789990685	0.8520234214822139	0.8990130603570626	0.5872528298143777	0.8152862209381466	0.7050640671874489	0.8033253946228515	0.8813023846732589
QinN_2014__LD-91__bin.8	0.7968630230698855	0.8795579302216324	0.5699133333882812	0.9086332803085876	0.41052898365574025	0.9182714894458777	0.8954787475170407	0.8769935793351851	0.7675548311587693	0.8959722485514354	0.9363527903929051	0.5857836672793361	0.9604653127498414	0.877711680005275	0.9120816059080007	0.9074154969627536	0.8776436819504315	0.90808311422849	0.6059389088990909	0.4272688684299455	0.9020632258277218	0.7889113717474264	0.7975873053813248	0.4726606608586712	0.6506744170712208	0.9281147230212566	0.8742592333116289	1.0	0.9097511271192728	0.9719353482736737	0.8452889711276138	0.9062883776900442	0.9898940466672711	0.7188434973254099	0.4792698657347499	0.8757902198191664	0.917725444460013	0.5831131982163904	0.8834029111409661	0.6973458092592745	0.8032496888573855	0.8936469211304986
ZellerG_2014__CCIS82146115ST-4-0__bin.54	0.7588250430474789	0.816138057342762	0.650511983634769	0.834221716951113	0.5110098916239745	0.5076315383703883	0.5679946890343334	0.8573034950140286	0.7282379066703885	0.7072097152197938	0.8182015598730564	0.6540331261071742	0.8335285942847623	0.852035167794685	0.8670850522990303	0.4985852464031247	0.49570764700720243	0.8830224114620079	0.6500880781414	0.6356048883492426	0.8429561532981087	0.8265730736222204	0.7166134760300036	0.5920987982403212	0.5488049087760336	0.8033742877272171	0.4195295987672531	0.4377971986540133	1.0	0.6602538772478767	0.8318959383904184	0.892846607194296	0.4940551592769114	0.7013667605538834	0.5915796999344062	0.49855153228201465	0.5245639599020109	0.6677954286626551	0.7508060401822744	0.7266226036324982	0.7533772377128142	0.8256940274938658
QinN_2014__LD-45__bin.24	0.836714937549713	0.8531343379839629	0.6029186910161877	0.8776213534836727	0.4756601081325107	0.7189260109207386	0.7388568964034654	0.854199136874691	0.792794166648752	0.8512546488380592	0.9384324548014704	0.6410169937872175	0.9590264043253004	0.8443969409033256	0.863338268804953	0.6481010974482447	0.643049180944601	0.8842721478169271	0.6363553915772728	0.5595346862437388	0.8818120257110303	0.802708552787153	0.7649797385901929	0.5284815228841069	0.6724960767031408	0.9050797289163102	0.5795710439194273	0.6337575510028591	0.8946359664208784	1.0	0.8202941935206484	0.8802245684373455	0.7015788582668702	0.7202306414859084	0.5417508652750608	0.6469482930971473	0.6675254476857923	0.6566114270051809	0.8351355418449169	0.6962730023432293	0.7911193757121052	0.8760003063396178
QinN_2014__LD-87__bin.15	0.7324575495928404	0.8241140006016835	0.6592670512802147	0.8198868671323233	0.5251100528212611	0.482820810881057	0.5561540555308834	0.8454021353624119	0.7065339961402209	0.6897421151835033	0.7967230761989157	0.6502888694694748	0.8069486256444051	0.8422243665439423	0.8588295005003797	0.48292518454696715	0.48656598359900866	0.8632735674714354	0.6552911308989029	0.6299748889239075	0.8077037998154019	0.7997944248090064	0.7215320826230126	0.605540195117359	0.5382043431724274	0.7855530474040632	0.40776540074371354	0.4197719537726987	0.8584734021108039	0.6247296005763063	1.0	0.860569573234499	0.47501939098989215	0.6971828319645376	0.5865641417107867	0.46439067267804407	0.5321419727441474	0.6942951605410239	0.7178390967380159	0.7563565609081737	0.7336967310577145	0.8296979917278754
