	KarlssonFH_2013__S526__bin.12	LiJ_2014__O2.UC7-0__bin.8	ZeeviD_2015__PNP_Main_146__bin.45	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.69	HanniganGD_2017__MG100203__bin.10	BackhedF_2015__SID521_12M__bin.4	KarlssonFH_2013__S229__bin.23	LeChatelierE_2013__MH0409__bin.57	AsnicarF_2017__MV_FEM2_t1Q14__bin.17	ZeeviD_2015__PNP_Main_120__bin.5	XieH_2016__YSZC12003_37192R1__bin.23	FerrettiP_2018__CA_C10020IS2339FE_t2M15__bin.5	XieH_2016__YSZC12003_36522__bin.85	XieH_2016__YSZC12003_35542__bin.22	ZellerG_2014__CCMD63399960ST-21-0__bin.74	VogtmannE_2016__MMRS25641480ST-27-0-0__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.98	XieH_2016__YSZC12003_35665__bin.48	XieH_2016__YSZC12003_37097__bin.56	FerrettiP_2018__CA_C10020MS2332FE_t0M15__bin.8	LeChatelierE_2013__MH0230__bin.16	HMP_2012__SRS018656__bin.25	KarlssonFH_2013__S193__bin.9	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.47	XieH_2016__YSZC12003_35583__bin.69	FengQ_2015__SID31685__bin.47	XieH_2016__YSZC12003_37798__bin.28	ZeeviD_2015__PNP_Main_139__bin.1
XieH_2016__YSZC12003_37192R1__bin.23	0.815252557227437	0.528981910952418	0.6077888466521983	0.6167099689618448	0.7904988236619658	0.9292282444529693	0.6581239085004842	0.9232295240726781	0.9499617053011666	0.9253514930237924	1.0	0.8120518313048097	0.8766193091126628	0.8843728119710167	0.9267427776600397	0.9393052496599753	0.5559535178811429	1.0150492801133149	0.8463470478878227	1.0062659784798547	0.9359452419339694	0.9300236474795247	1.0043475549069527	0.9023880869282956	0.9356739598730575	1.028707946250607	0.9111277956471469	0.9845000362156522
FerrettiP_2018__CA_C10020IS2339FE_t2M15__bin.5	0.8745493055601288	0.5783969601380319	0.6625586931754572	0.6579443229787486	0.8480949825155253	0.9695709224295188	0.6893558732688394	0.9573264394233746	0.9888252474497692	0.9631484237630804	0.996734008785043	1.0	0.9196870740011459	0.9338187113514083	0.9702718654716198	0.9757477000177808	0.6077283189220871	0.9947456025393647	0.8940707544995358	0.9992788888962061	0.9720507708315498	0.9668128370947454	0.9980309386298231	0.943182454280239	0.9704990648604864	0.998433065084393	0.9462455300989799	0.9953296531422663
XieH_2016__YSZC12003_36522__bin.85	0.817372235282683	0.5347109886179245	0.5902917360336148	0.5886733823520478	0.8157828254404198	0.9961186668824948	0.6342931610710364	0.8802407555699917	0.9203965806248511	0.9453897645293606	0.934134899016374	0.7984415350525974	1.0	0.9297643792814996	1.0034964872541694	0.960236167435465	0.5350593866836185	0.9373766090184	0.884563750235392	0.9451328432891207	1.0046813980088782	0.9881340978794886	0.9426668996467065	0.9340605740956927	1.009492864628949	0.9451682190927143	1.0029186824621417	0.935902974533352
XieH_2016__YSZC12003_35542__bin.22	0.8161066332873804	0.5551544073908055	0.5983836137024225	0.6041266693167113	0.8256830913053161	0.9810144737546904	0.6378520119195626	0.887953502992577	0.9194978447242966	0.9387286410627244	0.9293904051467251	0.7995209480393898	0.9169320235346522	1.0	0.9888694599265317	0.9526290416705431	0.5539632968811229	0.9264341252456225	0.8804047520375743	0.9321035293520641	0.9852249436865504	0.9877009029886302	0.9315382804593035	0.9135697793414921	0.9813182421746154	0.9325630583771014	0.9410580021482277	0.9278641626563597
ZellerG_2014__CCMD63399960ST-21-0__bin.74	0.7828718968216171	0.5260739058935588	0.5713891602815394	0.578767590084473	0.8038311090394836	0.981179823117729	0.6190500316573307	0.8554108212830094	0.8894866609377303	0.9108668813328962	0.9033609723458426	0.7705485821536333	0.9179508015335419	0.9172300538387088	1.0	0.9309948638963588	0.5259742106341828	0.904029747757919	0.8547489101346932	0.9097617348674853	0.9996901275216772	0.9917547117450495	0.9098542389933982	0.8995081591580882	1.0022129078884445	0.9106652027262241	0.9435322782197237	0.9065342234213256
VogtmannE_2016__MMRS25641480ST-27-0-0__bin.5	0.7650868640514705	0.5063960121561393	0.5607044665680759	0.5642405843281344	0.7613277736274794	0.9069791079060644	0.6044477646831629	0.8365492852169759	0.8695368521087751	0.8967156952427416	0.8897104785717552	0.7529809094743689	0.8535352284104019	0.8586238965711759	0.9046636225498417	1.0	0.5139964578473672	0.8929950374289155	0.8202112967734394	0.8984330929548261	0.9116345357340692	0.9068231540912626	0.8966172315307487	0.9354405202949592	0.9133519334461537	0.8979874652518384	0.8855969187845893	0.8889288037484817
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.98	0.8795984627103469	0.6163605747120267	0.6866677761493435	0.6820497036309312	0.8532548105916227	0.9578217633974507	0.7167872483457673	0.9587982274522997	0.979514535714307	0.9508147241474133	0.9889481209479277	0.8807425421588505	0.893178888572746	0.9376768983636323	0.9598367270976828	0.9652797536709858	1.0	0.986197677602229	0.8867194327083844	0.9892767902785458	0.9606485582391914	0.9563054704057425	0.9888520850818124	0.9313558295858468	0.9557555010358154	0.9890441568140429	0.9263243852958949	0.9869695435075281
XieH_2016__YSZC12003_35665__bin.48	0.8198712060220527	0.5328611810923332	0.610173041780507	0.6166806478956702	0.7971793841795102	0.9390189805741437	0.6631957406971335	0.9268304795972595	0.9603540094482251	0.9320485242680463	1.0226674968690044	0.8165143596737886	0.8862635185195821	0.8881760695640187	0.9343894651242381	0.9498486615014388	0.5585682861130415	1.0	0.8529771571606134	1.0130419021318475	0.9446485227139508	0.9405264532397993	1.025940219350449	0.9119158923498296	0.9456738879179546	1.0327643879684627	0.9208840371077471	1.0069414014765934
XieH_2016__YSZC12003_37097__bin.56	0.8185433617190668	0.5503595650249072	0.6035443103903689	0.6101887297849307	0.8232621643842751	0.9726101853815333	0.6443784714859169	0.8949002407020912	0.9220605140682374	0.9427106701339673	0.9389695569519005	0.8081265787936621	0.9209448022113342	0.9294426649106947	0.972835634326276	0.9606978500504098	0.5530370502646978	0.9392757359643151	1.0	0.9424387176940219	0.9859206017924307	0.9744677209939099	0.942036555467509	0.9244827881263555	0.9803584117382262	0.943067816977124	0.9520798223194455	0.9381306338984438
FerrettiP_2018__CA_C10020MS2332FE_t0M15__bin.8	0.7967104075662192	0.5149956441884596	0.5932328085796268	0.6012782487189605	0.7744858135020692	0.9152142670861563	0.6448889145657097	0.9116927346238547	0.9316041300078368	0.9101815013955243	0.979469096912482	0.7924450088993032	0.8633208681072015	0.8633349033186094	0.9084551703923625	0.9232551376217759	0.541328311991652	0.9787190291028268	0.8268524928657062	1.0	0.9182057255176137	0.9144139336356453	0.9969426087149523	0.8873511084389809	0.9223568840916754	1.0133318188361025	0.8985277063233197	0.9729423972075805
LeChatelierE_2013__MH0230__bin.16	0.7867760875192508	0.526084250875271	0.5734626215508833	0.576289439486682	0.7997793192889061	0.991239773253184	0.6192032092832321	0.8609453318446972	0.893086536123393	0.9178533048505306	0.912241504184828	0.7718853689211485	0.9189442885792503	0.9137596645862367	0.9995917799049818	0.9380763780124617	0.5263672921901514	0.9138655599511574	0.8661603517294936	0.9194358522485115	1.0	0.9859407561190525	0.9191214345292101	0.8978969311261776	0.984760872577807	0.9211935845711761	0.9720197645200849	0.9137684891999801
HMP_2012__SRS018656__bin.25	0.7747999168267127	0.5201130923873483	0.5671790835351492	0.5697777636927904	0.7948924745960906	0.9616313088571466	0.6092760205139217	0.8477298252229137	0.8807912069148952	0.9148941949766827	0.8968799992497588	0.7596039761487987	0.8942473642120091	0.9063647290934144	0.9811660364533126	0.9232535630795977	0.5184441291850602	0.9002518805344434	0.8470416729860472	0.9059520964551429	0.9755101235666594	1.0	0.9053962065607942	0.8835234429342966	0.9686179296642444	0.9066182588648916	0.9426631426890778	0.904679273520788
KarlssonFH_2013__S193__bin.9	0.8063292056912402	0.5221197456480008	0.6011123348272822	0.6091094137980233	0.7856780849647435	0.9241201077973672	0.6542168718570549	0.914884305856657	0.948677741022155	0.9175067439560946	0.9914752554990263	0.8026871880227208	0.8732881076967334	0.8750558203262456	0.921441063169906	0.9344648680356178	0.5487747997006144	1.005246531360513	0.8382288049104011	1.0110905760723874	0.9309178566451264	0.9268216626231068	1.0	0.900092788361433	0.931995035839215	1.0050207673130735	0.9066022080518317	0.9850005942030281
VogtmannE_2016__MMRS93621581ST-27-0-0__bin.47	0.7892280861466703	0.5267797627267163	0.583871622163009	0.5818623514910984	0.7909236746502188	0.9282837323404611	0.6249643271773208	0.8625850479302943	0.8968207289359866	0.923395745856071	0.9175353446497585	0.7813212497506739	0.8912630992139193	0.883910661954615	0.938279964744852	1.004161744072856	0.532365692035712	0.9203158643051855	0.8472766761964673	0.926930125592203	0.9366914373292009	0.9315521641512425	0.9270835570875975	1.0	0.9394791171210796	0.9283556746638572	0.9228924905511771	0.9165861151315845
XieH_2016__YSZC12003_35583__bin.69	0.7898963713524361	0.5284241865973616	0.5752429516070665	0.5791966312465046	0.8029864789288417	1.0071214264565582	0.620512879560483	0.8656130539197947	0.8975300194098101	0.9245478172188045	0.9179547323749054	0.7757045103135178	0.9293973089449616	0.9161019179524296	1.008682764746521	0.9460038819620358	0.5271187946178899	0.92085403164786	0.8669191038589334	0.9296463466789486	0.9912155804849163	0.9853916504918249	0.9262164029345001	0.9064720202651577	1.0	0.9281892949962167	0.9761101424482679	0.9187969207487581
FengQ_2015__SID31685__bin.47	0.8047682224911066	0.5208131958659531	0.5987485336955687	0.6069921573942801	0.7824906184548078	0.9219347270686806	0.6516159606474725	0.9178645264970321	0.9397543039353516	0.9156483745085798	1.0116954782914391	0.7999837086446087	0.8723047947701451	0.8727163658537148	0.9187859444517547	0.9323651519333782	0.54681241823405	1.008118635364839	0.8359833168605965	1.023838474179356	0.9294996542209286	0.9245743223834978	1.0012324047590544	0.8979303712747129	0.9304596569647358	1.0	0.9058451998048995	0.9882088841971545
XieH_2016__YSZC12003_37798__bin.28	0.8002799018801732	0.530579879953955	0.5818694156662829	0.5848739927643479	0.813689497341446	0.9995947075590638	0.6290292852052842	0.8768531080414406	0.9113516143178205	0.9355143068574248	0.9308731431233898	0.7876250479636024	0.961564367154525	0.914881392863016	0.9889306857424766	0.9552242641012991	0.5320338623033493	0.933832154799101	0.8767616345995725	0.943115167461492	1.0188890944471851	0.9986823713205065	0.9382749547771748	0.9273269199144878	1.0165138683330592	0.9410386860713699	1.0	0.9321304747026257
ZeeviD_2015__PNP_Main_139__bin.1	0.8103143986496707	0.5271397727409625	0.6073543958654865	0.6132503744593931	0.7897298404314415	0.9280405500370109	0.6578756272780449	0.9186198343678095	0.944882522149658	0.9279374816785954	0.9824666667559033	0.8092328501613623	0.8764645411383298	0.8810969284290642	0.9280773601650164	0.9365416817811283	0.5536952683592187	0.9973761071482592	0.843844409612396	0.9974962420205682	0.9355755832397463	0.9361735805010728	0.9957280173261926	0.8995926792017422	0.9345981070224354	1.0027510551121237	0.9104740876777092	1.0
