	KarlssonFH_2013__S526__bin.12	LiJ_2014__O2.UC7-0__bin.8	ZeeviD_2015__PNP_Main_146__bin.45	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.69	HanniganGD_2017__MG100203__bin.10	BackhedF_2015__SID521_12M__bin.4	KarlssonFH_2013__S229__bin.23	LeChatelierE_2013__MH0409__bin.57	AsnicarF_2017__MV_FEM2_t1Q14__bin.17	ZeeviD_2015__PNP_Main_120__bin.5	XieH_2016__YSZC12003_37192R1__bin.23	FerrettiP_2018__CA_C10020IS2339FE_t2M15__bin.5	XieH_2016__YSZC12003_36522__bin.85	XieH_2016__YSZC12003_35542__bin.22	ZellerG_2014__CCMD63399960ST-21-0__bin.74	VogtmannE_2016__MMRS25641480ST-27-0-0__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.98	XieH_2016__YSZC12003_35665__bin.48	XieH_2016__YSZC12003_37097__bin.56	FerrettiP_2018__CA_C10020MS2332FE_t0M15__bin.8	LeChatelierE_2013__MH0230__bin.16	HMP_2012__SRS018656__bin.25	KarlssonFH_2013__S193__bin.9	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.47	XieH_2016__YSZC12003_35583__bin.69	FengQ_2015__SID31685__bin.47	XieH_2016__YSZC12003_37798__bin.28	ZeeviD_2015__PNP_Main_139__bin.1
ZellerG_2014__CCMD63399960ST-21-0__bin.74	0.9926381741068484	0.9985647092448879	0.9934544730627711	0.9908535741656816	0.9997678086873709	0.9995505948871091	0.9923210308605536	0.9923935164911589	0.9925904748115464	0.9926872400988145	0.9925110532251826	0.99303584480416	0.9997728169417315	0.9993268244251904	1.0	0.9931599240787384	0.9927861415365493	0.9925227400180567	0.9991418583813935	0.9924602668458334	0.999807087096906	0.9997771990225761	0.9924078636612829	0.9936894188204017	0.9997508229528589	0.992423239037494	0.9998555378875275	0.9925239265719351
VogtmannE_2016__MMRS25641480ST-27-0-0__bin.5	0.9922890265799006	0.9928276677030535	0.9931354599547727	0.9909065168086456	0.9937883301209042	0.9928110764334422	0.9924698795180723	0.9921830535374264	0.9924321180937324	0.9920320658432249	0.9922724209035192	0.9929213835297412	0.9935260785868639	0.9931530919658605	0.9931599240787384	1.0	0.9923170091147845	0.9923723366757046	0.9933130079962762	0.9923630010344348	0.9931540425780992	0.9932024827907964	0.9923850845997405	0.9998713121508833	0.9931102307439782	0.9922336450085686	0.9934846504087784	0.9925600507382958
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.98	0.993614578508608	0.9921426649711313	0.998399018736606	0.9968209601487459	0.9930399281342519	0.9927323544742728	0.997851311058092	0.9981236593122739	0.9983362909030676	0.9916700125470514	0.9982791784207888	0.9982634926418549	0.9927526553116919	0.9923891919400754	0.9927861415365493	0.9923170091147845	1.0	0.9983360732780989	0.9925458125441039	0.99837260624186	0.9928754425682682	0.9928593037072614	0.9982277375362536	0.9923535492366359	0.9928732939187397	0.9982624586120175	0.9928239478203643	0.9983101778543853
XieH_2016__YSZC12003_35665__bin.48	0.9935831979673259	0.9919117539834152	0.9997414266604063	0.9981033524970334	0.9929924207107342	0.9923620810369926	0.999128887467034	0.999392347663163	0.999822695783959	0.991296184196695	0.9997386864617454	0.9997964265410139	0.9925859709446607	0.9922082397750265	0.9925227400180567	0.9923723366757046	0.9983360732780989	1.0	0.9923501185268215	0.9997992345567353	0.9924519462033522	0.9926293624303312	0.9997869399104686	0.9923003083507367	0.9925687358884221	0.9997091826002871	0.9924651764802565	0.9997939920153452
XieH_2016__YSZC12003_37097__bin.56	0.9923625819236258	0.99819920911211	0.9931246143613824	0.9908021673376342	0.9992213851120518	0.9990483283206093	0.992056903012003	0.9920959149270515	0.9923190547720752	0.9922067200267721	0.9921911215956754	0.9926057213357763	0.9992037882068551	0.9987843801859975	0.9991418583813935	0.9933130079962762	0.9925458125441039	0.9923501185268215	1.0	0.9922648679737902	0.9989189189189189	0.9992528652255912	0.9922805218931144	0.9933182614602439	0.9991560329602523	0.9922439917662681	0.9990946255063181	0.9922126910492146
FerrettiP_2018__CA_C10020MS2332FE_t0M15__bin.8	0.9936138309639887	0.991999640005983	0.9997463550226382	0.9980718182558423	0.9930053396605713	0.9922919810282803	0.9991962590616983	0.9995753934412965	0.9997561468682566	0.991308367377384	0.9997564000797114	0.9997816982394169	0.9925235616504648	0.9922231182460315	0.9924602668458334	0.9923630010344348	0.99837260624186	0.9997992345567353	0.9922648679737902	1.0	0.9925190037566722	0.9925804324880395	0.9997479010305282	0.9922688091435364	0.9925632890115031	0.9996975424600137	0.9925001089783642	0.9998181712048942
LeChatelierE_2013__MH0230__bin.16	0.9927356610623208	0.998581652812465	0.9934907499230585	0.9909699761063367	0.9998214157278392	0.999616528637859	0.9923590507192025	0.9924002598162837	0.9925610492042295	0.9927325778072461	0.992381183727226	0.9930401210325366	0.9998662694585051	0.9993547374042345	0.999807087096906	0.9931540425780992	0.9928754425682682	0.9924519462033522	0.9989189189189189	0.9925190037566722	1.0	0.9998541408098103	0.9923489580629309	0.9935294753582431	0.9999014270835892	0.9922991116570268	0.9999004712484638	0.9924418446606109
HMP_2012__SRS018656__bin.25	0.9927464915707546	0.9985917384475922	0.9934819916643385	0.9909333203174218	0.9998128618428145	0.9996216821524773	0.9924791198712587	0.9924496503485833	0.992644945028922	0.9927558079898542	0.9925529763035807	0.9930824499255626	0.999845225645098	0.9993592092442273	0.9997771990225761	0.9932024827907964	0.9928593037072614	0.9926293624303312	0.9992528652255912	0.9925804324880395	0.9998541408098103	1.0	0.9924715836033534	0.993670927773471	0.9998153771164443	0.9924553364262935	0.9998281323648369	0.9917928920583005
KarlssonFH_2013__S193__bin.9	0.993632487369663	0.9919245368670855	0.9997202445987382	0.9980690532219584	0.9930075528204472	0.9922808566031829	0.9990866738889426	0.9994073229268695	0.9998251806815232	0.9912222056657165	0.9997662850100881	0.9997682283074892	0.9925331918160022	0.9921669507058105	0.9924078636612829	0.9923850845997405	0.9982277375362536	0.9997869399104686	0.9922805218931144	0.9997479010305282	0.9923489580629309	0.9924715836033534	1.0	0.9921090028568823	0.9923396864410994	0.999763506169261	0.9924731041453062	0.999769117693516
VogtmannE_2016__MMRS93621581ST-27-0-0__bin.47	0.9922647599224272	0.9929093621662206	0.9931711476022518	0.9907608756160833	0.9937664460638082	0.9933357036445003	0.9924002747467077	0.9921751229307318	0.9924361952484326	0.9919744689524383	0.9920859710952329	0.9929191753496883	0.9937272139526165	0.9934547794228263	0.9936894188204017	0.9998713121508833	0.9923535492366359	0.9923003083507367	0.9933182614602439	0.9922688091435364	0.9935294753582431	0.993670927773471	0.9921090028568823	1.0	0.9935149232253866	0.992063255960179	0.9936628938847831	0.9924784061065522
XieH_2016__YSZC12003_35583__bin.69	0.992717346758582	0.9985855261724351	0.9934431985981655	0.9909308502178823	0.9998242406911069	0.9996005026545505	0.9923315623752434	0.9923848549941395	0.9925720854094718	0.9926692352690841	0.9923624891454597	0.9930124529827062	0.9998116873486109	0.9993834109905105	0.9997508229528589	0.9931102307439782	0.9928732939187397	0.9925687358884221	0.9991560329602523	0.9925632890115031	0.9999014270835892	0.9998153771164443	0.9923396864410994	0.9935149232253866	1.0	0.9922202212576163	0.9998200251964725	0.9924124564470846
FengQ_2015__SID31685__bin.47	0.9935372302825285	0.9919379605421044	0.99970973383088	0.9980587556477009	0.9929107067672596	0.9922416454336455	0.9991219120150778	0.9994714764347116	0.9998027794066608	0.9912252994321998	0.9997486754937744	0.9997184407305371	0.9923688364224077	0.9921067836390343	0.992423239037494	0.9922336450085686	0.9982624586120175	0.9997091826002871	0.9922439917662681	0.9996975424600137	0.9922991116570268	0.9924553364262935	0.999763506169261	0.992063255960179	0.9922202212576163	1.0	0.9922636659156051	0.9997643940706064
XieH_2016__YSZC12003_37798__bin.28	0.9926988113039782	0.9985361906994193	0.9934868379605124	0.9908644504934169	0.9997566379319782	0.9996562357229006	0.9922840254218134	0.992435031407396	0.9925409548269518	0.9927046780734579	0.9923690896236328	0.9929729797914991	0.9998824238222163	0.999300486925509	0.9998555378875275	0.9934846504087784	0.9928239478203643	0.9924651764802565	0.9990946255063181	0.9925001089783642	0.9999004712484638	0.9998281323648369	0.9924731041453062	0.9936628938847831	0.9998200251964725	0.9922636659156051	1.0	0.9924587718875895
ZeeviD_2015__PNP_Main_139__bin.1	0.993691019790053	0.9919168693850396	0.9997801606865598	0.9980557476040622	0.992976140233123	0.9923613667759119	0.9990925437514465	0.9995016609480317	0.9997170279076356	0.9904668760455874	0.9997734946505568	0.9998205304112046	0.9925300078727952	0.9920918773302889	0.9925239265719351	0.9925600507382958	0.9983101778543853	0.9997939920153452	0.9922126910492146	0.9998181712048942	0.9924418446606109	0.9917928920583005	0.999769117693516	0.9924784061065522	0.9924124564470846	0.9997643940706064	0.9924587718875895	1.0
