	KarlssonFH_2013__S526__bin.12	LiJ_2014__O2.UC7-0__bin.8	ZeeviD_2015__PNP_Main_146__bin.45	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.69	HanniganGD_2017__MG100203__bin.10	BackhedF_2015__SID521_12M__bin.4	KarlssonFH_2013__S229__bin.23	LeChatelierE_2013__MH0409__bin.57	AsnicarF_2017__MV_FEM2_t1Q14__bin.17	ZeeviD_2015__PNP_Main_120__bin.5	XieH_2016__YSZC12003_37192R1__bin.23	FerrettiP_2018__CA_C10020IS2339FE_t2M15__bin.5	XieH_2016__YSZC12003_36522__bin.85	XieH_2016__YSZC12003_35542__bin.22	ZellerG_2014__CCMD63399960ST-21-0__bin.74	VogtmannE_2016__MMRS25641480ST-27-0-0__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.98	XieH_2016__YSZC12003_35665__bin.48	XieH_2016__YSZC12003_37097__bin.56	FerrettiP_2018__CA_C10020MS2332FE_t0M15__bin.8	LeChatelierE_2013__MH0230__bin.16	HMP_2012__SRS018656__bin.25	KarlssonFH_2013__S193__bin.9	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.47	XieH_2016__YSZC12003_35583__bin.69	FengQ_2015__SID31685__bin.47	XieH_2016__YSZC12003_37798__bin.28	ZeeviD_2015__PNP_Main_139__bin.1
XieH_2016__YSZC12003_37192R1__bin.23	0.8099338863150439	0.5247101406508623	0.6076060917409535	0.6155326249372933	0.7849236252136053	0.9219317965377837	0.6575629012224794	0.9226554389202907	0.9497457527087966	0.9172170551577795	1.0	0.811846944606148	0.8700639407458278	0.8774579697237148	0.9198024503241972	0.9320466940474882	0.5549968210705346	1.0147840339944256	0.8397380267030076	1.0060208521677079	0.9288144470942975	0.9230977393385145	1.0041128238282897	0.8952465615250276	0.9285277398482162	1.0284494067339653	0.9041750610971465	0.9842770416909222
FerrettiP_2018__CA_C10020IS2339FE_t2M15__bin.5	0.8690236682493794	0.5739192388491199	0.6623767690271257	0.6567552305250611	0.8422454214384026	0.9626590395722066	0.6887611212454477	0.9569654722783819	0.9885766452199225	0.9547906143603184	0.9964825254035258	1.0	0.9132291783284712	0.9268031070339613	0.9635147416183182	0.9688407562776178	0.6066729942245257	0.9945430987362446	0.8874597461952335	0.9990607445554465	0.9652854151163327	0.9601248608815336	0.9977996233099987	0.93650394470823	0.9637176570145342	0.9981519469999802	0.9395962436367707	0.995151021738701
XieH_2016__YSZC12003_36522__bin.85	0.8115270090687122	0.5339234303237815	0.5864179068744477	0.5832926868923357	0.8156323889423098	0.9957984979934058	0.6293698497385942	0.8735772405658271	0.9135479679816818	0.9385022027691035	0.9271494284663733	0.7928350061800458	1.0	0.929151913348577	1.0032685098532332	0.9540196739494369	0.5311816268796076	0.9304268716033423	0.8838594501456661	0.9380666158541487	1.0045470414214928	0.9879811600619326	0.9356281867256406	0.9282014119590942	1.0093027643510524	0.9379554858044762	1.0028007631168299	0.9289117866817603
XieH_2016__YSZC12003_35542__bin.22	0.8098903050652503	0.5541782606121604	0.5941474186027498	0.5984209680556847	0.8252010087084979	0.9801933827820395	0.6327291795292506	0.8808367938970034	0.9122000022553571	0.9318727076408683	0.9221235738389845	0.7935142975549109	0.916328010690393	1.0	0.9882037771594341	0.9461064782315745	0.5497471885563177	0.9192155726774756	0.8793345145766555	0.9248546704218363	0.9845892148819744	0.9870679933805268	0.9242414951890413	0.9075902636230622	0.980713172131679	0.925202136387087	0.9403997197718705	0.9205264990372445
ZellerG_2014__CCMD63399960ST-21-0__bin.74	0.777108530220575	0.5253188368799241	0.567649117141276	0.5734739352464582	0.8036444664391437	0.9807388758885545	0.6142963655684608	0.848904152977636	0.8828959871187188	0.9042059305277671	0.8965957501054973	0.7651823622415809	0.9177422586631094	0.9166125969699833	1.0	0.9246267883450031	0.5221799071232426	0.8972700823025225	0.854015414521448	0.9029023741527129	0.9994972743969825	0.991533747825908	0.9029465015626006	0.8938317398980101	1.0019631794354502	0.9037653101682954	0.9433959735536261	0.899756907001974
VogtmannE_2016__MMRS25641480ST-27-0-0__bin.5	0.7591872995787025	0.5027639716831069	0.5568554883037815	0.5591096720586666	0.7565986568279185	0.9004589044228629	0.5998962001900667	0.8300100242411306	0.8629562998988682	0.8895707236257007	0.8828351704756242	0.7476508464067733	0.8480095084183298	0.8527449777154386	0.8984756546883972	1.0	0.5100474277466929	0.8861835719331411	0.8147265503905515	0.8915717603533005	0.9053935245180995	0.9006590080956229	0.8897895671662271	0.9353201404664259	0.9070591493751683	0.8910133758188369	0.879826945261799	0.8823152185513256
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.98	0.8739818557827609	0.6115176231779282	0.685568433905552	0.6798814404425524	0.8473160957901097	0.950860654344251	0.7152470955115461	0.9569991953268112	0.9778849084706617	0.9428944494251866	0.9872463176806802	0.8792131262537602	0.8867057132989393	0.9305404194679613	0.9529126008003783	0.9578635181218486	1.0	0.9845567169333899	0.8801096598361903	0.9876668474049737	0.9538043624143059	0.9494767834784906	0.9870995796492246	0.9242342630917465	0.9489441124943855	0.9873256516570362	0.9196770331717427	0.9853017405158617
XieH_2016__YSZC12003_35665__bin.48	0.8146102548007194	0.5285512687669705	0.6100152672993638	0.6155110220847111	0.7915930864371042	0.9318468296957926	0.6626180225756025	0.9262672888904805	0.9601837346334581	0.9239361455930749	1.0224002600069395	0.816348139021278	0.8796927350425907	0.8812556145924165	0.9274027921691154	0.9426035357024731	0.5576388694157716	1.0	0.846451983009006	1.0128385183253203	0.9375182648455821	0.9335941736282827	1.0257216324354603	0.9048944211686731	0.9386463354934136	1.0324640421146376	0.9139453384059912	1.0067339635078099
XieH_2016__YSZC12003_37097__bin.56	0.8122918038519775	0.5493684825351473	0.5993947105064417	0.6045763159559073	0.8226211602064011	0.9716845798130188	0.639260110789927	0.8878268730677797	0.914978217762847	0.935363861947864	0.9316372578563006	0.802151065674096	0.920211535098978	0.9283128159912499	0.9720008035803971	0.954273671209128	0.5489146084219689	0.9320903879135557	1.0	0.9351488297860467	0.9848547416823848	0.9737396622730164	0.9347645249016917	0.9183056358515905	0.9795310215515798	0.935753375223682	0.9512178335323683	0.9308251208160805
FerrettiP_2018__CA_C10020MS2332FE_t0M15__bin.8	0.7916224802307519	0.5108754936396012	0.5930823380573244	0.6001188749766215	0.7690685482989161	0.9081597781522677	0.6443705909444163	0.9113056239092111	0.9313769554231893	0.9022705381654934	0.979230498318549	0.7922720167586952	0.8568663028609309	0.8566208498614267	0.9016056608250811	0.9162042390908056	0.5404473576756122	0.9785225361431173	0.8204566796671893	1.0	0.9113366319344144	0.9076293777211583	0.9966912805106728	0.8804908276629446	0.9154975825164351	1.0130253289869875	0.8917888464459743	0.972765488263789
LeChatelierE_2013__MH0230__bin.16	0.7810606793514497	0.5253380807576357	0.5697298099374302	0.5710855320784515	0.7996364912812817	0.9908596611871263	0.6144719089665919	0.854402371010294	0.886442909324806	0.9111828773731674	0.9052913037680447	0.7665131401767014	0.9188213976619349	0.91317004965316	0.9993989457528115	0.9316543470700975	0.5226171581867576	0.9069676535417424	0.8652239621600563	0.9125575560918595	1.0	0.98579694759879	0.9120891978883681	0.8920870669075678	0.9846638018266297	0.9140995756341301	0.9719230206064537	0.9068620850143678
HMP_2012__SRS018656__bin.25	0.7691798990990315	0.5193806371164352	0.5634822055408543	0.5646117712191321	0.794743719883234	0.9612675065702694	0.6046937285983199	0.8413291686325464	0.874312939169994	0.9082665257593038	0.8902009126425013	0.7543493776070477	0.8941089576530904	0.9057839389536528	0.9809474317013757	0.9169777310961056	0.5147420771137964	0.8936164502016112	0.8464088186967859	0.8992303237128918	0.9753678364500141	1.0	0.8985800069138603	0.8779315592501339	0.9684391006290061	0.8997781291119764	0.9425011294039884	0.8972544730703846
KarlssonFH_2013__S193__bin.9	0.8011948942897916	0.5179033868910536	0.6009441704048492	0.6079332559379752	0.7801842724554953	0.9169866921693972	0.6536193585056935	0.9143420749040089	0.9485118938260153	0.9094530584573298	0.9912435328696895	0.802501147854596	0.8667674329071955	0.8682014649504627	0.9144453569902277	0.9273489971210119	0.547802226722055	1.0050323534445402	0.8317581160023344	1.010835681180117	0.923795365083968	0.9198441632214478	1.0	0.8929901587399321	0.9248556616293477	1.0047830861018394	0.8997783076501901	0.9847731749939503
VogtmannE_2016__MMRS93621581ST-27-0-0__bin.47	0.7831232174243625	0.523044558211057	0.579884449036024	0.5764864528513539	0.7859934092648756	0.9220973744461549	0.6202147699976645	0.855835425968451	0.8900373520451565	0.9159850046285167	0.9102739434110548	0.775788850985627	0.8856723964806226	0.8781252717016065	0.932358872858139	1.004032520657846	0.5282949839834568	0.9132297159301104	0.8416153949752889	0.9197638518806439	0.9306305523022396	0.9256563032215499	0.9197679433871878	1.0	0.9333865229184033	0.9209875532961348	0.9170440229056175	0.9096919266051918
XieH_2016__YSZC12003_35583__bin.69	0.784143829983222	0.5276767444155673	0.5714711978155739	0.573943810244432	0.8028453465802546	1.0067190841201434	0.6157545152482153	0.8590212849952298	0.890863243083199	0.9177701746882917	0.9109438431424154	0.7702842385761753	0.9292222916735203	0.9155370595782478	1.0084314241536994	0.9394861335000164	0.52336217389874	0.9140109221304734	0.866187452709149	0.9227328354771853	0.9911178734743561	0.9852097246438793	0.9191212948646248	0.9005934796196993	1.0	0.920968187650097	0.9759344672171596	0.9118255090962923
FengQ_2015__SID31685__bin.47	0.7995671907932077	0.5166143793306891	0.5985747372524267	0.6058138372968486	0.7769433130087133	0.9147820305690465	0.6510437845016445	0.9173794134650362	0.9395689650339365	0.9076138341968741	1.011441214424907	0.7997584658160204	0.865648094191736	0.8658278267562757	0.9118245229749333	0.9251240731818237	0.5458623090259055	1.0078254569247	0.8294994233717632	1.0235288065131125	0.922341681168941	0.9175987201722267	1.000995619472193	0.890803727752324	0.9232208867048359	1.0	0.8988372787104634	0.9879760563245581
XieH_2016__YSZC12003_37798__bin.28	0.7944369073069122	0.5298032121909774	0.5780796058762264	0.5795308474483363	0.8134914761826454	0.9992510826070273	0.6241757112317053	0.8702197418187798	0.9045538014580935	0.9286894288220139	0.9237697335964479	0.7820903908348408	0.9614513100915419	0.9142414213670997	0.9887878227265253	0.9490006440826618	0.5282159595461273	0.9267958943156279	0.8759678369785672	0.936041906484679	1.018787685687661	0.9985107301430686	0.9312126569094995	0.9214503508194924	1.016330921449323	0.9337584964095818	1.0	0.9251010661623636
ZeeviD_2015__PNP_Main_139__bin.1	0.8052021411447549	0.5228788331055567	0.6072208754920845	0.6120580609495407	0.7841828887785328	0.9209515886581973	0.6572786339293004	0.9181620502304314	0.9446151467653268	0.9190913386438078	0.9822441328002335	0.8090876174745041	0.8699173579162524	0.8741291058351415	0.9211389856734982	0.9295738591872056	0.5527596218328231	0.9971706397064828	0.8372731324883512	0.9973148684807591	0.9285043576498808	0.9284903028737331	0.9954981213449215	0.8928263083992681	0.9275068031809304	1.0025148010178335	0.9036079948920928	1.0
