	SchirmerM_2016__G88801__bin.10	ZeeviD_2015__PNP_Main_131__bin.32	LiJ_2014__MH0357__bin.72	LiuW_2016__SRR3992993__bin.100	CosteaPI_2017__SID713A002-11-90-0__bin.13	ZeeviD_2015__PNP_Main_37__bin.27	LiJ_2014__MH0374__bin.7	BritoIL_2016__W1.3.ST__bin.19	ZeeviD_2015__PNP_Main_643__bin.8	BritoIL_2016__M1.27.ST__bin.3	ZeeviD_2015__PNP_Main_113__bin.8	LiJ_2017__H3M516751__bin.15	ZellerG_2014__CCIS56503244ST-3-0__bin.3	CosteaPI_2017__SID713B051-11-90-0__bin.31	BritoIL_2016__W2.6.ST__bin.57	ZeeviD_2015__PNP_Main_81__bin.14	BritoIL_2016__W2.40.ST__bin.16	CosteaPI_2017__SID713B040-11-90-0__bin.117	ZellerG_2014__CCIS48579360ST-4-0__bin.19	BritoIL_2016__M2.39.ST__bin.97	Obregon-TitoAJ_2015__SM28__bin.26	LiJ_2014__MH0390__bin.76	ZeeviD_2015__PNP_Main_134__bin.24	BritoIL_2016__M1.64.ST__bin.10	CM_madagascar__A32_01_1FE__bin.38	ZeeviD_2015__PNP_Main_609__bin.34	NielsenHB_2014__MH0065__bin.3	LeChatelierE_2013__MH0318__bin.72	LiJ_2014__MH0329__bin.68	BritoIL_2016__W1.55.ST__bin.81	LeChatelierE_2013__MH0065__bin.24	LiuW_2016__SRR3993057__bin.3	ZeeviD_2015__PNP_Main_172__bin.62	KarlssonFH_2013__S239__bin.11	BritoIL_2016__W1.11.ST__bin.49	ZeeviD_2015__PNP_Main_80__bin.57	QinJ_2012__T2D-082__bin.3	NielsenHB_2014__MH0053__bin.26	CosteaPI_2017__SID713A084-11-0-0__bin.29	BritoIL_2016__M1.57.ST__bin.60	ZeeviD_2015__PNP_Main_404__bin.46	CM_madagascar__A73_01_1FE__bin.11	LiuW_2016__SRR3992995__bin.82	BritoIL_2016__W2.46.ST__bin.13	LeChatelierE_2013__MH0053__bin.29	BritoIL_2016__W2.59.ST__bin.71	CM_madagascar__V07_01_2FE__bin.18
ZeeviD_2015__PNP_Main_113__bin.8	0.9921433802962699	0.9902511926503766	0.9914430077962375	0.9913230625293757	0.9917661096705579	0.9923763517200969	0.9918505330795834	0.9885440807297705	0.9917878126252653	0.9892662013837937	1.0	0.9908744370317245	0.9920820655837714	0.991909644913202	0.9895185072329789	0.991946763460375	0.9887433947303009	0.992079128991348	0.9924544249853957	0.9897572436518784	0.9907820211172245	0.9917279515865831	0.9839442243633624	0.9892300969400305	0.9819891641443886	0.9933478060230839	0.9916481171116148	0.991942641522291	0.9926969484418744	0.9886007449480954	0.9914855684468319	0.991991484663777	0.992314022785039	0.9937702336085148	0.9907184161667988	0.992033337791341	0.9915208566357411	0.991668886142051	0.9921846948160032	0.9880632001488956	0.9911727834877487	0.981713553649	0.9916922068045303	0.988789767224566	0.991300885757048	0.9892130116682488	0.9823756577314442
LiJ_2017__H3M516751__bin.15	0.990834701757928	0.9893384803273623	0.990387414495857	0.9905334807981081	0.9909449182548724	0.9915691720674467	0.9903747689361496	0.9880278554048908	0.9906290209831637	0.9879070596798951	0.9908744370317245	1.0	0.9910956575262818	0.9904350918132598	0.9894651928462609	0.9915544928492902	0.9884071034059527	0.9904163034734396	0.9914000741106719	0.9891290682270241	0.9895747817158302	0.992210986794278	0.9856430015762574	0.9886483286142884	0.9823899611606904	0.9907933103860128	0.9908968263324034	0.9907918357564738	0.9915018492761246	0.9880068240631658	0.9907678723094498	0.9909593754532315	0.9910988443908944	0.990935358837766	0.9897891126591742	0.9915676108324636	0.9956542555493156	0.99068485335812	0.9904702491986185	0.9883508493544401	0.9908138951592677	0.981705609137162	0.9910598980469187	0.9876158839404761	0.9903400691881896	0.988265076762889	0.9825323117969952
ZellerG_2014__CCIS56503244ST-3-0__bin.3	0.9920869680166817	0.9904018279460348	0.9912133984810902	0.9913735258855223	0.9916538015275456	0.9922113831397579	0.9916335477593825	0.9887056092783861	0.9912436107660094	0.9891807545100649	0.9920820655837714	0.9910956575262818	1.0	0.9911502556304459	0.9899760049562147	0.9922270136717856	0.9892989393941465	0.9912663137155772	0.9920725665065935	0.9896889038334971	0.9906994507434126	0.9915464711090554	0.9842730111241704	0.98966998521836	0.9821646033018833	0.992221501460424	0.9916719477420229	0.9913718512584696	0.9924239492303975	0.9884681440535235	0.9912520512476348	0.9918885745810532	0.992105396065581	0.9925106527961769	0.9905402537940599	0.9922601916790075	0.991306567051591	0.9913575343046739	0.9912625421782213	0.9885675192370218	0.9909606596051141	0.98180183242772	0.9911586051034273	0.9885997402678697	0.9909406605303985	0.9889331221111248	0.982318997025998
CosteaPI_2017__SID713B051-11-90-0__bin.31	0.9918042260540657	0.9896861793480131	0.9911088427708807	0.9917522478716776	0.9916270448387708	0.9916789530022418	0.9911666002654419	0.9885038757385819	0.9916221352054246	0.988882861980135	0.991909644913202	0.9904350918132598	0.9911502556304459	1.0	0.9896219969996408	0.9914539246028574	0.9881602130358178	0.9913464964499561	0.9920045877270356	0.9894383007178014	0.9908000651145272	0.9913404235751346	0.9835851052780321	0.9886402566395469	0.9817656413320475	0.9917527782572085	0.9913416181382012	0.9906478798508194	0.9924001594586583	0.9880105607306707	0.9910294222886743	0.991291950962975	0.991336467724009	0.9912582622652458	0.990913128770774	0.9913319792639596	0.9910775553390365	0.9915021669103213	0.9914701186105033	0.988352889058375	0.9906051975199509	0.982224702557648	0.9918647894806747	0.9888002058589954	0.991039120500248	0.9883321331586573	0.9821423174301305
BritoIL_2016__W2.6.ST__bin.57	0.9900156708526388	0.9892193336736912	0.9897412304343497	0.9898124016005209	0.9894585464723482	0.990340077091736	0.9900622113092002	0.9895256836843501	0.9894882511328097	0.9897933721313983	0.9895185072329789	0.9894651928462609	0.9899760049562147	0.9896219969996408	1.0	0.9899726297215057	0.9915675388313301	0.9894757188342321	0.9896176247151177	0.9898016517358642	0.9891757755170374	0.9896838510992242	0.9836164170943789	0.9905636175833108	0.9817050034969017	0.9897079631782164	0.9889626828772821	0.9893745165966354	0.9915529337847744	0.9894469325325148	0.9888433636094197	0.9895903885050463	0.989699647149211	0.9901951132538822	0.9913823692657757	0.9901287607857792	0.9893502694387271	0.9898016291110129	0.9897568106618503	0.9889894128625872	0.9897210182308447	0.9820151121817087	0.9900345322308364	0.9897081322151858	0.9893666284629365	0.9891138023746325	0.9818019763819149
ZeeviD_2015__PNP_Main_81__bin.14	0.9917020463831351	0.9902821471144453	0.9909164605190429	0.9915749693453445	0.9920699798184147	0.9923379372341556	0.9909242121019297	0.9888128143883844	0.991049248456829	0.9887091605279704	0.991946763460375	0.9915544928492902	0.9922270136717856	0.9914539246028574	0.9899726297215057	1.0	0.9889565621080785	0.991533453488144	0.9919812368975552	0.9899077783341679	0.9905051293333665	0.991442080715442	0.9838021963329626	0.9894863712965334	0.981696536633069	0.9919593339367009	0.9913111619660006	0.991540107187755	0.9923729939947146	0.9885474199658781	0.9910808585228232	0.9918014183722264	0.9923128626761063	0.9921643499920583	0.991171833136081	0.9998951049240983	0.9911205904638958	0.9916395661673435	0.9911582930456408	0.9888710101774213	0.991270307404409	0.9816456339264714	0.9918356447761643	0.9886061555510556	0.9912432177096813	0.9890590878285097	0.9817913518196127
BritoIL_2016__W2.40.ST__bin.16	0.9894654212787634	0.9879559117688104	0.9882064803910329	0.9891958142540606	0.9887721805580367	0.9895088090743327	0.9872593666689323	0.9894193247255103	0.9883272919358506	0.9897628946719967	0.9887433947303009	0.9884071034059527	0.9892989393941465	0.9881602130358178	0.9915675388313301	0.9889565621080785	1.0	0.9889243291872343	0.9889214078640568	0.9901818004822569	0.988012667228656	0.9883201880677155	0.9817145482372223	0.9893969574824184	0.9795385183848002	0.9884836257495255	0.98854479700953	0.9883858308093066	0.9884452906957802	0.9901421182716954	0.9882134801182414	0.9886129298391619	0.9894642122971518	0.9892560373684737	0.9889720498504831	0.989118960052053	0.9880262913445786	0.9891328562026386	0.9880595544326247	0.9903986485982664	0.9884902655353269	0.9814901564080616	0.9888358801557587	0.9895127145319924	0.9884410353402683	0.9902148988603007	0.9793003198121466
CosteaPI_2017__SID713B040-11-90-0__bin.117	0.9922658783481143	0.9899061509779283	0.9916138501049132	0.9917462698195176	0.9916516494251241	0.9917134725477453	0.9915301210836532	0.9886820051074849	0.9915720466739809	0.9891720261087888	0.992079128991348	0.9904163034734396	0.9912663137155772	0.9913464964499561	0.9894757188342321	0.991533453488144	0.9889243291872343	1.0	0.9919173878605755	0.9894190968701169	0.9906642919275644	0.9914389833151958	0.9839430752273062	0.9888279245176017	0.9823078184331832	0.9925397870103357	0.9917842794109253	0.9918419064374798	0.9927111512517675	0.9885708635852268	0.9913180449264893	0.9915860611197341	0.9913675791582006	0.9919514281747045	0.9902667486984474	0.99154370211747	0.9910206917674056	0.9916967593753725	0.9916873409300475	0.9882635068928503	0.9909177044429999	0.9820190141719435	0.9916333182398558	0.9883662313828278	0.9911954912022146	0.988890920942185	0.9824991572501466
ZellerG_2014__CCIS48579360ST-4-0__bin.19	0.9929272743817724	0.9906136295493259	0.9930146804943338	0.9918087496714107	0.9917771447114846	0.9924528920592258	0.992227725520029	0.9885139932995058	0.9922503766777466	0.9891921315062824	0.9924544249853957	0.9914000741106719	0.9920725665065935	0.9920045877270356	0.9896176247151177	0.9919812368975552	0.9889214078640568	0.9919173878605755	1.0	0.9900708566364425	0.9909923517999647	0.992055917835941	0.9840167414594679	0.9893598742724361	0.9823344769346447	0.9921602856786592	0.9919994436747216	0.9932324384835634	0.9931733505921679	0.9884049853526053	0.9918730376045236	0.9924232241597342	0.9923891568793766	0.9918883890439041	0.9908751316669279	0.9920056758601761	0.9916094299574258	0.992398869851143	0.9919985526192922	0.9880601145602179	0.9910778195344393	0.9817484113723011	0.9923764749640703	0.9885443406980691	0.9919331125572286	0.989212712912458	0.982669619043837
BritoIL_2016__M2.39.ST__bin.97	0.99029700531258	0.9885800949117337	0.9895821800746771	0.9891875266915442	0.9895199028043724	0.9900108142138371	0.9892607194095929	0.9895651007233812	0.9895104749142658	0.9949623404751268	0.9897572436518784	0.9891290682270241	0.9896889038334971	0.9894383007178014	0.9898016517358642	0.9899077783341679	0.9901818004822569	0.9894190968701169	0.9900708566364425	1.0	0.9890569532335237	0.9893720084991021	0.9828221966680288	0.9899893396697093	0.9809409117592677	0.9894746795048577	0.9891751904317546	0.9898146128457128	0.9897889910418098	0.9899384581716665	0.989125619803627	0.9892037050410706	0.9897025571452064	0.989970340818121	0.9903303449374785	0.9897316253353838	0.9896037547878159	0.9899867320223674	0.9895969213324125	0.9890649396697375	0.9887664725704726	0.982350474850856	0.9897399497699906	0.9897789349869711	0.9895465599646189	0.9896403807942714	0.98113369468217
Obregon-TitoAJ_2015__SM28__bin.26	0.9908453282795192	0.989499216112185	0.9904190237963854	0.990306765506938	0.9903639527329393	0.9905411992414458	0.9910798082226654	0.9882905089785538	0.9906287701596516	0.9887322697950672	0.9907820211172245	0.9895747817158302	0.9906994507434126	0.9908000651145272	0.9891757755170374	0.9905051293333665	0.988012667228656	0.9906642919275644	0.9909923517999647	0.9890569532335237	1.0	0.9905477191964609	0.9835334441047373	0.9885668315244419	0.9822498523575403	0.9905760160830096	0.9908502920033672	0.9907484155540172	0.9910180526120055	0.9877667742371565	0.990787773955846	0.990560659499922	0.9904128323131551	0.9905519990417061	0.9897977018029964	0.9904337395244976	0.9901433125783299	0.9908062545763211	0.9904606836106554	0.9880268690024122	0.9902185402415847	0.9823244401365961	0.9905560636917953	0.9880679828332363	0.9905533664891278	0.9883105463235274	0.9824470373779232
LiJ_2014__MH0390__bin.76	0.9915890553018367	0.9900702059974561	0.9917216099139825	0.9913379890573386	0.9912346545803721	0.9919534347357741	0.9915975348644094	0.9891640072025281	0.9915963304373956	0.9890329181339563	0.9917279515865831	0.992210986794278	0.9915464711090554	0.9913404235751346	0.9896838510992242	0.991442080715442	0.9883201880677155	0.9914389833151958	0.992055917835941	0.9893720084991021	0.9905477191964609	1.0	0.9835687574915843	0.9893231299701043	0.9816450111351296	0.9915677943509599	0.9918471337579617	0.9913292437072841	0.9923884235465146	0.9883383052960916	0.9915855122702616	0.9912634889290621	0.9913999226496736	0.9913160708517456	0.9915646343915094	0.9914446293928741	0.993075737327026	0.9915157362402206	0.9916612629779095	0.9883029574005663	0.9913954114578063	0.9811490991504914	0.9916232761912748	0.9889432695913501	0.9913574709996484	0.9889223252679896	0.9819890950003288
ZeeviD_2015__PNP_Main_134__bin.24	0.9846048287619812	0.9831096726769015	0.9833825332396948	0.9829518133733552	0.9833237690806841	0.9837172584814146	0.9876281022067839	0.9833978163453675	0.9836127214600426	0.9826060987446271	0.9839442243633624	0.9856430015762574	0.9842730111241704	0.9835851052780321	0.9836164170943789	0.9838021963329626	0.9817145482372223	0.9839430752273062	0.9840167414594679	0.9828221966680288	0.9835334441047373	0.9835687574915843	1.0	0.9829343214592502	0.981632802537603	0.9836164243018735	0.9839216525388856	0.9839295651931178	0.9862749196065113	0.9831156187168865	0.9837343958212477	0.9833543601951493	0.9841765385615433	0.9858495626690458	0.9860768122050337	0.9839694931973199	0.9856078886107744	0.9837847564919013	0.9850838517518634	0.9828725270547763	0.983076601824117	0.9787765248327795	0.9836292734731971	0.9828247014111535	0.9833116701260388	0.9831499603031058	0.9818791925760596
BritoIL_2016__M1.64.ST__bin.10	0.9900758112664562	0.9889879622424701	0.9892784710107215	0.9892627384128811	0.9892583435374016	0.9904311975336052	0.989860164114366	0.9896261922870399	0.9894043741771099	0.9898467210614816	0.9892300969400305	0.9886483286142884	0.98966998521836	0.9886402566395469	0.9905636175833108	0.9894863712965334	0.9893969574824184	0.9888279245176017	0.9893598742724361	0.9899893396697093	0.9885668315244419	0.9893231299701043	0.9829343214592502	1.0	0.9814179416320943	0.9890683320544241	0.9894174463998017	0.9885683742781117	0.9903639373894683	0.9892386102584447	0.9893374120439958	0.9892843821950423	0.9898968720754304	0.9892504845722074	0.9912663755458515	0.9894659255615037	0.9889445915966264	0.9893071980079263	0.9893676585730167	0.9894981150696827	0.9893521883590624	0.98219322664342	0.9893207044546396	0.9887625674766362	0.9889637261835921	0.9889603525792412	0.9816553078697453
CM_madagascar__A32_01_1FE__bin.38	0.9826634026268841	0.9823975085904277	0.9822486038556675	0.981334905293646	0.9815517186738052	0.9824490395541204	0.9856704870879148	0.9813927674107441	0.9822449961363051	0.9811234105901474	0.9819891641443886	0.9823899611606904	0.9821646033018833	0.9817656413320475	0.9817050034969017	0.981696536633069	0.9795385183848002	0.9823078184331832	0.9823344769346447	0.9809409117592677	0.9822498523575403	0.9816450111351296	0.981632802537603	0.9814179416320943	1.0	0.9823224274849988	0.9826390929005334	0.9826193190312453	0.9838874329308873	0.9803595489335731	0.9824516778136367	0.9813699035410636	0.9824828183802978	0.9830034698953074	0.9827687149924363	0.9817389438550482	0.9822064707606082	0.981939585272094	0.9824781061417555	0.9810684956501465	0.9819678805324195	0.9826785018643219	0.9820074233019258	0.9812589245981201	0.9814905941466642	0.9810949089127556	0.9998219303021028
ZeeviD_2015__PNP_Main_609__bin.34	0.992110307782202	0.990341663435149	0.9918855937530188	0.9920708157198944	0.9918563249633907	0.9916600218059918	0.991444294655994	0.9893477358295142	0.991743794675723	0.9892123867235949	0.9933478060230839	0.9907933103860128	0.992221501460424	0.9917527782572085	0.9897079631782164	0.9919593339367009	0.9884836257495255	0.9925397870103357	0.9921602856786592	0.9894746795048577	0.9905760160830096	0.9915677943509599	0.9836164243018735	0.9890683320544241	0.9823224274849988	1.0	0.9919151184160596	0.9920711668841269	0.9935350005835146	0.9883953891469976	0.9916929481067525	0.9918906799820637	0.9918623904745004	0.9948019176476662	0.9904366509627792	0.9920631452720554	0.9912046183810445	0.9914279634922167	0.9922002141278762	0.9880652517918644	0.9910015908212746	0.9817479690634738	0.9922502670834303	0.9887751208629412	0.9912261086958115	0.9891311199598698	0.9827451621604644
NielsenHB_2014__MH0065__bin.3	0.9919195283040356	0.9904116994616965	0.9919513600373405	0.9912622509982295	0.9912313076953421	0.9914513384355486	0.9923533663915435	0.988366949816167	0.9915453997027794	0.9888018630593153	0.9916481171116148	0.9908968263324034	0.9916719477420229	0.9913416181382012	0.9889626828772821	0.9913111619660006	0.98854479700953	0.9917842794109253	0.9919994436747216	0.9891751904317546	0.9908502920033672	0.9918471337579617	0.9839216525388856	0.9894174463998017	0.9826390929005334	0.9919151184160596	1.0	0.9918293968376013	0.9925136424668108	0.9879657680650124	0.9995915013366038	0.991629105631619	0.9911564553731569	0.9916289182636353	0.9901334771701813	0.9912824470247327	0.9913108182093546	0.9912528359471608	0.9913639935978862	0.9882156883035981	0.9908665570818735	0.9816390307169977	0.9916730410204238	0.988095306992922	0.9911083859441946	0.9889236567327419	0.9828277656788812
