	SchirmerM_2016__G88801__bin.10	ZeeviD_2015__PNP_Main_131__bin.32	LiJ_2014__MH0357__bin.72	LiuW_2016__SRR3992993__bin.100	CosteaPI_2017__SID713A002-11-90-0__bin.13	ZeeviD_2015__PNP_Main_37__bin.27	LiJ_2014__MH0374__bin.7	BritoIL_2016__W1.3.ST__bin.19	ZeeviD_2015__PNP_Main_643__bin.8	BritoIL_2016__M1.27.ST__bin.3	ZeeviD_2015__PNP_Main_113__bin.8	LiJ_2017__H3M516751__bin.15	ZellerG_2014__CCIS56503244ST-3-0__bin.3	CosteaPI_2017__SID713B051-11-90-0__bin.31	BritoIL_2016__W2.6.ST__bin.57	ZeeviD_2015__PNP_Main_81__bin.14	BritoIL_2016__W2.40.ST__bin.16	CosteaPI_2017__SID713B040-11-90-0__bin.117	ZellerG_2014__CCIS48579360ST-4-0__bin.19	BritoIL_2016__M2.39.ST__bin.97	Obregon-TitoAJ_2015__SM28__bin.26	LiJ_2014__MH0390__bin.76	ZeeviD_2015__PNP_Main_134__bin.24	BritoIL_2016__M1.64.ST__bin.10	CM_madagascar__A32_01_1FE__bin.38	ZeeviD_2015__PNP_Main_609__bin.34	NielsenHB_2014__MH0065__bin.3	LeChatelierE_2013__MH0318__bin.72	LiJ_2014__MH0329__bin.68	BritoIL_2016__W1.55.ST__bin.81	LeChatelierE_2013__MH0065__bin.24	LiuW_2016__SRR3993057__bin.3	ZeeviD_2015__PNP_Main_172__bin.62	KarlssonFH_2013__S239__bin.11	BritoIL_2016__W1.11.ST__bin.49	ZeeviD_2015__PNP_Main_80__bin.57	QinJ_2012__T2D-082__bin.3	NielsenHB_2014__MH0053__bin.26	CosteaPI_2017__SID713A084-11-0-0__bin.29	BritoIL_2016__M1.57.ST__bin.60	ZeeviD_2015__PNP_Main_404__bin.46	CM_madagascar__A73_01_1FE__bin.11	LiuW_2016__SRR3992995__bin.82	BritoIL_2016__W2.46.ST__bin.13	LeChatelierE_2013__MH0053__bin.29	BritoIL_2016__W2.59.ST__bin.71	CM_madagascar__V07_01_2FE__bin.18
LiJ_2017__H3M516751__bin.15	11894.0	22907.0	20704.0	15792.0	17646.0	13823.0	11721.0	25970.0	19773.0	20617.0	19786.0	0.0	19327.0	19986.0	22619.0	17784.0	15717.0	20813.0	18381.0	19801.0	21677.0	17175.0	22543.0	24484.0	34994.0	19456.0	17375.0	19979.0	9177.0	16675.0	19468.0	18077.0	19060.0	19240.0	12906.0	17952.0	9340.0	18941.0	20195.0	23962.0	19924.0	30632.0	18269.0	26555.0	20186.0	25347.0	35943.0
ZellerG_2014__CCIS56503244ST-3-0__bin.3	11134.0	22423.0	20425.0	15556.0	17235.0	13949.0	10250.0	26451.0	20052.0	19830.0	18534.0	19327.0	0.0	20119.0	23720.0	17643.0	15657.0	20972.0	18616.0	20116.0	20919.0	19592.0	26494.0	24117.0	38079.0	17651.0	17386.0	20163.0	8809.0	17357.0	20204.0	17526.0	18445.0	16706.0	12661.0	17728.0	19246.0	18951.0	19628.0	25317.0	21350.0	33190.0	19631.0	26590.0	20484.0	25820.0	39048.0
CosteaPI_2017__SID713B051-11-90-0__bin.31	11133.0	23385.0	20121.0	14350.0	16867.0	14420.0	10842.0	25914.0	18539.0	19942.0	18241.0	19986.0	20119.0	0.0	23576.0	18708.0	16504.0	19915.0	18111.0	19933.0	20176.0	19679.0	27183.0	25864.0	37873.0	18110.0	17375.0	21292.0	8922.0	17606.0	19931.0	18239.0	19643.0	18665.0	12275.0	19294.0	19075.0	18316.0	18457.0	24556.0	21447.0	31437.0	17640.0	25244.0	19836.0	26897.0	38405.0
BritoIL_2016__W2.6.ST__bin.57	14106.0	25593.0	23904.0	18403.0	21844.0	17297.0	12158.0	24793.0	23783.0	19020.0	24354.0	22619.0	23720.0	23576.0	0.0	22685.0	12626.0	24774.0	24436.0	20111.0	24213.0	24055.0	27867.0	22291.0	39683.0	23225.0	23037.0	24893.0	9922.0	16207.0	25484.0	22470.0	24092.0	21612.0	11536.0	22664.0	23496.0	22505.0	23116.0	24624.0	24519.0	33344.0	22019.0	24480.0	23881.0	25391.0	40794.0
ZeeviD_2015__PNP_Main_81__bin.14	11426.0	21685.0	20427.0	14745.0	16181.0	13339.0	11011.0	25189.0	19918.0	20364.0	18304.0	17784.0	17643.0	18708.0	22685.0	0.0	15938.0	18997.0	17970.0	19348.0	20586.0	19200.0	26653.0	23526.0	37808.0	17724.0	17264.0	19179.0	8837.0	16802.0	19702.0	17231.0	17338.0	16921.0	11450.0	253.0	18984.0	17862.0	19525.0	23730.0	19798.0	32697.0	17397.0	25601.0	19057.0	24409.0	39264.0
BritoIL_2016__W2.40.ST__bin.16	10092.0	17606.0	16974.0	13258.0	15398.0	13032.0	8435.0	15596.0	16993.0	13045.0	16439.0	15717.0	15657.0	16504.0	12626.0	15938.0	0.0	15980.0	16012.0	12708.0	16538.0	16793.0	20060.0	15591.0	29017.0	16354.0	14691.0	16987.0	6384.0	10338.0	17233.0	15776.0	15350.0	14286.0	6380.0	15636.0	16306.0	14976.0	16966.0	14164.0	16766.0	23787.0	15330.0	15409.0	16501.0	14624.0	29249.0
CosteaPI_2017__SID713B040-11-90-0__bin.117	10792.0	23649.0	19416.0	14726.0	17340.0	14715.0	10345.0	26432.0	19212.0	19653.0	18481.0	20813.0	20972.0	19915.0	24774.0	18997.0	15980.0	0.0	18817.0	20524.0	20778.0	19541.0	27343.0	26004.0	37982.0	17263.0	16985.0	19058.0	8490.0	17108.0	19903.0	18008.0	20274.0	17969.0	12941.0	19176.0	19643.0	18043.0	18643.0	25836.0	21376.0	32440.0	18459.0	26840.0	19643.0	26059.0	38885.0
ZellerG_2014__CCIS48579360ST-4-0__bin.19	9871.0	21507.0	16286.0	14739.0	16952.0	13349.0	9522.0	26625.0	17467.0	19637.0	17515.0	18381.0	18616.0	18111.0	24436.0	17970.0	16012.0	18817.0	0.0	19181.0	19858.0	18238.0	26709.0	24461.0	37403.0	17730.0	16567.0	15718.0	7932.0	17265.0	18473.0	16291.0	17551.0	17806.0	12050.0	18175.0	18433.0	16688.0	17823.0	26058.0	20916.0	32999.0	16725.0	26329.0	18189.0	24624.0	37967.0
BritoIL_2016__M2.39.ST__bin.97	11974.0	22168.0	20231.0	17191.0	18658.0	15740.0	10809.0	20377.0	20102.0	8299.0	19993.0	19801.0	20116.0	19933.0	20111.0	19348.0	12708.0	20524.0	19181.0	0.0	20561.0	20668.0	25305.0	19523.0	35356.0	20037.0	19152.0	19892.0	9536.0	13609.0	20817.0	20182.0	20038.0	18342.0	10377.0	19744.0	19149.0	18890.0	19523.0	20478.0	22045.0	28709.0	19413.0	19934.0	19949.0	20318.0	35834.0
Obregon-TitoAJ_2015__SM28__bin.26	12226.0	23456.0	21304.0	16681.0	19089.0	15951.0	10512.0	25975.0	20522.0	19874.0	20490.0	21677.0	20919.0	20176.0	24213.0	20586.0	16538.0	20778.0	19858.0	20561.0	0.0	20854.0	26827.0	25496.0	36518.0	20457.0	18130.0	20727.0	10023.0	17646.0	20089.0	19422.0	21157.0	19955.0	13134.0	20966.0	20755.0	19236.0	20488.0	25120.0	21987.0	30673.0	20000.0	26507.0	20136.0	26082.0	37246.0
LiJ_2014__MH0390__bin.76	11809.0	22780.0	19124.0	15534.0	18065.0	14402.0	10321.0	24902.0	19017.0	20131.0	18989.0	17175.0	19592.0	19679.0	24055.0	19200.0	16793.0	19541.0	18238.0	20668.0	20854.0	0.0	27471.0	24871.0	39314.0	18820.0	16800.0	20064.0	8880.0	17470.0	19021.0	18688.0	19635.0	18899.0	11287.0	19413.0	15668.0	18555.0	18415.0	25166.0	20068.0	34202.0	18382.0	25327.0	19251.0	25367.0	39989.0
ZeeviD_2015__PNP_Main_134__bin.24	16200.0	28630.0	27921.0	23400.0	26154.0	22338.0	10888.0	27772.0	27326.0	24462.0	26997.0	22543.0	26494.0	27183.0	27867.0	26653.0	20060.0	27343.0	26709.0	25305.0	26827.0	27471.0	0.0	28628.0	29340.0	27275.0	24421.0	27058.0	11558.0	19701.0	26805.0	26599.0	26716.0	22554.0	13379.0	26652.0	23011.0	26402.0	24399.0	27483.0	28690.0	29404.0	26452.0	28837.0	27232.0	28694.0	29593.0
BritoIL_2016__M1.64.ST__bin.10	13863.0	25530.0	24804.0	19324.0	21966.0	17024.0	12425.0	24497.0	23853.0	18809.0	24695.0	24484.0	24117.0	25864.0	22291.0	23526.0	15591.0	26004.0	24461.0	19523.0	25496.0	24871.0	28628.0	0.0	40244.0	24546.0	21860.0	26606.0	11099.0	16330.0	24218.0	22926.0	23178.0	23753.0	11780.0	23853.0	24154.0	23446.0	23547.0	23027.0	24801.0	32764.0	23452.0	26236.0	24639.0	26131.0	40965.0
CM_madagascar__A32_01_1FE__bin.38	23186.0	37949.0	37899.0	32170.0	36091.0	29270.0	15877.0	40399.0	37498.0	33171.0	38655.0	34994.0	38079.0	37873.0	39683.0	37808.0	29017.0	37982.0	37403.0	35356.0	36518.0	39314.0	29340.0	40244.0	0.0	37217.0	33389.0	37203.0	17141.0	28191.0	37116.0	37531.0	37116.0	34239.0	21073.0	38298.0	36008.0	36796.0	36036.0	39220.0	39065.0	31125.0	36769.0	40345.0	38329.0	41019.0	402.0
ZeeviD_2015__PNP_Main_609__bin.34	10775.0	21868.0	18396.0	13903.0	16628.0	14350.0	10275.0	24066.0	18493.0	19187.0	15309.0	19456.0	17651.0	18110.0	23225.0	17724.0	16354.0	17263.0	17730.0	20037.0	20457.0	18820.0	27275.0	24546.0	37217.0	0.0	16299.0	18030.0	7534.0	16925.0	18575.0	17072.0	18297.0	11478.0	12614.0	17619.0	18831.0	18290.0	17091.0	25643.0	20680.0	32324.0	16619.0	25006.0	19148.0	24484.0	37357.0
NielsenHB_2014__MH0065__bin.3	10288.0	19563.0	16554.0	14154.0	16227.0	13835.0	8452.0	24170.0	17238.0	18455.0	17312.0	17375.0	17386.0	17375.0	23037.0	17264.0	14691.0	16985.0	16567.0	19152.0	18130.0	16800.0	24421.0	21860.0	33389.0	16299.0	0.0	16875.0	7817.0	16513.0	864.0	16007.0	18352.0	16255.0	11524.0	17521.0	16839.0	17288.0	17153.0	23003.0	19164.0	30182.0	16427.0	24684.0	17619.0	22736.0	33977.0
LeChatelierE_2013__MH0318__bin.72	10748.0	22465.0	17670.0	15658.0	17823.0	14706.0	9640.0	26556.0	19596.0	19425.0	18919.0	19979.0	20163.0	21292.0	24893.0	19179.0	16987.0	19058.0	15718.0	19892.0	20727.0	20064.0	27058.0	26606.0	37203.0	18030.0	16875.0	0.0	8108.0	16862.0	19568.0	17361.0	19491.0	18722.0	12956.0	19190.0	18900.0	17603.0	19282.0	25909.0	20995.0	33108.0	18442.0	26443.0	18615.0	25480.0	37820.0
LiJ_2014__MH0329__bin.68	4750.0	10459.0	8503.0	6730.0	7886.0	6162.0	8462.0	11573.0	8720.0	9352.0	8444.0	9177.0	8809.0	8922.0	9922.0	8837.0	6384.0	8490.0	7932.0	9536.0	10023.0	8880.0	11558.0	11099.0	17141.0	7534.0	7817.0	8108.0	0.0	7739.0	9254.0	8260.0	8916.0	8745.0	9875.0	8444.0	10063.0	8119.0	9034.0	12372.0	8377.0	15100.0	7656.0	11053.0	9151.0	11222.0	17554.0
BritoIL_2016__W1.55.ST__bin.81	11743.0	18948.0	18264.0	15517.0	16574.0	14711.0	9292.0	14045.0	17685.0	8742.0	17071.0	16675.0	17357.0	17606.0	16207.0	16802.0	10338.0	17108.0	17265.0	13609.0	17646.0	17470.0	19701.0	16330.0	28191.0	16925.0	16513.0	16862.0	7739.0	0.0	17983.0	17673.0	17697.0	15938.0	8868.0	16931.0	17073.0	17687.0	16934.0	13537.0	18097.0	23822.0	17084.0	15014.0	17863.0	8534.0	28439.0
LeChatelierE_2013__MH0065__bin.24	11454.0	21995.0	19187.0	15652.0	18193.0	15159.0	9445.0	25983.0	19691.0	20269.0	19810.0	19468.0	20204.0	19931.0	25484.0	19702.0	17233.0	19903.0	18473.0	20817.0	20089.0	19021.0	26805.0	24218.0	37116.0	18575.0	864.0	19568.0	9254.0	17983.0	0.0	17641.0	20644.0	18745.0	12100.0	19715.0	19197.0	18780.0	19649.0	26303.0	21567.0	32835.0	18175.0	27103.0	20128.0	25906.0	37997.0
LiuW_2016__SRR3993057__bin.3	10805.0	21635.0	17690.0	15552.0	16644.0	13453.0	9568.0	24503.0	17562.0	19766.0	17192.0	18077.0	17526.0	18239.0	22470.0	17231.0	15776.0	18008.0	16291.0	20182.0	19422.0	18688.0	26599.0	22926.0	37531.0	17072.0	16007.0	17361.0	8260.0	17673.0	17641.0	0.0	17303.0	16360.0	11984.0	17281.0	17759.0	17958.0	18066.0	24140.0	18719.0	33205.0	17011.0	25025.0	18844.0	23994.0	38265.0
ZeeviD_2015__PNP_Main_172__bin.62	10835.0	21924.0	19646.0	15255.0	16535.0	1389.0	10433.0	26018.0	19023.0	19944.0	17941.0	19060.0	18445.0	19643.0	24092.0	17338.0	15350.0	20274.0	17551.0	20038.0	21157.0	19635.0	26716.0	23178.0	37116.0	18297.0	18352.0	19491.0	8916.0	17697.0	20644.0	17303.0	0.0	17452.0	11838.0	17983.0	19768.0	18397.0	19263.0	25131.0	20280.0	32717.0	18442.0	26718.0	19908.0	25658.0	38203.0
KarlssonFH_2013__S239__bin.11	10620.0	21278.0	19337.0	14031.0	16304.0	13489.0	10376.0	23723.0	18575.0	18920.0	14113.0	19240.0	16706.0	18665.0	21612.0	16921.0	14286.0	17969.0	17806.0	18342.0	19955.0	18899.0	22554.0	23753.0	34239.0	11478.0	16255.0	18722.0	8745.0	15938.0	18745.0	16360.0	17452.0	0.0	13044.0	16689.0	19163.0	17607.0	18006.0	23234.0	20454.0	30974.0	16783.0	24807.0	18781.0	23863.0	35266.0
BritoIL_2016__W1.11.ST__bin.49	7172.0	14159.0	12906.0	9912.0	11097.0	8578.0	10307.0	13742.0	12073.0	10504.0	12388.0	12906.0	12661.0	12275.0	11536.0	11450.0	6380.0	12941.0	12050.0	10377.0	13134.0	11287.0	13379.0	11780.0	21073.0	12614.0	11524.0	12956.0	9875.0	8868.0	12100.0	11984.0	11838.0	13044.0	0.0	12038.0	12842.0	11792.0	11873.0	13888.0	12570.0	17733.0	11989.0	13061.0	12947.0	14080.0	21311.0
ZeeviD_2015__PNP_Main_80__bin.57	11494.0	22577.0	20627.0	14711.0	16284.0	13567.0	11008.0	25363.0	19757.0	20440.0	18347.0	17952.0	17728.0	19294.0	22664.0	253.0	15636.0	19176.0	18175.0	19744.0	20966.0	19413.0	26652.0	23853.0	38298.0	17619.0	17521.0	19190.0	8444.0	16931.0	19715.0	17281.0	17983.0	16689.0	12038.0	0.0	19121.0	18160.0	19350.0	23830.0	20201.0	32881.0	18045.0	25778.0	19500.0	24981.0	39581.0
QinJ_2012__T2D-082__bin.3	11442.0	22785.0	19563.0	15514.0	17342.0	14790.0	11136.0	24807.0	18719.0	19913.0	18550.0	9340.0	19246.0	19075.0	23496.0	18984.0	16306.0	19643.0	18433.0	19149.0	20755.0	15668.0	23011.0	24154.0	36008.0	18831.0	16839.0	18900.0	10063.0	17073.0	19197.0	17759.0	19768.0	19163.0	12842.0	19121.0	0.0	18331.0	19113.0	24627.0	20681.0	32075.0	17971.0	24686.0	19776.0	23798.0	36627.0
NielsenHB_2014__MH0053__bin.26	9921.0	22124.0	17213.0	15456.0	16367.0	14514.0	10332.0	24472.0	19023.0	19693.0	18299.0	18941.0	18951.0	18316.0	22505.0	17862.0	14976.0	18043.0	16688.0	18890.0	19236.0	18555.0	26402.0	23446.0	36796.0	18290.0	17288.0	17603.0	8119.0	17687.0	18780.0	17958.0	18397.0	17607.0	11792.0	18160.0	18331.0	0.0	17356.0	23615.0	19544.0	31274.0	17801.0	24530.0	848.0	23319.0	37468.0
CosteaPI_2017__SID713A084-11-0-0__bin.29	10447.0	22447.0	18115.0	15053.0	17196.0	14435.0	10634.0	24756.0	19018.0	19414.0	17565.0	20195.0	19628.0	18457.0	23116.0	19525.0	16966.0	18643.0	17823.0	19523.0	20488.0	18415.0	24399.0	23547.0	36036.0	17091.0	17153.0	19282.0	9034.0	16934.0	19649.0	18066.0	19263.0	18006.0	11873.0	19350.0	19113.0	17356.0	0.0	24541.0	19861.0	32346.0	18228.0	24554.0	18719.0	24753.0	36612.0
BritoIL_2016__M1.57.ST__bin.60	15277.0	27139.0	26001.0	19639.0	23795.0	18993.0	13600.0	23378.0	25050.0	18023.0	26103.0	23962.0	25317.0	24556.0	24624.0	23730.0	14164.0	25836.0	26058.0	20478.0	25120.0	25166.0	27483.0	23027.0	39220.0	25643.0	23003.0	25909.0	12372.0	13537.0	26303.0	24140.0	25131.0	23234.0	13888.0	23830.0	24627.0	23615.0	24541.0	0.0	26534.0	31567.0	22726.0	19060.0	24946.0	21943.0	39563.0
ZeeviD_2015__PNP_Main_404__bin.46	11761.0	23078.0	19671.0	16034.0	18433.0	14472.0	10541.0	27797.0	20902.0	21098.0	20913.0	19924.0	21350.0	21447.0	24519.0	19798.0	16766.0	21376.0	20916.0	22045.0	21987.0	20068.0	28690.0	24801.0	39065.0	20680.0	19164.0	20995.0	8377.0	18097.0	21567.0	18719.0	20280.0	20454.0	12570.0	20201.0	20681.0	19544.0	19861.0	26534.0	0.0	34226.0	18983.0	28212.0	21190.0	27014.0	39940.0
CM_madagascar__A73_01_1FE__bin.11	21477.0	33069.0	33621.0	29080.0	29985.0	26539.0	15407.0	34555.0	32380.0	28457.0	33201.0	30632.0	33190.0	31437.0	33344.0	32697.0	23787.0	32440.0	32999.0	28709.0	30673.0	34202.0	29404.0	32764.0	31125.0	32324.0	30182.0	33108.0	15100.0	23822.0	32835.0	33205.0	32717.0	30974.0	17733.0	32881.0	32075.0	31274.0	32346.0	31567.0	34226.0	0.0	32071.0	34052.0	32641.0	33970.0	31781.0
LiuW_2016__SRR3992995__bin.82	11014.0	22359.0	18794.0	1511.0	16480.0	13401.0	9615.0	23888.0	17917.0	19503.0	18243.0	18269.0	19631.0	17640.0	22019.0	17397.0	15330.0	18459.0	16725.0	19413.0	20000.0	18382.0	26452.0	23452.0	36769.0	16619.0	16427.0	18442.0	7656.0	17084.0	18175.0	17011.0	18442.0	16783.0	11989.0	18045.0	17971.0	17801.0	18228.0	22726.0	18983.0	32071.0	0.0	24454.0	18429.0	23537.0	37570.0
BritoIL_2016__W2.46.ST__bin.13	15903.0	28766.0	25199.0	21182.0	24788.0	19638.0	13189.0	23579.0	26172.0	17991.0	25963.0	26555.0	26590.0	25244.0	24480.0	25601.0	15409.0	26840.0	26329.0	19934.0	26507.0	25327.0	28837.0	26236.0	40345.0	25006.0	24684.0	26443.0	11053.0	15014.0	27103.0	25025.0	26718.0	24807.0	13061.0	25778.0	24686.0	24530.0	24554.0	19060.0	28212.0	34052.0	24454.0	0.0	25717.0	24410.0	41075.0
LeChatelierE_2013__MH0053__bin.29	10344.0	23233.0	19258.0	16034.0	17316.0	15311.0	11440.0	26004.0	20008.0	20356.0	19599.0	20186.0	20484.0	19836.0	23881.0	19057.0	16501.0	19643.0	18189.0	19949.0	20136.0	19251.0	27232.0	24639.0	38329.0	19148.0	17619.0	18615.0	9151.0	17863.0	20128.0	18844.0	19908.0	18781.0	12947.0	19500.0	19776.0	848.0	18719.0	24946.0	21190.0	32641.0	18429.0	25717.0	0.0	24595.0	38541.0
BritoIL_2016__W2.59.ST__bin.71	14878.0	29121.0	26344.0	20048.0	22680.0	19257.0	13616.0	24017.0	24945.0	14552.0	25203.0	25347.0	25820.0	26897.0	25391.0	24409.0	14624.0	26059.0	24624.0	20318.0	26082.0	25367.0	28694.0	26131.0	41019.0	24484.0	22736.0	25480.0	11222.0	8534.0	25906.0	23994.0	25658.0	23863.0	14080.0	24981.0	23798.0	23319.0	24753.0	21943.0	27014.0	33970.0	23537.0	24410.0	24595.0	0.0	41521.0
