	ZeeviD_2015__PNP_Main_533__bin.10	QinN_2014__HV-30__bin.15	WenC_2017__N263__bin.18	ChengpingW_2017__AS131raw__bin.34	CosteaPI_2017__SID713A029-11-90-0__bin.38	QinN_2014__HV-25__bin.3	WenC_2017__RA074__bin.44	VogtmannE_2016__MMRS51737257ST-27-0-0__bin.67	HeQ_2017__SZAXPI029592-129__bin.39	QinJ_2012__DOM010__bin.24	ChengpingW_2017__AS101raw__bin.19	QinJ_2012__T2D-035__bin.12	ZeeviD_2015__PNP_Main_705__bin.23	QinN_2014__LD-68__bin.49	QinN_2014__LD-84__bin.26	QinN_2014__HD-65__bin.28	QinJ_2012__DOM022__bin.5	WenC_2017__N023__bin.5	ZellerG_2014__CCIS11558985ST-4-0__bin.5	WenC_2017__N024__bin.4	QinN_2014__HD-19__bin.31	LiJ_2017__H2M514107__bin.40	NielsenHB_2014__V1_UC4_5__bin.52	LiJ_2014__O2.UC8-0__bin.38	ChengpingW_2017__AS40raw__bin.68	LiJ_2014__V1.FI25__bin.79	ChengpingW_2017__AS92raw__bin.7	ChengpingW_2017__AS61raw__bin.47	HeQ_2017__SZAXPI029552-169__bin.39	NielsenHB_2014__V1_UC32_0__bin.67	GeversD_2014__SKBSTL033__bin.78	ZeeviD_2015__PNP_Validation_59__bin.24	QinN_2014__LD-40__bin.7
ChengpingW_2017__AS101raw__bin.19	0.9711960739810778	0.974650130205894	0.9708917636899518	0.9738646120578041	0.9678431690397307	0.9726831811354907	0.971784041272623	0.9706331349402414	0.9719825533589073	0.9747944485842288	1.0	0.9734973643280145	0.97472312238773	0.9721466692514025	0.971397772620461	0.9744228838821032	0.9728097292800104	0.9750762089192752	0.9720292644887157	0.9720440338182395	0.9881029514971665	0.9710071962359597	0.9684355565110868	0.9700722932331263	0.9703090559983166	0.9698014284157254	0.9753115392392583	0.9702790483285357	0.9717486310197513	0.9692922482852334	0.9681685084509182	0.9740948878661314	0.982227527016889
QinJ_2012__T2D-035__bin.12	0.9749841827141571	0.9738861398030266	0.9746912012904575	0.9729824952413757	0.970028762122063	0.9726223577000799	0.973759219696512	0.9741261540278607	0.9727136534027913	0.9739510285826368	0.9734973643280145	1.0	0.9730022962371485	0.9747873536567548	0.9745081260190995	0.9752765668563816	0.9764581614127744	0.976189396109375	0.9756731787787521	0.9727254665270884	0.9851134967149	0.9729836255938723	0.9695318498494461	0.9726385767604867	0.9746032570337341	0.9704351334547426	0.9779308106573089	0.9737852684065553	0.973575773508642	0.9724701736766463	0.9724330960978701	0.9758281133327802	0.980309266270716
ZeeviD_2015__PNP_Main_705__bin.23	0.9801613822149416	0.9765324336517526	0.9772075722857945	0.9771754839860826	0.9759568599497939	0.9762305306923622	0.9765043381730011	0.9784911681767784	0.9766891725395496	0.9756238977968739	0.97472312238773	0.9730022962371485	1.0	0.9747778900644617	0.9794076177220167	0.9771502855926695	0.9784040944515529	0.978022921521358	0.9782307840777958	0.9766392131986349	0.9877374288211291	0.9746929621963561	0.9751128069227313	0.9781403530365037	0.9771250569339786	0.9772088607744773	0.9799575296265105	0.9764405653435165	0.9758387078370035	0.9778635687062542	0.9761612724539052	0.9827180894100036	0.9840118746167942
QinN_2014__LD-68__bin.49	0.9739277385303232	0.9741608244758182	0.9757028910785863	0.9754760056962455	0.9704650634603266	0.9754331040050848	0.9748714188055435	0.973188189154175	0.9731658022735048	0.9744146824357591	0.9721466692514025	0.9747873536567548	0.9747778900644617	1.0	0.9771949018023457	0.9763902877912647	0.9768567743022677	0.9776929825360253	0.9739559084139169	0.9735238247292348	0.9884422607234544	0.9723510447005063	0.9701793614344449	0.9729277340132557	0.9736970844592707	0.9715027180402017	0.9796485230880991	0.9734067768513321	0.9731664665473366	0.972707358363972	0.9706908962501188	0.9753985933054481	0.9836455720302723
QinN_2014__LD-84__bin.26	0.9752443290631019	0.9765654984605654	0.9767475397644907	0.9773676184093912	0.9730032025826774	0.9771163954188621	0.9759474021366883	0.977361578688241	0.975456831327108	0.9757074798173763	0.971397772620461	0.9745081260190995	0.9794076177220167	0.9771949018023457	1.0	0.9780966621751025	0.9790101384408062	0.9805849004770111	0.9775156907372923	0.9783169262134453	0.9913921333367068	0.9736557334819808	0.9741886121078455	0.9780585235031547	0.9762424171721885	0.9735379664326889	0.9817211470410214	0.9770931749217742	0.9750225106185885	0.9760977647370459	0.9723677095054537	0.9768625532286482	0.9867328570382715
QinN_2014__HD-65__bin.28	0.9739736757503374	0.9772214553644146	0.9764601658560388	0.9771012634661115	0.9717761411649994	0.9756037447427529	0.9758454688697413	0.9739827051680167	0.974947757103946	0.9764875215953861	0.9744228838821032	0.9752765668563816	0.9771502855926695	0.9763902877912647	0.9780966621751025	1.0	0.9784467200220796	0.9780001179013066	0.9759281744777661	0.9767745987898477	0.9896768333443896	0.9744362119533198	0.9730241060572952	0.9741129252073144	0.9758901444262141	0.973721794216776	0.9797436487698918	0.9749359548181137	0.974304327913393	0.9746944690638873	0.9714595375722543	0.9775568013119609	0.9843376732720974
QinJ_2012__DOM022__bin.5	0.9750035554797053	0.9775447108066971	0.9766872059969611	0.9769379970622367	0.9730969387783841	0.9758176985454242	0.9752172953536351	0.975311611549789	0.9750798712320512	0.975659670540897	0.9728097292800104	0.9764581614127744	0.9784040944515529	0.9768567743022677	0.9790101384408062	0.9784467200220796	1.0	0.9804723221740687	0.9766663880925303	0.9772719439314089	0.9920635736535318	0.9738250987087824	0.9727778437325102	0.9744718423704164	0.9754939858110543	0.9740368662104246	0.9809268352287236	0.9753275170214676	0.9746099412922677	0.9748207059304203	0.9723497358616051	0.9770410665520428	0.9889756260956947
WenC_2017__N023__bin.5	0.9771662132723159	0.9786008184565292	0.9781233285777118	0.979901472847025	0.9752706384958882	0.9789226290172688	0.9792033421219408	0.97777884885979	0.9778659771033292	0.9790621692122381	0.9750762089192752	0.976189396109375	0.978022921521358	0.9776929825360253	0.9805849004770111	0.9780001179013066	0.9804723221740687	1.0	0.9794047060243056	0.9791175636399931	0.9906423728175907	0.9753266361134701	0.9736901258646944	0.9776325848850328	0.9773249539852688	0.9761315426228343	0.9841599806003035	0.9780590295207866	0.9779479718418453	0.9774502876005614	0.9759297222141438	0.9782982101562424	0.9870630842692057
ZellerG_2014__CCIS11558985ST-4-0__bin.5	0.9767632066257909	0.9770043066607113	0.9766070078753468	0.9752577115118579	0.9771098587184057	0.9769520128424536	0.9764086706759904	0.9779883707679763	0.9755214386276133	0.9770582034086253	0.9720292644887157	0.9756731787787521	0.9782307840777958	0.9739559084139169	0.9775156907372923	0.9759281744777661	0.9766663880925303	0.9794047060243056	1.0	0.976785563245384	0.990070184340776	0.9768623984330249	0.9749784736930165	0.9792014928540429	0.9766001044638194	0.9786580726405498	0.9809821465385725	0.9752892168140139	0.974781540918037	0.978363135663956	0.9751216880535301	0.9783728734126639	0.9881406706213577
WenC_2017__N024__bin.4	0.9732578753579708	0.9758383799063085	0.9764536538555373	0.9770882231878203	0.9718494830886023	0.9759803814236605	0.9754601328532498	0.9741305510157259	0.9743818950133671	0.9761670167871949	0.9720440338182395	0.9727254665270884	0.9766392131986349	0.9735238247292348	0.9783169262134453	0.9767745987898477	0.9772719439314089	0.9791175636399931	0.976785563245384	1.0	0.9901713551003907	0.9730417434381007	0.9717186627524478	0.9740909623450571	0.9763870770584137	0.9731369866549651	0.9801518766706168	0.9755897619037956	0.9743129058080583	0.9749965483226511	0.9723950461457596	0.9759303213837508	0.9857763012421688
QinN_2014__HD-19__bin.31	0.9885685782193327	0.9904139934296822	0.9918378272457502	0.9920965896242899	0.9879165571063805	0.9906325933941097	0.9915195607165823	0.9892393679942657	0.9901405448307576	0.9904504390593415	0.9881029514971665	0.9851134967149	0.9877374288211291	0.9884422607234544	0.9913921333367068	0.9896768333443896	0.9920635736535318	0.9906423728175907	0.990070184340776	0.9901713551003907	1.0	0.9870966550011349	0.9858291940297608	0.9900984581884893	0.993138152513061	0.99117100435672	0.9914694376657545	0.9928507641540877	0.9918502028044653	0.9894843778568062	0.9887457191271186	0.98933307747181	0.9916209302712449
LiJ_2017__H2M514107__bin.40	0.9746398831797224	0.9724139180897203	0.9726897496663717	0.972729133635349	0.9712664903337338	0.974204479473048	0.9733778591802659	0.973039025910727	0.9727635771751597	0.9735019280781992	0.9710071962359597	0.9729836255938723	0.9746929621963561	0.9723510447005063	0.9736557334819808	0.9744362119533198	0.9738250987087824	0.9753266361134701	0.9768623984330249	0.9730417434381007	0.9870966550011349	1.0	0.9709340766874898	0.9734017374633178	0.9752819473375522	0.9729518764880276	0.9778980461183217	0.9721281884507369	0.9723494411057245	0.9738858539949546	0.9712549461818643	0.9751452475167153	0.983097400336411
NielsenHB_2014__V1_UC4_5__bin.52	0.972541879442208	0.973652646813552	0.9702521087634022	0.9729034237120605	0.9711384479191534	0.9716622253350187	0.9711095830063978	0.9726941564399627	0.9712680263378318	0.9731781790924438	0.9684355565110868	0.9695318498494461	0.9751128069227313	0.9701793614344449	0.9741886121078455	0.9730241060572952	0.9727778437325102	0.9736901258646944	0.9749784736930165	0.9717186627524478	0.9858291940297608	0.9709340766874898	1.0	0.9745179098597603	0.9719231337467304	0.9731065799425548	0.9763278503730292	0.97014783190458	0.9719372322507753	0.9726658686200202	0.9717864736293571	0.9757590685587773	0.9794602278438798
LiJ_2014__O2.UC8-0__bin.38	0.9762417766894405	0.9753236549668335	0.9751008760111302	0.9739799811900667	0.9750636028688087	0.9753656521310181	0.973762801733882	0.9779104490512059	0.9740102143262473	0.974552588362632	0.9700722932331263	0.9726385767604867	0.9781403530365037	0.9729277340132557	0.9780585235031547	0.9741129252073144	0.9744718423704164	0.9776325848850328	0.9792014928540429	0.9740909623450571	0.9900984581884893	0.9734017374633178	0.9745179098597603	1.0	0.9751778159955791	0.976926991926992	0.9780020582300842	0.9727074315907938	0.9732061635452801	0.9767809770208489	0.9734697603881611	0.9769569475462947	0.9850246303146591
ChengpingW_2017__AS40raw__bin.68	0.9749832163894664	0.9751212917672468	0.9750628255089777	0.9740877207632249	0.9720791254255793	0.9746215285594944	0.9750184580482562	0.9750679997482368	0.9735128381624707	0.9758206169722252	0.9703090559983166	0.9746032570337341	0.9771250569339786	0.9736970844592707	0.9762424171721885	0.9758901444262141	0.9754939858110543	0.9773249539852688	0.9766001044638194	0.9763870770584137	0.993138152513061	0.9752819473375522	0.9719231337467304	0.9751778159955791	1.0	0.9735549614705938	0.9801340657165935	0.9755555441246064	0.9735735001444622	0.9748028305403541	0.9717376480688681	0.9762883480840596	0.9909190548874719
LiJ_2014__V1.FI25__bin.79	0.9752191459965377	0.9731521249035177	0.9719512023427381	0.9744537119938292	0.9722802316549884	0.9729935225636663	0.9726123303540769	0.9742796806778206	0.9732248495082458	0.9736418932585893	0.9698014284157254	0.9704351334547426	0.9772088607744773	0.9715027180402017	0.9735379664326889	0.973721794216776	0.9740368662104246	0.9761315426228343	0.9786580726405498	0.9731369866549651	0.99117100435672	0.9729518764880276	0.9731065799425548	0.976926991926992	0.9735549614705938	1.0	0.9788314750459816	0.9710781721969856	0.9725922125383398	0.9744734235522874	0.9723455360781881	0.9765285814180441	0.9837150400309086
ChengpingW_2017__AS92raw__bin.7	0.9777772523124988	0.9767801764586435	0.9805851106185401	0.9822192125515901	0.9742066495710028	0.9789801671325026	0.9802388210250438	0.9784054654395484	0.9779692387962694	0.9796691490637246	0.9753115392392583	0.9779308106573089	0.9799575296265105	0.9796485230880991	0.9817211470410214	0.9797436487698918	0.9809268352287236	0.9841599806003035	0.9809821465385725	0.9801518766706168	0.9914694376657545	0.9778980461183217	0.9763278503730292	0.9780020582300842	0.9801340657165935	0.9788314750459816	1.0	0.9800918054721844	0.9783505042398453	0.9790997241525069	0.9786787818460233	0.9787994492673229	0.987482009975838
ChengpingW_2017__AS61raw__bin.47	0.9715604580122826	0.972588088584666	0.9751015483009988	0.9760654597899822	0.970559467970928	0.9757195886966851	0.9773444701400126	0.9724723554792396	0.9719352833810617	0.9745808813301621	0.9702790483285357	0.9737852684065553	0.9764405653435165	0.9734067768513321	0.9770931749217742	0.9749359548181137	0.9753275170214676	0.9780590295207866	0.9752892168140139	0.9755897619037956	0.9928507641540877	0.9721281884507369	0.97014783190458	0.9727074315907938	0.9755555441246064	0.9710781721969856	0.9800918054721844	1.0	0.9739445731668408	0.9731538954802562	0.9699685874951393	0.975290334722938	0.9860514773137774
HeQ_2017__SZAXPI029552-169__bin.39	0.9730297395206002	0.9763890464460506	0.9748836021452567	0.9748390363402721	0.970875135984528	0.9737776517065904	0.9746926946738824	0.9738345266398793	0.9731822737011072	0.9750356136150092	0.9717486310197513	0.973575773508642	0.9758387078370035	0.9731664665473366	0.9750225106185885	0.974304327913393	0.9746099412922677	0.9779479718418453	0.974781540918037	0.9743129058080583	0.9918502028044653	0.9723494411057245	0.9719372322507753	0.9732061635452801	0.9735735001444622	0.9725922125383398	0.9783505042398453	0.9739445731668408	1.0	0.9720329654468478	0.9695820524799372	0.9749590779115811	0.9878715640801745
NielsenHB_2014__V1_UC32_0__bin.67	0.9762000063009402	0.9744302620799146	0.9732742116000376	0.9749230135434368	0.9744460723234702	0.9734033194219442	0.973582245661365	0.9754917602688672	0.9735413921954239	0.9745095607642975	0.9692922482852334	0.9724701736766463	0.9778635687062542	0.972707358363972	0.9760977647370459	0.9746944690638873	0.9748207059304203	0.9774502876005614	0.978363135663956	0.9749965483226511	0.9894843778568062	0.9738858539949546	0.9726658686200202	0.9767809770208489	0.9748028305403541	0.9744734235522874	0.9790997241525069	0.9731538954802562	0.9720329654468478	1.0	0.9726095762845739	0.9781014192194293	0.9854760400722402
GeversD_2014__SKBSTL033__bin.78	0.9738279440937497	0.9725794616305565	0.9704150572604503	0.9718843026523784	0.9698793144997105	0.9718049652636997	0.9708885275154991	0.9743977081342542	0.9707263680166368	0.9722495674375874	0.9681685084509182	0.9724330960978701	0.9761612724539052	0.9706908962501188	0.9723677095054537	0.9714595375722543	0.9723497358616051	0.9759297222141438	0.9751216880535301	0.9723950461457596	0.9887457191271186	0.9712549461818643	0.9717864736293571	0.9734697603881611	0.9717376480688681	0.9723455360781881	0.9786787818460233	0.9699685874951393	0.9695820524799372	0.9726095762845739	1.0	0.9747759332348369	0.9860758438493895
ZeeviD_2015__PNP_Validation_59__bin.24	0.9793807379985443	0.9750479954067948	0.9747776135200514	0.9774234553597234	0.9735507487249899	0.9756177062784152	0.9752026101042286	0.9768503222486301	0.9757085404617143	0.9748444009647983	0.9740948878661314	0.9758281133327802	0.9827180894100036	0.9753985933054481	0.9768625532286482	0.9775568013119609	0.9770410665520428	0.9782982101562424	0.9783728734126639	0.9759303213837508	0.98933307747181	0.9751452475167153	0.9757590685587773	0.9769569475462947	0.9762883480840596	0.9765285814180441	0.9787994492673229	0.975290334722938	0.9749590779115811	0.9781014192194293	0.9747759332348369	1.0	0.9851109971738831
QinN_2014__LD-40__bin.7	0.9856307826623937	0.9850371991175909	0.9898130121791099	0.990526491367069	0.9827863354425133	0.9865377517677454	0.987959970315446	0.9824889797851997	0.9851961118924568	0.9857197453416728	0.982227527016889	0.980309266270716	0.9840118746167942	0.9836455720302723	0.9867328570382715	0.9843376732720974	0.9889756260956947	0.9870630842692057	0.9881406706213577	0.9857763012421688	0.9916209302712449	0.983097400336411	0.9794602278438798	0.9850246303146591	0.9909190548874719	0.9837150400309086	0.987482009975838	0.9860514773137774	0.9878715640801745	0.9854760400722402	0.9860758438493895	0.9851109971738831	1.0
