	ZeeviD_2015__PNP_Main_533__bin.10	QinN_2014__HV-30__bin.15	WenC_2017__N263__bin.18	ChengpingW_2017__AS131raw__bin.34	CosteaPI_2017__SID713A029-11-90-0__bin.38	QinN_2014__HV-25__bin.3	WenC_2017__RA074__bin.44	VogtmannE_2016__MMRS51737257ST-27-0-0__bin.67	HeQ_2017__SZAXPI029592-129__bin.39	QinJ_2012__DOM010__bin.24	ChengpingW_2017__AS101raw__bin.19	QinJ_2012__T2D-035__bin.12	ZeeviD_2015__PNP_Main_705__bin.23	QinN_2014__LD-68__bin.49	QinN_2014__LD-84__bin.26	QinN_2014__HD-65__bin.28	QinJ_2012__DOM022__bin.5	WenC_2017__N023__bin.5	ZellerG_2014__CCIS11558985ST-4-0__bin.5	WenC_2017__N024__bin.4	QinN_2014__HD-19__bin.31	LiJ_2017__H2M514107__bin.40	NielsenHB_2014__V1_UC4_5__bin.52	LiJ_2014__O2.UC8-0__bin.38	ChengpingW_2017__AS40raw__bin.68	LiJ_2014__V1.FI25__bin.79	ChengpingW_2017__AS92raw__bin.7	ChengpingW_2017__AS61raw__bin.47	HeQ_2017__SZAXPI029552-169__bin.39	NielsenHB_2014__V1_UC32_0__bin.67	GeversD_2014__SKBSTL033__bin.78	ZeeviD_2015__PNP_Validation_59__bin.24	QinN_2014__LD-40__bin.7
ChengpingW_2017__AS101raw__bin.19	0.8160254785759524	0.4608817773525784	0.8629054366469959	0.8552898395241719	0.7776750756271104	0.7999662392463149	0.8568224568589806	0.6815544970662251	0.8657902110219795	0.6147103633857287	1.0	0.39942641256590794	0.3751570932768179	0.8729995566202808	0.86147729632487	0.8476941016682216	0.84686130762911	0.705150328174385	0.7031022333472492	0.5172777780416086	0.32049791499283986	0.8266424153358439	0.7710973410600273	0.7451654557550644	0.8206842035505779	0.8397413287317397	0.5850047856515933	0.8907274060904917	0.7918718611025606	0.8590950477464265	0.8381927376387937	0.6874876689063026	0.4080030255161359
QinJ_2012__T2D-035__bin.12	0.8574869837061121	0.4970356948757208	0.8953013352028785	0.8485420127092135	0.8112854682666051	0.809678907538705	0.8695820363204984	0.7278283635335548	0.8683604006659299	0.6476569715852705	0.8836953189099457	1.0	0.42345005573294797	0.902163126088273	0.8382512366792524	0.8948256709683396	0.868087228033243	0.7369423959150184	0.7474929724907518	0.5720836672375275	0.41737435252832733	0.8554362786628296	0.8098412828798126	0.7718292155265212	0.809272969185936	0.8664386407464681	0.659237198853439	0.9026187321924396	0.8138433574635826	0.8825730187581725	0.8456288080599299	0.736794347809891	0.521698598891836
ZeeviD_2015__PNP_Main_705__bin.23	0.9187273830236291	0.5369201733950636	0.9114393980882731	0.8853795860593066	0.8495715675907944	0.8670627314356488	0.901282558967381	0.7570457542221867	0.8975406210374215	0.6993211220969175	0.9151855487262878	0.4669091782270397	1.0	0.9191770896085131	0.8731816898857092	0.9154688533429944	0.9054162787464666	0.7850518373726182	0.7693742443454926	0.6026710675423482	0.5025160398859199	0.8960335247307026	0.8087398947665528	0.8214527944998884	0.8624793050716792	0.8897260475951756	0.7841102971222992	0.914533632154758	0.8676040644207316	0.9177058013202627	0.9050118587731751	0.799241291279273	0.6080685997379696
QinN_2014__LD-68__bin.49	0.7945660633885381	0.4447226299905091	0.8435783062892648	0.8172271701756633	0.7536990604361862	0.7647018255977773	0.8256794678541755	0.6508384153850701	0.835200310013366	0.5878082481945991	0.8300936279773927	0.3877326331760278	0.35827479532221357	1.0	0.8138602082738101	0.8249146970637399	0.818500967149749	0.6761448163072284	0.6736173371034111	0.5039490579731563	0.31564631547144034	0.8038184352863519	0.7354517032672913	0.7114622023428341	0.7787025086780754	0.8182792944568691	0.5605659057546231	0.846905449207397	0.7565881945333872	0.8314741562480501	0.8160769352026088	0.6647130734344161	0.4053486336752019
QinN_2014__LD-84__bin.26	0.8260301543651165	0.4727400085440473	0.882864926419605	0.876456447317697	0.7920473817552206	0.8235654229591771	0.8884828815176641	0.6667639664785882	0.8607826010191638	0.6167067621742693	0.8852089942289973	0.3893233123399377	0.3677990560735267	0.8795058648274932	1.0	0.8283218754671833	0.8605026792198212	0.7105133925501763	0.7268149557204526	0.5217888733081034	0.33312956564210555	0.8403935585158555	0.7699703797487447	0.7566037811180103	0.8365891062953126	0.8568543798889274	0.6061274039005394	0.9189801619287721	0.787293590944197	0.87085401878537	0.8834984103014771	0.6909020091819673	0.41204666309703525
QinN_2014__HD-65__bin.28	0.8489324969685332	0.4649950038582305	0.8690215207473232	0.8403972732800649	0.7877475401558227	0.8115676683842016	0.8479919421656585	0.7048275886592916	0.8580589011332885	0.6228913081357101	0.8727748500268476	0.4164239715237699	0.3863764459474356	0.8932212490710021	0.829965827101491	1.0	0.8632439539572643	0.708773829462657	0.7215366603014753	0.5264968867458226	0.3484266598391989	0.8291519538292493	0.7790749670183523	0.7468867458226209	0.8205998392700299	0.8586914197932557	0.6024386861391736	0.8769144468506527	0.8036018448386832	0.8796649918034827	0.8440314774711344	0.7036265588495717	0.43818696949330943
QinJ_2012__DOM022__bin.5	0.8521932472752434	0.46328575017298296	0.8646621213657057	0.8632103869088281	0.7824280192683153	0.8093146350170338	0.8707110149360293	0.6907576432012199	0.8687921163855602	0.6238813403202278	0.864510954116553	0.4005491381703915	0.37888770873640926	0.8787480002291749	0.8548864923468825	0.8559111683068827	1.0	0.7094124750441823	0.7277473435551187	0.52425639375763	0.34296190849753855	0.8259990039708948	0.7795866919934245	0.7497111074874064	0.8328658754258466	0.844975121308412	0.6023494828140907	0.8985191779674836	0.8086575202401047	0.8715770313925456	0.874722896769957	0.7054164591606031	0.4052463409152009
WenC_2017__N023__bin.5	0.8452412889098269	0.48899554194584033	0.8950819636376326	0.8835775012213847	0.803823261271636	0.8307989600781687	0.8749961831728085	0.701392160455053	0.8858327008305416	0.6423496606295366	0.89059610116555	0.42069450987576773	0.40644465818676717	0.8981021644681743	0.8733118718592965	0.8694481522194305	0.8776870463428252	1.0	0.7411155168202122	0.5517512693676717	0.3768266244416527	0.855193938442211	0.795637257467895	0.779542787723339	0.8392554133514796	0.8595669318816304	0.652074936313512	0.9048099656267449	0.8260006630374093	0.8827296203238414	0.8811968915759353	0.7259916117043551	0.4623600860203797
ZellerG_2014__CCIS11558985ST-4-0__bin.5	0.857193273799978	0.47832859964381275	0.8737497573368671	0.8511314432337078	0.8238059918802806	0.815623496543633	0.8731346590477477	0.7129136878887885	0.858814369033652	0.627006191075061	0.8591303586350093	0.4128401504089401	0.3853738489327042	0.8656469188112461	0.8642959181950928	0.8563196865214345	0.871089958388548	0.7170136397781848	1.0	0.5301319032386033	0.3763425601593558	0.8408272280695831	0.7756220616659774	0.7706274213560438	0.8534277750111836	0.8562542729812538	0.6397074959696819	0.8988622264236941	0.7982023937135477	0.8784964592283735	0.8712445242536526	0.7023916034335779	0.44482156874330037
WenC_2017__N024__bin.4	0.8692785228310824	0.502463108933206	0.9110502423841442	0.8765889442008954	0.8326834440108556	0.8459365926338632	0.8952995331613961	0.7330358882639842	0.8934791515554742	0.6775101743550686	0.8877194256277428	0.4437574691583495	0.42397109912670583	0.9095477051856056	0.8714545345431672	0.8775758177454978	0.8813277153655174	0.7497149402430288	0.7445523765352292	1.0	0.4471618865288057	0.8548888396604621	0.8040752246582061	0.7904805229540711	0.8388565899370016	0.8610916214287884	0.6971053932046496	0.9128320973952317	0.8329894340813667	0.8907896988776166	0.8710944590606772	0.7603905114924091	0.5468287055730943
QinN_2014__HD-19__bin.31	0.9749417242094284	0.6342089886087322	0.9811657671355957	0.9169373637351798	0.9414691154017731	0.931391016417751	0.9790169455317705	0.8572780336397394	0.937292107792934	0.7751930483736185	0.9328763422281143	0.5491093699931514	0.5995878283707283	0.9662433948868099	0.9436480959053011	0.9850248496767343	0.9778822169304523	0.8684431096338835	0.8964820900117494	0.7584234435180357	1.0	0.9522521786663484	0.8340933794932048	0.8794976029957841	0.9017397915266058	0.9134665770277147	0.9495479306596631	0.9878271141074536	0.9353192131040419	0.9759595870743982	0.9499789516012491	0.903685040557437	0.9820127295689163
LiJ_2017__H2M514107__bin.40	0.792975821021966	0.4531466385428643	0.8365982589752677	0.8213863363272504	0.7665777712462937	0.771950397219893	0.8332839149716025	0.6531319427035157	0.8162994147598095	0.6024753844690912	0.8276139143664797	0.3871078588162069	0.3677378780936903	0.8463597541472523	0.8188245057443443	0.8062712333267058	0.8100865325599288	0.6779156113036938	0.6889318718177024	0.4987326999714728	0.32753913847802973	1.0	0.7354303719776277	0.727754821531998	0.7855954840550143	0.8173160210582733	0.571667286197149	0.8572558545630581	0.7545358275918707	0.8335544913078432	0.8463403037716439	0.6708987802453341	0.41088832026556243
NielsenHB_2014__V1_UC4_5__bin.52	0.8020017435399184	0.4525817034784287	0.836893932119827	0.836770819568336	0.7646173576338814	0.7927060328952935	0.8232821521024677	0.6770985936648848	0.8370536457001396	0.603702122764604	0.8489974645469125	0.40302438579195593	0.3650144550296944	0.8516051690159457	0.8250290193871371	0.833131156221747	0.8408206996405494	0.6936066083395207	0.6988866632505707	0.5158720123816052	0.3155098998652892	0.8087767365762162	1.0	0.7432423568020398	0.7946886678461388	0.8289519842035664	0.5768597838352745	0.8682210854249	0.7715943693357531	0.8430105819753718	0.8314427555155849	0.673506939459997	0.40193586168803946
LiJ_2014__O2.UC8-0__bin.38	0.8654747454050804	0.48931223928662715	0.9005654330416137	0.8868461274977001	0.8385271628279517	0.8391258140259267	0.8903516260856698	0.7183783330694508	0.8890125514959036	0.665431075430051	0.8930747905238224	0.4181100007347318	0.40357265928416425	0.8967551759786162	0.8824734384103301	0.8694143566595159	0.8801786950542201	0.7397347100758637	0.7558558642463981	0.5520448827999284	0.36213533759891714	0.8711844394151534	0.8090369942639177	1.0	0.8688793477237284	0.8844722193764301	0.6385285081115426	0.9167595429761192	0.8167796187466303	0.9059631247419384	0.8898005772301438	0.7253877779950928	0.44871623726249277
ChengpingW_2017__AS40raw__bin.68	0.8505801964166804	0.4639581930696945	0.8850954130451401	0.8823737995658313	0.8014138574795556	0.8059227098612668	0.8838184191063714	0.6804397501089106	0.8683862720158269	0.6208281257339376	0.8754062848548427	0.3901780607559915	0.37712582880268347	0.8735587191561985	0.8684479803417536	0.8501625139419371	0.8702628498378545	0.7088080806592292	0.7450060004439315	0.5213980527799601	0.33045775604580413	0.8369942334950952	0.7698984023069704	0.773317688277168	1.0	0.8674882777206234	0.6003616844715143	0.8952496562293634	0.7985319865567951	0.8659837918937364	0.8759225164471109	0.6960381412715415	0.38738644977264625
LiJ_2014__V1.FI25__bin.79	0.8059730732393549	0.44679779491478255	0.8488383011488091	0.8089735666348549	0.7731656869892118	0.7752220706562843	0.8315374476941017	0.6641402199280565	0.8376481253531876	0.5908283069022445	0.8301899999487825	0.38717205844944064	0.36057223634498076	0.8507862743859446	0.8243981513887633	0.8245291828926634	0.8183096679909243	0.6728412239622903	0.6927780727527884	0.4960545432506398	0.31025998016174494	0.8070712623583622	0.7443276590005412	0.7295936572215858	0.8040110151825819	1.0	0.5645934096702103	0.8581167827881797	0.7586698467059448	0.8519006823881708	0.834627571760022	0.666529517513833	0.39769555278222135
ChengpingW_2017__AS92raw__bin.7	0.9042573592545695	0.5561080727122081	0.9230441304703709	0.9166696178299262	0.8739456830049747	0.8933826010550687	0.9300647808176615	0.7556456866800082	0.8913312641781121	0.7021759539217619	0.90542535171741	0.46117861665057447	0.49747859292990376	0.9124453338767928	0.9129671886327874	0.9056137807074105	0.9132371365475399	0.7990825780025859	0.8102780663978324	0.6286946615127106	0.5049068379009545	0.8837439904850042	0.810898144776274	0.8245906513829819	0.871109225336349	0.883887650885182	1.0	0.9428311789841539	0.8592201578928026	0.9168440148738628	0.9102443229084883	0.8046412332076026	0.6100595689519807
ChengpingW_2017__AS61raw__bin.47	0.8086903054245558	0.4570427035248463	0.8622656564614417	0.853242202970709	0.7779444165249428	0.7904399651209617	0.8674405175942782	0.6638436999737076	0.8460696182941887	0.6041487085104188	0.8583267879667318	0.3931392632135975	0.3612530660604992	0.8582814418887931	0.861810947624864	0.8207332252793152	0.8481584500128134	0.6903449463668223	0.7088598747949026	0.5125625276652678	0.32703175390309086	0.8251030895239744	0.7598729644187215	0.7371029930075516	0.8087577005128683	0.8364158959220147	0.5870141313355544	1.0	0.7758376959865809	0.8550780950986298	0.8494535173579794	0.6763979072577022	0.4134384974057051
HeQ_2017__SZAXPI029552-169__bin.39	0.83106929652801	0.4715105783466259	0.8751650031042553	0.8573862171068342	0.7902001050670997	0.8098242513969148	0.8773570848655619	0.6986398586369932	0.8711457089641339	0.6302688762596113	0.8759787955489756	0.40692439944600983	0.3934270977601605	0.8802077463107121	0.8475657863317255	0.863408949806581	0.8762844452934715	0.7234691246000287	0.722621901714504	0.5369406370886862	0.35546730980467073	0.833697406752949	0.7752299536749606	0.7538908257318878	0.8281278953149626	0.8489058694302498	0.614115287263002	0.8906389989970868	1.0	0.8768245857013229	0.8617703806294474	0.7031424614355987	0.43152920387793114
NielsenHB_2014__V1_UC32_0__bin.67	0.820781655231001	0.44964378883541034	0.8442569162956752	0.823189885179869	0.77398458834571	0.7902436377540596	0.8353107299128357	0.6761937503868174	0.8410864970406877	0.6016284907888702	0.8435464439502601	0.3916991734612297	0.3693816092792097	0.858624905362201	0.8321682886857703	0.8389228628813807	0.8383306612903636	0.6862721990814729	0.7059390570726335	0.5096723433802715	0.32923101966346674	0.8175073781450907	0.7518022512986468	0.7422380048444379	0.7971571780174092	0.8461060095956158	0.5816610809523043	0.8712959846443018	0.7782906611886253	1.0	0.842605788738759	0.6786282627255517	0.4187446004525658
GeversD_2014__SKBSTL033__bin.78	0.8232686698009949	0.4589155443200819	0.8605170604173763	0.8521182652720692	0.780313300260925	0.791106934312249	0.8657960807639968	0.67992113458303	0.8447712107510111	0.6051066265278986	0.8392764819902927	0.38271470984408473	0.3714663157694522	0.8593680564801575	0.8609242694876774	0.820836654695354	0.8579726521500812	0.6986103882405629	0.7139382218018526	0.5082466320956829	0.32679565366998253	0.8464398169201853	0.7561297501240648	0.7433934435016868	0.8222298976184753	0.8453215049617258	0.5888787831105932	0.8826589455446486	0.7800349110451353	0.8592465854092927	1.0	0.6837753554649878	0.40449088491458984
ZeeviD_2015__PNP_Validation_59__bin.24	0.8919916757591801	0.5038798805043139	0.9070105680339434	0.8836872115092856	0.8329360126253622	0.8320765793992556	0.8881024720147409	0.7422327521470292	0.8927358398346453	0.6699962876552955	0.899792685042302	0.43587108162581484	0.4288046306556046	0.9149528385310868	0.880018940303576	0.8944513160177221	0.9044091015165239	0.7523329289495647	0.7523436648018303	0.5799123163392326	0.40634579276075833	0.8770501946297007	0.8006126216329683	0.7921595505859232	0.8540376127758902	0.8823989092374098	0.6804349263266264	0.9186962607026559	0.831921192063832	0.9045690092107962	0.8937783475941238	1.0	0.5036408665301895
QinN_2014__LD-40__bin.7	0.8810473923068408	0.5753275211577824	0.9116260395970875	0.8548269386269532	0.8712606867672634	0.8666829887865161	0.8860837981385279	0.8118425421983081	0.8877479039208733	0.7044467458008064	0.8865134263506554	0.512360722600883	0.541599830400042	0.9262699828711547	0.8712972708289949	0.9247372044898963	0.8625471137051399	0.7954322453796207	0.7909830606413655	0.692343049684908	0.7330611103919372	0.8917346285967293	0.7931978034554116	0.813501957716329	0.7891013265943616	0.8740588984632818	0.856447893977513	0.932234122986235	0.8476048696200323	0.9266236288012247	0.8777473223280972	0.8361137220249184	1.0
