	ZeeviD_2015__PNP_Main_533__bin.10	QinN_2014__HV-30__bin.15	WenC_2017__N263__bin.18	ChengpingW_2017__AS131raw__bin.34	CosteaPI_2017__SID713A029-11-90-0__bin.38	QinN_2014__HV-25__bin.3	WenC_2017__RA074__bin.44	VogtmannE_2016__MMRS51737257ST-27-0-0__bin.67	HeQ_2017__SZAXPI029592-129__bin.39	QinJ_2012__DOM010__bin.24	ChengpingW_2017__AS101raw__bin.19	QinJ_2012__T2D-035__bin.12	ZeeviD_2015__PNP_Main_705__bin.23	QinN_2014__LD-68__bin.49	QinN_2014__LD-84__bin.26	QinN_2014__HD-65__bin.28	QinJ_2012__DOM022__bin.5	WenC_2017__N023__bin.5	ZellerG_2014__CCIS11558985ST-4-0__bin.5	WenC_2017__N024__bin.4	QinN_2014__HD-19__bin.31	LiJ_2017__H2M514107__bin.40	NielsenHB_2014__V1_UC4_5__bin.52	LiJ_2014__O2.UC8-0__bin.38	ChengpingW_2017__AS40raw__bin.68	LiJ_2014__V1.FI25__bin.79	ChengpingW_2017__AS92raw__bin.7	ChengpingW_2017__AS61raw__bin.47	HeQ_2017__SZAXPI029552-169__bin.39	NielsenHB_2014__V1_UC32_0__bin.67	GeversD_2014__SKBSTL033__bin.78	ZeeviD_2015__PNP_Validation_59__bin.24	QinN_2014__LD-40__bin.7
QinJ_2012__DOM022__bin.5	0.830891446049158	0.45288253467371237	0.8445044314480764	0.843303026430029	0.7613783103644322	0.7897435445414519	0.8491324410205331	0.6737039501809159	0.8471417049726533	0.6086958629534467	0.8410046672337275	0.39111947501333183	0.3707052855650702	0.8584109369284402	0.8369425432236967	0.8374634752601355	1.0	0.695559296785823	0.7107663694739115	0.5123410650459892	0.3402400165711037	0.8043785615753125	0.758364661239924	0.7305723641588182	0.812455652465172	0.823036919185019	0.5908607718784844	0.876350478843196	0.7881256583267593	0.8496313370148214	0.8505365776263657	0.6892208496216412	0.40077875372960015
WenC_2017__N023__bin.5	0.825941229585427	0.47853143756979344	0.8755005496231155	0.8658188948213289	0.7839452252582356	0.8132879021845338	0.8567991869067559	0.685806419249023	0.8662256595477387	0.628900252128699	0.8683990700027917	0.4106775195421552	0.39751219203657173	0.8780681838009492	0.8563564349525405	0.8503203953796762	0.8605478564698493	1.0	0.7258520248813513	0.5402293585985483	0.37330042137772196	0.8340934272054717	0.774704141366555	0.7621064305904522	0.8202252582356225	0.8390503952051925	0.6417460566722502	0.8849575568816304	0.8077856731574539	0.8628243212590732	0.8599862376116695	0.7102362943188163	0.45637857255025127
ZellerG_2014__CCIS11558985ST-4-0__bin.5	0.837274850814926	0.4673291018509922	0.8533101361445682	0.8300725035238907	0.8049489563375171	0.7968250166699022	0.8525362517619454	0.6972212961165458	0.8377918287937742	0.6126215425778843	0.8350998506039147	0.40279706187698877	0.3769845624045173	0.8431019311765153	0.8448628214758984	0.8357065084362366	0.8507642833630156	0.7022465330823704	1.0	0.5178251896992665	0.372605547912253	0.821372502679845	0.7562148138457253	0.7545995214260997	0.8334576542282469	0.837980156486069	0.6275416325531538	0.8766506368324655	0.7780729593085577	0.8594885505203542	0.8495694311976164	0.6872008913122379	0.4395462832448492
WenC_2017__N024__bin.4	0.8460321682248946	0.4903227861840668	0.8895983380219705	0.8565047339553402	0.8092429746383871	0.8256175183390295	0.873329001561068	0.7140726537488971	0.8705899088475584	0.6613630857431595	0.8629023713860017	0.43165419121193555	0.4140668006700664	0.8854663607259893	0.8525587215690401	0.8571937672860311	0.8612968496358866	0.7340590657152574	0.7272680124796531	1.0	0.4427668911334746	0.831842526988991	0.7813349020572461	0.7699999333193551	0.8190487339197773	0.8379601057110491	0.6832691593867455	0.8905496485559565	0.8115923560272265	0.86851688168705	0.8470479367156226	0.7420881562579414	0.5390507787928878
QinN_2014__HD-19__bin.31	0.9637967541484195	0.6281294570769743	0.9731573226436789	0.9096904314607589	0.9300929271097094	0.9226662980578925	0.9707144517677513	0.8480531801931427	0.9280509182756649	0.7677902951173997	0.9217778671374806	0.5409350515528691	0.5922353399473477	0.9550758056510239	0.9355252989186778	0.9748562739936039	0.9701213267402627	0.8603165427847974	0.8875801881161368	0.750969168808158	1.0	0.9399649402790955	0.8222736040513455	0.8707892207065978	0.8955521906042461	0.9054015845988551	0.941447752847817	0.9807649050937125	0.9276965512041568	0.9656967648296965	0.9392876216566033	0.8940455022399266	0.9737843764333332
LiJ_2017__H2M514107__bin.40	0.7728658615651933	0.44064609825465295	0.8137505510939755	0.7989864193155197	0.7445513014462435	0.7520375349026185	0.8111001132444091	0.6355228693194097	0.7940663387477417	0.5865109484003147	0.803619066554863	0.37664960796687386	0.3584315217109415	0.8229587911375444	0.7972531747335299	0.7856598864098064	0.788882597532828	0.6611891527416385	0.6729916406607941	0.4852877358898331	0.3233127879736167	1.0	0.7140544091840352	0.7083978077265536	0.7661770935087614	0.7952091563723753	0.5590323222019554	0.833362580935174	0.7336724902532007	0.8117869276186689	0.8220122061912707	0.6542237571209987	0.4039432394816691
NielsenHB_2014__V1_UC4_5__bin.52	0.77998028297824	0.44065737349115824	0.8119981024505577	0.8140971952203809	0.7425493139446118	0.7702425079595354	0.7994971874248372	0.6586098453915502	0.8130034423980613	0.5875097325463002	0.8221993320549909	0.39074497829131183	0.3559302698113764	0.8262097590701628	0.8037338753454518	0.8106566985111462	0.8179317471619942	0.6753579057746917	0.6813994522204466	0.5012824620228675	0.31103887029260857	0.7852688939739496	1.0	0.724302988069966	0.7723763004060338	0.8066586302849272	0.5632042727185438	0.8423028036388078	0.7499412957524744	0.8199676199729438	0.8079848234071659	0.6571805039153594	0.3936801906675933
LiJ_2014__O2.UC8-0__bin.38	0.8449126031340969	0.477237801641039	0.8781421426642203	0.8637703745786934	0.8176173164903827	0.8184544968173694	0.8669912939454995	0.7025096782806034	0.8659073058212491	0.648497576937286	0.8663471100721383	0.4066699160439556	0.39475070342809304	0.8724779813295335	0.8631106682023596	0.8469077621828365	0.8577093545846748	0.7231887567406469	0.7401351906525557	0.5377419311442465	0.3585496394122559	0.8480124469777169	0.788421040649296	1.0	0.8473118646768888	0.8640647847184063	0.6244821951716737	0.8917388204346508	0.7948949592223846	0.8849275461302918	0.8661939547094756	0.7086726293774751	0.4419965457256718
ChengpingW_2017__AS40raw__bin.68	0.8293014156995191	0.4524155125521182	0.86302363428883	0.8595094832802672	0.7790376816826663	0.7854696233857977	0.8617392721917416	0.6634750260878854	0.8453851842914549	0.6058168846874012	0.8494146458724959	0.3802688088358955	0.3684990969400959	0.8505815779463654	0.8478157555171388	0.8296652185165503	0.8489361760916158	0.6927358248146678	0.7275729378597158	0.5090863207377737	0.32819020532294174	0.8163053659533983	0.7482820678367916	0.7541222543248787	1.0	0.8445475167924933	0.588434938701528	0.8733657655102034	0.7774295811294096	0.8441634515400832	0.85116688602288	0.6795339271454925	0.3838686146849237
LiJ_2014__V1.FI25__bin.79	0.7860003721806885	0.43480222352352677	0.8250294073961523	0.7883072949122217	0.7517337132535592	0.7542860532969575	0.8087635747784415	0.6470583213968044	0.8152199707377202	0.5752551913230682	0.8051194478067802	0.37572536821133035	0.35235438430558425	0.826541178037242	0.8025828998338845	0.8028620353503364	0.7970637845995729	0.6567815418865464	0.6779928534478784	0.48272902343543267	0.30752069614861277	0.7852414991711298	0.7243101426066648	0.7127597368784966	0.7827489129080115	1.0	0.5526417999887321	0.8332984769615033	0.737876384793858	0.8301545744933306	0.811546393688635	0.6508851242110367	0.3912190966252772
ChengpingW_2017__AS92raw__bin.7	0.8841622761152891	0.5431953413939067	0.9051233307830828	0.9003705101948771	0.851403695747318	0.874603848094161	0.9116856042256203	0.7393278697835406	0.8716945579435849	0.6879001192715416	0.883071793449754	0.4510007784389126	0.4875078929696609	0.8938757237310276	0.8962791956353966	0.887269349886575	0.89581881416692	0.7864250944650655	0.7948683168680696	0.6162162523344814	0.5005996986472536	0.8642115215640942	0.791702442560897	0.8064513542498422	0.8538038267121479	0.8651770530908702	1.0	0.9240611124660477	0.8406184747274629	0.897681722053876	0.8908368051263377	0.7875823959213809	0.6024228493536952
ChengpingW_2017__AS61raw__bin.47	0.7856915235283741	0.4445142894227985	0.840796576662329	0.8328202431548223	0.7550413190134025	0.7712477576572468	0.847788193046158	0.645569646583485	0.822324914216869	0.5887917807945632	0.8328164989832494	0.3828332229496084	0.35274214805619253	0.835456971980284	0.8420695949971212	0.8001623306386392	0.8272322750917739	0.6751981082781137	0.6913433921196006	0.5000507543257663	0.3246937267653353	0.8021059717040474	0.7371891089537288	0.7169855591462623	0.7889880585887967	0.8122252194084542	0.5753277398183495	1.0	0.7556229136643957	0.8321225791850685	0.823943228374497	0.6596843413752592	0.4076716411452838
HeQ_2017__SZAXPI029552-169__bin.39	0.808655141124218	0.46037776398108793	0.8531840106977412	0.8358135536558575	0.7671856344620087	0.7885887578203352	0.8551535412388366	0.6803596160275085	0.8477835617746788	0.6145346005062324	0.8512311953770476	0.39617173695018865	0.38392139070633746	0.8565886623047901	0.8263957209035772	0.8412230765557094	0.8540355317827977	0.7075151630927933	0.7043984908543865	0.523148192368308	0.3525703233201204	0.8106452075075219	0.753474855532738	0.7336911982425138	0.8062433736090548	0.8256392377859497	0.6008200009551554	0.86743301972396	1.0	0.8523024022159607	0.8355570944171163	0.6855351258417307	0.42629542958116434
NielsenHB_2014__V1_UC32_0__bin.67	0.8012470570081993	0.4381465149974947	0.8216934845955522	0.8025467635780337	0.7542062421523751	0.769225780141874	0.8132436962535725	0.6596214318476435	0.8188325192857634	0.586292716301949	0.8176430291895612	0.38091576324484083	0.36120481866422727	0.835190763520382	0.8122776064712331	0.8176934744217238	0.8172220870421882	0.6707969583644554	0.6906647494652381	0.4969287755712817	0.3257689506628673	0.7961588711120079	0.7312523897898849	0.7250039635539556	0.7770710735169314	0.8245078198588042	0.5695042039106502	0.8479050815729078	0.7565241793747673	1.0	0.8195264591601336	0.6637672668942778	0.41266277065562695
GeversD_2014__SKBSTL033__bin.78	0.801722036149099	0.4463318330287191	0.8350587124585226	0.8281603660212994	0.7568097287520728	0.7688016468191872	0.840591481981647	0.6625135952497463	0.8200416892173459	0.5883146558953671	0.8125610597464755	0.3721644502158813	0.3626110314752726	0.8341807489534467	0.8371349599793888	0.7974095969927049	0.8342494816946123	0.6817946421315276	0.6961766440093581	0.49421650727010846	0.3231178035955437	0.8221088588290016	0.7347966634793118	0.723671037319717	0.7989917468836834	0.8219445919004299	0.5763231701096438	0.8561514506498918	0.7563078500571476	0.8357114573588991	1.0	0.6665277602463658	0.39885869067154045
ZeeviD_2015__PNP_Validation_59__bin.24	0.873599465693584	0.4913070674115465	0.8841335969455936	0.8637366077306047	0.810905478731429	0.8117886438414913	0.866079848748793	0.7250503031183131	0.8710499833029245	0.6531421296879653	0.8764834546390465	0.42533525523923715	0.42139406736803803	0.8924437116440488	0.8596575489145206	0.8743769674155583	0.8836448331450792	0.7360059578329626	0.7360726331259808	0.5659540132593426	0.40201133366972336	0.8552513291267628	0.781205025960986	0.7739057765100682	0.8337869701786276	0.8616877550824372	0.6660093311507533	0.8959955836094048	0.811089118309657	0.8847602316909927	0.8712336228811525	1.0	0.4961421562450735
QinN_2014__LD-40__bin.7	0.8683874308420525	0.5667190100165285	0.9023393162345057	0.8467287282442089	0.8562630975631262	0.8550154872527996	0.8754153229059377	0.7976263510306386	0.8746057832835227	0.6943870668775409	0.8707578904316733	0.5022719640388055	0.5329406644040832	0.9111213671557674	0.8597376453747427	0.9102536682557283	0.853038071813575	0.7851418054515881	0.7816025319922929	0.6824953707091117	0.7269187402325246	0.8766619951633995	0.7769057012977024	0.8013194651597785	0.7819355407593351	0.8598248842911791	0.8457268877844879	0.9192308341728906	0.8373247482735138	0.9131653843484003	0.8655254315512205	0.8236648224547343	1.0
