	BackhedF_2015__SID567_4M__bin.10	FengQ_2015__SID531274__bin.2	ZeeviD_2015__PNP_Main_229__bin.18	ZeeviD_2015__PNP_Main_217__bin.18	BackhedF_2015__SID637_B__bin.10	BackhedF_2015__SID589_B__bin.1	HeQ_2017__SZAXPI029601-32__bin.19	HMP_2012__SRS019974__bin.30	VogtmannE_2016__MMRS17603756ST-27-0-0__bin.30	BackhedF_2015__SID544_4M__bin.5	HMP_2012__SRS064329__bin.52	QinJ_2012__CON-015__bin.17	GeversD_2014__SKBSTL041__bin.16	XieH_2016__YSZC12003_35733__bin.5	HMP_2012__SRS022077__bin.8	HMP_2012__SRS018791__bin.29	FengQ_2015__SID530451__bin.60	CM_cf__CF_TNFC017IS_t4M16__bin.11	XieH_2016__YSZC12003_35551__bin.43	FengQ_2015__SID530705__bin.47	QinN_2014__LD-30__bin.25	HMP_2012__SRS013502__bin.28	BackhedF_2015__SID256_12M__bin.14	XieH_2016__YSZC12003_36119__bin.73	FengQ_2015__SID530185__bin.38	SchirmerM_2016__G89165__bin.13	BackhedF_2015__SID105_B__bin.3	FengQ_2015__SID31004__bin.5	XieH_2016__YSZC12003_35734__bin.24	CM_cf__CF_TNFC048IS_t2M15__bin.21	FengQ_2015__SID31705__bin.14	BackhedF_2015__SID585_12M__bin.1	HMP_2012__SRS053854__bin.1	FerrettiP_2018__CA_C10049IS2857FE_t2M16__bin.6	QinN_2014__LD-2__bin.13	FengQ_2015__SID531248__bin.27	BackhedF_2015__SID282_B__bin.5	KarlssonFH_2013__S370__bin.37	QinN_2014__LD-33__bin.28	XieH_2016__YSZC12003_37229__bin.72	KarlssonFH_2013__S441__bin.47	QinN_2014__LD-5__bin.26	GeversD_2014__SKBSTL042__bin.50	BackhedF_2015__SID598_M__bin.2	BackhedF_2015__SID38_4M__bin.1	HMP_2012__SRS018439__bin.27
HMP_2012__SRS064329__bin.52	0.9657086201957743	0.9659006783191042	0.9654044675909461	0.9597384972346666	0.9650210233917739	0.9717311600489643	0.9592762213764273	0.9729682476669635	0.981280438709799	0.9672218960447801	1.0	0.9576315270685346	0.9680241364015016	0.9666255991660873	0.9782702615836624	0.961575667818411	0.9692118553960659	0.967938867943872	0.9648828804711551	0.9601272573467211	0.9664187544072058	0.964571758319511	0.9662922436097577	0.9674629397317879	0.9654090253363091	0.9667563605200383	0.9678111024237686	0.9662446906663785	0.962145056381245	0.9686709060487834	0.9688928034816849	0.9676203566654079	0.9631532585853247	0.9674520672891572	0.9594181929226318	0.9678514239434892	0.9656123343841103	0.9665092025130124	0.9603043368745462	0.9669896264438584	0.9734266694332593	0.9566033801927025	0.9695539549473731	0.9622354770956524	0.9669880293754979	0.9678586872732059
QinJ_2012__CON-015__bin.17	0.9570199599275887	0.9609492247425738	0.9618709038089218	0.9519900836272955	0.959694200771487	0.9526343185342967	0.9668341631205128	0.9639852661263872	0.9567409555965963	0.9587754006690299	0.9576315270685346	1.0	0.9610987292441114	0.958690456717442	0.961685552690212	0.9527656752242952	0.963601606092503	0.9576210649899923	0.9576599265061162	0.9521816987916569	0.9777398574429916	0.9547941915097047	0.9567048733480378	0.9598888022081157	0.9607973186485306	0.9615628751892259	0.9608904804751578	0.9579273609167442	0.9536206151347323	0.9618048953817095	0.9659334476582568	0.9569232197554074	0.9566477445234656	0.9597468296642704	0.9717630815497186	0.9597201548079786	0.9567913709405407	0.9571935286222997	0.9731006528784285	0.9620764410373667	0.9636812885973036	0.9688236810353416	0.9623507924610655	0.9541327780109329	0.9607906824146981	0.9608851954702934
GeversD_2014__SKBSTL041__bin.16	0.9681560878863479	0.9698587667929728	0.9672434595946136	0.963315986733896	0.9698731049044674	0.9624056255584765	0.960270068347215	0.9755264763455974	0.9680736172558133	0.9700018930047456	0.9680241364015016	0.9610987292441114	1.0	0.9677757065218509	0.9726336174270351	0.9636112945504876	0.9729427814077034	0.967306932430135	0.9683993499124436	0.96327380524415	0.9698820295498798	0.9643086029579631	0.9683521924858862	0.9695710241626296	0.9692474923169422	0.9716079426150914	0.9677048486157239	0.9697266687676565	0.9636773143956757	0.9706519078250765	0.973008443424266	0.9677375280770276	0.969006745050051	0.9691411533617081	0.9613476537350135	0.9722175212951994	0.9661433032735106	0.9674426908861561	0.9673300338692267	0.9718205949451857	0.9727873108519126	0.9609583247248871	0.9728573939683097	0.9633286019474717	0.9710430634244572	0.9866592876054019
XieH_2016__YSZC12003_35733__bin.5	0.9643058876607263	0.9662604562776997	0.9662345615835033	0.9609030233440069	0.9656514958925109	0.9582791061156031	0.9607965641298197	0.9732475402664742	0.9655277787946261	0.9681890818658713	0.9666255991660873	0.958690456717442	0.9677757065218509	1.0	0.9691731543124337	0.9629392246520724	0.970037764148164	0.9658646576714532	0.965612095805257	0.9607973744648668	0.9687764260677805	0.9647691984661119	0.9659856610560881	0.9693891455564784	0.9665214023076237	0.9723317558733858	0.9695802111268172	0.9658517383006946	0.962383524579316	0.9697194281410234	0.9698154942254138	0.9633997644724982	0.9679889397655299	0.9654260535517426	0.9570385284431172	0.9686658047443666	0.9653894598595516	0.9632472769741517	0.9635251324149184	0.9754795916543006	0.9735839430111667	0.9574750557101862	0.9715352649335617	0.9611515333900743	0.974667488226173	0.9679185804436655
HMP_2012__SRS022077__bin.8	0.972381212120663	0.9708091097243006	0.9683943266407631	0.9642398141286564	0.9707086427689341	0.9707820925212921	0.9606510881531563	0.9742209236090079	0.9737350346254838	0.9691087665376166	0.9782702615836624	0.961685552690212	0.9726336174270351	0.9691731543124337	1.0	0.9629480710497039	0.9734100689287483	0.9684028446368311	0.9705208298735141	0.9651325861553363	0.9706203223851324	0.9649842275175972	0.9688887744840019	0.9711144026092866	0.9699839136158037	0.9698346629811869	0.9690811804764883	0.9737758758853868	0.9643598346705567	0.9715989018468939	0.9731103220628984	0.971835778714061	0.9677360572971704	0.9724418650112729	0.9624428621274312	0.9704433921229889	0.9674709286991052	0.9688152718582442	0.965410854468368	0.969886508937311	0.9755060404181702	0.9605485243591354	0.9744257471205927	0.9636334596180531	0.9716362598329151	0.97171804518998
HMP_2012__SRS018791__bin.29	0.9620975145018308	0.9605438064800023	0.9596302594417634	0.9790767562531967	0.9611641361487181	0.9552487537450408	0.9553675704267766	0.9719790347129488	0.9620572749855485	0.964948813426492	0.961575667818411	0.9527656752242952	0.9636112945504876	0.9629392246520724	0.9629480710497039	1.0	0.9639766231846503	0.9614411619041597	0.9625175494431578	0.9787100327907639	0.9613338513338513	0.9657216875906056	0.9639916921039654	0.9634414327003326	0.9608616206544415	0.9694890189007226	0.963888052964189	0.9619879999167772	0.9678672026241318	0.9623416870440938	0.9625208275334799	0.9621969576350254	0.9664197786640424	0.9601592356446367	0.9527855671061397	0.966650534756071	0.9615162502292991	0.9611484636108687	0.9563919390208978	0.9640127012838914	0.9683047682071368	0.951611823059323	0.9666130346834235	0.9661525564877674	0.9634870238664205	0.9648956416592187
FengQ_2015__SID530451__bin.60	0.9676761877422133	0.9723219356511432	0.9708240032737588	0.9637908149721264	0.9725878709543344	0.9623527239349152	0.9648731097316616	0.9746503910398372	0.9686808759437414	0.9688547017037326	0.9692118553960659	0.963601606092503	0.9729427814077034	0.970037764148164	0.9734100689287483	0.9639766231846503	1.0	0.9685816445976813	0.9688392279435813	0.9643008516557884	0.9726930118098008	0.9656975182361085	0.9681409968875556	0.9705401911008799	0.9727083497208414	0.9723499266227925	0.971258887668166	0.9692458930028636	0.9647838946242532	0.9724405081744988	0.9750224727045016	0.9664966737516217	0.9690632186718379	0.9698793295040146	0.9632935153921167	0.973287608975727	0.9682586933473982	0.9682917344498383	0.9675156096508825	0.9729131122623073	0.974154612645381	0.9624897796102204	0.9743473700846228	0.9635711268101486	0.9713809189271598	0.9713404072602361
CM_cf__CF_TNFC017IS_t4M16__bin.11	0.9639189652241718	0.9645912210471654	0.9641658813342837	0.9579393524920635	0.9627967178790631	0.9572989339202532	0.9590700400507961	0.9711945818042705	0.9635565030748126	0.9654212644368554	0.967938867943872	0.9576210649899923	0.967306932430135	0.9658646576714532	0.9684028446368311	0.9614411619041597	0.9685816445976813	1.0	0.9653145388926742	0.958440635473432	0.9666649514083269	0.9628601101954481	0.9643249675908608	0.9672651921009345	0.9636484610193565	0.9695749060636831	0.9673144444677123	0.9656333039235198	0.9605716470444929	0.968996903356186	0.9686939330856845	0.9639771919705848	0.9649051997947267	0.965358770804743	0.9562130481888589	0.96735911141337	0.9631406711982963	0.9630931195324354	0.9601838522519521	0.9698540745819414	0.9723736089388594	0.9553787200483178	0.9699288026871489	0.9609617465855276	0.9718217399454503	0.9654534612897075
XieH_2016__YSZC12003_35551__bin.43	0.9768883560043472	0.9669153593489956	0.9646612392008244	0.9612221360912064	0.9659805680321198	0.9594703199166722	0.9591565946330253	0.9719578954578926	0.9650634621121933	0.9660199181213651	0.9648828804711551	0.9576599265061162	0.9683993499124436	0.965612095805257	0.9705208298735141	0.9625175494431578	0.9688392279435813	0.9653145388926742	1.0	0.9619063088539193	0.966769222054247	0.9619965459961319	0.9652012170865185	0.9665495832151402	0.9657616028092678	0.969343984424334	0.9668596679260647	0.9802648413968004	0.9607969977063624	0.9678541008162997	0.9687718414314	0.9768649902789563	0.9663468471389822	0.9720174837456017	0.9573846661179946	0.9702353767968153	0.9637969274996238	0.9650230685090149	0.9621246748398429	0.9683032517540905	0.9701595451726636	0.9564716172662848	0.9750252224158489	0.9606139990544321	0.9691965855027936	0.9682244520192329
FengQ_2015__SID530705__bin.47	0.9615208297518767	0.9593487586081414	0.9605562926025893	0.9786586495337123	0.9612074363004648	0.952755880849038	0.9552660119374125	0.9707980486569294	0.9641312086740249	0.9629064887077668	0.9601272573467211	0.9521816987916569	0.96327380524415	0.9607973744648668	0.9651325861553363	0.9787100327907639	0.9643008516557884	0.958440635473432	0.9619063088539193	1.0	0.9607926871613827	0.962708306904545	0.9619583577764479	0.9623867711570285	0.9597704344065127	0.9686179365981478	0.9624837082127617	0.9613929324966878	0.9667182530479462	0.9603231807354627	0.9602426464456918	0.9610469866902316	0.9649940457536822	0.9600887756558035	0.9513131731565866	0.9666661917372976	0.9605636275289894	0.9597454981393142	0.9588914569359134	0.964546636076042	0.9683152396266449	0.9518191960795923	0.968264377667541	0.963759420268516	0.9623258727764976	0.9630233950787573
QinN_2014__LD-30__bin.25	0.96520631134914	0.9696519649711233	0.9703832570853265	0.9598189736361395	0.9680229358747898	0.9603883855406784	0.976843158886835	0.968969124984041	0.9664371479283967	0.9641680672268907	0.9664187544072058	0.9777398574429916	0.9698820295498798	0.9687764260677805	0.9706203223851324	0.9613338513338513	0.9726930118098008	0.9666649514083269	0.966769222054247	0.9607926871613827	1.0	0.9635232065291699	0.9658600671081364	0.9679835494499446	0.9677058555785297	0.9669256166526987	0.9652320406659504	0.9673543070973346	0.963360730264757	0.9714825329559663	0.9737237589818251	0.9657943276262396	0.9659981098168577	0.9686989954312041	0.9788672011892944	0.9676587446611622	0.964913448394149	0.96610540792172	0.9784138886886021	0.970071945765736	0.9706252377607532	0.9747039075903556	0.970776516820126	0.9621891722196803	0.969259525388328	0.9704545454545455
HMP_2012__SRS013502__bin.28	0.9622355653272118	0.9618831798285233	0.9619656891253824	0.9636787403938849	0.9615945785341307	0.9553688360609343	0.9579565388503702	0.9735424065717704	0.9626391023051017	0.9698717857203114	0.964571758319511	0.9547941915097047	0.9643086029579631	0.9647691984661119	0.9649842275175972	0.9657216875906056	0.9656975182361085	0.9628601101954481	0.9619965459961319	0.962708306904545	0.9635232065291699	1.0	0.9661466638147973	0.9636469700456514	0.9611106781064166	0.9710227434136143	0.9662875634196353	0.9624327327684448	0.964893148760862	0.9643867622427852	0.9645033206822887	0.963559439864932	0.9654433125602166	0.9635706698242154	0.9546273259222353	0.9670231266996263	0.9645870450447988	0.9610652689357025	0.9579667129430163	0.9637885075252763	0.9690468357180546	0.9530383807777636	0.9695087321267623	0.9670374472538001	0.9653911718835008	0.9646219523644262
BackhedF_2015__SID256_12M__bin.14	0.9651287930687823	0.9638124309831333	0.9641449758019842	0.9636839432082641	0.9644534859197365	0.9589838944496422	0.956955653693534	0.9877451880581082	0.9662382522746147	0.9974337008063364	0.9662922436097577	0.9567048733480378	0.9683521924858862	0.9659856610560881	0.9688887744840019	0.9639916921039654	0.9681409968875556	0.9643249675908608	0.9652012170865185	0.9619583577764479	0.9658600671081364	0.9661466638147973	1.0	0.9656231664245053	0.9647534291812161	0.9729858635350167	0.9659685614026158	0.9649310475295054	0.963033819047168	0.9661283430627956	0.9666406277388002	0.9645645959805202	0.9694047427585346	0.9643596552781121	0.9554573009152568	0.9686342134085242	0.9657128938022584	0.963710938697019	0.960804441868757	0.968756511481376	0.971964268991654	0.9569494282377419	0.9714225798262751	0.962616402253768	0.9679459651539453	0.9659249320268555
XieH_2016__YSZC12003_36119__bin.73	0.9646835014771526	0.9678323643282938	0.9662558936179648	0.9620508557826728	0.9676921848948171	0.9601475926555704	0.9603149834231154	0.9719207173194904	0.9663261180392893	0.9676542722149903	0.9674629397317879	0.9598888022081157	0.9695710241626296	0.9693891455564784	0.9711144026092866	0.9634414327003326	0.9705401911008799	0.9672651921009345	0.9665495832151402	0.9623867711570285	0.9679835494499446	0.9636469700456514	0.9656231664245053	1.0	0.9677478562794584	0.9694084837845757	0.9693775527295685	0.9675814664381075	0.9628155291364083	0.9706014104696608	0.9713603485352026	0.964479026865692	0.9673776489504151	0.9678545393144229	0.960353463990071	0.9685451782756699	0.9666452348553675	0.964800721855013	0.9653587455432154	0.9714085942187806	0.9722177561202052	0.9581114081143862	0.9718605755587344	0.962728463969458	0.9709896391568418	0.9692336854144601
FengQ_2015__SID530185__bin.38	0.965217061617364	0.9773877194617299	0.9680806998382294	0.9600576927243408	0.9795385233879098	0.959308320774173	0.9611884177899727	0.9706914594258912	0.9650003593392265	0.9669871211405475	0.9654090253363091	0.9607973186485306	0.9692474923169422	0.9665214023076237	0.9699839136158037	0.9608616206544415	0.9727083497208414	0.9636484610193565	0.9657616028092678	0.9597704344065127	0.9677058555785297	0.9611106781064166	0.9647534291812161	0.9677478562794584	1.0	0.9692412897205667	0.9686119738447627	0.966477519460731	0.9604394384478754	0.968523411312291	0.9707415305399908	0.9645017018458929	0.9653896601074501	0.9664601544345882	0.9596606122687233	0.9755482082194693	0.9654872308863001	0.9645470977460576	0.9661850277550156	0.9695491999156921	0.9705835808401088	0.9587581762216237	0.9714721432048328	0.9605802570277137	0.9682909357716495	0.9707755512286119
SchirmerM_2016__G89165__bin.13	0.9693676797764171	0.9687599782073317	0.966990726189573	0.9694050683359621	0.9692921145565503	0.961824286224461	0.9604622447471802	0.9776010778623044	0.9678975350642745	0.9743977562719276	0.9667563605200383	0.9615628751892259	0.9716079426150914	0.9723317558733858	0.9698346629811869	0.9694890189007226	0.9723499266227925	0.9695749060636831	0.969343984424334	0.9686179365981478	0.9669256166526987	0.9710227434136143	0.9729858635350167	0.9694084837845757	0.9692412897205667	1.0	0.9731210448421949	0.9702273428809916	0.9687780044250589	0.9720866991921939	0.9706706916250607	0.9699768991653892	0.978329754555486	0.9683902373684322	0.9607268161571471	0.9728309070064245	0.9691201939880779	0.9683416723500022	0.9633856366180786	0.9709007768453324	0.973541206900643	0.9596931160679602	0.9739071128081929	0.9688759363192025	0.9721279461675558	0.96909527563025
BackhedF_2015__SID105_B__bin.3	0.9656042114528497	0.9698176791416648	0.9668806751513047	0.9628886030023668	0.9695231932148315	0.9616379075897696	0.9602664494032801	0.9711109706685767	0.9658575140844774	0.9669777982558007	0.9678111024237686	0.9608904804751578	0.9677048486157239	0.9695802111268172	0.9690811804764883	0.963888052964189	0.971258887668166	0.9673144444677123	0.9668596679260647	0.9624837082127617	0.9652320406659504	0.9662875634196353	0.9659685614026158	0.9693775527295685	0.9686119738447627	0.9731210448421949	1.0	0.9693034704917036	0.9631200444717517	0.9715027184022159	0.9712434010043349	0.9683560120453324	0.9688965393784329	0.968239150639367	0.961250557923364	0.9686798097611035	0.9769361418919813	0.9655960618960195	0.9630157863320591	0.9713876061721184	0.9725086237853249	0.9580319708406936	0.9722904012698269	0.9662386946591983	0.9707950819103072	0.9676446386674228
FengQ_2015__SID31004__bin.5	0.9870413993190177	0.9667117486272438	0.9646558108214763	0.9603202286349076	0.9667210904017843	0.9600705701874511	0.9579702337184556	0.9727731187306523	0.9653597861145488	0.9670272686287902	0.9662446906663785	0.9579273609167442	0.9697266687676565	0.9658517383006946	0.9737758758853868	0.9619879999167772	0.9692458930028636	0.9656333039235198	0.9802648413968004	0.9613929324966878	0.9673543070973346	0.9624327327684448	0.9649310475295054	0.9675814664381075	0.966477519460731	0.9702273428809916	0.9693034704917036	1.0	0.9621216737432341	0.9672889130782615	0.9698947675514351	0.9848620980696452	0.9668435679421065	0.9759352353165677	0.9570083516945933	0.9705608990091852	0.9634860977329603	0.967473278745141	0.9639631576031131	0.9697294522120816	0.973435479532953	0.957453615706942	0.9776986980559216	0.9620370752521581	0.9712491784974807	0.9699069560308279
