	BackhedF_2015__SID567_4M__bin.10	FengQ_2015__SID531274__bin.2	ZeeviD_2015__PNP_Main_229__bin.18	ZeeviD_2015__PNP_Main_217__bin.18	BackhedF_2015__SID637_B__bin.10	BackhedF_2015__SID589_B__bin.1	HeQ_2017__SZAXPI029601-32__bin.19	HMP_2012__SRS019974__bin.30	VogtmannE_2016__MMRS17603756ST-27-0-0__bin.30	BackhedF_2015__SID544_4M__bin.5	HMP_2012__SRS064329__bin.52	QinJ_2012__CON-015__bin.17	GeversD_2014__SKBSTL041__bin.16	XieH_2016__YSZC12003_35733__bin.5	HMP_2012__SRS022077__bin.8	HMP_2012__SRS018791__bin.29	FengQ_2015__SID530451__bin.60	CM_cf__CF_TNFC017IS_t4M16__bin.11	XieH_2016__YSZC12003_35551__bin.43	FengQ_2015__SID530705__bin.47	QinN_2014__LD-30__bin.25	HMP_2012__SRS013502__bin.28	BackhedF_2015__SID256_12M__bin.14	XieH_2016__YSZC12003_36119__bin.73	FengQ_2015__SID530185__bin.38	SchirmerM_2016__G89165__bin.13	BackhedF_2015__SID105_B__bin.3	FengQ_2015__SID31004__bin.5	XieH_2016__YSZC12003_35734__bin.24	CM_cf__CF_TNFC048IS_t2M15__bin.21	FengQ_2015__SID31705__bin.14	BackhedF_2015__SID585_12M__bin.1	HMP_2012__SRS053854__bin.1	FerrettiP_2018__CA_C10049IS2857FE_t2M16__bin.6	QinN_2014__LD-2__bin.13	FengQ_2015__SID531248__bin.27	BackhedF_2015__SID282_B__bin.5	KarlssonFH_2013__S370__bin.37	QinN_2014__LD-33__bin.28	XieH_2016__YSZC12003_37229__bin.72	KarlssonFH_2013__S441__bin.47	QinN_2014__LD-5__bin.26	GeversD_2014__SKBSTL042__bin.50	BackhedF_2015__SID598_M__bin.2	BackhedF_2015__SID38_4M__bin.1	HMP_2012__SRS018439__bin.27
HMP_2012__SRS064329__bin.52	0.898829618877029	0.8110066431835787	0.7177013208682084	0.9126042922112946	0.8322057899795133	0.7470463025234332	0.8893276245902112	0.539543922030821	0.7070906496025854	0.9488920998719306	1.0	0.8725642954962634	0.8206473608160928	0.9305084821002493	0.9530082989854329	0.8707464647742583	0.8350035624155174	0.9092937982895967	0.829121692557992	0.905219771073186	0.5838887816095015	0.7654243713612866	0.9170589762882959	0.7537272188521698	0.7762192672299945	0.6759811069901029	0.8871357957282088	0.9346058148387368	0.8423603388844867	0.8616062609730166	0.8567997744913293	0.9139904158814925	0.8819142489961979	0.9441799452653167	0.9158204542579189	0.6604818250221403	0.9364602685240058	0.9228010130133596	0.7490061859514313	0.9237920525950144	0.7113522307823775	0.8782575016036419	0.507688602711875	0.9040622634766956	0.8136157518694358	0.70831474440501
QinJ_2012__CON-015__bin.17	0.8323535291181636	0.7543736021131586	0.6305442439435904	0.8585787977575978	0.836486056648441	0.7076931394008276	0.4901439155541195	0.44849175946099873	0.6657731925063836	0.6043472630648594	0.4942468980898847	1.0	0.7516655204885108	0.8685235171870148	0.6308572951620386	0.704231346107667	0.7697960892485136	0.7999269547156954	0.7480736034961157	0.876900466056573	0.5242111800773702	0.6725892856020327	0.8581368800737242	0.6349609063147083	0.691880281167769	0.6021207019890696	0.5568093668947708	0.8579552097883195	0.7810106148250496	0.8067241893042091	0.792152220840662	0.8666747548708381	0.8198999996228299	0.8812592956724755	0.8996614269352285	0.5912267710338359	0.8833940786802063	0.8997701776597096	0.5322574764551539	0.662571646611692	0.5843817615605792	0.7950382010492874	0.4839199795825229	0.8283115224221363	0.7664097299838948	0.6363180902115547
GeversD_2014__SKBSTL041__bin.16	0.8509855867598248	0.7497176459889968	0.6255467483063306	0.8543708037162213	0.8222949030781589	0.6553801852048317	0.4381746260287052	0.4481332504811991	0.651154726360619	0.5540328276321972	0.4482890529091708	0.7249026234825177	1.0	0.8842478895439596	0.6167048089601552	0.6894233188342098	0.7727939861475274	0.7809296615692396	0.7318603840499538	0.8769118382564678	0.5293038905139358	0.66121034843364	0.8658365286976554	0.652735787575211	0.6876609933162577	0.5993798214637547	0.5025186038404995	0.857947590973159	0.7948403328230854	0.8221785059335264	0.8097567481547718	0.8474803352480259	0.8243658022764129	0.8860872069232052	0.8756860308270563	0.6018168866794986	0.884820781740198	0.8862266410027129	0.5060129431199891	0.6499846925630106	0.5758330428456677	0.7775905184825935	0.4828420302814447	0.7999618071869175	0.7586487018990316	0.6539628074748791
XieH_2016__YSZC12003_35733__bin.5	0.770979762868214	0.6721357397440386	0.557369149678715	0.7912544610040418	0.7527234444168752	0.6047379978990671	0.3778428103339927	0.3753082411759659	0.5827913653049251	0.4721955676345026	0.38886134538548406	0.6407808235378689	0.6764674645264669	1.0	0.523105855944643	0.609273786804008	0.6926492856596257	0.7704941830130532	0.6573726280444396	0.8021000053334941	0.450271660363095	0.6295076721153333	0.7957327409290019	0.5717950917940715	0.6088433970183449	0.5289161180510948	0.440306374453027	0.7905476570887934	0.7569406150214383	0.7678297548679728	0.7229495613780821	0.7789841780737738	0.7537766935582986	0.8228811535188307	0.8094426034871776	0.521577693936281	0.8192641169472935	0.8275783385933952	0.43886215700415315	0.5706959282250827	0.4817768419685695	0.6986677859274598	0.427110382457906	0.7536129784781918	0.7067719142837929	0.5562681309813398
HMP_2012__SRS022077__bin.8	0.8381912119976275	0.7683855499279654	0.6846878662015741	0.8485676985434338	0.8080900596706835	0.6688759325205604	0.6105175940039204	0.4839735191881081	0.6539480089646525	0.7709342938969126	0.6521708752079968	0.7621655817796703	0.7725747250569025	0.8566035328507732	1.0	0.7290835533865411	0.7977052190773031	0.705999801021776	0.754559601192958	0.8507572184666982	0.5576060945055429	0.6170534970422874	0.8556086417305941	0.7029680412112761	0.727525903243421	0.6110598476373614	0.7103864354570082	0.8472629482041456	0.7809135834535177	0.803337366059935	0.8025110748089771	0.819073353853912	0.8085388998630696	0.8741257679078503	0.8662858739890653	0.6180947151535587	0.8782238079723436	0.8701036737303937	0.7446349926750192	0.8612339535833927	0.6536677686414876	0.8342184826467446	0.4779905022073672	0.7465207290501372	0.7502549883157252	0.6657158241609689
HMP_2012__SRS018791__bin.29	0.820233579421082	0.7047581496739224	0.6106912534289456	0.8645487970446163	0.7715961260440601	0.6705441187229334	0.4944881135279634	0.47173810721553106	0.6215997840176981	0.604720663536995	0.5079772959611439	0.7253062500849751	0.736269812135538	0.8505319600070181	0.6215343936924881	1.0	0.7270581928574342	0.7987324635772651	0.7170826074036092	0.8756573831827738	0.4999446448237083	0.6962470485332173	0.8428838816732931	0.6299043553193735	0.6650565108369897	0.5989002771643388	0.5464572363458851	0.8090647823894143	0.7879288164804338	0.7823822925589047	0.7790739305606541	0.8417269261173491	0.7874943916466125	0.8536668110433253	0.8357919448183346	0.5792592247297146	0.8576420248729258	0.8451738379135695	0.49510252361335283	0.6585776892094957	0.5557083487906999	0.763724684718281	0.45993159265582484	0.8233010978452917	0.7287991293375312	0.615737314762481
FengQ_2015__SID530451__bin.60	0.874021477318346	0.7741775152453595	0.6496213750454015	0.8776416528072489	0.8508804314580107	0.6664420485175202	0.4382598784194529	0.441579567395003	0.6457395433082908	0.5532673577259085	0.44947525377071745	0.7315544292787368	0.7615170566420064	0.8921880675192598	0.6274731891953891	0.6708633222457991	1.0	0.7854114096461547	0.7580091902276768	0.8893606268280094	0.5289584169677506	0.6649169151803636	0.8710034696335379	0.6630327512377894	0.7062944457188737	0.5890258502035901	0.5187353042381143	0.8799380149490547	0.8087352564470188	0.8293798149528779	0.8280560016057809	0.8656640094817534	0.8185115224331403	0.9160549406434593	0.9060313557377989	0.6046481619544647	0.8970436428284682	0.9217169906902946	0.5345428064842959	0.6740306771042419	0.5952070310259793	0.8058886993175431	0.4989605436715031	0.8144940834623693	0.7797613073732103	0.656678327693984
CM_cf__CF_TNFC017IS_t4M16__bin.11	0.7529301586688918	0.6552773328268172	0.5308287531881569	0.7738203946559837	0.7388453869617462	0.6142581586851437	0.41072652902022644	0.3584397406610239	0.5612517178718602	0.473505921261794	0.41611909765638094	0.6462748208994792	0.6542199465110823	0.8437394299458711	0.47212095849377805	0.6265592893063809	0.667718127826934	1.0	0.6626607537000903	0.7746487313903564	0.4243953548135455	0.6538065399495989	0.7929320682618539	0.5526798801019398	0.5892724552388362	0.5141619680183809	0.43654209281231243	0.7834252409591439	0.721301509492607	0.7619753317155966	0.7028668272214508	0.7889706786063628	0.7323390583878363	0.8149096549223314	0.789857928315099	0.49436670076170414	0.8105820906589416	0.8133494768426303	0.3841923285149969	0.52222542744918	0.473118416094212	0.6710253803188004	0.4018890749952006	0.7804044274115975	0.674619071754987	0.5433949921940309
XieH_2016__YSZC12003_35551__bin.43	0.8492271153447064	0.7459802352210158	0.621247683530524	0.8344545025370422	0.8097794757467012	0.6682069342990397	0.4404004412669556	0.42520610055206914	0.6325512050495697	0.5412996015733181	0.4533423301953541	0.7221140764886995	0.7325456224643231	0.8600925252824363	0.6028882597018657	0.6720856174399963	0.7699544048418004	0.7917459049916807	1.0	0.8480238255029484	0.5141724848936456	0.6447491538135732	0.8465717465360665	0.665279717860996	0.680487408236255	0.5659873712212876	0.5067136655618811	0.8489328160137671	0.7701315912431083	0.8057254266126693	0.7900559593490706	0.8473727261584167	0.7952969146507668	0.8827990839705774	0.8611647457314461	0.5819590262515003	0.8628941335524296	0.8781716062432721	0.5071305390471498	0.6431811755225482	0.5596978607776055	0.7679762278956931	0.4631179224044923	0.7829151046552693	0.7370851137937187	0.6451381143726085
FengQ_2015__SID530705__bin.47	0.8226938759133972	0.727684522525866	0.60295246071828	0.8934706835244969	0.8050197348954076	0.6404783517977061	0.4004644094827802	0.41183893115605863	0.6283289784495946	0.5144137457182549	0.4090765473211196	0.6996073081803273	0.7254457277838239	0.8673704693745518	0.5618126012447779	0.6783161896355439	0.7466395510373985	0.7649656708109112	0.700891204806588	1.0	0.48385299383629315	0.6523122677325683	0.8506391899414724	0.6076416925368493	0.658630443395706	0.5709433129548179	0.4717607940098198	0.8407401463441545	0.7936381919124543	0.8036626160396805	0.7638377475638563	0.8285998003941963	0.8001785418745894	0.8751927098744691	0.8474720777559894	0.5631963007728455	0.8742217630508594	0.8835395425115224	0.4702226256689051	0.6000436324244081	0.5271047629555702	0.7538424117195689	0.46344254813358543	0.8174790489134524	0.7293039374501612	0.5962937515359115
QinN_2014__LD-30__bin.25	0.9277135115290468	0.851604184649788	0.7547212152767867	0.934306037702793	0.9032380937382812	0.7320843819728169	0.5388627351011173	0.5936118047360283	0.7214406707093216	0.6295527849928986	0.5178420451201231	0.820780335413716	0.8593512395189365	0.9555806649415993	0.722653270328022	0.7600401181497226	0.8715077475469957	0.822478171730484	0.8340037736257614	0.9495767220243327	1.0	0.7486700282185317	0.942480258346711	0.7509987706680814	0.7849545127505047	0.679987874003813	0.6064395732672965	0.9426859672105976	0.8746701522344018	0.9020934075722515	0.9221387028924241	0.9071465621521281	0.9195885035319916	0.9733100131004065	0.9745747781247817	0.7136926315872358	0.9612066547309593	0.9704714276293579	0.6142771794066726	0.7678855983125967	0.6908087507960146	0.9018394703144393	0.5920980237185273	0.8668837272477631	0.852002807089377	0.7622054746116876
HMP_2012__SRS013502__bin.28	0.807887391245313	0.7118085656392634	0.585916202751115	0.8349193935849096	0.7744658878455867	0.6689196599229187	0.4461860135989054	0.41576538232560084	0.6317191596252467	0.5029786772923347	0.45023134850589597	0.6984524978327398	0.7119861243119602	0.8860536801646073	0.5303853806544604	0.7020115047575279	0.7265798805134579	0.8403675725640517	0.6936114128448033	0.8490601140553357	0.49654282819631723	1.0	0.845399272009442	0.6098716094126986	0.6197829084110588	0.5744773769361728	0.48455108989691154	0.8288784819777947	0.7919521531600221	0.8052168304732461	0.7523226241082899	0.8216168544958901	0.8001779503462394	0.8572787305599365	0.8306782219065624	0.5540326707957762	0.8595785070449015	0.8600915993858559	0.40908343168691186	0.5806357906061017	0.5258054113616661	0.7256052661813396	0.4425251715530117	0.8646213039073353	0.7199220830765696	0.6188370168054061
BackhedF_2015__SID256_12M__bin.14	0.8467972642608889	0.7456063814592403	0.6240511543469396	0.8630106999360364	0.8244643304415147	0.6604431499916165	0.41576569023799026	0.42270957405187887	0.625035966606429	0.5509193996112501	0.4276341528544548	0.7064560834797873	0.7391106570866117	0.8879078716670082	0.5830228302562478	0.6737368217319034	0.7545317924100627	0.8079745470277611	0.7219895174161176	0.8777482109847708	0.49554169331818076	0.6701986391685142	1.0	0.6332720607261217	0.6769919289900163	0.5804901601574871	0.4879975035552602	0.8630655554796548	0.8085365575972858	0.8199159778673407	0.78238443592976	0.8706283754272005	0.8333969864641358	0.8931087982081902	0.8690515373007347	0.577400137035358	0.9050538515836692	0.8950546174912594	0.4920288685060869	0.623388230277362	0.5415618718781503	0.7705615137646014	0.4688751715529501	0.8172554840018464	0.7543806809125478	0.6140187999263073
XieH_2016__YSZC12003_36119__bin.73	0.8788926544167723	0.7825249008136345	0.6821609161817105	0.8787982087794598	0.8319775219383196	0.6791017629606346	0.4894003218530234	0.47218243945702615	0.6533232689701072	0.6014039934271739	0.5011256001540645	0.7453029897209206	0.7944530896635891	0.9097003785941914	0.6829725583773649	0.7178842406386295	0.8189359075672353	0.8029576241609648	0.8089630385522665	0.8939832964036134	0.56299487115918	0.689346163182877	0.9029165255516031	1.0	0.7276268984126493	0.6069467717669524	0.5726725975575473	0.8737918521453548	0.8133503335480496	0.8729964427936134	0.8454537338123498	0.8642572699160394	0.8563223606687046	0.9089197263732801	0.8929495593889663	0.6366174590139138	0.9169350619836387	0.9174973086682648	0.5761419990156994	0.7292007464156773	0.6103689504064482	0.8176232607798996	0.5096139018075272	0.8136676118608963	0.7951252769728993	0.6889964191822041
FengQ_2015__SID530185__bin.38	0.8706215272047092	0.7970044561808879	0.6674024866589646	0.8887357649777191	0.8758073389448203	0.6848991857842328	0.47368583924740054	0.46065976233701933	0.6698093744842383	0.5968627936403147	0.4809862738625736	0.7568898883204049	0.7800475876107168	0.9027747978214227	0.6587672608241184	0.706405760026407	0.8130487704241623	0.7979046322275403	0.7711881773670023	0.9031076360235463	0.5484355229135721	0.6529116465863454	0.8996148979479562	0.678148209275458	1.0	0.6013671122847555	0.5528751994278484	0.8963209000385102	0.8053034054024316	0.838875364471585	0.8400691808329207	0.8879662485558673	0.8514578863398801	0.9254022941079386	0.9130253892281455	0.6210623315178523	0.9118480772404687	0.9385851625680806	0.5647886064807174	0.6949586015294053	0.5996795400781207	0.8293007647026462	0.4888141607525994	0.8310158441987127	0.7910422511965671	0.6650347967211311
SchirmerM_2016__G89165__bin.13	0.8730184846458895	0.7616202216295478	0.6664801962834874	0.9001872462283891	0.8290778223576651	0.6832103618675824	0.4725531380397174	0.49681087488853914	0.6690557348471411	0.6192633269473247	0.48886996539997896	0.7687689664056349	0.7935227091230568	0.9153162278191874	0.6457699447731977	0.7424389202481956	0.7913629165787153	0.8125410830103543	0.7486133104539257	0.9136949788635687	0.554488812980907	0.7063147646821348	0.9002819528505489	0.6602022708721758	0.7018595404481549	1.0	0.5601984986592592	0.8788437445072166	0.8365050688107818	0.832895783388298	0.8204868080898717	0.9047147043267282	0.8611817620728872	0.9107695073570191	0.8859748321164602	0.6307565373653742	0.9208108171014476	0.9026287508437316	0.5184593640370062	0.6796066946345488	0.6088014555926267	0.7851178977056117	0.5248456402448568	0.8683280990534956	0.8186938030567766	0.6526803177968993
BackhedF_2015__SID105_B__bin.3	0.8934638131994128	0.8027593221172069	0.7242076826590519	0.9029926999709814	0.8238153167331638	0.7125075973045756	0.7517886158112786	0.5384307820568444	0.6732974712200397	0.9067556697396169	0.7555950662655101	0.8372574652083623	0.7835191187410262	0.8973865272259984	0.884156110785006	0.7978157572114135	0.8207811210644071	0.8124782005801836	0.7893209545711907	0.8891403206795085	0.5823973170526523	0.7016251378857611	0.891336095302101	0.7336231415551528	0.7599374634313255	0.659754182889216	1.0	0.933114417533681	0.8076773657510201	0.8435593289228794	0.8588957229183858	0.9077746301542335	0.8659613343277177	0.9224399092198904	0.8873358722272792	0.6198899560561506	0.9288448032546238	0.9370465838832223	0.74426645720319	0.9110933407439545	0.6949120981226742	0.8438570770959817	0.5014135948980142	0.9026675400613078	0.8169056686525997	0.6800454845780625
FengQ_2015__SID31004__bin.5	0.8740054820762599	0.734210499500703	0.6067996087142595	0.8457167458069249	0.8319234139680858	0.6529382094601479	0.4198954533412134	0.39713821353604106	0.6315300902810328	0.526626790845544	0.42906366545069186	0.6953626525912491	0.7210285516313762	0.868454115633088	0.5683904298029305	0.6366840571440217	0.7504605759236993	0.7859182987222075	0.7127850577757852	0.8540916872159612	0.4879700014265626	0.6469201532535817	0.8496927795553201	0.603349365179645	0.6640618312987834	0.5578868532067089	0.5029550225193096	1.0	0.7859595671401496	0.8087967963479997	0.7893639568770506	0.8795079378018709	0.8013292506470481	0.9317990992276183	0.8717469277955532	0.555295094662618	0.8843832154720903	0.9234965049216409	0.4781450610364996	0.6212190996352076	0.5322999245959771	0.7548228005461697	0.45542705170270437	0.8023930587539995	0.72096945118099	0.5983365261162852
