	BackhedF_2015__SID567_4M__bin.10	FengQ_2015__SID531274__bin.2	ZeeviD_2015__PNP_Main_229__bin.18	ZeeviD_2015__PNP_Main_217__bin.18	BackhedF_2015__SID637_B__bin.10	BackhedF_2015__SID589_B__bin.1	HeQ_2017__SZAXPI029601-32__bin.19	HMP_2012__SRS019974__bin.30	VogtmannE_2016__MMRS17603756ST-27-0-0__bin.30	BackhedF_2015__SID544_4M__bin.5	HMP_2012__SRS064329__bin.52	QinJ_2012__CON-015__bin.17	GeversD_2014__SKBSTL041__bin.16	XieH_2016__YSZC12003_35733__bin.5	HMP_2012__SRS022077__bin.8	HMP_2012__SRS018791__bin.29	FengQ_2015__SID530451__bin.60	CM_cf__CF_TNFC017IS_t4M16__bin.11	XieH_2016__YSZC12003_35551__bin.43	FengQ_2015__SID530705__bin.47	QinN_2014__LD-30__bin.25	HMP_2012__SRS013502__bin.28	BackhedF_2015__SID256_12M__bin.14	XieH_2016__YSZC12003_36119__bin.73	FengQ_2015__SID530185__bin.38	SchirmerM_2016__G89165__bin.13	BackhedF_2015__SID105_B__bin.3	FengQ_2015__SID31004__bin.5	XieH_2016__YSZC12003_35734__bin.24	CM_cf__CF_TNFC048IS_t2M15__bin.21	FengQ_2015__SID31705__bin.14	BackhedF_2015__SID585_12M__bin.1	HMP_2012__SRS053854__bin.1	FerrettiP_2018__CA_C10049IS2857FE_t2M16__bin.6	QinN_2014__LD-2__bin.13	FengQ_2015__SID531248__bin.27	BackhedF_2015__SID282_B__bin.5	KarlssonFH_2013__S370__bin.37	QinN_2014__LD-33__bin.28	XieH_2016__YSZC12003_37229__bin.72	KarlssonFH_2013__S441__bin.47	QinN_2014__LD-5__bin.26	GeversD_2014__SKBSTL042__bin.50	BackhedF_2015__SID598_M__bin.2	BackhedF_2015__SID38_4M__bin.1	HMP_2012__SRS018439__bin.27
HMP_2012__SRS064329__bin.52	809912.0	730777.0	646702.0	822324.0	749879.0	673144.0	801350.0	486169.0	637141.0	855022.0	901074.0	786245.0	739464.0	838457.0	858731.0	784607.0	752400.0	819341.0	747100.0	815670.0	526127.0	689704.0	826338.0	679164.0	699431.0	609109.0	799375.0	842149.0	759029.0	776371.0	772040.0	823573.0	794670.0	850776.0	825222.0	595143.0	843820.0	831512.0	674910.0	832405.0	640981.0	791375.0	457465.0	814627.0	733128.0	638244.0
QinJ_2012__CON-015__bin.17	1324103.0	1200053.0	1003066.0	1365822.0	1330677.0	1125794.0	779718.0	713458.0	1059108.0	961392.0	786245.0	1590794.0	1195745.0	1381642.0	1003564.0	1120287.0	1224587.0	1272519.0	1190031.0	1394968.0	833912.0	1069951.0	1365119.0	1010092.0	1100639.0	957850.0	885769.0	1364830.0	1242427.0	1283332.0	1260151.0	1378701.0	1304292.0	1401902.0	1431176.0	940520.0	1405298.0	1431349.0	846712.0	1054015.0	929631.0	1264742.0	769817.0	1317673.0	1219200.0	1012251.0
GeversD_2014__SKBSTL041__bin.16	1403722.0	1236678.0	1031855.0	1409306.0	1356396.0	1081066.0	722780.0	739207.0	1074096.0	913891.0	739464.0	1195745.0	1649525.0	1458589.0	1017270.0	1137221.0	1274743.0	1288163.0	1207222.0	1446488.0	873100.0	1090683.0	1428219.0	1076704.0	1134314.0	988692.0	828917.0	1415206.0	1311109.0	1356204.0	1335714.0	1397940.0	1359812.0	1461623.0	1444466.0	992712.0	1459534.0	1461853.0	834681.0	1072166.0	949851.0	1282655.0	796460.0	1319557.0	1251410.0	1078728.0
XieH_2016__YSZC12003_35733__bin.5	1662375.0	1449249.0	1201791.0	1706091.0	1623011.0	1303927.0	814699.0	809234.0	1256606.0	1018141.0	838457.0	1381642.0	1458589.0	2156185.0	1127913.0	1313707.0	1493480.0	1661328.0	1417417.0	1729476.0	970869.0	1357335.0	1715747.0	1232896.0	1312779.0	1140441.0	949382.0	1704567.0	1632104.0	1655583.0	1558813.0	1679634.0	1625282.0	1774284.0	1745308.0	1124618.0	1766485.0	1784412.0	946268.0	1230526.0	1038800.0	1506457.0	920929.0	1624929.0	1523931.0	1199417.0
HMP_2012__SRS022077__bin.8	1103669.0	1011754.0	901547.0	1117332.0	1064034.0	880727.0	803885.0	637261.0	861071.0	1015110.0	858731.0	1003564.0	1017270.0	1127913.0	1316727.0	960004.0	1050360.0	929609.0	993549.0	1120215.0	734215.0	812491.0	1126603.0	925617.0	957953.0	804599.0	935385.0	1115614.0	1028250.0	1057776.0	1056688.0	1078496.0	1064625.0	1150985.0	1140662.0	813862.0	1156381.0	1145689.0	980481.0	1134010.0	860702.0	1098438.0	629383.0	982964.0	987881.0	876566.0
HMP_2012__SRS018791__bin.29	1266909.0	1088549.0	943256.0	1335357.0	1191785.0	1035703.0	763772.0	728633.0	960105.0	934034.0	784607.0	1120287.0	1137221.0	1313707.0	960004.0	1544571.0	1122993.0	1233699.0	1107585.0	1352515.0	772200.0	1075403.0	1301894.0	972932.0	1027227.0	925044.0	844042.0	1249658.0	1217012.0	1208445.0	1203335.0	1300107.0	1216341.0	1318549.0	1290940.0	894707.0	1324689.0	1305431.0	764721.0	1017220.0	858331.0	1179627.0	710397.0	1271647.0	1125682.0	951050.0
FengQ_2015__SID530451__bin.60	1463070.0	1295936.0	1087435.0	1469130.0	1424333.0	1115592.0	733626.0	739183.0	1080937.0	926143.0	752400.0	1224587.0	1274743.0	1493480.0	1050360.0	1122993.0	1673952.0	1314741.0	1268871.0	1488747.0	885451.0	1113039.0	1458018.0	1109885.0	1182303.0	986001.0	868338.0	1472974.0	1353784.0	1388342.0	1386126.0	1449080.0	1370149.0	1533432.0	1516653.0	1012152.0	1501608.0	1542910.0	894799.0	1128295.0	996348.0	1349019.0	835236.0	1363424.0	1305283.0	1099248.0
CM_cf__CF_TNFC017IS_t4M16__bin.11	1482524.0	1290245.0	1045205.0	1523657.0	1454791.0	1209478.0	808723.0	705770.0	1105108.0	932336.0	819341.0	1272519.0	1288163.0	1661328.0	929609.0	1233699.0	1314741.0	1969006.0	1304783.0	1525288.0	835637.0	1287349.0	1561288.0	1088230.0	1160281.0	1012388.0	859554.0	1542569.0	1420247.0	1500334.0	1383949.0	1553488.0	1441980.0	1604562.0	1555235.0	973411.0	1596041.0	1601490.0	756477.0	1028265.0	931573.0	1321253.0	791322.0	1536621.0	1328329.0	1069948.0
XieH_2016__YSZC12003_35551__bin.43	1399511.0	1229362.0	1023805.0	1375166.0	1334502.0	1101193.0	725772.0	700732.0	1042433.0	892052.0	747100.0	1190031.0	1207222.0	1417417.0	993549.0	1107585.0	1268871.0	1304783.0	1647982.0	1397528.0	847347.0	1062535.0	1395135.0	1096369.0	1121431.0	932737.0	835055.0	1399026.0	1269163.0	1327821.0	1301998.0	1396455.0	1310635.0	1454837.0	1419184.0	959058.0	1422034.0	1447211.0	835742.0	1059951.0	922372.0	1265611.0	763210.0	1290230.0	1214703.0	1063176.0
FengQ_2015__SID530705__bin.47	1640394.0	1450952.0	1202245.0	1781518.0	1605153.0	1277069.0	798498.0	821178.0	1252844.0	1025705.0	815670.0	1394968.0	1446488.0	1729476.0	1120215.0	1352515.0	1488747.0	1525288.0	1397528.0	1993930.0	964769.0	1300665.0	1696115.0	1211595.0	1313263.0	1138421.0	940658.0	1676377.0	1582459.0	1602447.0	1523039.0	1652170.0	1595500.0	1745073.0	1689800.0	1122974.0	1743137.0	1761716.0	937591.0	1196445.0	1051010.0	1503109.0	924072.0	1629996.0	1454181.0	1188968.0
QinN_2014__LD-30__bin.25	942556.0	865229.0	766796.0	949254.0	917689.0	743797.0	547484.0	603109.0	732983.0	639625.0	526127.0	833912.0	873100.0	970869.0	734215.0	772200.0	885451.0	835637.0	847347.0	964769.0	1015999.0	760648.0	957559.0	763014.0	797513.0	690867.0	616142.0	957768.0	888664.0	916526.0	936892.0	921660.0	934301.0	988882.0	990167.0	725111.0	976585.0	985998.0	624105.0	780171.0	701861.0	916268.0	601571.0	880753.0	865634.0	774400.0
HMP_2012__SRS013502__bin.28	1237593.0	1090411.0	897558.0	1279003.0	1186395.0	1024710.0	683507.0	636906.0	967723.0	770507.0	689704.0	1069951.0	1090683.0	1357335.0	812491.0	1075403.0	1113039.0	1287349.0	1062535.0	1300665.0	760648.0	1531888.0	1295057.0	934255.0	949438.0	880035.0	742278.0	1269749.0	1213182.0	1233502.0	1152474.0	1258625.0	1225783.0	1313255.0	1272506.0	848716.0	1316778.0	1317564.0	626670.0	889469.0	805475.0	1111546.0	677899.0	1324503.0	1102840.0	947989.0
BackhedF_2015__SID256_12M__bin.14	1636307.0	1440771.0	1205884.0	1667637.0	1593152.0	1276206.0	803404.0	816822.0	1207787.0	1064568.0	826338.0	1365119.0	1428219.0	1715747.0	1126603.0	1301894.0	1458018.0	1561288.0	1395135.0	1696115.0	957559.0	1295057.0	1932348.0	1223702.0	1308184.0	1121709.0	942981.0	1667743.0	1562374.0	1584363.0	1511839.0	1682357.0	1610413.0	1725797.0	1679310.0	1115738.0	1748879.0	1729557.0	950771.0	1204603.0	1046486.0	1488993.0	906030.0	1579222.0	1457726.0	1186498.0
XieH_2016__YSZC12003_36119__bin.73	1191143.0	1060538.0	924517.0	1191015.0	1127560.0	920371.0	663273.0	639938.0	885434.0	815069.0	679164.0	1010092.0	1076704.0	1232896.0	925617.0	972932.0	1109885.0	1088230.0	1096369.0	1211595.0	763014.0	934255.0	1223702.0	1355277.0	986136.0	822581.0	776130.0	1184230.0	1102315.0	1183152.0	1145824.0	1171308.0	1160554.0	1231838.0	1210194.0	862793.0	1242701.0	1243463.0	780832.0	988269.0	827219.0	1108106.0	690668.0	1102745.0	1077615.0	933781.0
FengQ_2015__SID530185__bin.38	1266023.0	1158972.0	970510.0	1292364.0	1273564.0	995953.0	688815.0	669873.0	974010.0	867934.0	699431.0	1100639.0	1134314.0	1312779.0	957953.0	1027227.0	1182303.0	1160281.0	1121431.0	1313263.0	797513.0	949438.0	1308184.0	986136.0	1454160.0	874484.0	803969.0	1303394.0	1171040.0	1219859.0	1221595.0	1291245.0	1238156.0	1345683.0	1327685.0	903124.0	1325973.0	1364853.0	821293.0	1010581.0	872030.0	1205936.0	710814.0	1208430.0	1150302.0	967067.0
SchirmerM_2016__G89165__bin.13	1087740.0	948943.0	830403.0	1121591.0	1032992.0	851248.0	588779.0	619003.0	833612.0	771573.0	609109.0	957850.0	988692.0	1140441.0	804599.0	925044.0	986001.0	1012388.0	932737.0	1138421.0	690867.0	880035.0	1121709.0	822581.0	874484.0	1245953.0	697981.0	1094998.0	1042246.0	1037749.0	1022288.0	1127232.0	1072992.0	1134776.0	1103883.0	785893.0	1147287.0	1124633.0	645976.0	846758.0	758538.0	978220.0	653933.0	1081896.0	1020054.0	813209.0
BackhedF_2015__SID105_B__bin.3	945232.0	849272.0	766169.0	955313.0	871548.0	753791.0	795348.0	569628.0	712309.0	959294.0	799375.0	885769.0	828917.0	949382.0	935385.0	844042.0	868338.0	859554.0	835055.0	940658.0	616142.0	742278.0	942981.0	776130.0	803969.0	697981.0	1057941.0	987180.0	854475.0	892436.0	908661.0	960372.0	916136.0	975887.0	938749.0	655807.0	982663.0	991340.0	787390.0	963883.0	735176.0	892751.0	530466.0	954969.0	864238.0	719448.0
FengQ_2015__SID31004__bin.5	1715463.0	1441079.0	1191002.0	1659939.0	1632866.0	1281561.0	824154.0	779487.0	1239542.0	1033642.0	842149.0	1364830.0	1415206.0	1704567.0	1115614.0	1249658.0	1472974.0	1542569.0	1399026.0	1676377.0	957768.0	1269749.0	1667743.0	1184230.0	1303394.0	1094998.0	987180.0	1962760.0	1542650.0	1587474.0	1549332.0	1726263.0	1572817.0	1828898.0	1711030.0	1089911.0	1735832.0	1812602.0	938484.0	1219304.0	1044777.0	1481536.0	893894.0	1574905.0	1415090.0	1174391.0
XieH_2016__YSZC12003_35734__bin.24	1527083.0	1298360.0	1106110.0	1560176.0	1446740.0	1172163.0	731332.0	753534.0	1129177.0	922466.0	759029.0	1242427.0	1311109.0	1632104.0	1028250.0	1217012.0	1353784.0	1420247.0	1269163.0	1582459.0	888664.0	1213182.0	1562374.0	1102315.0	1171040.0	1042246.0	854475.0	1542650.0	1931773.0	1460368.0	1390414.0	1530737.0	1467549.0	1615977.0	1552348.0	1023420.0	1607743.0	1595805.0	846208.0	1109559.0	965192.0	1356716.0	843162.0	1480210.0	1339390.0	1100749.0
CM_cf__CF_TNFC048IS_t2M15__bin.21	1571003.0	1366246.0	1128203.0	1550463.0	1529574.0	1214909.0	769907.0	748077.0	1156618.0	949182.0	776371.0	1283332.0	1356204.0	1655583.0	1057776.0	1208445.0	1388342.0	1500334.0	1327821.0	1602447.0	916526.0	1233502.0	1584363.0	1183152.0	1219859.0	1037749.0	892436.0	1587474.0	1460368.0	1897671.0	1446067.0	1530446.0	1521885.0	1661988.0	1628539.0	1060160.0	1636850.0	1677516.0	873631.0	1166968.0	973223.0	1390407.0	862284.0	1492611.0	1354290.0	1151226.0
FengQ_2015__SID31705__bin.14	1522852.0	1335271.0	1126624.0	1504738.0	1463720.0	1171662.0	782138.0	759321.0	1122127.0	946854.0	772040.0	1260151.0	1335714.0	1558813.0	1056688.0	1203335.0	1386126.0	1383949.0	1301998.0	1523039.0	936892.0	1152474.0	1511839.0	1145824.0	1221595.0	1022288.0	908661.0	1549332.0	1390414.0	1446067.0	1706235.0	1515483.0	1425757.0	1612157.0	1571521.0	1056399.0	1569517.0	1618357.0	907391.0	1153154.0	995176.0	1396562.0	832832.0	1414367.0	1345238.0	1117343.0
BackhedF_2015__SID585_12M__bin.1	1684849.0	1421391.0	1157878.0	1641583.0	1601775.0	1322950.0	812889.0	808923.0	1203075.0	1040584.0	823573.0	1378701.0	1397940.0	1679634.0	1078496.0	1300107.0	1449080.0	1553488.0	1396455.0	1652170.0	921660.0	1258625.0	1682357.0	1171308.0	1291245.0	1127232.0	960372.0	1726263.0	1530737.0	1530446.0	1515483.0	1915504.0	1536800.0	1760416.0	1675169.0	1062305.0	1714736.0	1737938.0	903476.0	1156384.0	1030149.0	1459548.0	881780.0	1593718.0	1430880.0	1147514.0
HMP_2012__SRS053854__bin.1	1530671.0	1349072.0	1146955.0	1572199.0	1493362.0	1184306.0	793457.0	791590.0	1161095.0	996777.0	794670.0	1304292.0	1359812.0	1625282.0	1064625.0	1216341.0	1370149.0	1441980.0	1310635.0	1595500.0	934301.0	1225783.0	1610413.0	1160554.0	1238156.0	1072992.0	916136.0	1572817.0	1467549.0	1521885.0	1425757.0	1536800.0	1819745.0	1602882.0	1573148.0	1037628.0	1628005.0	1640338.0	872204.0	1167322.0	1012012.0	1375924.0	868147.0	1496731.0	1370345.0	1122275.0
FerrettiP_2018__CA_C10049IS2857FE_t2M16__bin.6	1752641.0	1494188.0	1230929.0	1711562.0	1677732.0	1328714.0	841582.0	813443.0	1276948.0	1030114.0	850776.0	1401902.0	1461623.0	1774284.0	1150985.0	1318549.0	1533432.0	1604562.0	1454837.0	1745073.0	988882.0	1313255.0	1725797.0	1231838.0	1345683.0	1134776.0	975887.0	1828898.0	1615977.0	1661988.0	1612157.0	1760416.0	1602882.0	2096775.0	1780217.0	1145134.0	1797888.0	1859629.0	968584.0	1268349.0	1075732.0	1554392.0	940652.0	1617353.0	1467406.0	1224037.0
QinN_2014__LD-2__bin.13	1662369.0	1470774.0	1205234.0	1682365.0	1659155.0	1327293.0	830610.0	796896.0	1244368.0	1008401.0	825222.0	1431176.0	1444466.0	1745308.0	1140662.0	1290940.0	1516653.0	1555235.0	1419184.0	1689800.0	990167.0	1272506.0	1679310.0	1210194.0	1327685.0	1103883.0	938749.0	1711030.0	1552348.0	1628539.0	1571521.0	1675169.0	1573148.0	1780217.0	2002531.0	1122222.0	1747371.0	1789270.0	984139.0	1223274.0	1053373.0	1575328.0	901667.0	1571495.0	1441380.0	1198901.0
FengQ_2015__SID531248__bin.27	1092914.0	987044.0	860000.0	1098093.0	1069910.0	810606.0	574672.0	618741.0	858883.0	707453.0	595143.0	940520.0	992712.0	1124618.0	813862.0	894707.0	1012152.0	973411.0	959058.0	1122974.0	725111.0	848716.0	1115738.0	862793.0	903124.0	785893.0	655807.0	1089911.0	1023420.0	1060160.0	1056399.0	1062305.0	1037628.0	1145134.0	1122222.0	1218546.0	1129730.0	1141314.0	665041.0	864451.0	790468.0	1029716.0	686370.0	1000176.0	980650.0	860814.0
BackhedF_2015__SID282_B__bin.5	1679399.0	1469587.0	1231520.0	1733875.0	1667514.0	1308012.0	838398.0	812749.0	1232789.0	1053190.0	843820.0	1405298.0	1459534.0	1766485.0	1156381.0	1324689.0	1501608.0	1596041.0	1422034.0	1743137.0	976585.0	1316778.0	1748879.0	1242701.0	1325973.0	1147287.0	982663.0	1735832.0	1607743.0	1636850.0	1569517.0	1714736.0	1628005.0	1797888.0	1747371.0	1129730.0	2011057.0	1806761.0	986513.0	1247568.0	1074873.0	1516992.0	920755.0	1614864.0	1474313.0	1198705.0
KarlssonFH_2013__S370__bin.37	1734365.0	1499732.0	1234611.0	1750034.0	1687404.0	1337820.0	833875.0	815210.0	1284351.0	1025687.0	831512.0	1431349.0	1461853.0	1784412.0	1145689.0	1305431.0	1542910.0	1601490.0	1447211.0	1761716.0	985998.0	1317564.0	1729557.0	1243463.0	1364853.0	1124633.0	991340.0	1812602.0	1595805.0	1677516.0	1618357.0	1737938.0	1640338.0	1859629.0	1789270.0	1141314.0	1806761.0	2104697.0	971184.0	1261434.0	1074273.0	1560931.0	923736.0	1645802.0	1474899.0	1228674.0
QinN_2014__LD-33__bin.28	924483.0	848402.0	772554.0	951788.0	898658.0	710190.0	658108.0	517853.0	691834.0	855178.0	674910.0	846712.0	834681.0	946268.0	980481.0	764721.0	894799.0	756477.0	835742.0	937591.0	624105.0	626670.0	950771.0	780832.0	821293.0	645976.0	787390.0	938484.0	846208.0	873631.0	907391.0	903476.0	872204.0	968584.0	984139.0	665041.0	986513.0	971184.0	1059192.0	971349.0	695625.0	936473.0	492197.0	820714.0	841392.0	739443.0
XieH_2016__YSZC12003_37229__bin.72	1195938.0	1078113.0	966938.0	1215898.0	1142439.0	908239.0	814424.0	680252.0	913198.0	1022237.0	832405.0	1054015.0	1072166.0	1230526.0	1134010.0	1017220.0	1128295.0	1028265.0	1059951.0	1196445.0	780171.0	889469.0	1204603.0	988269.0	1010581.0	846758.0	963883.0	1219304.0	1109559.0	1166968.0	1153154.0	1156384.0	1167322.0	1268349.0	1223274.0	864451.0	1247568.0	1261434.0	971349.0	1379012.0	892463.0	1139990.0	661200.0	1100870.0	1070208.0	937601.0
KarlssonFH_2013__S441__bin.47	1017116.0	940608.0	853225.0	1041655.0	1000580.0	808856.0	629206.0	630158.0	808194.0	769334.0	640981.0	929631.0	949851.0	1038800.0	860702.0	858331.0	996348.0	931573.0	922372.0	1051010.0	701861.0	805475.0	1046486.0	827219.0	872030.0	758538.0	735176.0	1044777.0	965192.0	973223.0	995176.0	1030149.0	1012012.0	1075732.0	1053373.0	790468.0	1074873.0	1074273.0	695625.0	892463.0	1139672.0	982551.0	632444.0	976576.0	962873.0	808911.0
QinN_2014__LD-5__bin.26	1460432.0	1289991.0	1103657.0	1492723.0	1431655.0	1144014.0	780446.0	738004.0	1111074.0	964317.0	791375.0	1264742.0	1282655.0	1506457.0	1098438.0	1179627.0	1349019.0	1321253.0	1265611.0	1503109.0	916268.0	1111546.0	1488993.0	1108106.0	1205936.0	978220.0	892751.0	1481536.0	1356716.0	1390407.0	1396562.0	1459548.0	1375924.0	1554392.0	1575328.0	1029716.0	1516992.0	1560931.0	936473.0	1139990.0	982551.0	1730423.0	814985.0	1352088.0	1272921.0	1093532.0
GeversD_2014__SKBSTL042__bin.50	900658.0	789160.0	703645.0	899071.0	882490.0	677088.0	445676.0	523056.0	689120.0	557029.0	457465.0	769817.0	796460.0	920929.0	629383.0	710397.0	835236.0	791322.0	763210.0	924072.0	601571.0	677899.0	906030.0	690668.0	710814.0	653933.0	530466.0	893894.0	843162.0	862284.0	832832.0	881780.0	868147.0	940652.0	901667.0	686370.0	920755.0	923736.0	492197.0	661200.0	632444.0	814985.0	973421.0	829370.0	794573.0	663003.0
