	CM_periimplantitis__SP_281SPI_T016__bin.16	CM_periimplantitis__SP_163SPI_T016__bin.7	CM_periimplantitis__SP_162SPI_T016__bin.21	HMP_2012__SRS064449__bin.43	HMP_2012__SRS043018__bin.6	CM_periimplantitis__SP_184SPT_T016__bin.6	HMP_2012__SRS058053__bin.29	HMP_2012__SRS063603__bin.50	CM_periimplantitis__SP_383SPI_T016__bin.1	HMP_2012__SRS019029__bin.28	CM_periimplantitis__SP_125SPI_T016__bin.1	HMP_2012__SRS049318__bin.7	HMP_2012__SRS023595__bin.34	HMP_2012__SRS058808__bin.36	CM_periimplantitis__SP_403SPT_T016__bin.5	HMP_2012__SRS049268__bin.23	HMP_2012__SRS017227__bin.13	CM_periimplantitis__SP_189SPI_T016__bin.27	CM_periimplantitis__SP_304SPI_T016__bin.3	HMP_2012__SRS011255__bin.17	HMP_2012__SRS047113__bin.66	HMP_2012__SRS017691__bin.11	CM_periimplantitis__SP_326SPI_T016__bin.2	CM_periimplantitis__SP_384SPI_T016__bin.17	HMP_2012__SRS014691__bin.18	CM_periimplantitis__SP_163SPT_T016__bin.16	HMP_2012__SRS018975__bin.28	HMP_2012__SRS014476__bin.20	CM_periimplantitis__SP_502SPI_T016__bin.8	HMP_2012__SRS023964__bin.24	LiJ_2014__V1.FI17__bin.68
CM_periimplantitis__SP_125SPI_T016__bin.1	0.9668094204740381	0.9665818886184655	0.9591948304388573	0.9578217654616047	0.9577620425001021	0.9688535768284368	0.9676187224528778	0.9586333436341162	0.9675735599796758	0.9671411991857671	1.0	0.9528511522218568	0.9667393519461993	0.9672631388820343	0.9678585880152423	0.9594026200484121	0.9522070386890346	0.9674675717918151	0.9662275784753364	0.9672549792940248	0.9522234856472075	0.967021775441519	0.9664188972552512	0.9682972509126745	0.967002299524102	0.9662997066664791	0.9573194446277904	0.9667653098064836	0.9666551527673508	0.9581927153944491	0.952783909006792
HMP_2012__SRS049318__bin.7	0.9543707104357063	0.9534023173823748	0.9614851188973105	0.9559956352069949	0.9555237628758046	0.954834568046988	0.9531115851264201	0.9616787345492488	0.9533396130618352	0.9525706981573233	0.9528511522218568	1.0	0.9521061831642446	0.9535358088691046	0.9527171513486086	0.9542528073216152	0.9533341438514153	0.9523725821495163	0.9527664375260698	0.9530881182643413	0.9534140425458265	0.9537734828543613	0.9522707951734269	0.9547897273515877	0.9524320201482452	0.9528736917121976	0.954999755572937	0.9539883128034834	0.9529717112427423	0.9557035595514276	0.9533136505547045
HMP_2012__SRS023595__bin.34	0.9666255335982382	0.9656174893976915	0.9586287798596886	0.9581405463429079	0.9577809739339077	0.9682080464696025	0.9666606357043193	0.9584572564129055	0.9672793163348841	0.9665687080793058	0.9667393519461993	0.9521061831642446	1.0	0.9662167538128611	0.9663717660329904	0.9594915409541104	0.9523441860465116	0.9956023820958159	0.965905719930916	0.9675476019051508	0.9523989526139927	0.9668785913771986	0.9672742729564991	0.9683868138551236	0.9664991077897925	0.9657426825695969	0.9574703822770809	0.9667800617489671	0.9662145843121375	0.9581444387787853	0.9519251359293649
HMP_2012__SRS058808__bin.36	0.9670908908253272	0.9668654811418794	0.9583092997401381	0.9582777393254756	0.9580546940035541	0.9671952684193815	0.9678815345254121	0.9589057327534645	0.9684876200523479	0.9681733900406764	0.9672631388820343	0.9535358088691046	0.9662167538128611	1.0	0.9685506815863811	0.9603101516007124	0.952648892834176	0.9666502572022195	0.9664889268570038	0.9656334086058528	0.9527498270175152	0.9666967399511037	0.9656993213661511	0.9675344530328907	0.9680229496432415	0.9668826178215763	0.9583492702199153	0.9675411547100898	0.967574990089539	0.9581885885940955	0.9526557954110101
CM_periimplantitis__SP_403SPT_T016__bin.5	0.9673697069099545	0.9676982987840481	0.9587387492774765	0.9583646177435468	0.9577751923636267	0.967966198098643	0.9709840554254823	0.9594154115646842	0.9678670106934202	0.9678649887248126	0.9678585880152423	0.9527171513486086	0.9663717660329904	0.9685506815863811	1.0	0.9592675916053832	0.9523968994515022	0.9670375158673621	0.9668915809315956	0.9659857269616957	0.9524397729641964	0.9676354186264221	0.9656554897089642	0.9682476929990843	0.9677204777700099	0.967700003074099	0.9581816400904072	0.9680705642066199	0.9677013214506611	0.9585714760893776	0.9518102303763858
HMP_2012__SRS049268__bin.23	0.9602160879900727	0.9595518755354016	0.9654846422155072	0.9617594908234423	0.9603769618594192	0.9599658756883989	0.9605485166371899	0.965102099424132	0.959817994664412	0.9603087086364313	0.9594026200484121	0.9542528073216152	0.9594915409541104	0.9603101516007124	0.9592675916053832	1.0	0.9582755639450731	0.9593721551883698	0.9596719198342379	0.9585919440159467	0.9581425356339085	0.9605851377374994	0.9587582054254609	0.9605599037298804	0.9605191291350245	0.9597754151204594	0.9615540396704739	0.9601333453464276	0.9590241711177296	0.9615260823487852	0.9553914643556717
HMP_2012__SRS017227__bin.13	0.9532960501336021	0.9522244171790175	0.9583213432175356	0.9577617026243209	0.9571252003834686	0.953436396130207	0.9525624507362127	0.9581072603683914	0.952562885792168	0.9527955646027229	0.9522070386890346	0.9533341438514153	0.9523441860465116	0.952648892834176	0.9523968994515022	0.9582755639450731	1.0	0.9525165609863655	0.9534030589852516	0.9519391901910292	0.9998877048926559	0.9528413110115539	0.9518312179944485	0.9536983142671651	0.9527645185101032	0.9521973965115271	0.9570921772264165	0.9534956006120887	0.9525443401056167	0.9577554748190746	0.9586515696583956
CM_periimplantitis__SP_189SPI_T016__bin.27	0.9664584994063221	0.9659841906708106	0.9590936835129573	0.9579888983885512	0.9581877171624178	0.9686921924960007	0.9669234229984979	0.9586590269589766	0.9677133920982743	0.9671614157655705	0.9674675717918151	0.9523725821495163	0.9956023820958159	0.9666502572022195	0.9670375158673621	0.9593721551883698	0.9525165609863655	1.0	0.9662668185607701	0.9677432015537657	0.9524958969527838	0.9672077384075782	0.9675268344064056	0.9688922640937824	0.9671404188896368	0.9659368550589019	0.9577689324408766	0.9675109985789597	0.9665189072197441	0.9582755965226836	0.9519196827581156
CM_periimplantitis__SP_304SPI_T016__bin.3	0.9659561753332101	0.9659143900912571	0.9587481061692847	0.9585015045059097	0.9576210823868625	0.9678950738298449	0.9672973443348006	0.9591366564432007	0.9662727010665898	0.9667338668407204	0.9662275784753364	0.9527664375260698	0.965905719930916	0.9664889268570038	0.9668915809315956	0.9596719198342379	0.9534030589852516	0.9662668185607701	1.0	0.9649754504648119	0.9534741208085057	0.9659373003559368	0.9655943026824889	0.9683406834783497	0.9665327624839276	0.9661690780351955	0.9584202613836548	0.9657845913485011	0.9662865483097154	0.9587305997994028	0.9537591369632022
HMP_2012__SRS011255__bin.17	0.9660963667304285	0.9651187156658007	0.9595500333163485	0.9580986517028969	0.9578482789110402	0.9714689337290663	0.9660698400727118	0.9585771324092436	0.9666208756356677	0.9668055386461021	0.9672549792940248	0.9530881182643413	0.9675476019051508	0.9656334086058528	0.9659857269616957	0.9585919440159467	0.9519391901910292	0.9677432015537657	0.9649754504648119	1.0	0.9520797873928752	0.9662663507585435	0.9673481379307216	0.9710940823867691	0.9666831775575513	0.964607181919943	0.9576076956522153	0.9661107314301712	0.9651318777414937	0.9581688437620066	0.9523635168170466
HMP_2012__SRS047113__bin.66	0.9532893845931142	0.9522969568319551	0.9583646792300736	0.9577718324642126	0.9572097284321941	0.9533826754935051	0.9526486850985897	0.9583059320169826	0.9526693775549483	0.9528486854060465	0.9522234856472075	0.9534140425458265	0.9523989526139927	0.9527498270175152	0.9524397729641964	0.9581425356339085	0.9998877048926559	0.9524958969527838	0.9534741208085057	0.9520797873928752	1.0	0.9528374553491209	0.9519731253197411	0.9537426182274632	0.952868404706899	0.9522618553408909	0.957132973445366	0.9533945829369541	0.9525234682315225	0.9578039517050034	0.9585785524276595
HMP_2012__SRS017691__bin.11	0.9661219999784858	0.9657466957650712	0.9596610903855635	0.9596636985941674	0.9591600294425392	0.9672423731457962	0.9668038652689059	0.9593699695583571	0.9681196520142445	0.9680755920433077	0.967021775441519	0.9537734828543613	0.9668785913771986	0.9666967399511037	0.9676354186264221	0.9605851377374994	0.9528413110115539	0.9672077384075782	0.9659373003559368	0.9662663507585435	0.9528374553491209	1.0	0.9651718212568784	0.9679004692573498	0.9680867301637831	0.9657278476071512	0.9593508831908832	0.9895569813823366	0.9667363580521727	0.9596290936499822	0.953105533642806
CM_periimplantitis__SP_326SPI_T016__bin.2	0.9652070841284439	0.9657833595421254	0.9583952581380757	0.9580998564257667	0.9576037131257444	0.9687384281324419	0.966031487458582	0.9577156733733534	0.96710021206678	0.9660740776626183	0.9664188972552512	0.9522707951734269	0.9672742729564991	0.9656993213661511	0.9656554897089642	0.9587582054254609	0.9518312179944485	0.9675268344064056	0.9655943026824889	0.9673481379307216	0.9519731253197411	0.9651718212568784	1.0	0.969073204411589	0.9660627925306762	0.9658581031133422	0.957388070442611	0.965356899108685	0.9651502629082906	0.9576998456388643	0.9522648860325793
CM_periimplantitis__SP_384SPI_T016__bin.17	0.9671629069717651	0.9677544862468672	0.9607968711156216	0.9599203332623834	0.9595981626256722	0.9974833903033518	0.968529914064632	0.9601742674692754	0.9684489312384468	0.968032214409026	0.9682972509126745	0.9547897273515877	0.9683868138551236	0.9675344530328907	0.9682476929990843	0.9605599037298804	0.9536983142671651	0.9688922640937824	0.9683406834783497	0.9710940823867691	0.9537426182274632	0.9679004692573498	0.969073204411589	1.0	0.9679287020887395	0.9674434343306918	0.9595681339708748	0.9680236418915104	0.967861889756724	0.9602630027174474	0.9530717215106922
HMP_2012__SRS014691__bin.18	0.9666285856768326	0.9661000901577308	0.9589923832230538	0.9581349178664615	0.9577452671993517	0.9679175486224304	0.9674407937988289	0.9590408399334499	0.9686794690215308	0.9994807004472696	0.967002299524102	0.9524320201482452	0.9664991077897925	0.9680229496432415	0.9677204777700099	0.9605191291350245	0.9527645185101032	0.9671404188896368	0.9665327624839276	0.9666831775575513	0.952868404706899	0.9680867301637831	0.9660627925306762	0.9679287020887395	1.0	0.9660431074844056	0.9581433950810498	0.9678146182412026	0.9669604945292581	0.9585313743447517	0.9528631245720187
CM_periimplantitis__SP_163SPT_T016__bin.16	0.9677095721685729	0.9997393566681352	0.9586774725421862	0.9580063005168382	0.9579287864555106	0.967348245851342	0.9668059718919029	0.9589651939270952	0.96731583403895	0.9659639648497982	0.9662997066664791	0.9528736917121976	0.9657426825695969	0.9668826178215763	0.967700003074099	0.9597754151204594	0.9521973965115271	0.9659368550589019	0.9661690780351955	0.964607181919943	0.9522618553408909	0.9657278476071512	0.9658581031133422	0.9674434343306918	0.9660431074844056	1.0	0.9583592642784993	0.9659496985683371	0.9670089113108835	0.9579615244495713	0.9528930998274835
HMP_2012__SRS018975__bin.28	0.958337243212909	0.9579679055764752	0.9661614628955504	0.9988409384285929	0.999079482747646	0.9586022604181569	0.9590024377433195	0.9682259118699367	0.9569178038252518	0.9584172275861941	0.9573194446277904	0.954999755572937	0.9574703822770809	0.9583492702199153	0.9581816400904072	0.9615540396704739	0.9570921772264165	0.9577689324408766	0.9584202613836548	0.9576076956522153	0.957132973445366	0.9593508831908832	0.957388070442611	0.9595681339708748	0.9581433950810498	0.9583592642784993	1.0	0.9604423156278239	0.9574235430467793	0.998711035945832	0.9547578295403586
HMP_2012__SRS014476__bin.20	0.965697709799785	0.9660807528468109	0.9608109875476574	0.9604687011386421	0.9601509488621436	0.9672723033976615	0.9667495370723197	0.9602053326916686	0.9683683874213153	0.9679496435798615	0.9667653098064836	0.9539883128034834	0.9667800617489671	0.9675411547100898	0.9680705642066199	0.9601333453464276	0.9534956006120887	0.9675109985789597	0.9657845913485011	0.9661107314301712	0.9533945829369541	0.9895569813823366	0.965356899108685	0.9680236418915104	0.9678146182412026	0.9659496985683371	0.9604423156278239	1.0	0.9669807236587085	0.9604049562209491	0.9534699183996628
CM_periimplantitis__SP_502SPI_T016__bin.8	0.9673134809564977	0.9670880844371407	0.9583929494142986	0.9573069403096441	0.957274334844737	0.9674083037329065	0.9662874981639976	0.9585217669361838	0.9682481786067808	0.9672970500947004	0.9666551527673508	0.9529717112427423	0.9662145843121375	0.967574990089539	0.9677013214506611	0.9590241711177296	0.9525443401056167	0.9665189072197441	0.9662865483097154	0.9651318777414937	0.9525234682315225	0.9667363580521727	0.9651502629082906	0.967861889756724	0.9669604945292581	0.9670089113108835	0.9574235430467793	0.9669807236587085	1.0	0.9571763091714595	0.9522166601403338
HMP_2012__SRS023964__bin.24	0.95836915184265	0.9582136475895228	0.9667930745287053	0.999187963645848	0.9980981126719896	0.959587195641295	0.9589369039168105	0.9686030196003007	0.9578732815104554	0.958774053028743	0.9581927153944491	0.9557035595514276	0.9581444387787853	0.9581885885940955	0.9585714760893776	0.9615260823487852	0.9577554748190746	0.9582755965226836	0.9587305997994028	0.9581688437620066	0.9578039517050034	0.9596290936499822	0.9576998456388643	0.9602630027174474	0.9585313743447517	0.9579615244495713	0.998711035945832	0.9604049562209491	0.9571763091714595	1.0	0.9555010619030769
LiJ_2014__V1.FI17__bin.68	0.9527027643879638	0.9526057242968113	0.9565241610997082	0.955667522646967	0.9553325371277711	0.9535064422676851	0.9524920599059757	0.9563100806496843	0.9526123918662504	0.9526568601297034	0.952783909006792	0.9533136505547045	0.9519251359293649	0.9526557954110101	0.9518102303763858	0.9553914643556717	0.9586515696583956	0.9519196827581156	0.9537591369632022	0.9523635168170466	0.9585785524276595	0.953105533642806	0.9522648860325793	0.9530717215106922	0.9528631245720187	0.9528930998274835	0.9547578295403586	0.9534699183996628	0.9522166601403338	0.9555010619030769	1.0
