	CM_periimplantitis__SP_281SPI_T016__bin.16	CM_periimplantitis__SP_163SPI_T016__bin.7	CM_periimplantitis__SP_162SPI_T016__bin.21	HMP_2012__SRS064449__bin.43	HMP_2012__SRS043018__bin.6	CM_periimplantitis__SP_184SPT_T016__bin.6	HMP_2012__SRS058053__bin.29	HMP_2012__SRS063603__bin.50	CM_periimplantitis__SP_383SPI_T016__bin.1	HMP_2012__SRS019029__bin.28	CM_periimplantitis__SP_125SPI_T016__bin.1	HMP_2012__SRS049318__bin.7	HMP_2012__SRS023595__bin.34	HMP_2012__SRS058808__bin.36	CM_periimplantitis__SP_403SPT_T016__bin.5	HMP_2012__SRS049268__bin.23	HMP_2012__SRS017227__bin.13	CM_periimplantitis__SP_189SPI_T016__bin.27	CM_periimplantitis__SP_304SPI_T016__bin.3	HMP_2012__SRS011255__bin.17	HMP_2012__SRS047113__bin.66	HMP_2012__SRS017691__bin.11	CM_periimplantitis__SP_326SPI_T016__bin.2	CM_periimplantitis__SP_384SPI_T016__bin.17	HMP_2012__SRS014691__bin.18	CM_periimplantitis__SP_163SPT_T016__bin.16	HMP_2012__SRS018975__bin.28	HMP_2012__SRS014476__bin.20	CM_periimplantitis__SP_502SPI_T016__bin.8	HMP_2012__SRS023964__bin.24	LiJ_2014__V1.FI17__bin.68
CM_periimplantitis__SP_125SPI_T016__bin.1	0.9193703147697405	0.9003366807071752	0.6041469297925989	0.8199493035616252	0.7832247501615387	0.7938571560439774	0.8915267474117368	0.9042682660214835	0.4579513489090671	0.8967621809913862	1.0	0.6228890654073934	0.8642546384690502	0.9236140463385365	0.919469302784296	0.8366649176759801	0.8714686177629437	0.8935307992401608	0.904446808820743	0.8936158196207604	0.8803168102296522	0.9179966283346208	0.8987692692619744	0.7733204831100942	0.8739056662439939	0.8342211890221685	0.5725211700747693	0.7854407456530295	0.921132665801888	0.9026358747139671	0.679738550183887
HMP_2012__SRS049318__bin.7	0.886096105242347	0.8702836471779934	0.566759259047222	0.8332680683000483	0.7907297699388492	0.7902213896795753	0.8745232026735	0.906154988805711	0.43572157555133684	0.8726293717076462	0.7829430026342648	1.0	0.8481752125693585	0.9042207011525576	0.8828649135944392	0.8468424318896403	0.8738934523523274	0.8643922375067078	0.8857411550613224	0.8630067868001279	0.8830267403436376	0.8884013730847004	0.8738636823371446	0.7494372322129884	0.8521529445980018	0.8328337314118697	0.5964834742065718	0.7666435376548709	0.8937897458327704	0.8936935657837185	0.6864324300805393
HMP_2012__SRS023595__bin.34	0.9142377852309266	0.8862259331606674	0.5841170866601666	0.809478417326449	0.7846484864933083	0.8150090856192572	0.8801468888315569	0.880724861537843	0.43284180524050925	0.8768359707875283	0.7947191722760734	0.6204947446365808	1.0	0.8883714125206199	0.891727004783492	0.8361997428998705	0.857552344223791	0.9655131783361309	0.8891437180788746	0.9050321040105163	0.8681077452810064	0.9111614068358257	0.9162174115534231	0.7682630998770342	0.8595978650190815	0.832151141817191	0.5636484764416092	0.7727143273570397	0.8980701854315138	0.8835214676374373	0.6727412435738928
HMP_2012__SRS058808__bin.36	0.8932087032099717	0.872041991635642	0.5878792294893421	0.7932777946108707	0.7613730841290027	0.7712660501211458	0.8638459062558647	0.886636108487129	0.43119377149932536	0.8759054485751341	0.7972675871164981	0.6209670908955567	0.8339426447014026	1.0	0.8990447773086645	0.8112268808535043	0.847237759341755	0.8636231153197338	0.8955314952993733	0.8659401410554943	0.8611241873372971	0.9020742098260763	0.8753083688663034	0.748102083331149	0.8527965242517108	0.8091929306601217	0.5503407915001851	0.7571059824346383	0.904604590646555	0.8765193031309204	0.6582806410927136
CM_periimplantitis__SP_403SPT_T016__bin.5	0.9013097433785904	0.8828903495832634	0.5914231016573952	0.8032429466785238	0.768783918872742	0.7901200438915784	0.9037468084158069	0.8892788240113252	0.4382785289953965	0.8824770089205176	0.8033649856418508	0.6136920288393988	0.8472968900227311	0.9100042236093395	1.0	0.819686370476334	0.8571104144867677	0.875139283599449	0.8951531429808495	0.8774442281937597	0.8677612323600638	0.9060400797179733	0.8860458526915428	0.760223150897464	0.863012855478276	0.8184452872797197	0.5553881794121329	0.7695739885092356	0.9098583074575357	0.8868852685175556	0.6649425567905664
HMP_2012__SRS049268__bin.23	0.8911165724044356	0.8891116572404436	0.6104897300128516	0.8403884031729458	0.8108384511278804	0.7884450287296018	0.8738111714474182	0.9228523907225846	0.443653963667561	0.8765254380837912	0.7964774079938766	0.6413647297960572	0.8656851369765208	0.8946448299724411	0.893087378573423	1.0	0.9086335647541927	0.8809856227695464	0.889228437189442	0.8704684899369793	0.922969170671583	0.903469231663091	0.8849885156748176	0.7572659385841529	0.8570578737146256	0.8332908416192176	0.590160768990183	0.7700914988243959	0.9009925717546303	0.9205335571808395	0.6978821782813576
HMP_2012__SRS017227__bin.13	0.8432865024814038	0.8309417406344399	0.5766985557319226	0.7899350115987188	0.7584201885720444	0.7374033309302309	0.814972444541173	0.8741410826935814	0.41062080612403984	0.8240128532848388	0.7507599070428341	0.5989469597963397	0.8034113940540478	0.8455534059007501	0.8451045244943806	0.8222733070422064	1.0	0.8294470387952818	0.8432734231863465	0.8229236095924596	0.9968928826661673	0.8604538620019273	0.8383331118572703	0.7132003570124379	0.802930075995936	0.7705054572050698	0.5487700754099836	0.7302248906309348	0.8527130120151636	0.8731501953000339	0.6524627266249455
CM_periimplantitis__SP_189SPI_T016__bin.27	0.9172201919447623	0.8918523452945922	0.6025607243479723	0.8077977628174542	0.779982809445054	0.8104141455587505	0.8759672426251258	0.8943838161169396	0.4403559507642346	0.8894222209561521	0.806030499265649	0.620345114907739	0.9471705431240245	0.902511256307449	0.9035318427913342	0.8348123528764049	0.8685229325180328	1.0	0.900968598476735	0.9185157834822762	0.8806702672972426	0.9209042735894898	0.9299175368312297	0.7813967298502648	0.8682446405514126	0.8256035183116661	0.5650986813452896	0.7776649879671593	0.9105351587387239	0.8971086669869581	0.6692204154548458
CM_periimplantitis__SP_304SPI_T016__bin.3	0.9031917367543894	0.8931216059670384	0.6026042272263349	0.813818585842926	0.7837966013375882	0.7893384838658277	0.8766224608003996	0.9078674814499008	0.43666696811923744	0.88979001675215	0.8017131118948878	0.624630720600838	0.8571087899263163	0.9196090590803975	0.9081500932349738	0.8279943929821842	0.8676709343737753	0.8853269037806459	1.0	0.8879554625359052	0.8786034348367204	0.9115731948374094	0.8943091137725067	0.7653353229203003	0.8663499261441201	0.8286269050725854	0.559381849971362	0.7720076525888316	0.9248209587053042	0.8989294127273275	0.6738019413545556
HMP_2012__SRS011255__bin.17	0.9043121921346076	0.8801797257965478	0.5848059385954959	0.7946954178717065	0.7622200131710604	0.809793818071064	0.8679033854402777	0.8815180054258688	0.434355076803135	0.8838139829319127	0.798887789189198	0.6138039879104216	0.8798870958897713	0.8968281415503522	0.8977983264175313	0.8174592014732477	0.8539749619553976	0.9102896601746984	0.8955506681354263	1.0	0.8655167415252696	0.9080181137369382	0.9259787493138941	0.7794498883500179	0.8603563569911131	0.8177996076913346	0.5464573050794362	0.7644074081513988	0.8975952770944619	0.8814213669779909	0.6637052592489239
HMP_2012__SRS047113__bin.66	0.8293434854320024	0.816708205365703	0.5699205991322576	0.7757057516371731	0.7459939022408555	0.7250920148198703	0.8006228773623231	0.8650388371601748	0.4034286184370887	0.8094622922049431	0.7361114496498156	0.5874338833910203	0.7894165691675198	0.8341742634751946	0.8304799598628512	0.8107181015291116	0.9676175880336048	0.8163491850696306	0.8288224743658493	0.8095526820390322	1.0	0.8455166642291879	0.8239906807065438	0.7014530419733828	0.788360836217683	0.7571438437413672	0.5339098986008872	0.716560331659598	0.8400963210321909	0.8658269552641413	0.6435720640569396
HMP_2012__SRS017691__bin.11	0.8959336907391433	0.8763731518267651	0.5907486463399332	0.796332766475328	0.7628431665433719	0.777925719725031	0.8678398299741003	0.8848996482820212	0.4340527477212361	0.879748048330114	0.7936530104465334	0.6110536786004366	0.856668754538233	0.9034794300898169	0.8965227750385766	0.8205046488831812	0.8635109529252342	0.8825963391718483	0.8890888671992927	0.8781104779825806	0.87419269986995	1.0	0.8891266694003258	0.7509102717505727	0.8558087544647287	0.8118290437460721	0.5524833683441219	0.8069068821532134	0.9006710415713955	0.88501673009911	0.6583242809312572
CM_periimplantitis__SP_326SPI_T016__bin.2	0.9052808100728643	0.8749062861286359	0.5872584428043255	0.79683581329737	0.7661110320878435	0.8015923604345115	0.8669851244937312	0.8811098503037881	0.4304169826111973	0.8744159259572184	0.7914054888254562	0.6121743008490664	0.8773591564735564	0.8928907935278874	0.892958706005281	0.8185902653078468	0.856876325496483	0.9077229855394551	0.8883877150071602	0.912046390104243	0.8676979381344068	0.9055759887147644	1.0	0.7760658248371438	0.8494246690202528	0.8111749714179376	0.5513295337995587	0.7609074390365198	0.8967318590800053	0.8858262916471932	0.660184144415081
CM_periimplantitis__SP_384SPI_T016__bin.17	0.931736035264444	0.9185766930940463	0.6149492798604509	0.8268417316874498	0.8009061002983229	0.8990226584005804	0.9086736284085165	0.9202654000382399	0.4565997731802693	0.9175434323115969	0.8338106762423357	0.6428708934759206	0.9008364304965152	0.9344481811205313	0.9381523359027346	0.857698120224934	0.8926273110861418	0.9339800052907142	0.9309443924976624	0.94007218420067	0.9044862375949775	0.9364970233184303	0.9502888939526088	1.0	0.8939120117548147	0.8536646053834327	0.5766014232545227	0.7970258066374891	0.9336002262958976	0.9148895628874728	0.6932767331672783
HMP_2012__SRS014691__bin.18	0.9239376165164295	0.9178039968787634	0.5977655199597585	0.8261652215860328	0.7908920388985838	0.8066397320594777	0.9063130563713218	0.9124701654920016	0.4502234938371617	0.9714534031677572	0.824440176870078	0.6395767997240844	0.8818971710641653	0.9320225819868894	0.9318289369805816	0.8493424663498832	0.8792715051946133	0.9080186220038018	0.9220447079340599	0.9079000287602939	0.8894367221973323	0.933859917889934	0.9100570507980122	0.7821344721340252	1.0	0.848764968816279	0.5787356012333698	0.7931384355545981	0.9273693726933042	0.9096405421601845	0.6808214673249833
CM_periimplantitis__SP_163SPT_T016__bin.16	0.9251097509072307	0.9981345605992169	0.5941883886326157	0.8351584645424249	0.7973132219167494	0.8075639507244212	0.9031435647379197	0.9039449864315514	0.44355134137363206	0.8967896896387794	0.8142740791060118	0.6467378224803526	0.8833231970086579	0.9150143271910762	0.9143308662348948	0.8544056260751322	0.8730031144005757	0.8933445247842029	0.9124571280887633	0.892896985302922	0.8838187506594539	0.9165673781062501	0.8991933619521495	0.7728028775306728	0.8781773821252138	1.0	0.5860277581176548	0.7808087957216411	0.9206699221459133	0.8993646717668384	0.6960833478561377
HMP_2012__SRS018975__bin.28	0.9076455652967941	0.9066113210966649	0.6352524793107593	0.9310733311376337	0.8889315830471082	0.8173482919722784	0.8956607051680843	0.9474086388579575	0.45489318618661007	0.8995868251055591	0.8214268910462509	0.6808576820731587	0.8794552225411214	0.9147354094892559	0.9120073399099763	0.8894587252047141	0.913941646670117	0.8987930622864203	0.9054193699039295	0.8769981301701318	0.9160955233868143	0.9168683747815193	0.8983338822582246	0.7672645591436076	0.8801627257344703	0.8614025640891593	1.0	0.8010548071008227	0.9170042990403399	0.995104984063752	0.7086350241962607
HMP_2012__SRS014476__bin.20	0.8979818703460001	0.8917923609482449	0.6097301803974139	0.8207507012241321	0.7835614577916831	0.8034956518130597	0.8853324849270607	0.8957309110160566	0.447842820162811	0.8977479717787545	0.8132106162284107	0.6314858909491944	0.8700347641176962	0.908097983379369	0.9119359319128816	0.8375486424137326	0.8776006282565817	0.8925657352431695	0.9017273912198753	0.8852777828427856	0.8872332251657253	0.9663255226721277	0.8946859125785243	0.7653393761321602	0.8704503742062696	0.8282184788670758	0.5780620749192201	1.0	0.9128646098263806	0.8938150805472472	0.6769364066263716
CM_periimplantitis__SP_502SPI_T016__bin.8	0.9025023931443734	0.8894952941038672	0.5984117400901462	0.8060088953628901	0.7775967612956947	0.7917032692641467	0.8826384962428433	0.9048816950809304	0.43953517097006733	0.8834200615243079	0.807544341052089	0.6233904174133598	0.8562143490700544	0.9187331827702123	0.9129401229421353	0.8297428181710733	0.8677562794085233	0.8849097206915681	0.9146730895573721	0.8802171345942728	0.8807825449000736	0.913315465941749	0.8928036365146449	0.7590968768268024	0.8617917863238854	0.8269109750293087	0.5603226778513556	0.7729669985657105	1.0	0.9003184825281827	0.6706319924271222
HMP_2012__SRS023964__bin.24	0.8398391024289035	0.8282935109153824	0.5886354485282171	0.8524412654234712	0.8232493155495635	0.7304844587114673	0.8145086337128042	0.8944599123459419	0.4099835408969858	0.8222543017192748	0.7499629140382728	0.5907400137848773	0.798311402999775	0.8436748504704115	0.843371603354791	0.8034242200090621	0.8421061395178926	0.8262858232730304	0.8425910321603405	0.8191733917559169	0.8603075258769189	0.8505289416827035	0.8358434054096057	0.7049980775848411	0.8011289269492331	0.7655501185237062	0.5762603424421838	0.717274287772935	0.853255642868748	1.0	0.6444717697622764
LiJ_2014__V1.FI17__bin.68	0.9064182212600187	0.8934132724741974	0.6463025975877835	0.852567150977416	0.836061788526084	0.8011843210999811	0.8941298583982784	0.9256552961128471	0.4615052213056196	0.8840122442095877	0.8101771125351145	0.6509032239852166	0.8719953154099993	0.9089407484776169	0.9070819680200007	0.873772303736887	0.9027021079931179	0.884230115283475	0.9060128797272052	0.8848678043734903	0.9173407279210105	0.9075871972876861	0.8936188385372672	0.7663669310796344	0.8601549997068513	0.8499823748815643	0.5886854701708442	0.779285020965567	0.9117549768340075	0.9245167207001406	1.0
