	CM_periimplantitis__SP_281SPI_T016__bin.16	CM_periimplantitis__SP_163SPI_T016__bin.7	CM_periimplantitis__SP_162SPI_T016__bin.21	HMP_2012__SRS064449__bin.43	HMP_2012__SRS043018__bin.6	CM_periimplantitis__SP_184SPT_T016__bin.6	HMP_2012__SRS058053__bin.29	HMP_2012__SRS063603__bin.50	CM_periimplantitis__SP_383SPI_T016__bin.1	HMP_2012__SRS019029__bin.28	CM_periimplantitis__SP_125SPI_T016__bin.1	HMP_2012__SRS049318__bin.7	HMP_2012__SRS023595__bin.34	HMP_2012__SRS058808__bin.36	CM_periimplantitis__SP_403SPT_T016__bin.5	HMP_2012__SRS049268__bin.23	HMP_2012__SRS017227__bin.13	CM_periimplantitis__SP_189SPI_T016__bin.27	CM_periimplantitis__SP_304SPI_T016__bin.3	HMP_2012__SRS011255__bin.17	HMP_2012__SRS047113__bin.66	HMP_2012__SRS017691__bin.11	CM_periimplantitis__SP_326SPI_T016__bin.2	CM_periimplantitis__SP_384SPI_T016__bin.17	HMP_2012__SRS014691__bin.18	CM_periimplantitis__SP_163SPT_T016__bin.16	HMP_2012__SRS018975__bin.28	HMP_2012__SRS014476__bin.20	CM_periimplantitis__SP_502SPI_T016__bin.8	HMP_2012__SRS023964__bin.24	LiJ_2014__V1.FI17__bin.68
HMP_2012__SRS011255__bin.17	0.9360476069225704	0.9119911483525045	0.6094585152316853	0.8294505126995407	0.795762784099392	0.8335766486763518	0.8983857578815984	0.9196109270938918	0.44935412399147195	0.9141589984782159	0.8259329817793093	0.6440159898627354	0.9093992834639129	0.9287459749815002	0.9294115858640754	0.852770781745323	0.8970898254373025	0.9406314182452303	0.928055390118013	1.0	0.9090800508383385	0.9397182392040466	0.9572342293382383	0.8026512595301526	0.8900086160234147	0.8478058457574364	0.570648405981377	0.7912213199617573	0.9300234483964261	0.9199019282627827	0.6969032806581404
HMP_2012__SRS047113__bin.66	0.8699808251677797	0.8576192536440306	0.5946803043598369	0.8099066242545377	0.7793421651310551	0.7605466655291766	0.8404177635320691	0.9026750312809763	0.4234718024342287	0.8495181917158224	0.7730448374201726	0.6161372259867726	0.8288717317473472	0.8755438624287037	0.8719501048115829	0.8461351744422236	0.9677262589577341	0.8570632038219665	0.8692658314239751	0.8502992005069956	1.0	0.8873671574123726	0.8655608638424414	0.7354741505386828	0.8273554168901022	0.7951004647459334	0.5578220721818684	0.7515884236012935	0.8819691577698695	0.9039709574416224	0.6713816644729359
HMP_2012__SRS017691__bin.11	0.9273504699811147	0.9074565366568469	0.6155804921741569	0.8298039903373374	0.7953241827505406	0.8042717537228605	0.8976379399690547	0.9223758053312654	0.448346179956328	0.9087596625313509	0.8207188613557025	0.640669602987634	0.8860148132124993	0.9346048173654911	0.926508845977557	0.8541717091477651	0.9062484413154956	0.91251993147301	0.9204415927117356	0.9087664879287597	0.9174625692580951	1.0	0.9212107624966464	0.7758135217423034	0.8840207471080004	0.8406395712390354	0.5758929063644731	0.8154223529665015	0.9316614959906041	0.9222487479333484	0.6907149918804022
CM_periimplantitis__SP_326SPI_T016__bin.2	0.9379135575764123	0.9059032519916537	0.6127518242788711	0.8316834701030024	0.8000293039666234	0.8274600626505972	0.8974708751725886	0.920011935484216	0.4450593405324124	0.9051230606175009	0.8189052294746568	0.6428573720331071	0.9070427912776851	0.9246053857268293	0.9247176819492913	0.8538026174645225	0.9002397791721523	0.9381889506934025	0.9200424158874556	0.9428315973763325	0.9114731446257701	0.9382536547072973	1.0	0.8008330240731016	0.8792644490479954	0.839849009707741	0.5758683973831772	0.7882136023879525	0.929111137967139	0.9249518997847122	0.6932778411746399
CM_periimplantitis__SP_384SPI_T016__bin.17	0.963370315949932	0.9491836061194182	0.6400408851731662	0.861364951899026	0.8346265462898211	0.9012908557075544	0.9381988260900312	0.9584358081827968	0.4714753235324161	0.9478439029756339	0.8611102380559507	0.6733114894932176	0.930244420522733	0.9658035206822402	0.9689177084397369	0.8929147644977358	0.9359640231429462	0.9639668308883423	0.9613810597667372	0.9680546934135845	0.9483546402445253	0.9675550875979896	0.9806162110628311	1.0	0.9235308446022928	0.8823922671758324	0.6008968022608636	0.8233536580574697	0.964600668934864	0.9527489451311023	0.7274129716789637
HMP_2012__SRS014691__bin.18	0.9558351886205486	0.9500092239189395	0.6233266607923862	0.8622639736642791	0.8257853794582752	0.8333764928712284	0.9368150094358972	0.9514403636401136	0.4647806712492165	0.9719581405954412	0.8525731296355922	0.6715196320515714	0.9124655821782428	0.9628104192471678	0.9629112521498606	0.8842535672503898	0.9228634023542192	0.9388694798282632	0.9539714986633911	0.9391908847055965	0.9334308051392697	0.9646448905791132	0.9420268100938319	0.8080496739545174	1.0	0.8785994768147345	0.6040177328409326	0.819514833322066	0.9590561123645202	0.9489940199213732	0.714500802652822
CM_periimplantitis__SP_163SPT_T016__bin.16	0.9559787125326467	0.9983947855426372	0.619800095079911	0.8717671941112103	0.832330370681244	0.8348223653558206	0.9341518267316814	0.9426254384997765	0.45853828270505903	0.9283883480873171	0.8426723856877467	0.6787235581226341	0.9146568883735763	0.9463551317662932	0.9448495022531094	0.8902141194853356	0.9168299741197699	0.9248477476612357	0.9444072976795522	0.9256586536352654	0.9281257520737972	0.9490949032662677	0.9309787421710229	0.7988093671495351	0.9090457509831049	1.0	0.6114906799162064	0.8083327702041847	0.9520800805215406	0.9388317263405734	0.7304946882102096
HMP_2012__SRS018975__bin.28	0.9471045518943136	0.9463900782261536	0.6575013635991349	0.932153754733388	0.889750613837438	0.8526459051074412	0.9339503946160053	0.9784995704444898	0.47537331249161363	0.9386171275021826	0.858048894395564	0.712940163701601	0.9185195060024501	0.9544906412662565	0.9518104937013047	0.9250220876920584	0.9549149689203954	0.9384236968261686	0.944699738084409	0.91582193225047	0.9571246094355832	0.9557174448330484	0.9383173970852959	0.7995936213185002	0.9186127361030515	0.8988305285885311	1.0	0.8340478070014934	0.9577833193052527	0.9963892940477374	0.7422144152904335
HMP_2012__SRS014476__bin.20	0.9298788443147243	0.9231033309796766	0.6345995084357531	0.8545314389226079	0.8160815325134727	0.8306819589382263	0.9157826830806454	0.9328535059320323	0.46247154076908614	0.9274738388853853	0.8411665250909658	0.661943005458262	0.8999303963134567	0.9385626430035091	0.9420139043895593	0.87232533530177	0.9204034373029232	0.9225380761088332	0.9336734084365704	0.916331590202165	0.9306044328808569	0.9765233744521146	0.926792892250098	0.7906205417015366	0.8993978369412606	0.8574136728802785	0.6018706855302927	1.0	0.9440359952289722	0.9306647938014365	0.7099714354518549
CM_periimplantitis__SP_502SPI_T016__bin.8	0.9329988787626139	0.9197665739223396	0.6243907996775777	0.8419545094932497	0.8123029449252029	0.8183755154976728	0.9134325942536851	0.9440387545640112	0.45394887455664273	0.9132872486666006	0.8354006480390058	0.6541541685433817	0.8861534104037626	0.9495214243654574	0.9434110532923171	0.8651948961870475	0.9109878069427274	0.9155637971295045	0.9465857629472039	0.9120174712849295	0.9246833010165673	0.94474099203421	0.9250410747693903	0.7843028895554555	0.891237843944626	0.8551223937619591	0.5852401290115116	0.7993613312590974	1.0	0.9405983766015966	0.7042850860520412
HMP_2012__SRS023964__bin.24	0.8763210927794894	0.8644142284959447	0.608853604805937	0.8531340412799551	0.8248180265020824	0.7612486515342488	0.8493870977182294	0.9234535658530629	0.4280143822891575	0.8576100898035302	0.7826848419835288	0.6181205540995882	0.8331848212961216	0.8804893530492733	0.8798213011672743	0.83557194626118	0.8792496223286754	0.862263242715762	0.8788611027296277	0.8549363685628105	0.8982083696203911	0.88631008304228	0.8727613450245777	0.7341718629060661	0.8357879026097417	0.7991449541395502	0.577004079960361	0.7468456749695491	0.8914299640442771	1.0	0.6744856656450787
LiJ_2014__V1.FI17__bin.68	0.9514176458198069	0.9378625906680246	0.6756782775301092	0.89211690339336	0.8751526364209501	0.840250558973212	0.9387268367219161	0.9679447229961109	0.4844627523703432	0.9279440281249118	0.85032619136029	0.6827797164201683	0.916033501477687	0.9541124431888508	0.9530071636877683	0.914569929014564	0.9416373336923501	0.9288915139578633	0.9499388730492034	0.9291282044600597	0.9569802345335062	0.9522420815445829	0.9384141446823172	0.8041020563120724	0.9027057271139466	0.8920018153510076	0.616580929694235	0.8173147426334605	0.9575079023503295	0.9675726773749214	1.0
