	BritoIL_2016__M2.39.ST__bin.9	CosteaPI_2017__SID713B016-11-0-0__bin.25	LiuW_2016__SRR3992998__bin.92	VatanenT_2016__G80433__bin.12	Obregon-TitoAJ_2015__HCO12__bin.12	CM_madagascar__A39_01_1FE__bin.15	Obregon-TitoAJ_2015__SM23__bin.6	BritoIL_2016__M1.48.ST__bin.83	LiJ_2014__MH0283__bin.10	Obregon-TitoAJ_2015__HCO53__bin.12	BritoIL_2016__W1.9.ST__bin.93	CM_madagascar__A40_02_1FE__bin.5	CosteaPI_2017__SID713A087-11-0-0__bin.38	BritoIL_2016__M1.44.ST__bin.58	RampelliS_2015__H17__bin.51	BritoIL_2016__W3.22.ST__bin.79	BritoIL_2016__M1.15.ST__bin.46	CosteaPI_2017__SID713A084-11-0-0__bin.43	ZeeviD_2015__PNP_Main_623__bin.11	Obregon-TitoAJ_2015__SM33__bin.19	LiuW_2016__SRR3992978__bin.12	BritoIL_2016__W3.18.ST__bin.3	CosteaPI_2017__SID713A084-11-90-0__bin.47	CM_madagascar__A68_01_1FE__bin.1	BritoIL_2016__M1.61.ST__bin.83	BritoIL_2016__M1.3.ST__bin.24	Obregon-TitoAJ_2015__HCO61__bin.16	ZeeviD_2015__PNP_Main_683__bin.41	BritoIL_2016__W1.41.ST__bin.57	BritoIL_2016__W2.61.ST__bin.57	BritoIL_2016__M1.16.ST__bin.55	CosteaPI_2017__SID713B016-11-90-0__bin.6	XieH_2016__YSZC12003_36244__bin.125
BritoIL_2016__W1.9.ST__bin.93	0.98619835279543	0.9857967012276253	0.9852068301161043	0.9856196138172258	0.9839131825054379	0.98625197001961	0.9848763741854134	0.9874690299218601	0.9850029213606237	0.9835003964881125	1.0	0.9871077174861403	0.9859025752642006	0.9868789382836463	0.9854445703408526	0.985168645191254	0.9872357882698245	0.985272776542084	0.9855864530647084	0.9850069510835758	0.9861661461586508	0.9857879516939257	0.9851271948149867	0.9857003020773779	0.9857211253661822	0.9864878264051236	0.9843007773442366	0.9857465935335863	0.985118878665679	0.9856936203920827	0.9858742643340606	0.985617547354094	0.9854186777203642
CM_madagascar__A40_02_1FE__bin.5	0.9864410676181934	0.9865293807249456	0.9867595409697928	0.9865404009418379	0.985777175753471	0.9870343481845929	0.9857979992318291	0.9868114904096223	0.985794906036813	0.9841389877040501	0.9871077174861403	1.0	0.9865395364974525	0.9870590087581396	0.9869339970538127	0.9867907635344008	0.9869236905969401	0.9864492694013326	0.9867301690415331	0.9853698147373721	0.9870255529686516	0.9863279354845665	0.986242786982884	0.9864441714166784	0.9861116324462295	0.9865626789870967	0.9853808918236173	0.9865104797007371	0.9860346602107615	0.9868394545095512	0.9867905080885877	0.9866487512828328	0.9866309568753306
CosteaPI_2017__SID713A087-11-0-0__bin.38	0.9854299843309142	0.9865112391860734	0.9852927084957187	0.9856279269853496	0.9841630312572552	0.9856292117954788	0.9847453662511094	0.9864197870314657	0.9850506228907129	0.9835752953055241	0.9859025752642006	0.9865395364974525	1.0	0.9857241637855625	0.9855286553542447	0.9851701367678151	0.9863466976463261	0.9861235111844479	0.986063914328882	0.9850451386957967	0.9859058186673086	0.9857885933320726	0.985777862886372	0.9853240625684855	0.9850638652137473	0.9857464178729518	0.9838579979822497	0.9856439853223874	0.9849105830641236	0.9852761350167161	0.9855818466885101	0.9864690576181342	0.9859004651226286
BritoIL_2016__M1.44.ST__bin.58	0.9871014813626967	0.9862816871687243	0.98622941521975	0.9861443351018534	0.9852372770912636	0.9869543000058325	0.9851053933708641	0.9994161638485872	0.9849997937373418	0.9841217576212695	0.9868789382836463	0.9870590087581396	0.9857241637855625	1.0	0.985920557399042	0.9860262170469514	0.9873849412364238	0.9860760673120061	0.9862915658960908	0.9853760119799709	0.9865456531436695	0.9867497394911625	0.9859896759377521	0.9862732620327438	0.9861869133846579	0.9996994870605921	0.9848000015590241	0.9860358494504303	0.9861644712301665	0.9867185722710758	0.9866463707441466	0.9863269951663034	0.9859897249094183
RampelliS_2015__H17__bin.51	0.9856361467787323	0.9856648345693193	0.9843716756726252	0.9853048888520876	0.9847982529191219	0.9854847787002193	0.9843706238850894	0.9868532405502418	0.9846270615277823	0.9833288557893176	0.9854445703408526	0.9869339970538127	0.9855286553542447	0.985920557399042	1.0	0.9848085382717526	0.9859649541660743	0.9852012365583446	0.9854654821956382	0.985128424056071	0.9851651293093482	0.9854137222259018	0.9849745062236365	0.9854507673256836	0.9850473406517004	0.9857022660344965	0.9843922221829552	0.9851927221396404	0.9842884646275116	0.984990752355867	0.984964346992956	0.9854702506830384	0.9852866922189693
BritoIL_2016__W3.22.ST__bin.79	0.9856147836924701	0.9851241717384109	0.98496920376286	0.9852124456823748	0.9843876687957535	0.9856827011505039	0.984599459939693	0.9866245648624503	0.9846711596878773	0.983100933990898	0.985168645191254	0.9867907635344008	0.9851701367678151	0.9860262170469514	0.9848085382717526	1.0	0.9869004110030961	0.9848422636208861	0.9854066293949697	0.9852195189795617	0.9854229058458769	0.9849194320240392	0.9846912425025378	0.9847909577245106	0.9850877408110446	0.9857179221471369	0.9837349295608324	0.985032672088008	0.985428658176821	0.9855421176398103	0.9857521061383194	0.9849935487580302	0.9849780167721914
BritoIL_2016__M1.15.ST__bin.46	0.986650631389056	0.9868302456793219	0.987216316646428	0.9866557048608945	0.9854469743821191	0.9874191422177259	0.9860304425091339	0.9880125686978438	0.9855078135616252	0.9847087884840873	0.9872357882698245	0.9869236905969401	0.9863466976463261	0.9873849412364238	0.9859649541660743	0.9869004110030961	1.0	0.9870397112687994	0.9868037933384568	0.985190327238133	0.9871979700039554	0.9867217048840379	0.9866035172796588	0.9866425146327585	0.9869513508346244	0.98718759146712	0.9852964025515216	0.9866078928286824	0.9869608036526513	0.9871147733602321	0.9994350908212744	0.9868216366276283	0.986457471440193
CosteaPI_2017__SID713A084-11-0-0__bin.43	0.9859150382781422	0.9875550084587975	0.9854561018828604	0.9854818650313664	0.9844748333545568	0.9857374421608252	0.984331459945466	0.9866562336589543	0.9846237388235335	0.9833688303081901	0.985272776542084	0.9864492694013326	0.9861235111844479	0.9860760673120061	0.9852012365583446	0.9848422636208861	0.9870397112687994	1.0	0.985482584949985	0.9852692487665238	0.9858997097126807	0.9850611366162807	0.9989531490348436	0.985213582573812	0.9846807021209196	0.9859203680172289	0.983706544248814	0.9854994308674181	0.9847022635076202	0.9844014885507022	0.985777539339183	0.9877982264202115	0.9855575344959003
ZeeviD_2015__PNP_Main_623__bin.11	0.9857653435251388	0.9860330215114024	0.9857621241876803	0.9859204233712495	0.9840571205007824	0.9856114402368136	0.9845588424839898	0.9866913027974975	0.9853652056864876	0.9828502995659155	0.9855864530647084	0.9867301690415331	0.986063914328882	0.9862915658960908	0.9854654821956382	0.9854066293949697	0.9868037933384568	0.985482584949985	1.0	0.9847848884619638	0.9861627363870393	0.9856525559894547	0.9852518369039553	0.9850909908863993	0.9851046780647814	0.9861061267837813	0.9844879014326973	0.9859838020758547	0.9846433891750141	0.9857291893986678	0.9858599065051582	0.9857939515238838	0.986129329800393
Obregon-TitoAJ_2015__SM33__bin.19	0.9847274550526285	0.9854966121879705	0.9846601830323354	0.9849680199468805	0.9837798396540852	0.9868427143803442	0.9855850436636739	0.9857962637365915	0.984278703240677	0.9835221583874143	0.9850069510835758	0.9853698147373721	0.9850451386957967	0.9853760119799709	0.985128424056071	0.9852195189795617	0.985190327238133	0.9852692487665238	0.9847848884619638	1.0	0.9853983836904012	0.9845986204344295	0.9850747907738425	0.9850591646577841	0.9848049070786271	0.9850430085751705	0.983938638343076	0.984949588158001	0.9840423818256092	0.9851149613795946	0.9849275017837592	0.9853560994967565	0.9850691507548508
LiuW_2016__SRR3992978__bin.12	0.9859228123941898	0.9859431910356548	0.9994097953322523	0.98600400947941	0.9844091672830176	0.9857142800991608	0.9846640624856117	0.986506516015387	0.9854343988909614	0.9830673800376072	0.9861661461586508	0.9870255529686516	0.9859058186673086	0.9865456531436695	0.9851651293093482	0.9854229058458769	0.9871979700039554	0.9858997097126807	0.9861627363870393	0.9853983836904012	1.0	0.985715829531683	0.9857283457250452	0.9853160581362145	0.9850963510708681	0.9858928487333573	0.9845464314299306	0.9859872968549761	0.9852762602512264	0.9853632183155353	0.985988362167084	0.9859484442204494	0.9860685088608394
BritoIL_2016__W3.18.ST__bin.3	0.9871915331232274	0.9855238412056926	0.9848579625258339	0.9853982844262652	0.9842247117603133	0.9859288735994852	0.9844719486905191	0.9873277887274742	0.98474890404507	0.9829922010287223	0.9857879516939257	0.9863279354845665	0.9857885933320726	0.9867497394911625	0.9854137222259018	0.9849194320240392	0.9867217048840379	0.9850611366162807	0.9856525559894547	0.9845986204344295	0.985715829531683	1.0	0.984915890969902	0.9851503840121757	0.9849540897384427	0.9863022324811241	0.9840631674812942	0.9851034244337743	0.9850509579735242	0.9849357656731758	0.9856820815001031	0.9851787934512641	0.9852882823102599
CosteaPI_2017__SID713A084-11-90-0__bin.47	0.9857940715540706	0.9875942176953703	0.9854082218954259	0.9853836402535945	0.9844335621270887	0.9855958900190375	0.984038620449702	0.9863665487258239	0.9845211233523152	0.9832833577437464	0.9851271948149867	0.986242786982884	0.985777862886372	0.9859896759377521	0.9849745062236365	0.9846912425025378	0.9866035172796588	0.9989531490348436	0.9852518369039553	0.9850747907738425	0.9857283457250452	0.984915890969902	1.0	0.9848862358021555	0.9842776804576354	0.9856579611231894	0.9835592915503332	0.9855425942018499	0.9847400441814473	0.9844043649538028	0.9857043804333435	0.9875832430463054	0.9852397874996527
CM_madagascar__A68_01_1FE__bin.1	0.9856120946064991	0.9853252614773776	0.984883717291087	0.985183985415262	0.9840763226896722	0.9859934334741168	0.9845918953572814	0.9868376014198783	0.9846520210028602	0.9828612239703534	0.9857003020773779	0.9864441714166784	0.9853240625684855	0.9862732620327438	0.9854507673256836	0.9847909577245106	0.9866425146327585	0.985213582573812	0.9850909908863993	0.9850591646577841	0.9853160581362145	0.9851503840121757	0.9848862358021555	1.0	0.9847937126081605	0.9858507886924622	0.983864879562394	0.9852256282810389	0.9847942241100944	0.9848114863177484	0.9857482392036758	0.9851513346742253	0.9850402571037176
BritoIL_2016__M1.61.ST__bin.83	0.9865122545993074	0.9850378195336511	0.9845285597331705	0.9846467419503282	0.9837264669697651	0.9852564032209088	0.9837182204163829	0.98646013732152	0.9844315834092646	0.98203470019994	0.9857211253661822	0.9861116324462295	0.9850638652137473	0.9861869133846579	0.9850473406517004	0.9850877408110446	0.9869513508346244	0.9846807021209196	0.9851046780647814	0.9848049070786271	0.9850963510708681	0.9849540897384427	0.9842776804576354	0.9847937126081605	1.0	0.985790248679987	0.9832966436748449	0.9846132668615973	0.985903844569144	0.9856570475044154	0.9857402802817562	0.9849548332564568	0.98481584277805
BritoIL_2016__M1.3.ST__bin.24	0.9866357903535026	0.9862327918504572	0.9857057074391847	0.9858631291660656	0.9847633289695765	0.9865408303954062	0.9847053564311665	0.9994467059472406	0.9853979184057995	0.9835621637937488	0.9864878264051236	0.9865626789870967	0.9857464178729518	0.9996994870605921	0.9857022660344965	0.9857179221471369	0.98718759146712	0.9859203680172289	0.9861061267837813	0.9850430085751705	0.9858928487333573	0.9863022324811241	0.9856579611231894	0.9858507886924622	0.985790248679987	1.0	0.9845127444685643	0.9855740981465865	0.9860168977558799	0.9863077027159083	0.9860435764185147	0.9859297360207597	0.9856631114230281
Obregon-TitoAJ_2015__HCO61__bin.16	0.984408680324377	0.9845856146241745	0.9842818964332061	0.9846150275001082	0.9834537193256919	0.9846487098238613	0.9830009682743637	0.9855938442187818	0.9836708343139949	0.9819274471863996	0.9843007773442366	0.9853808918236173	0.9838579979822497	0.9848000015590241	0.9843922221829552	0.9837349295608324	0.9852964025515216	0.983706544248814	0.9844879014326973	0.983938638343076	0.9845464314299306	0.9840631674812942	0.9835592915503332	0.983864879562394	0.9832966436748449	0.9845127444685643	1.0	0.9840399059970822	0.9834762262456722	0.9843357275282117	0.9842571893422359	0.9843570604209821	0.9840131286394918
ZeeviD_2015__PNP_Main_683__bin.41	0.9860426752208172	0.9858732215680472	0.985298610742836	0.9858989791960764	0.9839598394093703	0.9858583979759752	0.9843559131319449	0.9860304319775895	0.9848414294403264	0.9829567919279052	0.9857465935335863	0.9865104797007371	0.9856439853223874	0.9860358494504303	0.9851927221396404	0.985032672088008	0.9866078928286824	0.9854994308674181	0.9859838020758547	0.984949588158001	0.9859872968549761	0.9851034244337743	0.9855425942018499	0.9852256282810389	0.9846132668615973	0.9855740981465865	0.9840399059970822	1.0	0.9851147260078286	0.9847972944878883	0.9854844783131482	0.985771940530345	0.9857085053507161
BritoIL_2016__W1.41.ST__bin.57	0.985833657192588	0.9846648443736508	0.9848113956016794	0.9849446468936538	0.9835490103541914	0.9855228053184772	0.9840536517013667	0.9870719522695892	0.984565387333998	0.9829237980841358	0.985118878665679	0.9860346602107615	0.9849105830641236	0.9861644712301665	0.9842884646275116	0.985428658176821	0.9869608036526513	0.9847022635076202	0.9846433891750141	0.9840423818256092	0.9852762602512264	0.9850509579735242	0.9847400441814473	0.9847942241100944	0.985903844569144	0.9860168977558799	0.9834762262456722	0.9851147260078286	1.0	0.9853493687030744	0.9857350462088587	0.9844381940129845	0.9847206835880226
BritoIL_2016__W2.61.ST__bin.57	0.9863291929347905	0.9851624317405753	0.9847864285145416	0.9853484425098646	0.9841956329580336	0.985499203424494	0.9842904817956817	0.9872919407336038	0.9850779152462477	0.9825476725814152	0.9856936203920827	0.9868394545095512	0.9852761350167161	0.9867185722710758	0.984990752355867	0.9855421176398103	0.9871147733602321	0.9844014885507022	0.9857291893986678	0.9851149613795946	0.9853632183155353	0.9849357656731758	0.9844043649538028	0.9848114863177484	0.9856570475044154	0.9863077027159083	0.9843357275282117	0.9847972944878883	0.9853493687030744	1.0	0.9856181267465162	0.9845054720408509	0.9851250696387188
BritoIL_2016__M1.16.ST__bin.55	0.9858503885616119	0.985437129566759	0.9853759007802053	0.9858165687595681	0.9844065091555414	0.9865238852119537	0.9846840070329015	0.9874631361299925	0.9846830318612118	0.9831122823712674	0.9858742643340606	0.9867905080885877	0.9855818466885101	0.9866463707441466	0.984964346992956	0.9857521061383194	0.9994350908212744	0.985777539339183	0.9858599065051582	0.9849275017837592	0.985988362167084	0.9856820815001031	0.9857043804333435	0.9857482392036758	0.9857402802817562	0.9860435764185147	0.9842571893422359	0.9854844783131482	0.9857350462088587	0.9856181267465162	1.0	0.9855473617690935	0.9854801617477436
CosteaPI_2017__SID713B016-11-90-0__bin.6	0.9857296224883731	0.9997378192289628	0.9855352746622522	0.9856455038310169	0.984332659389392	0.9863880384390453	0.984569308602284	0.986687874802121	0.9850247658522602	0.9832967420976384	0.985617547354094	0.9866487512828328	0.9864690576181342	0.9863269951663034	0.9854702506830384	0.9849935487580302	0.9868216366276283	0.9877982264202115	0.9857939515238838	0.9853560994967565	0.9859484442204494	0.9851787934512641	0.9875832430463054	0.9851513346742253	0.9849548332564568	0.9859297360207597	0.9843570604209821	0.985771940530345	0.9844381940129845	0.9845054720408509	0.9855473617690935	1.0	0.9857424956321977
XieH_2016__YSZC12003_36244__bin.125	0.9856187610738382	0.9857977290104526	0.9856672309320904	0.9856645048952882	0.9843950610001868	0.9855089075878122	0.9841284651917928	0.9862043046409904	0.9850476132875184	0.9829276389266597	0.9854186777203642	0.9866309568753306	0.9859004651226286	0.9859897249094183	0.9852866922189693	0.9849780167721914	0.986457471440193	0.9855575344959003	0.986129329800393	0.9850691507548508	0.9860685088608394	0.9852882823102599	0.9852397874996527	0.9850402571037176	0.98481584277805	0.9856631114230281	0.9840131286394918	0.9857085053507161	0.9847206835880226	0.9851250696387188	0.9854801617477436	0.9857424956321977	1.0
