	BritoIL_2016__M2.39.ST__bin.9	CosteaPI_2017__SID713B016-11-0-0__bin.25	LiuW_2016__SRR3992998__bin.92	VatanenT_2016__G80433__bin.12	Obregon-TitoAJ_2015__HCO12__bin.12	CM_madagascar__A39_01_1FE__bin.15	Obregon-TitoAJ_2015__SM23__bin.6	BritoIL_2016__M1.48.ST__bin.83	LiJ_2014__MH0283__bin.10	Obregon-TitoAJ_2015__HCO53__bin.12	BritoIL_2016__W1.9.ST__bin.93	CM_madagascar__A40_02_1FE__bin.5	CosteaPI_2017__SID713A087-11-0-0__bin.38	BritoIL_2016__M1.44.ST__bin.58	RampelliS_2015__H17__bin.51	BritoIL_2016__W3.22.ST__bin.79	BritoIL_2016__M1.15.ST__bin.46	CosteaPI_2017__SID713A084-11-0-0__bin.43	ZeeviD_2015__PNP_Main_623__bin.11	Obregon-TitoAJ_2015__SM33__bin.19	LiuW_2016__SRR3992978__bin.12	BritoIL_2016__W3.18.ST__bin.3	CosteaPI_2017__SID713A084-11-90-0__bin.47	CM_madagascar__A68_01_1FE__bin.1	BritoIL_2016__M1.61.ST__bin.83	BritoIL_2016__M1.3.ST__bin.24	Obregon-TitoAJ_2015__HCO61__bin.16	ZeeviD_2015__PNP_Main_683__bin.41	BritoIL_2016__W1.41.ST__bin.57	BritoIL_2016__W2.61.ST__bin.57	BritoIL_2016__M1.16.ST__bin.55	CosteaPI_2017__SID713B016-11-90-0__bin.6	XieH_2016__YSZC12003_36244__bin.125
BritoIL_2016__W1.9.ST__bin.93	0.6821347468192095	0.8496849864153366	0.836375276576359	0.7755946914649884	0.5752684402752304	0.7568589061698924	0.7959372090520569	0.45443778651204647	0.4980679686131814	0.5975815058160016	1.0	0.4204220319378796	0.8029509749019126	0.7099613074398139	0.49708096355467235	0.8531240686420039	0.4089412098702814	0.8266266902209177	0.8061979070645732	0.6807181449959767	0.7971605067568445	0.8710075847342833	0.8074641932971941	0.817264712102367	0.8761538019890704	0.8152038593888531	0.6748304477644668	0.8293554519407011	0.836113594732434	0.8673682740625399	0.8386712678817129	0.8286079131781765	0.8411634484416082
CM_madagascar__A40_02_1FE__bin.5	0.7019452428817474	0.8400016128753535	0.8229494882000886	0.7826875111605214	0.5516719181120141	0.7901971740119699	0.8057481725546218	0.5103517796351446	0.564682637972846	0.6611752101058161	0.8393864161333617	1.0	0.7960196540382367	0.72586303232087	0.5719376969292005	0.8526333070281044	0.4410989441426703	0.8358064088754226	0.804955559523741	0.6989959850924234	0.7926781219218562	0.8431640006221091	0.814582697303618	0.8463442452031359	0.8474369682551568	0.8205428477618475	0.7239552311884011	0.8263814565416496	0.8178504979752654	0.8549662160216125	0.8266688939707264	0.8129640616809617	0.847533740776369
CosteaPI_2017__SID713A087-11-0-0__bin.38	0.6905424292068906	0.8714251202613381	0.8459074002278296	0.7926308063641277	0.5959682561023939	0.7775232012062508	0.8102678057535737	0.47354158474529706	0.5080134831446879	0.620475446304552	0.8543032086777868	0.42419967234521816	1.0	0.7264113267747122	0.5148477590150342	0.8589181252891229	0.41908010474884555	0.8442347462026089	0.8250006062565058	0.6905448849294455	0.8221648606362102	0.8672835441724629	0.8217047196224818	0.8239378923208636	0.8651654834688431	0.8238568534765511	0.6903091355641732	0.8354282181553411	0.8255282796404945	0.870371001354638	0.8445960443835017	0.8449941784027183	0.8424110652402602
BritoIL_2016__M1.44.ST__bin.58	0.6983449050708511	0.8554450803178094	0.8367862319573265	0.7819338997126745	0.5762738993767816	0.7771772455208859	0.8050594376125283	0.5415415494326323	0.5155856000674527	0.6351308971047063	0.8434184021987958	0.4319033780196511	0.8110880289498514	1.0	0.5309763480014545	0.8577270952773807	0.425019973628983	0.8233882198261103	0.8058131400601248	0.6928386614052592	0.8110640366027247	0.8552240079764272	0.8017162754143221	0.8239078255153128	0.8606771257305242	0.9281226982341975	0.6928191247797417	0.8354803627779984	0.8254988608776332	0.8607528729978815	0.8373216040460695	0.8275121615493847	0.8364537665757129
RampelliS_2015__H17__bin.51	0.7196369137376124	0.8573585518147266	0.8476428501659294	0.7864285356761556	0.5447805256382657	0.7871151903267709	0.8232527603468359	0.5139738837974286	0.5976334955289695	0.6510059514929272	0.837253614656019	0.4825053710194805	0.8150527528631263	0.7528295954471832	1.0	0.8482430047968634	0.44151262292843385	0.8415620931644089	0.8217710830434206	0.708713127544279	0.8075340545231977	0.8531521238913541	0.8131584996231418	0.836101414955659	0.845479863718733	0.8425830849697469	0.7174126969394058	0.8248398899214356	0.821862928569936	0.8493874292145556	0.8288043121717676	0.8299550540066274	0.8505911401625909
BritoIL_2016__W3.22.ST__bin.79	0.6436115832990222	0.8156823137411848	0.8035865007259517	0.7474864622956315	0.5554983474413663	0.7203032511612074	0.7715477928076325	0.43925801228288996	0.47339187213812756	0.5892394005967261	0.8111137414042675	0.40602744325355866	0.7675352394516176	0.6864522011576276	0.4788064052728265	1.0	0.3876897891379621	0.790837015667556	0.7778269395722301	0.649004171925348	0.7674710517646265	0.8290563943691489	0.7724524551653121	0.790099680186221	0.8263618830472912	0.7934791344756731	0.6535307753900019	0.8009984202697035	0.8003721788620072	0.8424414472512994	0.8073856437380386	0.7988964106739186	0.8121588486155347
BritoIL_2016__M1.15.ST__bin.46	0.7259828613484209	0.890394141624763	0.8769777344599567	0.8181858405149447	0.5769316815782864	0.8028687393163858	0.835040945934914	0.5169152421328403	0.5649386138144935	0.6620385286260101	0.8832973863275911	0.4772056931083327	0.8507855474964744	0.7727642385352317	0.5661862169146813	0.8807666589600275	1.0	0.8599842834414652	0.8481825314377909	0.7305370488889664	0.8538877294309073	0.8824629504878552	0.8418497928243502	0.8601294840020764	0.8750122298755451	0.8554438058250975	0.7231916454214774	0.8564066164094083	0.8512211491783082	0.8879276016294868	0.9503763062597644	0.8661456480026821	0.8841237208484947
CosteaPI_2017__SID713A084-11-0-0__bin.43	0.6828162183738401	0.8963572065448	0.843517786785137	0.7922636807837495	0.5922938488454903	0.7778873473300818	0.8234667574490817	0.4657289924314533	0.5097183191381474	0.6246046776593281	0.8541025433882014	0.43254352830983434	0.8198620914157854	0.7161382138420725	0.5162461868851804	0.8594448540053616	0.4113817657915047	1.0	0.8238516089086406	0.68292055455575	0.8119811324410702	0.8846733427911597	0.9338949799689436	0.8250890360260912	0.8654745910096194	0.8185543119013898	0.7029218006278654	0.8411320654599244	0.8447423954573815	0.8577182392464424	0.8457344834956556	0.879456533695668	0.8506889616194884
ZeeviD_2015__PNP_Main_623__bin.11	0.6839771420485856	0.8718950210248874	0.8617849609463746	0.7944614082237516	0.5921467646618438	0.7661905660785878	0.8153002751578201	0.4641125344557178	0.5089797570084736	0.6101672689968831	0.8521308034955991	0.42614758620142845	0.8195885044228653	0.7169527773313626	0.5156862523858651	0.8647249992299971	0.4150571067595874	0.8427776332646074	1.0	0.6953009094571282	0.8305884132423398	0.8670709918154043	0.8230615980866118	0.8280124871577261	0.8577663088872957	0.8245378687360275	0.697402025915396	0.8417816613701659	0.8419347470685765	0.8664235795888582	0.8406795663222442	0.8483381205650509	0.8603867579041165
Obregon-TitoAJ_2015__SM33__bin.19	0.6823578102241643	0.8416611602543608	0.8351358840456143	0.7746637535969306	0.5819535329851859	0.833034921311592	0.833516998827667	0.4696710362712707	0.5153387331699173	0.6194156097907564	0.8381814629294113	0.43109098014139047	0.799170840882447	0.7181157412341469	0.5180972681089915	0.8405211552808269	0.41645387047497245	0.8138424100323279	0.8099886319229813	1.0	0.8057319975842836	0.8506412305943372	0.7966560090944617	0.8130722228143095	0.8462531528651106	0.8173512380546377	0.6850836619418096	0.8228487690504104	0.813822871149952	0.843956446054922	0.8184674411169136	0.8168290170165903	0.8402966357597073
LiuW_2016__SRR3992978__bin.12	0.7014877226083502	0.8938751541302148	0.9804489284883288	0.8309754642109245	0.6202180853505463	0.7938965226324095	0.8462654980997862	0.4852457615180184	0.5105941868176918	0.6314031508252198	0.8746811740329961	0.43563664682297853	0.8478907705481892	0.7491189054261749	0.5260596007097508	0.8857199839815376	0.4337691980163699	0.862282061063265	0.8622342589324297	0.7179990851115357	1.0	0.8893624430371131	0.8395795311908903	0.8553032665317022	0.8932277676563185	0.8549319294491201	0.7161297368825096	0.8685507881811606	0.8612611215139663	0.8955450630054245	0.8775730446633353	0.8719792456443869	0.8900652293315141
BritoIL_2016__W3.18.ST__bin.3	0.6455372400749988	0.8329242269925514	0.8096845444102233	0.7425655947402087	0.5576394876224638	0.7269042170111708	0.7722136601624864	0.43489048840648264	0.47208157919661015	0.5810772780845735	0.8192840923986007	0.39723560807314034	0.7667445257772274	0.6771487445523725	0.4764410380744349	0.8202138425302881	0.3842934645295982	0.8053690491988708	0.7716185223811699	0.6498128423297378	0.7624078628746105	1.0	0.7847736997406415	0.7781818635764008	0.8262536904377126	0.7778548498844325	0.6521543146403623	0.8011395816558616	0.793635906483311	0.8322419760202624	0.8036854036013842	0.8151965569393255	0.801889135031145
CosteaPI_2017__SID713A084-11-90-0__bin.47	0.6838222466295399	0.8968884209695942	0.8361981422457799	0.7914891615833539	0.5858940536998073	0.7734507716370113	0.8100536573303619	0.4614782238012813	0.5098113877329967	0.6200417789900527	0.8491432576386224	0.4290583950132209	0.8121765882918704	0.7096921492210811	0.5076951317009085	0.8543973373099731	0.4098700967713063	0.9505066119726996	0.8188897468533017	0.6803898158781401	0.8046657756647244	0.8773836703919853	1.0	0.8234590394473158	0.8641491057870121	0.815005544742507	0.6968768915460501	0.8347778993086897	0.8469323389711203	0.8580281955086827	0.838066819077555	0.8775283949980506	0.8498250106571317
CM_madagascar__A68_01_1FE__bin.1	0.6571576218717385	0.8302037578053727	0.819486226289476	0.7567738670581662	0.5583772868537574	0.752485812819199	0.7849792527038323	0.45045836174916737	0.4962580795245989	0.5988739372815646	0.81961237957208	0.42512469933708763	0.7766354861661063	0.6955302098050613	0.4978228431767133	0.833408803473729	0.39935904873480704	0.8008404239097506	0.7856299837418511	0.6622228497737197	0.7817391966061294	0.8296869922945227	0.7852900064320814	1.0	0.8272472572511372	0.7907970601655675	0.6674391144039561	0.8084492607735917	0.798604675252227	0.8329392007726599	0.8191471170068803	0.8121950873712751	0.8080930802899094
BritoIL_2016__M1.61.ST__bin.83	0.640554651801773	0.8174266152686058	0.8012182267668991	0.7504298701458081	0.5549711533610322	0.734451382061495	0.771062818993647	0.4393050625817299	0.48262479188285173	0.5850891989074958	0.8281828458289981	0.4012146814461091	0.7686383650071383	0.6848220726218056	0.4744814627448146	0.8215738224421533	0.38292518964057265	0.7917710377290311	0.7670969686143658	0.6496440361568178	0.7694919691666178	0.830322310567374	0.7767421501825158	0.7797142198726138	1.0	0.7916496786712137	0.6543917661288233	0.7919815752405703	0.8091842898654278	0.838147924419215	0.8022207343995658	0.7995661072786798	0.7964865870969414
BritoIL_2016__M1.3.ST__bin.24	0.6967054019385347	0.8697781387335007	0.8502388632930801	0.8008145792377931	0.5873996766578874	0.7827201724491267	0.8138970314765197	0.5204541969958026	0.5185836704642919	0.6262335197990118	0.8578524315175068	0.4324851042512657	0.8148451980660195	0.8221354241777926	0.5264161397809471	0.8782381649955597	0.4167655162468026	0.8336682631367222	0.8209039916811512	0.6985288692893304	0.8199245535070475	0.8702265671845706	0.815547442485332	0.8297851217087037	0.8813197823133383	1.0	0.7038939194984402	0.8611414128380481	0.8440656096061451	0.876396481187713	0.8543679268912857	0.8533781660581864	0.8510992872811179
Obregon-TitoAJ_2015__HCO61__bin.16	0.6986100249102074	0.8586762107519407	0.850236067663075	0.7986140076468543	0.5831276792955625	0.7837424690070676	0.8138081479550457	0.4823108562159657	0.5417405283281196	0.6579698180975553	0.846871017263353	0.45504866180048664	0.8142227146332985	0.7318702207160237	0.5345172923183872	0.8626191200324412	0.42017473351871165	0.8537466689838953	0.8280207247132428	0.6982251477233229	0.8190497914494265	0.8700824064418955	0.8316124290348743	0.8351961678832116	0.8687894652995017	0.8394280066041014	1.0	0.834750101378751	0.8248406905341212	0.8787097381531688	0.8432890887498552	0.8353395464025026	0.841262961997451
ZeeviD_2015__PNP_Main_683__bin.41	0.6642559337148751	0.8427987530831998	0.837349816221956	0.7694262304376915	0.5751573838473624	0.7551461777626969	0.796164983573229	0.457282108674597	0.4981124987388067	0.5934796521170748	0.8358273704692628	0.4171382148712943	0.7913379931338743	0.7087674091933509	0.4935323678189395	0.8490592151728177	0.39958560166410645	0.8204261277976322	0.8026214213002257	0.6734807453936275	0.7977505253397371	0.8583639872377409	0.7999984298687806	0.8124242738797331	0.8443938900960484	0.8247152029118374	0.6703625810980044	1.0	0.8271207020928977	0.8608398515586315	0.8271686783246002	0.8266810653514781	0.8337079840881739
BritoIL_2016__W1.41.ST__bin.57	0.6528383632074317	0.8454705224476753	0.8200829364274005	0.7541169544684483	0.5681522391539966	0.7288427907057081	0.7771376425154984	0.44616199519538713	0.4843873111008436	0.5846833892528093	0.8342592792504919	0.40872689273392265	0.7741849214608442	0.6933361544960842	0.4868612981091013	0.8399591795022374	0.39321683082667264	0.8157544667210749	0.7947848791434029	0.6594698229144625	0.7831890366161017	0.8418689339603224	0.8035756798498451	0.7945511256583313	0.8541562492353353	0.800323570095099	0.6558178565208442	0.8188960329557868	1.0	0.8442329531960464	0.8224601978556285	0.8333472952102127	0.835213292858284
BritoIL_2016__W2.61.ST__bin.57	0.6425420247657666	0.811706453158575	0.7968760069535917	0.7429748850438186	0.54882142444009	0.7148962664216856	0.7578312171185414	0.43104125641383095	0.46656934298696506	0.5699593942382908	0.8106413574765806	0.40021900524377607	0.7645512967607341	0.6771662630538262	0.4713040303490251	0.8281240267519678	0.38419942689762976	0.775834839522438	0.766109572190163	0.6405817094219443	0.7627964505079697	0.8269176373643116	0.7625513436788728	0.7762341829920667	0.8287051105987268	0.7783581725330968	0.6544071906631824	0.7983102459238519	0.7907728738735265	1.0	0.8068787384521382	0.7960295929420019	0.7967436115156526
BritoIL_2016__M1.16.ST__bin.55	0.6867108166210416	0.8700576799690709	0.8473343220991516	0.7885860854914369	0.576819124462296	0.7555160206268681	0.8086964868779469	0.4618060493741006	0.5079320631314314	0.6065636618844911	0.8559299301297675	0.4225728346161083	0.8101631463600139	0.7193336107059959	0.5021905667971966	0.8666782680285605	0.44905132365944644	0.8353719635128335	0.8117313913713545	0.6783863977859654	0.8162547447067314	0.872006944327891	0.8133311426193107	0.8336093809672297	0.8661526733336219	0.8286001837961953	0.685804497029433	0.8376539572863766	0.8412509683750997	0.8811087133000192	1.0	0.8504681620645477	0.850571219847869
CosteaPI_2017__SID713B016-11-90-0__bin.6	0.6486779391642331	0.9762855355246447	0.8129313448492388	0.7483625074251647	0.5620206847711636	0.7216290882208486	0.7712659263073235	0.4415781534272187	0.4738685066192059	0.5886619782391098	0.8116076732260568	0.3988337899114971	0.7779071745601844	0.6822806602080685	0.48263825501421165	0.8230343730730603	0.39277327291090763	0.8337020246750024	0.7861428197596705	0.6497667749379564	0.778393519321819	0.8488810114162438	0.8173358593494341	0.7932528919285986	0.8285248974041454	0.7943140334625542	0.6519848574679213	0.8034505892373401	0.8180641048176109	0.8342593006017562	0.8162227204673431	1.0	0.8152291189671066
XieH_2016__YSZC12003_36244__bin.125	0.6496558858229046	0.8392403144434843	0.8294392204999165	0.7642633367663374	0.5685102882247206	0.7322109264909438	0.7784645047446992	0.44322485116394733	0.4947091238799682	0.5858641802179484	0.8276417192877671	0.4176788729451654	0.7790458822687804	0.6927803017485611	0.49688162495017985	0.8404916387238309	0.4027438861680976	0.8100879787706363	0.8009236181212648	0.6714657753725302	0.7981413519525542	0.8388102426910512	0.7951220495374529	0.7928254947670345	0.8290764272988542	0.795785183275858	0.6595855754785861	0.8139543664063715	0.8236138063535933	0.8387940617736329	0.8200233459412014	0.8189258823142005	1.0
