	BritoIL_2016__M2.39.ST__bin.9	CosteaPI_2017__SID713B016-11-0-0__bin.25	LiuW_2016__SRR3992998__bin.92	VatanenT_2016__G80433__bin.12	Obregon-TitoAJ_2015__HCO12__bin.12	CM_madagascar__A39_01_1FE__bin.15	Obregon-TitoAJ_2015__SM23__bin.6	BritoIL_2016__M1.48.ST__bin.83	LiJ_2014__MH0283__bin.10	Obregon-TitoAJ_2015__HCO53__bin.12	BritoIL_2016__W1.9.ST__bin.93	CM_madagascar__A40_02_1FE__bin.5	CosteaPI_2017__SID713A087-11-0-0__bin.38	BritoIL_2016__M1.44.ST__bin.58	RampelliS_2015__H17__bin.51	BritoIL_2016__W3.22.ST__bin.79	BritoIL_2016__M1.15.ST__bin.46	CosteaPI_2017__SID713A084-11-0-0__bin.43	ZeeviD_2015__PNP_Main_623__bin.11	Obregon-TitoAJ_2015__SM33__bin.19	LiuW_2016__SRR3992978__bin.12	BritoIL_2016__W3.18.ST__bin.3	CosteaPI_2017__SID713A084-11-90-0__bin.47	CM_madagascar__A68_01_1FE__bin.1	BritoIL_2016__M1.61.ST__bin.83	BritoIL_2016__M1.3.ST__bin.24	Obregon-TitoAJ_2015__HCO61__bin.16	ZeeviD_2015__PNP_Main_683__bin.41	BritoIL_2016__W1.41.ST__bin.57	BritoIL_2016__W2.61.ST__bin.57	BritoIL_2016__M1.16.ST__bin.55	CosteaPI_2017__SID713B016-11-90-0__bin.6	XieH_2016__YSZC12003_36244__bin.125
BritoIL_2016__W1.9.ST__bin.93	0.6916810851343074	0.8619271958987214	0.8489336969758869	0.7869107722614938	0.5846739839488339	0.7674092718464669	0.8081595110963777	0.4602045965411257	0.5056512603284266	0.6076067767230682	1.0	0.4259130229561624	0.81443237399673	0.7194006072057428	0.5044230578922754	0.8659675404878361	0.41422851028017266	0.8389825740664926	0.8179880157216837	0.6910795342582503	0.8083430057520958	0.8835648510793727	0.8196547588444568	0.8291208903760804	0.8888455156762427	0.8263699131083562	0.6855937364849406	0.8413475201245455	0.8487438550207571	0.8799572769046875	0.8506878597223749	0.84069923004373	0.8536102140742132
CM_madagascar__A40_02_1FE__bin.5	0.7115936936573677	0.851471460746646	0.8339919241026941	0.7933658980547571	0.5596314579817169	0.8005771789658013	0.8173562668847889	0.5171725142998681	0.5728195941314378	0.6718311319504847	0.8503493603221143	1.0	0.8068806414635692	0.7353795729336474	0.5795095706871425	0.8640467042620231	0.4469433131915923	0.8472877772849547	0.8157808332805309	0.709374261965519	0.803097872732614	0.854851586666129	0.8259454041692827	0.8579748045828701	0.8593722458713271	0.8317189219080315	0.7346958289891303	0.8376813764739088	0.8294338231482175	0.8663680927172918	0.8377349469767228	0.8239650236459047	0.859017989320461
CosteaPI_2017__SID713A087-11-0-0__bin.38	0.700752402694296	0.883340286097817	0.8585341116745971	0.8041886645688656	0.6055584666100009	0.7888597374157265	0.8228196176624161	0.4800609141979748	0.5157232241058638	0.6308367536944044	0.8665188935619242	0.42998750344184866	1.0	0.7369316421999959	0.5224077009003599	0.8718475045407845	0.4248811353542088	0.8561146110273608	0.8366603769472729	0.7010286714817247	0.8339182557493837	0.8797865485955262	0.8335597202563652	0.8362100588237642	0.8782836463919143	0.8357695635904752	0.701634927987471	0.8475963234149769	0.8381758647289788	0.8833777358667795	0.8569517054532696	0.8565845749313088	0.8544585331293856
BritoIL_2016__M1.44.ST__bin.58	0.7074702229266071	0.867343570753603	0.8484701622602436	0.792920338209835	0.5849087451077034	0.7874500830649332	0.8172317835533831	0.5418579056668895	0.5234372670385937	0.6453783713103626	0.8546320824980284	0.43756591468938305	0.8228346821031143	1.0	0.5385589579369597	0.8698826465752467	0.4304501272794015	0.8350149112437393	0.8170131104467135	0.7031210958881573	0.8221251941237944	0.86670811630256	0.8131081845779249	0.8353747964506407	0.8727322519182739	0.9284016949565002	0.7035125138941396	0.8473123601374692	0.8370803095835374	0.8723387774253949	0.8486542178374875	0.8389835882063218	0.8483392325944947
RampelliS_2015__H17__bin.51	0.7301243121912059	0.8698276754383194	0.861100406598688	0.7981575495807908	0.5531899797988438	0.7987086227398833	0.8363239824220297	0.5208209920969111	0.6069643206857022	0.6620429652401129	0.8496202017394279	0.4888932516863859	0.8270208567098016	0.7635803816011543	1.0	0.8613278336167262	0.4477974810999887	0.8542032449170305	0.8338912908572881	0.7194119164954079	0.8196941106607386	0.8657806408096402	0.825562991209557	0.8484456481013974	0.8583139396725536	0.8548048574134648	0.7287874495274815	0.8372370921803496	0.8349817742514711	0.8623303591257278	0.8414561549380577	0.8421918910605145	0.863293036311056
BritoIL_2016__W3.22.ST__bin.79	0.6530052044144671	0.8279994919846312	0.8158493663111748	0.7587058665077153	0.5643085189404423	0.7307658441407752	0.7836159008810446	0.4452129289362756	0.48076138666251184	0.5993681627426686	0.8233247630884591	0.4114625493648574	0.779089023110036	0.6961804760257617	0.4861923781784906	1.0	0.3928357763514457	0.8030088115430308	0.789346160629961	0.658740675984122	0.7788240431714313	0.8417504695439026	0.7844615873724715	0.8023019240670635	0.8388713500453565	0.8049758624123214	0.6643362513128988	0.8131693932261143	0.8122071265339554	0.8548000457542999	0.8190554589844795	0.811067657936684	0.8245451520603562
BritoIL_2016__M1.15.ST__bin.46	0.7358053988435056	0.9022769068167612	0.8883339139278497	0.8292516188616151	0.5854517762764718	0.813098212288205	0.8468713641436875	0.5231869092658522	0.5732462046879216	0.6723191022243106	0.8947177531677715	0.48352846086782575	0.8625623723652798	0.7826372534784258	0.574245782796164	0.8924574852135352	1.0	0.8712762755370707	0.859525000981506	0.7415186981554543	0.8649609859180384	0.8943382375393927	0.8532807536968499	0.8717741950560767	0.8865809131681952	0.8665463516956995	0.7339838484629617	0.8680313857555134	0.8624670260744063	0.8995180961651472	0.950913486016189	0.8777124617602171	0.8962613659945272
CosteaPI_2017__SID713A084-11-0-0__bin.43	0.6925710551756559	0.9076529397017357	0.8559668819072416	0.8039353222989375	0.6016343219534357	0.789142538427761	0.8365746610341027	0.47202761868166165	0.5176782755077372	0.6351682689226336	0.8668691186066887	0.438485324817911	0.8313989902046212	0.7262504765927738	0.5240007500280962	0.8726725951478905	0.4167833989806653	1.0	0.8359879935883926	0.6931308933174464	0.8235940475910117	0.898089783371257	0.9348736533552578	0.8374722503019042	0.8789393243367721	0.8302438396191908	0.7145645261154954	0.853508423358069	0.8578658004180005	0.8713093684053944	0.8579364509183224	0.8903200169561201	0.8631550486340754
ZeeviD_2015__PNP_Main_623__bin.11	0.6938539141603967	0.8842452554869177	0.8742321700141711	0.8058068271952169	0.6017402367461178	0.7773758854650619	0.8280868953457984	0.470372580704676	0.516539201984381	0.6208140438746051	0.8645926502397377	0.43187854144093896	0.8311717856348894	0.7269176804528166	0.5232920500035222	0.8775311363197649	0.42060753065754575	0.8551928224154056	1.0	0.7060434391342546	0.8422427481749409	0.8796923282413533	0.835381947292777	0.84054416781608	0.8707362049811402	0.836155304526183	0.7083906515260235	0.8537479617798073	0.8550656576021839	0.87896715335924	0.8527373522090236	0.8605633248749928	0.8724887617715126
Obregon-TitoAJ_2015__SM33__bin.19	0.6929407794237806	0.8540477459234787	0.8481462929411346	0.7864861984439945	0.591548545241394	0.8441415325588831	0.8457078404206189	0.4764382393690717	0.5235699314362855	0.629793243099222	0.8509396426160787	0.4374915627553377	0.8113037763330847	0.7287733134391986	0.5259185050978721	0.8531308394614373	0.4227141283882198	0.8260101602188354	0.8225031084585598	1.0	0.8176713204731962	0.8639472094923443	0.8087264201214963	0.8254044548651817	0.8593104550783331	0.8297619808874205	0.6962666524565704	0.8354222174855235	0.8270201428114675	0.8567085864506732	0.8309925752246972	0.828968347010551	0.8530331450495577
LiuW_2016__SRR3992978__bin.12	0.7115036935851756	0.9066193288390888	0.9810279357552024	0.8427708774223571	0.630040948381613	0.8054022739252039	0.8594459068238334	0.4918829765848701	0.5181412252224302	0.6422786104458735	0.8869511262783508	0.441363088840735	0.8600119347041887	0.7593352654680255	0.5339811419011002	0.8988221998160726	0.4393943375052036	0.8746143776779878	0.8743326300194216	0.7286383832116384	1.0	0.9022503407088961	0.8517352015208042	0.8680496572333963	0.9067415250146018	0.8671651595277403	0.7273702021776878	0.8808945013303872	0.8741316078135907	0.9088476679049846	0.8900440191145209	0.8844065333799747	0.9026403554452483
BritoIL_2016__W3.18.ST__bin.3	0.6539128612992458	0.8451588811626816	0.822133317918912	0.7535689948684632	0.566577409568502	0.7372785567759543	0.7843937668205123	0.44047224576449423	0.47939284548318106	0.5911311172931625	0.8310956641241013	0.4027419216084406	0.7777981313270704	0.6862416248536919	0.48349340721400347	0.832772525205157	0.3894648943338704	0.8175828070583938	0.7828504250228163	0.6599774048464786	0.7734560408113088	1.0	0.7967926062882698	0.7899117497240737	0.83887533342506	0.7886576997069903	0.662715907058638	0.8132542855754938	0.8056800514320621	0.8449708143672177	0.8153596567143239	0.827460520220437	0.8138624496283577
CosteaPI_2017__SID713A084-11-90-0__bin.47	0.6936765662949439	0.9081547916132546	0.8485804397261458	0.803229452215849	0.5951585523291711	0.7847544612042483	0.8231929524881558	0.4678567256740541	0.5178267643431338	0.6305830095739726	0.8619630664018945	0.4350433794560843	0.8238941234831603	0.7197764505455996	0.5154398702636446	0.8676804468561841	0.41543547087834487	0.951502693485724	0.8311476479217456	0.6906986375558836	0.8163159547500467	0.8908209101266265	1.0	0.836095591057415	0.8779525564221164	0.8268644670751522	0.7085255536019588	0.8470236641418241	0.86005676724066	0.8716216892729333	0.8502212587399857	0.8885614465178865	0.8625565283085274
CM_madagascar__A68_01_1FE__bin.1	0.6667507688550692	0.842568226212511	0.8320639400389975	0.7681548606772984	0.5674125817066745	0.7631752781231401	0.7972635732685823	0.45646655650437357	0.503993359013435	0.6093168828681238	0.8315026157998885	0.43096681155969147	0.7882031056276227	0.7052104488481713	0.5051727186003467	0.846279910408022	0.40476570065851436	0.8128597068440759	0.7975202199696596	0.6722670815450768	0.7933892786491645	0.8421932384733948	0.7973408276870577	1.0	0.8400208557995644	0.8021468048064401	0.6783849370665832	0.8205727069687826	0.8109355799419753	0.8457854242613017	0.830990190424908	0.8244368746045051	0.8203655378166165
BritoIL_2016__M1.61.ST__bin.83	0.6493124123044449	0.8298428741097496	0.8138090244777129	0.762131065055273	0.5641518979056699	0.7454418765110226	0.7838248829703243	0.4453348350948578	0.4902573221101204	0.5957927950900034	0.8401796659489664	0.40686537735167266	0.7802929253123632	0.694414074378103	0.4816839182885373	0.8340108077740703	0.38798790772893565	0.8040891184559855	0.7786958946548834	0.6596677488985643	0.7811337117736012	0.8430061047696837	0.7891494093631922	0.791753856559048	1.0	0.8030609754268362	0.66550798310791	0.8043580174020707	0.8207537624716885	0.8503443733713683	0.8138256602137283	0.8117794646838323	0.8087670328801232
BritoIL_2016__M1.3.ST__bin.24	0.7061424375137573	0.8819197109655481	0.8625686722479867	0.8122979301550676	0.5964881706882026	0.7933986595723687	0.8265386454546144	0.5207423206248245	0.5262682828712172	0.6366994815899931	0.8696026535305771	0.4383756992462941	0.8266276024865464	0.82238256077845	0.5340518713614525	0.8909629674608536	0.42217458956045206	0.8455736286423426	0.8324702274780075	0.7091354014072213	0.8316568626706844	0.8823122756149951	0.8274142498235281	0.8416944341133519	0.8940236358530236	1.0	0.7149667929168343	0.8737459866868059	0.8560356435342963	0.8885629492443965	0.8664606182969131	0.8655567784195706	0.863478887885297
Obregon-TitoAJ_2015__HCO61__bin.16	0.7096747914494265	0.8721193952033368	0.8638135789595643	0.8110926456957479	0.5929386079249218	0.7959615050399722	0.827881328930599	0.4893606621480709	0.5507335476769784	0.6700798719731201	0.8603782875680686	0.46179976248406907	0.8275815374811725	0.743166348047735	0.5429921938361719	0.8768816620322095	0.4264450092689144	0.867887556482447	0.8410674458347815	0.7096226538060479	0.8319057032788785	0.8841733286988761	0.8455132661337041	0.8488931612791102	0.8835476769783339	0.8526329509906152	1.0	0.8482888715096745	0.838699165797706	0.8926931265206812	0.8567771695052717	0.8486143697138223	0.8549306279689491
ZeeviD_2015__PNP_Main_683__bin.41	0.6736584028334471	0.8548753882803661	0.849843699252414	0.7804311056951276	0.5845333933472378	0.7659783385860038	0.8088182058459474	0.46376064454468086	0.5057793913299099	0.6037698269046636	0.8479130193826884	0.42284215267316294	0.8028639193441038	0.7188049091606399	0.5009500747702302	0.8619604600251861	0.40500953273185675	0.832497819989108	0.8140310414942067	0.6837717924763382	0.8090880358036441	0.8713440294161177	0.8117339976732981	0.8246073290817669	0.8575893891695257	0.8367866043382726	0.6812351582619578	1.0	0.8396186558339244	0.8741289769751888	0.8393523150567151	0.8386128995584151	0.8457956683568838
BritoIL_2016__W1.41.ST__bin.57	0.6622195929753047	0.8586378677767078	0.8327309575112739	0.7656439951694785	0.5776552395181569	0.739549391218987	0.7897309675868551	0.4520055444484267	0.4919808448806691	0.5948410145246701	0.8468615284081014	0.41451574597444546	0.7860458957119766	0.7030634085115631	0.49463273786648126	0.8523794924497912	0.39841180052076364	0.828427532821206	0.807180434948449	0.6701640448564877	0.794892831799686	0.854645058862985	0.8160282346574087	0.8068194412658385	0.8663687173353254	0.8116732805660749	0.6668365121792187	0.8312697103558263	1.0	0.8567854001948906	0.8343623380530235	0.846520685887997	0.8481727933397529
BritoIL_2016__W2.61.ST__bin.57	0.6514478425340973	0.8239315944320573	0.8091866255261101	0.7540224888886252	0.5576344845085204	0.725415367092642	0.7699263897543728	0.4365894611613534	0.4736369943593072	0.5800831961067652	0.822407024562185	0.40555634801071133	0.775976672517053	0.6862810552914088	0.47848574133490734	0.8402725889941371	0.38921454451520215	0.7881284704929398	0.7772008584401552	0.6502608675487457	0.7741271810530533	0.8395650418879212	0.7746322251574521	0.7882058584576821	0.8407641508747132	0.7891636356380476	0.6648211299883217	0.8106340770757164	0.8025304516248372	1.0	0.8186524948720362	0.8085578146070188	0.808774069477135
BritoIL_2016__M1.16.ST__bin.55	0.6965669685670817	0.8829154634670464	0.8599097272708267	0.7999318640826841	0.585956227531563	0.7658365214994731	0.8212751310085264	0.4676691538926544	0.5158330617024616	0.6169830982290845	0.8681938063450028	0.42822952911720996	0.8220150858927734	0.7290693322709548	0.5098565936222543	0.8792050888166699	0.44930514025722634	0.8474244240468554	0.8233739763785671	0.6887678499761347	0.8278543398957585	0.8846736292505079	0.8251268420474578	0.845661547050442	0.8786824386298262	0.8403281595381598	0.6967736730353432	0.8499920351056033	0.8534250370934408	0.8939656134455662	1.0	0.8629399205512825	0.8631033407505492
CosteaPI_2017__SID713B016-11-90-0__bin.6	0.6580688297940284	0.9765415659453541	0.8248627580862942	0.7592613211508822	0.5709662068104092	0.731587428171598	0.7833536141830679	0.44753580610867105	0.48107268268448744	0.5986615769552275	0.8234509170467089	0.40423077553479553	0.7885773695106767	0.6917388082772996	0.48975426166308994	0.8355733640193046	0.3980185054040505	0.8440003255486144	0.797471741984637	0.6594233041940948	0.7894870405087602	0.8616517296748301	0.8276121178689452	0.8052091734625882	0.8411805997894107	0.805649737950321	0.6623458942724356	0.8150471282486332	0.830995901817703	0.8473891961944724	0.8281922839326499	1.0	0.8270203654396234
XieH_2016__YSZC12003_36244__bin.125	0.659135064672572	0.8513311501396101	0.8415002492429033	0.7753787754054597	0.5775224914752114	0.7429774818404686	0.7910191934068155	0.44942498129258845	0.5022184889407687	0.5960399901438341	0.8398884027674478	0.42333850365688735	0.7901871536006232	0.7026242609295	0.5043015691515635	0.8533100479522907	0.4082729340374966	0.8219590946407666	0.8121892270290586	0.6816432885528809	0.8094177481386268	0.8513348405242844	0.8070340435147451	0.8048660844564404	0.8418593520592914	0.8073602167448082	0.6703016009456468	0.8257556488434334	0.8363933246051004	0.8514594619759795	0.8321053814892576	0.830770597740122	1.0
