	CM_cf__CF_TNFC002SA_t1M15__bin.23	HMP_2012__SRS044373__bin.34	HMP_2012__SRS075404__bin.1	HMP_2012__SRS057539__bin.13	HMP_2012__SRS019327__bin.34	HMP_2012__SRS043663__bin.42	HMP_2012__SRS017209__bin.9	HMP_2012__SRS057205__bin.27	HMP_2012__SRS019122__bin.44	HMP_2012__SRS011306__bin.62	HMP_2012__SRS018739__bin.5	HMP_2012__SRS014271__bin.8	HMP_2012__SRS018439__bin.36	HMP_2012__SRS045715__bin.40	HMP_2012__SRS019126__bin.59	HMP_2012__SRS024081__bin.34	HMP_2012__SRS078182__bin.43	HMP_2012__SRS019127__bin.43	HMP_2012__SRS016319__bin.52	HMP_2012__SRS048791__bin.59	HMP_2012__SRS016225__bin.42	HMP_2012__SRS019071__bin.66	HMP_2012__SRS019607__bin.64	FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.13	HMP_2012__SRS013705__bin.70	HMP_2012__SRS062761__bin.52
HMP_2012__SRS018739__bin.5	0.9183723565248969	0.9292361449876642	0.9181603953698956	0.6838552617018923	0.5695700149775492	0.7503946997242946	0.672544172860556	0.9468632086866668	0.9549169533077629	0.7424749893629788	1.0	0.9561996300031015	0.9116823325701693	0.9427525649637561	0.912587843092638	0.9328355882779247	0.9606913362436431	0.8832546011935283	0.903801585656464	0.8889385889309521	0.687255991409339	0.6430558564399566	0.8691747697649881	0.7859987188818426	0.8727936947790539	0.7926887428365702
HMP_2012__SRS014271__bin.8	0.8341736229169614	0.8398980723120653	0.8441564128879836	0.5782674538813893	0.41665824505614035	0.6363159309173417	0.5367822261348401	0.871336505847592	0.8747534339584788	0.601866303751397	0.4592760858450319	1.0	0.7950812554412962	0.8440138069497376	0.8022385015072812	0.8310396609197597	0.8887741054565299	0.7836967351848899	0.7707353151441517	0.77031910043725	0.5555919868188695	0.49256577652114875	0.7483020161709893	0.695245869855051	0.7684858093991163	0.6631333331836158
HMP_2012__SRS018439__bin.36	0.8990231344121443	0.8876299956222079	0.8837343698459765	0.6388147410618626	0.4614197275672966	0.6950423897349043	0.5992240080558339	0.9196931890083474	0.9216057532718122	0.6736303733482103	0.5091119870563569	0.9243917001238489	1.0	0.8973412092976298	0.8637118455396564	0.8963277025468654	0.939328848779919	0.8497651397194558	0.8242011834834518	0.8277939321886089	0.6167186402560182	0.544784465539465	0.804275701686973	0.7669861381519799	0.8515810966412848	0.7224558108445658
HMP_2012__SRS045715__bin.40	0.8748297463857372	0.8945280641069753	0.8757251429723176	0.6217427862347535	0.44314964605571494	0.6790229223969266	0.566478615738865	0.9098076261403684	0.9339014900881348	0.644534884431134	0.4926069722036162	0.9181785051885362	0.8396352449921516	1.0	0.8689825908680949	0.8762658827026399	0.9315736218364384	0.8370830186143952	0.8191938173252521	0.8241410972374633	0.5901950205525888	0.5366308413022544	0.8038556208632698	0.734486612823431	0.8150535751732056	0.6973600255711258
HMP_2012__SRS019126__bin.59	0.897172338090011	0.9282810098792535	0.8969835345773874	0.6476373216245883	0.46879165751920965	0.7064816684961581	0.5953466520307354	0.9346248079034029	0.9928557628979143	0.6773378704720088	0.5141962678375411	0.9410928649835346	0.8714717892425906	0.9370493962678376	1.0	0.9105975850713501	0.9501361141602634	0.8797800219538968	0.8441971459934138	0.8585659714599342	0.6210467618002196	0.5600676180021954	0.8328939626783755	0.7625027442371021	0.8361448957189901	0.7359407244785949
HMP_2012__SRS024081__bin.34	0.8630425647490494	0.8785630681876415	0.8646258545234654	0.6001906343203272	0.4509391302565364	0.67508245446812	0.5733066855251155	0.8970693560454652	0.8979249556723959	0.6422244770367638	0.49075628529553444	0.910242802529492	0.8444186165687873	0.8822544045752236	0.8502233291311789	1.0	0.9231358320778116	0.8067189373674015	0.8073629943937111	0.809050825569597	0.5834980372864332	0.5243645010197912	0.7884520698172576	0.7143318062089393	0.7977132080886347	0.7069979194211277
HMP_2012__SRS078182__bin.43	0.8568552916712765	0.8576350250968436	0.8517343499194401	0.5875459391369918	0.4230780703844407	0.646433748524076	0.5587550847870422	0.9090611820758732	0.8909045323090946	0.6150994150677727	0.46550312063287924	0.8966126340981014	0.8150544057581709	0.8638793116143276	0.8170907749417465	0.8502439829312011	1.0	0.7973746583238337	0.782918060778427	0.7837827530518162	0.5620258116307529	0.4979347448081648	0.7632049649195477	0.7047951906495424	0.7816081841424499	0.6739234109202704
HMP_2012__SRS019127__bin.43	0.9004928034834757	0.9092732039442095	0.8976457320207348	0.6656878002631492	0.455169314342167	0.6878113984412373	0.5932536165201411	0.9297224996147189	0.9635385998216571	0.6716037582055967	0.5048474153205583	0.9326034223651894	0.8697678603402768	0.915671988148486	0.8924709391148957	0.8764672974289947	0.9405847542708299	1.0	0.8289307358111883	0.8348538203405261	0.6322351559876247	0.5439777222893805	0.8090729468525875	0.7884882460311592	0.8499345690241119	0.7196765954869107
HMP_2012__SRS016319__bin.52	0.8411615606063071	0.8534074595933699	0.8496730403608327	0.5982638053667777	0.44983209023897713	0.6669933837647568	0.5638386662409357	0.8690714757140766	0.8779600355080137	0.6299359605953498	0.49641324548210175	0.8813537558627171	0.8106506064525628	0.8611010052328951	0.822924326327891	0.8429044322527129	0.8874580867617942	0.7965522643206953	1.0	0.7820776981767474	0.5818820103288258	0.5285908848497715	0.7681544136341185	0.70211618516556	0.7841899456165836	0.6914295399623519
HMP_2012__SRS048791__bin.59	0.8756330125359565	0.8929995738485031	0.8776008558542562	0.6277890727653681	0.46778250292979157	0.696747931389609	0.5903325757306722	0.9046343975283213	0.9165697467949856	0.6541563088177847	0.5063807308498172	0.9135889058560318	0.8444187471145992	0.898471181505025	0.8680102276359246	0.8760329734720693	0.921430093398203	0.8320350509606165	0.8111198906211158	1.0	0.6079348520899179	0.5489426115984233	0.8078460705280728	0.734885826911467	0.8130215916758408	0.7203891295855677
HMP_2012__SRS016225__bin.42	0.907873308842491	0.9203908979044141	0.9063887568220604	0.7058820894557774	0.52468291696555	0.7452048009900426	0.6594207303612004	0.9452155511943285	0.9496743264005181	0.7238458087960987	0.5643370931319632	0.9498406986097042	0.9068539591146695	0.9274975508091129	0.9050865743386225	0.9107489884889628	0.9524399444316821	0.9082898792585686	0.8699308467513587	0.8763380964843632	1.0	0.5881788706014547	0.8459521321558446	0.8057175729366167	0.8770893309981501	0.7754410303302937
HMP_2012__SRS019071__bin.66	0.8690385113815053	0.9022814430632888	0.8808310281259619	0.6509648517544938	0.5329938233644841	0.7389984108487541	0.6379597994070041	0.9099020034979394	0.9178289984316946	0.7337841603243064	0.573403570066144	0.9144304244291528	0.8698945823631311	0.9157659507495137	0.88633503644208	0.8887594127853368	0.9163162820948446	0.8486303906588203	0.8581458419756895	0.8592770786299807	0.6387060820646876	1.0	0.8339660059216208	0.7537371459065979	0.8302325080447742	0.7461895460669723
HMP_2012__SRS019607__bin.64	0.8444716622303353	0.8750268577100717	0.8505051025209845	0.603610830449274	0.45565414727436415	0.6867671840512258	0.57782831663864	0.874942955111666	0.8928621529140394	0.6440163685534837	0.49514607930704446	0.8875194662906883	0.8204675283626297	0.8763981546755499	0.8420961976585404	0.8537697570642436	0.8972814670258349	0.8063798825541194	0.796717765864694	0.807884802176318	0.5868835822591729	0.5327983691820872	1.0	0.7145052055125339	0.7832582797214966	0.7027708278212138
FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.13	0.9251088598934216	0.9146631827440256	0.8971471322860247	0.6848344299264082	0.4674059850989218	0.7105562754511867	0.6180145802974633	0.9275284198045572	0.9503393829944579	0.6862084069936295	0.51194781424967	0.942794436890193	0.8945849467539475	0.9155559886772514	0.8814364887094818	0.884388483767834	0.9473884030650804	0.8985140034504234	0.8326118304145838	0.8402689482705501	0.639096778843494	0.550569411220119	0.8169265650624076	1.0	0.8792798472027867	0.7305614221550883
HMP_2012__SRS013705__bin.70	0.9073815295013452	0.9009424170714493	0.9089180840332914	0.6559687250931491	0.47352751039386987	0.7004631106013595	0.6042820052036642	0.9256358703363312	0.9388074457198882	0.6696827480237618	0.5109755524502069	0.9366969643467339	0.8927806116746209	0.9132124984659546	0.8687920208657536	0.8877170075326757	0.9443628568052531	0.8705621608847415	0.8358715225074672	0.8355745222104669	0.6253343534449525	0.545100475976052	0.804946993887086	0.7903360391839654	1.0	0.7269773444888652
HMP_2012__SRS062761__bin.52	0.8674919015626679	0.8905698655494129	0.8859494178215204	0.6335947765079207	0.47865431654973517	0.7462451760583748	0.5839143755526357	0.9067662237317269	0.9032959813570667	0.6838996041682162	0.5253763087653188	0.915046979200238	0.85745097553115	0.8845492351934948	0.865678016874499	0.8906871069572188	0.921806178777136	0.8345088463032286	0.8343446050359058	0.8381650221880655	0.625887832511094	0.5546324301096595	0.8176271165431241	0.7433967779788614	0.8230005949872325	1.0
