	CM_cf__CF_TNFC002SA_t1M15__bin.23	HMP_2012__SRS044373__bin.34	HMP_2012__SRS075404__bin.1	HMP_2012__SRS057539__bin.13	HMP_2012__SRS019327__bin.34	HMP_2012__SRS043663__bin.42	HMP_2012__SRS017209__bin.9	HMP_2012__SRS057205__bin.27	HMP_2012__SRS019122__bin.44	HMP_2012__SRS011306__bin.62	HMP_2012__SRS018739__bin.5	HMP_2012__SRS014271__bin.8	HMP_2012__SRS018439__bin.36	HMP_2012__SRS045715__bin.40	HMP_2012__SRS019126__bin.59	HMP_2012__SRS024081__bin.34	HMP_2012__SRS078182__bin.43	HMP_2012__SRS019127__bin.43	HMP_2012__SRS016319__bin.52	HMP_2012__SRS048791__bin.59	HMP_2012__SRS016225__bin.42	HMP_2012__SRS019071__bin.66	HMP_2012__SRS019607__bin.64	FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.13	HMP_2012__SRS013705__bin.70	HMP_2012__SRS062761__bin.52
HMP_2012__SRS018739__bin.5	0.9763726076681898	0.9755720594475557	0.9750813294144707	0.9745122840603492	0.9769326435929254	0.9753485913554951	0.9771819545910121	0.9770860183726645	0.9757230490264004	0.978010755848125	1.0	0.976026998150845	0.9764223194748359	0.974634461654947	0.9758881103116605	0.9763446429391888	0.9759062824715224	0.9757102272727273	0.975963242160118	0.9757542073787578	0.9760240111392818	0.9807805100314589	0.9746156439286624	0.9761360887376616	0.9751905329923858	0.9747262394307629
HMP_2012__SRS014271__bin.8	0.9737447614261484	0.9725310768402561	0.973072245271315	0.9718684545061478	0.9750876988101708	0.9738971461915104	0.9750404429196999	0.9741222742088741	0.9727035095548842	0.9763949738962254	0.976026998150845	1.0	0.9735431926210929	0.9713111155457992	0.9733112680728527	0.9732363428691876	0.9733139442821671	0.9731263859363903	0.9738516257991076	0.9736314781881966	0.9738933718860611	0.9794306478711415	0.9722924295618779	0.9734399217868012	0.9725165379059226	0.9730049015291597
HMP_2012__SRS018439__bin.36	0.9740604795633522	0.9736990989047624	0.9728435464460101	0.972956568653898	0.9754943059910877	0.9742721707808946	0.9750151416781773	0.9740458593180721	0.9732441218897779	0.9764369884048665	0.9764223194748359	0.9735431926210929	1.0	0.9731486438777608	0.9736040875120984	0.9749525058417936	0.9736308119091498	0.9736763133421552	0.973911064671647	0.9737367386537654	0.9738892856034028	0.9790629238577707	0.972808064084147	0.9737402163398118	0.9730262287157092	0.9735232890970595
HMP_2012__SRS045715__bin.40	0.9723540719295878	0.9720834260790481	0.9713919585769956	0.9729091284173852	0.9740142916342392	0.9736748842204618	0.9732858831004908	0.971891234841514	0.9724424520091874	0.9751508298008099	0.974634461654947	0.9713111155457992	0.9731486438777608	1.0	0.973177360329502	0.9726744723670864	0.9721270696860411	0.9722870257049852	0.9725253422962103	0.9726314770128913	0.9727960194748793	0.9772897825267146	0.9719671661976967	0.9727323427699629	0.9717118469130523	0.9731531907116662
HMP_2012__SRS019126__bin.59	0.9733858298545008	0.973914462481553	0.9727130325814536	0.9729517543800178	0.9758231218734575	0.9742773826422674	0.975147171403243	0.9737485718366181	0.9996325007330085	0.9765246133730748	0.9758881103116605	0.9733112680728527	0.9736040875120984	0.973177360329502	1.0	0.9737135985295238	0.9739502341798622	0.9994385384231863	0.9741160549010511	0.9734936974016357	0.9734056166636266	0.978736298110468	0.9734911825299591	0.9738155015547622	0.972874831961015	0.9731985764614985
HMP_2012__SRS024081__bin.34	0.9748165812018592	0.9738093049365543	0.9736649823116647	0.972978825136612	0.975325971733055	0.9739566569784742	0.9756411503235071	0.974813472909128	0.9730792182230175	0.9771533261412165	0.9763446429391888	0.9732363428691876	0.9749525058417936	0.9726744723670864	0.9737135985295238	1.0	0.9738432924641255	0.9733149571926379	0.9741055378959448	0.9741225676566553	0.9745005034135867	0.9795260988098132	0.9722843867446751	0.9736687450069329	0.9731956283321735	0.9729444653519487
HMP_2012__SRS078182__bin.43	0.9746254811622368	0.9728055615481814	0.9737751270901097	0.972327512078878	0.9754501519472	0.9742198639350879	0.9845503434983991	0.9749815576630402	0.9732955443691857	0.9765474744213143	0.9759062824715224	0.9733139442821671	0.9736308119091498	0.9721270696860411	0.9739502341798622	0.9738432924641255	1.0	0.973402250298335	0.9745022026261747	0.9736323326222561	0.9741910300476473	0.9797710019177964	0.9745679233455717	0.9732542278807075	0.9730352928672708	0.9733776562812538
HMP_2012__SRS019127__bin.43	0.9729367579607154	0.9734591867825467	0.9725030851225887	0.9727542496211221	0.9761876569981417	0.9741350783407751	0.9750435836332758	0.9735974087507839	0.9997494515207184	0.9764667962571303	0.9757102272727273	0.9731263859363903	0.9736763133421552	0.9722870257049852	0.9994385384231863	0.9733149571926379	0.973402250298335	1.0	0.9736690803656443	0.9735496510241994	0.9734550245167108	0.9789231404119572	0.9731543919742841	0.9732596486589999	0.9725600041924327	0.9731005176524178
HMP_2012__SRS016319__bin.52	0.9740813975498507	0.9730028752998552	0.974782309080303	0.9731493352258744	0.9755855509545412	0.974441491170767	0.9751620313085936	0.9741144441007922	0.9732825413663813	0.9854209160967164	0.975963242160118	0.9738516257991076	0.973911064671647	0.9725253422962103	0.9741160549010511	0.9741055378959448	0.9745022026261747	0.9736690803656443	1.0	0.9738116686167995	0.9740315146664862	0.9799714328745427	0.9732038183625528	0.9742588115381192	0.97394006312764	0.9736932027103485
HMP_2012__SRS048791__bin.59	0.9739246946601262	0.9727486208031305	0.9735734493211646	0.9726912043489297	0.9742812324738584	0.9738649496871133	0.9742761235443891	0.9742723839582941	0.9732149992129893	0.9764771506571184	0.9757542073787578	0.9736314781881966	0.9737367386537654	0.9726314770128913	0.9734936974016357	0.9741225676566553	0.9736323326222561	0.9735496510241994	0.9738116686167995	1.0	0.9739402573334784	0.9788972144905362	0.9726142414955949	0.9743043155750677	0.973428482508968	0.9729652121133695
HMP_2012__SRS016225__bin.42	0.9739510244299893	0.973089322425472	0.9762966926914743	0.9733692917847026	0.9757266871068377	0.9740712722301745	0.97541234157224	0.9741738460517783	0.9735653730104291	0.9764753827358252	0.9760240111392818	0.9738933718860611	0.9738892856034028	0.9727960194748793	0.9734056166636266	0.9745005034135867	0.9741910300476473	0.9734550245167108	0.9740315146664862	0.9739402573334784	1.0	0.9790422581792744	0.9727803113566275	0.973786953676466	0.9739129673498064	0.9732305465540105
HMP_2012__SRS019071__bin.66	0.9797619180881805	0.9781271202299879	0.9785024529970425	0.9775881301203533	0.9804288904620174	0.9785391300750247	0.9800579234056087	0.9794344276692096	0.9787618538578128	0.9813023135131859	0.9807805100314589	0.9794306478711415	0.9790629238577707	0.9772897825267146	0.978736298110468	0.9795260988098132	0.9797710019177964	0.9789231404119572	0.9799714328745427	0.9788972144905362	0.9790422581792744	1.0	0.9781634210640333	0.9793201613676424	0.9786410448479472	0.9780801329029879
HMP_2012__SRS019607__bin.64	0.972300418395525	0.9724868803954754	0.972821054587553	0.9719107362574566	0.9739753627198435	0.9734321469664258	0.9731373830978709	0.9724309670623728	0.9731190013086246	0.9756644808539765	0.9746156439286624	0.9722924295618779	0.972808064084147	0.9719671661976967	0.9734911825299591	0.9722843867446751	0.9745679233455717	0.9731543919742841	0.9732038183625528	0.9726142414955949	0.9727803113566275	0.9781634210640333	1.0	0.972815831968005	0.971841052110745	0.9728344293050845
FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.13	0.9736432203124803	0.9735941529236214	0.97273518813863	0.9739508291977208	0.9751444270697593	0.9745737831739091	0.9743718832333559	0.9734493080370579	0.9731423364837382	0.9764054193790807	0.9761360887376616	0.9734399217868012	0.9737402163398118	0.9727323427699629	0.9738155015547622	0.9736687450069329	0.9732542278807075	0.9732596486589999	0.9742588115381192	0.9743043155750677	0.973786953676466	0.9793201613676424	0.972815831968005	1.0	0.973136506400839	0.9741313248299402
HMP_2012__SRS013705__bin.70	0.9729755820413746	0.9718496792825165	0.9727341584210598	0.9723318976039571	0.9750070572956058	0.9735572899332208	0.9735303532708812	0.9729525653341167	0.9721083998934779	0.9763824103866164	0.9751905329923858	0.9725165379059226	0.9730262287157092	0.9717118469130523	0.972874831961015	0.9731956283321735	0.9730352928672708	0.9725600041924327	0.97394006312764	0.973428482508968	0.9739129673498064	0.9786410448479472	0.971841052110745	0.973136506400839	1.0	0.9733990011760468
HMP_2012__SRS062761__bin.52	0.9729599069311635	0.9732952502464768	0.9721964096040817	0.972888548694886	0.974963286032291	0.9994989140831443	0.9735821419631493	0.9728079313807522	0.9728990131165163	0.9759015217309217	0.9747262394307629	0.9730049015291597	0.9735232890970595	0.9731531907116662	0.9731985764614985	0.9729444653519487	0.9733776562812538	0.9731005176524178	0.9736932027103485	0.9729652121133695	0.9732305465540105	0.9780801329029879	0.9728344293050845	0.9741313248299402	0.9733990011760468	1.0
