	CM_cf__CF_TNFC002SA_t1M15__bin.23	HMP_2012__SRS044373__bin.34	HMP_2012__SRS075404__bin.1	HMP_2012__SRS057539__bin.13	HMP_2012__SRS019327__bin.34	HMP_2012__SRS043663__bin.42	HMP_2012__SRS017209__bin.9	HMP_2012__SRS057205__bin.27	HMP_2012__SRS019122__bin.44	HMP_2012__SRS011306__bin.62	HMP_2012__SRS018739__bin.5	HMP_2012__SRS014271__bin.8	HMP_2012__SRS018439__bin.36	HMP_2012__SRS045715__bin.40	HMP_2012__SRS019126__bin.59	HMP_2012__SRS024081__bin.34	HMP_2012__SRS078182__bin.43	HMP_2012__SRS019127__bin.43	HMP_2012__SRS016319__bin.52	HMP_2012__SRS048791__bin.59	HMP_2012__SRS016225__bin.42	HMP_2012__SRS019071__bin.66	HMP_2012__SRS019607__bin.64	FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.13	HMP_2012__SRS013705__bin.70	HMP_2012__SRS062761__bin.52
HMP_2012__SRS018739__bin.5	0.8966736125505941	0.9065368196787229	0.8952810589329938	0.6664253530477988	0.5564315404432792	0.7318964133367205	0.6571980293846736	0.9251668025192207	0.9317344812484513	0.7261485255452155	1.0	0.9332766545048758	0.8901869777923934	0.918839138627271	0.8905836256890686	0.9107690293581785	0.9375447105561331	0.8618005476702195	0.8820771258067381	0.8673855682507127	0.6707783494148469	0.6306966508578973	0.8471113279210507	0.7672417152021346	0.8511401484039792	0.7726545173441891
HMP_2012__SRS014271__bin.8	0.8122721954352624	0.8168269767017081	0.8214251760490894	0.5619998966949109	0.4062783293620761	0.6197062691965933	0.523384379521937	0.8487882986774703	0.850875735206599	0.587659233940363	0.4482658593897963	1.0	0.7740459438155062	0.8197999923644064	0.780827773198917	0.8087980003727966	0.8650562301577499	0.7626359715806202	0.7505818397139197	0.7500069244353217	0.5410873534359047	0.4824340176172606	0.7275683853489429	0.6767800851742973	0.7473651587866593	0.6452319835550275
HMP_2012__SRS018439__bin.36	0.8757029054440413	0.864284526898182	0.8597352784771898	0.6215389984690782	0.4501123169138567	0.6771604578317657	0.5842524811115241	0.8958233425966138	0.8969473820715922	0.6577576130501723	0.4971083072740106	0.8999352469710117	1.0	0.8732463809236184	0.8409133832500276	0.8738769396534842	0.9145595096872795	0.8273961884487211	0.80269865211	0.8060533638067122	0.6006156759772355	0.5333782717033616	0.7824058883480232	0.7468452480937456	0.8286107429104572	0.7033275572006847
HMP_2012__SRS045715__bin.40	0.8506442661433001	0.8695559052809668	0.8506723618069991	0.6048992322554507	0.431634088590921	0.6611475653478671	0.5513456397769448	0.8842340572377891	0.9081654549563397	0.6285187273885895	0.480111731161145	0.8918369881448515	0.8170899000160837	1.0	0.8456741839533042	0.8523214551110695	0.9056079351926691	0.813884958436741	0.79668674760118	0.8015855726730988	0.5741393667074529	0.524443838193408	0.7813212698425624	0.7144588836249107	0.791997214864642	0.6786381339593102
HMP_2012__SRS019126__bin.59	0.8732948408342481	0.9040663007683865	0.8725075740944017	0.630119868276619	0.4574577387486279	0.6883091108671789	0.5805506037321625	0.9100895718990121	0.992490889132821	0.6614371020856202	0.5017980241492864	0.9159762897914381	0.8484684961580682	0.9119152579582877	1.0	0.8866612513721185	0.9253852908891328	0.8792860592755214	0.822345993413831	0.8358085620197586	0.6045304061470911	0.5481585071350165	0.8108149286498354	0.7425369923161361	0.8134643249176728	0.7162164654226125
HMP_2012__SRS024081__bin.34	0.8413082024003525	0.8555528907747337	0.8418559173507979	0.5839727782389899	0.43981264540991505	0.6575010505385932	0.5593415941538809	0.874475294407035	0.8737521138886326	0.627551783865777	0.47914727013703123	0.8858813762568029	0.8232680462031998	0.8581463374637436	0.8278740173620719	1.0	0.8989896381022661	0.7851916079902428	0.7864567639311666	0.7881146675685925	0.568619131076469	0.5136287140382704	0.766599637179842	0.6955225532699936	0.7763310067746927	0.6878697127161292
HMP_2012__SRS078182__bin.43	0.8351130009315266	0.8343121221927237	0.8293977248398148	0.5712870812331191	0.41269156804203083	0.6297685985301741	0.5501225106585594	0.8863178873113394	0.8671134117547551	0.6006737803024611	0.45428741993572586	0.8726855793872466	0.7935620828284575	0.8398004637620307	0.7958057516007191	0.8280043997355325	1.0	0.7761662867432858	0.7629553747043903	0.7631162301229335	0.5475205043459281	0.4878620238103779	0.7437950777486735	0.6859448990896565	0.7605323483645045	0.6559819902346412
HMP_2012__SRS019127__bin.43	0.8761225487881685	0.8851403536746909	0.8729632437372891	0.6475506366269151	0.44433066650513064	0.6700212105042327	0.5784481322551995	0.905175416482192	0.9632971866907427	0.6557987701292673	0.49258478634047087	0.9075409979181458	0.8468723637196152	0.8902959938782619	0.8919698509741599	0.853078730077849	0.9155673164035323	1.0	0.8071042272240965	0.8127716454487389	0.6154524892722597	0.5325123802176638	0.787352891657172	0.7674037933040371	0.8266123680133838	0.7003176676106424
HMP_2012__SRS016319__bin.52	0.8193598285206051	0.8303679119866939	0.8282462482462141	0.5822000244823816	0.43884968759282544	0.6499460274767652	0.549834059101839	0.8465750774490729	0.8545031745773579	0.6207520713721347	0.48448108051193856	0.8583077880510568	0.7895015952069317	0.8374425498657322	0.8016237982446304	0.8210778753744049	0.8648298602877793	0.7755783106643029	1.0	0.7615963882494841	0.5667714158777661	0.518003966830653	0.747570808440772	0.6840428801210765	0.7637540051378761	0.6732402432144854
HMP_2012__SRS048791__bin.59	0.8528006143684079	0.8686641038389147	0.8544088923612344	0.6106449092652438	0.4557517134841436	0.6785383891473419	0.5751469334848538	0.8813603110905927	0.8920194254057316	0.6387686885187684	0.49410312866223943	0.8894989168649454	0.8222415568734684	0.87388135232075	0.8450024858837317	0.8533634894705068	0.8971341311836357	0.8100274335026102	0.7898780141340246	1.0	0.5920922262864449	0.5373583934088568	0.7857225931318584	0.7160024326147945	0.7914183742320394	0.7009135622713875
HMP_2012__SRS016225__bin.42	0.8842241391997882	0.8956225552083781	0.8849043455781146	0.6870839494970761	0.5119471243523481	0.7258825885724048	0.6432071186828952	0.9208042688549305	0.9245700398205484	0.7068176131858934	0.5508065532733412	0.9250435607236167	0.8831753543888029	0.9022659254998046	0.8810163550280561	0.8875253477659092	0.9278584505244244	0.8841793466819302	0.8473400603163248	0.8535009512011114	1.0	0.5758519696869834	0.8229255785113654	0.7845972608735438	0.8542086729832649	0.7546828977687567
HMP_2012__SRS019071__bin.66	0.8514508388036407	0.8825459495404525	0.8618953216971607	0.6363755122007486	0.5225625428643497	0.7231388620787654	0.6252375562230871	0.8911893480310714	0.898336012029465	0.7200640941455724	0.5623830459033321	0.895621183031728	0.8516815332564814	0.8949687068533623	0.8674882724529281	0.8705630403861213	0.8977801217816561	0.8307439270727583	0.8409584103762474	0.8411439387464535	0.6253202448974486	1.0	0.8157550414034005	0.7381499833580357	0.8124996091396696	0.7298331703880044
HMP_2012__SRS019607__bin.64	0.8210801505097195	0.8509521391167232	0.827389270766559	0.5866558466349286	0.4437959133663498	0.6685212544370712	0.562306335933574	0.8508216239636476	0.8688611265499785	0.6283438958861979	0.4825771149225877	0.8629284581632346	0.7981574279103548	0.8518302308608849	0.8197732232625947	0.8301070046683584	0.874461735975836	0.7847321243072487	0.7753687718968025	0.7857602640845383	0.5709087938801711	0.5211638755364882	1.0	0.6950819759461461	0.7612025506389916	0.6836796572157123
FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.13	0.9007259694862382	0.8905107266140931	0.8726865845122787	0.6669950608899737	0.45578834154826453	0.6924895175244252	0.6021760304701114	0.9029018984434519	0.9248154876197409	0.6700176074120657	0.4997307370394677	0.9177537429074207	0.8710933395865279	0.8905909218030924	0.8583565163412924	0.8611014250888112	0.9220497687282413	0.8744874233133506	0.8111794123722904	0.8186776625437203	0.6223441053744482	0.5391837246401748	0.7947190960479507	1.0	0.8556593186555834	0.7116627660335815
HMP_2012__SRS013705__bin.70	0.882860071800164	0.8755805990829032	0.8841356675458059	0.6378193152386701	0.46169266445764146	0.6819409676552534	0.5882868740011596	0.9005997946090113	0.9126226038668436	0.6538664557097736	0.498298521339996	0.910953288833473	0.8686989516482604	0.8873794035084358	0.8452258913088406	0.8639223109269192	0.918898388944472	0.8466739388398374	0.8140887633975192	0.8133720391784908	0.6090212357493463	0.5334576993563169	0.7822805334326071	0.7691048520541608	1.0	0.7076390210030763
HMP_2012__SRS062761__bin.52	0.8440348398079514	0.8667874201518869	0.8613168430969086	0.6164171025774516	0.4666703853368702	0.7458712431101304	0.5684886084736098	0.8821093743543975	0.8788157688144053	0.6674186644189372	0.5120980737288345	0.8903451958912827	0.8347484939385675	0.8608019105701136	0.8424766136962755	0.8665890910743651	0.8972655378436671	0.8120609903231938	0.8123956706415119	0.8155054085992183	0.609133157316277	0.5424749609539629	0.795415809306592	0.7241660882068572	0.8011079571278644	1.0
