	OhJ_2014__MET0249__bin.5	OhJ_2014__MET0026__bin.1	OhJ_2014__MET0238__bin.3	FerrettiP_2018__CA_C10035IS2605FE_t2M15__bin.4	OhJ_2014__MET0067__bin.3	OhJ_2014__MET0254__bin.2	OhJ_2014__MET0232__bin.3	OhJ_2014__MET0204__bin.7	OhJ_2014__MET0258__bin.6	OhJ_2014__MET0297__bin.3	OhJ_2014__MET0202__bin.4	HMP_2012__SRS024596__bin.6	OhJ_2014__MET0188__bin.12	OhJ_2014__MET0266__bin.3	HMP_2012__SRS017849__bin.5	OhJ_2014__MET0197__bin.1	OhJ_2014__MET0276__bin.31	OhJ_2014__MET0314__bin.3	OhJ_2014__MET0259__bin.28	HMP_2012__SRS020263__bin.4	OhJ_2014__MET0212__bin.8	HMP_2012__SRS019016__bin.5	OhJ_2014__MET0076__bin.2	OhJ_2014__MET0296__bin.3	OhJ_2014__MET0014__bin.2	OhJ_2014__MET0288__bin.6	HMP_2012__SRS058182__bin.3	OhJ_2014__MET0250__bin.9	OhJ_2014__MET0199__bin.9	OhJ_2014__MET0306__bin.4	HMP_2012__SRS024598__bin.3	HMP_2012__SRS015381__bin.1	OhJ_2014__MET0190__bin.9	OhJ_2014__MET0292__bin.1	OhJ_2014__MET0207__bin.1	OhJ_2014__MET0317__bin.3	OhJ_2014__MET0246__bin.3	OhJ_2014__MET0311__bin.3	HMP_2012__SRS020261__bin.4	OhJ_2014__MET0211__bin.5	OhJ_2014__MET0262__bin.1	OhJ_2014__MET0243__bin.10	HMP_2012__SRS024482__bin.7	OhJ_2014__MET0216__bin.2	HMP_2012__SRS017851__bin.9	FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.4	HMP_2012__SRS013261__bin.1
OhJ_2014__MET0202__bin.4	0.9230312059690993	0.8813417131444304	0.8545138179958397	0.5960629173143905	0.4792927159118705	0.7819251194203941	0.8903267964607494	0.8537077429697117	0.6790148600815475	0.5609867773373144	1.0	0.8717638235549778	0.6913738348551896	0.8533944097307153	0.6827121923017055	0.8590925262947232	0.7183609235042381	0.48226331716803356	0.7928200193660156	0.8469200353359033	0.5950213369828232	0.8425662194424286	0.8913198606778914	0.8046427900000203	0.8381138551915275	0.8047474028717497	0.6898324374698038	0.8425025420422454	0.8922492474948502	0.8926186774911509	0.8890320226570254	0.8484386907926522	0.8627019230574855	0.7228203630218262	0.6412834735920725	0.8525064637614947	0.885805195671554	0.8481016048726351	0.8502919052884587	0.8454327132030541	0.7625146306407564	0.6762080007115697	0.6995644667977949	0.8676712871527308	0.8478559920433573	0.6396025923777141	0.8457910249231323
HMP_2012__SRS024596__bin.6	0.9423235810249923	0.8983835678172849	0.8556102029051104	0.6282893677956297	0.49569676508717186	0.7775428006777485	0.8989132417507918	0.8699674879701588	0.6780411623952968	0.5560366733355508	0.8413231508478197	1.0	0.6960632448234859	0.903639825627049	0.7120129657935989	0.8682945767437051	0.7320903391571454	0.47556281513404264	0.7935398313822539	0.9020917730810538	0.5878810018738556	0.8844866991364266	0.9473091491173564	0.8019034120560811	0.8813286524334274	0.8285524489371893	0.7217143877193684	0.8438066680388115	0.8805975463318373	0.9145688620009189	0.9621741603009875	0.8784422709062691	0.8737976255390627	0.7219894669997532	0.6461895179186838	0.8977461057260386	0.884135046368417	0.8720335089483681	0.9066296057489619	0.895693253436784	0.7463495906488652	0.6905460518807326	0.7486136296906138	0.8640142651042424	0.8951284629993982	0.6593069953051185	0.930568331351527
OhJ_2014__MET0188__bin.12	0.9759959054197804	0.9446092164977461	0.917233077231091	0.6369701379565422	0.5431551057798386	0.797747980879227	0.953554652014792	0.8967716348464564	0.7200025209169263	0.6009006548654652	0.870886401499309	0.9085174525752503	1.0	0.9028472992767642	0.7101894061649151	0.9396157638792073	0.7821564916475529	0.5186226371974024	0.8495782875207609	0.9038760370931281	0.6105947263181817	0.8940877495532693	0.951309380802963	0.8560282699189041	0.8774420586978955	0.8454786145397066	0.7349765128207087	0.8896583202672171	0.9253853151496285	0.9455494675836184	0.9312031585306619	0.8799903492170198	0.9464114174619332	0.768796268533673	0.6883580109456175	0.9124140516928021	0.930945974076571	0.9071188529573347	0.9107506284785948	0.9052899149954452	0.782174316312688	0.7554952487718487	0.7640848275813775	0.8969231445001041	0.9061970631317809	0.6886871306554321	0.9180994832756897
OhJ_2014__MET0266__bin.3	0.9118715212667434	0.8833313235748574	0.8461050636637784	0.6603438200415068	0.4849983327954992	0.7480841794253783	0.8905659658874825	0.854456708581929	0.6641034516259271	0.551871540794761	0.8243908845166742	0.904512876042491	0.6923873440870871	1.0	0.7126671903430047	0.8469520914262727	0.7184513891499406	0.468643618072985	0.7782686361974263	0.9277580517677982	0.5840371149502108	0.9205683238956052	0.9265951583209615	0.7897686857497709	0.9013727708157683	0.798400557720182	0.7474343846404331	0.8301775243258074	0.8577764715703797	0.907359084604648	0.9181702833368891	0.9024741510072307	0.8599074664887013	0.6985005899902311	0.6270007064260359	0.9364270269716097	0.8631852442393568	0.8744065313407595	0.9295141087486007	0.8999779821601795	0.7375624835537476	0.6825842792623682	0.7294803252781888	0.8536331144405296	0.9355292263634096	0.6510519010769213	0.8993091475580947
HMP_2012__SRS017849__bin.5	0.9591015149152964	0.9329591186908257	0.8816064496864736	0.6880081757333453	0.5215934224190553	0.8131650710686323	0.9403771301431942	0.9161214416137957	0.7191031796573802	0.5965391861789413	0.8924200065004215	0.9643963195987707	0.7369826417607158	0.9643507373750453	1.0	0.9013785649923237	0.7657932496029722	0.513578217774689	0.8415912027629434	0.9733390234041598	0.614760845266187	0.9718427373644755	0.9809974976019786	0.8429817908925396	0.9594404088395162	0.8803922449443369	0.8221777997394547	0.8953577477889318	0.938200413807318	0.9569254591913582	0.9614988756384815	0.9678731202287303	0.9088448011161699	0.7586090947766735	0.7089066343935715	0.9737459603579989	0.9361571410829279	0.9257769457003412	0.9817149221667014	0.9534638526359738	0.8097133736923187	0.730792707901183	0.7871204454109931	0.9103225900215888	0.9740306841032985	0.7123827744115929	0.9489624428900979
OhJ_2014__MET0197__bin.1	0.9949209357454387	0.9581179116624534	0.9148077384094139	0.6369042658378012	0.5274175841700697	0.8109387394784198	0.9685322311974821	0.8926569890249411	0.7175427062209149	0.595681174898218	0.8744998358937003	0.915846906827748	0.7593141899990843	0.8924733340123939	0.7019325445942151	1.0	0.7646365842842753	0.49925457671377904	0.845038382354303	0.905965546936974	0.5959615445952439	0.8927187218022679	0.962635722083152	0.847522097762084	0.8798417788917114	0.8422851004855283	0.725103428124013	0.9033532215764288	0.9477123376042127	0.9468249289301401	0.9335297464531948	0.8809509111243493	0.9504589317554435	0.7519592440204088	0.6721598549691284	0.9144064753567898	0.9491553412742263	0.9040451431222999	0.9110667321034106	0.9084780709741741	0.7784060802670149	0.7434426929483677	0.7512879000669801	0.8961243133514621	0.9076158698508433	0.6671116571032306	0.9112560459538794
OhJ_2014__MET0276__bin.31	0.969608303881143	0.9458015884729798	0.897505760237042	0.6475426591020391	0.5233914101912504	0.7966054279311131	0.9534728470670188	0.914689824126732	0.7282681124022797	0.6114515550324185	0.8778150437444536	0.9269600090409938	0.758761704968409	0.9088125605589112	0.7158799746308724	0.9179004885471481	1.0	0.5174110150677056	0.8380649308864188	0.9192090859518147	0.6191154029757467	0.9062521807383602	0.9659122418391753	0.8532771441328334	0.8979744838944945	0.8555460383587632	0.73450479252957	0.9040388663927608	0.933658002175026	0.9547740338209747	0.9462777227811431	0.8999438643208664	0.9284217598936819	0.7743882971003977	0.7009326921473658	0.9241822501329285	0.9355563638654201	0.919057785166471	0.9240896169990447	0.9184482591455149	0.7899796886415104	0.7338063387000854	0.7707966017226058	0.9119114476644408	0.9134886811573707	0.6870006688112267	0.920634401105175
OhJ_2014__MET0314__bin.3	0.9724137536679529	0.9522572861103354	0.9055962549950395	0.6506231350502387	0.5180755386256053	0.8156726780273537	0.9602655507385464	0.9277540739413566	0.7263390232070989	0.5906035599276083	0.9094388496613428	0.9292512753849981	0.7764118819278922	0.9148472635331858	0.7409079082923612	0.9248930944799869	0.7984810695984241	1.0	0.8655616030252808	0.9249340745322318	0.6288350895985956	0.9069952949181876	0.9598233473840908	0.8688371481314525	0.9155239109074603	0.872168921681402	0.75723893562415	0.9104652570164045	0.9509535486342683	0.9476541779163263	0.9494849379247511	0.9309895920197543	0.932755546364164	0.768075776881723	0.7276170290224542	0.9260681736524948	0.9551897424070158	0.9209961774188475	0.9268849156239785	0.9207522031543204	0.8086765253871424	0.7546905481892059	0.7564603146314988	0.9154734006105075	0.9198458768825807	0.7216215520765926	0.9332873340188756
OhJ_2014__MET0259__bin.28	0.9531684574959655	0.9267399550338625	0.8871482365274004	0.6291915750562077	0.5298644119229231	0.7845917874729307	0.9408035972909972	0.8774223092732314	0.6996924095504765	0.5763097422033407	0.8655413178112802	0.8976725196209603	0.7363224320335453	0.8795475799666203	0.702882522517552	0.9062955351108292	0.748739155022828	0.501097118580946	1.0	0.8878776258982882	0.5898459289093643	0.8801291052290376	0.9358369080952841	0.8295970978910054	0.8638568807845626	0.8324087228789363	0.7201892439895723	0.8804822135477731	0.90823873432737	0.9279532131477676	0.9130410074621719	0.8712252582794245	0.907597622036166	0.7409713237423965	0.6612267755417316	0.8996681333535635	0.910961530503869	0.8846168912674658	0.8953265562283618	0.8943041972992731	0.7687984661857405	0.7236806024910688	0.7395357177340377	0.8772617553345563	0.8908288390184692	0.6554170402350378	0.8887212237410171
HMP_2012__SRS020263__bin.4	0.8962753330193628	0.8772657569178813	0.8376169253094716	0.6630234597256204	0.4825909078726199	0.7295076788770576	0.8795142837451325	0.8556338567451975	0.6609132522370401	0.5497676809446684	0.8020707697255821	0.8852318021526127	0.679564346730686	0.9095396311229041	0.7051845342706503	0.8428730601789632	0.7124005919493359	0.4645064919152586	0.7702118535365718	1.0	0.5623710136270872	0.9193737053501346	0.9298237553173974	0.7853384372690689	0.9123127184871215	0.7999572119416015	0.7288357053424768	0.8231163682032079	0.8550413330729675	0.9037067668309269	0.9040025500534132	0.9054106313488098	0.8513421283373729	0.7003132047585682	0.623920247653836	0.9298012604768523	0.8593081735721041	0.8663638956852024	0.9590885856392938	0.8959766781151046	0.7392120488109323	0.676618958460166	0.729173127950653	0.8479583299830379	0.9344548207879129	0.6459910365239633	0.8859339283457964
OhJ_2014__MET0212__bin.8	0.9382254368762932	0.9031206736558866	0.8617702086255101	0.6312258062578644	0.5144982266681482	0.8069673472697296	0.9083370621852374	0.8939567072786189	0.7278656352011628	0.5925413452096016	0.8839503707329671	0.9049420551429627	0.7201116253089441	0.8981572964872714	0.6986664724660574	0.869748700407521	0.752673511737625	0.4953849826871158	0.8026398769929337	0.8821612725945902	1.0	0.8711143611350525	0.9159934712558072	0.8245009594911543	0.8665076023532309	0.8389173516242279	0.7231207337179306	0.8646832177639502	0.8913973134247678	0.9262220373645976	0.9262543207132968	0.8679843778623317	0.8780597857586887	0.7299602989888555	0.7033077669232317	0.8824623335905991	0.8943621260762368	0.8984350834411947	0.8813309148350246	0.8831402839132825	0.8087849748790501	0.7038550823000159	0.7381407493941241	0.9270411334908961	0.8717164831270703	0.6871525786137079	0.8779329046905453
HMP_2012__SRS019016__bin.5	0.9243987201151035	0.9104967294001304	0.8653776306699457	0.6909164142182046	0.4983670796852088	0.755717725964961	0.905283608125175	0.8786208423654526	0.6790799336912616	0.5718076645807836	0.8352245885386478	0.9085033592720266	0.7036080550388579	0.9446520419394254	0.7369933726329669	0.8693488407743635	0.7351703332019115	0.4767766618890576	0.7991575644113046	0.9623233507855501	0.5812715386923712	1.0	0.9533839950263436	0.8126462526996163	0.9305521670322932	0.818811722960127	0.7531387188225941	0.8500849399108369	0.8909272352271936	0.9298948909307421	0.9245344837001037	0.9293869046754274	0.8775682988522215	0.7211410954367905	0.6434763092544175	0.9640847705820851	0.8886748622450488	0.8909187186923412	0.9647395418204444	0.9227860891921665	0.7581394276988773	0.7025710416774167	0.7512831161700442	0.8746566458779721	0.9730767284683213	0.6648207494851254	0.908150674534609
OhJ_2014__MET0076__bin.2	0.9267437757010043	0.8994410985776428	0.8647210550925108	0.6383279854887952	0.49504941725354656	0.7535766381163405	0.9044198851242902	0.8683511871935168	0.6767690658854758	0.558052045101839	0.8221878596858609	0.9054515381793211	0.6966436545412081	0.8847979652240151	0.6922671706367206	0.8723276899316162	0.7291465530061289	0.46950423313401096	0.7907231407751896	0.9056655141179832	0.56876715828299	0.8871684829758599	1.0	0.8058548292131699	0.870937545598086	0.820432697574613	0.7131631564201406	0.8401977342791784	0.8805431539121001	0.9296503987457934	0.9188984574619097	0.878363769351653	0.8764212034771323	0.7175629492504083	0.6396808355410771	0.9032334608020788	0.8869386569676673	0.877953066079406	0.9073894422686857	0.8903221806339189	0.7503539460379721	0.6919846664562648	0.7500924198907184	0.8665522043018021	0.9003361613276019	0.655321124739581	0.9004438485647063
OhJ_2014__MET0296__bin.3	0.9497626118424103	0.9324186867158077	0.9213660249959776	0.6373270720672813	0.5106155184497367	0.7793389128413222	0.9408593969440877	0.8792251955963883	0.7147611528801551	0.6001843473802765	0.8683776067019545	0.8967338334710485	0.7334069632041538	0.8823116506998928	0.6959724460661196	0.898538583415826	0.7535902743121743	0.4972268809023204	0.8200862287598275	0.8949361738101277	0.5989648185569091	0.884723983430552	0.9428114066305062	1.0	0.8679543712963493	0.8341789860348678	0.7124584468460509	0.8829088707632146	0.9164688204767398	0.9416295108522249	0.9152372927114609	0.8704785123493656	0.9060161058524839	0.7782017403919836	0.6689797354233309	0.8969040002836114	0.9128571389613825	0.8963433224524746	0.8982969683582448	0.8957068331247153	0.771495422676364	0.7222048601168806	0.7510454078140382	0.8929950722527196	0.8921611457898713	0.6701370879113387	0.8956642914215747
OhJ_2014__MET0014__bin.2	0.9350442849399228	0.915956864668545	0.8722217150672977	0.6851202292409025	0.5011251103061961	0.764456623039309	0.9199235038456957	0.8901125935507429	0.6965915578819354	0.5774768543947897	0.8553190150604383	0.9319637055867671	0.7108778542292337	0.9522394156337468	0.7490511475196772	0.8820839013038695	0.7499439121036907	0.4954564935858655	0.8075207808879269	0.9831019417500765	0.5952537519579189	0.9580024147451083	0.9635508615358749	0.8207606189215548	1.0	0.8354002045467557	0.7647340969539244	0.8652590796633798	0.9064685977407022	0.9382491602288077	0.9555495040798465	0.9611717032308176	0.8902028499356085	0.7299972510483924	0.6626386531478075	0.967300885389348	0.9070101360498958	0.9069198796650302	0.9842721802487053	0.935478547088819	0.7747195476246841	0.7096895644536317	0.7576992564421139	0.8993476268501914	0.9731551723871164	0.6878903266301206	0.9240556990202282
OhJ_2014__MET0288__bin.6	0.9546508901852082	0.9283118889026796	0.8924413553431798	0.6486941651841739	0.5144390660984927	0.7980141491870423	0.9357604843269482	0.9181454359907879	0.7027931543309476	0.5842053149090508	0.8783931157171817	0.9370987271247914	0.7326278046695075	0.9021251361824776	0.7351465254506089	0.9031682594845062	0.7642094520982444	0.5048247900376485	0.8322480107015294	0.9219891605643126	0.6163865789582558	0.9016005405927213	0.9708113028008771	0.8436903727607463	0.8935087501551446	1.0	0.7419535807372472	0.8902045150524733	0.9236506557444872	0.9566229503675203	0.9436349344255512	0.906127728821039	0.9083226455945831	0.7497816943168811	0.6942242080730352	0.9132999600071712	0.9289484644132776	0.9041545653882752	0.924015831643981	0.9118409112848731	0.8039888020079158	0.721610745659399	0.7673184118709748	0.9213994731979094	0.9081069601312868	0.6893836967164508	0.9195570449436653
HMP_2012__SRS058182__bin.3	0.900893975336232	0.8827989799395785	0.8361347869537347	0.6558137451507482	0.48391249949305687	0.7575595060466969	0.8813008494248692	0.8790563775264685	0.6767821246093512	0.5546248650925906	0.826234414146226	0.8956968243870225	0.6988509490278495	0.9267217454098189	0.7533447655319816	0.8531783671164287	0.7199361524013368	0.48095376738966344	0.7901200865102276	0.9217624794271875	0.5830088392726894	0.9099874762342023	0.9260002215417246	0.7907036007793911	0.8975218197413046	0.8141549424082312	1.0	0.8423319021899339	0.8671584973660141	0.9032595082863263	0.903685643188288	0.9040554847012122	0.8656240485357969	0.7031940142573601	0.652718214058941	0.9282489305769346	0.8645623431124433	0.8713187604074673	0.9219761521834269	0.9013025563856981	0.7515924068087156	0.6928063707167843	0.7434577094401592	0.8530052498125067	0.9222394599708607	0.6625707677510306	0.8855670408865542
OhJ_2014__MET0250__bin.9	0.9774600054571126	0.950081724235673	0.918127945450066	0.6434608690584361	0.524647340717213	0.8146043990685822	0.9736092972245549	0.8970258736016149	0.71895128069957	0.6048361674115007	0.8832469290495882	0.9166211465764565	0.740432701350238	0.9009454580133461	0.7180850302922734	0.930355056703639	0.7755998188026672	0.5061567356929606	0.8455091406637014	0.9111751600708895	0.6102005621355854	0.8990296405987989	0.9548935200760816	0.8576721440889669	0.8888571587516457	0.8550103446722951	0.7372834705117235	1.0	0.9438738612250953	0.9509792338319792	0.9324976356926957	0.8900402395831402	0.9279369729978887	0.7695901072614036	0.68061162047106	0.9126877869288906	0.945130586586629	0.905090744366061	0.9117892176990587	0.9068322520656231	0.7940035338778083	0.7429779410790778	0.7523000670218205	0.9040231635888728	0.9060036186484904	0.6747020442979795	0.9111301256460453
