	OhJ_2014__MET0249__bin.5	OhJ_2014__MET0026__bin.1	OhJ_2014__MET0238__bin.3	FerrettiP_2018__CA_C10035IS2605FE_t2M15__bin.4	OhJ_2014__MET0067__bin.3	OhJ_2014__MET0254__bin.2	OhJ_2014__MET0232__bin.3	OhJ_2014__MET0204__bin.7	OhJ_2014__MET0258__bin.6	OhJ_2014__MET0297__bin.3	OhJ_2014__MET0202__bin.4	HMP_2012__SRS024596__bin.6	OhJ_2014__MET0188__bin.12	OhJ_2014__MET0266__bin.3	HMP_2012__SRS017849__bin.5	OhJ_2014__MET0197__bin.1	OhJ_2014__MET0276__bin.31	OhJ_2014__MET0314__bin.3	OhJ_2014__MET0259__bin.28	HMP_2012__SRS020263__bin.4	OhJ_2014__MET0212__bin.8	HMP_2012__SRS019016__bin.5	OhJ_2014__MET0076__bin.2	OhJ_2014__MET0296__bin.3	OhJ_2014__MET0014__bin.2	OhJ_2014__MET0288__bin.6	HMP_2012__SRS058182__bin.3	OhJ_2014__MET0250__bin.9	OhJ_2014__MET0199__bin.9	OhJ_2014__MET0306__bin.4	HMP_2012__SRS024598__bin.3	HMP_2012__SRS015381__bin.1	OhJ_2014__MET0190__bin.9	OhJ_2014__MET0292__bin.1	OhJ_2014__MET0207__bin.1	OhJ_2014__MET0317__bin.3	OhJ_2014__MET0246__bin.3	OhJ_2014__MET0311__bin.3	HMP_2012__SRS020261__bin.4	OhJ_2014__MET0211__bin.5	OhJ_2014__MET0262__bin.1	OhJ_2014__MET0243__bin.10	HMP_2012__SRS024482__bin.7	OhJ_2014__MET0216__bin.2	HMP_2012__SRS017851__bin.9	FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.4	HMP_2012__SRS013261__bin.1
OhJ_2014__MET0188__bin.12	0.9965456739392754	0.9879953849658253	0.9861511532839825	0.9651445298719055	0.9916633361423034	0.9857239527972753	0.9892088780410949	0.9716838219635124	0.9830604383119323	0.9877967516624662	0.9871187788643297	0.9737953447112464	1.0	0.9664246772769707	0.9743852220228288	0.9965684328341019	0.9860644476566264	0.9888422721994594	0.9888757843373801	0.9653543307086614	0.9759559696691991	0.9654670327323059	0.973069605874311	0.9864259484285691	0.9644498874004597	0.9757907005811196	0.9713540335873155	0.9901690558887635	0.9933690962323753	0.9717260151495668	0.9731943201573435	0.9654129703350626	0.9963038373500095	0.9864366809117399	0.9786555591725608	0.9650198985258904	0.9955497294484413	0.9628584501675141	0.9650594586131286	0.9615232887578133	0.9703935267326669	0.9944530344842114	0.97339844101484	0.9640871351329867	0.9635435326580991	0.9755386479748648	0.9733151297008812
OhJ_2014__MET0266__bin.3	0.9657397760600315	0.9647461370361486	0.9656605754972275	0.9790205292294589	0.9676145840568288	0.9702511861022104	0.9651821831276611	0.9710864424239966	0.9681851696930623	0.9677199624918172	0.9711660089350432	0.9740839153063907	0.9664246772769707	1.0	0.9834359055860319	0.9665532079234744	0.9691098046250693	0.9686376558559329	0.9685827879043357	0.9781504901958205	0.9708862113873875	0.978709570670055	0.9734633802972738	0.9666461438795733	0.9789310286370109	0.9761849583739708	0.9814232406422212	0.968516041011829	0.9657840533130869	0.9704828258578193	0.97337142504695	0.9781891220958003	0.9658807686237284	0.9666080966419387	0.9709229080206492	0.9785081225366504	0.9663672108301812	0.9631384621912689	0.9783724447992604	0.9662732036496589	0.969066931077895	0.9675617452602127	0.9747848881994187	0.9646119883559333	0.9789388925736883	0.974410138162458	0.9724345716007361
HMP_2012__SRS017849__bin.5	0.9736685497968781	0.9738583056296092	0.974905022742089	0.9817239270224519	0.9756104974789789	0.9775933097576055	0.9739429881685486	0.9798424692650657	0.9755617840761166	0.9760035880001329	0.9778317994165366	0.9836202686160866	0.9743852220228288	0.9834359055860319	1.0	0.9748977617519019	0.9779377131825076	0.9764621289688563	0.977057310411576	0.9861733824717149	0.9774090284367065	0.982212932279718	0.9849870335215959	0.9751939952760916	0.9876159413254785	0.9843497222163861	0.9850687386004805	0.9766089249534805	0.9732727596625543	0.9806888848388451	0.9831751595879535	0.982938552305756	0.9740318456244612	0.9755020930157627	0.9782714848300168	0.9826913866022255	0.9740068844532449	0.9705157653848706	0.9864730372546632	0.97213684712299	0.9762275006486079	0.9753434167754439	0.9853890299806463	0.9722648565057014	0.9818269617487896	0.9839192186711772	0.9833594386316646
OhJ_2014__MET0197__bin.1	0.9970165290495447	0.9883932392242687	0.9860087951143253	0.9651259153477958	0.9917998648104274	0.9864744762118637	0.9901035378577389	0.9715399129323272	0.9829517265508272	0.987406751059225	0.986887517964218	0.9740226256543915	0.9965684328341019	0.9665532079234744	0.9748977617519019	1.0	0.9867029793830246	0.9885922665232327	0.9892782219819583	0.965099098730773	0.9755789331936084	0.9655032322531496	0.9728130840072658	0.9861672410841863	0.9643119211876809	0.9760548859515076	0.9721993811994457	0.99053470569945	0.9943752707328433	0.971643528894641	0.9733205191295526	0.965701712228174	0.9966886073044409	0.9862229382809801	0.9791464166920509	0.9653222539775412	0.9959366448295879	0.9620619584496788	0.964681861198382	0.9611813657871431	0.9702646330679645	0.9947119676158185	0.9731751574910983	0.9638248575440514	0.963662230484957	0.9754436589904324	0.9737263429824383
OhJ_2014__MET0276__bin.31	0.9825250720027923	0.9819644172355974	0.9816565209523279	0.9675011444266423	0.9847378773201435	0.9821339973456047	0.982995563327828	0.9740627040223502	0.9791779376872968	0.982770740457198	0.9827801142223579	0.9769822880205301	0.9860644476566264	0.9691098046250693	0.9779377131825076	0.9867029793830246	1.0	0.9828021851453561	0.9834629138784927	0.9676150025496031	0.975361286667305	0.968195267280233	0.9765519058009977	0.981745004718811	0.9671304644442336	0.9790410992523341	0.9747943671350632	0.9835200716987886	0.9889976876226962	0.9740643456224447	0.9765398267570494	0.9677602861787546	0.9846426564053785	0.9816325879613385	0.9777535783699585	0.9677939486274825	0.9825438400779438	0.9644891689546318	0.9674806364735995	0.9631026703917	0.9717809549197276	0.9848095428051094	0.976791940673512	0.9653174415061118	0.9665772942744881	0.9786040591341305	0.9767490063892942
OhJ_2014__MET0314__bin.3	0.9868564064115569	0.986364023038546	0.9838008322160646	0.9671199206671227	0.9893416628036172	0.9844335290777424	0.9870623006397392	0.9728172214438039	0.9815808360920092	0.9858676972479284	0.9856182657665682	0.9750937126623627	0.9888422721994594	0.9686376558559329	0.9764621289688563	0.9885922665232327	0.9828021851453561	1.0	0.9872751936192093	0.96742484737642	0.9768819591683325	0.9676631970932077	0.9744135338495176	0.9841224224302182	0.9662811988953325	0.9770509823975942	0.9735867721165319	0.9873061298402772	0.9877233227804019	0.9732140612350596	0.9744029324912726	0.967210882821721	0.9879742360523617	0.9845794015646423	0.9784867226732261	0.9676139608835924	0.9871172695635516	0.9636710944719178	0.9672013999991774	0.9620892275112122	0.9702476144234135	0.9888090517622397	0.974687148423868	0.9649634914917583	0.9659972274773981	0.9767535535947998	0.9750349743181285
OhJ_2014__MET0259__bin.28	0.9876504549101236	0.9872702928451806	0.9851169264410107	0.9671473192598348	0.9897809793349619	0.9861285057589274	0.9885707281857724	0.9750029239655764	0.9834589074851657	0.9866860945462482	0.9871600207040921	0.9758716761861796	0.9888757843373801	0.9685827879043357	0.977057310411576	0.9892782219819583	0.9834629138784927	0.9872751936192093	1.0	0.9676452969571031	0.9773955387851809	0.9676807847483595	0.9761859141211935	0.985928663016818	0.9667705380084166	0.9786633702741396	0.9742868634248176	0.9884970536114878	0.9876603732322496	0.9748658058900334	0.9756850109737114	0.9680287307624595	0.9886954269853215	0.9854347605942552	0.9803488986254826	0.9679994063629551	0.9875912651906765	0.9649676364303151	0.9671361762728492	0.9631878260526225	0.9729329394844943	0.989065705640135	0.975838375398205	0.9666833331761021	0.965930986216443	0.9779329874647179	0.9762370521205499
HMP_2012__SRS020263__bin.4	0.9635516319395679	0.963492351867037	0.964218411624545	0.9786436151014221	0.9658716069462765	0.9684426686611425	0.9637723392480202	0.970043641839334	0.9671335391424812	0.9660737184928269	0.9695874440050578	0.9725764026871038	0.9653543307086614	0.9781504901958205	0.9861733824717149	0.965099098730773	0.9676150025496031	0.96742484737642	0.9676452969571031	1.0	0.9698136170212766	0.9788496077379992	0.9719525578254263	0.9655753899934242	0.9882522793243159	0.9748869962696055	0.9809489849659117	0.9674571300150657	0.9645451207279502	0.9690060672310208	0.9718381146911733	0.9811310880587989	0.9646541677465346	0.9650535944210409	0.9702408486045172	0.977385562442316	0.9651862442638482	0.9623103682395908	0.9987055171219563	0.9666072835565764	0.9677206526961073	0.9664746418279331	0.9731285169585254	0.9640446419449827	0.9779524897306932	0.9732246781352777	0.971760230183864
OhJ_2014__MET0212__bin.8	0.974862264188689	0.973606657815959	0.9761900613325899	0.9705137583034499	0.9765048030830789	0.9800259572310426	0.9744392969463536	0.97914103422241	0.9792920983821307	0.9776316172921004	0.9803538865432914	0.9762665067121973	0.9759559696691991	0.9708862113873875	0.9774090284367065	0.9755789331936084	0.975361286667305	0.9768819591683325	0.9773955387851809	0.9698136170212766	1.0	0.9696471387226943	0.975679124766508	0.9755244723406231	0.9691088679980938	0.9785887071874824	0.9759303961418864	0.978347167714375	0.9746660916936045	0.9758163942718048	0.9759890737843775	0.9699321089474509	0.9750362750387547	0.9764871049857293	0.9795543220090203	0.9701778371806729	0.9753662326411479	0.9747049326634778	0.9692851313662051	0.9684775364191569	0.98249550250356	0.977152097484384	0.9750979229452456	0.9854799810168305	0.9687723927902105	0.9769802361522502	0.9757407420076486
HMP_2012__SRS019016__bin.5	0.9637975772920994	0.9635749491872715	0.9645136173255103	0.9846390892941305	0.9657679591555681	0.9683480488246279	0.9641211210302747	0.9705946414418729	0.9673188872486855	0.9666478300675927	0.9692395540802996	0.9723707856556376	0.9654670327323059	0.978709570670055	0.982212932279718	0.9655032322531496	0.968195267280233	0.9676631970932077	0.9676807847483595	0.9788496077379992	0.9696471387226943	1.0	0.9719505261509584	0.9654961325708001	0.9788720376034123	0.974984765461527	0.9806798536338438	0.9674194059765368	0.9645528693006896	0.9692050174040326	0.9717775168398015	0.9768457253128427	0.9646126769608769	0.9654389565135236	0.9699420921263042	0.97714071624474	0.9648694767853186	0.9628234267405468	0.9791819530537204	0.9655611407017088	0.9682291098798349	0.9666603442350119	0.9736745065011879	0.9640469735961102	0.9839181414505438	0.9736990038129398	0.9718089669153646
OhJ_2014__MET0076__bin.2	0.9711145954217366	0.9714630308408038	0.9730634412161426	0.9728221734373882	0.9742252556898706	0.9757110741862965	0.9715995076471389	0.9799602834808163	0.9742460416411226	0.9744152010144702	0.9767417598243668	0.9821050978615393	0.973069605874311	0.9734633802972738	0.9849870335215959	0.9728130840072658	0.9765519058009977	0.9744135338495176	0.9761859141211935	0.9719525578254263	0.975679124766508	0.9719505261509584	1.0	0.9732888282117734	0.9715289557227115	0.9844230759396356	0.9798151008591279	0.9748844399045891	0.9710411709957466	0.9784043077052684	0.9819423376438895	0.9727356052689261	0.9722336878700775	0.9738690072080793	0.9773287761080908	0.9723652883288852	0.9717603476975654	0.9661737016659073	0.9719580650232578	0.9654639599001168	0.973513048394462	0.9737014249075538	0.9879722117258661	0.9682076260381464	0.9705480005302095	0.9863266772424292	0.9821505397498269
OhJ_2014__MET0296__bin.3	0.9842883681667178	0.9826484205231094	0.9991469940567802	0.9650554197731178	0.9878264621970901	0.9835462456103027	0.9842875121517441	0.9718260233056565	0.980419088431917	0.9991203478624362	0.9910072190965012	0.9742749627924827	0.9864259484285691	0.9666461438795733	0.9751939952760916	0.9861672410841863	0.981745004718811	0.9841224224302182	0.985928663016818	0.9655753899934242	0.9755244723406231	0.9654961325708001	0.9732888282117734	1.0	0.9645159263285555	0.9764420584218121	0.9722526944650074	0.9894348252326247	0.9846798953307692	0.9719978244664121	0.9741949593673257	0.9656238212852236	0.9855837069642229	0.9984539142391976	0.9798707127430862	0.9657074715303238	0.9852585768578835	0.9618550346498597	0.9651917429204085	0.960236842329599	0.9705987771229091	0.9910932146366108	0.9742984579946232	0.964004197148724	0.9639656602719326	0.9762178184461049	0.9744171828454095
OhJ_2014__MET0014__bin.2	0.9628991432323741	0.962997081028487	0.9634365341370378	0.9788007172570788	0.9655737401223907	0.9682442766631967	0.9631661657301087	0.9698092195302279	0.9665979582952031	0.9656348856193098	0.9681601981673859	0.9719037699971887	0.9644498874004597	0.9789310286370109	0.9876159413254785	0.9643119211876809	0.9671304644442336	0.9662811988953325	0.9667705380084166	0.9882522793243159	0.9691088679980938	0.9788720376034123	0.9715289557227115	0.9645159263285555	1.0	0.9745989412109707	0.9806914002882464	0.9668259948774163	0.963252124665234	0.9688471413941692	0.9712997271601174	0.9807548255131366	0.9635053327485628	0.9642590435118662	0.9697720430509245	0.9772831001535575	0.9638608887304314	0.9624145410208786	0.9887116398539949	0.9661173468797052	0.9677469176896653	0.9656759435827074	0.9725318371078177	0.9638305412888442	0.9785570926682322	0.9725041517808609	0.9713183949508587
OhJ_2014__MET0288__bin.6	0.9748470919297475	0.9748363952706899	0.9767004153686397	0.9748216151956387	0.9773222473375167	0.9786238646261043	0.9751970383819568	0.9812110641616354	0.97772206702924	0.9773176641216472	0.9795920930585987	0.983596617839929	0.9757907005811196	0.9761849583739708	0.9843497222163861	0.9760548859515076	0.9790410992523341	0.9770509823975942	0.9786633702741396	0.9748869962696055	0.9785887071874824	0.974984765461527	0.9844230759396356	0.9764420584218121	0.9745989412109707	1.0	0.9813498860993641	0.9780261930802431	0.9747028368679964	0.9826858648706313	0.9832601153366128	0.9752187165746102	0.975609578350935	0.9769412377512741	0.9793088159223587	0.9755063410026135	0.9750614748865958	0.9696407849798118	0.9749229737821321	0.9679686970661969	0.9774317645872256	0.9772901355650787	0.9846133827553137	0.9721026188742864	0.9738810707315281	0.984599898218178	0.9833634873748948
HMP_2012__SRS058182__bin.3	0.9708740669072047	0.9703511158528725	0.9720525806750527	0.9806358064060592	0.9723685724721434	0.9746446957451381	0.9708488070765632	0.9778736900526286	0.9738347029382408	0.9729643894341533	0.9758686523251486	0.9799113900782838	0.9713540335873155	0.9814232406422212	0.9850687386004805	0.9721993811994457	0.9747943671350632	0.9735867721165319	0.9742868634248176	0.9809489849659117	0.9759303961418864	0.9806798536338438	0.9798151008591279	0.9722526944650074	0.9806914002882464	0.9813498860993641	1.0	0.9740115925615594	0.9714469596125079	0.976877683050559	0.9793796410041381	0.9808001456928546	0.971772552518702	0.9725002108945544	0.9765507558453868	0.98139120273462	0.9720711499200453	0.9696492459030059	0.9810413751945791	0.9734507271634414	0.974912114683794	0.9722774837775663	0.979843450281542	0.9714344510951133	0.9811898707923502	0.9807492376252277	0.9792168059116519
OhJ_2014__MET0250__bin.9	0.9893999789690726	0.9862694460879744	0.9897611886554224	0.9673000427337408	0.989966099230189	0.9891455141100511	0.9921551299116146	0.9740834345783767	0.9846674345477203	0.99096176840298	0.9894366197183099	0.9757310678399511	0.9901690558887635	0.968516041011829	0.9766089249534805	0.99053470569945	0.9835200716987886	0.9873061298402772	0.9884970536114878	0.9674571300150657	0.978347167714375	0.9674194059765368	0.9748844399045891	0.9894348252326247	0.9668259948774163	0.9780261930802431	0.9740115925615594	1.0	0.9878440199605952	0.9740590254390026	0.9753732589864537	0.9677308557284889	0.9898191763301988	0.9894682419096229	0.9804245156338426	0.9673787099860215	0.9900901517028593	0.9653230182595771	0.9672686977905253	0.9634650933982084	0.973406519786633	0.9912395798421199	0.9749064211137912	0.9674135875763497	0.9660766582145831	0.9773177548150201	0.9757330895710202
