	OhJ_2014__MET0249__bin.5	OhJ_2014__MET0026__bin.1	OhJ_2014__MET0238__bin.3	FerrettiP_2018__CA_C10035IS2605FE_t2M15__bin.4	OhJ_2014__MET0067__bin.3	OhJ_2014__MET0254__bin.2	OhJ_2014__MET0232__bin.3	OhJ_2014__MET0204__bin.7	OhJ_2014__MET0258__bin.6	OhJ_2014__MET0297__bin.3	OhJ_2014__MET0202__bin.4	HMP_2012__SRS024596__bin.6	OhJ_2014__MET0188__bin.12	OhJ_2014__MET0266__bin.3	HMP_2012__SRS017849__bin.5	OhJ_2014__MET0197__bin.1	OhJ_2014__MET0276__bin.31	OhJ_2014__MET0314__bin.3	OhJ_2014__MET0259__bin.28	HMP_2012__SRS020263__bin.4	OhJ_2014__MET0212__bin.8	HMP_2012__SRS019016__bin.5	OhJ_2014__MET0076__bin.2	OhJ_2014__MET0296__bin.3	OhJ_2014__MET0014__bin.2	OhJ_2014__MET0288__bin.6	HMP_2012__SRS058182__bin.3	OhJ_2014__MET0250__bin.9	OhJ_2014__MET0199__bin.9	OhJ_2014__MET0306__bin.4	HMP_2012__SRS024598__bin.3	HMP_2012__SRS015381__bin.1	OhJ_2014__MET0190__bin.9	OhJ_2014__MET0292__bin.1	OhJ_2014__MET0207__bin.1	OhJ_2014__MET0317__bin.3	OhJ_2014__MET0246__bin.3	OhJ_2014__MET0311__bin.3	HMP_2012__SRS020261__bin.4	OhJ_2014__MET0211__bin.5	OhJ_2014__MET0262__bin.1	OhJ_2014__MET0243__bin.10	HMP_2012__SRS024482__bin.7	OhJ_2014__MET0216__bin.2	HMP_2012__SRS017851__bin.9	FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.4	HMP_2012__SRS013261__bin.1
OhJ_2014__MET0202__bin.4	25946.0	28769.0	14992.0	35509.0	10658.0	21228.0	24411.0	40397.0	21527.0	9129.0	0.0	38275.0	17622.0	48690.0	29947.0	22290.0	24477.0	13724.0	20143.0	50966.0	23131.0	51284.0	41020.0	14318.0	52803.0	32497.0	32939.0	17610.0	26413.0	43019.0	39833.0	52028.0	24219.0	11736.0	23735.0	51175.0	23845.0	55296.0	51580.0	59362.0	36103.0	13952.0	32213.0	52209.0	53384.0	26468.0	38395.0
HMP_2012__SRS024596__bin.6	52158.0	50882.0	45160.0	35149.0	24532.0	35941.0	50125.0	37755.0	35699.0	27607.0	38275.0	0.0	37398.0	48016.0	23912.0	46247.0	34550.0	24285.0	39257.0	50722.0	28607.0	50105.0	34757.0	42296.0	50770.0	27866.0	29726.0	41987.0	50161.0	39699.0	1843.0	48738.0	47615.0	37604.0	30238.0	50280.0	49190.0	58889.0	51440.0	61419.0	40109.0	35289.0	27845.0	55883.0	51964.0	23952.0	1971.0
OhJ_2014__MET0188__bin.12	5296.0	17813.0	19954.0	34876.0	7113.0	17890.0	16164.0	39889.0	19159.0	11519.0	17622.0	37398.0	0.0	47618.0	28576.0	5065.0	17122.0	9090.0	14846.0	49192.0	23062.0	48501.0	40244.0	18253.0	49000.0	32153.0	33073.0	13739.0	9639.0	41996.0	39211.0	47811.0	5495.0	16380.0	23080.0	50136.0	6508.0	52925.0	49988.0	54717.0	36377.0	6583.0	31929.0	50599.0	51896.0	26463.0	38485.0
OhJ_2014__MET0266__bin.3	63992.0	63787.0	59514.0	28377.0	32173.0	45585.0	63514.0	50605.0	43278.0	36490.0	48690.0	48016.0	47618.0	0.0	24180.0	58025.0	45459.0	30106.0	50084.0	41522.0	34829.0	40146.0	50366.0	53957.0	38900.0	38947.0	28441.0	53538.0	60118.0	54860.0	50081.0	40319.0	60097.0	47776.0	37344.0	41224.0	59466.0	66022.0	41178.0	62174.0	46733.0	45354.0	37677.0	61877.0	40359.0	34126.0	50778.0
HMP_2012__SRS017849__bin.5	38229.0	36919.0	33490.0	19034.0	19257.0	27581.0	37092.0	27954.0	26602.0	21669.0	29947.0	23912.0	28576.0	24180.0	0.0	34251.0	25575.0	18299.0	29228.0	20372.0	21023.0	26167.0	22294.0	31654.0	17986.0	20857.0	18583.0	31703.0	37958.0	27973.0	24488.0	24997.0	35726.0	28132.0	23317.0	25513.0	36835.0	41319.0	20102.0	40215.0	29138.0	27276.0	17409.0	38219.0	26795.0	17341.0	23904.0
OhJ_2014__MET0197__bin.1	5770.0	21617.0	24880.0	43176.0	8407.0	21321.0	18632.0	49384.0	23779.0	14582.0	22290.0	46247.0	5065.0	58025.0	34251.0	0.0	19764.0	11071.0	17612.0	61463.0	28291.0	59863.0	50873.0	22789.0	61037.0	39205.0	39185.0	16621.0	10362.0	52190.0	48414.0	58734.0	6118.0	20138.0	27247.0	61639.0	7497.0	66670.0	62548.0	68552.0	44993.0	7642.0	39175.0	63015.0	64110.0	31844.0	46540.0
OhJ_2014__MET0276__bin.31	27437.0	27622.0	26659.0	34077.0	12935.0	23046.0	26254.0	38417.0	24555.0	17059.0	24477.0	34550.0	17122.0	45459.0	25575.0	19764.0	0.0	14409.0	22442.0	48204.0	24701.0	46673.0	36675.0	25223.0	47795.0	29036.0	29979.0	24125.0	16634.0	40098.0	35948.0	46982.0	23088.0	23032.0	25250.0	48197.0	26445.0	52848.0	48661.0	54875.0	36098.0	18050.0	28967.0	51214.0	49439.0	23802.0	34662.0
OhJ_2014__MET0314__bin.3	13411.0	13625.0	15393.0	22447.0	5794.0	13323.0	13036.0	26462.0	14038.0	8758.0	13724.0	24285.0	9090.0	30106.0	18299.0	11071.0	14409.0	0.0	11557.0	31615.0	15254.0	30775.0	25769.0	14475.0	32392.0	21002.0	20987.0	12127.0	12250.0	26635.0	25502.0	32031.0	11770.0	12428.0	16425.0	31470.0	12912.0	35108.0	31899.0	36627.0	25246.0	8862.0	20092.0	33656.0	32819.0	17602.0	24448.0
OhJ_2014__MET0259__bin.28	21335.0	21382.0	23931.0	37465.0	9814.0	19726.0	19489.0	39753.0	20977.0	13907.0	20143.0	39257.0	14846.0	50084.0	29228.0	17612.0	22442.0	11557.0	0.0	52067.0	24166.0	51556.0	40393.0	21158.0	52028.0	32191.0	33564.0	18357.0	20313.0	42273.0	40238.0	50485.0	18596.0	19561.0	23551.0	52181.0	20488.0	56169.0	53330.0	59669.0	37716.0	14342.0	32386.0	52974.0	55008.0	26214.0	38277.0
HMP_2012__SRS020263__bin.4	68255.0	66916.0	62621.0	29585.0	34412.0	48100.0	66573.0	53554.0	45385.0	38970.0	50966.0	50722.0	49192.0	41522.0	20372.0	61463.0	48204.0	31615.0	52067.0	0.0	35469.0	40628.0	54489.0	56486.0	22393.0	41974.0	29011.0	55967.0	63340.0	58522.0	53192.0	35695.0	62872.0	51134.0	38794.0	43933.0	62505.0	68224.0	2594.0	62512.0	49855.0	47395.0	40939.0	63702.0	43046.0	36139.0	52273.0
OhJ_2014__MET0212__bin.8	31414.0	31749.0	27330.0	24791.0	16101.0	21469.0	30925.0	24837.0	20076.0	17654.0	23131.0	28607.0	23062.0	34829.0	21023.0	28291.0	24701.0	15254.0	24166.0	35469.0	0.0	35218.0	29673.0	26879.0	35653.0	23925.0	23183.0	24938.0	30079.0	29835.0	29623.0	34762.0	29196.0	22861.0	19153.0	35053.0	29345.0	30270.0	36056.0	37080.0	18857.0	21420.0	24483.0	17929.0	36258.0	21069.0	28368.0
HMP_2012__SRS019016__bin.5	66801.0	66201.0	61299.0	21185.0	34054.0	47747.0	64835.0	51572.0	44300.0	38068.0	51284.0	50105.0	48501.0	40146.0	26167.0	59863.0	46673.0	30775.0	51556.0	40628.0	35218.0	0.0	53380.0	55970.0	39245.0	40886.0	29045.0	55285.0	63039.0	57161.0	52084.0	42955.0	61989.0	49750.0	38608.0	43991.0	62318.0	66114.0	40090.0	63436.0	48080.0	46756.0	39479.0	62771.0	31237.0	34903.0	51104.0
OhJ_2014__MET0076__bin.2	57423.0	55059.0	49965.0	37214.0	27371.0	39263.0	55099.0	37328.0	37388.0	30627.0	41020.0	34757.0	40244.0	50366.0	22294.0	50873.0	36675.0	25769.0	40393.0	54489.0	29673.0	53380.0	0.0	46174.0	53191.0	27414.0	30879.0	45266.0	54699.0	43066.0	35594.0	51371.0	52201.0	40222.0	31109.0	53543.0	53728.0	63705.0	54582.0	65958.0	42633.0	39037.0	19353.0	59097.0	56881.0	19221.0	34477.0
OhJ_2014__MET0296__bin.3	27360.0	29664.0	1441.0	40834.0	11397.0	23511.0	27105.0	45418.0	25661.0	968.0	14318.0	42296.0	18253.0	53957.0	31654.0	22789.0	25223.0	14475.0	21158.0	56486.0	26879.0	55970.0	46174.0	0.0	56469.0	36031.0	36246.0	17103.0	25743.0	48345.0	43303.0	54865.0	23948.0	2206.0	24690.0	56393.0	24673.0	62689.0	57330.0	65302.0	41589.0	11794.0	35392.0	58936.0	58944.0	29221.0	42012.0
OhJ_2014__MET0014__bin.2	67263.0	65716.0	61835.0	28161.0	33450.0	47069.0	65699.0	52105.0	45114.0	38478.0	52803.0	50770.0	49000.0	38900.0	17986.0	61037.0	47795.0	32392.0	52028.0	22393.0	35653.0	39245.0	53191.0	56469.0	0.0	41144.0	28630.0	55655.0	64587.0	56673.0	53174.0	35866.0	62991.0	50588.0	38837.0	42606.0	63555.0	66092.0	21543.0	61457.0	48448.0	47231.0	40354.0	63071.0	40460.0	36673.0	51388.0
OhJ_2014__MET0288__bin.6	43530.0	42347.0	37695.0	29609.0	21149.0	30924.0	42075.0	31273.0	28383.0	24022.0	32497.0	27866.0	32153.0	38947.0	20857.0	39205.0	29036.0	21002.0	32191.0	41974.0	23925.0	40886.0	27414.0	36031.0	41144.0	0.0	25085.0	35461.0	42358.0	30026.0	28636.0	40707.0	40162.0	31342.0	26040.0	40553.0	41997.0	49761.0	42006.0	52948.0	32893.0	29708.0	21403.0	46598.0	42998.0	19246.0	27733.0
HMP_2012__SRS058182__bin.3	43349.0	43241.0	38605.0	20980.0	22090.0	31733.0	42443.0	32133.0	29255.0	24772.0	32939.0	29726.0	33073.0	28441.0	18583.0	39185.0	29979.0	20987.0	33564.0	29011.0	23183.0	29045.0	30879.0	36246.0	28630.0	25085.0	0.0	36165.0	40905.0	34504.0	30785.0	28676.0	40367.0	31947.0	25286.0	28537.0	39891.0	43689.0	28877.0	39532.0	31151.0	31730.0	24757.0	40255.0	28659.0	21072.0	30406.0
OhJ_2014__MET0250__bin.9	19556.0	24622.0	17743.0	39714.0	9936.0	16689.0	14416.0	43879.0	20806.0	10318.0	17610.0	41987.0	13739.0	53538.0	31703.0	16621.0	24125.0	12127.0	18357.0	55967.0	24938.0	55285.0	45266.0	17103.0	55655.0	35461.0	36165.0	0.0	21656.0	46562.0	43344.0	54209.0	17831.0	15298.0	25147.0	56195.0	17678.0	59239.0	56329.0	62533.0	39854.0	12285.0	35631.0	55602.0	58010.0	28885.0	41732.0
OhJ_2014__MET0199__bin.9	21903.0	24625.0	27969.0	44028.0	9586.0	23182.0	21578.0	53022.0	26555.0	16708.0	26413.0	50161.0	9639.0	60118.0	37958.0	10362.0	16634.0	12250.0	20313.0	63340.0	30079.0	63039.0	54699.0	25743.0	64587.0	42358.0	40905.0	21656.0	0.0	55812.0	51566.0	64889.0	15468.0	23021.0	29441.0	63299.0	22049.0	68576.0	64068.0	72173.0	48559.0	13729.0	41814.0	66352.0	65617.0	35039.0	49724.0
OhJ_2014__MET0306__bin.4	58689.0	56509.0	52376.0	39889.0	28795.0	41210.0	58148.0	43418.0	37715.0	31672.0	43019.0	39699.0	41996.0	54860.0	27973.0	52190.0	40098.0	26635.0	42273.0	58522.0	29835.0	57161.0	43066.0	48345.0	56673.0	30026.0	34504.0	46562.0	55812.0	0.0	41000.0	54685.0	53859.0	42774.0	32034.0	58167.0	55460.0	63922.0	58581.0	68077.0	39953.0	40491.0	33604.0	58583.0	59953.0	28350.0	40302.0
HMP_2012__SRS024598__bin.3	53973.0	52092.0	46434.0	37305.0	25699.0	37650.0	51831.0	38927.0	36624.0	28796.0	39833.0	1843.0	39211.0	50081.0	24488.0	48414.0	35948.0	25502.0	40238.0	53192.0	29623.0	52084.0	35594.0	43303.0	53174.0	28636.0	30785.0	43344.0	51566.0	41000.0	0.0	50526.0	50804.0	38353.0	31254.0	53077.0	50296.0	60867.0	53538.0	63922.0	42144.0	37210.0	28220.0	57306.0	55092.0	24515.0	1233.0
HMP_2012__SRS015381__bin.1	66076.0	63536.0	60076.0	29068.0	32677.0	46777.0	63965.0	51222.0	44253.0	36240.0	52028.0	48738.0	47811.0	40319.0	24997.0	58734.0	46982.0	32031.0	50485.0	35695.0	34762.0	42955.0	51371.0	54865.0	35866.0	40707.0	28676.0	54209.0	64889.0	54685.0	50526.0	0.0	60955.0	48997.0	38097.0	43749.0	62646.0	66617.0	35403.0	60864.0	48487.0	45533.0	39417.0	62428.0	42497.0	35842.0	49938.0
OhJ_2014__MET0190__bin.9	7263.0	24349.0	26347.0	44824.0	9702.0	23852.0	21514.0	50377.0	25306.0	15574.0	24219.0	47615.0	5495.0	60097.0	35726.0	6118.0	23088.0	11770.0	18596.0	62872.0	29196.0	61989.0	52201.0	23948.0	62991.0	40162.0	40367.0	17831.0	15468.0	53859.0	50804.0	60955.0	0.0	21321.0	28865.0	63265.0	8044.0	68251.0	64062.0	70316.0	46319.0	8600.0	40504.0	64852.0	66138.0	32986.0	48561.0
OhJ_2014__MET0292__bin.1	24501.0	26163.0	903.0	36412.0	10579.0	20599.0	23534.0	39274.0	22392.0	820.0	11736.0	37604.0	16380.0	47776.0	28132.0	20138.0	23032.0	12428.0	19561.0	51134.0	22861.0	49750.0	40222.0	2206.0	50588.0	31342.0	31947.0	15298.0	23021.0	42774.0	38353.0	48997.0	21321.0	0.0	21508.0	50163.0	22429.0	55629.0	51306.0	56722.0	37090.0	10290.0	31672.0	51511.0	52508.0	25675.0	37623.0
OhJ_2014__MET0207__bin.1	30624.0	30895.0	26139.0	26461.0	15203.0	23431.0	29980.0	27246.0	21920.0	16612.0	23735.0	30238.0	23080.0	37344.0	23317.0	27247.0	25250.0	16425.0	23551.0	38794.0	19153.0	38608.0	31109.0	24690.0	38837.0	26040.0	25286.0	25147.0	29441.0	32034.0	31254.0	38097.0	28865.0	21508.0	0.0	38843.0	29349.0	38973.0	39116.0	42111.0	25820.0	20764.0	24969.0	34497.0	39926.0	20271.0	30266.0
OhJ_2014__MET0317__bin.3	67979.0	67014.0	62680.0	29563.0	34684.0	48510.0	66562.0	51989.0	45412.0	38617.0	51175.0	50280.0	50136.0	41224.0	25513.0	61639.0	48197.0	31470.0	52181.0	43933.0	35053.0	43991.0	53543.0	56393.0	42606.0	40553.0	28537.0	56195.0	63299.0	58167.0	53077.0	43749.0	63265.0	50163.0	38843.0	0.0	62698.0	69589.0	43658.0	66068.0	48622.0	47924.0	39832.0	64287.0	45522.0	35347.0	52397.0
OhJ_2014__MET0246__bin.3	3144.0	26836.0	27074.0	43674.0	10663.0	23131.0	23257.0	52282.0	25796.0	15502.0	23845.0	49190.0	6508.0	59466.0	36835.0	7497.0	26445.0	12912.0	20488.0	62505.0	29345.0	62318.0	53728.0	24673.0	63555.0	41997.0	39891.0	17678.0	22049.0	55460.0	50296.0	62646.0	8044.0	22429.0	29349.0	62698.0	0.0	68736.0	63490.0	71080.0	47189.0	7542.0	41180.0	65667.0	65198.0	34216.0	49163.0
OhJ_2014__MET0311__bin.3	73946.0	70440.0	67951.0	45972.0	35902.0	49275.0	71926.0	47510.0	43930.0	41776.0	55296.0	58889.0	52925.0	66022.0	41319.0	66670.0	52848.0	35108.0	56169.0	68224.0	30270.0	66114.0	63705.0	62689.0	66092.0	49761.0	43689.0	59239.0	68576.0	63922.0	60867.0	66617.0	68251.0	55629.0	38973.0	69589.0	68736.0	0.0	69399.0	64711.0	41017.0	52217.0	49847.0	51173.0	69086.0	42387.0	59945.0
HMP_2012__SRS020261__bin.4	69052.0	67807.0	63544.0	29265.0	35162.0	48751.0	67561.0	53964.0	45839.0	39461.0	51580.0	51440.0	49988.0	41178.0	20102.0	62548.0	48661.0	31899.0	53330.0	2594.0	36056.0	40090.0	54582.0	57330.0	21543.0	42006.0	28877.0	56329.0	64068.0	58581.0	53538.0	35403.0	64062.0	51306.0	39116.0	43658.0	63490.0	69399.0	0.0	63463.0	49869.0	48668.0	40964.0	64309.0	42735.0	36721.0	53246.0
OhJ_2014__MET0211__bin.5	75198.0	73202.0	69733.0	44005.0	38042.0	53754.0	73721.0	58321.0	49313.0	42613.0	59362.0	61419.0	54717.0	62174.0	40215.0	68552.0	54875.0	36627.0	59669.0	62512.0	37080.0	63436.0	65958.0	65302.0	61457.0	52948.0	39532.0	62533.0	72173.0	68077.0	63922.0	60864.0	70316.0	56722.0	42111.0	66068.0	71080.0	64711.0	63463.0	0.0	49500.0	53838.0	52103.0	62771.0	64620.0	44008.0	62167.0
OhJ_2014__MET0262__bin.1	49988.0	48468.0	44533.0	33779.0	25399.0	27978.0	48414.0	34582.0	21439.0	28221.0	36103.0	40109.0	36377.0	46733.0	29138.0	44993.0	36098.0	25246.0	37716.0	49855.0	18857.0	48080.0	42633.0	41589.0	48448.0	32893.0	31151.0	39854.0	48559.0	39953.0	42144.0	48487.0	46319.0	37090.0	25820.0	48622.0	47189.0	41017.0	49869.0	49500.0	0.0	34775.0	33903.0	32443.0	49582.0	28951.0	40387.0
OhJ_2014__MET0243__bin.10	7110.0	18875.0	12257.0	35629.0	7589.0	16796.0	16141.0	38360.0	19344.0	7175.0	13952.0	35289.0	6583.0	45354.0	27276.0	7642.0	18050.0	8862.0	14342.0	47395.0	21420.0	46756.0	39037.0	11794.0	47231.0	29708.0	31730.0	12285.0	13729.0	40491.0	37210.0	45533.0	8600.0	10290.0	20764.0	47924.0	7542.0	52217.0	48668.0	53838.0	34775.0	0.0	30843.0	49022.0	50198.0	25351.0	35893.0
HMP_2012__SRS024482__bin.7	44165.0	42543.0	38389.0	28615.0	23376.0	30664.0	42771.0	31498.0	30339.0	24446.0	32213.0	27845.0	31929.0	37677.0	17409.0	39175.0	28967.0	20092.0	32386.0	40939.0	24483.0	39479.0	19353.0	35392.0	40354.0	21403.0	24757.0	35631.0	41814.0	33604.0	28220.0	39417.0	40504.0	31672.0	24969.0	39832.0	41180.0	49847.0	40964.0	52103.0	33903.0	30843.0	0.0	45864.0	42905.0	19671.0	28312.0
OhJ_2014__MET0216__bin.2	69659.0	67565.0	61844.0	42812.0	34162.0	45708.0	69143.0	48888.0	39616.0	39484.0	52209.0	55883.0	50599.0	61877.0	38219.0	63015.0	51214.0	33656.0	52974.0	63702.0	17929.0	62771.0	59097.0	58936.0	63071.0	46598.0	40255.0	55602.0	66352.0	58583.0	57306.0	62428.0	64852.0	51511.0	34497.0	64287.0	65667.0	51173.0	64309.0	62771.0	32443.0	49022.0	45864.0	0.0	64152.0	40121.0	55865.0
HMP_2012__SRS017851__bin.9	71564.0	69996.0	65400.0	19071.0	35777.0	50150.0	68937.0	54819.0	46314.0	39830.0	53384.0	51964.0	51896.0	40359.0	26795.0	64110.0	49439.0	32819.0	55008.0	43046.0	36258.0	31237.0	56881.0	58944.0	40460.0	42998.0	28659.0	58010.0	65617.0	59953.0	55092.0	42497.0	66138.0	52508.0	39926.0	45522.0	65198.0	69086.0	42735.0	64620.0	49582.0	50198.0	42905.0	64152.0	0.0	37690.0	53762.0
FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.4	35753.0	34816.0	31285.0	24692.0	17774.0	26020.0	34444.0	22400.0	25110.0	19818.0	26468.0	23952.0	26463.0	34126.0	17341.0	31844.0	23802.0	17602.0	26214.0	36139.0	21069.0	34903.0	19221.0	29221.0	36673.0	19246.0	21072.0	28885.0	35039.0	28350.0	24515.0	35842.0	32986.0	25675.0	20271.0	35347.0	34216.0	42387.0	36721.0	44008.0	28951.0	25351.0	19671.0	40121.0	37690.0	0.0	24028.0
HMP_2012__SRS013261__bin.1	52198.0	50542.0	45800.0	36737.0	25760.0	36330.0	50973.0	37752.0	35367.0	28386.0	38395.0	1971.0	38485.0	50778.0	23904.0	46540.0	34662.0	24448.0	38277.0	52273.0	28368.0	51104.0	34477.0	42012.0	51388.0	27733.0	30406.0	41732.0	49724.0	40302.0	1233.0	49938.0	48561.0	37623.0	30266.0	52397.0	49163.0	59945.0	53246.0	62167.0	40387.0	35893.0	28312.0	55865.0	53762.0	24028.0	0.0
