	ZeeviD_2015__PNP_Main_140__bin.60	RaymondF_2016__P7C0__bin.4	XieH_2016__YSZC12003_37332__bin.99	ZeeviD_2015__PNP_Main_712__bin.58	XieH_2016__YSZC12003_36534__bin.4	XieH_2016__YSZC12003_36049__bin.84	LeChatelierE_2013__MH0457__bin.50	XieH_2016__YSZC12003_37314__bin.26	XieH_2016__YSZC12003_37348__bin.73	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.98	XieH_2016__YSZC12003_35506__bin.67	XieH_2016__YSZC12003_37399__bin.34	XieH_2016__YSZC12003_35991__bin.74	XieH_2016__YSZC12003_37182R1__bin.91	XieH_2016__YSZC12003_37171__bin.15	XieH_2016__YSZC12003_35552__bin.42	LeChatelierE_2013__MH0431__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.43	ZeeviD_2015__PNP_Main_589__bin.51	XieH_2016__YSZC12003_35387__bin.38	ZellerG_2014__CCIS16561622ST-4-0__bin.101	RaymondF_2016__P13E90__bin.60	XieH_2016__YSZC12003_37192R1__bin.125	LiJ_2014__V1.FI17__bin.65	XieH_2016__YSZC12003_37798__bin.1	XieH_2016__YSZC12003_37102__bin.80	XieH_2016__YSZC12003_36058__bin.134	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.12	XieH_2016__YSZC12003_36525__bin.33	ZeeviD_2015__PNP_Main_524__bin.3	RaymondF_2016__P7C7__bin.43	XieH_2016__YSZC12003_35549__bin.60
XieH_2016__YSZC12003_35506__bin.67	0.5109368916857604	0.8826148975957827	0.9327072815812819	0.8114393393029238	0.9033909230739773	0.635893013281594	0.9283689040929775	0.8775377673391497	0.9192501739180383	0.8513335843709912	1.0	0.6792815748996381	0.9354684298870968	0.8037334937421419	0.8604961929500966	0.9427729874970482	0.8844841176132701	0.9542428023461383	0.8389598743960736	0.9386563953970756	0.4240815851113395	0.9005986609906628	0.9119926858689201	0.618787615759208	0.9308683775521275	0.8327865818244481	0.8958143193581946	0.8743857023416708	0.8501624298743322	0.7199696201885335	0.8384165799735772	0.9404123293528973
XieH_2016__YSZC12003_37399__bin.34	0.5148391828565656	0.8881976213715416	0.9207635602584019	0.8442595761233495	0.9118924263648953	0.6195817234914021	0.9312407575782886	0.886590762470458	0.9355060929384915	0.863397902015017	0.6773109136742897	1.0	0.9386132171303887	0.8427060140274009	0.9153575141733706	0.9388200405533004	0.8820684887810225	0.9593170372385573	0.8502646146601215	0.9391374349599995	0.4378141627907162	0.8894839039671119	0.9496989525984579	0.6198601396376294	0.920460484396366	0.8262818478240983	0.9012211332173531	0.9288670610630246	0.8611077303436212	0.71890071759773	0.8547980249954061	0.9545521437645522
XieH_2016__YSZC12003_35991__bin.74	0.47543149768625126	0.8575542250586661	0.909571901660197	0.7956850231374871	0.8903573700024124	0.5677270434458407	0.9243003925696867	0.8714279448209312	0.8942139833760994	0.8063809022523412	0.642901945303419	0.6469400399149066	1.0	0.7765746649998904	0.8379405443340571	0.9139713139022305	0.8760055486106542	0.9364749873895212	0.805720771103362	0.9600280720222822	0.4052212864881462	0.8612222295326447	0.8945155383029585	0.5779135688751452	0.8841398556922605	0.7962475601465009	0.8696959229773888	0.8509589446674123	0.8335131697260784	0.6899527381187359	0.8208456696712504	0.9453023225212185
XieH_2016__YSZC12003_37182R1__bin.91	0.4793763942501996	0.8646378370465604	0.8857066481668295	0.7912562810872049	0.8713626975817615	0.587223656030321	0.8905851316044896	0.8550667171593416	0.8884001565697227	0.8126757829281721	0.6412045685263034	0.6742522363693645	0.9014718190410423	1.0	0.8742165944812356	0.9039756616821062	0.8491565283528038	0.9179421901303793	0.8104029760976588	0.9008531776970885	0.42545276336013904	0.8480917269449493	0.9306160636716874	0.582518290335002	0.8800618641343954	0.8103011421315758	0.8553155739139566	0.8757581061428158	0.8295254855411679	0.683144887457556	0.8271928512555811	0.9113738993180307
XieH_2016__YSZC12003_37171__bin.15	0.4781660229943655	0.859282663528826	0.8929004377762036	0.7933613328314368	0.8757177958842516	0.582534003977628	0.8934197227516176	0.867482742370038	0.889091755165433	0.8208810653641071	0.6393850385462391	0.6821282384917025	0.9059643673289132	0.8142317279563231	1.0	0.915654722914635	0.8473468153781859	0.9294851313180414	0.8118783474170611	0.9035030988153071	0.4207909611217978	0.8550347227367978	0.9246254301440185	0.5913262810955964	0.8879607098080246	0.8077400729725804	0.861018948566483	0.88370091319464	0.8317024663072377	0.6922791927371239	0.8331808872303912	0.9149155124530584
XieH_2016__YSZC12003_35552__bin.42	0.47617621238632896	0.8560320731379285	0.897991664170501	0.7850242059874151	0.8755823704680952	0.5747624823290564	0.9044822406674775	0.8597471315918553	0.8815464333201841	0.8031733768511865	0.644764790259334	0.643929461357445	0.9095176753085834	0.7749369684053621	0.8427764783166404	1.0	0.8506245324804358	0.9208194407388431	0.8033627035193481	0.90804016344293	0.40292807059756847	0.863228123358055	0.8987069588735553	0.5784077027036612	0.8928291024006294	0.7972655118285519	0.8636007749844365	0.8496369783900249	0.8293741144067774	0.6903308633568873	0.8219489079888761	0.9094451091792879
LeChatelierE_2013__MH0431__bin.38	0.48420277107616355	0.8678073362938136	0.9096490152693651	0.811962688903198	0.8837842888241673	0.5824306487070018	0.942272420519913	0.8773975545687287	0.9088860826085869	0.8267512042076748	0.6597814275291336	0.6598939035610268	0.950826550056595	0.7939867575838007	0.850663370543658	0.9277987190824811	1.0	0.935028130910199	0.8219159250588268	0.9460484015906133	0.42439825322937136	0.8798273939243899	0.9094877401125236	0.599240161917877	0.9012448537752074	0.8072690462389561	0.8884303225860203	0.8624316961028543	0.8395347896103093	0.7112061834442422	0.8314371104252783	0.9401448976944199
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.43	0.47537718549423896	0.8636878948433814	0.9132759634029266	0.7993716695583182	0.878782912320823	0.573666561565041	0.9077117277676142	0.8735073895849536	0.8914271263135215	0.8452515139789685	0.6491204839088688	0.654470898336699	0.9269301298502546	0.7827033838562818	0.8509329713930017	0.9158971726215511	0.852670133030438	1.0	0.8146799655498216	0.9232550100099801	0.4094714111819808	0.8653946656492975	0.9010110921108115	0.5836895663391151	0.9024286073238648	0.8064538186893846	0.8732637202393713	0.8589132781341766	0.838481413564405	0.6931861042264421	0.8365879562220072	0.931458363746777
ZeeviD_2015__PNP_Main_589__bin.51	0.48622953127612206	0.8658488604638592	0.9049699387713801	0.8170457159449583	0.8830698026379467	0.590837327460615	0.91492728865693	0.8692993339140688	0.9053583527226059	0.8293096664793732	0.6609359896322387	0.6717908397157666	0.9236068949132856	0.8002666103529287	0.8607869090671403	0.9254132083369472	0.8680316463095018	0.9434933121151213	1.0	0.9238111579135257	0.4159108935657783	0.8781706331398805	0.9126948511896905	0.5989211142578087	0.9059441161571404	0.8151734098596808	0.8836341970201484	0.8690246787414382	0.8403348404800244	0.716484841171376	0.8306006086408906	0.9279994921707564
XieH_2016__YSZC12003_35387__bin.38	0.44876849454314244	0.8178368548086858	0.8619246665021312	0.7547054677336368	0.8398838979824894	0.5397211752845557	0.8793870290349164	0.830122104769992	0.8541493242197467	0.7673677198325085	0.6152151997222419	0.6173213919692794	0.915564070493648	0.7400991186202454	0.796960034636091	0.8702244652948878	0.8312348101080494	0.8895608578707169	0.768573499207302	1.0	0.3820328415398838	0.8199320664109396	0.8520331971036197	0.5502584111739042	0.8431122075488273	0.7598742140995662	0.8307506159618835	0.81277477756351	0.7922529982389138	0.6552877556398683	0.784878710935049	0.8945115600045177
ZellerG_2014__CCIS16561622ST-4-0__bin.101	0.5228075360177319	0.854130033247137	0.8974990764684153	0.8000923531584782	0.885454993227435	0.59820711735008	0.9013015638468169	0.8461408693510651	0.8876739317818003	0.8134084472355622	0.6545634774042606	0.677725649550548	0.9100788080285679	0.8231313877601281	0.8740881664819603	0.9093596847678858	0.878144317202315	0.929093707671469	0.8148627016377293	0.8996687600049256	1.0	0.8558354882403645	0.9675791158724295	0.6084829454500678	0.8799938431227682	0.8017768747691171	0.8561802733653491	0.8920009851003571	0.8195554734638592	0.7203263144932891	0.82425809629356	0.917369782046546
RaymondF_2016__P13E90__bin.60	0.48115996088670915	0.8695088128457272	0.9154239803068581	0.8064498099051703	0.8832867166604498	0.5879890190965583	0.9327366712989166	0.8831343348563669	0.8910364198395226	0.8202818416194126	0.6641658008163899	0.6578775509243515	0.924155045838094	0.7839773180567142	0.8486242688320964	0.9308433715091917	0.8698265200820391	0.9381947639494068	0.8220645322231623	0.9225770998977453	0.40891510038960316	1.0	0.9064569877353239	0.5956963613107895	0.9178797395742018	0.813230506013492	0.8727935526611511	0.8583496403436416	0.8421718702012969	0.7301082910998437	0.83712797365148	0.9219287417969757
XieH_2016__YSZC12003_37192R1__bin.125	0.47591663607814344	0.870467241786772	0.8954783179049851	0.7935316587024767	0.8801170129734447	0.5763252093567918	0.9043995514800656	0.8618644640695194	0.8924228177532995	0.8103399823564281	0.6386716032911575	0.667012498554378	0.9115039105820647	0.8169063186670443	0.8714421636673153	0.9202592118943822	0.853833230812895	0.9275769922905749	0.8113227259597953	0.9103792585788935	0.43900592607242805	0.8607722163466185	1.0	0.5897092944973622	0.894420709240304	0.8149000467627286	0.8606113123342424	0.8750619452512924	0.8332961801499201	0.6919151879420321	0.839534004101935	0.9202497140880961
LiJ_2014__V1.FI17__bin.65	0.5004122100095869	0.8924315377805467	0.9304336306079135	0.851602606277229	0.9119284893957744	0.6136567279745136	0.9452114265867848	0.8896700440138244	0.9653761494661858	0.8777665289052757	0.6942923459628035	0.6975193103158129	0.9435133540825799	0.8192676178379071	0.8929238624391196	0.9489441426345098	0.9013461946436867	0.9627560871468354	0.8530061791220329	0.9419916233197183	0.4423304321983907	0.9063177785595296	0.944827413353098	1.0	0.9324834914590624	0.832203224457973	0.9282298064089929	0.8967120769029019	0.8628025446918898	0.7315389442231968	0.8520394325197445	0.9588282315071668
XieH_2016__YSZC12003_37798__bin.1	0.4846681872587467	0.8783279116124476	0.9188510439712785	0.8058797621669236	0.8883357503825251	0.5923166361064932	0.9199401423757977	0.878917245636475	0.8998890933840552	0.8320888667785621	0.6656736036548978	0.6601459585834533	0.9199800778856544	0.7888632414170031	0.8545811164371135	0.9335707023971574	0.8639842174865047	0.9486794467904971	0.8223491664318079	0.9198945017931044	0.40770903672127184	0.8900484132480919	0.9133319565090888	0.5943105590629076	1.0	0.8197533582911253	0.8792481398610016	0.8637229251505854	0.8472786232061824	0.7194022681087568	0.8469231971684582	0.9314415692145143
XieH_2016__YSZC12003_37102__bin.80	0.45179006382713927	0.930273146968359	0.8429710140633057	0.7567083686446956	0.8270379347742344	0.5523186971440763	0.8516359778827406	0.945001392699882	0.8393956275150085	0.766831815191689	0.6186361023367726	0.6155899417436602	0.8606648215862556	0.7545073101927852	0.807531839489857	0.8659849351357438	0.8039143756259741	0.8806728814664241	0.7686583262710609	0.8612373101335214	0.38588039374885175	0.8191623651007189	0.8644097026733911	0.5509728156835786	0.8515530085280644	1.0	0.8167722550477963	0.8178141130872305	0.8982440128721028	0.6576186609931431	0.9001333436057296	0.8660447915987601
XieH_2016__YSZC12003_36058__bin.134	0.4921905559376776	0.8842722569454828	0.9246843506085709	0.834778551990191	0.9050234755824038	0.6012990819103442	0.9404533628397979	0.8870671969855558	0.9447633003379288	0.8633912497383295	0.6715936481354108	0.6776129668949431	0.9487251413020724	0.8037674571608003	0.8687359071742575	0.9466891952510541	0.8928981129818475	0.962426507969736	0.840897156015431	0.9502521008403361	0.4158641107688627	0.8872681599330123	0.9213176231346633	0.620216513651724	0.921779359430605	0.8243051526660486	1.0	0.8849361523969018	0.8581087951194712	0.7208672508149166	0.8448883040760788	0.9581028140793684
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.12	0.47829955878172675	0.8703788168146712	0.8912002937923996	0.7950062354376489	0.8786417280548788	0.5842861085984301	0.9013959258668552	0.8651933103376435	0.8983261719474164	0.8210220467890291	0.6450314537956718	0.6872158520774101	0.9134206981218356	0.8097994360739637	0.8773434387246868	0.9164674995100518	0.8528889880228984	0.9314525597663316	0.8137513911293763	0.914803146733178	0.42632502314380233	0.8586118191411163	0.921786601489325	0.5895628366739074	0.8910031374344602	0.8121400057322475	0.8707654786868092	1.0	0.841776431752414	0.6912160663010348	0.8376932353005222	0.934060908955548
XieH_2016__YSZC12003_36525__bin.33	0.4489129655903808	0.9540536279862991	0.8472172778995944	0.757778637659974	0.8255878011379109	0.5448030153202345	0.8590796394227324	0.9347722028748727	0.8452716511171303	0.7660226149017585	0.6108878283675135	0.6205529042521174	0.8714779941814638	0.74714476116772	0.8042925319231266	0.8713965920002293	0.8087014345701306	0.8856998724508076	0.7664674606245611	0.8685664330653368	0.38153603622970317	0.8205689553864454	0.8550129698897918	0.5525482608882583	0.8513590438109979	0.8688650988147958	0.8224572566891669	0.8199332158160999	1.0	0.6566903134270604	0.9154472103988421	0.8760691918540493
ZeeviD_2015__PNP_Main_524__bin.3	0.49344158883860995	0.8793307070600999	0.9209396605466661	0.8237574441682758	0.8877582487633419	0.6082087924196496	0.9314541207025712	0.8901483694008355	0.906825968601565	0.834716354356091	0.6673820266181937	0.6683300880839322	0.9306021965149497	0.7937589158081485	0.863630750026068	0.935671589141812	0.8837833420719654	0.9445909099984988	0.8430418426410241	0.9267700167057009	0.43260074262349757	0.9177035318617428	0.9158554775693243	0.6043618222599213	0.932521984007194	0.8206026624109898	0.8913064538433835	0.868552978665659	0.8471520810392883	1.0	0.8422335499873173	0.9266124994730938
RaymondF_2016__P7C7__bin.43	0.4354691220391703	0.9528904303783531	0.8144734850048859	0.7213955984970478	0.7824435360667245	0.5141384863123994	0.821704722187814	0.8999887140949943	0.7986941382110465	0.735168806859628	0.5785677911281777	0.59158842231306	0.8242145973546939	0.7155115129994357	0.7737847695335618	0.829363722697056	0.7691547958214624	0.8486714287680471	0.7275593542260209	0.8263737836684697	0.36851507769382164	0.7833232861252185	0.8272683980896541	0.5240265906932574	0.817269636786545	0.8361798587885544	0.777687490537732	0.7836128659317065	0.8791604387739654	0.62699863743342	1.0	0.8290389088456721
XieH_2016__YSZC12003_35549__bin.60	0.47722379481069793	0.8700543045895655	0.9048709151837493	0.809939472721203	0.8909025279951813	0.5798466804665688	0.9264615430608434	0.8729226100084537	0.9198280677608782	0.8327364386619446	0.6525923535107537	0.6643318664247716	0.954506273345465	0.7927490169092168	0.8544588281081751	0.9227965784067147	0.8745978642446159	0.9502123963277277	0.8174349344209384	0.9470855503509121	0.4124447141189165	0.8675126349933261	0.9118913708905476	0.5930123185994741	0.9038705237743822	0.8090259996578628	0.8868439394937587	0.8786603280863071	0.8460626266059826	0.6936836936200274	0.8336892187480105	1.0
