	ZeeviD_2015__PNP_Main_140__bin.60	RaymondF_2016__P7C0__bin.4	XieH_2016__YSZC12003_37332__bin.99	ZeeviD_2015__PNP_Main_712__bin.58	XieH_2016__YSZC12003_36534__bin.4	XieH_2016__YSZC12003_36049__bin.84	LeChatelierE_2013__MH0457__bin.50	XieH_2016__YSZC12003_37314__bin.26	XieH_2016__YSZC12003_37348__bin.73	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.98	XieH_2016__YSZC12003_35506__bin.67	XieH_2016__YSZC12003_37399__bin.34	XieH_2016__YSZC12003_35991__bin.74	XieH_2016__YSZC12003_37182R1__bin.91	XieH_2016__YSZC12003_37171__bin.15	XieH_2016__YSZC12003_35552__bin.42	LeChatelierE_2013__MH0431__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.43	ZeeviD_2015__PNP_Main_589__bin.51	XieH_2016__YSZC12003_35387__bin.38	ZellerG_2014__CCIS16561622ST-4-0__bin.101	RaymondF_2016__P13E90__bin.60	XieH_2016__YSZC12003_37192R1__bin.125	LiJ_2014__V1.FI17__bin.65	XieH_2016__YSZC12003_37798__bin.1	XieH_2016__YSZC12003_37102__bin.80	XieH_2016__YSZC12003_36058__bin.134	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.12	XieH_2016__YSZC12003_36525__bin.33	ZeeviD_2015__PNP_Main_524__bin.3	RaymondF_2016__P7C7__bin.43	XieH_2016__YSZC12003_35549__bin.60
XieH_2016__YSZC12003_35506__bin.67	0.5162134692340585	0.9320818148746195	0.9367153743545885	0.8252307206269984	0.9140294416114064	0.6418046310065546	0.9395682684145695	0.9247972019938346	0.9300610149154662	0.8616505938742557	1.0	0.6946820969728688	0.9466558273711889	0.8214795159653568	0.8798641205491342	0.9539324623603072	0.895848624292361	0.9660125859218932	0.8519622422343203	0.9500839274203328	0.4329769343196135	0.9072665828456182	0.9313590178896243	0.6264926635308233	0.9378777531704141	0.8767296069133218	0.9066467006631224	0.8934432899548771	0.8980712649106796	0.7253355501234977	0.8857534001774283	0.9519619231186536
XieH_2016__YSZC12003_37399__bin.34	0.5254603610977869	0.9396616527896104	0.9410473697231191	0.8646730479647382	0.9310108653889752	0.6335956013430795	0.9510950107031121	0.9373118205154517	0.9557708110103245	0.8823834967636112	0.6926667573507829	1.0	0.9589869152366021	0.8589997223793284	0.9286212593796411	0.9585581543714119	0.9018169437702797	0.980572121316256	0.8691475931719633	0.9592358988187996	0.44606164451667357	0.9093739534535932	0.967957483468047	0.6335279859932814	0.9410577108942647	0.8733954280886891	0.9212774369168674	0.9356007544282088	0.9113650266364705	0.7349597609121231	0.9048548616629717	0.9752058489664
XieH_2016__YSZC12003_35991__bin.74	0.4802826940368884	0.9062087418031888	0.9200402438756936	0.8090439063973507	0.9005844682764217	0.5749166611838498	0.9325980875934821	0.9183504397219115	0.9017627256179135	0.8158574028993135	0.6505904993749588	0.6609826304362129	1.0	0.7937890650700704	0.8565596420817159	0.9243448033861877	0.8860314275061956	0.9477613658793341	0.8177051121784328	0.9681448340899621	0.4136390552010001	0.8714065618352085	0.9128462398842029	0.5832900190802026	0.8949300392569687	0.8388797508608022	0.8768334539553041	0.869036340110095	0.8801204026580696	0.6985629537030945	0.8675115687435577	0.9538516788385201
XieH_2016__YSZC12003_37182R1__bin.91	0.4890124332907964	0.9146535894881889	0.9046076687341084	0.8099307210799492	0.8898716573796212	0.6006224601176818	0.9099278569996532	0.9035384120902377	0.9073794619984279	0.8305743753918221	0.655362035660982	0.6872888934148429	0.9214548254979522	1.0	0.8909033627484988	0.9232426480649956	0.8679709900489121	0.9381428666897914	0.8283493032329102	0.9204854934333003	0.43258114098594375	0.8668673644414885	0.9465556252128171	0.5952857238326487	0.8995452476952109	0.8557706444498897	0.874094393721936	0.8915404614988051	0.8781238364673797	0.6984588065695637	0.8753253117869634	0.9314561938918714
XieH_2016__YSZC12003_37171__bin.15	0.48765068007955253	0.9099093918852831	0.91236769644355	0.8127041053745402	0.8943000174873365	0.5960994347737169	0.9129996117218506	0.916578884189373	0.9083290108984637	0.8389671208434232	0.653776227299807	0.692012436756603	0.9260949592011548	0.8297735241725378	1.0	0.9350354340860791	0.8667423463263255	0.9502405249757697	0.8302329372501015	0.9233343311982976	0.42848123964468104	0.8739981089964937	0.9423415839970123	0.6041400528176841	0.9079176138973938	0.8533399330738884	0.8803344527204664	0.895410907948439	0.8805769042672065	0.7077860142803368	0.882642188347506	0.9351065690142181
XieH_2016__YSZC12003_35552__bin.42	0.48081335173130235	0.904517705317133	0.9082103937612771	0.7983370898581469	0.8833262131229025	0.5820927526078794	0.9149535876858007	0.9061496248112871	0.8915752906328039	0.8130685597151043	0.6523967828652273	0.6574676821559888	0.9198406164083476	0.7914536741649848	0.8606146514834317	1.0	0.8610882409588332	0.9325767905146793	0.8156907613496427	0.9186228149001725	0.41119460762730037	0.873906802174365	0.916969616616225	0.5852872991268603	0.9038378752637343	0.8399278485343006	0.8735194190781265	0.8672869161086441	0.8760134023639099	0.6989978781227306	0.8689510265924856	0.9200768655360536
LeChatelierE_2013__MH0431__bin.38	0.4895081881360996	0.9160559833083188	0.9206567886129027	0.826263212958191	0.8948122959512199	0.5904586998722892	0.9523702687165473	0.9243143425389113	0.9184876079978195	0.8377072028698647	0.668258787710714	0.674668136194787	0.9617087549200825	0.8115788421276895	0.8701348165093391	0.9392117632076021	1.0	0.9474921415555495	0.8349107749658109	0.9564533272076545	0.4333552731025174	0.8910333393241202	0.9284955943911952	0.606233314567491	0.9128477383986031	0.8501950179664095	0.8983853440754886	0.8812485196606914	0.8864176562375399	0.7203304295870285	0.8778855458182125	0.9498541382253067
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.43	0.48072163029444914	0.9117645622282123	0.9240250919729673	0.8132684199643885	0.889872309665207	0.5815329026880148	0.9189324569196395	0.9198490661060282	0.902031355740421	0.845533171863951	0.6571268399342038	0.668971666519235	0.9381014739010594	0.7999279303138234	0.86993429610764	0.9275916731292408	0.8640363040190246	1.0	0.8275602511802225	0.934645602202467	0.41825598957160326	0.8761372818982982	0.9201296386041709	0.5909160719199028	0.9134751318880684	0.8490509106124241	0.88379414336115	0.8776475976861723	0.8849055794853204	0.7019940184331247	0.8834348803171066	0.9430975095256262
ZeeviD_2015__PNP_Main_589__bin.51	0.4928621080193025	0.9135540127937773	0.9179642080943456	0.8294322242795172	0.8962048563056931	0.5998487825296684	0.9281723300940364	0.9151491497002676	0.9188434817476868	0.8422649687069084	0.6711793077181246	0.6867102092533025	0.9373446815571251	0.8179884682537587	0.8802472022253982	0.9396142006151773	0.8817556059194789	0.9584101676465006	1.0	0.9374376997849267	0.4247576812315613	0.8910291461303789	0.9318792321722396	0.6081695144071407	0.9194851818192102	0.8580768104301087	0.8970219083066534	0.8878539563543391	0.8864140593280313	0.727107774186939	0.876957625169224	0.9415889524513446
XieH_2016__YSZC12003_35387__bin.38	0.4531042805690693	0.8641500771782462	0.8719139159280004	0.7675104682146936	0.8497037317459852	0.5466144057693354	0.8872230263075334	0.8752190900078224	0.8614326290382628	0.7765506761985635	0.6227050452402565	0.6305326763073242	0.9233049021781417	0.7562281171436102	0.8144527246639923	0.8803663979720318	0.8403769812220516	0.9005357508878635	0.779910230614456	1.0	0.3896366766085076	0.8297006571654459	0.8695645808321865	0.5553011415687472	0.8534993746261352	0.8008100578523114	0.8374414888499395	0.8301424973960185	0.8367711466303016	0.6632372195752477	0.8296943825112839	0.9026299167144237
ZellerG_2014__CCIS16561622ST-4-0__bin.101	0.5328136928949637	0.9068981652505849	0.9159463120305381	0.8173229897795838	0.9034318433690433	0.6109961827361162	0.9202179534540081	0.89707302056397	0.9045191478881911	0.8302856791035587	0.6682933136313262	0.6904925501785495	0.9289841152567417	0.8369227927595124	0.8900628001477651	0.9280162541558922	0.896677749045684	0.9490259820219185	0.8321955424208841	0.9175754217460904	1.0	0.8742605590444527	0.9702487378401675	0.6201933259450807	0.8986639576406846	0.8505652013298854	0.873731067602512	0.9078044575791159	0.8709456963428149	0.7360398965644626	0.8754389853466322	0.936779953207733
RaymondF_2016__P13E90__bin.60	0.4857708342403679	0.9171966690161313	0.9225253253851612	0.8201065142927072	0.8940116892729093	0.5928546465860004	0.9436652118813093	0.9295931346996313	0.9011612787833931	0.830473772090949	0.6690832028184162	0.6725885726590566	0.9350835864204867	0.8013335467070821	0.8674454808499021	0.9423584937852935	0.8809050890815789	0.9498410875471707	0.8341015180522429	0.9335685935806665	0.4177185325691101	1.0	0.9253976341401136	0.6026841554694478	0.9243809709839158	0.8555585234379688	0.8831155077608818	0.876881974115097	0.8884288671148299	0.7315109097134869	0.8836261927259164	0.9330196660779277
XieH_2016__YSZC12003_37192R1__bin.125	0.4847797654265325	0.9211218361829545	0.9138677469583275	0.8116534730963463	0.8979103150087129	0.5889746112464083	0.9232582839028386	0.9109552725954209	0.910457475807132	0.8272600449078629	0.6522339119732139	0.6798362131240687	0.9301827433798894	0.8308982634099248	0.8881393071182706	0.9389598337772161	0.8716779327410055	0.9472592403878011	0.8283763164937228	0.9291111673530228	0.4402171757211489	0.8787582679800456	1.0	0.6018000018995613	0.9134358761195539	0.8606085188618052	0.8784945641819847	0.8909366904167694	0.8822467563594797	0.7067205918585922	0.888728729802496	0.9392280071311765
LiJ_2014__V1.FI17__bin.65	0.5055288059157731	0.9407044181214861	0.9411654130290588	0.866163779406328	0.9224490197816048	0.6217281669678798	0.9536051144475804	0.936090888502787	0.9669963451607619	0.8888536802163364	0.7029375669673428	0.7128995326496287	0.9522910551770624	0.8372240408396732	0.9122731166567755	0.9602309092162281	0.9118649347580314	0.9746757146987555	0.8661781015782138	0.9506243124238575	0.4508431731129867	0.9169493057774746	0.9641990459643253	1.0	0.9436440439010374	0.8756003004075553	0.9369922901958467	0.9155385718467277	0.9097524144048824	0.7402504052727076	0.8984584867372213	0.9680400734369363
XieH_2016__YSZC12003_37798__bin.1	0.48951179409707524	0.9268917736272739	0.9255818889039756	0.8196466734290797	0.8992666699375751	0.5975287906500703	0.9311123865118386	0.9252184757642801	0.9102244033349574	0.842282690923115	0.6706860806491917	0.6749181036794297	0.9312076612282109	0.8063276103846018	0.8737878146490297	0.9450818278596963	0.8751073979961502	0.9602921225495286	0.8346407458584024	0.9312276289831393	0.41635906815622314	0.8963525187326067	0.9327491719086778	0.6014236438756614	1.0	0.8627313834915731	0.889747185402316	0.8826500747935049	0.8940898868455853	0.724537404169039	0.8940773356853446	0.9430821998304453
XieH_2016__YSZC12003_37102__bin.80	0.4763460296200596	0.9522440247248677	0.8882213148272163	0.7957187812987074	0.8720322158151442	0.5820187629269218	0.8961484440282806	0.9569827601533748	0.8835335462880103	0.8074186455845488	0.6512792096576329	0.6506901272394318	0.9067460011734237	0.7968459792458086	0.8531199440549494	0.9123245049989036	0.8466619650699017	0.9271902428038901	0.8091135909729342	0.9076337732684592	0.40936131376046747	0.8617991311923289	0.9128952156314264	0.5797045105697032	0.8961982256410864	1.0	0.8599738053894522	0.8637815061308427	0.9193288964483189	0.6909990102941264	0.9216692248884358	0.9122433135589705
XieH_2016__YSZC12003_36058__bin.134	0.49733604473818	0.9331253925057568	0.934884416400012	0.8488710786805825	0.9151505726845899	0.608973952570352	0.9489362720177039	0.9341559257154819	0.9530918986811806	0.8738287628218547	0.6797147043870929	0.692692963306319	0.9565112593079936	0.8214145159843297	0.8882245282454618	0.9575621280540686	0.902903196865935	0.9740321181853524	0.8536373695385627	0.9579054397559735	0.42438888722748885	0.8977612966894943	0.9404623343999522	0.6260713538084273	0.9327862675319238	0.8679051407039684	1.0	0.9036466401507222	0.9052387930261072	0.7298872573940608	0.8920655521995275	0.9670366936810312
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.12	0.4877571786984031	0.9210574172281699	0.909933678955295	0.8137084286991388	0.896319885307967	0.5973943580324148	0.920451823519753	0.9140710198398149	0.9169477370864056	0.8386154562345254	0.659090173432857	0.6921977284056406	0.9328250034281665	0.8243931262465726	0.8889691900522553	0.9355057413697011	0.8714976055801723	0.9517690810571583	0.8313830547935773	0.9343510524912618	0.433878171495428	0.877149813525397	0.9385089918012381	0.6019407247938539	0.9105280906613212	0.8577884706493035	0.8891763513597021	1.0	0.8909719455330549	0.7064383027132835	0.8867033632520559	0.9541408426168475
XieH_2016__YSZC12003_36525__bin.33	0.474427390114221	0.9622924459349069	0.8949441793141006	0.7986517047164539	0.872585522450091	0.5757094744686645	0.9064780658383135	0.9560382360949883	0.8918033162790031	0.8082651876692893	0.6453129254625449	0.6567705690987001	0.9202080914914657	0.7909167777347836	0.8515562434613124	0.9203989853390085	0.8538624475113576	0.9347383808418247	0.808496209352652	0.9173727732633963	0.40546025194548346	0.8656393940696792	0.9052392622210758	0.5826154750132565	0.8983957464494031	0.889260357997621	0.8676291614715451	0.8678521575877438	1.0	0.6921392435902948	0.9234074265159007	0.9249311377674592
ZeeviD_2015__PNP_Main_524__bin.3	0.49819224941263823	0.9264461080301989	0.9282416565784151	0.83783637878975	0.8990824806080018	0.6139052959068445	0.9427036612773094	0.9360524406666603	0.9176273615567732	0.8452729670108627	0.672356021484463	0.6832594678579801	0.9422155797114846	0.8115524469525592	0.8829757889357825	0.9474188250101868	0.8951216247495809	0.9565932794126456	0.8555411678312835	0.9380129016227233	0.44203772574696815	0.919466541638904	0.9354526919547149	0.6115588068032655	0.9391783812405111	0.8622559869489947	0.9024591176224808	0.8876805994233242	0.8928823656869785	1.0	0.8875068128051896	0.9382739513086872
RaymondF_2016__P7C7__bin.43	0.46013900931775326	0.953086970285038	0.8606867886094939	0.7605202526941658	0.8274522757614545	0.5436530547641659	0.8672375683003702	0.9206072367425024	0.8427978033775135	0.7759048680787811	0.6112336044703195	0.6262317464249831	0.8710720233425547	0.7571454918314822	0.8197200545026632	0.8767898481908144	0.8121238146358919	0.8961949984172206	0.7681654899046203	0.8735587761674718	0.39139738772589017	0.8268329273160191	0.8757443880149194	0.5525755261020961	0.8627727541737203	0.8561856393740451	0.821112349808002	0.8294589647246652	0.8868051254524685	0.6607022035041359	1.0	0.8755214225745627
XieH_2016__YSZC12003_35549__bin.60	0.4817330300233683	0.9185148810298218	0.9152695603647913	0.8235075926220164	0.9013875379022119	0.5875087817978589	0.9347453596952432	0.919700735152049	0.9282663443859883	0.8428311464419117	0.660607110806497	0.678706057101478	0.9631388706040492	0.8102173899804738	0.8733156802357093	0.9335844184747436	0.8836301751709164	0.9620858852910353	0.829405306890964	0.9556810550669244	0.42117142678402675	0.8779489263369785	0.93069728997455	0.5987096224145252	0.9151665870376512	0.852182896130362	0.8951133620071605	0.8975492901760678	0.8932509841980233	0.7024137280053679	0.8804324658291872	1.0
