	ZeeviD_2015__PNP_Main_140__bin.60	RaymondF_2016__P7C0__bin.4	XieH_2016__YSZC12003_37332__bin.99	ZeeviD_2015__PNP_Main_712__bin.58	XieH_2016__YSZC12003_36534__bin.4	XieH_2016__YSZC12003_36049__bin.84	LeChatelierE_2013__MH0457__bin.50	XieH_2016__YSZC12003_37314__bin.26	XieH_2016__YSZC12003_37348__bin.73	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.98	XieH_2016__YSZC12003_35506__bin.67	XieH_2016__YSZC12003_37399__bin.34	XieH_2016__YSZC12003_35991__bin.74	XieH_2016__YSZC12003_37182R1__bin.91	XieH_2016__YSZC12003_37171__bin.15	XieH_2016__YSZC12003_35552__bin.42	LeChatelierE_2013__MH0431__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.43	ZeeviD_2015__PNP_Main_589__bin.51	XieH_2016__YSZC12003_35387__bin.38	ZellerG_2014__CCIS16561622ST-4-0__bin.101	RaymondF_2016__P13E90__bin.60	XieH_2016__YSZC12003_37192R1__bin.125	LiJ_2014__V1.FI17__bin.65	XieH_2016__YSZC12003_37798__bin.1	XieH_2016__YSZC12003_37102__bin.80	XieH_2016__YSZC12003_36058__bin.134	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.12	XieH_2016__YSZC12003_36525__bin.33	ZeeviD_2015__PNP_Main_524__bin.3	RaymondF_2016__P7C7__bin.43	XieH_2016__YSZC12003_35549__bin.60
XieH_2016__YSZC12003_35506__bin.67	0.9897783032354283	0.9469285673323742	0.9957211199014767	0.9832878478959239	0.9883608579186752	0.9907890696960393	0.9880803080541557	0.9488975155279503	0.9883762023952691	0.9880264580833444	1.0	0.9778308349382551	0.988182191287874	0.9783974866343917	0.9779875924626296	0.9883016090723581	0.9873142555885847	0.9878161177739495	0.9847383285388949	0.9879720815251709	0.9794553739398328	0.9926505373602081	0.9792063730004069	0.9877012960883041	0.9925263440841922	0.9498784747972836	0.9880522575144155	0.9786695050178632	0.9466536377365194	0.9926021412654452	0.9465575630933295	0.9878675885187513
XieH_2016__YSZC12003_37399__bin.34	0.9797869087231782	0.9452313167561052	0.9784454958195301	0.9763916871360362	0.9794648593965741	0.9778819836785938	0.9791248477792498	0.9458866762001349	0.9787975131293123	0.9784837377192239	0.9778308349382551	1.0	0.9787549780059441	0.9810317652876582	0.9857167331974165	0.9794085379920897	0.9781014815415936	0.9783237932063913	0.9782741404794919	0.97904742317969	0.981510444066775	0.9781277554619379	0.9811370528340031	0.9784258207090525	0.9781126850569816	0.9460569877636151	0.9782298980786566	0.9928028132370421	0.9448549211084702	0.9781497652409392	0.944679706339236	0.9788211840364389
XieH_2016__YSZC12003_35991__bin.74	0.989899289708189	0.9463098130705414	0.988621864874738	0.9834880614584315	0.9886439322081777	0.9874945044674746	0.9911026034320881	0.9489056760127549	0.9916289041148363	0.9883846115592066	0.988182191287874	0.9787549780059441	1.0	0.9783136341533497	0.9782629290093467	0.9887774676225196	0.9886845109729798	0.9880915398156778	0.9853439327985324	0.9916161696247551	0.9796494827869592	0.9883127661087205	0.9799191793969928	0.9907825437960767	0.9879429865001884	0.949179616422312	0.9918598783546424	0.9791983434888436	0.9470444807423715	0.9876743884875147	0.9462071737672675	0.9910370170677774
XieH_2016__YSZC12003_37182R1__bin.91	0.9802948997109311	0.9453172731005017	0.9791058364630839	0.9769431637710394	0.9792004165495478	0.9776918031258179	0.9787425725607047	0.946353476197252	0.9790833865834865	0.9784503435285896	0.9783974866343917	0.9810317652876582	0.9783136341533497	1.0	0.9812698335588459	0.9791311781109001	0.9783236284255905	0.9784673771163558	0.9783348316160708	0.9786717814932795	0.9835212935784541	0.9783408185995834	0.9831604597589856	0.9785524278737181	0.9783408521019533	0.9468671861868517	0.9785162564331088	0.9822976566543521	0.9446566088881962	0.9780746996559165	0.9450119174171707	0.9784398936788089
XieH_2016__YSZC12003_37171__bin.15	0.9805503048131917	0.94436069260527	0.97866292423194	0.9761994895618387	0.9792214902832114	0.9772430067791654	0.9785543293569351	0.9464354430739959	0.9788212690531569	0.9784424740493597	0.9779875924626296	0.9857167331974165	0.9782629290093467	0.9812698335588459	1.0	0.9792727521707376	0.9776224952774636	0.9781577473153362	0.977892240828418	0.9785221542046925	0.9820522398384106	0.9783027147719242	0.9811998598450369	0.9787900642204985	0.9780190363267646	0.9465630772287325	0.978058902392956	0.9869222111883482	0.9444972520592726	0.9780910879413462	0.9439622286696755	0.9784077481324455
XieH_2016__YSZC12003_35552__bin.42	0.9903556352412509	0.9463961491365114	0.9887484996197234	0.9833242322825094	0.9912333150089254	0.9874070408092488	0.988555324380105	0.9487915770763625	0.9887515306693822	0.9878298296672731	0.9883016090723581	0.9794085379920897	0.9887774676225196	0.9791311781109001	0.9792727521707376	1.0	0.9878482738694168	0.9873926202159209	0.984886358391633	0.9884798730386503	0.9798962902810618	0.987780529010942	0.98008368280504	0.9882457787253163	0.9878199695272866	0.949207141089326	0.988645193367129	0.9796492517172851	0.9467596182532402	0.9876007996059731	0.9459093583352746	0.9884447085292473
LeChatelierE_2013__MH0431__bin.38	0.989161739908504	0.9473300236081029	0.988043564681555	0.9826925320760751	0.9876756195942419	0.9864037041591159	0.9893971404522712	0.9492415233530713	0.9895463745992582	0.9869214462706586	0.9873142555885847	0.9781014815415936	0.9886845109729798	0.9783236284255905	0.9776224952774636	0.9878482738694168	1.0	0.9868452622468322	0.984435642350506	0.9891213451602305	0.9793310006152224	0.9874236519497347	0.9795283312128855	0.9884645853641297	0.9872893538151822	0.9495104407573118	0.988918984982204	0.9786475402363431	0.9471097328699113	0.9873332490645754	0.9470905568337579	0.9897781773641293
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.43	0.9888824540785972	0.9472707435926891	0.9883670598737861	0.982912467686033	0.987538215063062	0.9864730936347483	0.9877893864042648	0.9496203472627834	0.9882440567510038	0.9996668872442205	0.9878161177739495	0.9783237932063913	0.9880915398156778	0.9784673771163558	0.9781577473153362	0.9873926202159209	0.9868452622468322	1.0	0.9844358333885277	0.9878129291298806	0.9789971247067616	0.9877386609713433	0.9792218990767845	0.9877706734946154	0.9879071425388762	0.9498297553296138	0.9880849820052772	0.9786539385496106	0.9475377181507696	0.9874530067558949	0.9469718423634306	0.9876585976939929
ZeeviD_2015__PNP_Main_589__bin.51	0.9865427334841479	0.9477806986102234	0.985844470614011	0.985066280315648	0.9853436928227645	0.9849771220155678	0.9857299759886565	0.949899078416654	0.9853238018302839	0.9846184957123115	0.9847383285388949	0.9782741404794919	0.9853439327985324	0.9783348316160708	0.977892240828418	0.984886358391633	0.984435642350506	0.9844358333885277	1.0	0.9854640560385748	0.9791721537792272	0.9855689198873672	0.9794132326161732	0.9847930553402573	0.9852732094765478	0.9500005127175937	0.9850753798067458	0.9787923706617058	0.9480161462207194	0.9853901534370999	0.9471388181163394	0.9855675236575268
XieH_2016__YSZC12003_35387__bin.38	0.9904309312185676	0.9464060426624166	0.9885433077240918	0.9833161878419163	0.9884432262721528	0.9873892264601445	0.9911679509658028	0.9484734899493255	0.991545125442198	0.988174684991573	0.9879720815251709	0.97904742317969	0.9916161696247551	0.9786717814932795	0.9785221542046925	0.9884798730386503	0.9891213451602305	0.9878129291298806	0.9854640560385748	1.0	0.9804848066798808	0.9882263673408681	0.9798388939533519	0.9909189266555491	0.9878299066336658	0.9488819560252143	0.9920103398540182	0.9790786282030044	0.9467977014137455	0.9880141468229566	0.9459853260177696	0.991005885624247
ZellerG_2014__CCIS16561622ST-4-0__bin.101	0.9812201581703637	0.9418147108183117	0.9798599161109917	0.9789182038966596	0.9801015978421022	0.9790685019851266	0.9794435768872046	0.9432240742443855	0.9813766064038336	0.9796729820918765	0.9794553739398328	0.981510444066775	0.9796494827869592	0.9835212935784541	0.9820522398384106	0.9798962902810618	0.9793310006152224	0.9789971247067616	0.9791721537792272	0.9804848066798808	1.0	0.978924966231776	0.9972485179690306	0.9811181771794011	0.9792245873897822	0.9426401097946562	0.9799128188433065	0.9825915456276756	0.9409949172551764	0.9786511816213793	0.9415368861682495	0.9792799033596711
RaymondF_2016__P13E90__bin.60	0.9905081305244086	0.9480069457496413	0.9923022762813171	0.9833476455197835	0.9880035431961947	0.9917928829309828	0.9884190489966189	0.9500224365810575	0.9887646538058764	0.9877275709190968	0.9926505373602081	0.9781277554619379	0.9883127661087205	0.9783408185995834	0.9783027147719242	0.987780529010942	0.9874236519497347	0.9877386609713433	0.9855689198873672	0.9882263673408681	0.978924966231776	1.0	0.9795324240023702	0.9884055452673792	0.9929669350475766	0.9505258655429131	0.9883118855811945	0.978865646325827	0.9479339330072057	0.9980825732124862	0.9473779529656164	0.98811287191022
XieH_2016__YSZC12003_37192R1__bin.125	0.9817172044287145	0.9450077151508094	0.9798773628738415	0.9776729663648979	0.9801836533806881	0.9785230099089545	0.9795737197796346	0.9461106269399641	0.9801916525120028	0.9795468635822738	0.9792063730004069	0.9811370528340031	0.9799191793969928	0.9831604597589856	0.9811998598450369	0.98008368280504	0.9795283312128855	0.9792218990767845	0.9794132326161732	0.9798388939533519	0.9972485179690306	0.9795324240023702	1.0	0.9799090937786055	0.9791828114305846	0.9468881946932989	0.979643298232136	0.9821819604734755	0.9445160031967131	0.9790505553579193	0.9446459599528265	0.9797937317680202
LiJ_2014__V1.FI17__bin.65	0.9898787253143421	0.9486843269670865	0.9885973472116809	0.9831888916677174	0.9885950007423487	0.9870177363320534	0.9911979416494027	0.9504098960270733	0.998324506909789	0.987526460701201	0.9877012960883041	0.9784258207090525	0.9907825437960767	0.9785524278737181	0.9787900642204985	0.9882457787253163	0.9884645853641297	0.9877706734946154	0.9847930553402573	0.9909189266555491	0.9811181771794011	0.9884055452673792	0.9799090937786055	1.0	0.98817292122585	0.9504373446087412	0.9906482861400894	0.9794366993125686	0.948392695672366	0.9882317375479159	0.9483347812918447	0.9904840283139688
XieH_2016__YSZC12003_37798__bin.1	0.9901052295435235	0.9476056823497551	0.9927279854830916	0.9832038465982412	0.9878446294959328	0.9912771491095741	0.9880011862178155	0.9499564358682334	0.9886453165691507	0.9878973837947675	0.9925263440841922	0.9781126850569816	0.9879429865001884	0.9783408521019533	0.9780190363267646	0.9878199695272866	0.9872893538151822	0.9879071425388762	0.9852732094765478	0.9878299066336658	0.9792245873897822	0.9929669350475766	0.9791828114305846	0.98817292122585	1.0	0.9501837698003859	0.9881999676834413	0.9785564515503525	0.9476436717067045	0.9929125314569901	0.9472594409512226	0.9876568228962185
XieH_2016__YSZC12003_37102__bin.80	0.948449311496295	0.9769272610948053	0.94905515099836	0.9509746237353576	0.9484029600915022	0.9489706042576936	0.9503291374970737	0.9874800592525068	0.9500438676511623	0.9497326069755596	0.9498784747972836	0.9460569877636151	0.949179616422312	0.9468671861868517	0.9465630772287325	0.949207141089326	0.9495104407573118	0.9498297553296138	0.9500005127175937	0.9488819560252143	0.9426401097946562	0.9505258655429131	0.9468881946932989	0.9504373446087412	0.9501837698003859	1.0	0.9497641090101675	0.9467835410721919	0.9770649180530773	0.9516926235729705	0.9766338283831566	0.9493572369634871
XieH_2016__YSZC12003_36058__bin.134	0.9896538993001981	0.94764569054424	0.989089489981319	0.9833985076835274	0.9889339553463008	0.987397046084461	0.9910606123634952	0.9495922174942473	0.9912614949777914	0.9880554251272076	0.9880522575144155	0.9782298980786566	0.9918598783546424	0.9785162564331088	0.978058902392956	0.988645193367129	0.988918984982204	0.9880849820052772	0.9850753798067458	0.9920103398540182	0.9799128188433065	0.9883118855811945	0.979643298232136	0.9906482861400894	0.9881999676834413	0.9497641090101675	1.0	0.9792944643154988	0.9479363917347312	0.9876419179979268	0.9471145948780044	0.9907615919229953
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.12	0.9806099831438373	0.9449778054380031	0.9794123620257651	0.9770160998683659	0.9802769551999685	0.9780576276663239	0.9792972351556336	0.9465274486978738	0.9796917922518036	0.9790208857770252	0.9786695050178632	0.9928028132370421	0.9791983434888436	0.9822976566543521	0.9869222111883482	0.9796492517172851	0.9786475402363431	0.9786539385496106	0.9787923706617058	0.9790786282030044	0.9825915456276756	0.978865646325827	0.9821819604734755	0.9794366993125686	0.9785564515503525	0.9467835410721919	0.9792944643154988	1.0	0.9447844412752997	0.9784521360835289	0.9447277071649023	0.9789549584668991
XieH_2016__YSZC12003_36525__bin.33	0.9462205912738354	0.9914383429035407	0.9466705270365746	0.9488224130555245	0.9461396962211595	0.9463158754214454	0.9477114469705928	0.9777560850421859	0.9478229511906017	0.9477367410944155	0.9466536377365194	0.9448549211084702	0.9470444807423715	0.9446566088881962	0.9444972520592726	0.9467596182532402	0.9471097328699113	0.9475377181507696	0.9480161462207194	0.9467977014137455	0.9409949172551764	0.9479339330072057	0.9445160031967131	0.948392695672366	0.9476436717067045	0.9770649180530773	0.9479363917347312	0.9447844412752997	1.0	0.9487835280378669	0.9913795190633313	0.947172341898501
ZeeviD_2015__PNP_Main_524__bin.3	0.9904642021636643	0.9491439377188648	0.9921335182708081	0.9831960810274063	0.9874046796718785	0.9907208758009163	0.9880667265474542	0.9509599363544935	0.9882289986025663	0.9875110016920297	0.9926021412654452	0.9781497652409392	0.9876743884875147	0.9780746996559165	0.9780910879413462	0.9876007996059731	0.9873332490645754	0.9874530067558949	0.9853901534370999	0.9880141468229566	0.9786511816213793	0.9980825732124862	0.9790505553579193	0.9882317375479159	0.9929125314569901	0.9516926235729705	0.9876419179979268	0.9784521360835289	0.9487835280378669	1.0	0.9489882644677681	0.9875713784664615
RaymondF_2016__P7C7__bin.43	0.9463860120984724	0.9997937859683192	0.9463064796436935	0.9485554078822783	0.9456056367077954	0.9457106546295968	0.9474966862865588	0.9776033450264141	0.9476699334173374	0.9474986394659185	0.9465575630933295	0.944679706339236	0.9462071737672675	0.9450119174171707	0.9439622286696755	0.9459093583352746	0.9470905568337579	0.9469718423634306	0.9471388181163394	0.9459853260177696	0.9415368861682495	0.9473779529656164	0.9446459599528265	0.9483347812918447	0.9472594409512226	0.9766338283831566	0.9471145948780044	0.9447277071649023	0.9913795190633313	0.9489882644677681	1.0	0.9469087648452921
XieH_2016__YSZC12003_35549__bin.60	0.9906395556633274	0.9472402925188068	0.9886387075115909	0.9835239893082065	0.9883679222685592	0.986958320337199	0.9911378895348562	0.9491376669000252	0.9909096385146963	0.9880228586442459	0.9878675885187513	0.9788211840364389	0.9910370170677774	0.9784398936788089	0.9784077481324455	0.9884447085292473	0.9897781773641293	0.9876585976939929	0.9855675236575268	0.991005885624247	0.9792799033596711	0.98811287191022	0.9797937317680202	0.9904840283139688	0.9876568228962185	0.9493572369634871	0.9907615919229953	0.9789549584668991	0.947172341898501	0.9875713784664615	0.9469087648452921	1.0
