	NielsenHB_2014__MH0144__bin.34	WenC_2017__N035__bin.73	XieH_2016__YSZC12003_35365__bin.50	ZeeviD_2015__PNP_Main_287__bin.55	ZeeviD_2015__PNP_Main_699__bin.32	ZeeviD_2015__PNP_Main_474__bin.23	ZeeviD_2015__PNP_Main_432__bin.52	BritoIL_2016__WL.10.ST__bin.22	BritoIL_2016__W1.55.ST__bin.61	ZeeviD_2015__PNP_Main_405__bin.13	ZeeviD_2015__PNP_Main_566__bin.19	XieH_2016__YSZC12003_36033__bin.58	ZeeviD_2015__PNP_Main_323__bin.18	ZeeviD_2015__PNP_Main_86__bin.59	LeChatelierE_2013__MH0421__bin.43	ZeeviD_2015__PNP_Validation_54__bin.2	BackhedF_2015__SID272_M__bin.42	ZeeviD_2015__PNP_Main_538__bin.6	ZeeviD_2015__PNP_Main_529__bin.29	ZeeviD_2015__PNP_Main_680__bin.22	XieH_2016__YSZC12003_35742__bin.40	BritoIL_2016__WL.2.ST__bin.2	LeChatelierE_2013__MH0077__bin.34	NielsenHB_2014__MH0077__bin.17	ZeeviD_2015__PNP_Main_67__bin.35	ZeeviD_2015__PNP_Main_77__bin.12	LiJ_2014__MH0252__bin.34	XieH_2016__YSZC12003_37337__bin.27	CM_madagascar__A90_03_1FE__bin.27	BritoIL_2016__WL.7.ST__bin.64	NielsenHB_2014__O2_UC40_2__bin.7
LeChatelierE_2013__MH0421__bin.43	947134.0	982229.0	962416.0	764418.0	929890.0	935845.0	949729.0	945560.0	755598.0	930556.0	940555.0	946790.0	916647.0	935955.0	1105300.0	976421.0	923690.0	878527.0	971745.0	955545.0	945934.0	949339.0	945086.0	929844.0	957407.0	627306.0	695909.0	981976.0	867402.0	892324.0	991134.0
ZeeviD_2015__PNP_Validation_54__bin.2	1311600.0	1349500.0	1275498.0	1030921.0	1291203.0	1349925.0	1341081.0	1316689.0	1037360.0	1310363.0	1330326.0	1267005.0	1272712.0	1323629.0	976421.0	1481316.0	1143555.0	1198131.0	1323264.0	1322029.0	1296704.0	1335942.0	1294680.0	1263057.0	1357733.0	874658.0	963113.0	1343684.0	1148138.0	1247884.0	1347732.0
BackhedF_2015__SID272_M__bin.42	1119737.0	1151478.0	1130233.0	876483.0	1079974.0	1093943.0	1116831.0	1106000.0	876561.0	1114389.0	1104328.0	1104447.0	1083236.0	1117060.0	923690.0	1143555.0	1326297.0	1002793.0	1146078.0	1113431.0	1115393.0	1120899.0	1125927.0	1106544.0	1140200.0	735354.0	823555.0	1138898.0	1016795.0	1066900.0	1148326.0
ZeeviD_2015__PNP_Main_538__bin.6	1180578.0	1195707.0	1141157.0	955567.0	1190413.0	1133587.0	1243960.0	1183321.0	972192.0	1180129.0	1182898.0	1140273.0	1219115.0	1188989.0	878527.0	1198131.0	1002793.0	1306474.0	1184211.0	1192283.0	1144614.0	1191467.0	1149451.0	1122446.0	1198813.0	792130.0	842974.0	1191650.0	1075053.0	1103938.0	1195204.0
ZeeviD_2015__PNP_Main_529__bin.29	1283228.0	1340626.0	1276139.0	1011618.0	1271230.0	1249854.0	1311348.0	1294942.0	1027255.0	1305615.0	1290107.0	1283603.0	1260251.0	1306462.0	971745.0	1323264.0	1146078.0	1184211.0	1490533.0	1299024.0	1292386.0	1311036.0	1291360.0	1252784.0	1315157.0	877732.0	966588.0	1342826.0	1164233.0	1218983.0	1345815.0
ZeeviD_2015__PNP_Main_680__bin.22	1283586.0	1323455.0	1247187.0	1027392.0	1290088.0	1245282.0	1320335.0	1297032.0	1030086.0	1309406.0	1279865.0	1237911.0	1260229.0	1314900.0	955545.0	1322029.0	1113431.0	1192283.0	1299024.0	1517489.0	1268601.0	1311969.0	1274157.0	1250246.0	1333959.0	863338.0	931096.0	1315991.0	1145572.0	1231244.0	1309981.0
XieH_2016__YSZC12003_35742__bin.40	1258078.0	1305275.0	1238067.0	993809.0	1267803.0	1215988.0	1281782.0	1267527.0	1017067.0	1266737.0	1291609.0	1228718.0	1213343.0	1239748.0	945934.0	1296704.0	1115393.0	1144614.0	1292386.0	1268601.0	1573020.0	1283682.0	1242319.0	1212180.0	1284199.0	838446.0	925210.0	1303776.0	1141362.0	1198807.0	1295629.0
BritoIL_2016__WL.2.ST__bin.2	1302000.0	1337769.0	1234465.0	1021816.0	1275536.0	1256007.0	1313500.0	1468834.0	1072392.0	1329322.0	1303338.0	1244249.0	1259431.0	1291593.0	949339.0	1335942.0	1120899.0	1191467.0	1311036.0	1311969.0	1283682.0	1475349.0	1283723.0	1250678.0	1334928.0	869162.0	931256.0	1318367.0	1160194.0	1218613.0	1328499.0
LeChatelierE_2013__MH0077__bin.34	1258721.0	1278550.0	1244475.0	1003279.0	1248396.0	1233170.0	1277091.0	1263431.0	997814.0	1277632.0	1275788.0	1242689.0	1243332.0	1275241.0	945086.0	1294680.0	1125927.0	1149451.0	1291360.0	1274157.0	1242319.0	1283723.0	1563350.0	1477226.0	1299601.0	827845.0	947490.0	1286334.0	1149833.0	1186423.0	1306694.0
NielsenHB_2014__MH0077__bin.17	1226613.0	1250835.0	1219292.0	973404.0	1225513.0	1201747.0	1245462.0	1232240.0	975340.0	1240332.0	1244254.0	1213550.0	1211154.0	1241683.0	929844.0	1263057.0	1106544.0	1122446.0	1252784.0	1250246.0	1212180.0	1250678.0	1477226.0	1501873.0	1262612.0	811205.0	918719.0	1256483.0	1122319.0	1162637.0	1275993.0
ZeeviD_2015__PNP_Main_67__bin.35	1322070.0	1324373.0	1270117.0	1035624.0	1312661.0	1279198.0	1326449.0	1322892.0	1046824.0	1354604.0	1312170.0	1265108.0	1256873.0	1375340.0	957407.0	1357733.0	1140200.0	1198813.0	1315157.0	1333959.0	1284199.0	1334928.0	1299601.0	1262612.0	1472758.0	855734.0	940092.0	1324077.0	1154353.0	1264516.0	1348425.0
ZeeviD_2015__PNP_Main_77__bin.12	849318.0	868714.0	844241.0	706854.0	837674.0	842206.0	853607.0	869358.0	655218.0	849102.0	842310.0	831458.0	833084.0	844562.0	627306.0	874658.0	735354.0	792130.0	877732.0	863338.0	838446.0	869162.0	827845.0	811205.0	855734.0	929540.0	670978.0	885080.0	774448.0	797551.0	872549.0
LiJ_2014__MH0252__bin.34	950701.0	974765.0	932548.0	779736.0	907509.0	951747.0	960902.0	931370.0	659932.0	925197.0	932074.0	952989.0	905619.0	939380.0	695909.0	963113.0	823555.0	842974.0	966588.0	931096.0	925210.0	931256.0	947490.0	918719.0	940092.0	670978.0	1055433.0	995290.0	822332.0	872338.0	983473.0
XieH_2016__YSZC12003_37337__bin.27	1303581.0	1370752.0	1289205.0	1021178.0	1293554.0	1276711.0	1352705.0	1298328.0	1013839.0	1290188.0	1275956.0	1293079.0	1276376.0	1306932.0	981976.0	1343684.0	1138898.0	1191650.0	1342826.0	1315991.0	1303776.0	1318367.0	1286334.0	1256483.0	1324077.0	885080.0	995290.0	1498562.0	1154037.0	1228938.0	1354268.0
CM_madagascar__A90_03_1FE__bin.27	1138706.0	1163409.0	1126472.0	930914.0	1191515.0	1103536.0	1160656.0	1155142.0	932398.0	1151040.0	1163292.0	1112463.0	1110520.0	1151115.0	867402.0	1148138.0	1016795.0	1075053.0	1164233.0	1145572.0	1141362.0	1160194.0	1149833.0	1122319.0	1154353.0	774448.0	822332.0	1154037.0	1361109.0	1083925.0	1143556.0
BritoIL_2016__WL.7.ST__bin.64	1211297.0	1240464.0	1172914.0	939216.0	1191543.0	1186105.0	1240781.0	1215932.0	980980.0	1224051.0	1226305.0	1170487.0	1176918.0	1239271.0	892324.0	1247884.0	1066900.0	1103938.0	1218983.0	1231244.0	1198807.0	1218613.0	1186423.0	1162637.0	1264516.0	797551.0	872338.0	1228938.0	1083925.0	1529740.0	1221250.0
NielsenHB_2014__O2_UC40_2__bin.7	1314117.0	1353300.0	1289614.0	1026542.0	1285937.0	1268315.0	1323842.0	1305021.0	1018974.0	1305466.0	1297923.0	1286948.0	1272024.0	1317084.0	991134.0	1347732.0	1148326.0	1195204.0	1345815.0	1309981.0	1295629.0	1328499.0	1306694.0	1275993.0	1348425.0	872549.0	983473.0	1354268.0	1143556.0	1221250.0	1486673.0
