	NielsenHB_2014__MH0144__bin.34	WenC_2017__N035__bin.73	XieH_2016__YSZC12003_35365__bin.50	ZeeviD_2015__PNP_Main_287__bin.55	ZeeviD_2015__PNP_Main_699__bin.32	ZeeviD_2015__PNP_Main_474__bin.23	ZeeviD_2015__PNP_Main_432__bin.52	BritoIL_2016__WL.10.ST__bin.22	BritoIL_2016__W1.55.ST__bin.61	ZeeviD_2015__PNP_Main_405__bin.13	ZeeviD_2015__PNP_Main_566__bin.19	XieH_2016__YSZC12003_36033__bin.58	ZeeviD_2015__PNP_Main_323__bin.18	ZeeviD_2015__PNP_Main_86__bin.59	LeChatelierE_2013__MH0421__bin.43	ZeeviD_2015__PNP_Validation_54__bin.2	BackhedF_2015__SID272_M__bin.42	ZeeviD_2015__PNP_Main_538__bin.6	ZeeviD_2015__PNP_Main_529__bin.29	ZeeviD_2015__PNP_Main_680__bin.22	XieH_2016__YSZC12003_35742__bin.40	BritoIL_2016__WL.2.ST__bin.2	LeChatelierE_2013__MH0077__bin.34	NielsenHB_2014__MH0077__bin.17	ZeeviD_2015__PNP_Main_67__bin.35	ZeeviD_2015__PNP_Main_77__bin.12	LiJ_2014__MH0252__bin.34	XieH_2016__YSZC12003_37337__bin.27	CM_madagascar__A90_03_1FE__bin.27	BritoIL_2016__WL.7.ST__bin.64	NielsenHB_2014__O2_UC40_2__bin.7
ZeeviD_2015__PNP_Main_566__bin.19	0.8271454751964032	0.8412901820367407	0.7983934731072097	0.6562626924745067	0.827442056700872	0.8012903920059474	0.8286382250253111	0.8358441057378678	0.6608780780993588	0.8192552261007472	1.0	0.795545765741293	0.7979276039298362	0.8303980294389951	0.6064547158755749	0.857119891760874	0.7124471714195165	0.7629414848628606	0.8319826407958358	0.8249742623683346	0.8295220641547788	0.8391281553614653	0.8221921703795129	0.8023376134243813	0.8459613407321233	0.5433399408018068	0.5999555127743297	0.8224520072728083	0.7478958788950107	0.7906757924533129	0.8362266433863309
XieH_2016__YSZC12003_36033__bin.58	0.82951853401389	0.8411908626893148	0.8262967115722534	0.6486145092460881	0.8082537026190276	0.82282453351184	0.851056480629236	0.8144858170864363	0.6370345577775919	0.8243956154296712	0.8116060580704543	1.0	0.8088206844615514	0.8237958329846875	0.6248561626642122	0.8372253367919003	0.7281325412099406	0.7509671157225337	0.8456316626223748	0.8158125679859426	0.8059891222491842	0.8198738180905363	0.8205492427411932	0.8017290603296796	0.8347639528072965	0.5480907037068028	0.6292614843946114	0.8515377792653335	0.7293227344992051	0.7722265919169944	0.8483313530248515
ZeeviD_2015__PNP_Main_323__bin.18	0.826116304071299	0.854374396472252	0.8060039555858288	0.666142811420318	0.8171293826714703	0.8109881031516116	0.9203309178545734	0.835393876227914	0.6626584217595518	0.8340432050640252	0.8316496105963744	0.8263214693113834	1.0	0.8376041897477562	0.6165283852948499	0.8567946624211139	0.7290239058537746	0.8304459745212127	0.8481729351486355	0.8480395777425805	0.8124782866787578	0.8466560801402783	0.8359594484064132	0.8148862427132146	0.8457218944137609	0.5598384939230056	0.6087628809576566	0.8586691888313516	0.7436644973861949	0.7916355499385873	0.8558679994200662
ZeeviD_2015__PNP_Main_86__bin.59	0.8668986155621601	0.8860395330722253	0.8437295082528267	0.694667320120962	0.8681792855901008	0.8469746480724238	0.8900903108516764	0.8667541893858396	0.6898636096687507	0.9022987718983624	0.8662517779478341	0.8423591707884027	0.8383391948001101	1.0	0.6299767138458843	0.892418241779002	0.7542010220718791	0.8017897894115762	0.8817526082272269	0.8875762002089046	0.8309631925440499	0.8710883436439477	0.8594610097237833	0.8373460081563143	0.9360411073859957	0.5696257377028983	0.6329220495648734	0.8803863776682906	0.7720818040814427	0.8397971462482734	0.886313326771411
LeChatelierE_2013__MH0421__bin.43	0.8432307970686691	0.8743807111191532	0.8574387044241382	0.6809825386772822	0.8221912602913236	0.8341644802316113	0.845185017642269	0.8430208993033566	0.6730362797430562	0.8283886727585271	0.8362046503211799	0.8445281823939202	0.8156247172713291	0.8326852438252059	1.0	0.8704071292861666	0.822155071021442	0.7815570433366508	0.8649941192436443	0.8517904641273863	0.8377426942911427	0.8463331222292589	0.8413652402062788	0.8279643535691668	0.8526110558219487	0.5588528001447571	0.6193259748484575	0.8790427938116349	0.7685967610603457	0.7939916764679272	0.8829059983714828
ZeeviD_2015__PNP_Validation_54__bin.2	0.8707763907228437	0.8966041006780457	0.8482727520664058	0.685526923357339	0.8510662140961146	0.9087750351714287	0.8909010636488095	0.8742246758962976	0.6891689551722927	0.8709093805778105	0.8818368261734836	0.8443235609417572	0.8457587712547491	0.8801511628848943	0.6494637200975348	1.0	0.7604758201491107	0.7960043636874239	0.8797656948281122	0.8784992533666011	0.8565998071984641	0.8868249583478475	0.8602607411247837	0.8397965052696387	0.9029869386410462	0.5815619354681918	0.6393787686084536	0.8933029819430831	0.7590743636064149	0.8297797363965556	0.8961707022674433
BackhedF_2015__SID272_M__bin.42	0.8316968220541854	0.8547964746960899	0.8402197999392292	0.6503829836002042	0.7956800022920959	0.8121702755868406	0.8292848434400439	0.8199468143259013	0.6502276639395249	0.8267635378802787	0.8186650501358294	0.8201322931439942	0.8037453149633905	0.8307739518373335	0.6851617699504712	0.8493610405512491	1.0	0.744015857684968	0.849894103658532	0.8264988912739756	0.8236850418872996	0.8312255852196001	0.8355767976554271	0.8217028312663	0.8464499278819149	0.5455716178201413	0.61102829909138	0.8452013387649976	0.7510293697414682	0.7915474437475165	0.8517044070822749
ZeeviD_2015__PNP_Main_538__bin.6	0.8894581905189082	0.9007136766594667	0.8594453467883785	0.7197487282563603	0.8898393691722912	0.8538141593326771	0.9474746531503879	0.8908642651901223	0.7320819243245561	0.8885381569017065	0.8899893912928999	0.8586860511575432	0.9294543940407539	0.8965949571135744	0.6612110152976638	0.9025315467433719	0.7553047362595812	1.0	0.892251969805752	0.8982949526741443	0.856458681917895	0.8969883824706806	0.8649395242461771	0.8455292642639655	0.9039108317501917	0.5961060074674276	0.6339567415807739	0.8967051774470828	0.8054327908553863	0.8324459575927267	0.899560955671525
ZeeviD_2015__PNP_Main_529__bin.29	0.8461577167362279	0.885257823879109	0.8429239741756808	0.670230716126379	0.8331368711729294	0.8255838683209296	0.8644565400430584	0.8545278769406648	0.6779105192572054	0.8637889936016176	0.8506816018162631	0.8475276964683104	0.8320708095694628	0.8642545988582607	0.6414336348138552	0.8743254929612427	0.7562475973359865	0.7820719165560239	1.0	0.8592060692383195	0.8489318921486475	0.8647886360114134	0.8526815575368005	0.8275912039518749	0.8705791820778205	0.5808277978414432	0.6374833700427969	0.8867566165928564	0.7649002068387618	0.8071542193295956	0.887701245125066
ZeeviD_2015__PNP_Main_680__bin.22	0.8322946657273957	0.8581327442900739	0.8102523313183819	0.6675534386081217	0.8305411110064059	0.8078299084869809	0.855366991128107	0.8428601459384549	0.66862758148494	0.850348832841622	0.8285318707417318	0.8031175184795409	0.817161771848099	0.8545089947933725	0.6204222897167624	0.8575581108001442	0.7223663565271313	0.7733822123257565	0.8439435145823133	1.0	0.8186385535578841	0.8525228189462988	0.8270155500303461	0.8120098399395317	0.8675417087043136	0.5615836424514445	0.6033447359420727	0.854008826423124	0.7396363334429443	0.7998212837127651	0.8494611822556869
XieH_2016__YSZC12003_35742__bin.40	0.7829728801922416	0.8125128733264676	0.7708299958042492	0.6183030094976542	0.7853390293829703	0.7569465105338776	0.7973585841248044	0.7886841871050592	0.6343117061448679	0.7881902328006001	0.8036890821477158	0.765436548804211	0.7552574029573687	0.771763232508169	0.5886492225146532	0.8066617080520273	0.6944927591511869	0.711332977330231	0.8044150741885037	0.7897388462956606	1.0	0.7986223951380147	0.7730868011849819	0.7548365564328489	0.7992816365971189	0.5219183481456052	0.5754713862506515	0.8110678821629731	0.7090482002771739	0.7466942569070959	0.8063260479841325
BritoIL_2016__WL.2.ST__bin.2	0.8680007238965154	0.8923332716530122	0.823789489808852	0.6812205112146347	0.8440572366267235	0.8365139367024345	0.8747991153279665	0.9944745277219152	0.7166785621571574	0.8871677142154162	0.8668179529047025	0.8301689973016554	0.839130944610394	0.8625891229803931	0.6340547219674803	0.8904116924198952	0.7472482782040045	0.7943151078151678	0.8736888695488322	0.8768732008494262	0.8514927654405838	1.0	0.8559839061808426	0.8346906392995826	0.8914426349290914	0.5810394693052288	0.6203406787139857	0.8791946854608638	0.7697880298153181	0.8137078074408157	0.8854833669863876
LeChatelierE_2013__MH0077__bin.34	0.7920561614481721	0.8043963283973519	0.7842651997313462	0.6316327118047782	0.7801330476220936	0.7758313877250775	0.8032359996162087	0.7949902453065533	0.6278414942271404	0.8044404643873733	0.8015146960053732	0.7840841782070553	0.7818914510506284	0.8031681965011034	0.594851440816196	0.8151200946685003	0.7088770908625707	0.7228202257971663	0.8129657466338311	0.8027549812901781	0.7778686794383856	0.8078005564972655	1.0	0.9446349186042793	0.8190251703073529	0.5215191735695782	0.6011648063453482	0.8097534141427064	0.7199321968848945	0.7471250839543288	0.8222809991364698
NielsenHB_2014__MH0077__bin.17	0.8042304509102965	0.8193489063322931	0.8003020228741046	0.6383941917858567	0.7978570757980202	0.7878116192247946	0.8160044158194468	0.807872569784529	0.6395467526215599	0.8134069924687374	0.8141760321944665	0.7974595721475785	0.793379999507282	0.8145322540587653	0.6093384726937632	0.8283017272432489	0.7256419151286426	0.7355229103925565	0.8213424171018454	0.8204528611939891	0.7905948106131476	0.8199494897371482	0.9833021833404022	1.0	0.828778465289675	0.5321495226294101	0.6071438796755785	0.8238472893513632	0.732656489596657	0.7625052184838531	0.8364155957261367
ZeeviD_2015__PNP_Main_67__bin.35	0.8832068812391446	0.8854109093279412	0.8500554741512183	0.6936271946918638	0.8707744245829933	0.8551948113675159	0.8858834920604743	0.8850191273787005	0.7002440319455063	0.9129205205471639	0.8754140191396007	0.8467331360617291	0.8396797029790366	0.9285388366588401	0.6398817728370852	0.9082340751162106	0.7622732315831929	0.8018533934291988	0.8810863699263558	0.8938909175845591	0.8536949043902664	0.8930109359446698	0.8694048852560978	0.8451626132738712	1.0	0.5728463196261707	0.6282593610083939	0.884809316941412	0.7675205295099399	0.8500371412003872	0.901330021632882
ZeeviD_2015__PNP_Main_77__bin.12	0.8983798437937043	0.9201970867310713	0.8948705811476645	0.7495556942143425	0.8819900165673344	0.8921036211459431	0.9030369860361039	0.9222152892828711	0.6943122404630248	0.8994707059405727	0.8908363276459323	0.8808432127719088	0.8806678572197001	0.8952783097015728	0.6645222368053015	0.9267777610430966	0.7784387976848763	0.8378305398369086	0.931367127826667	0.916794328377477	0.8832196570346622	0.9222152892828711	0.8771187899391096	0.8598026981087419	0.9076145190094025	1.0	0.710511650924113	0.9372087268971748	0.8169955031520967	0.845965746498268	0.9240086494395078
LiJ_2014__MH0252__bin.34	0.8855057592476264	0.9087559323993092	0.8696127560915757	0.7263104337272002	0.8403802041437021	0.8873362875710729	0.8949217998679215	0.8673776544792517	0.6147628508867925	0.861927758559757	0.8663287958591402	0.8906657267680659	0.8434026603299309	0.8761048782821836	0.6485878307765628	0.8973776639540358	0.7678412556742115	0.7847471132700986	0.900284527772014	0.867481877106363	0.857684002679469	0.8671502596564633	0.8904695987334109	0.8639610472668563	0.8766771552528677	0.6257611804823233	1.0	0.9280778599873227	0.7617290723333455	0.8136054112387996	0.9170653182153675
XieH_2016__YSZC12003_37337__bin.27	0.8560359864990571	0.9006414149030871	0.8478488043871392	0.6709679012279772	0.842450295683462	0.8392752518747973	0.887454773309346	0.852279051517388	0.6657108614792048	0.8472675805205256	0.8364311920360986	0.8488744543101987	0.83785455656823	0.8582921494072318	0.6483588933924657	0.8830225242599239	0.7480424567018248	0.7817641178676624	0.882005549319948	0.8647950501881136	0.8513668436808086	0.865575798665654	0.8447618450220945	0.8256675399482971	0.8695736312544959	0.5813393106191135	0.6536426253968805	1.0	0.7541663274525845	0.8069349149384543	0.8891577392193316
CM_madagascar__A90_03_1FE__bin.27	0.8199864963055861	0.836876400053192	0.8111253397046085	0.669506262907673	0.856293654659546	0.7939540477654617	0.8346355802511042	0.8308842274939038	0.6719226748188426	0.82787050853385	0.8374186049757955	0.8004627109217557	0.7989169126058236	0.828718346583558	0.6241454578582611	0.8261123833579824	0.7318208901711766	0.7731026684857716	0.8376324012257652	0.8246143402181604	0.8194398832128801	0.8343975390655708	0.8269036498913753	0.808426804906881	0.8304786758444769	0.5579494368195346	0.5906609977599149	0.8303265939759417	1.0	0.7807185170328019	0.822294173354228
BritoIL_2016__WL.7.ST__bin.64	0.7792559519918417	0.7990482042700067	0.7552930563363709	0.6058408618458039	0.7622406422006354	0.763375475571012	0.7981388994208166	0.7828094970387125	0.6321263744165675	0.7912455711428086	0.7877260188005805	0.7541216154379176	0.7567024461673226	0.8020349863375476	0.5736916077241885	0.8035130152836429	0.6862780603239765	0.7109502268359329	0.7864669813170866	0.7934158745930681	0.7678200217030345	0.7847758442611164	0.763540209447357	0.7486147972858133	0.8183737105651941	0.5140474851935622	0.561341142939323	0.7904885797586518	0.6946559546066652	1.0	0.7855982062311242
NielsenHB_2014__O2_UC40_2__bin.7	0.8690888985002083	0.8953999971748999	0.8546560003443932	0.6798488975046967	0.84490133337997	0.8402002323308488	0.8758819188886864	0.8632954254230756	0.6744280685799768	0.8634810748564075	0.8572409669106791	0.8524409873590225	0.8417997770861514	0.8709803702629967	0.6564160376895255	0.8929414874689996	0.7598261352698273	0.7905255560570482	0.8900060739651559	0.867068951948411	0.8531580246631237	0.8787386331762264	0.8646911593874376	0.8449672523816603	0.8928937298249178	0.5777349827433471	0.6510517107662546	0.8962683791257392	0.7528434295907709	0.808355973371414	1.0
