	NielsenHB_2014__MH0144__bin.34	WenC_2017__N035__bin.73	XieH_2016__YSZC12003_35365__bin.50	ZeeviD_2015__PNP_Main_287__bin.55	ZeeviD_2015__PNP_Main_699__bin.32	ZeeviD_2015__PNP_Main_474__bin.23	ZeeviD_2015__PNP_Main_432__bin.52	BritoIL_2016__WL.10.ST__bin.22	BritoIL_2016__W1.55.ST__bin.61	ZeeviD_2015__PNP_Main_405__bin.13	ZeeviD_2015__PNP_Main_566__bin.19	XieH_2016__YSZC12003_36033__bin.58	ZeeviD_2015__PNP_Main_323__bin.18	ZeeviD_2015__PNP_Main_86__bin.59	LeChatelierE_2013__MH0421__bin.43	ZeeviD_2015__PNP_Validation_54__bin.2	BackhedF_2015__SID272_M__bin.42	ZeeviD_2015__PNP_Main_538__bin.6	ZeeviD_2015__PNP_Main_529__bin.29	ZeeviD_2015__PNP_Main_680__bin.22	XieH_2016__YSZC12003_35742__bin.40	BritoIL_2016__WL.2.ST__bin.2	LeChatelierE_2013__MH0077__bin.34	NielsenHB_2014__MH0077__bin.17	ZeeviD_2015__PNP_Main_67__bin.35	ZeeviD_2015__PNP_Main_77__bin.12	LiJ_2014__MH0252__bin.34	XieH_2016__YSZC12003_37337__bin.27	CM_madagascar__A90_03_1FE__bin.27	BritoIL_2016__WL.7.ST__bin.64	NielsenHB_2014__O2_UC40_2__bin.7
ZeeviD_2015__PNP_Main_566__bin.19	0.8419122158115999	0.8559315972816861	0.812080184615425	0.6683477326278368	0.8474895228646624	0.8158517564908372	0.8438649294339428	0.8515242124022249	0.6729972382487781	0.8347096158678978	1.0	0.8098072679528593	0.8117068331197553	0.8450886562167617	0.617148710034494	0.8728984214908733	0.7246089815640475	0.7761629833474735	0.8465085729770944	0.8397882460550395	0.8474941159410591	0.8551901435205144	0.8371131071308824	0.8164219541177914	0.8609852936255318	0.5526848828076557	0.6115838699030796	0.8372233409644017	0.7632984325142566	0.8046446500830362	0.8516370708508281
XieH_2016__YSZC12003_36033__bin.58	0.8426468077985105	0.8551224165341812	0.8383298468747385	0.6588911388168354	0.827327587649569	0.8340389925529245	0.8651955484896662	0.8270069450255209	0.6468600117145009	0.8376396954229771	0.8261554681616601	1.0	0.8217494770312108	0.8364568655342649	0.6337812735335955	0.8481332106099908	0.7393168772487658	0.7632988034474103	0.8592439126432935	0.8286576855493264	0.8225038908877919	0.8329003430675257	0.8318560789892059	0.8123504309262823	0.8468633587147519	0.556578026943352	0.6379308844448164	0.8655871475190361	0.7446827880512091	0.7835240565643042	0.8614830558112292
ZeeviD_2015__PNP_Main_323__bin.18	0.83910531542104	0.8679146184336864	0.8188555062247134	0.6769748522126388	0.8361488843114244	0.8243484635859054	0.9224858367595928	0.8499182074576197	0.6733906154683649	0.848278253305212	0.8460111774022798	0.8395300074680148	1.0	0.8512353682989613	0.6268803394253732	0.8703875434608367	0.7408079133600869	0.8337334055514979	0.8618656632718659	0.8618506178209263	0.8297860263322747	0.8613048782823018	0.8502950276152413	0.8282890039637925	0.8595555026685159	0.5697329295681408	0.619338465199872	0.8728932949264004	0.7594670080616261	0.8048755467653649	0.8699170311769099
ZeeviD_2015__PNP_Main_86__bin.59	0.8804082811642255	0.900230944985263	0.8564896636033715	0.7046450470035333	0.8884721900894895	0.8604186031866848	0.9046602425538381	0.8796252311845547	0.7000405214674794	0.9096610844694631	0.8815766957755001	0.8553055058543938	0.8519823348305285	1.0	0.6406464543031472	0.9060032006483435	0.7646099740306677	0.8138442415024703	0.8942526595635455	0.9000283376478657	0.848587977444875	0.8840750632805687	0.8728823768578614	0.8499124544646854	0.9413985655948099	0.5780893854289731	0.6429908128524239	0.8945743671600885	0.7879200850950817	0.8482614784585962	0.9015232512454191
LeChatelierE_2013__MH0421__bin.43	0.8569021984981453	0.8886537591604089	0.8707283090563648	0.6915932326065322	0.8413010042522392	0.8466886818058446	0.8592499773817063	0.855478150728309	0.6836134985976658	0.8419035555957659	0.8509499683343889	0.8565909707771646	0.8293196417262282	0.8467882022980187	1.0	0.883399077173618	0.8356916674206097	0.7948312675291777	0.879168551524473	0.8645118972224736	0.8558165204017009	0.8588971320003619	0.8550493078802135	0.8412593865918755	0.8661965077354564	0.5675436533067946	0.6296109653487741	0.8884248620284085	0.784766126843391	0.8073138514430471	0.8967103953677734
ZeeviD_2015__PNP_Validation_54__bin.2	0.885428902408399	0.9110142602928747	0.8610573301037726	0.6959494125493818	0.8716593893537908	0.9113011673403919	0.9053308004504103	0.8888643611491404	0.7002962230881189	0.8845938341312725	0.8980703644597101	0.8553239146812699	0.8591765700228715	0.8935493844662449	0.6591578029265869	1.0	0.7719858558200952	0.8088287711737401	0.893302981943083	0.8924692638167684	0.8753729791617724	0.9018615879393729	0.8740066265401846	0.8526587169786866	0.9165721561098374	0.5904601043936608	0.6501738994245657	0.9070880217320275	0.7750797264054395	0.8424157978446193	0.9098207269752031
BackhedF_2015__SID272_M__bin.42	0.8442581111168916	0.8681901565034076	0.8521718740221835	0.6608497191805456	0.8142776467111061	0.8248099784588219	0.8420670483308037	0.8339007024821741	0.6609085295375018	0.840225831770712	0.8326400497022914	0.8327297731955965	0.8167371259981738	0.8422397095069958	0.6964428027809759	0.8622163813987365	1.0	0.7560847985028994	0.8641186702525905	0.8395035199506596	0.8409828266217898	0.8451342346397527	0.8489252407266246	0.8343108670229971	0.8596867820706825	0.55444142601544	0.6209431220910551	0.8587051014968744	0.7666420115554812	0.8044201261105167	0.8658136148992269
ZeeviD_2015__PNP_Main_538__bin.6	0.9036368117543863	0.9152168355436082	0.8734632300374903	0.7314091210387654	0.9111647074492106	0.8676690083384744	0.9521505977156836	0.9057363560239239	0.744134211626102	0.9032931386311553	0.9054125837942432	0.8727865996567862	0.9331337630905782	0.9100747508178502	0.6724412426117933	0.9170722111576656	0.767556797915611	1.0	0.9064175789185243	0.9125960409468539	0.8761092834606735	0.9119714590569732	0.8798116150799786	0.8591414754522478	0.9175942269038649	0.6063113387637259	0.645228301519969	0.9121115307308068	0.8228659736052918	0.8449751009204929	0.9148318297953116
ZeeviD_2015__PNP_Main_529__bin.29	0.8609188793538955	0.8994272518622533	0.8561628625464851	0.6786954733642261	0.8528694098017287	0.8385282311763644	0.8797846139602411	0.8687778130373497	0.6891863514595115	0.8759383388358393	0.8655340069626101	0.8611704672087099	0.8455035883137106	0.8765065919372466	0.6519446399375257	0.8877790696348219	0.76890481458646	0.7944882803668218	1.0	0.8715164306996223	0.8670629902189351	0.8795752928650356	0.866374645848163	0.8404939709486472	0.8823400756642087	0.5888712292850946	0.6484848037581188	0.9009032339438309	0.7810850212642055	0.8178168480671009	0.9029085568719377
ZeeviD_2015__PNP_Main_680__bin.22	0.8458618151433058	0.8721348227235914	0.8218754798222591	0.6770342322086025	0.8501465249500985	0.8206201165214377	0.8700787946403565	0.8547225054020161	0.6788095333804726	0.8628767654987944	0.8434097380607042	0.8157627501747954	0.8304699408035248	0.8664972200786958	0.6296882547418795	0.8711951124522155	0.7337325015206041	0.7856946574242054	0.8560352002551583	1.0	0.8359869494935384	0.864565739850503	0.8396482610417604	0.8238913099205332	0.8790567839371488	0.568925376065329	0.6135767705729662	0.867216170924468	0.7549128856947234	0.8113693081136009	0.8632556809308009
XieH_2016__YSZC12003_35742__bin.40	0.7997851266989612	0.8297891953058448	0.7870637372697105	0.6317840841184473	0.8059675020025174	0.7730276792412049	0.8148542294439994	0.8057920433306633	0.6465696558212864	0.8052898246684721	0.8211014481697626	0.7811203926205643	0.7713462003026026	0.7881323822964743	0.6013489974698351	0.8243404406809831	0.7090774433891496	0.7276538124117938	0.8215954024742216	0.8064748064233132	1.0	0.8160620971125605	0.7897668179679852	0.7706068581454781	0.8163907642623743	0.5330167448602052	0.5881743398049611	0.8288362512873326	0.7255864515390777	0.7621053769182846	0.8236570418685077
BritoIL_2016__WL.2.ST__bin.2	0.8825030552093098	0.906747488221431	0.8367274455061141	0.6925927356849125	0.8645656044773135	0.8513287364548998	0.8902978210579328	0.9955840956953236	0.7268734380814302	0.901022063254186	0.8834099592706539	0.8433590967289774	0.8536495432606116	0.875449131019169	0.6434674100839869	0.9055091371600889	0.7597517604309217	0.807583154900976	0.8886277077491496	0.889260100491477	0.8700870099210424	1.0	0.8701147999558071	0.8477167097412206	0.9048218421539581	0.5891229803931137	0.6312106491413219	0.8935967015262152	0.7863861364328033	0.8259828691380819	0.900464229141715
LeChatelierE_2013__MH0077__bin.34	0.8051434419675696	0.8178271020564812	0.796030959158218	0.6417494483001247	0.7985390347650878	0.7887996929670259	0.8168938497457383	0.8081562030255541	0.6382537499600217	0.8172399014935875	0.8160603831515656	0.7948885406338951	0.7952998368887325	0.8157104934915406	0.604526177759299	0.8281446892890267	0.7202014903892282	0.7352486647263888	0.8260210445517638	0.8150171106917836	0.7946518693830557	0.8211360220040298	1.0	0.9449106086289059	0.8312924169251927	0.5295327341925993	0.6060639012377267	0.8228061534525218	0.7354930118015799	0.7588978795535228	0.8358294687689897
NielsenHB_2014__MH0077__bin.17	0.8167221862301273	0.832850047906847	0.8118476062889473	0.6481267057867076	0.8159897674437186	0.8001655266457284	0.8292725150528707	0.820468841240238	0.649415762850787	0.8258567801671646	0.8284681860583418	0.8080243802238938	0.8064290389400436	0.8267563236039266	0.619122921844923	0.840987886459108	0.7367760123525757	0.7473641246630042	0.8341477608293111	0.8324578709384881	0.8071121859171847	0.8327455117709687	0.9835891583376224	1.0	0.8406915897682428	0.5401288923897027	0.6117155045732895	0.8366106854574255	0.747279563584937	0.774124709612597	0.8496011313872744
ZeeviD_2015__PNP_Main_67__bin.35	0.8976831224138657	0.8992468552199343	0.8624071300240773	0.7031868100529755	0.8912944285483426	0.8685731124869123	0.9006564554393865	0.8982412589169436	0.7107915896569565	0.9197736491670729	0.8909610404424896	0.8590060281458325	0.8534144781423696	0.9338533554053008	0.6500776094918513	0.9218982344689352	0.7741937236124333	0.8139918438738747	0.8929892080029441	0.9057557317631274	0.8719687823797256	0.9064136809985076	0.8824267123315576	0.857311248691231	1.0	0.5810418276458182	0.6383207560237324	0.899045871758972	0.7838035848387854	0.8586040612239078	0.9155781194194837
ZeeviD_2015__PNP_Main_77__bin.12	0.9136970974890806	0.9345633324009726	0.9082352561482023	0.7604341932568798	0.9011704714159692	0.9060460012479291	0.9183112076941283	0.9352561482023366	0.7048841362394302	0.9134647244873808	0.9061578845450438	0.8944832928114982	0.8962325451298492	0.9085805882479506	0.6748563805753384	0.9409578931514513	0.7910945198700432	0.8521741936872002	0.9442649052219377	0.9287798265808894	0.902000989736859	0.9350452912193128	0.890596424037696	0.8726950964993437	0.9205994362803107	1.0	0.7218387589560428	0.9521698904834649	0.8331518815758332	0.858006110549304	0.9386890289820772
LiJ_2014__MH0252__bin.34	0.9007686892488675	0.923568810147115	0.883569113340212	0.7387830397571423	0.8598452009743868	0.9017597516848536	0.9104339166958016	0.8824529837516925	0.6252713341349001	0.8766041994138899	0.883120008565205	0.9029365198927833	0.8580544667449284	0.8900422859622543	0.6593587655493054	0.9125287915007395	0.7803005970061576	0.7986996806050218	0.9158212790390294	0.8821933746623424	0.8766165166334575	0.882344971210868	0.8977263360156448	0.8704664341554603	0.8907168906031931	0.6357371808537349	1.0	0.9430158048876622	0.7791418308883652	0.8265214371731792	0.9318194523006198
XieH_2016__YSZC12003_37337__bin.27	0.8698879325646853	0.9147115701585921	0.8602947358868035	0.6814386058101033	0.8631968513815245	0.8519574098368969	0.9026686917191281	0.866382572092446	0.6765412442061123	0.8609506980692156	0.8514535935116465	0.8628798808457708	0.8517338621958918	0.8721240762811282	0.6552788606677602	0.8966489207653737	0.7599939141657135	0.7951956609069227	0.8960763718818441	0.8781692048777427	0.8700180573109421	0.8797547248629018	0.8583788992380695	0.8384591361585306	0.8835650443558558	0.5906195405995881	0.664163377958336	1.0	0.7700962656199744	0.8200781816167766	0.9037116916083552
CM_madagascar__A90_03_1FE__bin.27	0.8366016241168047	0.8547507951236822	0.8276133652778727	0.6839378771281359	0.875400133273676	0.810762400366172	0.8527281797416666	0.8486770714174985	0.6850281645334797	0.8456633524574446	0.8546648358066841	0.8173210227836272	0.8158935103654447	0.8457184545837255	0.6372759272034789	0.8435312675178843	0.7470342198898104	0.7898360821947398	0.8553561838177545	0.8416460401040622	0.8385529740821639	0.8523887506437765	0.8447765755718315	0.8245621768719478	0.848097397049024	0.5689830865860118	0.6041632227837741	0.8478652334236273	1.0	0.7963542963862557	0.840164894949633
BritoIL_2016__WL.7.ST__bin.64	0.7918319452978938	0.8108985840731104	0.7667407533306313	0.6139710016081165	0.7789186397688496	0.7753637873102619	0.8111058088302587	0.7948618719520965	0.6412723730830076	0.8001693098173546	0.8016427628224404	0.7651542092120229	0.769358191588113	0.8101187129839058	0.5833174264907762	0.8157490815432688	0.6974387804463503	0.7216507380339142	0.7968563285264163	0.8048714160576307	0.7836671591250801	0.7966144573587669	0.7755716657732686	0.7600226182227046	0.8266215173820388	0.5213637611620275	0.5702524612025573	0.8033639703479023	0.7085681226875156	1.0	0.7983382797076627
NielsenHB_2014__O2_UC40_2__bin.7	0.8839314361665276	0.9102876019138035	0.8674496678153165	0.6904961615634373	0.8649763599661795	0.8531230472336553	0.8904728881199834	0.8778130765810639	0.6854056002900436	0.878112402660168	0.8730386574586342	0.8656564019121892	0.8556178796547728	0.8859271675748467	0.6666792226669886	0.9065423263891925	0.7724133013783125	0.8039454540440298	0.9052528699989844	0.881149385238045	0.8714956147047804	0.8936053859860238	0.8789384081099206	0.8582875992232321	0.9070084679011458	0.5869138674072913	0.6615261056062766	0.9109387202162144	0.7692047948674658	0.8214651103504268	1.0
