	NielsenHB_2014__MH0144__bin.34	WenC_2017__N035__bin.73	XieH_2016__YSZC12003_35365__bin.50	ZeeviD_2015__PNP_Main_287__bin.55	ZeeviD_2015__PNP_Main_699__bin.32	ZeeviD_2015__PNP_Main_474__bin.23	ZeeviD_2015__PNP_Main_432__bin.52	BritoIL_2016__WL.10.ST__bin.22	BritoIL_2016__W1.55.ST__bin.61	ZeeviD_2015__PNP_Main_405__bin.13	ZeeviD_2015__PNP_Main_566__bin.19	XieH_2016__YSZC12003_36033__bin.58	ZeeviD_2015__PNP_Main_323__bin.18	ZeeviD_2015__PNP_Main_86__bin.59	LeChatelierE_2013__MH0421__bin.43	ZeeviD_2015__PNP_Validation_54__bin.2	BackhedF_2015__SID272_M__bin.42	ZeeviD_2015__PNP_Main_538__bin.6	ZeeviD_2015__PNP_Main_529__bin.29	ZeeviD_2015__PNP_Main_680__bin.22	XieH_2016__YSZC12003_35742__bin.40	BritoIL_2016__WL.2.ST__bin.2	LeChatelierE_2013__MH0077__bin.34	NielsenHB_2014__MH0077__bin.17	ZeeviD_2015__PNP_Main_67__bin.35	ZeeviD_2015__PNP_Main_77__bin.12	LiJ_2014__MH0252__bin.34	XieH_2016__YSZC12003_37337__bin.27	CM_madagascar__A90_03_1FE__bin.27	BritoIL_2016__WL.7.ST__bin.64	NielsenHB_2014__O2_UC40_2__bin.7
ZeeviD_2015__PNP_Main_566__bin.19	0.9824604746933603	0.982894176016583	0.983146108269226	0.9819180352332257	0.976344880234004	0.9821519481093949	0.9819559933378846	0.9815858358036326	0.9819922587186912	0.981485310012774	1.0	0.9823890167747957	0.9830243769946357	0.982616466722518	0.9826719330607993	0.9819239795358431	0.9832160372642911	0.9829655642329262	0.9828401830235787	0.9823598582663016	0.9787938919595636	0.9812182258170943	0.9821757219851575	0.9827486992205772	0.9825502793083213	0.9830917358217284	0.9809864881972891	0.9823567583835179	0.979821059544809	0.982639718503961	0.981904935808981
XieH_2016__YSZC12003_36033__bin.58	0.9844201940087813	0.9837081176034056	0.985646299786004	0.98440314497293	0.9769451843317226	0.9865540350736386	0.9836579512167948	0.9848597064215728	0.9848105405204031	0.9841888104567225	0.9823890167747957	1.0	0.9842667468236571	0.9848634961690577	0.9859176797389072	0.9871389615668447	0.98487206719743	0.983844219761408	0.9841578743583491	0.9844988856226337	0.9799213489181406	0.9843600436890043	0.9864077013637362	0.9869251369947675	0.9857126822374058	0.9847508833879763	0.986410126454765	0.9837689731253852	0.9793736960240476	0.9855812153402814	0.9847336489119995
ZeeviD_2015__PNP_Main_323__bin.18	0.9845204039218562	0.9843991313501894	0.9843054720384846	0.9839993453864392	0.9772534509142868	0.9837928242430678	0.9976640086826818	0.9829109070705137	0.9840624542987602	0.983218892874217	0.9830243769946357	0.9842667468236571	1.0	0.9839865928286737	0.9834865548024485	0.9843829554526082	0.9840930323585996	0.996056975757004	0.984112688662814	0.9839751346779038	0.979141924418734	0.9829923195474782	0.9831404644937957	0.9838187381621165	0.9839060907506169	0.9826332038545933	0.982924386524576	0.9837046450262306	0.9791926304794151	0.983550255837705	0.983850147481494
ZeeviD_2015__PNP_Main_86__bin.59	0.9846552265680637	0.9842358097196159	0.9851017987807802	0.9858400666761216	0.9771597752571808	0.984375099440587	0.9838945816154901	0.9853675845776022	0.9854623961233057	0.9919065323373764	0.982616466722518	0.9848634961690577	0.9839865928286737	1.0	0.983345353141978	0.9850056171328975	0.9863865862173921	0.9851882565776471	0.9860217901477425	0.9861647273556925	0.9792304565121299	0.9853103880247106	0.9846240828204238	0.985214422682762	0.9943090435819506	0.9853592749851402	0.984340735378654	0.9841399552539841	0.9798986200336196	0.9900215529936551	0.9831286387200816
LeChatelierE_2013__MH0421__bin.43	0.9840455521605179	0.9839385723695798	0.9847373692872936	0.9846576087951879	0.9772854853799912	0.9852080205589601	0.9836311200352943	0.9854382588095943	0.9845274868382394	0.9839472315475909	0.9826719330607993	0.9859176797389072	0.9834865548024485	0.983345353141978	1.0	0.9852932290477161	0.98380192488822	0.983299318063076	0.9838774575634555	0.9852848374487858	0.9788811904424621	0.9853719272040862	0.9839961654283313	0.9841962737835594	0.984315970115113	0.9846868992166502	0.9836645308510165	0.9894396604397664	0.9793959432881179	0.9834981464131862	0.9846055124735908
ZeeviD_2015__PNP_Validation_54__bin.2	0.9834515096065873	0.9841822897369397	0.9851524659387941	0.9850240707095888	0.9763747451020482	0.997227994147823	0.9840613654208806	0.9835298996194242	0.9841106269761702	0.9845302408569229	0.9819239795358431	0.9871389615668447	0.9843829554526082	0.9850056171328975	0.9852932290477161	1.0	0.9850903542024652	0.9841444716813104	0.984845805523312	0.9843467881566894	0.9785540879028676	0.9833271204887637	0.9842725615596132	0.9849151700992117	0.9851782346013539	0.9849301098257833	0.9833965484839265	0.9848029745088875	0.9793500432874794	0.9850002083526994	0.984997017211137
BackhedF_2015__SID272_M__bin.42	0.9851215062108334	0.9845728706931439	0.9859745733844261	0.9841617007973914	0.9771605612727714	0.9846756183823105	0.9848204428422922	0.9832667269439421	0.9838391167300393	0.9839777671890156	0.9832160372642911	0.98487206719743	0.9840930323585996	0.9863865862173921	0.98380192488822	0.9850903542024652	1.0	0.9840375830305955	0.9835386422215591	0.9845091433595795	0.9794314649634702	0.9835426742284541	0.9842760676313829	0.984888083980393	0.9846027012804771	0.984002262855713	0.9840326389858601	0.9842742721472862	0.9796350296765818	0.9839975630330865	0.9837041049318748
ZeeviD_2015__PNP_Main_538__bin.6	0.9843093806593042	0.9841533084610193	0.983951375665224	0.9840576327981189	0.976595517690079	0.9840321034027384	0.9950890703881153	0.9835801105532649	0.9838036108093875	0.983665345059735	0.9829655642329262	0.983844219761408	0.996056975757004	0.9851882565776471	0.983299318063076	0.9841444716813104	0.9840375830305955	1.0	0.9843718729179175	0.9843292238503778	0.977570604588097	0.98357067379961	0.9830962781362581	0.9841560306687359	0.9850877492986813	0.9831681668413013	0.9825308965638323	0.983109134393488	0.9788140677715425	0.985172174524294	0.9833074521169608
ZeeviD_2015__PNP_Main_529__bin.29	0.9828541771220702	0.9842461655972657	0.9845369509120871	0.9875279008479485	0.9768633528157769	0.9845629969580447	0.9825774699012009	0.9835977209790091	0.9836389212026225	0.9861299081275874	0.9828401830235787	0.9841578743583491	0.984112688662814	0.9860217901477425	0.9838774575634555	0.984845805523312	0.9835386422215591	0.9843718729179175	1.0	0.9858747798347067	0.9790890647221496	0.9831888674300324	0.9841949572543675	0.9846485906588845	0.9866707929167392	0.9863409332233529	0.983035171138065	0.9842972954053615	0.9792790618372783	0.9869620823260046	0.9831574176242649
ZeeviD_2015__PNP_Main_680__bin.22	0.9839605604922459	0.9839450529107525	0.9858577743353643	0.9859965816358313	0.9769387824706531	0.9844139720962802	0.9830914124066998	0.9861213909911244	0.9850002815298917	0.9854812029271288	0.9823598582663016	0.9844988856226337	0.9839751346779038	0.9861647273556925	0.9852848374487858	0.9843467881566894	0.9845091433595795	0.9843292238503778	0.9858747798347067	1.0	0.9792480062683223	0.986070555020736	0.9849547583225615	0.985578838084665	0.9869006468714556	0.9870954365497638	0.98332395370617	0.9847704125636118	0.9797638210431121	0.9857672402870593	0.9840203789215264
XieH_2016__YSZC12003_35742__bin.40	0.9789790458143295	0.9791798663116967	0.9793742988061228	0.9786618957968785	0.9744053295346359	0.9791971631298994	0.9785291102543178	0.9787688940748402	0.9810415636334676	0.9787659158925649	0.9787938919595636	0.9799213489181406	0.979141924418734	0.9792304565121299	0.9788811904424621	0.9785540879028676	0.9794314649634702	0.977570604588097	0.9790890647221496	0.9792480062683223	1.0	0.9786294424943249	0.9788798207223749	0.9795352175419492	0.9790429676397505	0.9791781462372054	0.9784027409993407	0.978562268365118	0.9772070561311836	0.9797782295231843	0.9789584827138016
BritoIL_2016__WL.2.ST__bin.2	0.9835668202764977	0.9841033840670549	0.9845374311948901	0.9835802140502791	0.9762789917336712	0.9825980269218245	0.9825915492957746	0.9988855105478223	0.9859743452021276	0.9846237405233645	0.9812182258170943	0.9843600436890043	0.9829923195474782	0.9853103880247106	0.9853719272040862	0.9833271204887637	0.9835426742284541	0.98357067379961	0.9831888674300324	0.986070555020736	0.9786294424943249	1.0	0.9837597363294106	0.9846339345538979	0.9852134347320605	0.9862787374505558	0.9827791713556745	0.9838830917339405	0.9788931851052496	0.9851388422739623	0.9833631790464276
LeChatelierE_2013__MH0077__bin.34	0.9837454050579915	0.9835774901255329	0.9852194700576549	0.984235691168658	0.9769504227825145	0.9835594443588476	0.9832807528985796	0.9837086473262093	0.9836863383356016	0.9843382131944096	0.9821757219851575	0.9864077013637362	0.9831404644937957	0.9846240828204238	0.9839961654283313	0.9842725615596132	0.9842760676313829	0.9830962781362581	0.9841949572543675	0.9849547583225615	0.9788798207223749	0.9837597363294106	1.0	0.9997082369251556	0.9852431630939035	0.9848667322989207	0.9919165373777032	0.9841363129638181	0.9788430145942932	0.9844869831417631	0.9837903900989826
NielsenHB_2014__MH0077__bin.17	0.9847050373671239	0.9837892287951648	0.9857786321898282	0.9849836244765791	0.9777782855016633	0.984560810220454	0.9840003147426417	0.9846474712718302	0.9848032480980992	0.9849250039505552	0.9827486992205772	0.9869251369947675	0.9838187381621165	0.985214422682762	0.9841962737835594	0.9849151700992117	0.984888083980393	0.9841560306687359	0.9846485906588845	0.985578838084665	0.9795352175419492	0.9846339345538979	0.9997082369251556	1.0	0.9858293759286305	0.985226915514574	0.9925265505557195	0.9847439241119856	0.9804315885234055	0.9849901559988199	0.9844803223842137
ZeeviD_2015__PNP_Main_67__bin.35	0.9838737737033592	0.9846138512337537	0.9856776974089788	0.9864052976756043	0.976977300308305	0.9845973805462485	0.9835975601021977	0.9852799775038326	0.9851608293275661	0.9925491139846037	0.9825502793083213	0.9857126822374058	0.9839060907506169	0.9943090435819506	0.984315970115113	0.9851782346013539	0.9846027012804771	0.9850877492986813	0.9866707929167392	0.9869006468714556	0.9790429676397505	0.9852134347320605	0.9852431630939035	0.9858293759286305	1.0	0.9858951496609928	0.9842377129046944	0.9841648182092129	0.9792255921715455	0.9900222693900275	0.9844381407938891
ZeeviD_2015__PNP_Main_77__bin.12	0.9832359610887794	0.984627852204523	0.9852850074800916	0.9856943583823533	0.9787160637670502	0.9846118408085432	0.9833670529880847	0.9860563772346951	0.9850019382861888	0.9846802857607213	0.9830917358217284	0.9847508833879763	0.9826332038545933	0.9853592749851402	0.9846868992166502	0.9849301098257833	0.984002262855713	0.9831681668413013	0.9863409332233529	0.9870954365497638	0.9791781462372054	0.9862787374505558	0.9848667322989207	0.985226915514574	0.9858951496609928	1.0	0.9843079802914552	0.9842872960636326	0.9806081234634216	0.9859670416061167	0.9843607636935003
LiJ_2014__MH0252__bin.34	0.9830556610332797	0.983961262458131	0.9842045664137395	0.9831173627997168	0.9773622079781027	0.9840052030634192	0.9829618421025245	0.9829165637716483	0.9831937229896414	0.9832576197285551	0.9809864881972891	0.986410126454765	0.982924386524576	0.984340735378654	0.9836645308510165	0.9833965484839265	0.9840326389858601	0.9825308965638323	0.983035171138065	0.98332395370617	0.9784027409993407	0.9827791713556745	0.9919165373777032	0.9925265505557195	0.9842377129046944	0.9843079802914552	1.0	0.9841593907303399	0.9776513622235301	0.9843730297201314	0.9841663167163714
XieH_2016__YSZC12003_37337__bin.27	0.9840761717146844	0.9846179323466243	0.9855329447217471	0.9846344124138985	0.975965440947962	0.985114093949218	0.9831456230294114	0.9837213708708431	0.9839915410632261	0.9841069673566953	0.9823567583835179	0.9837689731253852	0.9837046450262306	0.9841399552539841	0.9894396604397664	0.9848029745088875	0.9842742721472862	0.983109134393488	0.9842972954053615	0.9847704125636118	0.978562268365118	0.9838830917339405	0.9841363129638181	0.9847439241119856	0.9841648182092129	0.9842872960636326	0.9841593907303399	1.0	0.9793143547390595	0.9839731540565919	0.9838953589688304
CM_madagascar__A90_03_1FE__bin.27	0.9801397375617587	0.9790881796513522	0.9800776228792194	0.9788992323673293	0.9781740053629203	0.9792684606573777	0.9787826884106919	0.9790346121948643	0.9808686848320138	0.9789598971365027	0.979821059544809	0.9793736960240476	0.9791926304794151	0.9798986200336196	0.9793959432881179	0.9793500432874794	0.9796350296765818	0.9788140677715425	0.9792790618372783	0.9797638210431121	0.9772070561311836	0.9788931851052496	0.9788430145942932	0.9804315885234055	0.9792255921715455	0.9806081234634216	0.9776513622235301	0.9793143547390595	1.0	0.9803658002168046	0.9787295069065267
BritoIL_2016__WL.7.ST__bin.64	0.9841178505354178	0.9853861135833043	0.9850696641015454	0.9867581046319484	0.9785882674817442	0.9845384683480805	0.9840132948521939	0.984837145498268	0.985737731656099	0.9888476869019347	0.982639718503961	0.9855812153402814	0.983550255837705	0.9900215529936551	0.9834981464131862	0.9850002083526994	0.9839975630330865	0.985172174524294	0.9869620823260046	0.9857672402870593	0.9797782295231843	0.9851388422739623	0.9844869831417631	0.9849901559988199	0.9900222693900275	0.9859670416061167	0.9843730297201314	0.9839731540565919	0.9803658002168046	1.0	0.9840417604912999
NielsenHB_2014__O2_UC40_2__bin.7	0.9832084966559295	0.9836451636739821	0.985251400806753	0.9845802704614132	0.9767912424947723	0.9848523434635718	0.9836143588132118	0.9834615688176666	0.9839838896772636	0.9833377506576195	0.981904935808981	0.9847336489119995	0.983850147481494	0.9831286387200816	0.9846055124735908	0.984997017211137	0.9837041049318748	0.9833074521169608	0.9831574176242649	0.9840203789215264	0.9789584827138016	0.9833631790464276	0.9837903900989826	0.9844803223842137	0.9844381407938891	0.9843607636935003	0.9841663167163714	0.9838953589688304	0.9787295069065267	0.9840417604912999	1.0
