	QinJ_2012__T2D-016__bin.5	QinN_2014__LD-71__bin.17	QinJ_2012__T2D-028__bin.33	HeQ_2017__SZAXPI029601-32__bin.70	HeQ_2017__SZAXPI029590-113__bin.62	ChengpingW_2017__AS94raw__bin.16	HeQ_2017__RSZAXPI003095-129__bin.28	NielsenHB_2014__V1_CD17_0__bin.10	YuJ_2015__SZAXPI015239-25__bin.25	QinJ_2012__T2D-041__bin.54	QinJ_2012__NLM007__bin.18	ZeeviD_2015__PNP_Main_45__bin.54	QinN_2014__LD-89__bin.1	HeQ_2017__SZAXPI029469-27__bin.4	QinJ_2012__NOM029__bin.6	WenC_2017__N209__bin.5	HeQ_2017__RSZAXPI003082-116__bin.21	BritoIL_2016__W1.14.ST__bin.44	QinJ_2012__DLM012__bin.15	QinN_2014__LD-51__bin.42	YuJ_2015__SZAXPI003434-7__bin.2	QinJ_2012__NOM002__bin.37	WenC_2017__N217__bin.20	ChengpingW_2017__AS43raw__bin.55	WenC_2017__N216__bin.1	QinJ_2012__T2D-031__bin.3	HeQ_2017__RSZAXPI003096-130__bin.26	SchirmerM_2016__G88708__bin.9	HeQ_2017__SZAXPI029473-40__bin.36	QinJ_2012__T2D-044__bin.17	YuJ_2015__SZAXPI003412-1__bin.59	QinN_2014__LV-22__bin.8	ChengpingW_2017__AS25raw__bin.29	QinJ_2012__T2D-102__bin.13	QinJ_2012__CON-069__bin.11
QinJ_2012__NOM029__bin.6	0.9867779501009089	0.9882805755486351	0.9878943971392689	0.9898784033960385	0.9884602859134225	0.9880576122777293	0.9864878134440952	0.9862608596063546	0.9925449147216262	0.9864716373764715	0.9867089207015491	0.9837916395309098	0.98709542519763	0.9872357437863317	1.0	0.9860167563230787	0.9840672099672962	0.9844130006344995	0.9867757526728929	0.9871079427545348	0.9869194514896603	0.9890059036213239	0.9898149529508622	0.9885008670021729	0.9868906288206556	0.9859675612328093	0.9880028045391986	0.9861388569811383	0.9873155855274475	0.9893111610064148	0.9845991499467498	0.9874497013364949	0.9860557920148185	0.9885005455874027	0.9898166584260955
WenC_2017__N209__bin.5	0.9891554350305168	0.9873125312087001	0.987654649220712	0.9883700158360263	0.9862709239791921	0.9896514801880006	0.9867758062688108	0.9874597365709824	0.9870690357812373	0.9869677670902728	0.986328865173607	0.9848943368422662	0.987029596249963	0.9882126358374607	0.9860167563230787	1.0	0.9845207203763924	0.9835423968750237	0.9868176531712299	0.9874526999808488	0.9860012234120809	0.9888798086689936	0.9866252534735035	0.9888459318335096	0.9868686531956066	0.9848510145946381	0.9869297023216801	0.9871809317796506	0.9863089531932204	0.9863927144517748	0.9845646178760427	0.9888077986820589	0.9864180483865242	0.9878614773150092	0.9870545993979654
HeQ_2017__RSZAXPI003082-116__bin.21	0.9860087061082577	0.9897648223272413	0.9871060304379914	0.9896745793523294	0.9881434817106616	0.9858380765392121	0.9882112924464612	0.9884018521163486	0.986707005443015	0.9869688012734549	0.9889671022332193	0.9818714535865335	0.9900211802191865	0.987694026769014	0.9840672099672962	0.9845207203763924	1.0	0.9852639128875559	0.9843571588312893	0.9894462484636611	0.9913191365612066	0.9903954753549967	0.9866105840145409	0.9879094161664472	0.9855246552222239	0.9848030661066625	0.9868283411836962	0.9855713697877612	0.9889690722112066	0.9881638937026321	0.9857350785028626	0.9882305684850138	0.9866376820406798	0.9909715779757898	0.986497748806929
BritoIL_2016__W1.14.ST__bin.44	0.9840611757066163	0.9867384804975323	0.9865443742978117	0.9879911428617607	0.9868302155230423	0.9873819090702786	0.9851655944363018	0.9880220884524384	0.9884556440151451	0.9858820562975641	0.9848333342177902	0.9813629697486091	0.9858488524843521	0.9887772595242562	0.9844130006344995	0.9835423968750237	0.9852639128875559	1.0	0.9871267244913676	0.9865240923479942	0.9872637629477853	0.9871023997729153	0.9858877553134028	0.9863941699160647	0.9851221889267675	0.986874198450444	0.9868484769745001	0.9863386500432282	0.9846808978806905	0.9877466380520286	0.9877707080105131	0.9856252819563492	0.986924717797491	0.987117083629575	0.9856349645377634
QinJ_2012__DLM012__bin.15	0.9883042860465187	0.9876689896686522	0.9865100767571403	0.9890298465433415	0.9871611076058957	0.9880588342741831	0.9865419652847974	0.9880653820464026	0.9881891318114367	0.9870827691826496	0.9860968663986859	0.985402567160896	0.9862628353033951	0.9870612090768978	0.9867757526728929	0.9868176531712299	0.9843571588312893	0.9871267244913676	1.0	0.9866537721271152	0.9866070592088872	0.9894023056514836	0.9881424824757999	0.9885242992234478	0.9865228998901666	0.9857506679998908	0.9858716594935442	0.9870796064416268	0.9857824268472765	0.9875609611206663	0.9868833899088402	0.9876480740621048	0.9871870082643407	0.9869260530378124	0.9875424502314719
QinN_2014__LD-51__bin.42	0.9861249060232996	0.9998906338213429	0.9887495417251041	0.9912029734404071	0.9922707598888927	0.9886808445747568	0.9926865944382187	0.989699762589665	0.9890305325521618	0.987915185033671	0.9919881857176063	0.9835366558506576	0.9929547935208756	0.988334441679823	0.9871079427545348	0.9874526999808488	0.9894462484636611	0.9865240923479942	0.9866537721271152	1.0	0.9956855763118048	0.9938368158906611	0.9881154384473503	0.9891662851521026	0.9873036203001889	0.9882140922308092	0.9874257435614118	0.9870357022141318	0.9911226024594056	0.9913599622827098	0.9873080979807576	0.9876958230634797	0.9886710901673287	0.9981568741644716	0.9870210214536626
YuJ_2015__SZAXPI003434-7__bin.2	0.9864626558730724	0.9957947454137933	0.9881295978043584	0.9926958144635861	0.9910793690487302	0.9882829321886113	0.9914517099646906	0.9905075856062401	0.9887964878933687	0.9891840277266123	0.9917090312432305	0.9829977856397465	0.9926245109620475	0.9882583499853831	0.9869194514896603	0.9860012234120809	0.9913191365612066	0.9872637629477853	0.9866070592088872	0.9956855763118048	1.0	0.9939053436825734	0.9883708645142474	0.9882353900278736	0.9853343693872941	0.9866456480126112	0.9860354651582125	0.9870419190976628	0.9918744836589976	0.9908537769075894	0.987440119036098	0.9891341048146673	0.9875699867355788	0.9954891901304685	0.9864659222923927
QinJ_2012__NOM002__bin.37	0.989355181355825	0.9938024359031908	0.9888430424365959	0.9918505832730409	0.9919277354536582	0.9900987844639828	0.9928152162359047	0.9902351638387322	0.9897718065446651	0.9898527990696118	0.9926679566928246	0.986498538202407	0.9926529065138597	0.9897692437741434	0.9890059036213239	0.9888798086689936	0.9903954753549967	0.9871023997729153	0.9894023056514836	0.9938368158906611	0.9939053436825734	1.0	0.9898515930990497	0.9906286482444217	0.9891455446855094	0.9894543773968147	0.9891206026096506	0.9887372036083322	0.9921001427263294	0.9919768119292919	0.9875347013482312	0.9903546540114097	0.9893451411887627	0.9940771220255277	0.9896586710007964
WenC_2017__N217__bin.20	0.9881111096379513	0.9889133564247308	0.9876922714169137	0.9914894750482942	0.9896249604587654	0.988401541926	0.9874455747303648	0.9882375906888148	0.9930045307684313	0.9882037329181412	0.9872126278942723	0.9842520987127743	0.9876604414015712	0.9893538231669239	0.9898149529508622	0.9866252534735035	0.9866105840145409	0.9858877553134028	0.9881424824757999	0.9881154384473503	0.9883708645142474	0.9898515930990497	1.0	0.9892665195034196	0.9875192529468431	0.9864218959934647	0.9890464570338429	0.9876403191195198	0.9865531932986531	0.9873510785214893	0.9882000134410261	0.988518726907043	0.9893752306828542	0.9879575139099166	0.9909662319544464
ChengpingW_2017__AS43raw__bin.55	0.9888978387239719	0.989436721771991	0.9889936957719271	0.9900003018747954	0.9890796830620303	0.992034254016187	0.9884105275410502	0.9924306549793841	0.9900121630444509	0.9916875805985415	0.9878043908050728	0.9848169206277007	0.9887205888003758	0.9901651527359285	0.9885008670021729	0.9888459318335096	0.9879094161664472	0.9863941699160647	0.9885242992234478	0.9891662851521026	0.9882353900278736	0.9906286482444217	0.9892665195034196	1.0	0.991211904251112	0.9879974403417849	0.9894556672198522	0.9876140711848601	0.9884518635909755	0.9882002857098653	0.9870993370168093	0.9896007224281551	0.9880937468710476	0.9900483872397492	0.98900682413611
WenC_2017__N216__bin.1	0.9873536184800552	0.9870144427195131	0.9883550533269597	0.9884577869916263	0.9869227574898225	0.9877666020769991	0.9867987216003389	0.9916192231837642	0.9869888886010537	0.9928018901998555	0.9865742512494139	0.9841415788668342	0.9874725764325257	0.9878668412941876	0.9868906288206556	0.9868686531956066	0.9855246552222239	0.9851221889267675	0.9865228998901666	0.9873036203001889	0.9853343693872941	0.9891455446855094	0.9875192529468431	0.991211904251112	1.0	0.986356626226788	0.9875451064082974	0.9858649164363732	0.9869337545358926	0.9860518448748925	0.9850030994619713	0.9881728496922956	0.9865060604265722	0.9882678774529752	0.9887099420398904
QinJ_2012__T2D-031__bin.3	0.9852196717886734	0.9884683271805625	0.9878688024445934	0.9886668327934214	0.9886479170824116	0.9879351470479544	0.9887413628786387	0.9880154537569975	0.9880385308924179	0.9854664039851637	0.98669051850717	0.9804609240147045	0.9882230263961386	0.9857208889115053	0.9859675612328093	0.9848510145946381	0.9848030661066625	0.986874198450444	0.9857506679998908	0.9882140922308092	0.9866456480126112	0.9894543773968147	0.9864218959934647	0.9879974403417849	0.986356626226788	1.0	0.9871974945345322	0.9856857743962189	0.9873769954688503	0.9879177031878906	0.9858874009017314	0.9864857322077867	0.9871859556398359	0.988587027978047	0.9851947538537349
HeQ_2017__RSZAXPI003096-130__bin.26	0.9867193402604499	0.9871090743533988	0.9893373207401314	0.9903011180057852	0.986437299122581	0.9884636382362798	0.9871768135901051	0.9873970896570297	0.9901024079352337	0.987821868918458	0.9863868232092874	0.9824940821654252	0.9886381174757023	0.9875499650930089	0.9880028045391986	0.9869297023216801	0.9868283411836962	0.9868484769745001	0.9858716594935442	0.9874257435614118	0.9860354651582125	0.9891206026096506	0.9890464570338429	0.9894556672198522	0.9875451064082974	0.9871974945345322	1.0	0.9864130309520144	0.9868622641291845	0.9867126956750855	0.9866937099121095	0.9866057454255712	0.9874302194056013	0.9878716372551272	0.989564521992868
SchirmerM_2016__G88708__bin.9	0.9866774282713251	0.9877130803835606	0.9873585337242171	0.988967694511831	0.987775814435598	0.9886387951953918	0.9857978757043091	0.9871984513461859	0.9878864673695129	0.9864108320497744	0.986540904061572	0.9850834151128557	0.9867194862540436	0.9869672639330971	0.9861388569811383	0.9871809317796506	0.9855713697877612	0.9863386500432282	0.9870796064416268	0.9870357022141318	0.9870419190976628	0.9887372036083322	0.9876403191195198	0.9876140711848601	0.9858649164363732	0.9856857743962189	0.9864130309520144	1.0	0.9862280030604438	0.9870955940166689	0.985969559070106	0.9873149952863199	0.9874467406504797	0.9875055323375689	0.9868539580387445
HeQ_2017__SZAXPI029473-40__bin.36	0.9872107559853757	0.9929479583666934	0.9856420225498881	0.9897108744344447	0.9897659940617174	0.9873234805861035	0.9896064209221859	0.9890990899693954	0.9872094192996722	0.9871097654234428	0.9890862661952861	0.9842619665071357	0.9944816100714144	0.9875619797606431	0.9873155855274475	0.9863089531932204	0.9889690722112066	0.9846808978806905	0.9857824268472765	0.9911226024594056	0.9918744836589976	0.9921001427263294	0.9865531932986531	0.9884518635909755	0.9869337545358926	0.9873769954688503	0.9868622641291845	0.9862280030604438	1.0	0.9901782692014635	0.9849718243297396	0.9877955599142574	0.9868617892509014	0.9924466250295508	0.9885222639519801
QinJ_2012__T2D-044__bin.17	0.9876441670015554	0.9914503059368281	0.9872237619215263	0.9903059722697212	0.9901094422220545	0.9884563740355743	0.9919554814106678	0.989176385439113	0.9896154086070896	0.9869492992819973	0.9914884182534597	0.9808951120179881	0.9910772994571974	0.9894057801347184	0.9893111610064148	0.9863927144517748	0.9881638937026321	0.9877466380520286	0.9875609611206663	0.9913599622827098	0.9908537769075894	0.9919768119292919	0.9873510785214893	0.9882002857098653	0.9860518448748925	0.9879177031878906	0.9867126956750855	0.9870955940166689	0.9901782692014635	1.0	0.985442686580602	0.9890858267830298	0.9886059061536	0.9917393468075396	0.9852956932467636
YuJ_2015__SZAXPI003412-1__bin.59	0.9836476654341267	0.9868424060194122	0.9863248975343178	0.9905824105419986	0.9877357994402362	0.9868433452128024	0.9859768163502295	0.9889406778104672	0.9870682811531076	0.986237867290983	0.984309504889623	0.985068625348488	0.9856296415092178	0.9858179261413573	0.9845991499467498	0.9845646178760427	0.9857350785028626	0.9877707080105131	0.9868833899088402	0.9873080979807576	0.987440119036098	0.9875347013482312	0.9882000134410261	0.9870993370168093	0.9850030994619713	0.9858874009017314	0.9866937099121095	0.985969559070106	0.9849718243297396	0.985442686580602	1.0	0.9863163430943277	0.9864903450796455	0.9870163359852094	0.9874621101798216
QinN_2014__LV-22__bin.8	0.9896506400045572	0.9894891094801108	0.9898340206753402	0.9899232983031866	0.988911532006713	0.9887420383580141	0.987535268105921	0.9886116134285858	0.9885274214817958	0.9885470820466716	0.9879938913710438	0.9848919535601638	0.9878443677859238	0.9973778967533631	0.9874497013364949	0.9888077986820589	0.9882305684850138	0.9856252819563492	0.9876480740621048	0.9876958230634797	0.9891341048146673	0.9903546540114097	0.988518726907043	0.9896007224281551	0.9881728496922956	0.9864857322077867	0.9866057454255712	0.9873149952863199	0.9877955599142574	0.9890858267830298	0.9863163430943277	1.0	0.9885224049605438	0.9892265300630221	0.9878458030699773
ChengpingW_2017__AS25raw__bin.29	0.9885110464217519	0.9894509309956302	0.9876803124283009	0.9896522034782926	0.9888585194950871	0.9884765719860544	0.9877474367987884	0.9887813042419923	0.987861918774881	0.9868440078215502	0.9861874067883112	0.9832192728002003	0.9881253918877759	0.9895143645086666	0.9860557920148185	0.9864180483865242	0.9866376820406798	0.986924717797491	0.9871870082643407	0.9886710901673287	0.9875699867355788	0.9893451411887627	0.9893752306828542	0.9880937468710476	0.9865060604265722	0.9871859556398359	0.9874302194056013	0.9874467406504797	0.9868617892509014	0.9886059061536	0.9864903450796455	0.9885224049605438	1.0	0.9888786716865902	0.987268025284666
QinJ_2012__T2D-102__bin.13	0.9872691633137316	0.9979427901613186	0.9896717071790242	0.9918096479593979	0.9917579636611619	0.9893363873264488	0.9924663645438564	0.9894560042494033	0.9895401001894946	0.988374327063704	0.9916981109965314	0.9836031783925662	0.9935207427810613	0.9890582907961143	0.9885005455874027	0.9878614773150092	0.9909715779757898	0.987117083629575	0.9869260530378124	0.9981568741644716	0.9954891901304685	0.9940771220255277	0.9879575139099166	0.9900483872397492	0.9882678774529752	0.988587027978047	0.9878716372551272	0.9875055323375689	0.9924466250295508	0.9917393468075396	0.9870163359852094	0.9892265300630221	0.9888786716865902	1.0	0.9874379983098799
QinJ_2012__CON-069__bin.11	0.9885518088844488	0.9861045170468083	0.9869882689861879	0.9908950698093234	0.988279603876949	0.9888748703225465	0.9873352226720647	0.9872280829663135	0.9902456308979314	0.9879751024040546	0.9881334160467031	0.9851248945787122	0.9878398925123805	0.9878530460653657	0.9898166584260955	0.9870545993979654	0.986497748806929	0.9856349645377634	0.9875424502314719	0.9870210214536626	0.9864659222923927	0.9896586710007964	0.9909662319544464	0.98900682413611	0.9887099420398904	0.9851947538537349	0.989564521992868	0.9868539580387445	0.9885222639519801	0.9852956932467636	0.9874621101798216	0.9878458030699773	0.987268025284666	0.9874379983098799	1.0
