	QinJ_2012__T2D-016__bin.5	QinN_2014__LD-71__bin.17	QinJ_2012__T2D-028__bin.33	HeQ_2017__SZAXPI029601-32__bin.70	HeQ_2017__SZAXPI029590-113__bin.62	ChengpingW_2017__AS94raw__bin.16	HeQ_2017__RSZAXPI003095-129__bin.28	NielsenHB_2014__V1_CD17_0__bin.10	YuJ_2015__SZAXPI015239-25__bin.25	QinJ_2012__T2D-041__bin.54	QinJ_2012__NLM007__bin.18	ZeeviD_2015__PNP_Main_45__bin.54	QinN_2014__LD-89__bin.1	HeQ_2017__SZAXPI029469-27__bin.4	QinJ_2012__NOM029__bin.6	WenC_2017__N209__bin.5	HeQ_2017__RSZAXPI003082-116__bin.21	BritoIL_2016__W1.14.ST__bin.44	QinJ_2012__DLM012__bin.15	QinN_2014__LD-51__bin.42	YuJ_2015__SZAXPI003434-7__bin.2	QinJ_2012__NOM002__bin.37	WenC_2017__N217__bin.20	ChengpingW_2017__AS43raw__bin.55	WenC_2017__N216__bin.1	QinJ_2012__T2D-031__bin.3	HeQ_2017__RSZAXPI003096-130__bin.26	SchirmerM_2016__G88708__bin.9	HeQ_2017__SZAXPI029473-40__bin.36	QinJ_2012__T2D-044__bin.17	YuJ_2015__SZAXPI003412-1__bin.59	QinN_2014__LV-22__bin.8	ChengpingW_2017__AS25raw__bin.29	QinJ_2012__T2D-102__bin.13	QinJ_2012__CON-069__bin.11
QinJ_2012__NLM007__bin.18	0.5308021221826295	0.3428461282978649	0.4667515979151382	0.6284606795319946	0.2621662388771436	0.6728952418927522	0.5514492815851523	0.2820706947040361	0.4336007917220116	0.6659096505742144	1.0	0.4736053593490017	0.5980079761722125	0.3242588108433794	0.4666842904035967	0.6481618202550583	0.5083585485065508	0.3015077114680163	0.6913219496990077	0.5437899188665972	0.34957409431360614	0.6746155290498058	0.6131974247681894	0.6656322972076898	0.44635161954637986	0.3557557090115242	0.5223081463209598	0.6491749143511915	0.7267321994261222	0.35081951537199124	0.3366556939949863	0.6863525664934388	0.5767550491658163	0.3928323998864592	0.44474366630514023
ZeeviD_2015__PNP_Main_45__bin.54	0.5430799175591708	0.16877162018386827	0.35487822659257945	0.5920840758929339	0.1174896423680154	0.6311778889468292	0.3931529160227966	0.1367640382762812	0.30429153287859717	0.6355036766648775	0.6496220188579895	1.0	0.4659657795427298	0.2968165920764354	0.47561539328439606	0.6149189376415479	0.38897452598751675	0.21963432640532388	0.6617360072482731	0.3846353674213555	0.17213184165604958	0.5898482790763417	0.5495026999562582	0.6203462285612775	0.4545547157389526	0.21609137000893303	0.5293315021638489	0.6471156215438745	0.6522296525935306	0.18762547108363084	0.30416196299331266	0.6354078522534018	0.4775920503304191	0.24003282861565242	0.5090800792827622
QinN_2014__LD-89__bin.1	0.5261416383343327	0.4582618303347223	0.6214801196806486	0.6512578338776591	0.3419004020807144	0.7037483906118263	0.6658063985925654	0.3606813152696315	0.5608444608131101	0.680904057636642	0.7842451931417996	0.4455072578460527	1.0	0.4236439287638377	0.4612456283994996	0.6694914789934895	0.6659829366806578	0.3883189617125412	0.7194797605169522	0.671753905905199	0.44937739886345995	0.6903025801954703	0.6646038089614386	0.697033855744032	0.4357979673769788	0.4531674889891977	0.5751714397898589	0.6778505574646695	0.8364426357745304	0.45326610681771834	0.44521109998447683	0.7194331909868175	0.6902423137447077	0.5151256616373603	0.42160856635853666
HeQ_2017__SZAXPI029469-27__bin.4	0.6975873161045005	0.5197578232911853	0.8618690704761786	0.7666101838250264	0.3581051833708668	0.8289904187978239	0.8236971099786701	0.4267872747603133	0.7713585010852849	0.8548731328557871	0.8751787666277238	0.5840486608555114	0.8718887716078191	1.0	0.5754434320686815	0.7990540951104235	0.7641232683206429	0.4787287288854923	0.8236300822811968	0.8537230127383947	0.5145904263149488	0.7774805729302067	0.8644217608238768	0.8429697654970228	0.5135994186756706	0.5824500189494192	0.8231953418882391	0.803762947464693	0.874981442097779	0.5675347901939105	0.7729045231167253	0.9454795455897969	0.8702913825558851	0.6451271803577526	0.5904952219274534
QinJ_2012__NOM029__bin.6	0.6527830364344328	0.3045179659658447	0.4939255234418293	0.7327533213028212	0.25223649858511393	0.7620296382419608	0.5344735524843707	0.2809093482670121	0.48020033248948885	0.7418682398755164	0.7808369244295118	0.580161538165809	0.5884702804025757	0.35672603868015423	1.0	0.7278094721059493	0.5206854518179548	0.30666660453361577	0.7645235035740097	0.534755869534573	0.3091670715023267	0.7278393736367135	0.6956482399454161	0.7522339744299196	0.537586030004827	0.3489271757926527	0.620543749628658	0.7361073410588015	0.7711694100350314	0.3158603544146892	0.35291029268938645	0.7691279509801295	0.6052869789706806	0.39189567550082155	0.5752817636777174
WenC_2017__N209__bin.5	0.5027534532038215	0.2854957468371727	0.4230183221927417	0.5594739059635379	0.21961192024323312	0.6323351970575173	0.4461486955828598	0.2451324914310441	0.3861322978466584	0.6041757290729586	0.6360178553127527	0.43990571301684184	0.5009403646218841	0.2905073049637314	0.4268412721910336	1.0	0.42590933418358634	0.2663053850621178	0.6347975904437637	0.4427049432342257	0.29001013471195786	0.585343156791965	0.5608121434346425	0.6117514831980141	0.4247498775863443	0.3062921757746222	0.48823940694854073	0.6065679765876767	0.642742065887015	0.2918191238598449	0.29783413234339595	0.61670610474054	0.5126581413621508	0.3307487160800301	0.4206693464818885
HeQ_2017__RSZAXPI003082-116__bin.21	0.5508104529461211	0.5281430622401083	0.6750604399282902	0.6965584574986424	0.41410203003771456	0.7285295058431462	0.7698265281073562	0.4427092709270927	0.6207121125335674	0.7201988380656247	0.8146577054399655	0.454445775156028	0.8138104306298398	0.4536944603551264	0.4987045398754751	0.6955627794184377	1.0	0.4046522007572658	0.743247465242392	0.7695181914885704	0.54264529758761	0.7263358153997218	0.7326598775580038	0.736457364744739	0.43392893008309097	0.5264009045532653	0.6322752936450671	0.7019887525942677	0.8197733409704606	0.4941628047102231	0.4803642760970312	0.7549252032641282	0.7483366931734495	0.6253483199559625	0.4486227135110205
BritoIL_2016__W1.14.ST__bin.44	0.35986269248989006	0.4078261513977434	0.5051291741200564	0.4755287931834289	0.3362461774295048	0.5148294649404418	0.48133168959560696	0.3691379916729481	0.47982047174071746	0.528284667423572	0.5318827661796732	0.2824708145795879	0.5223495240953471	0.3128974316666264	0.3233306078731543	0.4787530794492796	0.4454452810983946	1.0	0.5431728860248584	0.4875436097512243	0.41033638620357593	0.4755472176763767	0.5066768315276647	0.5382723803339419	0.2992162220700041	0.4429755801770471	0.4105148990685804	0.5152143321264608	0.5350091979163126	0.39648321467277486	0.3772988137492574	0.5188251233110369	0.5349498301057034	0.4360033426124539	0.25314270670541
QinJ_2012__DLM012__bin.15	0.5105163854184004	0.3038595351484272	0.4515790797105729	0.5853619360046103	0.2327597855247074	0.6353038608774088	0.4652746085521665	0.26308972204474557	0.41996057334199544	0.6269256960514283	0.6663467613049634	0.4650081698907758	0.5288026680554586	0.29413530699281804	0.4404266866394993	0.6235472269797891	0.44704201632546414	0.2967840339037045	1.0	0.46537214613097955	0.31804498898451744	0.6067685263235134	0.5794743350890098	0.632998305172713	0.4263868680414991	0.33103113327928496	0.49358600935286945	0.634990890527043	0.6683089220934249	0.3123947444246983	0.3420383385323547	0.6344566709440027	0.5379501717198291	0.3516974670654074	0.4298740601941087
QinN_2014__LD-51__bin.42	0.5030618835821594	0.5660518803358735	0.6516621319063061	0.6279632399942436	0.4086341167926694	0.668299849733771	0.7544857314016259	0.4165898602089002	0.6039413928240346	0.6724209596289193	0.784116625335087	0.40434734591018157	0.7386093847785999	0.45610151169834307	0.4608588267186073	0.6505460119208977	0.6924100494305613	0.3985157444871705	0.696193478646466	1.0	0.5257390320712979	0.690016833833663	0.6854201597708189	0.6797040190359535	0.4148338537431016	0.5085213334538141	0.5634585328795226	0.648923872919616	0.7683219378654164	0.47289551979063127	0.4733503345013269	0.6729664695468252	0.6903528411696	0.6057107860362847	0.38977854974682313
YuJ_2015__SZAXPI003434-7__bin.2	0.5323548897048234	0.8370860859826259	0.7800252687415952	0.6993556301455974	0.6357008800005873	0.7336192304499067	0.8216396216579209	0.6988439296564322	0.7856409839333954	0.7582723500437996	0.8506704349510638	0.3053790113562491	0.8338509641261811	0.46395815577721716	0.4496536985044904	0.7191995558484937	0.8240111783400459	0.5660367554574325	0.8029540819409827	0.8872434649465398	1.0	0.7612482329107003	0.7502726527716828	0.7531073379318602	0.41395722387235273	0.7423384712354857	0.5404918311478752	0.7109253702345067	0.8530380380974004	0.7062754473566942	0.5532176980594352	0.7379381859031598	0.816192778923362	0.8394740215987307	0.3342697565243224
QinJ_2012__NOM002__bin.37	0.6613799398485208	0.41985999889322273	0.5649765307258158	0.7837795573263993	0.3260988650558705	0.82465445854031	0.6330165960629819	0.3483426010385053	0.5267538533569861	0.7980644455263504	0.9036516188482925	0.5760244063041536	0.7050814755952504	0.3858595524516049	0.5826974027419474	0.7990415806271696	0.60712360401499	0.3610944783628153	0.8432333938330122	0.6409953409651222	0.41903364665078624	1.0	0.7324390821707508	0.8220243080621262	0.5413210319392293	0.4246542720048151	0.6479552911725808	0.7950879608126232	0.889913901433401	0.40548619544069947	0.4008983549434705	0.8282350073650431	0.6729609960498	0.48610155116699716	0.5667797071765801
WenC_2017__N217__bin.20	0.5139485987037294	0.3279307586370361	0.49214886882820735	0.5989581204894117	0.261288730782748	0.6457275073354529	0.5226561286789646	0.2883433216728919	0.4905402796053976	0.6490866952456458	0.6748034343814109	0.4408619974499595	0.5576926220464073	0.3524501230067592	0.45754044715613273	0.6289389747529648	0.503123186569787	0.31607526705952543	0.6615934892236272	0.5230995251366969	0.33929228204101314	0.6017329241281232	1.0	0.6479751391488422	0.4223302731485644	0.3559076448087879	0.5560114956150747	0.6285538123922159	0.6637501941136567	0.33855081895530076	0.3680535406330966	0.6403446845550915	0.6148151629328735	0.3851743651461778	0.4288948905198977
ChengpingW_2017__AS43raw__bin.55	0.6333346381508127	0.372261910420552	0.5536906296396746	0.7244001800648122	0.2879130096826777	0.80555265078331	0.5745708781514838	0.3356897404997637	0.501139385263205	0.7981392370732199	0.8018845292451537	0.5448380954511266	0.6403043207166803	0.37625688873728147	0.5416181787171221	0.7510461374140568	0.5536305148343768	0.36758861341706534	0.7911522190751268	0.5678684967663827	0.3728311836465361	0.739294391987675	0.7093471532144645	1.0	0.5361220078904178	0.4148587022471753	0.6164731342741068	0.7462036801444993	0.8023822239122715	0.3750339019541506	0.3897771278544047	0.7893037587131518	0.6594624897595128	0.4371954066696678	0.5340845353964362
WenC_2017__N216__bin.1	0.6408147660102698	0.28774554635455235	0.4636566274386142	0.706190723411799	0.2271617535270323	0.7727173394908754	0.5100264974186768	0.2610324557637706	0.4201934266631756	0.8083983787027252	0.7855453252091465	0.5832250548676702	0.5848364671796771	0.3348988609010103	0.5654639825861267	0.7618009911921714	0.47654915134327247	0.29851198633424325	0.7785347625954644	0.5063126924146799	0.2993832518504691	0.7112206172546518	0.6754129524872323	0.7832137811085291	1.0	0.326814840351725	0.6169482996026	0.7344204613826776	0.7853312871732806	0.29505878489299936	0.34010439664352415	0.7602381867547219	0.598675823464369	0.35811708615807036	0.5710857487838841
QinJ_2012__T2D-031__bin.3	0.5139776355884416	0.6550233807987957	0.7908582560663332	0.6273692794159933	0.5086003681180391	0.715379948319458	0.7304009742526586	0.5548146054213482	0.717137339751153	0.6700049967912524	0.7457737703976852	0.33025433034969265	0.7243843899657425	0.4523857367153225	0.43717252650318517	0.6543427078716247	0.6885996772277199	0.5264019843148436	0.719952961073196	0.7392901053315812	0.6394919718058365	0.6645781019880612	0.6779779683834967	0.721901563698871	0.3892806907346256	1.0	0.5358574508385316	0.6656158970943197	0.7316567403892048	0.5927989767038596	0.5437593872289411	0.7223160978904005	0.756817798113091	0.7097068630222364	0.3443543313714319
HeQ_2017__RSZAXPI003096-130__bin.26	0.6162237020982606	0.32200547965812726	0.5561846034699859	0.6970622402246466	0.2532945504284552	0.7836910525846603	0.5950753418170066	0.28599977992222064	0.5304250565516319	0.7715397644332022	0.7836468280941821	0.5789981725186927	0.6580304710221638	0.4576057766238397	0.5564534326561995	0.7465184531039324	0.5919632609398158	0.34914434316533133	0.768309983730959	0.586281284474209	0.333242678931592	0.725761496974627	0.7580544288563755	0.7677684948908526	0.5259545525456591	0.38351965656723236	1.0	0.7451593335264818	0.8045765034933865	0.37035364270511806	0.434010792168574	0.7726749757635863	0.6581356347711749	0.4192669738469596	0.5791231850547687
SchirmerM_2016__G88708__bin.9	0.5782758626052418	0.32188100534418934	0.48781785070173267	0.6503835385075564	0.2509591702691172	0.702980957599516	0.5090904095414697	0.2807565638557789	0.4265934719916061	0.6820751670156364	0.7249891265524147	0.5268749115479383	0.5772432090848627	0.33257741920600764	0.4913305315521788	0.6903405423815623	0.48920949647254475	0.32616713953419657	0.7357280492438871	0.5025901874069147	0.3262658948030882	0.6628881328307614	0.6378745377812776	0.6917508505653933	0.4660370003074114	0.3545995849686705	0.5546580605294631	1.0	0.7283576921023259	0.318897092862612	0.3539160740918533	0.7079596746726691	0.5946404660211891	0.37880654905544864	0.47648198999383623
HeQ_2017__SZAXPI029473-40__bin.36	0.5541379485496845	0.37318967835307765	0.4984775014702601	0.6494981857363951	0.2737247495021096	0.7062756212224909	0.5363446121077211	0.2936978984489027	0.45357914139701067	0.6802023674858156	0.7537712200715114	0.49319828686717737	0.6615404762655611	0.3362474533747614	0.47805490912793774	0.679385088252917	0.5305836962542612	0.31456391593025274	0.7191549308658802	0.5526610684042256	0.36358959631220494	0.6890780921741723	0.625594393103367	0.6908265160529771	0.462832571863399	0.3620072763128405	0.556210154628268	0.6764568453695655	1.0	0.35350564644861476	0.3431843365486069	0.7036480504339525	0.5858264763324841	0.41030209962525516	0.47660884245576646
QinJ_2012__T2D-044__bin.17	0.4588362926859469	0.6089504636730216	0.690364220200792	0.5630295915914435	0.4758601276025834	0.6405381731577988	0.6870626690134476	0.494456383103758	0.6752528279145041	0.6241566558469039	0.7310885106889292	0.285058425267459	0.7202687480078722	0.4382013559285964	0.3934088927131293	0.6197465263821799	0.6426155482456458	0.4683748058657914	0.6754138909888354	0.6834423773877116	0.6048368256934782	0.6308376295578311	0.6411108418665324	0.6487528736215927	0.34938208369185586	0.5893027032961825	0.5144098247507997	0.5950685678880858	0.7102601047732228	1.0	0.47645794730190333	0.6291259111792769	0.6784605465600458	0.6274799723145634	0.31135910632726377
YuJ_2015__SZAXPI003412-1__bin.59	0.556615093597421	0.4827241314292481	0.731985552154395	0.6639940761190245	0.353157531221587	0.7025242055285829	0.7042379432301517	0.41051641340923517	0.6698300340155589	0.7193525812030622	0.7371862276882482	0.48557019641405974	0.7433825177408953	0.6270643500375325	0.46186857380126034	0.6646298667075958	0.6563823769623237	0.46833778115691527	0.7770448595746454	0.7188270756326524	0.497811833429981	0.6553613511490226	0.7323611310872121	0.7084841705423125	0.4231646311372723	0.5679927466000959	0.6334293710857077	0.6939397620181447	0.7245253043129574	0.5006446845416489	1.0	0.706244927270334	0.7901352338271087	0.5621816917721786	0.46523353741990997
QinN_2014__LV-22__bin.8	0.6519616713881099	0.35212487181775143	0.5544989641178657	0.7395867646147222	0.28893981431677224	0.7734972064678629	0.5625586358212017	0.3226295422521214	0.48176511091152346	0.773304846227168	0.82203619986229	0.5548200278144013	0.6570361456567309	0.4195568653842466	0.5505605827736957	0.7527245242906229	0.5642123223412799	0.3522469038201576	0.7883620386516215	0.5589688379189847	0.3631964267695405	0.7405468979548381	0.6969161484476223	0.7847121976684939	0.5173676001419908	0.4126822105972146	0.6168036677427166	0.7592458700228526	0.8125199274924203	0.36157220583546473	0.38628493722023327	1.0	0.654718371542693	0.410758330213039	0.545212022959807
ChengpingW_2017__AS25raw__bin.29	0.42590377226582904	0.3282836799063037	0.47045993786569335	0.4962740288495116	0.2547124300742802	0.548899164608539	0.48698437073829226	0.291509898360432	0.43914606721546423	0.5506039063421598	0.5827869161951403	0.3518287687890377	0.531832750975671	0.32582025891717825	0.36554644019954086	0.5279106020207838	0.4718569864978545	0.30641776983946256	0.563949860095793	0.4837711823365398	0.3389136322818844	0.5076490581940994	0.5645286608384777	0.5531348697194106	0.34372884170198376	0.36479972157526674	0.44324129353992237	0.5380257782090901	0.5707188738057252	0.3289703608522442	0.3646099931308453	0.5523689202762952	1.0	0.3742711343767538	0.3254461960384982
QinJ_2012__T2D-102__bin.13	0.5490049352894899	0.7593895466447964	0.8059916898764456	0.7188815605352442	0.5571823602686498	0.7589071424259793	0.8406868797526419	0.6021686738573331	0.7791795935532437	0.7545081347718656	0.844357541843702	0.37613660570015206	0.8442817140864526	0.5137589964395874	0.50344542372002	0.7244883247702844	0.83875676401055	0.5312407865533442	0.7842750192936744	0.9028900851715328	0.741488209532048	0.7800122022825153	0.752314617346697	0.7800406376914838	0.43737101174681714	0.7276840656448876	0.6006426402426887	0.7290659267473933	0.8502716080423318	0.647191404724169	0.5518290203802063	0.7371600409669435	0.7961355780344946	1.0	0.4022128734579403
QinJ_2012__CON-069__bin.11	0.7068026388490409	0.23783099481271544	0.4723893945443695	0.7813435688483684	0.2076441997849486	0.8184114121962911	0.5190515433725267	0.22594740520839804	0.41398838586313846	0.8184931419381697	0.8156862361155216	0.6806993511850387	0.5896277295392571	0.40125897856552384	0.6306041275222352	0.7862639547149122	0.5134398601059251	0.2631850931761625	0.8179648783461305	0.49577176288499175	0.2519349090714054	0.7760379464380732	0.7148044913898568	0.8131036614073011	0.5951419330616387	0.3012754096490474	0.7079306795572632	0.7825103460488353	0.8427724090607636	0.27402407451709215	0.3896665511666495	0.8349012389718058	0.5907097972676726	0.34320234155710483	1.0
