	CM_periimplantitis__SP_283SPT_T016__bin.18	HMP_2012__SRS017139__bin.7	HMP_2012__SRS018157__bin.35	CM_periimplantitis__SP_344SPT_T016__bin.20	HMP_2012__SRS017227__bin.18	HMP_2012__SRS063603__bin.16	HMP_2012__SRS045197__bin.7	HMP_2012__SRS023841__bin.5	CM_periimplantitis__SP_381SPT_T016__bin.2	HMP_2012__SRS054430__bin.16	HMP_2012__SRS021477__bin.4	HMP_2012__SRS055401__bin.15	HMP_2012__SRS018394__bin.34	CM_periimplantitis__SP_503SPT_T016__bin.7	HMP_2012__SRS024649__bin.21	HMP_2012__SRS023964__bin.4	CM_periimplantitis__SP_187SPT_T016_R__bin.9	HMP_2012__SRS019906__bin.23	HMP_2012__SRS015215__bin.26	HMP_2012__SRS011255__bin.28	HMP_2012__SRS017445__bin.44	HMP_2012__SRS052604__bin.17	CM_periimplantitis__SP_502SPI_T016__bin.10	HMP_2012__SRS018665__bin.40	HMP_2012__SRS024087__bin.72	HMP_2012__SRS051378__bin.4	HMP_2012__SRS053917__bin.20	HMP_2012__SRS047634__bin.98	HMP_2012__SRS064449__bin.40	HMP_2012__SRS051941__bin.40	HMP_2012__SRS015803__bin.11	HMP_2012__SRS013170__bin.67	HMP_2012__SRS019129__bin.10	HMP_2012__SRS020226__bin.32	HMP_2012__SRS013533__bin.41
HMP_2012__SRS018665__bin.40	0.9666039752017358	0.9675872427923526	0.9653068040435893	0.964586306773194	0.9700951846780712	0.9661698634601713	0.9636707945095322	0.9650207396798828	0.9655266323396123	0.9638324533777719	0.9660958622015174	0.9679395764009929	0.9640882762939164	0.9633775623533565	0.9653667786838791	0.97150741038579	0.96588130661899	0.9669248576976054	0.9626908519304554	0.9650835253289073	0.9648215679494381	0.9665035206848055	0.9575425154204027	1.0	0.9589145847787859	0.9658990020333966	0.9650985459202462	0.9689912124086233	0.9634431980288437	0.9651560331550241	0.9643210102051805	0.9665444710239077	0.9663624553093451	0.968436855686013	0.9638123209268268
HMP_2012__SRS024087__bin.72	0.9584319859680722	0.9619037823402984	0.9591932701820468	0.9559697499586471	0.9633863601235305	0.9883463082157868	0.9564594569596236	0.9575813011191017	0.9576151223403766	0.9565679400970974	0.9580276826136037	0.9599226460389437	0.9570729761436645	0.9567518852249994	0.95781436469856	0.9634924892553023	0.9583078919355369	0.9580200052946775	0.9560843087932989	0.9591437199007994	0.9585606768356278	0.9881326496706275	0.9520152307522158	0.9589145847787859	1.0	0.9576073772853361	0.9578758957949041	0.9617348693350941	0.957600912663111	0.9570979437955791	0.956877012118286	0.9591820812649321	0.9577967660344986	0.9613586170048197	0.9572257540076174
HMP_2012__SRS051378__bin.4	0.9665921507567122	0.9688147173070174	0.9667631229510267	0.9661438688855764	0.97155365330746	0.9657409508712387	0.965358249263318	0.9651141763492797	0.9658224397088931	0.9656066499750824	0.9702401137076933	0.9668627639879033	0.965881342369161	0.9662187112698482	0.9665972457964449	0.9712247333415465	0.963527425465327	0.9665893369466549	0.9655486668951847	0.9664343622675959	0.9666872204636254	0.9659941760697357	0.9610790130875518	0.9658990020333966	0.9576073772853361	1.0	0.9668225870344268	0.9697773663633373	0.9659847957092518	0.9664347544667075	0.9668515026626429	0.9639014062740202	0.965669067316017	0.9693927621540018	0.9655318992127884
HMP_2012__SRS053917__bin.20	0.9663299663299664	0.9682391290325146	0.9665263570837551	0.9671119423552108	0.9729535518561631	0.9657049097564054	0.9668931164895844	0.96576684860363	0.966315787040702	0.9670346192811164	0.9665338772536588	0.9666090527684217	0.9672245208557436	0.9668569420382445	0.9666365077045845	0.9716069155144774	0.9630017686059864	0.9655121400388137	0.9665409716463278	0.9668199693906903	0.9674070217064413	0.9661607222649685	0.9607557009089561	0.9650985459202462	0.9578758957949041	0.9668225870344268	1.0	0.9700559792749869	0.9671077680212913	0.9665954063244151	0.9831512980429639	0.9627430525405632	0.964899397275491	0.9688117925269648	0.966562659826707
HMP_2012__SRS047634__bin.98	0.9700635177834657	0.9706980556611704	0.9922006507506572	0.970853464524588	0.9749159839064653	0.9700588474659654	0.9698175676884219	0.9681756013581369	0.9704289788400999	0.9699606396352998	0.9715021282120238	0.9704962493134501	0.9793310321375854	0.97024320838012	0.9701070154465379	0.9743374708620235	0.9676842386248309	0.9692566301407478	0.9693595491442892	0.9904083785819174	0.9698692398512193	0.9702522795799894	0.9645847980682444	0.9689912124086233	0.9617348693350941	0.9697773663633373	0.9700559792749869	1.0	0.9695048092139497	0.9709676328148344	0.9701705039894492	0.9680220241194463	0.9689607426257436	0.9756804729758981	0.969695740537318
HMP_2012__SRS064449__bin.40	0.966356447817515	0.9663279586942115	0.9662154050549837	0.9660366928831247	0.9729290989183217	0.9654170976227512	0.9658868709175629	0.9640507106683989	0.9658704557863462	0.9659539922669353	0.9669333293973521	0.9660033804976262	0.9666956159034076	0.9663803586835721	0.9652489557713617	0.9710191068395111	0.9630585548726798	0.9644668767551575	0.9649436837547156	0.9658905807641158	0.9660132287586526	0.9658017415298198	0.9601424138240827	0.9634431980288437	0.957600912663111	0.9659847957092518	0.9671077680212913	0.9695048092139497	1.0	0.9662135189892751	0.9660558544627083	0.9625736954416093	0.9647523502837799	0.9701382685160537	0.9661520077388517
HMP_2012__SRS051941__bin.40	0.9664436016840297	0.9668216027665896	0.9664992634096925	0.967081834372282	0.972544652143719	0.9651201609768367	0.9659304052454678	0.9653003542308464	0.9663785734637668	0.9666308757670692	0.9672198409516859	0.9662546760407258	0.9663443479230477	0.966067146813048	0.9662825251005034	0.9719329836179421	0.9635911353425406	0.9653235889285222	0.9654910361849723	0.9665486627299286	0.966560002927266	0.9653353752910027	0.9598477702842093	0.9651560331550241	0.9570979437955791	0.9664347544667075	0.9665954063244151	0.9709676328148344	0.9662135189892751	1.0	0.9658673592591165	0.9634657089857382	0.9646784584626662	0.9701914611528988	0.9655425723129615
HMP_2012__SRS015803__bin.11	0.9662874947426595	0.9662926724930658	0.9664834252674928	0.9669497811735035	0.9728989920372572	0.9650392007306084	0.9659371380083727	0.9643887048396558	0.9661109995009702	0.9664512198352362	0.9661128156927957	0.9663591542536903	0.966438399434426	0.9659994294391285	0.9658316133954021	0.9717858131908803	0.9630186179077334	0.9651243451154505	0.9653202407966968	0.9665149615952451	0.9671979459510669	0.9653368460146414	0.959625110498888	0.9643210102051805	0.956877012118286	0.9668515026626429	0.9831512980429639	0.9701705039894492	0.9660558544627083	0.9658673592591165	1.0	0.9628170470597923	0.9646045288969316	0.9693928597303756	0.9655824710046346
HMP_2012__SRS013170__bin.67	0.9671212714886387	0.9674613761810478	0.9650579636268918	0.9623021465990921	0.9689287824484063	0.9661418234944611	0.9635194904060698	0.9654327567604132	0.9649272465116814	0.9632746938189461	0.965949835247262	0.9685453344559363	0.9622995443236583	0.9624017255482115	0.9649577184611439	0.9742413559494224	0.9686967944311028	0.9667853623018985	0.9633788003140497	0.9647494399227641	0.9636583625727453	0.966415976089379	0.9574036011070877	0.9665444710239077	0.9591820812649321	0.9639014062740202	0.9627430525405632	0.9680220241194463	0.9625736954416093	0.9634657089857382	0.9628170470597923	1.0	0.9670053023128422	0.9685208031630491	0.9623329461752209
HMP_2012__SRS019129__bin.10	0.9665355106843936	0.9670606805584534	0.9660871831143208	0.9649125452465915	0.9707028502785932	0.9660729156994551	0.9641092416723227	0.9653356860189807	0.9655437918171836	0.9647273430282557	0.9671887586841776	0.9683004225514213	0.9646478060674671	0.9639009680079659	0.9660663864953258	0.971527832955409	0.9664105797072489	0.9669530535556758	0.9641090109069427	0.9662116943526635	0.9666720231252928	0.9662602276699115	0.9582431967028203	0.9663624553093451	0.9577967660344986	0.965669067316017	0.964899397275491	0.9689607426257436	0.9647523502837799	0.9646784584626662	0.9646045288969316	0.9670053023128422	1.0	0.9688308528208899	0.9642153038343778
HMP_2012__SRS020226__bin.32	0.9700368794517682	0.9711178234603851	0.9702552318313031	0.9699704016657386	0.9748241837396765	0.9698524248029199	0.9696799309404868	0.9692385450785016	0.9694249435524431	0.9699090528705337	0.9702607053279445	0.9701420434014633	0.979611731847543	0.968967112600262	0.9697816976447167	0.974074021701823	0.9672868480664907	0.9689806198624255	0.969379540782182	0.9703614096315006	0.9694787492660776	0.969953930222944	0.9632520701891323	0.968436855686013	0.9613586170048197	0.9693927621540018	0.9688117925269648	0.9756804729758981	0.9701382685160537	0.9701914611528988	0.9693928597303756	0.9685208031630491	0.9688308528208899	1.0	0.9694166617102227
HMP_2012__SRS013533__bin.41	0.9660241611332626	0.9671881289649388	0.9655864973324821	0.9652127101074006	0.9720583926007114	0.9650621997905885	0.965582902915081	0.9634777332711614	0.9656133735723039	0.9664412478749365	0.9666247171920882	0.9657420836416007	0.9657183666503557	0.9655057972437197	0.965485877242647	0.9710381306567333	0.9627707926009803	0.9645104803964636	0.9652089299252942	0.9653309073260479	0.9657032548999849	0.9652265277684479	0.9593754088152339	0.9638123209268268	0.9572257540076174	0.9655318992127884	0.966562659826707	0.969695740537318	0.9661520077388517	0.9655425723129615	0.9655824710046346	0.9623329461752209	0.9642153038343778	0.9694166617102227	1.0
