	CM_periimplantitis__SP_283SPT_T016__bin.18	HMP_2012__SRS017139__bin.7	HMP_2012__SRS018157__bin.35	CM_periimplantitis__SP_344SPT_T016__bin.20	HMP_2012__SRS017227__bin.18	HMP_2012__SRS063603__bin.16	HMP_2012__SRS045197__bin.7	HMP_2012__SRS023841__bin.5	CM_periimplantitis__SP_381SPT_T016__bin.2	HMP_2012__SRS054430__bin.16	HMP_2012__SRS021477__bin.4	HMP_2012__SRS055401__bin.15	HMP_2012__SRS018394__bin.34	CM_periimplantitis__SP_503SPT_T016__bin.7	HMP_2012__SRS024649__bin.21	HMP_2012__SRS023964__bin.4	CM_periimplantitis__SP_187SPT_T016_R__bin.9	HMP_2012__SRS019906__bin.23	HMP_2012__SRS015215__bin.26	HMP_2012__SRS011255__bin.28	HMP_2012__SRS017445__bin.44	HMP_2012__SRS052604__bin.17	CM_periimplantitis__SP_502SPI_T016__bin.10	HMP_2012__SRS018665__bin.40	HMP_2012__SRS024087__bin.72	HMP_2012__SRS051378__bin.4	HMP_2012__SRS053917__bin.20	HMP_2012__SRS047634__bin.98	HMP_2012__SRS064449__bin.40	HMP_2012__SRS051941__bin.40	HMP_2012__SRS015803__bin.11	HMP_2012__SRS013170__bin.67	HMP_2012__SRS019129__bin.10	HMP_2012__SRS020226__bin.32	HMP_2012__SRS013533__bin.41
HMP_2012__SRS021477__bin.4	0.6355692093921992	0.5758758900021832	0.8761501326987274	0.8273686250433718	0.5959477535699595	0.8697666826283074	0.8891811839195115	0.896607166334367	0.8370348659322704	0.8822388753998954	1.0	0.6443420808752608	0.8692142570821236	0.8867121553320926	0.867267499808018	0.6445008931683777	0.6536508935905369	0.8027189468694479	0.8849704468415048	0.9020630722016973	0.7025823682973673	0.9026762082700597	0.8810069744730347	0.848794212638805	0.7834246604532864	0.8650726737114994	0.5846065455592263	0.6739358470705967	0.7901699613181501	0.9079841573681063	0.8595958609093792	0.8183255716337926	0.8993202431798162	0.66753993325059	0.8856788702857374
HMP_2012__SRS055401__bin.15	0.6234788499239594	0.5607531392015505	0.8637368947588007	0.8102778288703361	0.6008070630352568	0.8603224663200347	0.8880506220082814	0.8761869299752811	0.8167612502074857	0.8718335449312943	0.7189617194614795	1.0	0.8498589097695451	0.862373097300668	0.856835810450098	0.6403751340245034	0.6409233447132661	0.7673675568734942	0.8841830898087543	0.8851884418165423	0.6856119368166993	0.8915054260296895	0.8674195965133441	0.8468006836931994	0.7749420161771501	0.8284378687075775	0.5870762246138523	0.6508054928737097	0.7778930226507019	0.8744126474269539	0.853717469617374	0.8045534684868577	0.8718743691315212	0.6684756423082272	0.8561422476638239
HMP_2012__SRS018394__bin.34	0.6052966204121151	0.5448424287711595	0.8742463910645123	0.8262603897530275	0.5810412903556551	0.848821691607698	0.8912489702313722	0.873602653858546	0.8214005632051623	0.8786487229246694	0.7014662218044564	0.6146635807946975	1.0	0.8711740384418833	0.8572960506527735	0.6110237400807202	0.6122528109154988	0.7635563625343649	0.8819848650374448	0.8984975030848444	0.6785966788481387	0.8794066715704041	0.8728567103925596	0.8392564835271088	0.7644577244084448	0.8212587722984046	0.5584030904577315	0.6690622948777143	0.7782974254080869	0.8998187217857997	0.858711039541493	0.7896306395548609	0.8626140208169817	0.67132802920698	0.8849637719366269
CM_periimplantitis__SP_503SPT_T016__bin.7	0.6060072579360517	0.5390653230079233	0.8778524008541804	0.8122697058917605	0.5652348093374592	0.8501662788779113	0.8912047483458411	0.8806202846613318	0.8146303244156171	0.8787784068326826	0.6984447596580619	0.6087729249026252	0.8503043563767578	1.0	0.8637821137068203	0.6073832825518496	0.6294557308020815	0.7523029014959557	0.8793975387369138	0.900950296217405	0.6673317188400096	0.8839483957516466	0.8744473337266641	0.8296041324441902	0.7651925626898763	0.8187045607061207	0.5454191047954379	0.6474384248777649	0.7658202452649078	0.8996721292785419	0.8439486744401765	0.7944133717290122	0.8709592934232357	0.6301046317083575	0.8752536303139647
HMP_2012__SRS024649__bin.21	0.6067796415342128	0.5344785361481579	0.873616750754427	0.8086180455175492	0.5694783301993999	0.8572743176789926	0.8803543084959131	0.8631005920787318	0.825632925235492	0.8669698743265556	0.6887561876426275	0.6098468411771073	0.8436520047115967	0.8708979078479887	1.0	0.6122138150426889	0.6236058147157253	0.7540310877255498	0.8775511702838613	0.8955284214075593	0.6812804073762224	0.8860803225700362	0.8699661892806385	0.8332262080491161	0.7734129413090741	0.8218897666456887	0.5492257444249351	0.6547634670531478	0.766283921277125	0.8827471456938988	0.850943229346772	0.7868286669176369	0.8611930914888243	0.6291549363682197	0.8717360713981238
HMP_2012__SRS023964__bin.4	0.6736599241953954	0.620619835666722	0.9249988432664613	0.8666739283827709	0.6752321178634361	0.909512591044569	0.9366572714198133	0.9313194281109384	0.8794972836040732	0.9266168243037428	0.7726069110973159	0.687987033017031	0.9076391646841538	0.924375653072477	0.9241144240816499	1.0	0.6669860536493015	0.8279363680880352	0.9313772647878744	0.9454310953109879	0.7436851988232164	0.9424549163103285	0.9281784145810119	0.8990239096822453	0.8258099062660256	0.8853132434422848	0.6102251389044191	0.7341088910395563	0.8276057350848849	0.9443495494522867	0.9048350497973788	0.8504430289453289	0.9193404883729	0.7304184290787389	0.9279836977686611
CM_periimplantitis__SP_187SPT_T016_R__bin.9	0.6104712240631666	0.5373634299475967	0.8599362437673913	0.7914543518793169	0.5535183341102025	0.8468415858016582	0.8710803423873893	0.8731690608359112	0.8096560412164358	0.8703175982033137	0.7176191258104158	0.6306159688969871	0.8329117935788241	0.8773319314377728	0.8620766063533766	0.610843326694634	1.0	0.7657289503792534	0.8631937970535475	0.8845444545672839	0.6756050750738026	0.8774599382742206	0.8554829300676582	0.840822174668418	0.7585813134737347	0.8262461686229643	0.5578356957215701	0.6464623324434652	0.7647185791770837	0.8774890708645846	0.8353448062771022	0.822232492195997	0.8752396817661765	0.6378249608034239	0.8676965478763224
HMP_2012__SRS019906__bin.23	0.6337787034911297	0.558864315339965	0.8734623047230974	0.8275936517654174	0.5992773964385915	0.8634284444651472	0.8906386497894039	0.8931736403862413	0.8365402424673958	0.8789212038266269	0.7381059328096251	0.6323672124456688	0.8699942068976736	0.8782102825902672	0.8730356780425156	0.6350633895526742	0.6413308090638576	1.0	0.8892449040478146	0.8950524244336568	0.7027953659617715	0.901793421741916	0.8752153928680885	0.8616221204085414	0.7920069236260606	0.8628983035119805	0.571828738593559	0.6759585514064816	0.7898663963465378	0.9008403510464739	0.8656662012221339	0.8163324079896752	0.9065059090013424	0.6548209369446506	0.8823331081897905
HMP_2012__SRS015215__bin.26	0.586122928652476	0.5156377373854565	0.8422912949132879	0.7741375847057245	0.5499310764356474	0.8171929688656451	0.9317571140197826	0.851432862503269	0.792652516843562	0.8540309701153069	0.6608945621094244	0.591774630903879	0.816177506026871	0.8337565429345315	0.8252079792199432	0.5802217143907178	0.5871696180244353	0.7222201704788559	1.0	0.8635412510009756	0.6377259757616046	0.8511389127341502	0.8361958155845022	0.8024789663777312	0.7430605785736141	0.7781093595227865	0.5238743360233191	0.6182931637011969	0.7356640937804853	0.8449422474276393	0.8197547456073425	0.7799559285524911	0.8310446386294434	0.604536975067715	0.8401868067296782
HMP_2012__SRS011255__bin.28	0.6016914842075669	0.5249098244631883	0.949709031151215	0.8062140117073541	0.5628751189018583	0.8480892096219089	0.888046359015318	0.8615648556425785	0.8157659729678577	0.8696563070200637	0.6871112529392417	0.6042777718909575	0.8480610345518235	0.87124758597837	0.8589286490850147	0.6007378193353256	0.6137078453482653	0.7414526943635773	0.8807848472023074	1.0	0.6682909186236601	0.8813967362243814	0.8613618113875058	0.8148545707007446	0.7620569393666368	0.8046579515866545	0.5393764979490386	0.6750189416096173	0.7598087525242719	0.884142886805431	0.8392449938719222	0.785881717380772	0.8582144723084999	0.6279050181637327	0.8734927103131169
HMP_2012__SRS017445__bin.44	0.641685453945202	0.5524024878053099	0.8999341830369322	0.8394255836143169	0.5966723010934216	0.8883801648502	0.8909141811733127	0.8819856737426578	0.851508751632248	0.8970270212153243	0.7367924412949372	0.6443725231676974	0.8818195502099945	0.8884649131498582	0.8996247041715137	0.6505819172426529	0.6453460745304376	0.801533396100482	0.895526849821375	0.9200751856556968	1.0	0.9103084711617558	0.8834217568701989	0.8552798401503713	0.8102860824318461	0.8606341618287755	0.5937845344050691	0.6909819798130393	0.7942391394632355	0.9132830943164248	0.8867416977234752	0.8052724404854011	0.8928073148323439	0.6593000296408232	0.9050894937828057
HMP_2012__SRS052604__bin.17	0.6083862773152644	0.533626224136525	0.8687878855273269	0.8148934448307645	0.5650726018291312	0.9371906452864411	0.8808009800505593	0.8674976462477111	0.8159430577280916	0.862675851860638	0.6935068561529927	0.6138375923276325	0.8371988000187807	0.8621766833962236	0.8571945743847502	0.6040102131844725	0.614041769527495	0.7534781168993236	0.8756202538840002	0.8889964860517011	0.6668980263076607	1.0	0.8588919324985853	0.8348719212796505	0.8349926978078597	0.8193451873487977	0.5476696616774531	0.6428029544842379	0.7628770637032865	0.88045378614338	0.8574812255821367	0.7854391076251689	0.8633291571219232	0.6247170554991314	0.8654836744729696
CM_periimplantitis__SP_502SPI_T016__bin.10	0.5812586312895535	0.5145607688392432	0.8378536814369276	0.7831829185753559	0.5536430655056727	0.8118356073417726	0.8626591942731109	0.8487931853327519	0.7885023165757854	0.8421271389331285	0.6662555877243072	0.5878973129666826	0.8179458458222886	0.8395484699167444	0.8284216696980697	0.5855418184648634	0.5892840962922018	0.7198156469050803	0.8467712363928918	0.8551788953530445	0.6370619896099189	0.8454370541450562	1.0	0.7990179713254194	0.7328382142876688	0.7800052661888179	0.5220815067381069	0.6144569045147535	0.7376349460884563	0.853045967260846	0.8155958242649685	0.767478000283377	0.8239885846539852	0.6093664580258603	0.8361637577966655
HMP_2012__SRS018665__bin.40	0.606072140403023	0.5387192079189913	0.843882537602965	0.7996115072071875	0.5729589919583096	0.8549248005653639	0.8718054976829109	0.8714170698445867	0.8036942215513145	0.8663200911701194	0.6856374909510279	0.6130333128834953	0.8400534705345332	0.8507729096915019	0.8475056989443921	0.6057986820084836	0.6186544742762364	0.7569266654087148	0.8680053353616455	0.8641359965106449	0.6587982965035973	0.8777952757951323	0.8534678713992073	1.0	0.7733913290305315	0.8105482191265635	0.5489596077268559	0.6407133431782687	0.7558526429494015	0.8722874599839757	0.8521363043949182	0.7984962386479852	0.8571173393082803	0.6368826522476363	0.8588136257627688
HMP_2012__SRS024087__bin.72	0.6078834746230474	0.5461708623883529	0.8600320207622166	0.8067519224208721	0.5659862017293775	0.9354752440906523	0.8764066950171963	0.8604297875704461	0.8147239954162451	0.8600683432460478	0.6938819405322597	0.6151319467640584	0.8389998782128484	0.8604183922814009	0.8625560772856992	0.6101454394984933	0.6119872030904023	0.7628903865780589	0.8812703468227442	0.8861058665084621	0.6843508495544086	0.9626141932598289	0.8582917464633651	0.8479993077361906	1.0	0.8178666024732051	0.5549416739252283	0.6473154479523734	0.7601263167790646	0.8785322725268839	0.8504403923113136	0.8011846115167913	0.8619542635830065	0.624070482711566	0.871799793317945
HMP_2012__SRS051378__bin.4	0.623328609530849	0.5494953049570034	0.8707674299480019	0.8174582092938889	0.5904745179615457	0.8716332716929194	0.8847873405716662	0.8883077736216166	0.8267022333214219	0.8760147909819304	0.7308601079635701	0.6272668477382135	0.8597689639383197	0.8781313307671719	0.8743449290682334	0.6239410507493998	0.6358328725021706	0.792840993547458	0.8802760639085638	0.8924888823066649	0.6933496968025337	0.9010104091229625	0.8714002519059388	0.8477511212803452	0.780145830983887	1.0	0.5703760518159918	0.6590519695267184	0.7762276338369187	0.8865434809487641	0.8696318830852091	0.8029467831720312	0.8895978744247537	0.648242365035347	0.8811171090872282
HMP_2012__SRS053917__bin.20	0.6430114391029932	0.5641109726841222	0.8827898643987522	0.8454619400142087	0.6308304932920111	0.8862668986748762	0.9057782399637573	0.8868671684359009	0.8609232622550786	0.8973101119199366	0.7485564696312923	0.6736993297159273	0.885989930294575	0.8866288108892848	0.8855219669903113	0.6518023537164215	0.6506074771166458	0.7962907859106494	0.8982239016504845	0.9066982074276948	0.7250064351389475	0.9127688601052273	0.8839703262872852	0.8701800809283073	0.8022687725873376	0.8644512628316671	1.0	0.6891534446011759	0.7937501930541685	0.9033730424307321	0.9415478311007691	0.810527887318143	0.8800371693625608	0.6822894679941929	0.8980081957929635
HMP_2012__SRS047634__bin.98	0.6194387638886437	0.5439834718940668	0.8979832415899056	0.805051730181024	0.5934942436567594	0.8485787963833841	0.8659062426716627	0.8508444345822711	0.8042645774549037	0.8673632947279679	0.7044542001511266	0.6096718501913457	0.8666042996273948	0.8591782512181325	0.8617994319724375	0.6401173878801174	0.615501739468838	0.7684207606593423	0.8654166361975942	0.9263177978887663	0.68873636141279	0.8745674442373947	0.8493058514907992	0.82909792213534	0.7639445387234594	0.8154028095426613	0.5625864165933308	1.0	0.7595342980892319	0.8685400313180038	0.8433650127633894	0.7719711430567078	0.8578817396537537	0.6724692388447472	0.8640381733349808
HMP_2012__SRS064449__bin.40	0.6010064476218916	0.5440001909984157	0.8603819398169693	0.8133093825120995	0.5689457956473741	0.8448301788899714	0.8746487375218526	0.8657035262726159	0.8220058682125185	0.8687705474741528	0.7003231294092661	0.6178862889506704	0.8547588894439878	0.86169861732826	0.8551754512872082	0.6118801727252836	0.6173499967573031	0.7613360766787372	0.873080127398794	0.8840810659992175	0.6712454023189203	0.8800629724627321	0.864485911372459	0.8293215351426395	0.7606333735522783	0.814301790325075	0.5494154949602787	0.644007816681431	1.0	0.8926870412563704	0.8592794228426979	0.7794278314624279	0.8585421547044406	0.6350266150590848	0.871234997181348
HMP_2012__SRS051941__bin.40	0.585848580343962	0.5194832161202473	0.8569873864006511	0.8080572094168347	0.5535133113529073	0.8328399829637025	0.8634236582929157	0.8530540416733579	0.809269664370976	0.8635976033827312	0.6855652593102364	0.5916947139210411	0.841871163455867	0.8623933447940785	0.8392559157267915	0.5947962793357787	0.6034816946319573	0.7397128782812403	0.8542680144729601	0.8764009334142446	0.6575488677935355	0.8652833225515711	0.8516898021731296	0.8153386176617106	0.7489277180741699	0.7922986342730112	0.5326927215970891	0.6273734928932958	0.7604870219659559	1.0	0.8293100815599079	0.7664387975871115	0.8429749406750102	0.6215558948108809	0.8626516820915182
HMP_2012__SRS015803__bin.11	0.613321765282047	0.5403753361924605	0.8615338436430204	0.8405504690090358	0.5778870315954819	0.8598989052909327	0.884512610401058	0.8708724335401267	0.8232906011840164	0.8704581373889864	0.6893107724092304	0.6135439053973277	0.8532727461483354	0.8591863803928624	0.8592289384410728	0.6052782941702567	0.610152480328187	0.7549462446713777	0.8802403626977418	0.8835260374652684	0.6780628737128609	0.8950073606078837	0.8648369285211788	0.845936318973861	0.7699743942409933	0.8254191484134552	0.5896607801148165	0.6469967881569979	0.77745848494638	0.8807794313084084	1.0	0.7840646547026966	0.861872373571968	0.6341374869988387	0.8755196434409342
HMP_2012__SRS013170__bin.67	0.5964619015933593	0.5454079315300217	0.8451647883767825	0.7787420997089999	0.5561270111600812	0.8299138506984611	0.8811570148356584	0.8791425548578202	0.7959205154743153	0.853755688514126	0.6888661149013855	0.6069799413667596	0.8236690924573501	0.8489963914361082	0.8340199374678049	0.5971987092835062	0.6304565906212537	0.747344006270819	0.8791750461477853	0.8685118109223533	0.6464033834263283	0.8606022125214662	0.8543053328360362	0.8321266429254616	0.7614702714850348	0.8000438632414529	0.5328632475450461	0.6216924036040964	0.7402981346615051	0.8545070495945697	0.8230757879645493	1.0	0.8484064714526788	0.6174878276120459	0.8418256314309909
HMP_2012__SRS019129__bin.10	0.6005431607723223	0.5356958450430848	0.8558409726767581	0.803908722356716	0.5657144759538134	0.8430820023894803	0.8757627303894904	0.863592022000304	0.8034621081447105	0.8635650115767931	0.7025225851111008	0.6103944275611849	0.8349923805479724	0.863762564558053	0.8470987036253014	0.5990833416039669	0.6227658296785509	0.7701252781131397	0.8692943621080191	0.8801396752970205	0.6650522180582897	0.877816150725701	0.8511490108531651	0.8288845700129023	0.7602243875229431	0.8225418316082257	0.5368908992460951	0.6411197265288842	0.7567102057943011	0.8721477306847205	0.8395916903374293	0.7873017089432139	1.0	0.6302596518293594	0.8632729221132452
HMP_2012__SRS020226__bin.32	0.6448286674654574	0.6014109078446424	0.8989333856091167	0.8626441826966857	0.6362359103231064	0.8797139605500262	0.9105491962822587	0.8972309834501389	0.8499499596941149	0.9046569558716725	0.7448016174390578	0.6684357593274368	0.9281501056655675	0.8925378262993545	0.8839109762547421	0.6798295175450599	0.6482114908332709	0.7945673857427968	0.9031976899367172	0.9197444108948355	0.7014529408044041	0.9072520537609182	0.899042841769009	0.8796919795998839	0.786155859291415	0.8560893736460968	0.5945263845419192	0.7177968987122303	0.7994242785426002	0.9184870108285337	0.8823198246189332	0.8184328659166528	0.9001957201744301	1.0	0.9066321012487424
HMP_2012__SRS013533__bin.41	0.6020994099133923	0.5395467796137073	0.8704607003573764	0.8164816536851796	0.5649231695632606	0.8492743487171929	0.8821658358201232	0.8605887066549789	0.8147215866947466	0.8696948265885529	0.6908771010956511	0.598523450571818	0.855401652493402	0.8667803036836897	0.8562431100371175	0.6038510090120323	0.616515838877973	0.7485174132785952	0.8776007012668906	0.8945273897096297	0.6732372279885777	0.87874857104326	0.8624905324265372	0.8293374815548931	0.7678085252852818	0.8135354545924984	0.5470712855357431	0.6447973429637307	0.7667995916594401	0.8912293026691109	0.8516666849614947	0.7800778732419323	0.8620385979052945	0.6338583948954294	1.0
