	BackhedF_2015__SID332_4M__bin.12	LiJ_2014__MH0358__bin.2	QinJ_2012__T2D-079__bin.38	RaymondF_2016__P15E90__bin.11	RaymondF_2016__P38C7__bin.32	HMP_2012__SRS011405__bin.22	LeChatelierE_2013__MH0159__bin.42	XieH_2016__YSZC12003_35366__bin.15	BackhedF_2015__SID544_M__bin.23	LiJ_2014__MH0396__bin.55	BackhedF_2015__SID179_4M__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.115	NielsenHB_2014__MH0159__bin.45	RaymondF_2016__P2E0__bin.18	LiJ_2014__V1.UC63-0__bin.54	Bengtsson-PalmeJ_2015__TRAVELRES15__bin.31	WenC_2017__RA050__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.62	LoombaR_2017__SID0009_rhg__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES32__bin.73	HMP_2012__SRS013800__bin.7	ZellerG_2014__CCIS24254057ST-4-0__bin.21	HMP_2012__SRS017103__bin.15	HMP_2012__SRS017307__bin.3	XieH_2016__YSZC12003_37323__bin.2	HMP_2012__SRS024331__bin.1	NielsenHB_2014__V1_UC25_1__bin.40	BackhedF_2015__SID377_M__bin.32	XieH_2016__YSZC12003_37798__bin.98	NielsenHB_2014__V1_CD25_4__bin.19	NielsenHB_2014__V1_CD17_4__bin.58	BackhedF_2015__SID78_4M__bin.17	ZellerG_2014__CCIS52370277ST-4-0__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.115	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.16	LiuW_2016__SRR3993056__bin.17	RaymondF_2016__P38C90__bin.54	LeChatelierE_2013__MH0453__bin.24	RaymondF_2016__P38C0__bin.30	LiJ_2014__MH0314__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES31__bin.32	LiJ_2014__MH0371__bin.3	XieH_2016__YSZC12003_36158__bin.23	XieH_2016__YSZC12003_37229__bin.49
BackhedF_2015__SID179_4M__bin.6	1.004924854685437	0.6554938358507691	0.6538344332084595	0.49575754106203723	0.7642717486992227	0.599258935158871	0.5591456705110209	0.7255041930000936	0.692620876733956	0.5650215369900554	1.0	0.8895704733036152	0.5140033760529232	0.8028519838935522	0.6818641622577222	0.8028208287160387	0.896414097484161	0.9820425451209726	0.72793858068305	0.8220846591321764	0.9450115011284989	0.5128911362156935	0.8787884452456518	0.6685659641758296	0.5803574784011863	0.5123558513220406	0.6206646840290576	0.6867017824461215	0.5544100835289781	0.3668609776144208	0.7951874207855272	0.7356699327028693	0.6884963206708956	0.5295932321607888	0.8001389520917099	0.6822588594128456	0.8187045170918278	0.5849649397157051	0.9420124258531115	0.7656135632507546	0.44520904442592013	0.9335707357859857	0.598524257129132	0.50390870909885	0.781787968376716
Bengtsson-PalmeJ_2015__TRAVELRES10__bin.115	0.9684010527988365	0.676711499736125	0.6639627836075516	0.512329322701244	0.780911616765355	0.6161344186004309	0.5756388443352979	0.7438935789441921	0.7136831141338855	0.5820402123913824	0.9640167824895912	1.0	0.5315851256819232	0.8105977079067742	0.7009059109045879	0.8157114590101218	0.8937973452976343	0.9609237163976184	0.7474639622349671	0.8305422656782979	0.9087028514743762	0.5313749541832464	0.8745331016945183	0.6915351318752299	0.5997859880181144	0.5266112778954658	0.6432056049109229	0.7057320477984008	0.5654453156339109	0.3801793505658488	0.8076388477115468	0.7557328180051982	0.7025640711823012	0.5474292290736396	0.8168146483626142	0.7015205992335493	0.8242675069587657	0.6061354462462126	0.9115289828817846	0.7802068247918806	0.46121628947283455	0.9023799812069541	0.620471632439591	0.5180936347789095	0.7980228686003993
NielsenHB_2014__MH0159__bin.45	0.8014865646515639	0.8737495686077977	0.5869854843152006	0.6764563028105107	0.9454380899544019	0.8242889186970759	0.960558254081902	0.9346277573877524	0.9071268264289876	0.7350807987368655	0.7998237162540703	0.7633028629292372	1.0	0.8300973741963379	0.893740109036557	0.7889594501934788	0.7736487008542399	0.7929538617139155	0.7750352158445698	0.7760793440475149	0.7781721454107596	0.7112197726248735	0.7789881167545004	0.8486265593369937	0.633875203348967	0.582217824050157	0.8276361282902083	0.7665788681904798	0.5054337995146592	0.40534656663316526	0.833844540036681	0.8009484417007715	0.7116663904342586	0.49289880713049267	0.727445270381028	0.8958229114936215	0.7071917284200122	0.6902805480976172	0.7899866105556331	0.942181476511206	0.48938373711239463	0.7767704805625809	0.6471104221629088	0.57590457528737	0.970005099442152
RaymondF_2016__P2E0__bin.18	0.8179660580617054	0.6889660976672344	0.561395698839558	0.5264618400728742	0.8096158263693611	0.6413891639272843	0.5865220404768505	0.7600344568101707	0.7271194898807873	0.5905269515624381	0.8164903560537051	0.7607057705255653	0.5425206938888669	1.0	0.7184050853499148	0.7457643867083845	0.7722840508534992	0.8029745732504258	0.8300184165709533	0.7471143411620261	0.7894542358113192	0.5499667313556973	0.7782300289120361	0.7048215770921621	0.6655251693136361	0.5454980395263179	0.6554069468097746	0.8339453047645451	0.47445918650243574	0.3548742524456414	0.980474672264248	0.8388684700384174	0.6824832666640263	0.4645455265555072	0.7011519268089825	0.7238369836429165	0.7204915046140441	0.6455497247415739	0.7922462275733693	0.8056620064160956	0.4948415778842726	0.7752259495425561	0.6592589805536853	0.5143292803675393	0.8264976830765576
LiJ_2014__V1.UC63-0__bin.54	0.7949624978607074	0.8202871949413993	0.5675502586619845	0.6279032125157448	0.9077294793165491	0.7622492047264557	0.7220062806914918	0.8971466590361457	0.8487087727749772	0.6910372467824586	0.7927312948855286	0.7519407572145096	0.6677456700264502	0.8212624407223519	1.0	0.7727919557164163	0.7610335432028448	0.7882147840740643	0.7532951897835534	0.7662253460673689	0.7755381735828828	0.6612026039152903	0.7628599784304972	0.8225722763975126	0.6100037850764758	0.5431663975761023	0.7702976989813798	0.7334344045341231	0.47732010246872103	0.3855736518834378	0.8228495921082061	0.7799562090195293	0.6973358223078644	0.4687228626768821	0.7044181259887154	0.8579727021733403	0.6984620636635375	0.676939647951667	0.7803358485679643	0.9080065686470705	0.4647944875522599	0.7677414140792168	0.6289137736035286	0.5416405952168586	0.958958180338067
Bengtsson-PalmeJ_2015__TRAVELRES15__bin.31	0.9540564804860432	0.7624475477498137	0.6706283789383483	0.5795797910197547	0.882253485100987	0.6961251877684942	0.6514268789603944	0.8431073755302938	0.8061448862908396	0.6535204673718552	0.9517881378097819	0.8923885399061867	0.6011018060172256	0.8693761503597698	0.7880542416923046	1.0	0.9094482035977216	0.9420517628134467	0.80069102961196	0.8952794879353765	0.9269693385908897	0.5942270609633831	0.9043387767247634	0.7835637265550532	0.6415619199145297	0.5668241147957764	0.7322554588776898	0.7593215933248949	0.5643625497686064	0.4254437592527997	0.8649964437391688	0.8100797428873052	0.7536613557837545	0.550487245824308	0.8305837046380521	0.7869475416322602	0.8462379469767396	0.6814656827178189	0.9309933037028282	0.8807439499127037	0.49634758969545434	0.9169857220917785	0.6630068306524983	0.5607065612723773	0.8980116104240341
WenC_2017__RA050__bin.47	0.9432136252819762	0.6573788702088453	0.6557583714587295	0.49683422324215226	0.763885545744783	0.5996579285915261	0.5617487074230268	0.7278050018134298	0.6964958925408672	0.5605423293546303	0.9359105043937045	0.861113641058002	0.5190881782268072	0.7928428886716749	0.6834414343497757	0.8009067555545436	1.0	0.9220178431732906	0.7260871226968222	0.8104451522874425	0.9180504572607939	0.513454551220853	0.8735838170501434	0.672762731822196	0.5813953488372093	0.5129119453791695	0.6252498548442971	0.6831464470600481	0.5477824518546589	0.37215604603997354	0.787189338333954	0.7311423631836346	0.692318905046214	0.5251855309445936	0.8055923979071555	0.6804696051276963	0.8152499280320465	0.5871251364138328	0.9187599718308486	0.763663746204402	0.44049165090419395	0.9089233350193623	0.5979709509690871	0.503004967008589	0.7782862519252444
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.62	0.9942517052009712	0.6570285029857238	0.6561402177340901	0.4962248859856978	0.7646234795143884	0.599667256759658	0.5592589286627119	0.7235140391537579	0.6916771328873164	0.5658292510485227	0.9915766257114343	0.8953248827612892	0.5145357913288574	0.7972273624888031	0.6845614135807372	0.8023227145431052	0.8916813010252832	1.0	0.7270121292814837	0.8214558440833282	0.9254326016022951	0.5145957574647025	0.8742989860414565	0.6697173373305514	0.5822002027445222	0.5126129427761844	0.6217925981734118	0.6878109883126985	0.5539809256569339	0.36766378226276414	0.7922991291737413	0.7347098150211828	0.6880229341961117	0.5301869527844342	0.8020610262584827	0.6834177315734878	0.8172342281198316	0.58598278794952	0.93408758280242	0.7644386658498165	0.4459895828008472	0.9218061249607762	0.5994384023920393	0.5045143686725896	0.7797721050905547
LoombaR_2017__SID0009_rhg__bin.29	0.8292631488564653	0.7112631329230175	0.5869835681894027	0.5480431070577207	0.8262957655092197	0.6521429602044438	0.6131741729434124	0.777315240608339	0.7494323709235823	0.606278309532008	0.8272975810370726	0.7838862387237663	0.5660569762388035	0.9275539325076857	0.7363835411025415	0.7675564464516654	0.7903693815786329	0.8183002729045524	1.0	0.779355164517274	0.8095751611712501	0.5644649592502073	0.7869826387382834	0.7239346498492075	0.7239691723193523	0.5736636484585718	0.6752243296665749	0.8176894907404538	0.49973134436695077	0.3732994363985451	0.9251006241485563	0.8615432075269608	0.7014339660387414	0.4853717671698391	0.7334993657602601	0.7409301061610216	0.7347596572184272	0.6560995451000664	0.8114561931983651	0.8221088095147469	0.5124834137234785	0.7967122215740653	0.684720000637338	0.5333077660509569	0.8339365176033616
Bengtsson-PalmeJ_2015__TRAVELRES16__bin.7	0.9673863978246768	0.7447836745526323	0.6783223838868685	0.563605893139656	0.8663734358001712	0.6825336977174895	0.6388627370680041	0.8228100058455515	0.7857910770114245	0.6354764353345864	0.9659194046002546	0.9004961283230131	0.5860061384011558	0.8631690210931753	0.7743774945119308	0.8872812922901636	0.9120577371194815	0.955900289303327	0.8057359618105882	1.0	0.9357636795631051	0.5838189183098463	0.9072753666625103	0.7621377559716714	0.6406703966853091	0.56795402262034	0.702391871594623	0.7468462047956402	0.5664712429747567	0.4179150713420403	0.8598346543974907	0.8105455581243444	0.7422912503188742	0.553751048138289	0.8327181586169264	0.77688387485715	0.849665453705176	0.660111259950879	0.9455075620389193	0.8641985702993358	0.4977657638282758	0.9274412613579297	0.6620470412471731	0.5570396570914777	0.8810815757593784
Bengtsson-PalmeJ_2015__TRAVELRES32__bin.73	0.9969917768549551	0.6713567882383611	0.6743611234683149	0.5074388093321421	0.7810717058411627	0.6149879536020305	0.5735190419849812	0.7447023064340084	0.7094305268452352	0.5708085512850787	0.9930932211540232	0.8811920675073022	0.5255333707937363	0.8157635722000156	0.7010160554523098	0.8216684967151211	0.9240465092865922	0.9631673248156617	0.7485883798812262	0.836940841074718	1.0	0.5212840842261556	0.9018508112851032	0.6876330331999301	0.5960046966014302	0.52541652871389	0.6371408845375162	0.7002957680248859	0.5601270161397587	0.3785851181250918	0.8088713218788534	0.7521499147318833	0.7073095668494259	0.5334348420217322	0.8232111804978904	0.6988635828815508	0.8292822622263675	0.6001121765817369	0.9660163480690772	0.7812746959343457	0.4529934695304094	0.9537297178724182	0.6110750740033943	0.5175156713672242	0.8015268456444506
HMP_2012__SRS013800__bin.7	0.6854842396635135	0.7378194564512642	0.5007127894798091	0.5789611768715399	0.8141123485062592	0.7026080717693803	0.6643410957423816	0.8085064047148011	0.7543977864042161	0.6259928139183056	0.684214258698941	0.6541295552027397	0.6097368497614337	0.7214193238682648	0.7587056948346661	0.6686482248840419	0.6560595937723396	0.6798876473375339	0.6625778249738159	0.6628583689381723	0.661741648102276	1.0	0.6573664610729664	0.7365897387408356	0.5482226500806304	0.4783620076972951	0.7049028174926435	0.6544942623564031	0.42010783278748487	0.32955785232165713	0.7260690803145418	0.6924357554321623	0.6146897495469734	0.41654726230652855	0.6118081993649316	0.7787204285880533	0.6109863094545395	0.596057733869761	0.6705346232814084	0.8045624241492244	0.4084343464780303	0.6598573278083489	0.5457772418579907	0.4871864141909528	0.8471370488437433
ZellerG_2014__CCIS24254057ST-4-0__bin.21	0.8955695182666941	0.6421583717841723	0.6245499734368417	0.48654611125050096	0.7470200723364131	0.5879173317342055	0.5510446626834781	0.7139530428211557	0.6828991586586701	0.5508882692466245	0.8923107614699559	0.8194148117436246	0.5083166312655986	0.777005696398621	0.6662672801401885	0.7745354314175236	0.8495926158571873	0.8792164194523383	0.703120770729001	0.7840550663070606	0.8713920024232086	0.5003482769140549	1.0	0.6559973126427388	0.56165193385131	0.5020907489228921	0.6110611877953013	0.6693678640551534	0.5224410741757661	0.3614036815133665	0.7716084422403053	0.7116923569084082	0.6661067346651885	0.5012834740775406	0.7668252942954752	0.6666030020817529	0.7775519859890462	0.5770518433368784	0.877904177681925	0.7438641279128277	0.4311474434220545	0.8595159870274511	0.584243371122812	0.49419159520712447	0.7668913314736157
HMP_2012__SRS017103__bin.15	0.7318592681870878	0.7466194118652733	0.5279465212986835	0.587314565235697	0.8497481889250759	0.6914525429048477	0.648193645736138	0.8199814490810874	0.7812979774309912	0.6523167809690197	0.7301024170631029	0.6968664172230099	0.595563174767348	0.7568383654437463	0.7726547036913862	0.721758969041825	0.7036809667231728	0.724327688671181	0.6956196951048879	0.7083512307314132	0.7145676172913957	0.6029735481418035	0.705520748364993	1.0	0.576820452451894	0.49860060067212	0.7463793386482581	0.6723591733485982	0.4461206804895538	0.3592063081629997	0.7579804675239838	0.7134878194207112	0.6658227600467133	0.42939699731985576	0.6468165738553675	0.776958159639971	0.6627283885196945	0.6425360832809525	0.7174508349614649	0.8392600301271687	0.4326285231648327	0.7037005298196878	0.5805863485310242	0.49980713338544486	0.8684615665957575
HMP_2012__SRS017307__bin.3	0.807797051708362	0.7089883355989531	0.5937315718241157	0.5497223476890543	0.8090581850667196	0.6508113877635965	0.6085041524033656	0.7606994039927049	0.73543803681048	0.6082305460030868	0.8066041169779673	0.7692312688544174	0.5661614645817733	0.9095231535695081	0.7292379155143489	0.7521107069410237	0.7739461755860279	0.8013850275324897	0.8853559413589226	0.7578358735067003	0.7882456958411557	0.5711562021916117	0.7687768819641422	0.7341181768558213	1.0	0.5810653004569037	0.6973334065837116	0.8201412739990835	0.5093980144997862	0.3755124707415708	0.9124037337125033	0.8540741508526588	0.7046693597907925	0.49400406864354285	0.7237839196836667	0.7331471582957811	0.7323244446886124	0.663110414931819	0.7909379178688253	0.8010613546791431	0.525798431377431	0.7743101722313049	0.682428758820153	0.5325739109396282	0.8118129225033551
XieH_2016__YSZC12003_37323__bin.2	0.8093400769588837	0.7204854820861188	0.5880301669980753	0.5552366676041911	0.8158550529906006	0.6675476939969369	0.6353332899370058	0.7883756590817256	0.7460126553516884	0.6062747405124779	0.8079227365232908	0.7662739299018302	0.5900044952045012	0.8458157138102262	0.7367207237524885	0.7539191796620245	0.7746674346997854	0.8005560052124722	0.7959548686380882	0.7622316233952058	0.788404214684089	0.5654417643800487	0.7797377428914974	0.7199650332043317	0.6592622706186803	1.0	0.6853860410390064	0.7668530252357834	0.5014802855805875	0.37141442960644855	0.8475809413154737	0.8061510609788001	0.7123643301838244	0.49221506728682474	0.7255754414450486	0.7400595798826088	0.7234758370476085	0.6432241547234652	0.7965164621512378	0.813877961338785	0.4918512136438054	0.7787395250067244	0.6444858210687532	0.539863006800532	0.8192694432947147
HMP_2012__SRS024331__bin.1	0.8064592354020608	0.8401211359362447	0.5840616223349879	0.6620377636201479	0.9391555512086932	0.7749411973129314	0.7395458590196258	0.9073906012241472	0.8853057600729061	0.736512406122303	0.8055532178533727	0.7703405994171666	0.6903166310198675	0.8364359063978991	0.8599390377815636	0.8016377562405907	0.7772579233572334	0.7992575963316525	0.7711134311225747	0.775876025461494	0.7869003762310529	0.6858032230974074	0.7810702733494117	0.8870687666055831	0.6511976490550503	0.5641236763235249	1.0	0.7533395655209904	0.5006301686911168	0.3964783337970829	0.8346089605514652	0.79295186582752	0.7412995147435718	0.4839703129513503	0.7254476194230955	0.8629032441493633	0.733517114633586	0.7166712536174362	0.7930777226585511	0.9364822308098028	0.4867288015270629	0.7783130483965006	0.6506906835870814	0.567085860894842	0.9598840196447855
NielsenHB_2014__V1_UC25_1__bin.40	0.8170295039433675	0.7206554418194369	0.5840099787378542	0.5437792620338706	0.8261855414634958	0.6705296673738638	0.6271447652079359	0.7833459469930406	0.7578567997488672	0.6187712060893232	0.8152139691234254	0.7731059977374007	0.5848331413930381	0.9734764093742069	0.7489219828580596	0.7603394638647545	0.7767685052096649	0.8086797543595721	0.8541316940044816	0.7545886521445456	0.7911011516880035	0.5824281472159719	0.7825939817817762	0.7309122657939278	0.7005308370461567	0.5773211175779555	0.6890599579565224	1.0	0.5060110984794722	0.369404239206768	0.97750669325321	0.8714805231070379	0.7004342119436948	0.48538788043822495	0.7259788377155977	0.7502985438273434	0.7311952062853473	0.663268221575692	0.7967331468946587	0.8222424051051341	0.5223546104274668	0.7827317534589707	0.6936172878489542	0.5326303895655986	0.8380653435346017
