	HMP_2012__SRS019591__bin.13	HMP_2012__SRS018443__bin.44	HMP_2012__SRS024021__bin.12	HMP_2012__SRS015947__bin.12	HMP_2012__SRS053630__bin.11	HMP_2012__SRS015278__bin.1	CM_cf__CF_TNFC048IS_t2M15__bin.15	HMP_2012__SRS015650__bin.12	HMP_2012__SRS019225__bin.13	CM_periimplantitis__SP_191SPI_T016__bin.15	CM_periimplantitis__SP_386SPT_T016__bin.7	HMP_2012__SRS015803__bin.41	HMP_2012__SRS013949__bin.24	HMP_2012__SRS022602__bin.29	HMP_2012__SRS019129__bin.14	CM_periimplantitis__SP_162SPI_T016__bin.27	QinJ_2012__T2D-092__bin.6	CM_periimplantitis__SP_162SPT_T016__bin.5	HMP_2012__SRS058808__bin.21	HMP_2012__SRS011098__bin.21	HMP_2012__SRS024561__bin.20	HMP_2012__SRS016541__bin.4	HMP_2012__SRS015378__bin.8	HMP_2012__SRS049268__bin.66	HMP_2012__SRS016092__bin.6	HMP_2012__SRS065310__bin.13
CM_periimplantitis__SP_386SPT_T016__bin.7	0.6656586303093458	0.796609232884332	0.7031090027362721	0.6969672679664263	0.7616419090508305	0.729081727458546	0.8034772396321032	0.758455056759734	0.8069088140027181	0.8878790307791149	1.0	0.6010283185346308	0.6141212534142677	0.60742388414626	0.7631806826227892	0.7146692365521271	0.8005430036811544	0.7400984717925924	0.7888048453757243	0.8363969137084443	0.8123789293682283	0.6792889821626146	0.6303184544737989	0.8277083690093189	0.8042490554213532	0.8467013528333717
HMP_2012__SRS015803__bin.41	0.546574320483286	0.7263323676034366	0.5413877431357103	0.6704497377512993	0.6917776302632974	0.6734297553656405	0.7340854188292302	0.6775187137478861	0.7456557051754938	0.765077959548987	0.5897783191056013	1.0	0.566143758290241	0.5558879928112512	0.6972526156343367	0.5730244348334921	0.706504315990318	0.6893988599540692	0.7282225127489456	0.746858795670066	0.729243858517988	0.5627770117353463	0.49388682249439575	0.7366715568908662	0.7306489538058537	0.7542602751317202
HMP_2012__SRS013949__bin.24	0.6114736387064815	0.8065492692599103	0.6240857033385814	0.7125633906818271	0.784172532884798	0.7528034004033364	0.8342110802628792	0.813483149051854	0.8345430990232672	0.848810609194662	0.6715504412861344	0.63089540811414	1.0	0.650675093745497	0.9321732155153694	0.6797167747166386	0.8533692267747897	0.7709734590843321	0.858113110823214	0.842992312437622	0.8114737715139856	0.6182747109942701	0.5541386470501128	0.8396395869952236	0.9417858226661239	0.8232976236089244
HMP_2012__SRS022602__bin.29	0.571064960402521	0.8441527936438665	0.5698924386142808	0.720427036670988	0.7745895852853971	0.7430720455916517	0.8283529502368147	0.7410639335635164	0.826054756189914	0.815924347636345	0.6419572834974135	0.5986978397874444	0.6288599519952766	1.0	0.787485399632905	0.6470645239959439	0.8208480406628246	0.7677585388080966	0.8274538243335172	0.8330654994929982	0.7861222708544584	0.5556392714577263	0.49847899472461465	0.8215167695644919	0.8438473090400339	0.8187141408566404
HMP_2012__SRS019129__bin.14	0.5660824005178064	0.7726126898897698	0.586811343651841	0.6791018079552387	0.744434144802282	0.700489786424461	0.796845855904353	0.7669286941433203	0.8081844042698424	0.8168225271330687	0.6167255611001327	0.5741969264319297	0.6888690747546282	0.6021335471558675	1.0	0.6348973686186316	0.8285556134058485	0.735406881938457	0.8357240334925389	0.8091123535020392	0.7649957528288712	0.5688706646835084	0.520010776184632	0.8053627712264093	0.9210418745065209	0.7782314200371278
CM_periimplantitis__SP_162SPI_T016__bin.27	0.7247917273766225	0.7748185296978113	0.7887413462080413	0.6796912756345914	0.7335591443883615	0.7134346185256204	0.8240046865087788	0.7687193527149493	0.9466387970494662	0.8562987853212022	0.7056703398438391	0.5766018734043026	0.6137623623457967	0.6045470407719068	0.7757748988767008	1.0	0.794804546920851	0.8329058153242122	0.781422573670407	0.8104260429820491	0.7598416084750499	0.7547443706131436	0.7136204959208906	0.7930111298587452	0.8152180821530118	0.8104716129241152
QinJ_2012__T2D-092__bin.6	0.5524765764805202	0.7716802852871357	0.5623075541917703	0.6774886349946618	0.7529848572756573	0.6936001945978779	0.7896348935781315	0.7436191420430655	0.795142807425183	0.8080039916566621	0.6084908556075437	0.5472557591232756	0.5931736578354494	0.5903613123171317	0.7793391149581426	0.6118330833932221	1.0	0.7161174215411913	0.8281145930407258	0.8036809277924634	0.7395831746686735	0.5403875987240361	0.49311222287919004	0.7871931887050148	0.8431377707742236	0.7680431143230223
CM_periimplantitis__SP_162SPT_T016__bin.5	0.5432662141349609	0.765121489224015	0.5518987055442673	0.6675834334843302	0.7250810878856961	0.6834666275897474	0.7878737959752085	0.7037617107822793	0.9075017850153128	0.7839231587788332	0.5993171701753937	0.5689104423887537	0.5709290340854329	0.5882712200456728	0.7369369333928667	0.6830717605660122	0.7629253794755694	1.0	0.7629514416826154	0.7817536029771891	0.7403446898990753	0.5378457668091401	0.4931136764627783	0.7622423529550608	0.7886227156229654	0.7691360525886164
HMP_2012__SRS058808__bin.21	0.5089414075433563	0.7329922636898283	0.5109889492398118	0.6247924146295709	0.6948544762797243	0.6605978112872843	0.7413855853410365	0.7098308800582319	0.7404484794938937	0.7517209810564571	0.5614755267546312	0.5282402552662496	0.558574734623554	0.5573022071263268	0.7361385706369467	0.5633138621641786	0.7755009064164952	0.6706423065252478	1.0	0.7487030506944871	0.697327778704702	0.5037544748100934	0.44832431815608	0.7278074921785377	0.8017947651745878	0.7217301359927314
HMP_2012__SRS011098__bin.21	0.5879801238440278	0.8022533949044527	0.5890505073841559	0.7268793894808033	0.8597206010170972	0.7155001597656895	0.8202594073112133	0.7439636050964789	0.8156816312309784	0.8478532242392963	0.6415547297630904	0.5838024606710903	0.5913170375435397	0.6046251002611214	0.7680076426688974	0.6295611241169802	0.811027465724903	0.7404981335827479	0.8068069499472261	1.0	0.7973383874564837	0.5764010705698558	0.5223075755020974	0.8754027911950939	0.8250593648312399	0.8185038478844321
HMP_2012__SRS024561__bin.20	0.5848502763494376	0.8009783202196654	0.6023980728211212	0.7050367483864886	0.766997847341978	0.7170413522463458	0.806030486822826	0.7208340371372791	0.8066030231489302	0.8613961244299188	0.6568936123408585	0.600918120431003	0.6000485133696561	0.6014675785346998	0.7654746846630973	0.6222468171694119	0.7867812852311161	0.7392700996586387	0.7921585110520135	0.8405388126598289	1.0	0.5889356127415357	0.53464188491136	0.8192621646783387	0.8149499742702371	0.8320921832587628
HMP_2012__SRS016541__bin.4	0.7941071542546938	0.793622074488634	0.8563619689401142	0.683422970072191	0.7458410456761051	0.7276337580580685	0.8581699324449162	0.7776957367400893	0.8301777394073561	0.8857650588041642	0.751557865245916	0.634527332766735	0.6255540289502592	0.5816831999140024	0.7788553595603376	0.8456895422311653	0.7865816993244492	0.7348494875421169	0.7830067555083763	0.8314025322238758	0.8058223009039819	1.0	0.8169274026397207	0.8230224769301573	0.8203720064632513	0.8310121841018802
HMP_2012__SRS015378__bin.8	0.8032040419732247	0.7689433141605753	0.8792752682992802	0.6675388788962971	0.7187911109568226	0.7041081485306551	0.8498203864782514	0.7746799538002345	0.8414577081936602	0.8976076361240508	0.750700626531886	0.5994325557915688	0.6035325318527422	0.5617451766157442	0.7663982769830714	0.8607505219893671	0.7726505777501987	0.7252480850746841	0.7501321698051119	0.8109830757558991	0.7874687836978761	0.8793917079087085	1.0	0.8040191192392226	0.80311219209498	0.878806616952016
HMP_2012__SRS049268__bin.66	0.5706340951363863	0.7734271652654653	0.5714339131025595	0.6778279424660021	0.78415630832481	0.6773464100986821	0.7856724968866835	0.7032985423157968	0.7937390760324103	0.8122985920194218	0.6215424630836586	0.5637330431979221	0.5765830262576499	0.5837079725070554	0.7483769942439554	0.6030814423535988	0.7776879971217496	0.7068370756211014	0.7678010797086547	0.8569985668028121	0.7608165803997174	0.5585953299568308	0.5069359356753013	1.0	0.8216966811202376	0.7815530239639872
HMP_2012__SRS016092__bin.6	0.5285461216821469	0.7379551316761439	0.5473810953088589	0.6327379088551623	0.7031984423411938	0.6659423887676953	0.7610708990791406	0.711897129472171	0.7874428895920228	0.7832715159839944	0.5727951187360197	0.5303024667544335	0.6133895686682916	0.5686674266971371	0.8117523315578145	0.5880114419761715	0.7900196696808391	0.6936027693249857	0.8022518065140032	0.766077412390342	0.7177997636870358	0.5280946013040462	0.48026198561708644	0.7793397422700923	1.0	0.7446656586748136
HMP_2012__SRS065310__bin.13	0.5918264347399952	0.8075974093484274	0.63456418081065	0.7151161854222402	0.7778690529010114	0.7142668874841306	0.8180974652361365	0.7508779739460774	0.83926792470144	0.8936151831042425	0.680570259636237	0.6178315471231008	0.6051667576977389	0.6226740096771155	0.7740818674402111	0.6597566029253921	0.8121924040549584	0.763446607225573	0.8149975277620365	0.8577133092308435	0.8271376072543711	0.6037292965323752	0.5931018459539495	0.8365804336398128	0.840417893633731	1.0
