	XieH_2016__YSZC12003_35698__bin.59	YuJ_2015__SZAXPI015258-57__bin.74	LeChatelierE_2013__MH0137__bin.13	ZeeviD_2015__PNP_Main_421__bin.8	QinJ_2012__CON-053__bin.38	XieH_2016__YSZC12003_37337__bin.42	QinJ_2012__NOF008__bin.25	HMP_2012__SRS063985__bin.14	QinJ_2012__T2D-030__bin.35	XieH_2016__YSZC12003_37583__bin.91	XieH_2016__YSZC12003_35654__bin.42	YuJ_2015__SZAXPI003435-11__bin.41	LeChatelierE_2013__MH0173__bin.39	RaymondF_2016__P25C7__bin.86	XieH_2016__YSZC12003_36117__bin.36	QinJ_2012__T2D-106__bin.39	RaymondF_2016__P2E0__bin.25	BackhedF_2015__SID589_12M__bin.42	XieH_2016__YSZC12003_36703__bin.65	NielsenHB_2014__MH0173__bin.19	ZeeviD_2015__PNP_Main_576__bin.55	XieH_2016__YSZC12003_37647__bin.71	LiJ_2014__O2.UC27-1__bin.34	NielsenHB_2014__MH0137__bin.4	XieH_2016__YSZC12003_37285__bin.27	QinN_2014__LD-22__bin.22	XieH_2016__YSZC12003_35392__bin.92	BritoIL_2016__W2.43.ST__bin.61	LeChatelierE_2013__MH0183__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.58	LouisS_2016__AS62_6__bin.16	QinN_2014__LD-97__bin.39	ZeeviD_2015__PNP_Main_690__bin.5	NielsenHB_2014__MH0183__bin.15	ZeeviD_2015__PNP_Main_754__bin.10	ZeeviD_2015__PNP_Main_474__bin.34	QinN_2014__HD-1__bin.14	HeQ_2017__SZAXPI029591-123__bin.28	LeChatelierE_2013__MH0251__bin.9	RaymondF_2016__P22E0__bin.25	QinJ_2012__T2D-048__bin.35
XieH_2016__YSZC12003_35654__bin.42	943949.0	1243049.0	962893.0	1238577.0	1242646.0	1057653.0	1317421.0	1222324.0	927907.0	899770.0	1733151.0	1334272.0	1181306.0	761052.0	1273255.0	1281849.0	802685.0	817379.0	697481.0	1229068.0	1296815.0	1182468.0	1231384.0	843989.0	1298046.0	1248682.0	1264698.0	1049061.0	1115645.0	1147951.0	758963.0	1169252.0	1186753.0	1121587.0	1165488.0	1052060.0	884397.0	1160212.0	872246.0	833935.0	1182570.0
YuJ_2015__SZAXPI003435-11__bin.41	932499.0	1206413.0	952201.0	1235314.0	1220084.0	1050785.0	1292487.0	1206866.0	899903.0	873409.0	1334272.0	1477447.0	1158939.0	752170.0	1251319.0	1260699.0	781034.0	800534.0	689464.0	1210133.0	1277925.0	1151054.0	1206347.0	832000.0	1271528.0	1199040.0	1231658.0	1022182.0	1076167.0	1125569.0	733197.0	1135707.0	1139944.0	1093397.0	1144487.0	1040456.0	867087.0	1133306.0	854079.0	817822.0	1157261.0
LeChatelierE_2013__MH0173__bin.39	899870.0	1166735.0	912951.0	1132550.0	1081335.0	990146.0	1168790.0	1152594.0	832347.0	855489.0	1181306.0	1158939.0	1463839.0	707082.0	1187681.0	1155921.0	753099.0	734305.0	619595.0	1392981.0	1161509.0	1108945.0	1168961.0	811109.0	1164459.0	1103269.0	1187487.0	1022685.0	1054232.0	1084731.0	723370.0	1042925.0	1085846.0	1069333.0	1104485.0	959422.0	814172.0	1078243.0	814550.0	763020.0	1071041.0
RaymondF_2016__P25C7__bin.86	593162.0	722979.0	604266.0	721408.0	685237.0	628981.0	763224.0	736573.0	560411.0	521231.0	761052.0	752170.0	707082.0	842357.0	748394.0	763522.0	523668.0	506829.0	435637.0	724049.0	754274.0	696453.0	730527.0	544534.0	754251.0	734114.0	748597.0	627197.0	672372.0	666340.0	495208.0	687228.0	694846.0	669520.0	674288.0	603715.0	530999.0	697174.0	554058.0	435741.0	699562.0
XieH_2016__YSZC12003_36117__bin.36	937632.0	1219764.0	970167.0	1210247.0	1157034.0	1054508.0	1284479.0	1269380.0	873668.0	892460.0	1273255.0	1251319.0	1187681.0	748394.0	1549476.0	1260057.0	803837.0	800456.0	680555.0	1240176.0	1284823.0	1176094.0	1242808.0	850238.0	1266244.0	1252332.0	1268352.0	1028137.0	1102393.0	1142635.0	747190.0	1100859.0	1166171.0	1114724.0	1184981.0	1052258.0	867390.0	1138226.0	882841.0	818192.0	1157740.0
QinJ_2012__T2D-106__bin.39	929438.0	1235323.0	946378.0	1208228.0	1152268.0	1027412.0	1307412.0	1203185.0	890900.0	868523.0	1281849.0	1260699.0	1155921.0	763522.0	1260057.0	1530884.0	806951.0	820539.0	685466.0	1206696.0	1284755.0	1142491.0	1197264.0	830393.0	1303735.0	1200266.0	1217914.0	1020934.0	1067021.0	1111707.0	742156.0	1147127.0	1143493.0	1075127.0	1158749.0	1005405.0	872346.0	1157126.0	869322.0	810196.0	1179184.0
RaymondF_2016__P2E0__bin.25	647168.0	781766.0	668136.0	767147.0	738624.0	806470.0	798383.0	788503.0	728603.0	660188.0	802685.0	781034.0	753099.0	523668.0	803837.0	806951.0	1082517.0	580625.0	455507.0	769438.0	795244.0	789066.0	775609.0	616162.0	794163.0	767523.0	789082.0	736199.0	753397.0	763536.0	551759.0	849121.0	927071.0	754279.0	768716.0	663964.0	568659.0	856962.0	705216.0	619139.0	754376.0
BackhedF_2015__SID589_12M__bin.42	614087.0	781021.0	645992.0	751653.0	740375.0	658929.0	798550.0	763521.0	636854.0	591096.0	817379.0	800534.0	734305.0	506829.0	800456.0	820539.0	580625.0	1489637.0	475327.0	751033.0	802211.0	735349.0	783655.0	584737.0	793852.0	765074.0	765061.0	658953.0	693680.0	777206.0	560010.0	744151.0	750546.0	696290.0	760915.0	684737.0	566722.0	750561.0	620167.0	492558.0	760990.0
XieH_2016__YSZC12003_36703__bin.65	546667.0	680710.0	538212.0	629797.0	634592.0	591380.0	698084.0	667397.0	527560.0	521042.0	697481.0	689464.0	619595.0	435637.0	680555.0	685466.0	455507.0	475327.0	905931.0	646138.0	735043.0	634999.0	667892.0	495819.0	685651.0	679927.0	660260.0	563241.0	589643.0	635420.0	426098.0	651042.0	647811.0	608218.0	628984.0	559268.0	488057.0	647673.0	488800.0	418780.0	704546.0
NielsenHB_2014__MH0173__bin.19	923142.0	1211097.0	942444.0	1185508.0	1135102.0	1014534.0	1220265.0	1190196.0	850751.0	875346.0	1229068.0	1210133.0	1392981.0	724049.0	1240176.0	1206696.0	769438.0	751033.0	646138.0	1563771.0	1217965.0	1147831.0	1218988.0	827636.0	1226894.0	1146942.0	1240440.0	1061732.0	1084784.0	1123036.0	738675.0	1083516.0	1119741.0	1102264.0	1144610.0	990300.0	850972.0	1120226.0	838251.0	807851.0	1112898.0
ZeeviD_2015__PNP_Main_576__bin.55	937993.0	1214503.0	975015.0	1235617.0	1188547.0	1056148.0	1299300.0	1262945.0	877644.0	896412.0	1296815.0	1277925.0	1161509.0	754274.0	1284823.0	1284755.0	795244.0	802211.0	735043.0	1217965.0	1498039.0	1182882.0	1225734.0	850958.0	1325791.0	1208312.0	1281796.0	1030131.0	1127385.0	1146243.0	752172.0	1112433.0	1176720.0	1141417.0	1169567.0	1057610.0	897917.0	1153479.0	872315.0	828522.0	1239747.0
XieH_2016__YSZC12003_37647__bin.71	977656.0	1149433.0	932815.0	1138900.0	1073599.0	1025845.0	1179741.0	1151705.0	852689.0	895385.0	1182468.0	1151054.0	1108945.0	696453.0	1176094.0	1142491.0	789066.0	735349.0	634999.0	1147831.0	1182882.0	1412109.0	1134175.0	828742.0	1178812.0	1098713.0	1160205.0	993448.0	1158150.0	1205759.0	720683.0	1077196.0	1136959.0	1170552.0	1211124.0	967385.0	830991.0	1098964.0	855180.0	789210.0	1082343.0
LiJ_2014__O2.UC27-1__bin.34	917112.0	1197966.0	959268.0	1168343.0	1125211.0	1013642.0	1219407.0	1204195.0	853763.0	885972.0	1231384.0	1206347.0	1168961.0	730527.0	1242808.0	1197264.0	775609.0	783655.0	667892.0	1218988.0	1225734.0	1134175.0	1572712.0	830046.0	1218416.0	1159122.0	1376204.0	1008444.0	1075687.0	1152670.0	736308.0	1069944.0	1119329.0	1091894.0	1127103.0	1008503.0	843474.0	1117961.0	852615.0	816615.0	1132543.0
NielsenHB_2014__MH0137__bin.4	725240.0	835141.0	1023224.0	810551.0	773958.0	754180.0	840489.0	839733.0	647381.0	674078.0	843989.0	832000.0	811109.0	544534.0	850238.0	830393.0	616162.0	584737.0	495819.0	827636.0	850958.0	828742.0	830046.0	1078948.0	838202.0	805696.0	838441.0	726863.0	794023.0	814182.0	561130.0	794414.0	822106.0	796081.0	821894.0	703481.0	611647.0	815700.0	674415.0	550931.0	791185.0
XieH_2016__YSZC12003_37285__bin.27	942385.0	1212162.0	960287.0	1234996.0	1214598.0	1038473.0	1295118.0	1239128.0	876645.0	890498.0	1298046.0	1271528.0	1164459.0	754251.0	1266244.0	1303735.0	794163.0	793852.0	685651.0	1226894.0	1325791.0	1178812.0	1218416.0	838202.0	1481282.0	1202676.0	1242605.0	1056705.0	1091795.0	1144211.0	741778.0	1108350.0	1177854.0	1106477.0	1161444.0	1022874.0	920334.0	1143184.0	867641.0	833813.0	1170494.0
QinN_2014__LD-22__bin.22	911036.0	1152436.0	911793.0	1125053.0	1116125.0	1012326.0	1230882.0	1168161.0	848475.0	836919.0	1248682.0	1199040.0	1103269.0	734114.0	1252332.0	1200266.0	767523.0	765074.0	679927.0	1146942.0	1208312.0	1098713.0	1159122.0	805696.0	1202676.0	1469406.0	1174177.0	970847.0	1044054.0	1079871.0	716216.0	1053283.0	1095882.0	1067658.0	1099092.0	967788.0	821954.0	1089395.0	834742.0	786907.0	1110005.0
XieH_2016__YSZC12003_35392__bin.92	928196.0	1220449.0	969474.0	1206523.0	1147806.0	1033052.0	1243804.0	1256566.0	866948.0	887987.0	1264698.0	1231658.0	1187487.0	748597.0	1268352.0	1217914.0	789082.0	765061.0	660260.0	1240440.0	1281796.0	1160205.0	1376204.0	838441.0	1242605.0	1174177.0	1474393.0	1028000.0	1137490.0	1145679.0	740047.0	1090049.0	1146081.0	1145350.0	1150356.0	1066690.0	861832.0	1133130.0	856051.0	814412.0	1129462.0
BritoIL_2016__W2.43.ST__bin.61	805685.0	999116.0	812351.0	1011744.0	954240.0	1014171.0	1026248.0	997679.0	797929.0	799459.0	1049061.0	1022182.0	1022685.0	627197.0	1028137.0	1020934.0	736199.0	658953.0	563241.0	1061732.0	1030131.0	993448.0	1008444.0	726863.0	1056705.0	970847.0	1028000.0	1917897.0	950637.0	985712.0	628056.0	1053049.0	1085798.0	959116.0	994956.0	847196.0	742417.0	1043206.0	799431.0	756713.0	940620.0
LeChatelierE_2013__MH0183__bin.49	910806.0	1093663.0	885812.0	1055496.0	1001048.0	994156.0	1095873.0	1144696.0	822604.0	838927.0	1115645.0	1076167.0	1054232.0	672372.0	1102393.0	1067021.0	753397.0	693680.0	589643.0	1084784.0	1127385.0	1158150.0	1075687.0	794023.0	1091795.0	1044054.0	1137490.0	950637.0	1371517.0	1128426.0	671709.0	1031324.0	1090058.0	1351331.0	1111371.0	963956.0	766897.0	1051960.0	817059.0	764812.0	1002113.0
Bengtsson-PalmeJ_2015__TRAVELRES1__bin.58	974053.0	1147276.0	911877.0	1104681.0	1046869.0	996373.0	1140016.0	1112808.0	837679.0	878869.0	1147951.0	1125569.0	1084731.0	666340.0	1142635.0	1111707.0	763536.0	777206.0	635420.0	1123036.0	1146243.0	1205759.0	1152670.0	814182.0	1144211.0	1079871.0	1145679.0	985712.0	1128426.0	1478183.0	696820.0	1049874.0	1096749.0	1153751.0	1190766.0	951788.0	797970.0	1065828.0	838835.0	786845.0	1050129.0
LouisS_2016__AS62_6__bin.16	586267.0	723494.0	619512.0	722465.0	685873.0	629686.0	745300.0	726262.0	564309.0	584561.0	758963.0	733197.0	723370.0	495208.0	747190.0	742156.0	551759.0	560010.0	426098.0	738675.0	752172.0	720683.0	736308.0	561130.0	741778.0	716216.0	740047.0	628056.0	671709.0	696820.0	954531.0	670847.0	705755.0	673110.0	719851.0	626825.0	536067.0	701993.0	572783.0	461649.0	710331.0
QinN_2014__LD-97__bin.39	879415.0	1124193.0	896800.0	1064817.0	1050903.0	1113039.0	1134709.0	1087509.0	1019625.0	860867.0	1169252.0	1135707.0	1042925.0	687228.0	1100859.0	1147127.0	849121.0	744151.0	651042.0	1083516.0	1112433.0	1077196.0	1069944.0	794414.0	1108350.0	1053283.0	1090049.0	1053049.0	1031324.0	1049874.0	670847.0	1597434.0	1238143.0	1044286.0	1074544.0	938731.0	773804.0	1222896.0	886225.0	872194.0	1013333.0
ZeeviD_2015__PNP_Main_690__bin.5	897674.0	1143627.0	927241.0	1119392.0	1064565.0	1215847.0	1182071.0	1189121.0	967104.0	916725.0	1186753.0	1139944.0	1085846.0	694846.0	1166171.0	1143493.0	927071.0	750546.0	647811.0	1119741.0	1176720.0	1136959.0	1119329.0	822106.0	1177854.0	1095882.0	1146081.0	1085798.0	1090058.0	1096749.0	705755.0	1238143.0	1508924.0	1099469.0	1117144.0	976543.0	818024.0	1251925.0	933933.0	933983.0	1063444.0
NielsenHB_2014__MH0183__bin.15	934615.0	1096895.0	895153.0	1066833.0	1014453.0	1002712.0	1109714.0	1155508.0	829006.0	853364.0	1121587.0	1093397.0	1069333.0	669520.0	1114724.0	1075127.0	754279.0	696290.0	608218.0	1102264.0	1141417.0	1170552.0	1091894.0	796081.0	1106477.0	1067658.0	1145350.0	959116.0	1351331.0	1153751.0	673110.0	1044286.0	1099469.0	1454951.0	1120714.0	965782.0	777480.0	1063643.0	822108.0	778708.0	1013488.0
ZeeviD_2015__PNP_Main_754__bin.10	939209.0	1154937.0	928290.0	1127221.0	1061003.0	1002453.0	1180362.0	1124599.0	841178.0	888864.0	1165488.0	1144487.0	1104485.0	674288.0	1184981.0	1158749.0	768716.0	760915.0	628984.0	1144610.0	1169567.0	1211124.0	1127103.0	821894.0	1161444.0	1099092.0	1150356.0	994956.0	1111371.0	1190766.0	719851.0	1074544.0	1117144.0	1120714.0	1436076.0	965604.0	812302.0	1083073.0	839945.0	779549.0	1059513.0
ZeeviD_2015__PNP_Main_474__bin.34	761763.0	1000388.0	799358.0	977474.0	947521.0	877966.0	1021259.0	1090794.0	748944.0	764549.0	1052060.0	1040456.0	959422.0	603715.0	1052258.0	1005405.0	663964.0	684737.0	559268.0	990300.0	1057610.0	967385.0	1008503.0	703481.0	1022874.0	967788.0	1066690.0	847196.0	963956.0	951788.0	626825.0	938731.0	976543.0	965782.0	965604.0	1283040.0	710975.0	944989.0	743079.0	659627.0	931940.0
QinN_2014__HD-1__bin.14	662692.0	837967.0	692151.0	838499.0	844714.0	721872.0	891238.0	835024.0	617373.0	652145.0	884397.0	867087.0	814172.0	530999.0	867390.0	872346.0	568659.0	566722.0	488057.0	850972.0	897917.0	830991.0	843474.0	611647.0	920334.0	821954.0	861832.0	742417.0	766897.0	797970.0	536067.0	773804.0	818024.0	777480.0	812302.0	710975.0	1203229.0	798516.0	627209.0	561976.0	831572.0
HeQ_2017__SZAXPI029591-123__bin.28	892655.0	1126893.0	922731.0	1101129.0	1058795.0	1111498.0	1150119.0	1134893.0	949276.0	887707.0	1160212.0	1133306.0	1078243.0	697174.0	1138226.0	1157126.0	856962.0	750561.0	647673.0	1120226.0	1153479.0	1098964.0	1117961.0	815700.0	1143184.0	1089395.0	1133130.0	1043206.0	1051960.0	1065828.0	701993.0	1222896.0	1251925.0	1063643.0	1083073.0	944989.0	798516.0	1477432.0	911132.0	911918.0	1045306.0
LeChatelierE_2013__MH0251__bin.9	716673.0	857372.0	735902.0	832421.0	789533.0	838276.0	869270.0	872382.0	746031.0	695784.0	872246.0	854079.0	814550.0	554058.0	882841.0	869322.0	705216.0	620167.0	488800.0	838251.0	872315.0	855180.0	852615.0	674415.0	867641.0	834742.0	856051.0	799431.0	817059.0	838835.0	572783.0	886225.0	933933.0	822108.0	839945.0	743079.0	627209.0	911132.0	2028012.0	653295.0	827295.0
RaymondF_2016__P22E0__bin.25	650924.0	803843.0	638754.0	787131.0	805466.0	837133.0	832856.0	802542.0	674892.0	643619.0	833935.0	817822.0	763020.0	435741.0	818192.0	810196.0	619139.0	492558.0	418780.0	807851.0	828522.0	789210.0	816615.0	550931.0	833813.0	786907.0	814412.0	756713.0	764812.0	786845.0	461649.0	872194.0	933983.0	778708.0	779549.0	659627.0	561976.0	911918.0	653295.0	1069074.0	766644.0
QinJ_2012__T2D-048__bin.35	877379.0	1113769.0	894902.0	1102620.0	1088368.0	972036.0	1186219.0	1112118.0	812937.0	837598.0	1182570.0	1157261.0	1071041.0	699562.0	1157740.0	1179184.0	754376.0	760990.0	704546.0	1112898.0	1239747.0	1082343.0	1132543.0	791185.0	1170494.0	1110005.0	1129462.0	940620.0	1002113.0	1050129.0	710331.0	1013333.0	1063444.0	1013488.0	1059513.0	931940.0	831572.0	1045306.0	827295.0	766644.0	1694164.0
