	XieH_2016__YSZC12003_35698__bin.59	YuJ_2015__SZAXPI015258-57__bin.74	LeChatelierE_2013__MH0137__bin.13	ZeeviD_2015__PNP_Main_421__bin.8	QinJ_2012__CON-053__bin.38	XieH_2016__YSZC12003_37337__bin.42	QinJ_2012__NOF008__bin.25	HMP_2012__SRS063985__bin.14	QinJ_2012__T2D-030__bin.35	XieH_2016__YSZC12003_37583__bin.91	XieH_2016__YSZC12003_35654__bin.42	YuJ_2015__SZAXPI003435-11__bin.41	LeChatelierE_2013__MH0173__bin.39	RaymondF_2016__P25C7__bin.86	XieH_2016__YSZC12003_36117__bin.36	QinJ_2012__T2D-106__bin.39	RaymondF_2016__P2E0__bin.25	BackhedF_2015__SID589_12M__bin.42	XieH_2016__YSZC12003_36703__bin.65	NielsenHB_2014__MH0173__bin.19	ZeeviD_2015__PNP_Main_576__bin.55	XieH_2016__YSZC12003_37647__bin.71	LiJ_2014__O2.UC27-1__bin.34	NielsenHB_2014__MH0137__bin.4	XieH_2016__YSZC12003_37285__bin.27	QinN_2014__LD-22__bin.22	XieH_2016__YSZC12003_35392__bin.92	BritoIL_2016__W2.43.ST__bin.61	LeChatelierE_2013__MH0183__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.58	LouisS_2016__AS62_6__bin.16	QinN_2014__LD-97__bin.39	ZeeviD_2015__PNP_Main_690__bin.5	NielsenHB_2014__MH0183__bin.15	ZeeviD_2015__PNP_Main_754__bin.10	ZeeviD_2015__PNP_Main_474__bin.34	QinN_2014__HD-1__bin.14	HeQ_2017__SZAXPI029591-123__bin.28	LeChatelierE_2013__MH0251__bin.9	RaymondF_2016__P22E0__bin.25	QinJ_2012__T2D-048__bin.35
XieH_2016__YSZC12003_35654__bin.42	0.5446432538191999	0.7172190997783805	0.5555736343803858	0.7146388283536749	0.716986575318596	0.6102486165371627	0.7601305368083912	0.7052611111207275	0.5353872801619709	0.5191526877923505	1.0	0.7698532903365027	0.6815943907945701	0.43911465302215447	0.7346474715705671	0.7396060701000663	0.46313621836758595	0.4716144179012677	0.40243521770463164	0.7091522896735484	0.7482412092195083	0.6822648459366784	0.7104885840875954	0.48696795605230014	0.7489514762418278	0.7204692493614232	0.7297102214406015	0.6052911719752059	0.6437090593952864	0.6623490971069457	0.4379093339241647	0.6746394284167969	0.6847372213961738	0.6471374969636229	0.6724676615020849	0.6070215463049671	0.5102827162780392	0.6694234951253526	0.5032717864744618	0.48116696121688185	0.6823236982813384
YuJ_2015__SZAXPI003435-11__bin.41	0.6311556353628929	0.8165524719330034	0.6444908006852361	0.8361139181303966	0.8258055957337217	0.7112167136959905	0.8748110761333571	0.8168590819163056	0.6090932534297339	0.5911609688875472	0.9030929705092636	1.0	0.7844200164202167	0.5091011724955278	0.8469467940305134	0.8532955835302383	0.5286375754934018	0.5418360184832349	0.46665904089960586	0.8190703287495253	0.8649548850144878	0.7790831075497124	0.816507800279807	0.5631335675662139	0.8606251188705923	0.811562106796386	0.8336393792806104	0.6918569667812111	0.7283963485661414	0.7618337578268459	0.49625942588803523	0.7686955944950986	0.7715633792616587	0.7400583574233119	0.7746382780566748	0.7042255999707604	0.5868819659859204	0.7670704938992735	0.5780775892468563	0.5535372842477598	0.7832842734798608
LeChatelierE_2013__MH0173__bin.39	0.6147329043699478	0.7970377889918222	0.6236689963855314	0.7736848109662333	0.7386980398800688	0.6764036208900023	0.798441631900776	0.7873775736266079	0.568605563863239	0.5844146794831945	0.8069917525083018	0.7917120666958594	1.0	0.48303262858825324	0.8113467396346183	0.7896503645551184	0.5144684627202855	0.5016296191042867	0.42326717624001	0.9515944034828967	0.7934677242510959	0.7575594037322411	0.7985584480260466	0.5540971377316768	0.7954829731958227	0.7536819281355395	0.8112142113989311	0.6986321583179571	0.7201830255922953	0.7410179671398289	0.4941595353040874	0.7124588154844897	0.7417796629274122	0.7304990507835902	0.7545126205819083	0.655414973914481	0.5561895809580152	0.7365857857319008	0.5564478060770345	0.5212458473916872	0.7316658457658254
RaymondF_2016__P25C7__bin.86	0.7041693723682476	0.858280990126514	0.7173514317563693	0.8564159851464402	0.8134757590902669	0.7466917233429532	0.9060576453926305	0.8744190408579735	0.665289182614972	0.6187768368993194	0.9034791661967551	0.8929349432603991	0.8394089441887466	1.0	0.8884522832955624	0.9064114146377368	0.6216699095514134	0.6016795729126724	0.517164337685803	0.8595512354025668	0.8954326965882636	0.8267907787315829	0.8672415614757164	0.6464408795795606	0.8954053922505542	0.8714998510132878	0.888693273754477	0.7445738564527866	0.7982031371496883	0.7910422777990804	0.5878837594986449	0.8158393650198194	0.8248830365272681	0.7948173992737047	0.8004777071954052	0.716697314796458	0.6303728704100517	0.8276467103615213	0.6577472496815483	0.5172878007780549	0.8304816129028428
XieH_2016__YSZC12003_36117__bin.36	0.6051284434221633	0.7872106441145265	0.6261258644858003	0.7810685676964342	0.7467259899475693	0.6805578143837013	0.828976376529872	0.8192317919090066	0.5638473909889536	0.5759753619933449	0.8217326373561127	0.807575593297347	0.7665049345714293	0.4829981232365006	1.0	0.8132149191081373	0.518779897203958	0.5165978692151412	0.43921622535618493	0.8003841298606755	0.829198387067628	0.7590269226499797	0.8020827686262969	0.548726150001678	0.817207881890394	0.8082293627006808	0.8185683418136196	0.663538512374506	0.7114618103152291	0.7374331709558586	0.4822210863543546	0.7104717982079103	0.7526228221669777	0.7194199845625231	0.7647624100018329	0.6791057105757043	0.5597956986749069	0.7345876928716547	0.56976745686929	0.528044319498979	0.7471816278535454
QinJ_2012__T2D-106__bin.39	0.6071250336406939	0.8069344248159886	0.6181905356643612	0.7892355005343318	0.7526814572495368	0.6711233509527829	0.8540242108481113	0.7859413254041456	0.581951343145529	0.5673342983531084	0.8373260155570246	0.8235104684613596	0.7550676602538141	0.49874582267500345	0.8230911029183139	1.0	0.5271143992621257	0.5359903167059032	0.44775828867504003	0.7882347715437616	0.8392242651957954	0.7462949511524061	0.7820736254347161	0.5424271205395053	0.8516223306272716	0.7840345839397368	0.7955625638519966	0.666891808915633	0.6969966372370473	0.7261863080416282	0.4847891806302764	0.7493232668183872	0.7469494749438886	0.7022916171310171	0.7569149589387569	0.6567479965823668	0.5698315483080364	0.7558547871687208	0.5678562190211669	0.5292340895848412	0.7702634556243321
RaymondF_2016__P2E0__bin.25	0.597836338828859	0.7221743399872704	0.6172060115453152	0.7086697021848156	0.6823209242903344	0.7449952287123436	0.7375246762868389	0.7283977988336442	0.6730637948410971	0.60986386356981	0.7414987478256693	0.721498138135475	0.695692538777682	0.4837503706639249	0.7425629343465275	0.7454395635357227	1.0	0.5363657106539667	0.42078507774011864	0.7107860661772517	0.7346249527721043	0.7289178830447929	0.7164866694934121	0.5691938325217988	0.733626354135778	0.7090170408409291	0.7289326634131381	0.6800807747130068	0.6959678231381123	0.705333957803896	0.5097000786130841	0.7843950718556845	0.8564031788877219	0.6967825909431445	0.7101191020556721	0.6133520304992901	0.5253118426777593	0.7916383761178808	0.6514595151854428	0.5719439048070377	0.6968721969262377
BackhedF_2015__SID589_12M__bin.42	0.41223935764216385	0.5243029006395518	0.433657327254895	0.504588030506761	0.4970170585182833	0.4423419933849656	0.5360701969674491	0.5125550721417366	0.4275229468655787	0.396805396213977	0.5487101891266127	0.5374020650668586	0.4929422402907554	0.34023658112681143	0.5373497033169826	0.5508315113010753	0.38977616694536993	1.0	0.31908914722177284	0.5041718217256956	0.5385278426891921	0.4936430821737108	0.5260711166545944	0.3925365709901137	0.5329164084941499	0.5135976080078569	0.5135888810495443	0.44235810469261977	0.4656704955636843	0.5217418740270281	0.3759372249749436	0.49955190425586904	0.5038448964412136	0.46742260027107274	0.5108056526522905	0.4596670195490579	0.3804430206822199	0.5038549660084973	0.41632088891454766	0.3306563948129645	0.5108560004887097
XieH_2016__YSZC12003_36703__bin.65	0.6034311663912594	0.7513927661157417	0.5940982260238362	0.6951931217719671	0.7004860193546749	0.6527870224111991	0.7705708271380491	0.736697386445546	0.5823401561487574	0.5751453477141195	0.7699052135317149	0.7610557536942659	0.6839317784687796	0.4808721635532949	0.7512216714076458	0.7566426140622189	0.502805401294359	0.524683447194102	1.0	0.7132309193525777	0.8113675324058897	0.7009352809430299	0.7372437856746265	0.5473032714412025	0.7568468238751075	0.7505284618806509	0.728819303015351	0.6217261579524268	0.6508696578436989	0.7013999962469548	0.4703426640660271	0.7186441351493656	0.7150776383631866	0.6713734268945427	0.6942957024320837	0.6173406142410405	0.5387352899944918	0.7149253088811399	0.5395554407565256	0.4622647861702492	0.7777038207104073
NielsenHB_2014__MH0173__bin.19	0.5903306814105135	0.7744720934203282	0.6026739209257621	0.7581084442670953	0.725874824382854	0.6487740212601462	0.7803348444241516	0.7611063256704467	0.5440380976498477	0.5597661038604758	0.7859641852931152	0.7738556348723694	0.890783241280213	0.46301472530185045	0.7930675271507145	0.7716577427257572	0.4920400749214559	0.48027044880612313	0.4131922129263172	1.0	0.7788640408346235	0.73401476303116	0.7795182286920528	0.52925652157509	0.7845739561611003	0.7334462654698163	0.7932363498235995	0.6789561898769065	0.6936974787229077	0.7181588608562252	0.47236775717160634	0.6928866183092026	0.7160517748442706	0.7048755860033215	0.731954998525999	0.6332768672650919	0.5441794226904068	0.7163619225577147	0.5360445998806731	0.5166044133060403	0.7116758144255138
ZeeviD_2015__PNP_Main_576__bin.55	0.6261472498379548	0.8107285591363109	0.6508608921396573	0.8248229852493827	0.7934019074269762	0.7050203632882722	0.8673338945114246	0.8430655009649282	0.5858619168125796	0.5983902955797546	0.8656750591940531	0.8530652406245766	0.7753529781267376	0.5035075855835529	0.8576699271514293	0.8576245344747366	0.5308566732908823	0.5355074200337908	0.49067013609125	0.813039580411458	1.0	0.7896202969348595	0.8182256937235947	0.5680479613681619	0.8850176797800324	0.8065958229391892	0.8556492854992427	0.6876529916777867	0.7525738648993785	0.7651623222092349	0.5021044178422591	0.7425928163418977	0.7855069193792685	0.7619407772427821	0.7807320103148182	0.7059963058371644	0.5993949423212613	0.7699926370408247	0.5823045995464737	0.5530710482170358	0.8275799228190989
XieH_2016__YSZC12003_37647__bin.71	0.6923374895280747	0.8139831981808769	0.6605828586886706	0.8065241422581402	0.7602805449154421	0.7264630421589269	0.835446130574906	0.8155921391337354	0.603840779996445	0.6340764062830844	0.8373772846147146	0.8151311265631761	0.7853111905667338	0.4932005957047225	0.8328634687548907	0.8090671470828386	0.5587854761919937	0.5207452115948557	0.44968129230817167	0.8128487248505604	0.8376704631158076	1.0	0.8031780832782739	0.5868824573740412	0.8347882493490233	0.7780652909938256	0.8216115044943414	0.70352076220745	0.8201562343983361	0.8538710538634058	0.510359327785603	0.7628277987039244	0.80514960247403	0.8289388425397756	0.8576703356468941	0.6850639716905706	0.5884751106323945	0.7782430393121211	0.6056048081274179	0.5588874513228087	0.7664727014699291
LiJ_2014__O2.UC27-1__bin.34	0.5831404605547614	0.7617198825977038	0.6099451139178692	0.7428842661593477	0.7154590287350767	0.6445185132433656	0.7753530207692191	0.7656805568978936	0.5428603584127291	0.5633402682754376	0.7829685282492916	0.7670488938852122	0.7432772179521744	0.4645014471816836	0.7902324138176602	0.7612735198815803	0.4931665810396309	0.498282584478277	0.4246753378876743	0.7750866019970598	0.7793760078132551	0.7211587372640381	1.0	0.5277800385575999	0.7747228990431815	0.7370211456388709	0.8750515033903219	0.6412133944422119	0.6839694743856473	0.7329186780542146	0.46817726322429026	0.6803178204273891	0.7117189924156488	0.6942746033603101	0.7166620461979053	0.6412509092573847	0.5363181561531927	0.7108491573791006	0.5421304091276724	0.5192400134290321	0.7201210393256998
NielsenHB_2014__MH0137__bin.4	0.6721732650693083	0.7740326688589255	0.9483533960858169	0.7512419504925167	0.7173265069308252	0.6989956883927678	0.7789893488842836	0.77828866636761	0.6000113073104543	0.6247548538020368	0.7822332494244394	0.7711214998313172	0.7517591209214902	0.5046897533523395	0.7880250021317061	0.7696320860690228	0.5710766413209905	0.5419510486140203	0.45953929197699983	0.7670768192721058	0.7886923188142524	0.768101891842795	0.7693104765011844	1.0	0.7768696915884732	0.7467421970289578	0.7770912036539296	0.6736775080912147	0.7359233253131754	0.754607265595747	0.5200714028850325	0.7362857153449471	0.7619514564186597	0.737830738830787	0.7617549687287988	0.6520063988255227	0.5668920096241895	0.7560141916014488	0.6250671950826175	0.5106186767110185	0.733292985389472
XieH_2016__YSZC12003_37285__bin.27	0.6361955387292899	0.8183195367256201	0.6482810160388096	0.8337345623588216	0.8199640581604313	0.7010636732235995	0.8743223775081315	0.8365240379617116	0.5918150628982193	0.6011670971496312	0.8762990436662297	0.8583969831537817	0.7861156754757028	0.5091879871624714	0.8548298028329514	0.8801396358019608	0.5361322152027771	0.5359222619325692	0.4628767513545699	0.828264975879002	0.8950294407141922	0.7958052551776097	0.8225415552204104	0.5658625433914677	1.0	0.8119156244388307	0.8388713290244532	0.7133719305304459	0.7370608702461786	0.772446434912461	0.5007675783544254	0.7482370001120651	0.7951585180944614	0.7469725548545112	0.7840802764092185	0.6905329302590594	0.6213091092715635	0.7717531165571444	0.5857365444257069	0.5628995694270233	0.7901898490631764
QinN_2014__LD-22__bin.22	0.6200029127416112	0.784286983992171	0.620518086900421	0.7656515626042087	0.7595756380469387	0.6889355290505143	0.837673182224654	0.794988587225042	0.5774272052788678	0.5695628029285303	0.8497869207012901	0.816003201293584	0.7508265244595436	0.4995991577549023	0.8522709176361061	0.8168375520448399	0.5223355560001797	0.520668896138984	0.4627223517530213	0.7805480581949441	0.8223132340551216	0.747725951847209	0.7888371219390693	0.5483140806557207	0.8184776705689237	1.0	0.7990827586113028	0.660707115664425	0.7105279276115655	0.7349030832867158	0.4874187256619341	0.7168086968475696	0.7457993229917396	0.7265915614881115	0.7479838792001666	0.6586253220689177	0.5593784154957854	0.7413846139188216	0.5680812518800114	0.5355272810918154	0.7554106897617132
XieH_2016__YSZC12003_35392__bin.92	0.629544497294819	0.8277636966534703	0.6575411033557539	0.8183184537636844	0.7784939293661867	0.7006625777523361	0.8436041136928892	0.8522598791502672	0.588003334253486	0.6022729353706915	0.8577753692536522	0.8353661472890878	0.8054073778158198	0.5077323345946434	0.8602536772760044	0.8260443450287678	0.53519109219862	0.5188989638447822	0.4478181868741916	0.8413224967834221	0.8693720059712708	0.7869034918098499	0.9334037804031896	0.5686685978568807	0.8427908976778918	0.7963799339796106	1.0	0.6972360829168343	0.7714971517092118	0.777051301789957	0.5019333379906171	0.7393205203768601	0.7773239563671287	0.7768281591136149	0.7802234546691418	0.7234773903565739	0.5845334317241061	0.7685400025637669	0.5806124961255242	0.5523710435413082	0.7660521991083789
BritoIL_2016__W2.43.ST__bin.61	0.4200877315100863	0.5209435126078199	0.4235634134679808	0.5275278078019832	0.4975449672219103	0.5287932563636107	0.5350902577145696	0.5201942544359786	0.4160437187189927	0.41684146750320794	0.5469850570703223	0.5329702272854069	0.5332324937157731	0.32702329687152126	0.5360751906906367	0.5323195145516156	0.3838574230002967	0.34358101608167696	0.2936763548824572	0.553591772655153	0.5371148711322871	0.5179881922751848	0.5258071731693621	0.3789895912032815	0.5509706725647936	0.5062039306594671	0.5360037582831612	1.0	0.4956663470457485	0.5139546075727737	0.32747118328043684	0.5490644179536232	0.5661398917668675	0.5000873352427164	0.5187744701618492	0.44173175097515666	0.38709951577170204	0.5439322341085053	0.41682686817905235	0.39455351356199003	0.49044343882909247
LeChatelierE_2013__MH0183__bin.49	0.6640865552523227	0.7974111877577894	0.6458629386292696	0.7695828779373497	0.7298837710360134	0.7248586783831334	0.7990225421923316	0.8346203510419484	0.5997767435620558	0.6116781636684051	0.8134386959840818	0.7846545102977214	0.76866127069515	0.49023963975656154	0.8037764023340578	0.7779859819455391	0.5493165596926615	0.5057757213363013	0.4299202999306607	0.7909373343531287	0.8219985607178038	0.8444299268620076	0.7843045328639747	0.5789377747413995	0.7960491922447918	0.7612402908604122	0.8293663148178259	0.6931281201764178	1.0	0.8227575742772419	0.4897562334261989	0.7519585976695877	0.7947827114064208	0.9852819906716431	0.8103224385844288	0.7028392648432357	0.559159675016788	0.7670047108420822	0.5957337750826275	0.5576394605389506	0.730660283467139
Bengtsson-PalmeJ_2015__TRAVELRES1__bin.58	0.6589529171963147	0.7761393548701345	0.6168904662007343	0.7473235722505265	0.7082133944173353	0.6740525361203585	0.7712279196824751	0.7528215383345634	0.5666950573778754	0.5945603487524886	0.7765959965714665	0.7614544342615224	0.7338272730778259	0.45078315743043995	0.7729996894836431	0.7520767049817242	0.5165368563973473	0.5257846964821	0.4298655849783146	0.7597408439956351	0.7754405239405405	0.8157034683797608	0.7797884294434451	0.5507991906279534	0.7740658632929752	0.7305394528282357	0.7750589744300942	0.6668403032642102	0.7633872125440491	1.0	0.4714030671439193	0.7102462956210429	0.7419575248802076	0.7805197326718004	0.8055606105603975	0.6438905061146015	0.5398316717212956	0.7210392759218581	0.5674770985730454	0.5323055399771206	0.7104188047082127
LouisS_2016__AS62_6__bin.16	0.6141937768390969	0.7579575728813417	0.6490223994820493	0.7568795565570945	0.7185444998643313	0.6596810370747519	0.7808022997681584	0.7608574263172175	0.5911898094456859	0.6124065116795578	0.7951161355681481	0.7681227744305842	0.7578276661522779	0.5187971894050586	0.7827823297514696	0.777508535605444	0.578041991302535	0.5866860269598368	0.44639514065022506	0.7738617184774512	0.7880016468820814	0.7550126711442583	0.7713819666412092	0.5878593780610583	0.7771125296087817	0.750332885993226	0.7752990735764475	0.65797339216851	0.7037057989735274	0.730012959243859	1.0	0.7028027376795515	0.7393735771808354	0.7051735354849659	0.7541410388976366	0.6566837535920782	0.5616025042664932	0.7354323746426256	0.6000674676883202	0.4836396093997995	0.7441675545372545
QinN_2014__LD-97__bin.39	0.5505172670670588	0.7037492628803443	0.5614003458045841	0.6665796521170828	0.6578694331033395	0.6967668147792021	0.710332320458936	0.6807849338376422	0.6382892814351016	0.5389061457312164	0.7319563750364647	0.7109570724048693	0.6528751735595962	0.4302074451902238	0.6891420866214191	0.7181060375577332	0.5315531032894004	0.4658414682547135	0.4075548661165344	0.6782853000499551	0.6963874563831746	0.6743289550616802	0.6697891743884254	0.4973063049866223	0.6938314822396419	0.659359322513481	0.6823749838803982	0.6592128375882822	0.6456129016910871	0.6572252750348371	0.41995287442235485	1.0	0.7750824134205232	0.6537271649407738	0.6726687925760939	0.5876493175930899	0.48440436349795984	0.7655377311363099	0.5547803539927159	0.5459968925163732	0.6343504645575342
