	XieH_2016__YSZC12003_35698__bin.59	YuJ_2015__SZAXPI015258-57__bin.74	LeChatelierE_2013__MH0137__bin.13	ZeeviD_2015__PNP_Main_421__bin.8	QinJ_2012__CON-053__bin.38	XieH_2016__YSZC12003_37337__bin.42	QinJ_2012__NOF008__bin.25	HMP_2012__SRS063985__bin.14	QinJ_2012__T2D-030__bin.35	XieH_2016__YSZC12003_37583__bin.91	XieH_2016__YSZC12003_35654__bin.42	YuJ_2015__SZAXPI003435-11__bin.41	LeChatelierE_2013__MH0173__bin.39	RaymondF_2016__P25C7__bin.86	XieH_2016__YSZC12003_36117__bin.36	QinJ_2012__T2D-106__bin.39	RaymondF_2016__P2E0__bin.25	BackhedF_2015__SID589_12M__bin.42	XieH_2016__YSZC12003_36703__bin.65	NielsenHB_2014__MH0173__bin.19	ZeeviD_2015__PNP_Main_576__bin.55	XieH_2016__YSZC12003_37647__bin.71	LiJ_2014__O2.UC27-1__bin.34	NielsenHB_2014__MH0137__bin.4	XieH_2016__YSZC12003_37285__bin.27	QinN_2014__LD-22__bin.22	XieH_2016__YSZC12003_35392__bin.92	BritoIL_2016__W2.43.ST__bin.61	LeChatelierE_2013__MH0183__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.58	LouisS_2016__AS62_6__bin.16	QinN_2014__LD-97__bin.39	ZeeviD_2015__PNP_Main_690__bin.5	NielsenHB_2014__MH0183__bin.15	ZeeviD_2015__PNP_Main_754__bin.10	ZeeviD_2015__PNP_Main_474__bin.34	QinN_2014__HD-1__bin.14	HeQ_2017__SZAXPI029591-123__bin.28	LeChatelierE_2013__MH0251__bin.9	RaymondF_2016__P22E0__bin.25	QinJ_2012__T2D-048__bin.35
XieH_2016__YSZC12003_35654__bin.42	0.9780719085459066	0.9797530105410165	0.9807496783131667	0.9821504839828287	0.984014755610206	0.9650764475683423	0.9839147850231627	0.9786406877390937	0.9680420559387956	0.9805350256176578	1.0	0.985592892603607	0.9806214477874489	0.9822797916568119	0.9802144896348336	0.9831797661034958	0.9686975588182164	0.9847488129741527	0.9801686354180257	0.9804136142182531	0.9837517302005298	0.9780493002770476	0.9787751018366326	0.9813042587047935	0.9834651468437945	0.985411017376722	0.9786589367580244	0.9632566647697322	0.9763553818643027	0.9778953979743038	0.9818515527107382	0.9674193415961657	0.9664900783903643	0.9764075368205944	0.9781533572203231	0.979852860103036	0.9833332767976373	0.9656795482204976	0.9680755199794553	0.9654781247938988	0.9844000777966632
YuJ_2015__SZAXPI003435-11__bin.41	0.9794820155303116	0.9815146222728037	0.9817275974295343	0.9872526337433236	0.9883114605223903	0.9669171143478447	0.9875495846379886	0.9814088722360229	0.9689110937512154	0.9812058268234012	0.985592892603607	1.0	0.9813838346970807	0.9855205605115864	0.9816401732891453	0.9851772707045853	0.9695403785238543	0.9867650843062256	0.9808140816634371	0.9809673812713148	0.986952285932273	0.9803249890969494	0.9796012258496104	0.9826586538461538	0.9849543226731932	0.9832224112623432	0.9795706275605728	0.9639232543715307	0.9782301445779326	0.979464608566867	0.9837656182444827	0.9680903613343934	0.9677098173243598	0.978653682056929	0.9795349357397681	0.9816734201157954	0.9858249518214435	0.9681762913105552	0.9680521356923657	0.9669304567497573	0.9865026126344878
LeChatelierE_2013__MH0173__bin.39	0.9815062175647593	0.9834701110363536	0.9846114413588462	0.9828546201050726	0.981666181155701	0.9699175677122364	0.9813884444596549	0.9845548389111864	0.97005455657316	0.9841540919871559	0.9806214477874489	0.9813838346970807	1.0	0.9788779802059733	0.9852451963111307	0.981000431690401	0.9732638072816455	0.9830520015524884	0.980117657502078	0.9998025816576106	0.9812063445052944	0.9821424867779737	0.9831012326330819	0.9849292758433207	0.9809018608641438	0.9805750002945791	0.9832562377524975	0.9687665312388467	0.9811568990506834	0.9814239659417865	0.9846095359221422	0.9690716015053815	0.9704967371063669	0.9807384603299439	0.9822297269768263	0.9837714790780282	0.9800558113027714	0.9690941652299156	0.9723835246455098	0.9700086498387984	0.9812556195327723
RaymondF_2016__P25C7__bin.86	0.9773400858450136	0.9777905029053403	0.9801693294012902	0.9832826916252662	0.9866454963757065	0.9665745070200848	0.9853463727555737	0.9792498503203348	0.9672668809141862	0.9813633494554238	0.9822797916568119	0.9855205605115864	0.9788779802059733	1.0	0.9794199312127034	0.9843292007302998	0.9672349656652688	0.9858611089736381	0.9866058209013467	0.9785028361340186	0.986998093530998	0.979491796287761	0.9781582337134699	0.9812683872816023	0.9834445032224021	0.981452471959396	0.9784236378184791	0.96224152857874	0.978015146377303	0.9778461446108593	0.9812543416099901	0.9649315802033678	0.9667134875929343	0.9778587644879914	0.9781903281683791	0.981486297342289	0.9862786935568617	0.964591335878848	0.9656750737287432	0.9662276444034414	0.9861256043066947
XieH_2016__YSZC12003_36117__bin.36	0.9826403109108904	0.9817472888198044	0.9852613003740593	0.9821821495942564	0.9805978043860423	0.9691495939338535	0.9803710298105301	0.9843199042052025	0.9705975267492915	0.983266476928938	0.9802144896348336	0.9816401732891453	0.9852451963111307	0.9794199312127034	1.0	0.9813127501374938	0.9730766312075707	0.9818141159539062	0.9785792478197941	0.9851190476190477	0.980893087997335	0.9822114558870294	0.984378117939376	0.9853676264763513	0.9813716787601757	0.979633196308966	0.9845452997275205	0.9676988572534594	0.9810757143777219	0.9815356609941057	0.9854013035506364	0.9691958734043142	0.9699495185525965	0.9807360386965742	0.9823203916349713	0.9842481596718675	0.9804309480164631	0.9680880598404886	0.9710559432559204	0.9691490505895927	0.9805388083680273
QinJ_2012__T2D-106__bin.39	0.9794703896333052	0.9821633694183627	0.9818455205002652	0.985069043260047	0.9864337116018148	0.9678094084943528	0.9878645752065913	0.9816819524844476	0.9675485464137389	0.9820465318707737	0.9831797661034958	0.9851772707045853	0.981000431690401	0.9843292007302998	0.9813127501374938	1.0	0.9706586893132296	0.9861810346613629	0.9839860766252447	0.9810523943064368	0.9875999704223762	0.9805652735995295	0.9801965147202288	0.9824516825165915	0.989989530080883	0.9822281061031471	0.9798746052676954	0.9642895623027541	0.9793415499788664	0.9799893317213978	0.9842391626558298	0.9658982832763939	0.9687072854840388	0.9793949924055484	0.978979054135106	0.9822569014476753	0.9862898437088036	0.9668255661008395	0.9691219133991777	0.9672165747547508	0.9873225891803146
RaymondF_2016__P2E0__bin.25	0.972914297369462	0.9714978650900653	0.9736251302130106	0.9700239980082044	0.9688528940299801	0.9927759247089166	0.9691751953636287	0.97328989236566	0.9860390363476407	0.9850557719922204	0.9686975588182164	0.9695403785238543	0.9732638072816455	0.9672349656652688	0.9730766312075707	0.9706586893132296	1.0	0.9723487621097955	0.9702551223142564	0.9730361640574029	0.9698331581250534	0.9737106908674306	0.9748778056984898	0.9738477867833459	0.970133335348033	0.9678563378556734	0.9728672051827313	0.9735424796828032	0.9723558761184342	0.9734655602355358	0.973887150005709	0.9863670784258074	0.9938774915837083	0.9721654719274964	0.9739630760905198	0.9735256730786609	0.9689356890509074	0.9825686553196058	0.9848259256738361	0.9874696958195172	0.972145190196931
BackhedF_2015__SID589_12M__bin.42	0.9809473250532905	0.9806906600462728	0.9824827552043989	0.9864764725212298	0.9868701671450278	0.968822134099425	0.9862350510299919	0.982119679746857	0.9691609065814143	0.9827303855888045	0.9847488129741527	0.9867650843062256	0.9830520015524884	0.9858611089736381	0.9818141159539062	0.9861810346613629	0.9723487621097955	1.0	0.9810614587431389	0.9826718666157146	0.9881552359665973	0.9818766327281332	0.9818950941421927	0.9832317777051905	0.9867746129001376	0.9833597795768775	0.9810943179694168	0.9666926169241206	0.9809076231115211	0.9818375051144742	0.9842377814681881	0.9690022589501325	0.9700831128271952	0.9807996668054977	0.9806614405025529	0.9822618027067327	0.9861219433867046	0.9678040825462554	0.9704724695122443	0.9689275171654912	0.9871496340293565
XieH_2016__YSZC12003_36703__bin.65	0.9774213552308809	0.9777923050932115	0.9796715792290027	0.9830707354909598	0.9825683273662448	0.9680898914403598	0.9846694667117424	0.9784431155668964	0.9660967472894079	0.979481500531627	0.9801686354180257	0.9808140816634371	0.980117657502078	0.9866058209013467	0.9785792478197941	0.9839860766252447	0.9702551223142564	0.9810614587431389	1.0	0.979939269939239	0.9910549450848454	0.9779464219628692	0.9771639726183275	0.9796538656243509	0.9851527963935005	0.9821377883213933	0.9778753824251053	0.9643793686894242	0.9768894059625909	0.9775833307103963	0.9809433510600848	0.9680496803585636	0.9679088499577809	0.9768849327050498	0.9769612581560103	0.9765801011321942	0.9903269495161425	0.9668814355392304	0.9699243044189853	0.9652466688953627	0.9956794872158808
NielsenHB_2014__MH0173__bin.19	0.9810170049678164	0.9837618291515874	0.9841932252738624	0.9824733363250184	0.9809470866935306	0.9695436525537833	0.9813122559444055	0.9841009379967669	0.9694117315172124	0.9837709888432689	0.9804136142182531	0.9809673812713148	0.9998025816576106	0.9785028361340186	0.9851190476190477	0.9810523943064368	0.9730361640574029	0.9826718666157146	0.979939269939239	1.0	0.9808426350510893	0.9816793587209267	0.9828710372866672	0.9848206216259322	0.9806136471447411	0.9802710163199185	0.9831970913546806	0.968200073088124	0.9801997448339946	0.9811421895647157	0.9846089281483738	0.9688449455291847	0.9704440580455659	0.9804257419275237	0.981923100444693	0.9835171160254468	0.979887704883357	0.9688080797981836	0.9718867021930185	0.9693854436028426	0.9809578236280414
ZeeviD_2015__PNP_Main_576__bin.55	0.9790787351291534	0.9793034681676372	0.9807767059993949	0.9856468468789277	0.9859037968208241	0.966548248919659	0.9857669514353883	0.9793039285162853	0.967917515530215	0.9807119940384555	0.9837517302005298	0.986952285932273	0.9812063445052944	0.986998093530998	0.980893087997335	0.9875999704223762	0.9698331581250534	0.9881552359665973	0.9910549450848454	0.9808426350510893	1.0	0.979356351690194	0.979941814455665	0.9812646452586379	0.9874391966757958	0.9817646435688796	0.9794904961475929	0.9640773843326722	0.9777981789716911	0.9790585416879318	0.9834266630504725	0.9669247496253707	0.9673303759602965	0.9773597204176914	0.9786185827746507	0.9800786679399779	0.988540143465376	0.966831645829703	0.968329101299416	0.9664197209005917	0.992864673195418
XieH_2016__YSZC12003_37647__bin.71	0.9916596430646363	0.9801319433146604	0.986489282440784	0.9807340416191062	0.9795091090807648	0.9701182927245344	0.9800837641482325	0.9834323893705419	0.9706551861229592	0.9863019818290456	0.9780493002770476	0.9803249890969494	0.9821424867779737	0.979491796287761	0.9822114558870294	0.9805652735995295	0.9737106908674306	0.9818766327281332	0.9779464219628692	0.9816793587209267	0.979356351690194	1.0	0.9805479754006216	0.986810129087219	0.9804744098295572	0.9767992187222687	0.9802086700195224	0.9679963118351439	0.9899710745585633	0.9907618354911719	0.9820392599797692	0.9698448564606627	0.9718521072439728	0.9898381276525947	0.9903395523497182	0.9836735115801878	0.9793932786275663	0.9692592296016976	0.9723812530695293	0.9706364592440542	0.9798640541861499
LiJ_2014__O2.UC27-1__bin.34	0.9803579061226982	0.9813876186803299	0.9872976060913113	0.9810697714626613	0.9791807936467027	0.9710025827659075	0.979776235498074	0.9838041181037955	0.9713035116302768	0.9820490941022967	0.9787751018366326	0.9796012258496104	0.9831012326330819	0.9781582337134699	0.984378117939376	0.9801965147202288	0.9748778056984898	0.9818950941421927	0.9771639726183275	0.9828710372866672	0.979941814455665	0.9805479754006216	1.0	0.9874994879801843	0.9796908445063098	0.9794473748233576	0.9994194174700843	0.9694360817259065	0.9799105130023883	0.9803048574179948	0.9831320588666699	0.9699825411423402	0.9720600466886858	0.9796555343284238	0.9811614377745423	0.9841626648606896	0.9783514370330324	0.9697037732085466	0.9721937803111603	0.9693209162212303	0.979206970507963
NielsenHB_2014__MH0137__bin.4	0.9853055540234956	0.9828005091355831	0.9996696715479699	0.9828079911072838	0.9825080947544957	0.9718077912434697	0.9832954387267412	0.9854310834515256	0.9721910281580708	0.9847213527217918	0.9813042587047935	0.9826586538461538	0.9849292758433207	0.9812683872816023	0.9853676264763513	0.9824516825165915	0.9738477867833459	0.9832317777051905	0.9796538656243509	0.9848206216259322	0.9812646452586379	0.986810129087219	0.9874994879801843	1.0	0.9823085604663315	0.9799105369767257	0.9874111595210635	0.9701470565980109	0.9858732051842327	0.9857415172528993	0.9861083884304884	0.9716407314070498	0.9729949665858174	0.9859474098741209	0.9858850411366916	0.9865355283227265	0.9820321198338258	0.9706497486821135	0.9730284765315125	0.9728949723286582	0.9826172134203758
XieH_2016__YSZC12003_37285__bin.27	0.9802628437422073	0.9804291835579733	0.9817398340287852	0.9850801136198012	0.9846755881369803	0.967102659385463	0.9851449829281965	0.9791845555907057	0.9678068089135283	0.9817113570159619	0.9834651468437945	0.9849543226731932	0.9809018608641438	0.9834445032224021	0.9813716787601757	0.989989530080883	0.970133335348033	0.9867746129001376	0.9851527963935005	0.9806136471447411	0.9874391966757958	0.9804744098295572	0.9796908445063098	0.9823085604663315	1.0	0.9831043439795921	0.9797844045372424	0.9650356532807169	0.9794695890712084	0.9795990424842971	0.9835247203341161	0.9670853069878649	0.9669449694104703	0.9791807692342452	0.9800093676492366	0.9813183246421358	0.9854237700660847	0.966996563982701	0.9691151063631156	0.9672480520212565	0.9860144520176951
QinN_2014__LD-22__bin.22	0.9769745652202547	0.9791450457986387	0.979307803415907	0.9814586512813174	0.9831103147048942	0.9651140047771173	0.9817512970374089	0.9791141803227466	0.9662028934264415	0.9797160776610401	0.985411017376722	0.9832224112623432	0.9805750002945791	0.981452471959396	0.979633196308966	0.9822281061031471	0.9678563378556734	0.9833597795768775	0.9821377883213933	0.9802710163199185	0.9817646435688796	0.9767992187222687	0.9794473748233576	0.9799105369767257	0.9831043439795921	1.0	0.9794681721750639	0.9630745112257647	0.975870022048668	0.9764342222358041	0.98128776793593	0.9645869153874125	0.9656787865846871	0.9755389834572494	0.9765770290385154	0.9791927570914292	0.9818347498765138	0.9655405064278797	0.967343203049565	0.9639690586054006	0.9816496322088639
XieH_2016__YSZC12003_35392__bin.92	0.9801669044038113	0.9812593561877637	0.9871961496646635	0.9807977137609478	0.9786226940789645	0.9694962112265404	0.979640682937183	0.9835941765096302	0.9698920811859535	0.9822902812766403	0.9786589367580244	0.9795706275605728	0.9832562377524975	0.9784236378184791	0.9845452997275205	0.9798746052676954	0.9728672051827313	0.9810943179694168	0.9778753824251053	0.9831970913546806	0.9794904961475929	0.9802086700195224	0.9994194174700843	0.9874111595210635	0.9797844045372424	0.9794681721750639	1.0	0.9680068093385215	0.9795690511564937	0.9791180601198067	0.9829389214468811	0.9686830592019258	0.9706539066610476	0.9795302745885537	0.9807998567400005	0.9833456768133197	0.9780862163391473	0.9683310829295845	0.9706828214674126	0.9691802183661341	0.9791962899150215
BritoIL_2016__W2.43.ST__bin.61	0.9676548527029795	0.9654664723615676	0.9686871807876152	0.9646224736692286	0.9637229627766599	0.9712612567308669	0.9642688706823302	0.9660592234576452	0.9713608604274315	0.9768268291432081	0.9632566647697322	0.9639232543715307	0.9687665312388467	0.96224152857874	0.9676988572534594	0.9642895623027541	0.9735424796828032	0.9666926169241206	0.9643793686894242	0.968200073088124	0.9640773843326722	0.9679963118351439	0.9694360817259065	0.9701470565980109	0.9650356532807169	0.9630745112257647	0.9680068093385215	1.0	0.967978313488745	0.969045725323421	0.967123950730508	0.9714951535968411	0.9699474487888171	0.9676900395781115	0.9676277141903763	0.9681478666093797	0.9637494831072025	0.9689227247542671	0.9725692398718588	0.9698498638189115	0.9651995492334843
LeChatelierE_2013__MH0183__bin.49	0.9894049885486043	0.9788015138118414	0.9850848712819424	0.979542319440339	0.9786503744076208	0.9698337081906663	0.9786754487061913	0.9813950603479002	0.9701776310351031	0.9860857976915751	0.9763553818643027	0.9782301445779326	0.9811568990506834	0.978015146377303	0.9810757143777219	0.9793415499788664	0.9723558761184342	0.9809076231115211	0.9768894059625909	0.9801997448339946	0.9777981789716911	0.9899710745585633	0.9799105130023883	0.9858732051842327	0.9794695890712084	0.975870022048668	0.9795690511564937	0.967978313488745	1.0	0.9899071804442648	0.981310359098955	0.9701025090078385	0.9713125356632399	0.9997942769018101	0.988335128413464	0.9824328081364709	0.9782995630443202	0.9689522415300962	0.9724475221495632	0.9710543244614362	0.9789634502296647
Bengtsson-PalmeJ_2015__TRAVELRES1__bin.58	0.9900980747454194	0.9799969667281456	0.9850879011094698	0.9800892746412765	0.9789276404211034	0.9700834928284889	0.9795616903622405	0.9818351413720965	0.9711918288509083	0.985877303670968	0.9778953979743038	0.979464608566867	0.9814239659417865	0.9778461446108593	0.9815356609941057	0.9799893317213978	0.9734655602355358	0.9818375051144742	0.9775833307103963	0.9811421895647157	0.9790585416879318	0.9907618354911719	0.9803048574179948	0.9857415172528993	0.9795990424842971	0.9764342222358041	0.9791180601198067	0.969045725323421	0.9899071804442648	1.0	0.9819322063086593	0.9713698977210599	0.9718686773363824	0.9897378203789206	0.989141443407017	0.9831905844578834	0.9792335551461835	0.9710647496594197	0.9723735895617136	0.9705049914532087	0.9793825330030882
LouisS_2016__AS62_6__bin.16	0.9824772671837234	0.9826149214782707	0.9847880267048903	0.9848338673845792	0.9828991664637623	0.9702899540405853	0.9829424392861935	0.9847451746064093	0.9709733497073412	0.9843010395835508	0.9818515527107382	0.9837656182444827	0.9846095359221422	0.9812543416099901	0.9854013035506364	0.9842391626558298	0.973887150005709	0.9842377814681881	0.9809433510600848	0.9846089281483738	0.9834266630504725	0.9820392599797692	0.9831320588666699	0.9861083884304884	0.9835247203341161	0.98128776793593	0.9829389214468811	0.967123950730508	0.981310359098955	0.9819322063086593	1.0	0.970025952266314	0.9713328279643786	0.9814903953291438	0.9823171739707245	0.9836445578909584	0.98257120844969	0.9685096575037073	0.9717746511331516	0.9705923764591714	0.9833894339399519
QinN_2014__LD-97__bin.39	0.9707964953975086	0.9664603853608766	0.9700624442462087	0.9672676149986336	0.968272999506139	0.9843500542209213	0.9659410474403569	0.9688250855854986	0.9963908299619958	0.9835630823344372	0.9674193415961657	0.9680903613343934	0.9690716015053815	0.9649315802033678	0.9691958734043142	0.9658982832763939	0.9863670784258074	0.9690022589501325	0.9680496803585636	0.9688449455291847	0.9669247496253707	0.9698448564606627	0.9699825411423402	0.9716407314070498	0.9670853069878649	0.9645869153874125	0.9686830592019258	0.9714951535968411	0.9701025090078385	0.9713698977210599	0.970025952266314	1.0	0.9853328735049183	0.9696644405842844	0.9704088431930196	0.97022895802951	0.9664592067241834	0.9821906359984823	0.9829580524133262	0.9848359424623421	0.9688286081673053
