	Obregon-TitoAJ_2015__SM05__bin.25	VatanenT_2016__G80574__bin.3	KosticAD_2015__PRJNA231909.3105379__bin.12	BackhedF_2015__SID536_4M__bin.5	BackhedF_2015__SID385_4M__bin.1	BackhedF_2015__SID128_4M__bin.17	BackhedF_2015__SID335_4M__bin.10	BackhedF_2015__SID633_4M__bin.19	BackhedF_2015__SID201_B__bin.11	BackhedF_2015__SID203_4M__bin.7	KosticAD_2015__PRJNA231909.3104913__bin.9	FerrettiP_2018__CA_C10009IS2149FE_t5M16__bin.5	BackhedF_2015__SID589_12M__bin.29	FerrettiP_2018__CA_C10023IS2401FE_t5M16__bin.5	BackhedF_2015__SID624_4M__bin.6	FerrettiP_2018__CA_C10020IS2345FE_t5M16__bin.3	BackhedF_2015__SID338_4M__bin.10	FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.14	BackhedF_2015__SID9_4M__bin.3	BackhedF_2015__SID589_B__bin.7	BackhedF_2015__SID105_4M__bin.4	BackhedF_2015__SID195_4M__bin.11	BackhedF_2015__SID201_4M__bin.1	BackhedF_2015__SID599_4M__bin.4	LiuW_2016__SRR3993045__bin.26	FerrettiP_2018__CA_C10035IS2913FE_t4M16__bin.8
BackhedF_2015__SID589_12M__bin.29	0.6874859928139938	0.8334672224172285	0.8880443358777376	0.8582564878215512	0.9261162512011641	0.8109953468000167	0.8183988161817153	0.48751863787215627	0.715302345429743	0.7969323878887857	0.6095369620856815	0.7315506811969581	1.0	0.7732079244599495	0.765285101880212	0.784228957496953	0.8380068298783128	0.8472881576213931	0.5895743555159403	0.7132320961299744	0.6148384581298987	0.7349512933685505	0.8754514279398717	0.7631467994027694	0.8233160420271864	0.5175403227869669
FerrettiP_2018__CA_C10023IS2401FE_t5M16__bin.5	0.6350126745294937	0.7564300482800405	0.8139172582805567	0.7897038806067473	0.8301085961294459	0.7456383588589935	0.7304435949475767	0.430571562865938	0.6541605875113093	0.6815658274036097	0.5262176650066158	0.7329779574581388	0.8211258459874857	1.0	0.6889874232803802	0.81280874637628	0.7759827854621925	0.8522424272063598	0.5281771228138814	0.6802714767389101	0.5920203444537726	0.7442858656581381	0.8171634593178848	0.7957017994299858	0.7798305172240472	0.4968904610920472
BackhedF_2015__SID624_4M__bin.6	0.7038408199676511	0.8311391964876284	0.8834459530110352	0.9118005385907374	0.9179697746272019	0.8748394952997293	0.8287844304615066	0.5293927499974607	0.7451660375938007	0.7897649834760075	0.6429120706107155	0.7514655296550545	0.8936507357971639	0.7576042929517748	1.0	0.786203257954132	0.8528441522513679	0.8540785969633615	0.615031306258802	0.7272833194015154	0.6098784257185144	0.7176688712598447	0.8686302264483066	0.7646811386288581	0.8388093643326738	0.5457255409956938
FerrettiP_2018__CA_C10020IS2345FE_t5M16__bin.3	0.6661017809287089	0.7802241763177727	0.8101724782053801	0.7950431141526282	0.8359227378836598	0.7690002440220008	0.7636209625696164	0.46646425077687537	0.6875751771318993	0.7022197364130494	0.5613099878420896	0.75092480019349	0.8274402739956768	0.8075487018245504	0.7103690994724373	1.0	0.7880291012432165	0.9295127334135224	0.560445653277129	0.6984805851345253	0.5850168331990853	0.7166974753440601	0.8247150017383867	0.8366056755630321	0.7798295301172817	0.5201998389022897
BackhedF_2015__SID338_4M__bin.10	0.6936826117244383	0.8384813122356743	0.8738028699037511	0.868958065166947	0.9048799892543112	0.8279950208741531	0.8336647856273149	0.4931759981771483	0.7212488926665569	0.7708161013488123	0.604005053084029	0.7495183201486559	0.8906316191893203	0.776585383361693	0.7762036286276897	0.7937779416459066	1.0	0.8478054812801509	0.6107482990977646	0.711294447643861	0.6103812272381459	0.7256194949417497	0.8615247240571283	0.7656928658088605	0.8360249217321224	0.5419715402389611
FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.14	0.6523975464284147	0.7674761270718585	0.7994368399543911	0.7747630946788179	0.8260952511469999	0.7515036580261892	0.7498625867798376	0.45850317935986884	0.6707722203955233	0.6903817647357501	0.5566174509613503	0.7471774215413647	0.8162966410046965	0.7731550519015278	0.7046446407858212	0.848747358338678	0.7685330380818248	1.0	0.5471575058674829	0.6931921423793216	0.5441371263161475	0.6745123247950633	0.8021387659085073	0.8012928427307544	0.7679883148234234	0.519739439886461
BackhedF_2015__SID9_4M__bin.3	0.7616600652023998	0.8637797006168267	0.9043615850521827	0.8860893053093611	0.9310055407706115	0.857847938575326	0.9194167459001642	0.5819513259467008	0.7983479616685061	0.8377138707195994	0.706676795813286	0.8022180601410118	0.9175454019885617	0.7740252687170225	0.8196749117283095	0.8266633858424473	0.8943359595853421	0.8838620078962751	1.0	0.7599862077972133	0.6366845519365623	0.7436099577792962	0.8889353406881131	0.802386879251335	0.8473007257629112	0.6149761662454152
BackhedF_2015__SID589_B__bin.7	0.715522530677932	0.8074771172802253	0.8657746177831422	0.8433866425266546	0.8809627087105211	0.8051699859183263	0.8044042949104809	0.5157218115067391	0.7448124119895393	0.7861861295513981	0.6453253872460271	0.7920193371555019	0.8762748943874472	0.7870065127740897	0.7651887195735264	0.8133360993763831	0.8222584741500705	0.8839877539730436	0.5999654244618788	1.0	0.6077606366928183	0.6807464544357271	0.8459049989941663	0.7904640665861999	0.830957050895192	0.5691422751961376
BackhedF_2015__SID105_4M__bin.4	0.6747049628535832	0.787466545152508	0.8464098045775461	0.8242243378247427	0.9035678441234829	0.7734515596880623	0.8017461411563842	0.49723132296617595	0.7636804369895253	0.8366768953901528	0.6148445791610908	0.7244207408518296	0.866373840616492	0.7855385653638502	0.7359410329472568	0.7813019126943843	0.8092727608324488	0.7958583764016428	0.5764738879147248	0.6970555408149139	1.0	0.7960494439573623	0.8563813679571778	0.744686879931706	0.7911155749619307	0.48592084467721836
BackhedF_2015__SID195_4M__bin.11	0.65901483874717	0.8229198737327839	0.8833369808880497	0.8406785193648062	0.9099319823779831	0.8105929934801505	0.8057825488617775	0.45052617522358274	0.6749231231476296	0.7440195558391169	0.5512512349136519	0.7132484133136984	0.8879971957104758	0.8467971378441839	0.742561770411778	0.8207202127699036	0.824919228301068	0.8459136877272766	0.5773102313291566	0.6694666285837225	0.6825724781486743	1.0	0.8795843271374362	0.8151610920902467	0.823398383453208	0.48445832576002057
BackhedF_2015__SID201_4M__bin.1	0.6665518675566556	0.791070015622147	0.8668769908093084	0.8279458905638175	0.8862525107021851	0.7835297936659296	0.7740073850149121	0.48772444155896855	0.7375900302298688	0.7264800462577856	0.5826335490677432	0.7068752662865954	0.8678112763496926	0.7627614680760413	0.7373668567023067	0.7748245044533263	0.8035454158128589	0.8253266448903407	0.5662059485889347	0.68250420986427	0.6024432429142405	0.7216351518594413	1.0	0.7420961066363692	0.8022423867394347	0.5042220373714216
BackhedF_2015__SID599_4M__bin.4	0.6967688425815406	0.8154880063877213	0.8595098194289691	0.8294342979314031	0.8911670957638738	0.8016981393076583	0.7990033193504649	0.5018960629480058	0.7075522081239162	0.7319415836342656	0.5820986209549246	0.7906696309491639	0.8705249032999142	0.8546927630922315	0.7469799280564202	0.9044824363927352	0.8218208624707944	0.9487406371495261	0.5881227138243621	0.7339149833040232	0.602840621565447	0.7695972712102527	0.8539649223977069	1.0	0.8239349274231346	0.54511882714338
LiuW_2016__SRR3993045__bin.26	0.6667887443661491	0.7870417495238444	0.8393412001741968	0.8274722045868335	0.8657115573301711	0.7907492037840589	0.7788948994957736	0.4693172218753443	0.6785281417080734	0.7219634921217909	0.5796835074427171	0.7186180734460016	0.8442517668910589	0.7529951885995518	0.7365871062863019	0.7578989343561275	0.8066294487090021	0.8174160103678596	0.558282482199917	0.6935447481229242	0.5757063629065686	0.6988152516672	0.829884725771162	0.7406707627407668	1.0	0.5152264821159668
FerrettiP_2018__CA_C10035IS2913FE_t4M16__bin.8	0.7637530594917958	0.8616585731489408	0.8852002301945642	0.8778991904114017	0.906547401252571	0.8530431508236205	0.8647882245533763	0.6099454353625743	0.8202040134848545	0.8237972511642943	0.7341599141743724	0.8733503610999604	0.8982712317185374	0.8121019108280254	0.8111347739439647	0.8557358588424198	0.8850936586370919	0.9363368158550059	0.6858554676537562	0.8040344439273751	0.5985280691720456	0.6959318084127588	0.8828600964117357	0.8294331103619524	0.8720794952771038	1.0
