	Obregon-TitoAJ_2015__SM05__bin.25	VatanenT_2016__G80574__bin.3	KosticAD_2015__PRJNA231909.3105379__bin.12	BackhedF_2015__SID536_4M__bin.5	BackhedF_2015__SID385_4M__bin.1	BackhedF_2015__SID128_4M__bin.17	BackhedF_2015__SID335_4M__bin.10	BackhedF_2015__SID633_4M__bin.19	BackhedF_2015__SID201_B__bin.11	BackhedF_2015__SID203_4M__bin.7	KosticAD_2015__PRJNA231909.3104913__bin.9	FerrettiP_2018__CA_C10009IS2149FE_t5M16__bin.5	BackhedF_2015__SID589_12M__bin.29	FerrettiP_2018__CA_C10023IS2401FE_t5M16__bin.5	BackhedF_2015__SID624_4M__bin.6	FerrettiP_2018__CA_C10020IS2345FE_t5M16__bin.3	BackhedF_2015__SID338_4M__bin.10	FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.14	BackhedF_2015__SID9_4M__bin.3	BackhedF_2015__SID589_B__bin.7	BackhedF_2015__SID105_4M__bin.4	BackhedF_2015__SID195_4M__bin.11	BackhedF_2015__SID201_4M__bin.1	BackhedF_2015__SID599_4M__bin.4	LiuW_2016__SRR3993045__bin.26	FerrettiP_2018__CA_C10035IS2913FE_t4M16__bin.8
BackhedF_2015__SID338_4M__bin.10	0.7118371701859342	0.8562774998001498	0.8927290949856896	0.8867972137342519	0.9233978129042889	0.8448052806142009	0.8489077844793317	0.5017872320987211	0.7353482587470506	0.7858584342509042	0.616118424451445	0.7720200970483616	0.9058218684555845	0.8007762346258069	0.791701674445871	0.8180808178034746	1.0	0.8740024482333512	0.6220002751679422	0.7313262387859547	0.6237111019388464	0.7430208763283243	0.8783942591048776	0.7885568202767232	0.8605426029038376	0.5568518177126583
FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.14	0.6746602134625026	0.7886108965356093	0.8252020035956664	0.7999726898927462	0.8513950584480662	0.7758185268021097	0.772815893890867	0.47048364030912676	0.6897586604836058	0.7116082251733132	0.5726397091917244	0.7599342979946789	0.8416984914862959	0.7891748453207779	0.7267544895302218	0.8490618682380988	0.7922805073370033	1.0	0.562280600999826	0.7096319396140993	0.5626621537618194	0.6964476649118855	0.8263964510663513	0.8067469767859159	0.7959737803251875	0.5274050024820648
BackhedF_2015__SID9_4M__bin.3	0.7810575402418573	0.8807914112481307	0.9233943471080172	0.9044651062047394	0.9492348194192941	0.8756312799514565	0.9214776131526013	0.5922986633030255	0.8134763836398355	0.8537381488188236	0.7212692967409948	0.8249648426239586	0.9347689328243278	0.7966470295003432	0.836220777173108	0.8495821727019499	0.9108125454895833	0.9082914072665479	1.0	0.780220611539264	0.6505930169408385	0.759799073406053	0.9054310381897495	0.8237273666926266	0.870245791068832	0.6302527030965566
BackhedF_2015__SID589_B__bin.7	0.737688593844297	0.8306125528062764	0.8906551750150875	0.8675826041038021	0.9045947746932207	0.8277364966807483	0.8266250502916919	0.5274605210219272	0.7631053862401931	0.8083201317642326	0.6618128897606116	0.8081403389660028	0.9009247384832025	0.8048129149064575	0.7869379903439951	0.8326179340173003	0.8454152836451418	0.9049524743512372	0.6159393230738281	1.0	0.6249949708308188	0.7026038523435928	0.868181075236371	0.808355964594649	0.8581202222892778	0.5792559344196339
BackhedF_2015__SID105_4M__bin.4	0.6939177068432467	0.8055372098657192	0.865396151538923	0.8437161125467214	0.9224208043006783	0.7915178983434082	0.8192976789257533	0.5064011236214295	0.7796897351298971	0.8556956877855199	0.627695134050113	0.748974724285912	0.883629764431729	0.8121870818144064	0.7530361716118315	0.8073267558026856	0.8269461492316921	0.8229531978219741	0.5890670423607586	0.7168220202113423	1.0	0.8154265781459092	0.8738781089935859	0.7686647766600526	0.8143515527663698	0.5004189066032947
BackhedF_2015__SID195_4M__bin.11	0.6772513758700036	0.8422315121525396	0.9040903307652075	0.8619338716876803	0.9312213373295696	0.8314464965546063	0.8236574216610346	0.45891493284171714	0.688882129578454	0.7606870262042804	0.5627694708325451	0.7363936935633643	0.9080840940648721	0.8743133014574145	0.7610993853561188	0.8470345380155572	0.8447019576858924	0.8734230508147648	0.5898788393604538	0.6909618539964217	0.699187398996737	1.0	0.8981052498822273	0.8407044850085501	0.8487977288716939	0.4992340135095535
BackhedF_2015__SID201_4M__bin.1	0.6834435675302806	0.8065384771450019	0.8833781371096999	0.8437267950252592	0.9034673050782122	0.7981907727890605	0.7881139808070766	0.4976313173324677	0.7379952930674187	0.7404466513826614	0.5932748686319462	0.7274559232283065	0.8831869179735844	0.7854237253748301	0.7507937876605327	0.7980659984986508	0.8192796567185376	0.8502855606727667	0.5767128568240378	0.700477287021445	0.6147517701718436	0.7368302258110329	1.0	0.7637723427133843	0.8237400839944004	0.5174242731643978
BackhedF_2015__SID599_4M__bin.4	0.7197235489442224	0.837560198612375	0.8857687007489113	0.8548480202091068	0.9169432792054104	0.826323902533551	0.8218296175713701	0.514984938308643	0.7274461313253413	0.7538415922142642	0.598348671296753	0.8034293145281556	0.8962041969617466	0.870747866527908	0.7699988384899903	0.9106197618962848	0.8463608257110455	0.9551983993341454	0.6037645765128667	0.7505269111363129	0.6222512632150947	0.7937129039092692	0.8789087876111825	1.0	0.8530281266361094	0.5527293442371302
LiuW_2016__SRR3993045__bin.26	0.6851801520549454	0.8104911616095367	0.8630833888629459	0.8513177570583822	0.8894185918389833	0.8130101947121817	0.8000251850841339	0.4820078808325769	0.6969043334085387	0.7416970549192241	0.5960506639942494	0.7438976016454255	0.8675280315233304	0.7799752346672683	0.7572818997948465	0.7855616011417238	0.8302850636710408	0.84720261924875	0.5734008783298091	0.7162160460467288	0.592615523456233	0.7203715849288259	0.8521231550614149	0.7668238985460861	1.0	0.5320123406912256
FerrettiP_2018__CA_C10035IS2913FE_t4M16__bin.8	0.7871916973651959	0.8842037861321984	0.9100500531081595	0.9024221938820821	0.9304007801038007	0.8768592296297348	0.8873112351288273	0.6257739759361424	0.841725251420066	0.8464810071722658	0.753960021456407	0.8796283139313892	0.9217027648214393	0.8185752448481532	0.8337066298165904	0.8686327934891883	0.909394638029705	0.9501467135107868	0.7028927073083222	0.8183221373991567	0.6163859098191481	0.7171573102759848	0.9059763553237822	0.8410129981776263	0.9004914724992096	1.0
