	CosteaPI_2017__SID713A063-11-90-0__bin.5	BackhedF_2015__SID635_M__bin.31	FengQ_2015__SID31685__bin.17	ZellerG_2014__CCIS59132091ST-4-0__bin.21	KarlssonFH_2013__S561__bin.6	ZeeviD_2015__PNP_Main_240__bin.47	FengQ_2015__SID530018__bin.43	FengQ_2015__SID530558__bin.38	NielsenHB_2014__O2_UC55_0__bin.28	BackhedF_2015__SID45_12M__bin.3	BackhedF_2015__SID383_12M__bin.21	IjazUZ_2017__S151_a_WGS__bin.11	LiJ_2014__V1.FI15__bin.17	BackhedF_2015__SID9_M__bin.4	BackhedF_2015__SID45_M__bin.28	KarlssonFH_2013__S424__bin.12	LiJ_2014__V1.CD48-0__bin.25	XieH_2016__YSZC12003_35519__bin.24	LiJ_2014__V1.CD52-0__bin.49	BackhedF_2015__SID570_12M__bin.15	XieH_2016__YSZC12003_36390__bin.48	KarlssonFH_2013__S526__bin.31	XieH_2016__YSZC12003_37138__bin.93	XieH_2016__YSZC12003_35712__bin.2	QinJ_2012__DLF013__bin.9	ZellerG_2014__CCIS07648107ST-4-0__bin.39	FengQ_2015__SID530026__bin.55	FengQ_2015__SID31428__bin.14	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.49	FengQ_2015__SID530348__bin.7	FengQ_2015__SID31446__bin.29	LiJ_2014__V1.FI29__bin.19	ZeeviD_2015__PNP_Main_194__bin.53
BackhedF_2015__SID383_12M__bin.21	0.9792904534718624	0.9823087378358097	0.9819296573394072	0.9756333741268525	0.981222129121375	0.9793224889347666	0.9796081437550633	0.9824313132428107	0.9804328957824949	0.9824049271638713	1.0	0.9832497472180024	0.982226034656351	0.9833871033934048	0.9829153949223586	0.9789469971158872	0.9823598685812605	0.9812885314171396	0.9813949361694405	0.981700927200408	0.9787166218986407	0.98233833645526	0.9821822246282988	0.9757160191983701	0.9829595269870475	0.9811144186174217	0.9786760542917136	0.9798576367302498	0.984061462962804	0.9808659877679599	0.9795818471344158	0.9819063242999072	0.9853622719932073
IjazUZ_2017__S151_a_WGS__bin.11	0.9821261862195481	0.9920058998204232	0.9924573525741575	0.9863882795706813	0.9918758637345534	0.982366358395886	0.9856383652398957	0.9932127052004791	0.9878958829341112	0.9931276971094024	0.9832497472180024	1.0	0.9929938415242842	0.9959052893384703	0.9924034175334324	0.9819904869104245	0.992039726518584	0.9894256958445312	0.9896528633794291	0.9913423612761605	0.9825597603749976	0.9903410741546378	0.9944887089458103	0.9777010010210716	0.9907670352681325	0.9947721439112257	0.9831737440325371	0.9856328298207115	0.9814127004427975	0.9913568737352977	0.9837882086784943	0.9914463635486114	0.9820897466780063
LiJ_2014__V1.FI15__bin.17	0.9819080044672666	0.9908698264895364	0.9952578637120967	0.9904024057945868	0.9920662603914119	0.9820510910244871	0.9859581073083115	0.9962082773902357	0.9872768028712292	0.9926259590149485	0.982226034656351	0.9929938415242842	1.0	0.9935147897657689	0.9916673532247271	0.9821256074270166	0.9914619905794354	0.9904813526012602	0.9907385598270103	0.9920206786606646	0.9820026403432688	0.990261850472923	0.9928121233164752	0.9770879340554958	0.9910466812417277	0.9965246881453251	0.9812299102108792	0.9849036358892138	0.9813471130584966	0.992332341734733	0.98344205586233	0.9901780486101536	0.9817617978358698
BackhedF_2015__SID9_M__bin.4	0.9807860673621527	0.9922572872211116	0.9927520320368982	0.9867871363727172	0.9921124707820841	0.9817012133227958	0.9869992972593113	0.9940257824513519	0.9875039950413063	0.9939520051018522	0.9833871033934048	0.9959052893384703	0.9935147897657689	1.0	0.99295417665896	0.9815680603903288	0.9923087544877106	0.9897236174299213	0.9897611897504283	0.9919215088410821	0.980974229358828	0.991399226548601	0.9952761919165186	0.9769596689034076	0.9919566811039378	0.9947045016948839	0.9809626064790149	0.983226897981542	0.9814029607975294	0.9920770837356863	0.9824889154878066	0.9914595327373891	0.9817653670573531
BackhedF_2015__SID45_M__bin.28	0.982471621036181	0.9932109759453798	0.9908766067082099	0.9835779052243444	0.9929135145817679	0.9830116696943682	0.9852297135934329	0.9927544519803736	0.9869714334067573	0.9988667491942731	0.9829153949223586	0.9924034175334324	0.9916673532247271	0.99295417665896	1.0	0.9823053090181936	0.9908578796164895	0.9894869607746097	0.98957422867697	0.9898203291238055	0.9827068930175353	0.9920331171820519	0.9928438207252026	0.9762394577449205	0.9900784002772629	0.9941152338887727	0.9831203495755871	0.9853007110581806	0.9810552397348301	0.9928170325669629	0.9840300072922001	0.9906550312210592	0.9826044491715809
KarlssonFH_2013__S424__bin.12	0.9861598685135802	0.9807084077581606	0.9825397897936919	0.9757474435590486	0.9802737637624405	0.9845158443389334	0.9758465912611267	0.98110722557791	0.9811753825810042	0.9807996910974852	0.9789469971158872	0.9819904869104245	0.9821256074270166	0.9815680603903288	0.9823053090181936	1.0	0.9807577326258574	0.9814837878879635	0.9810179513565607	0.9819540617758881	0.984530280665062	0.9803927654411557	0.9812367878868427	0.9810903746585217	0.9811651652779996	0.9811626615285554	0.9851770885087657	0.981926686154132	0.97791039169484	0.9790645786453752	0.9855964157413596	0.9814833437795261	0.9763458885312051
LiJ_2014__V1.CD48-0__bin.25	0.9812149508465579	0.9911462856640793	0.9919775469960381	0.9849152916538285	0.9910230288788057	0.9810782120787049	0.9843963068100227	0.9918124524434114	0.9884804330356466	0.9906589921077672	0.9823598685812605	0.992039726518584	0.9914619905794354	0.9923087544877106	0.9908578796164895	0.9807577326258574	1.0	0.9903902794037287	0.9901296982164409	0.9910467180911969	0.9802757549543282	0.9902267211875867	0.9914628602554968	0.9754786735628597	0.9900391557797115	0.9944063079242186	0.9798071021965139	0.9813463109781052	0.9813840410098489	0.9908273748265138	0.9826102717637708	0.9975365178905002	0.9808909131203669
XieH_2016__YSZC12003_35519__bin.24	0.9816661350881022	0.9902050152889493	0.9899756806001326	0.9840041201369394	0.990531158383025	0.9805592556524422	0.9824795521827923	0.9900895555247269	0.9955018176427365	0.9900855092340255	0.9812885314171396	0.9894256958445312	0.9904813526012602	0.9897236174299213	0.9894869607746097	0.9814837878879635	0.9903902794037287	1.0	0.9989222332200073	0.9884677226321431	0.9814364199217714	0.9890369098344258	0.9891692198043263	0.976832255895427	0.9885345190625417	0.9910398269319431	0.9807883626319414	0.9837059901049948	0.9808977578000754	0.9903256221997535	0.9829106068547285	0.9899757655440551	0.9802338968906472
LiJ_2014__V1.CD52-0__bin.49	0.9810161559691537	0.990263831391513	0.9900967895810092	0.9845124241489903	0.990683725791484	0.9811189834694218	0.9836567639757697	0.9904813692488389	0.9935679962328364	0.9906330413781369	0.9813949361694405	0.9896528633794291	0.9907385598270103	0.9897611897504283	0.98957422867697	0.9810179513565607	0.9901296982164409	0.9989222332200073	1.0	0.9887317461282539	0.9813586370128291	0.9888649259937824	0.9890592619067774	0.9764821373366815	0.9888808560812455	0.9910432030898138	0.9802067995176353	0.9834874991930501	0.9809674419028082	0.9899011732661939	0.982027651762848	0.989860212182638	0.9797107726199507
BackhedF_2015__SID570_12M__bin.15	0.9814152162916612	0.9896772586468836	0.9912915024871788	0.9846946797199836	0.9891820189170484	0.9809046750156802	0.9838876942313352	0.991657807060115	0.9864756854868431	0.9909211088830756	0.981700927200408	0.9913423612761605	0.9920206786606646	0.9919215088410821	0.9898203291238055	0.9819540617758881	0.9910467180911969	0.9884677226321431	0.9887317461282539	1.0	0.9808630271602745	0.9890665975006386	0.9906418278572166	0.9754031977512767	0.9890170134273142	0.9935155195380894	0.9805558270692187	0.9836101241254089	0.9802567767279879	0.9902231002055383	0.9820244055711405	0.9901157529486079	0.9808534582980311
XieH_2016__YSZC12003_36390__bin.48	0.9894189730068099	0.9820737920564647	0.9831771217622322	0.9754284936281986	0.9825909597026412	0.9868542051013945	0.9758880977031309	0.9813833201147462	0.9810623440836244	0.9819133270793415	0.9787166218986407	0.9825597603749976	0.9820026403432688	0.980974229358828	0.9827068930175353	0.984530280665062	0.9802757549543282	0.9814364199217714	0.9813586370128291	0.9808630271602745	1.0	0.9821795966425196	0.9820394364985874	0.9824858832409998	0.9807629625067781	0.9826080127728218	0.9872482530225483	0.9850900607314023	0.9790116981021689	0.982553096121597	0.9881562577171396	0.9820080590946859	0.9767503971099764
KarlssonFH_2013__S526__bin.31	0.9821000526452723	0.9946116693785657	0.9892583416244117	0.9840680069156482	0.9960223276867647	0.981700843775695	0.9845466543797157	0.9896719435019494	0.986049948302044	0.9922031964877406	0.98233833645526	0.9903410741546378	0.990261850472923	0.991399226548601	0.9920331171820519	0.9803927654411557	0.9902267211875867	0.9890369098344258	0.9888649259937824	0.9890665975006386	0.9821795966425196	1.0	0.9906332303643405	0.9771992114871979	0.9883623554339686	0.9921565274443017	0.9815878668255116	0.9847889953382463	0.982333438360759	0.9959478076810487	0.9834670689249724	0.9901292096626356	0.981460165570695
XieH_2016__YSZC12003_37138__bin.93	0.9822672479059139	0.9917615138449561	0.9919081824541733	0.9853158613632607	0.9926029989664139	0.9816716985328211	0.9847071205366366	0.9931786045836464	0.9869871851823647	0.9923598943640974	0.9821822246282988	0.9944887089458103	0.9928121233164752	0.9952761919165186	0.9928438207252026	0.9812367878868427	0.9914628602554968	0.9891692198043263	0.9890592619067774	0.9906418278572166	0.9820394364985874	0.9906332303643405	1.0	0.9773043958462948	0.9905802526737629	0.9936028432326258	0.9816050923491925	0.9848322427436705	0.9817082939941946	0.992239363759477	0.9837414544100854	0.9909831843237911	0.9807317898225814
XieH_2016__YSZC12003_35712__bin.2	0.9831072352644799	0.9778607046720001	0.9778708694919105	0.9781613975525469	0.9776002177483896	0.9833650698786806	0.9759231474463342	0.9769980650551343	0.9760568324478054	0.9768448238306956	0.9757160191983701	0.9777010010210716	0.9770879340554958	0.9769596689034076	0.9762394577449205	0.9810903746585217	0.9754786735628597	0.976832255895427	0.9764821373366815	0.9754031977512767	0.9824858832409998	0.9771992114871979	0.9773043958462948	1.0	0.9732148182272504	0.9761873277611156	0.9809891739192819	0.9800856082105236	0.9743455213114173	0.9773335269630626	0.9909026621503341	0.9774556315381875	0.9729981452613377
QinJ_2012__DLF013__bin.9	0.9809466346290153	0.9887417778811785	0.9899296108735911	0.9825286891293858	0.9892039875988446	0.9806561643762083	0.9834300290462629	0.9911919183509218	0.9866615276277881	0.9898443311270124	0.9829595269870475	0.9907670352681325	0.9910466812417277	0.9919566811039378	0.9900784002772629	0.9811651652779996	0.9900391557797115	0.9885345190625417	0.9888808560812455	0.9890170134273142	0.9807629625067781	0.9883623554339686	0.9905802526737629	0.9732148182272504	1.0	0.9909503977155347	0.9801203614387674	0.981966411218001	0.9819784741656803	0.9896050843903017	0.981922816921453	0.9898732910317378	0.9826164208620034
ZellerG_2014__CCIS07648107ST-4-0__bin.39	0.9814853270343178	0.9925781457635208	0.9961666276620641	0.9927603560232139	0.9927166385866298	0.9820380614898282	0.9881953024211438	0.9983753564481265	0.9870585265047735	0.994500441651613	0.9811144186174217	0.9947721439112257	0.9965246881453251	0.9947045016948839	0.9941152338887727	0.9811626615285554	0.9944063079242186	0.9910398269319431	0.9910432030898138	0.9935155195380894	0.9826080127728218	0.9921565274443017	0.9936028432326258	0.9761873277611156	0.9909503977155347	1.0	0.982041991290641	0.9849249682075688	0.9807531901649549	0.9933575519883041	0.9836075252263948	0.9923719394149143	0.9802312273236707
FengQ_2015__SID530026__bin.55	0.9903001417584643	0.9821523293217642	0.9827295265589705	0.9763117078106001	0.9815082684773899	0.98878104440641	0.9776768971802855	0.9814125335919	0.9796343113615734	0.9812854069268971	0.9786760542917136	0.9831737440325371	0.9812299102108792	0.9809626064790149	0.9831203495755871	0.9851770885087657	0.9798071021965139	0.9807883626319414	0.9802067995176353	0.9805558270692187	0.9872482530225483	0.9815878668255116	0.9816050923491925	0.9809891739192819	0.9801203614387674	0.982041991290641	1.0	0.986627221490423	0.9781719147535974	0.9822206609379543	0.9882002010975275	0.9820380883665293	0.9776646893118598
FengQ_2015__SID31428__bin.14	0.9843431400048541	0.985706794996968	0.9861962999847979	0.9797976684084242	0.9854559675226727	0.983730052914298	0.9777760885062895	0.9842403225659649	0.9823291522665571	0.9840457007961723	0.9798576367302498	0.9856328298207115	0.9849036358892138	0.983226897981542	0.9853007110581806	0.981926686154132	0.9813463109781052	0.9837059901049948	0.9834874991930501	0.9836101241254089	0.9850900607314023	0.9847889953382463	0.9848322427436705	0.9800856082105236	0.981966411218001	0.9849249682075688	0.986627221490423	1.0	0.9789606480013617	0.9850089902898703	0.9856339055673567	0.9840426588741982	0.9778416222614682
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.49	0.979006824866501	0.9813657858998371	0.9808292973209989	0.9749864414658712	0.9812398928525978	0.9780896200172466	0.9784509142950746	0.9808793266989276	0.9795162833339977	0.9806954339494546	0.984061462962804	0.9814127004427975	0.9813471130584966	0.9814029607975294	0.9810552397348301	0.97791039169484	0.9813840410098489	0.9808977578000754	0.9809674419028082	0.9802567767279879	0.9790116981021689	0.982333438360759	0.9817082939941946	0.9743455213114173	0.9819784741656803	0.9807531901649549	0.9781719147535974	0.9789606480013617	1.0	0.980167777089671	0.9786656427392825	0.9811535504930939	0.9840980308536675
FengQ_2015__SID530348__bin.7	0.9806170575884585	0.9974737662225519	0.9912991857476733	0.9870283802983155	0.9967283027211359	0.9821874973228131	0.9848247747452594	0.9926178637836289	0.9860256991299574	0.9925377040994556	0.9808659877679599	0.9913568737352977	0.992332341734733	0.9920770837356863	0.9928170325669629	0.9790645786453752	0.9908273748265138	0.9903256221997535	0.9899011732661939	0.9902231002055383	0.982553096121597	0.9959478076810487	0.992239363759477	0.9773335269630626	0.9896050843903017	0.9933575519883041	0.9822206609379543	0.9850089902898703	0.980167777089671	1.0	0.9840150230297612	0.9909279739574358	0.9798809401510686
FengQ_2015__SID31446__bin.29	0.9899866326406611	0.9839783913244283	0.9840598237237612	0.9768029825284404	0.9838722837313063	0.9895962985064524	0.9769699941061647	0.9831555268084458	0.9823303112328557	0.9833014692780745	0.9795818471344158	0.9837882086784943	0.98344205586233	0.9824889154878066	0.9840300072922001	0.9855964157413596	0.9826102717637708	0.9829106068547285	0.982027651762848	0.9820244055711405	0.9881562577171396	0.9834670689249724	0.9837414544100854	0.9909026621503341	0.981922816921453	0.9836075252263948	0.9882002010975275	0.9856339055673567	0.9786656427392825	0.9840150230297612	1.0	0.9833515376128724	0.9777880162564981
LiJ_2014__V1.FI29__bin.19	0.981646251091857	0.9910757395122777	0.9910844593474889	0.9847784294050421	0.9911659834833233	0.9825454408199897	0.9832552656419471	0.9911926541503527	0.9876823902977065	0.9910482444908328	0.9819063242999072	0.9914463635486114	0.9901780486101536	0.9914595327373891	0.9906550312210592	0.9814833437795261	0.9975365178905002	0.9899757655440551	0.989860212182638	0.9901157529486079	0.9820080590946859	0.9901292096626356	0.9909831843237911	0.9774556315381875	0.9898732910317378	0.9923719394149143	0.9820380883665293	0.9840426588741982	0.9811535504930939	0.9909279739574358	0.9833515376128724	1.0	0.9809053064684378
ZeeviD_2015__PNP_Main_194__bin.53	0.978011136309564	0.9807528953380938	0.9810951845110298	0.9757018473082205	0.9806961710591745	0.9765749132176453	0.9769273081936599	0.9812524804579751	0.9798719789315398	0.9806177750799075	0.9853622719932073	0.9820897466780063	0.9817617978358698	0.9817653670573531	0.9826044491715809	0.9763458885312051	0.9808909131203669	0.9802338968906472	0.9797107726199507	0.9808534582980311	0.9767503971099764	0.981460165570695	0.9807317898225814	0.9729981452613377	0.9826164208620034	0.9802312273236707	0.9776646893118598	0.9778416222614682	0.9840980308536675	0.9798809401510686	0.9777880162564981	0.9809053064684378	1.0
