	CosteaPI_2017__SID713A063-11-90-0__bin.5	BackhedF_2015__SID635_M__bin.31	FengQ_2015__SID31685__bin.17	ZellerG_2014__CCIS59132091ST-4-0__bin.21	KarlssonFH_2013__S561__bin.6	ZeeviD_2015__PNP_Main_240__bin.47	FengQ_2015__SID530018__bin.43	FengQ_2015__SID530558__bin.38	NielsenHB_2014__O2_UC55_0__bin.28	BackhedF_2015__SID45_12M__bin.3	BackhedF_2015__SID383_12M__bin.21	IjazUZ_2017__S151_a_WGS__bin.11	LiJ_2014__V1.FI15__bin.17	BackhedF_2015__SID9_M__bin.4	BackhedF_2015__SID45_M__bin.28	KarlssonFH_2013__S424__bin.12	LiJ_2014__V1.CD48-0__bin.25	XieH_2016__YSZC12003_35519__bin.24	LiJ_2014__V1.CD52-0__bin.49	BackhedF_2015__SID570_12M__bin.15	XieH_2016__YSZC12003_36390__bin.48	KarlssonFH_2013__S526__bin.31	XieH_2016__YSZC12003_37138__bin.93	XieH_2016__YSZC12003_35712__bin.2	QinJ_2012__DLF013__bin.9	ZellerG_2014__CCIS07648107ST-4-0__bin.39	FengQ_2015__SID530026__bin.55	FengQ_2015__SID31428__bin.14	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.49	FengQ_2015__SID530348__bin.7	FengQ_2015__SID31446__bin.29	LiJ_2014__V1.FI29__bin.19	ZeeviD_2015__PNP_Main_194__bin.53
BackhedF_2015__SID383_12M__bin.21	0.620852011380205	0.7891768986852604	0.7741531690361502	0.6439168752062766	0.5496996194065081	0.7224315161491124	0.6594372354958786	0.7900756382565393	0.4277922026378346	0.7687085096694143	1.0	0.7483680644042731	0.7883841696502801	0.7889450332758196	0.49224556426849597	0.5625770273601183	0.6540719534765189	0.7674431720859114	0.7769407761433471	0.5436779076131232	0.7453940249746202	0.7795001733768376	0.7610935065152091	0.5495737645333656	0.4836524441956359	0.4564751026683322	0.45289006655163916	0.3175208783312375	0.7904453695851071	0.4930158378696791	0.7585398536950155	0.7722601237451068	0.8093873113221342
IjazUZ_2017__S151_a_WGS__bin.11	0.49244501093732895	0.7344259073184566	0.7149565135938658	0.587491017253482	0.5567955249616195	0.6582036575761224	0.5853242394368504	0.7321232210139232	0.3449196516490182	0.7063847968685305	0.41176335372726874	1.0	0.7365662505031918	0.7314000039651948	0.38675015796129225	0.4985465262451358	0.568148912028131	0.7147249232318177	0.7144490835946387	0.4303868392311775	0.6647778355955536	0.7140988247220126	0.7170692728148832	0.4958326664814327	0.40067431297972034	0.45717316666489477	0.4296779888302187	0.3553670779071702	0.664996495974609	0.5060749370094328	0.6756806845880062	0.7084533068144171	0.7013808934503315
LiJ_2014__V1.FI15__bin.17	0.4137656533973466	0.6098811376421704	0.6279775624351679	0.5070338453168968	0.4696937120686072	0.551279899060583	0.4903059916844377	0.6119584571997212	0.28614628046237867	0.5933014074872378	0.33881674477561763	0.5753158508728737	1.0	0.610248528752338	0.31054625694216587	0.39566227128949566	0.4729890105845446	0.5974870178749129	0.6069559233905374	0.3513830019781217	0.5570908279698421	0.5897810061713628	0.59077679991346	0.4181985851065883	0.3189477757015554	0.38766315464405254	0.36223012912327507	0.2915759036317632	0.5626593730067854	0.4319904518708669	0.5696961359073304	0.62665544818349	0.6071884323643514
BackhedF_2015__SID9_M__bin.4	0.5606171238086535	0.842636723734424	0.8338087684598295	0.7017282587510992	0.6534881458278742	0.7524100473321391	0.6988818648620336	0.8391011898156481	0.3851462813948045	0.8325144161442165	0.4696080543279828	0.7912455902964608	0.8452176572782606	1.0	0.4329241700400957	0.5382777343114956	0.6528272925562619	0.8158581782768266	0.8261079317002238	0.493825560225461	0.767053884409116	0.8145535681258593	0.8221499614709488	0.5837270943313647	0.43886594345818986	0.5366315071588811	0.49825041738510367	0.403465842807066	0.7766474472133347	0.6067848431468179	0.7946698422438175	0.8240905574138816	0.8097435758751876
BackhedF_2015__SID45_M__bin.28	0.667983410799314	0.830026974021378	0.8103669484795009	0.6883695689482735	0.5899173498941278	0.748612536351015	0.6799702208697731	0.8278787577510365	0.44759713429133124	0.8198699944489618	0.5578278515351757	0.7965562258621567	0.8188751868593078	0.8242167295744874	1.0	0.581236899135624	0.6839021076191254	0.8131312234653865	0.8199374590921626	0.564025721782913	0.793937532474757	0.8240090094888429	0.7878550622746	0.5776346422657704	0.5634865964324223	0.5063393092804126	0.4948673609606965	0.3379031752175143	0.7920065050119128	0.5478022504784663	0.7961259908129726	0.8038814658054864	0.8034482717807233
KarlssonFH_2013__S424__bin.12	0.4401206553206648	0.5378216076917919	0.5253977265313962	0.4172609567283608	0.3534778522964533	0.5294660962614874	0.44075724837658153	0.5478578097497049	0.2900400495316732	0.5233583833813408	0.3268777902149761	0.5264736840987368	0.5349350920860074	0.5254374756688247	0.2980150615853716	1.0	0.4689184502448516	0.5311085548943174	0.55728594103352	0.3371925396634189	0.5626180905910151	0.5376905265668367	0.5091260681822113	0.378643304288143	0.3230209101702871	0.3086581207032624	0.3206253419260247	0.21227708243758703	0.5331178586199039	0.31877109017926253	0.5279817238927818	0.5189695931235813	0.5317991582285722
LiJ_2014__V1.CD48-0__bin.25	0.5073797498060157	0.6650031798334672	0.6769247462955181	0.5438834675305455	0.46229353153492697	0.5927524195466819	0.5588975464398546	0.6881342612047797	0.33876960188356575	0.6882565748394112	0.40208921961011806	0.6347849703830857	0.676582845978241	0.6742274256703895	0.37099876305922774	0.49612464818778385	1.0	0.6479980532549071	0.6732383224989992	0.4174769811197187	0.6312510373384039	0.6597202581235034	0.644763323116988	0.4587567091917894	0.37911576552123105	0.3895194871944687	0.34942918698672815	0.22356011008869184	0.6204941791872275	0.42954333353772445	0.63939950105026	0.7003226062242551	0.6388209992927639
XieH_2016__YSZC12003_35519__bin.24	0.5290249893581058	0.8300340007779388	0.7765829780608249	0.6437487530186569	0.6187466660825219	0.7140278814667639	0.6357494232063746	0.7852373986059858	0.3674096948692157	0.7858723600257892	0.43502405748931816	0.7363317523928721	0.78807681582685	0.7769497459858301	0.40673290000053286	0.5181397672933	0.5975081686528576	1.0	0.8143665867611876	0.4551071915523193	0.72577718389726	0.8005389327556616	0.7675449164899925	0.5406040806853912	0.4140223755075991	0.5008113889285226	0.46983089600900846	0.3868741485744598	0.7216444583113045	0.5641710660069778	0.7364889386464458	0.7569518654840892	0.7661927002822249
LiJ_2014__V1.CD52-0__bin.49	0.4279726710313358	0.6524487345321391	0.6222657254269767	0.5231505560140027	0.5005637362551593	0.5736711162450885	0.5140241071456024	0.6280755082554781	0.30939766194320256	0.6283221946050193	0.35188093019911587	0.5880938713697431	0.6396435133907169	0.6285731382453481	0.32769526123327564	0.4343926655394307	0.495997791885178	0.6506698965312777	1.0	0.3617767661193446	0.6067642201199089	0.6165522046735119	0.6035078656995048	0.43608612120838	0.32355433639361586	0.44164590646117197	0.4046174102852834	0.3077538746667783	0.6235209166609311	0.4661314779114015	0.601491092446833	0.6289035513137171	0.6192669370992382
BackhedF_2015__SID570_12M__bin.15	0.5467821730313902	0.7551788121407402	0.72497316828433	0.598228291919754	0.508625960063232	0.6540359323817484	0.5980606664509265	0.7397270032989623	0.40429773077021575	0.7319123970674856	0.48475935268631454	0.6974467381713458	0.7290180639723977	0.739723278288544	0.44377725368950643	0.517438869086837	0.605508359156192	0.7158650521850678	0.7122252513799999	1.0	0.6709339765184655	0.7144905233406824	0.7045466080287943	0.5019195444312259	0.45184842001354975	0.4180560567505337	0.3953861089705235	0.2974746757494837	0.6893634655634427	0.45443916475953894	0.6801934211659748	0.7054410761555099	0.726532550770728
XieH_2016__YSZC12003_36390__bin.48	0.5204547948343079	0.7097735249674274	0.6950227056106651	0.5738842743019424	0.5512508747844596	0.6938470178629506	0.5751485335354494	0.7009945111065541	0.3264369806826718	0.7009031188728065	0.40262171597945257	0.6526124780298994	0.7001810073962832	0.696062715381736	0.3784244937956238	0.523023932071876	0.5546467732476879	0.691588162900451	0.7236414502142217	0.40644947095461725	1.0	0.6894847311502813	0.6822038165283983	0.5287618975622814	0.3755808977820177	0.4777207453882886	0.4984408315677802	0.36743655221105737	0.703926960680748	0.5059654588129898	0.7207544146821059	0.7040761782475765	0.7044589537450929
KarlssonFH_2013__S526__bin.31	0.5392634540567465	0.8462727711939069	0.7856720409601033	0.6557834606979551	0.6355092266432131	0.7098276426850227	0.6489355368983462	0.8185546994778274	0.37410138014488004	0.8009091276233896	0.44653692377418097	0.7434761342780603	0.786149190864449	0.783920496953869	0.41653810543068387	0.5301150394957468	0.6147578426841253	0.8090149920799099	0.7798358544498342	0.45904273857121275	0.731230882218762	1.0	0.7752250008600664	0.5341805361728987	0.4258145577089625	0.5143239204670386	0.4828795921938874	0.38073181931724187	0.7358204959068316	0.5845472236307369	0.7301996999489944	0.758825403520738	0.7765637129741396
XieH_2016__YSZC12003_37138__bin.93	0.5604139489828867	0.8726771068776235	0.8432441072005167	0.6992579916047789	0.6800965450435905	0.7695011301259284	0.6955146916370681	0.8497168227316758	0.38160639328382306	0.8501185017759122	0.4705912173070714	0.8058133677752664	0.84996738779464	0.8540200193735873	0.4298666451404585	0.5417859218598644	0.6484988698740717	0.8372257022925411	0.8239121730707136	0.48857474975783016	0.7809237972231191	0.836743622860833	1.0	0.5911369066838876	0.44637229577010007	0.5536545043590572	0.5257242492734905	0.43374556021956734	0.7718879560865354	0.6327936712948015	0.7971168873103003	0.8343038424281563	0.8237639651275428
XieH_2016__YSZC12003_35712__bin.2	0.3663829477747008	0.5165481713261633	0.5120311726208586	0.4892768471615527	0.4099870308395089	0.5239335419354696	0.4823353482908023	0.5120200688875614	0.23327972080772996	0.4982975200922054	0.29213394877625753	0.4790256029882367	0.5172632517505036	0.5212872446974122	0.27095107917183914	0.3464040004530323	0.39668114963613066	0.5069537129773772	0.5118238104015332	0.29923034472650395	0.520361193340425	0.49568175812071535	0.5082042709399754	1.0	0.2699534087350849	0.34217902993344423	0.35984812313596076	0.27672363251972576	0.5010415301832782	0.3765667367682362	0.5680123095987333	0.5150858096509209	0.5197937925689375
QinJ_2012__DLF013__bin.9	0.7181382280182024	0.9025020615093302	0.8905516700770648	0.7674706553054597	0.6247162243329363	0.8297148754441153	0.7625249417178226	0.9170471551171243	0.5249576245304339	0.8750540828065032	0.5892786244388113	0.887250710075436	0.90423207504912	0.898318597359232	0.6058324171069643	0.6773521566950697	0.7513845198464811	0.8899058577405857	0.8704156868134665	0.6174411324557921	0.8471874395545104	0.9056630424823626	0.8795868582597807	0.6187569353245986	1.0	0.5204973836647019	0.5026226979812479	0.37071218784676624	0.8628084628775616	0.5582312758961203	0.8583921245253439	0.8773052000936586	0.893813181443362
ZellerG_2014__CCIS07648107ST-4-0__bin.39	0.49936111522410326	0.881639054779571	0.8521122582620041	0.763003411540009	0.8667111368360073	0.7822362612353235	0.7303726769695873	0.8988044404361467	0.3732109107460768	0.8511291285093171	0.43578073813501483	0.7932301645346411	0.861149374401435	0.8606732644045708	0.4265541750858369	0.5071369137802186	0.6048994959216567	0.8434475548635758	0.9309306479732421	0.44761119910421526	0.8443329698943933	0.8571296101033034	0.8548382995843634	0.6145373581827853	0.40783283204683923	1.0	0.815360554860086	0.6025513513297927	0.8810029119984206	0.8552441148068215	0.7853247444086988	0.8441465142516423	0.8398360985103989
FengQ_2015__SID530026__bin.55	0.4906030499075786	0.7596635859519408	0.7424015711645102	0.6426464879852126	0.7491483364140481	0.7678613678373383	0.6358059149722736	0.7468063770794824	0.33193900184842884	0.7141520332717191	0.4007583179297597	0.6910355822550832	0.7458428835489833	0.7407107208872459	0.38642051756007395	0.48829713493530497	0.5029815157116451	0.7334394639556377	0.7905448243992607	0.3923978743068392	0.8165674676524953	0.7459117375231054	0.7523881700554529	0.5990360443622921	0.365043438077634	0.755768022181146	1.0	0.5349930683918669	0.7864556377079482	0.7182421441774491	0.7711839186691313	0.7544718114602588	0.7580439001848429
FengQ_2015__SID31428__bin.14	0.33439051048243146	0.6515621226030662	0.6265752563201001	0.56752528696139	0.6263244885869093	0.617831918552973	0.5242323761554877	0.6407348855337635	0.24130270921488803	0.6143070767529077	0.2954889509112443	0.6010542936441557	0.6313840677928212	0.6307931112742937	0.27748713235919464	0.3399919618249865	0.33842806538039666	0.6351431538707895	0.6323604096067369	0.31048058469704487	0.6330529367768862	0.6185103521877298	0.652827138900539	0.4844613912457762	0.28315127563504744	0.5873704427459845	0.5626358021481463	1.0	0.5824595746376625	0.6305695586439297	0.5888871987446062	0.6359654387633458	0.639238540862262
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.49	0.4915836013583929	0.7066040850612715	0.6902275106012147	0.5797876163438387	0.542705263772595	0.6459373989290976	0.5861657517878319	0.6985234664175082	0.33807543033744203	0.683986943885435	0.42495457424443883	0.6497668631185539	0.7038647828547814	0.7014646296762137	0.3757344485571567	0.49327653897293994	0.5426395676860603	0.6844266023107054	0.7401399719696697	0.4156563319797319	0.7006271449491501	0.6905599215689797	0.6711492547705465	0.5067436752075323	0.38071303275595647	0.49613179196463864	0.4778098833866389	0.33648637115032165	1.0	0.4950486487943364	0.6763398071117979	0.6877125296474647	0.7267941208179106
FengQ_2015__SID530348__bin.7	0.4431538163290726	0.7958305627280015	0.7511296846332044	0.6400619574380357	0.784085669004062	0.683650038088909	0.6078146493340981	0.7523873409724601	0.305841639943259	0.7756994712845549	0.36862020535603074	0.687702573061009	0.7515630899534694	0.7621916721362939	0.3614295815920656	0.41019822241345855	0.5224302871446906	0.744152639887424	0.7695181743249907	0.38107416580213366	0.7003705029805402	0.7629511075848664	0.7651993488768359	0.5296685464483606	0.3425666887794486	0.6698189419990449	0.6068752140182804	0.5066199734256162	0.6884866071899209	1.0	0.7127619905876859	0.7522869939748852	0.7221430682675852
FengQ_2015__SID31446__bin.29	0.5213069917543665	0.7156976747459948	0.7102926543867187	0.5875555860886821	0.545226536715678	0.6987668996632034	0.5880632306012504	0.7086661084360213	0.33878077471676926	0.701590056361774	0.40896804852214347	0.6620945812397337	0.7147057548248753	0.7197951515021829	0.3787689719114632	0.4899214403927361	0.5607720588856372	0.700503252247235	0.716031881088989	0.41130017248088097	0.7194274400582482	0.6872448051607991	0.6950678238971895	0.5761196475601248	0.3798476109173697	0.4435160309238004	0.46987159381231175	0.3411725884351654	0.6782741663283308	0.5139693746484076	1.0	0.7160963572916391	0.7033821569288831
LiJ_2014__V1.FI29__bin.19	0.449211399116759	0.6540657820953126	0.6547894270508013	0.5439245752920023	0.5143381978771085	0.5947857651728466	0.531957867449996	0.6579334535999154	0.3023710909203387	0.6565153489560156	0.36888281790987587	0.6150403405247162	0.6965088932747167	0.6613189445809196	0.3388429463450068	0.4266417086901253	0.5441593046622591	0.637860974358872	0.6632863309180238	0.3779210211750338	0.6226344966863496	0.6327403319437488	0.6445301820561994	0.46285862955963675	0.3439443813621388	0.42236868625388885	0.40726593415803747	0.3264294794146583	0.611027989918361	0.4806070136437382	0.6344323290940693	1.0	0.6444568447184146
ZeeviD_2015__PNP_Main_194__bin.53	0.4295251738666557	0.6545008447228727	0.6111298098107858	0.5073514797182131	0.4713478626917502	0.5717667552328753	0.5070634207807452	0.6177450868255108	0.28586579875532286	0.6019660667040432	0.3632727901730885	0.5721342706225824	0.6341222569945116	0.6105696301032606	0.31821160636101636	0.4107907956145664	0.46640023363478345	0.6066629040091054	0.6136864793713237	0.36571859571619564	0.5853570899531418	0.6084325093613295	0.5979618365269046	0.43888580021788415	0.32925769391593274	0.3948390338845439	0.3844864909968105	0.30829783184670856	0.6067604080920889	0.4334923712430458	0.5855403788783655	0.6055437165181292	1.0
