	HMP_2012__SRS024355__bin.7	HMP_2012__SRS052604__bin.13	HMP_2012__SRS023964__bin.38	HMP_2012__SRS049318__bin.4	HMP_2012__SRS014578__bin.11	HMP_2012__SRS075410__bin.46	HMP_2012__SRS018573__bin.18	HMP_2012__SRS013533__bin.28	HMP_2012__SRS015989__bin.20	HMP_2012__SRS058808__bin.10	HMP_2012__SRS017511__bin.54	HMP_2012__SRS024649__bin.22	HMP_2012__SRS045197__bin.16	HMP_2012__SRS018394__bin.45	HMP_2012__SRS019128__bin.33	HMP_2012__SRS063999__bin.48	HMP_2012__SRS019980__bin.50	CM_periimplantitis__SP_164SPI_T016__bin.6	HMP_2012__SRS051378__bin.14	HMP_2012__SRS047634__bin.29	CM_periimplantitis__SP_344SPT_T016__bin.39	HMP_2012__SRS022725__bin.54	HMP_2012__SRS023538__bin.3	HMP_2012__SRS015063__bin.29	HMP_2012__SRS021477__bin.33	HMP_2012__SRS015803__bin.3	HMP_2012__SRS023938__bin.8	HMP_2012__SRS053917__bin.10	CM_periimplantitis__SP_283SPT_T016__bin.3	HMP_2012__SRS016331__bin.40	HMP_2012__SRS022536__bin.51	HMP_2012__SRS024021__bin.13	HMP_2012__SRS019906__bin.37	HMP_2012__SRS016092__bin.16	HMP_2012__SRS017691__bin.49	HMP_2012__SRS015899__bin.2	HMP_2012__SRS016575__bin.50	HMP_2012__SRS020226__bin.18	HMP_2012__SRS024561__bin.24	LiuW_2016__SRR3993043__bin.53
HMP_2012__SRS017511__bin.54	22750.0	20099.0	36902.0	22219.0	31822.0	28515.0	31541.0	25110.0	35690.0	30452.0	0.0	26846.0	22847.0	23162.0	29119.0	29411.0	27303.0	28823.0	27637.0	29563.0	31336.0	23986.0	35192.0	29509.0	28172.0	30755.0	27136.0	23827.0	30136.0	34289.0	21542.0	33950.0	33443.0	24992.0	23433.0	34151.0	24655.0	35058.0	36341.0	28106.0
HMP_2012__SRS024649__bin.22	27902.0	20403.0	42659.0	23861.0	35409.0	34809.0	40296.0	28066.0	43302.0	38155.0	26846.0	0.0	27562.0	29547.0	39470.0	35895.0	34543.0	35423.0	30264.0	35023.0	34675.0	27939.0	41970.0	34725.0	34203.0	39497.0	34527.0	27962.0	35944.0	37480.0	27064.0	39517.0	39756.0	32327.0	28129.0	39703.0	29591.0	39507.0	44231.0	33014.0
HMP_2012__SRS045197__bin.16	24689.0	17980.0	34176.0	23411.0	29581.0	28972.0	34656.0	23893.0	35383.0	32517.0	22847.0	27562.0	0.0	26144.0	32970.0	29446.0	30320.0	27230.0	25989.0	31127.0	30765.0	26180.0	34487.0	33036.0	30368.0	34495.0	30186.0	24872.0	30918.0	32290.0	24649.0	33527.0	32773.0	30193.0	24932.0	33596.0	29107.0	35582.0	35895.0	29406.0
HMP_2012__SRS018394__bin.45	26572.0	18670.0	37256.0	24252.0	16758.0	31870.0	35792.0	26038.0	36291.0	33600.0	23162.0	29547.0	26144.0	0.0	31368.0	31167.0	26601.0	32185.0	26710.0	32431.0	33958.0	25622.0	37522.0	33034.0	31521.0	35337.0	30467.0	25517.0	32789.0	35374.0	25822.0	35588.0	27282.0	29764.0	26393.0	35694.0	28140.0	37332.0	37646.0	30850.0
HMP_2012__SRS019128__bin.33	33527.0	26504.0	51097.0	29834.0	38439.0	42931.0	50168.0	34259.0	51182.0	45301.0	29119.0	39470.0	32970.0	31368.0	0.0	41259.0	38350.0	43144.0	37313.0	44087.0	45746.0	33733.0	51744.0	44555.0	41666.0	49235.0	42230.0	33455.0	44311.0	47942.0	32350.0	51050.0	41741.0	40680.0	32661.0	49713.0	35503.0	50597.0	53970.0	40475.0
HMP_2012__SRS063999__bin.48	30036.0	23461.0	44282.0	27022.0	34835.0	38382.0	42594.0	32189.0	46267.0	39909.0	29411.0	35895.0	29446.0	31167.0	41259.0	0.0	37433.0	37728.0	32192.0	37815.0	35425.0	30542.0	45463.0	39351.0	36137.0	42356.0	39211.0	30690.0	39797.0	41511.0	29199.0	44359.0	42375.0	35444.0	30275.0	42771.0	32661.0	41555.0	47243.0	35539.0
HMP_2012__SRS019980__bin.50	30721.0	23461.0	47100.0	27304.0	29981.0	39725.0	45931.0	31006.0	44614.0	42368.0	27303.0	34543.0	30320.0	26601.0	38350.0	37433.0	0.0	38932.0	33561.0	38139.0	41443.0	31056.0	46945.0	41492.0	36616.0	43664.0	37418.0	31545.0	41763.0	42334.0	29959.0	43394.0	13534.0	38429.0	29768.0	43485.0	34067.0	45119.0	47306.0	36189.0
CM_periimplantitis__SP_164SPI_T016__bin.6	30494.0	23924.0	45433.0	27776.0	38844.0	37522.0	45014.0	31185.0	45365.0	42938.0	28823.0	35423.0	27230.0	32185.0	43144.0	37728.0	38932.0	0.0	32296.0	39170.0	42230.0	30596.0	45545.0	41189.0	37163.0	43274.0	37728.0	29865.0	42139.0	43960.0	27408.0	45621.0	43223.0	36896.0	29728.0	42489.0	33444.0	45684.0	48537.0	37766.0
HMP_2012__SRS051378__bin.14	24584.0	23726.0	42704.0	24826.0	37735.0	32771.0	36175.0	28847.0	38431.0	35326.0	27637.0	30264.0	25989.0	26710.0	37313.0	32192.0	33561.0	32296.0	0.0	34719.0	34874.0	28083.0	11003.0	34970.0	30773.0	34294.0	33580.0	28723.0	38015.0	40482.0	24470.0	40859.0	41711.0	29282.0	26248.0	39599.0	28375.0	37189.0	41095.0	31764.0
HMP_2012__SRS047634__bin.29	29985.0	25182.0	46752.0	28707.0	41769.0	38982.0	46297.0	31667.0	47164.0	41652.0	29563.0	35023.0	31127.0	32431.0	44087.0	37815.0	38139.0	39170.0	34719.0	0.0	43199.0	32821.0	47102.0	41588.0	36937.0	43379.0	37571.0	32066.0	40573.0	44722.0	29487.0	45067.0	42374.0	37877.0	29745.0	44165.0	34582.0	45771.0	49139.0	37327.0
CM_periimplantitis__SP_344SPT_T016__bin.39	32721.0	22902.0	48052.0	28513.0	41123.0	40167.0	49385.0	30712.0	49010.0	43251.0	31336.0	34675.0	30765.0	33958.0	45746.0	35425.0	41443.0	42230.0	34874.0	43199.0	0.0	32629.0	49866.0	44966.0	38959.0	45675.0	41314.0	32554.0	41311.0	41027.0	30712.0	46497.0	44089.0	41397.0	30949.0	47967.0	36290.0	46828.0	50058.0	35291.0
HMP_2012__SRS022725__bin.54	23538.0	20765.0	36931.0	23155.0	31994.0	30789.0	34902.0	25412.0	37091.0	33867.0	23986.0	27939.0	26180.0	25622.0	33733.0	30542.0	31056.0	30596.0	28083.0	32821.0	32629.0	0.0	35890.0	32963.0	27576.0	36145.0	30894.0	7142.0	31737.0	35834.0	23619.0	32736.0	33582.0	30682.0	23757.0	33909.0	28213.0	37612.0	37938.0	31572.0
HMP_2012__SRS023538__bin.3	34375.0	30936.0	56026.0	31794.0	47612.0	45489.0	50724.0	40822.0	52175.0	48566.0	35192.0	41970.0	34487.0	37522.0	51744.0	45463.0	46945.0	45545.0	11003.0	47102.0	49866.0	35890.0	0.0	48708.0	42798.0	47441.0	44940.0	36686.0	51009.0	55105.0	33681.0	55299.0	54168.0	42241.0	34368.0	54250.0	37764.0	50331.0	56710.0	44336.0
HMP_2012__SRS015063__bin.29	33163.0	26123.0	48350.0	29705.0	40564.0	39068.0	48289.0	32182.0	48135.0	45588.0	29509.0	34725.0	33036.0	33034.0	44555.0	39351.0	41492.0	41189.0	34970.0	41588.0	44966.0	32963.0	48708.0	0.0	38510.0	46419.0	37932.0	33352.0	21318.0	45954.0	31629.0	47418.0	44634.0	40262.0	30853.0	46838.0	33321.0	49213.0	51965.0	39363.0
HMP_2012__SRS021477__bin.33	19453.0	22723.0	43677.0	26777.0	36456.0	38076.0	40997.0	31050.0	43517.0	38009.0	28172.0	34203.0	30368.0	31521.0	41666.0	36137.0	36616.0	37163.0	30773.0	36937.0	38959.0	27576.0	42798.0	38510.0	0.0	39708.0	29545.0	27702.0	39224.0	41080.0	23546.0	43046.0	41133.0	33642.0	18300.0	42246.0	30915.0	42166.0	45098.0	36664.0
HMP_2012__SRS015803__bin.3	33343.0	27367.0	50543.0	30971.0	42281.0	40388.0	49221.0	35497.0	47770.0	45679.0	30755.0	39497.0	34495.0	35337.0	49235.0	42356.0	43664.0	43274.0	34294.0	43379.0	45675.0	36145.0	47441.0	46419.0	39708.0	0.0	38857.0	35945.0	45197.0	50042.0	32131.0	49875.0	48104.0	40262.0	32421.0	50205.0	36695.0	49159.0	51986.0	40706.0
HMP_2012__SRS023938__bin.8	29825.0	23320.0	44455.0	28263.0	38212.0	38322.0	39046.0	33739.0	44642.0	40674.0	27136.0	34527.0	30186.0	30467.0	42230.0	39211.0	37418.0	37728.0	33580.0	37571.0	41314.0	30894.0	44940.0	37932.0	29545.0	38857.0	0.0	30225.0	41674.0	44188.0	28590.0	45847.0	43237.0	30245.0	29646.0	43562.0	31715.0	43438.0	47844.0	38783.0
HMP_2012__SRS053917__bin.10	23551.0	21015.0	37942.0	24287.0	31196.0	30505.0	34825.0	24721.0	36689.0	32514.0	23827.0	27962.0	24872.0	25517.0	33455.0	30690.0	31545.0	29865.0	28723.0	32066.0	32554.0	7142.0	36686.0	33352.0	27702.0	35945.0	30225.0	0.0	31879.0	34206.0	22293.0	32303.0	34768.0	29440.0	22506.0	33640.0	27759.0	37751.0	38224.0	29284.0
CM_periimplantitis__SP_283SPT_T016__bin.3	30927.0	24465.0	51208.0	27908.0	45406.0	43135.0	46910.0	34715.0	52102.0	46483.0	30136.0	35944.0	30918.0	32789.0	44311.0	39797.0	41763.0	42139.0	38015.0	40573.0	41311.0	31737.0	51009.0	21318.0	39224.0	45197.0	41674.0	31879.0	0.0	46677.0	30717.0	51144.0	51770.0	36591.0	30103.0	49338.0	33506.0	47012.0	54102.0	39704.0
HMP_2012__SRS016331__bin.40	33782.0	27248.0	56336.0	29125.0	46421.0	44746.0	51559.0	35850.0	57044.0	47982.0	34289.0	37480.0	32290.0	35374.0	47942.0	41511.0	42334.0	43960.0	40482.0	44722.0	41027.0	35834.0	55105.0	45954.0	41080.0	50042.0	44188.0	34206.0	46677.0	0.0	31540.0	52068.0	49574.0	40624.0	33103.0	51206.0	36229.0	47005.0	57030.0	38724.0
HMP_2012__SRS022536__bin.51	21580.0	16606.0	32789.0	21949.0	28083.0	29393.0	33126.0	24013.0	33098.0	29950.0	21542.0	27064.0	24649.0	25822.0	32350.0	29199.0	29959.0	27408.0	24470.0	29487.0	30712.0	23619.0	33681.0	31629.0	23546.0	32131.0	28590.0	22293.0	30717.0	31540.0	0.0	32291.0	31932.0	27059.0	22143.0	31913.0	27418.0	34725.0	34563.0	29360.0
HMP_2012__SRS024021__bin.13	33228.0	27615.0	56803.0	30720.0	48494.0	46619.0	49437.0	38927.0	57671.0	48577.0	33950.0	39517.0	33527.0	35588.0	51050.0	44359.0	43394.0	45621.0	40859.0	45067.0	46497.0	32736.0	55299.0	47418.0	43046.0	49875.0	45847.0	32303.0	51144.0	52068.0	32291.0	0.0	56042.0	39361.0	33883.0	51047.0	37030.0	49479.0	58564.0	42833.0
HMP_2012__SRS019906__bin.37	31607.0	26362.0	55865.0	28940.0	37417.0	46407.0	47539.0	37472.0	55065.0	47348.0	33443.0	39756.0	32773.0	27282.0	41741.0	42375.0	13534.0	43223.0	41711.0	42374.0	44089.0	33582.0	54168.0	44634.0	41133.0	48104.0	43237.0	34768.0	51770.0	49574.0	31932.0	56042.0	0.0	37265.0	32118.0	49589.0	37089.0	47058.0	56042.0	40978.0
HMP_2012__SRS016092__bin.16	28760.0	22697.0	39559.0	26059.0	35895.0	34771.0	39975.0	28556.0	39991.0	36919.0	24992.0	32327.0	30193.0	29764.0	40680.0	35444.0	38429.0	36896.0	29282.0	37877.0	41397.0	30682.0	42241.0	40262.0	33642.0	40262.0	30245.0	29440.0	36591.0	40624.0	27059.0	39361.0	37265.0	0.0	27405.0	40446.0	30086.0	43439.0	43780.0	34896.0
HMP_2012__SRS017691__bin.49	16538.0	19246.0	34601.0	23410.0	30401.0	29401.0	32647.0	26234.0	34413.0	31541.0	23433.0	28129.0	24932.0	26393.0	32661.0	30275.0	29768.0	29728.0	26248.0	29745.0	30949.0	23757.0	34368.0	30853.0	18300.0	32421.0	29646.0	22506.0	30103.0	33103.0	22143.0	33883.0	32118.0	27405.0	0.0	32966.0	25371.0	33483.0	35666.0	29491.0
HMP_2012__SRS015899__bin.2	34675.0	28279.0	54769.0	30444.0	47055.0	42939.0	50887.0	35063.0	55873.0	48888.0	34151.0	39703.0	33596.0	35694.0	49713.0	42771.0	43485.0	42489.0	39599.0	44165.0	47967.0	33909.0	54250.0	46838.0	42246.0	50205.0	43562.0	33640.0	49338.0	51206.0	31913.0	51047.0	49589.0	40446.0	32966.0	0.0	36899.0	49128.0	58711.0	42355.0
HMP_2012__SRS016575__bin.50	26292.0	20354.0	37948.0	25187.0	33213.0	32308.0	37568.0	27430.0	37598.0	35349.0	24655.0	29591.0	29107.0	28140.0	35503.0	32661.0	34067.0	33444.0	28375.0	34582.0	36290.0	28213.0	37764.0	33321.0	30915.0	36695.0	31715.0	27759.0	33506.0	36229.0	27418.0	37030.0	37089.0	30086.0	25371.0	36899.0	0.0	40360.0	39410.0	32709.0
HMP_2012__SRS020226__bin.18	36022.0	27294.0	50059.0	33530.0	45038.0	43853.0	50844.0	34210.0	49910.0	48159.0	35058.0	39507.0	35582.0	37332.0	50597.0	41555.0	45119.0	45684.0	37189.0	45771.0	46828.0	37612.0	50331.0	49213.0	42166.0	49159.0	43438.0	37751.0	47012.0	47005.0	34725.0	49479.0	47058.0	43439.0	33483.0	49128.0	40360.0	0.0	53035.0	42072.0
HMP_2012__SRS024561__bin.24	36433.0	31210.0	60778.0	32633.0	51661.0	47853.0	55607.0	40121.0	53005.0	50968.0	36341.0	44231.0	35895.0	37646.0	53970.0	47243.0	47306.0	48537.0	41095.0	49139.0	50058.0	37938.0	56710.0	51965.0	45098.0	51986.0	47844.0	38224.0	54102.0	57030.0	34563.0	58564.0	56042.0	43780.0	35666.0	58711.0	39410.0	53035.0	0.0	44297.0
LiuW_2016__SRR3993043__bin.53	29100.0	20954.0	43642.0	25802.0	36567.0	36899.0	42763.0	28873.0	44950.0	39584.0	28106.0	33014.0	29406.0	30850.0	40475.0	35539.0	36189.0	37766.0	31764.0	37327.0	35291.0	31572.0	44336.0	39363.0	36664.0	40706.0	38783.0	29284.0	39704.0	38724.0	29360.0	42833.0	40978.0	34896.0	29491.0	42355.0	32709.0	42072.0	44297.0	0.0
