	HMP_2012__SRS024355__bin.7	HMP_2012__SRS052604__bin.13	HMP_2012__SRS023964__bin.38	HMP_2012__SRS049318__bin.4	HMP_2012__SRS014578__bin.11	HMP_2012__SRS075410__bin.46	HMP_2012__SRS018573__bin.18	HMP_2012__SRS013533__bin.28	HMP_2012__SRS015989__bin.20	HMP_2012__SRS058808__bin.10	HMP_2012__SRS017511__bin.54	HMP_2012__SRS024649__bin.22	HMP_2012__SRS045197__bin.16	HMP_2012__SRS018394__bin.45	HMP_2012__SRS019128__bin.33	HMP_2012__SRS063999__bin.48	HMP_2012__SRS019980__bin.50	CM_periimplantitis__SP_164SPI_T016__bin.6	HMP_2012__SRS051378__bin.14	HMP_2012__SRS047634__bin.29	CM_periimplantitis__SP_344SPT_T016__bin.39	HMP_2012__SRS022725__bin.54	HMP_2012__SRS023538__bin.3	HMP_2012__SRS015063__bin.29	HMP_2012__SRS021477__bin.33	HMP_2012__SRS015803__bin.3	HMP_2012__SRS023938__bin.8	HMP_2012__SRS053917__bin.10	CM_periimplantitis__SP_283SPT_T016__bin.3	HMP_2012__SRS016331__bin.40	HMP_2012__SRS022536__bin.51	HMP_2012__SRS024021__bin.13	HMP_2012__SRS019906__bin.37	HMP_2012__SRS016092__bin.16	HMP_2012__SRS017691__bin.49	HMP_2012__SRS015899__bin.2	HMP_2012__SRS016575__bin.50	HMP_2012__SRS020226__bin.18	HMP_2012__SRS024561__bin.24	LiuW_2016__SRR3993043__bin.53
HMP_2012__SRS017511__bin.54	0.9760573193037995	0.9719792161876175	0.9701155066199878	0.9736742018078177	0.9715738199008273	0.9716825707041968	0.9720753039835255	0.9711359735890135	0.9705796525612765	0.9722279221922175	1.0	0.9728870732360085	0.972845994585125	0.975008550955603	0.9741150409044401	0.9700659930302241	0.9723324243557355	0.9716630634722603	0.9695457706009853	0.9723022236546487	0.9696375124386787	0.9713416586615434	0.970352148272957	0.972349215660001	0.9714758696103396	0.9715465695367425	0.9735771011930032	0.9721950257488041	0.9713538027788788	0.9688295703191403	0.9756023253785875	0.9704261594774795	0.9704617759853876	0.9743180809259959	0.9732233456134417	0.9700576384541602	0.9727299675038104	0.9658478848542412	0.9702877447269148	0.9711969961088378
HMP_2012__SRS024649__bin.22	0.974143123768643	0.9728909179326783	0.9687748184161157	0.9748225996211941	0.9701208784254162	0.9698797057281257	0.9691394331507555	0.9715787341772152	0.9687573277998599	0.9696228794532675	0.9728870732360085	1.0	0.9720906683678378	0.9729500610173092	0.9700118144485768	0.9694295995060361	0.9704020735599683	0.9698360795333589	0.9682662181603131	0.9709477103580542	0.9713902404209904	0.9699887534360025	0.9684964544437114	0.9719742930217805	0.9700295997462378	0.9688002590960078	0.9708881038102546	0.9705343067416393	0.9704245424295583	0.9704296536608689	0.9741643803708858	0.9694639559233759	0.9687251707465965	0.9712405520048966	0.9728624958515671	0.9695109214838843	0.9710454216325173	0.9667310594322208	0.9684837110143484	0.9718913525083567
HMP_2012__SRS045197__bin.16	0.9739134109940037	0.9715508129695382	0.9691648080379377	0.9727981502137943	0.9701545393733876	0.9702137021904834	0.9698269069532368	0.9715821374114804	0.9687247534344168	0.9700447435742718	0.972845994585125	0.9720906683678378	1.0	0.9729308859585183	0.970228312811307	0.9706982233446974	0.9703870101330729	0.9732672820198665	0.9677215425697075	0.9701517011238541	0.9701289218837081	0.9684149441470526	0.9689415430614469	0.9698580492584948	0.968996426748341	0.9688706999241959	0.9703589506915361	0.9698815825005116	0.969808704483092	0.9695424768785991	0.9737991776966152	0.9687775013992246	0.9688199275417472	0.9699148252662457	0.9724762843646263	0.9695857557481617	0.9693306738569467	0.9659831167962065	0.9687964803785974	0.9708064705076453
HMP_2012__SRS018394__bin.45	0.9749643384091822	0.973295114021424	0.9708993882435278	0.9741883298299763	0.985580919111004	0.9715638372669877	0.9719790719868225	0.9724358852211544	0.9718648028225904	0.971984708319958	0.975008550955603	0.9729500610173092	0.9729308859585183	1.0	0.9756271911285711	0.9721089939031211	0.9774481793904455	0.9721338131090993	0.9708478675613493	0.9721228927344682	0.9712699983925142	0.971973953781416	0.9706369378901041	0.9727943707720258	0.9715778140858482	0.9714725345341612	0.9736223073186907	0.9732929330988864	0.9715658839169341	0.970232425063534	0.9750557627640943	0.9712640801001251	0.9775194980162082	0.9733629499432159	0.9736578403680896	0.9717868784560956	0.9728045260072424	0.9678778304370721	0.9714941456459402	0.9726493028896875
HMP_2012__SRS019128__bin.33	0.973121503598818	0.9700194222200604	0.9681343400396505	0.9722824047062496	0.9734396420200769	0.9688557794288981	0.9684945417459254	0.9688506688754909	0.9685038304073235	0.9691615531342198	0.9741150409044401	0.9700118144485768	0.970228312811307	0.9756271911285711	1.0	0.9690436460656117	0.9731509887577204	0.9696997576345809	0.9671238935713921	0.9693071250744922	0.9684207401721238	0.9692271623453512	0.9679995646199268	0.9705208067989718	0.9692189945974777	0.9680785953155574	0.9696738157851271	0.9706366119451193	0.9689303982302436	0.9668313958114104	0.9726641817971335	0.9674731374627901	0.9725290925340679	0.9703813294618401	0.9717437532767073	0.9686867955190366	0.9702906003218386	0.9641978208907488	0.9681847442400062	0.9696962890588442
HMP_2012__SRS063999__bin.48	0.9726196227859871	0.970046638944604	0.9678151562835017	0.9717049194403811	0.9716967411643214	0.9676704205658645	0.9680015505657987	0.9684705642661171	0.967041249194143	0.9690245636475402	0.9700659930302241	0.9694295995060361	0.9706982233446974	0.9721089939031211	0.9690436460656117	1.0	0.9683879750502054	0.9685141093143257	0.9678018501533793	0.9689982283530734	0.9710372783135642	0.9679996144279389	0.9665759684867323	0.9686335745338199	0.96867925378671	0.9676894230079747	0.9684004219616704	0.968667751571717	0.9680790736137613	0.9681005817987888	0.9724817331824175	0.9670246265283791	0.9675081450083693	0.9688859549634644	0.970689378082335	0.9676172305316116	0.9687999724882645	0.9651556403756868	0.9666520313863234	0.9696498964958906
HMP_2012__SRS019980__bin.50	0.9726373055748785	0.9694447808935133	0.967103540036249	0.9720849964012301	0.9765362455175393	0.9683001119570621	0.9679112068700519	0.9692724530306364	0.9683701263805369	0.968362327812223	0.9723324243557355	0.9704020735599683	0.9703870101330729	0.9774481793904455	0.9731509887577204	0.9683879750502054	1.0	0.9694970842340228	0.967583716228812	0.9696313383503189	0.9675579241705716	0.9687172942312942	0.9679229631816156	0.969633208207787	0.968881224966069	0.9684395335608235	0.9707026876357481	0.9693534347080974	0.9688641370595275	0.9668813348228675	0.972549759802381	0.9677648918563155	0.9906878111746266	0.9692203075966866	0.9717013238624157	0.9683483493975378	0.9703095245358003	0.9644104562377737	0.967635848910739	0.9699765795916403
CM_periimplantitis__SP_164SPI_T016__bin.6	0.972730069359737	0.9689172755714004	0.9683497170611138	0.9717266721633534	0.9696415271146556	0.9694644436794686	0.9689877512158188	0.9687691531167755	0.9686440964986311	0.9685330085354709	0.9716630634722603	0.9698360795333589	0.9732672820198665	0.9721338131090993	0.9696997576345809	0.9685141093143257	0.9694970842340228	1.0	0.9680932306789475	0.9698269420680369	0.9674353507273645	0.9694132983572994	0.9684773912056455	0.9700956034605432	0.969055666161239	0.9690017213306753	0.9700450182216611	0.9707978879436785	0.9681124369744084	0.9666184978779662	0.9750298370124724	0.9675905271503307	0.968176871890245	0.9703930527670651	0.9717937818800098	0.9702707184523897	0.9695822055356675	0.9642745985545305	0.9677839225598165	0.9688835535004973
HMP_2012__SRS051378__bin.14	0.9724691840535387	0.9665001510783038	0.9671407345166178	0.969752277168854	0.9669424456019917	0.9697356731367736	0.968772201518789	0.966920892001821	0.9704202630165158	0.9699276922998343	0.9695457706009853	0.9682662181603131	0.9677215425697075	0.9708478675613493	0.9671238935713921	0.9678018501533793	0.967583716228812	0.9680932306789475	1.0	0.967899976700925	0.9661707815816328	0.9676504874947012	0.9919063927948286	0.9678769679605594	0.9687815121787914	0.969064985720497	0.9696388304711134	0.967732839640425	0.9661301301515346	0.9643012410173291	0.9718718173311907	0.9659333741876045	0.9651711466024938	0.969917381182799	0.9701225807406294	0.9663233431899573	0.9687047804757535	0.9637937110935002	0.9683565990678306	0.9673080050308044
HMP_2012__SRS047634__bin.29	0.9739219598232068	0.9697986939392303	0.9686550893241455	0.9717786887663314	0.9691911089474791	0.9687341091924061	0.9687658963554253	0.9689850885139933	0.9689107763538914	0.969703560115361	0.9723022236546487	0.9709477103580542	0.9701517011238541	0.9721228927344682	0.9693071250744922	0.9689982283530734	0.9696313383503189	0.9698269420680369	0.967899976700925	1.0	0.9677780032043728	0.9694868896169336	0.967994814156971	0.970244402580612	0.9697391489570873	0.968833141379952	0.9706960306930824	0.9704561033677057	0.9691956693391642	0.9672234233573967	0.9731848361143975	0.9688628554807303	0.9683551535455387	0.9706230910864888	0.9720840790561612	0.9694666251857997	0.9695252362803198	0.9642495059713034	0.9681110231417187	0.9697964963385524
CM_periimplantitis__SP_344SPT_T016__bin.39	0.9722879525725174	0.9720454021143549	0.9666287479460693	0.9721048769750037	0.9679277803774762	0.9678579659302601	0.9661658282058537	0.9706068134922305	0.9666073898439044	0.9675524213211298	0.9696375124386787	0.9713902404209904	0.9701289218837081	0.9712699983925142	0.9684207401721238	0.9710372783135642	0.9675579241705716	0.9674353507273645	0.9661707815816328	0.9677780032043728	1.0	0.9675223135412115	0.9655539000022796	0.9676738717378942	0.96779311006177	0.9672748376280258	0.9674418348071484	0.9688198593570113	0.9676105202497952	0.9697053159502136	0.9725966771954244	0.966938311441291	0.9664761948211428	0.9675750488367685	0.9712750840660203	0.9665375849605744	0.967604577672243	0.9644302520599888	0.9673080577820184	0.9724523862863762
HMP_2012__SRS022725__bin.54	0.9742496876661496	0.9692706799518749	0.9673286570256525	0.9711019089838056	0.9691135867781361	0.967975228102	0.9686629076282144	0.9686279738426534	0.9678240110205647	0.9686666753017499	0.9713416586615434	0.9699887534360025	0.9684149441470526	0.971973953781416	0.9692271623453512	0.9679996144279389	0.9687172942312942	0.9694132983572994	0.9676504874947012	0.9694868896169336	0.9675223135412115	1.0	0.9676670162124373	0.9688100843262228	0.9708319803177216	0.9669575837578858	0.9694790273279972	0.9922757540657199	0.9679243452370123	0.9659328258527964	0.9729813206310421	0.9700937858000296	0.9679543945096303	0.9686307627503343	0.9717603510907397	0.9686350430251843	0.9696164934420174	0.9632701768914218	0.9673521302266023	0.9681526799178901
HMP_2012__SRS023538__bin.3	0.9721924709750068	0.9664746349012315	0.9683328839820101	0.970484096466521	0.9682658808897444	0.9691828360408186	0.969243045668535	0.965562853570844	0.9707412788822972	0.9698063518194773	0.970352148272957	0.9684964544437114	0.9689415430614469	0.9706369378901041	0.9679995646199268	0.9665759684867323	0.9679229631816156	0.9684773912056455	0.9919063927948286	0.967994814156971	0.9655539000022796	0.9676670162124373	1.0	0.9686301079603967	0.9687523272572753	0.9697341651584043	0.9700330077017971	0.9689069284340656	0.9667509262470114	0.9638693408359391	0.9713696025270165	0.9666375670201861	0.9662469342585392	0.9698780532156057	0.970763452614386	0.9666951727338751	0.9695082022806676	0.9641208645894298	0.9690075756830521	0.9672800911575952
HMP_2012__SRS015063__bin.29	0.9723914990825749	0.9685556772632617	0.9686777880493614	0.9716494205811559	0.9703203563547392	0.9697031266236837	0.9692968652143256	0.969037668175241	0.9688620531056116	0.9691122934941905	0.972349215660001	0.9719742930217805	0.9698580492584948	0.9727943707720258	0.9705208067989718	0.9686335745338199	0.969633208207787	0.9700956034605432	0.9678769679605594	0.970244402580612	0.9676738717378942	0.9688100843262228	0.9686301079603967	1.0	0.9695539908701503	0.9689836549293799	0.9719072373006004	0.9702414624440332	0.9850842865848838	0.9669826334428547	0.9723417800109482	0.9682813619388384	0.9683884437997893	0.9706894267323027	0.9718837256774588	0.9689286150221038	0.9718885802049912	0.9642189281310346	0.9680399277953916	0.9692081320006852
HMP_2012__SRS021477__bin.33	0.9822666394402045	0.9694967084420675	0.9685091656302385	0.9713044438085991	0.9694529074034971	0.9678363536379233	0.9696094979492322	0.9682348391690521	0.9687792132135019	0.9697691306149492	0.9714758696103396	0.9700295997462378	0.968996426748341	0.9715778140858482	0.9692189945974777	0.96867925378671	0.968881224966069	0.969055666161239	0.9687815121787914	0.9697391489570873	0.96779311006177	0.9708319803177216	0.9687523272572753	0.9695539908701503	1.0	0.9690080274110526	0.9758118721177076	0.9713208437895993	0.9674757108469301	0.9675494716519989	0.9775216969180878	0.9675489938876375	0.9677506862181676	0.9710274232733104	0.9823337587389972	0.9680453957186609	0.9704364107899689	0.9654721195922752	0.968203988567029	0.9685144584966049
HMP_2012__SRS015803__bin.3	0.9724244759964008	0.9671438553354768	0.9681709522705976	0.9701874271434856	0.9690353887548683	0.9693720775389674	0.9691181342260994	0.9668749521745865	0.9696903940692915	0.9690563609267037	0.9715465695367425	0.9688002590960078	0.9688706999241959	0.9714725345341612	0.9680785953155574	0.9676894230079747	0.9684395335608235	0.9690017213306753	0.969064985720497	0.968833141379952	0.9672748376280258	0.9669575837578858	0.9697341651584043	0.9689836549293799	0.9690080274110526	1.0	0.9713014744765771	0.9688922005922987	0.9676111184365165	0.9647914129378646	0.9720671653793157	0.9671866796669917	0.967082424639733	0.9703660632468378	0.970764368256602	0.967558692241484	0.9698464506819575	0.9644051093754186	0.9681237817092829	0.9685055575242054
HMP_2012__SRS023938__bin.8	0.9737769462209788	0.9692529603255072	0.9703660794099747	0.9718777238697558	0.971144639270234	0.9705019790045399	0.9728054804137612	0.9678711991140034	0.9705304544602377	0.9715817626936749	0.9735771011930032	0.9708881038102546	0.9703589506915361	0.9736223073186907	0.9696738157851271	0.9684004219616704	0.9707026876357481	0.9700450182216611	0.9696388304711134	0.9706960306930824	0.9674418348071484	0.9694790273279972	0.9700330077017971	0.9719072373006004	0.9758118721177076	0.9713014744765771	1.0	0.9708523271367004	0.9700510886429997	0.9669863583759751	0.9741180070412782	0.968856775266382	0.9691109567980614	0.9754412376089696	0.9721449671895789	0.969321217319899	0.9726761597232034	0.9661925308826459	0.9686951605874663	0.9689435622133727
HMP_2012__SRS053917__bin.10	0.9743905648190234	0.9700511759349121	0.9682873214479744	0.9712493459572463	0.9706274756821749	0.9690692380619224	0.9700507138379032	0.9695999331028826	0.9690516157875646	0.9702927417586433	0.9721950257488041	0.9705343067416393	0.9698815825005116	0.9732929330988864	0.9706366119451193	0.968667751571717	0.9693534347080974	0.9707978879436785	0.967732839640425	0.9704561033677057	0.9688198593570113	0.9922757540657199	0.9689069284340656	0.9702414624440332	0.9713208437895993	0.9688922005922987	0.9708523271367004	1.0	0.9693401579589215	0.9680250818863014	0.9744217559069303	0.9719741874136746	0.968887528702615	0.9707388732677145	0.9733978549021184	0.9700568421539847	0.971118791773137	0.9641641060106831	0.9684167821374362	0.9696035191991704
CM_periimplantitis__SP_283SPT_T016__bin.3	0.9722426157118624	0.9688656482410014	0.9670182878209579	0.9711254534280506	0.9678937323978021	0.9683511565199846	0.9682524428225886	0.9671020211669092	0.9671450317753992	0.9678543247596318	0.9713538027788788	0.9704245424295583	0.969808704483092	0.9715658839169341	0.9689303982302436	0.9680790736137613	0.9688641370595275	0.9681124369744084	0.9661301301515346	0.9691956693391642	0.9676105202497952	0.9679243452370123	0.9667509262470114	0.9850842865848838	0.9674757108469301	0.9676111184365165	0.9700510886429997	0.9693401579589215	1.0	0.9663007740923799	0.9714795323374954	0.9667385735384879	0.9666951016002048	0.9705585357395448	0.9715502706707797	0.9668269133793679	0.9711080451840993	0.9635436739992385	0.9664923216989809	0.9684442098971877
HMP_2012__SRS016331__bin.40	0.9713399518458252	0.9690166821878898	0.9641115970326579	0.9717606427229236	0.9660706624264436	0.965884624064507	0.9651953848563235	0.9678890906208378	0.9641807614445242	0.966485550901353	0.9688295703191403	0.9704296536608689	0.9695424768785991	0.970232425063534	0.9668313958114104	0.9681005817987888	0.9668813348228675	0.9666184978779662	0.9643012410173291	0.9672234233573967	0.9697053159502136	0.9659328258527964	0.9638693408359391	0.9669826334428547	0.9675494716519989	0.9647914129378646	0.9669863583759751	0.9680250818863014	0.9663007740923799	1.0	0.9718607418985881	0.9651016661628656	0.9650925181353571	0.9673101791164639	0.9701833870764353	0.9655307275731966	0.9680725530060481	0.9639656560236115	0.964738506626601	0.9697693118388696
HMP_2012__SRS022536__bin.51	0.9786136109797998	0.975288322742898	0.9724596183873561	0.9760974701368115	0.9735102023876002	0.9724052660287072	0.9724333635690331	0.9738226002324166	0.9726908333017045	0.9739858159724484	0.9756023253785875	0.9741643803708858	0.9737991776966152	0.9750557627640943	0.9726641817971335	0.9724817331824175	0.972549759802381	0.9750298370124724	0.9718718173311907	0.9731848361143975	0.9725966771954244	0.9729813206310421	0.9713696025270165	0.9723417800109482	0.9775216969180878	0.9720671653793157	0.9741180070412782	0.9744217559069303	0.9714795323374954	0.9718607418985881	1.0	0.9718384173488814	0.9715490580949131	0.9735914427647053	0.9771096057369161	0.9726424904223427	0.972344940832819	0.9687351159794395	0.9721149191596477	0.9732999157892439
HMP_2012__SRS024021__bin.13	0.9721756314870562	0.9676923076923077	0.9660607110741994	0.9701748441509394	0.9673646339608624	0.9674340756409066	0.9684165536944781	0.9670582520656821	0.966985849442742	0.9677377792152849	0.9704261594774795	0.9694639559233759	0.9687775013992246	0.9712640801001251	0.9674731374627901	0.9670246265283791	0.9677648918563155	0.9675905271503307	0.9659333741876045	0.9688628554807303	0.966938311441291	0.9700937858000296	0.9666375670201861	0.9682813619388384	0.9675489938876375	0.9671866796669917	0.968856775266382	0.9719741874136746	0.9667385735384879	0.9651016661628656	0.9718384173488814	1.0	0.9659234009226622	0.9699789415557621	0.9703701825203053	0.9677055688234457	0.9697787556812757	0.9632163587919734	0.9663991288238031	0.9683077697128439
HMP_2012__SRS019906__bin.37	0.9723853349677128	0.9680522952490483	0.9658494539519331	0.9712941535891731	0.9747970365620455	0.967154857764475	0.9676749035972456	0.967162661899504	0.9663689660037366	0.9670869199215614	0.9704617759853876	0.9687251707465965	0.9688199275417472	0.9775194980162082	0.9725290925340679	0.9675081450083693	0.9906878111746266	0.968176871890245	0.9651711466024938	0.9683551535455387	0.9664761948211428	0.9679543945096303	0.9662469342585392	0.9683884437997893	0.9677506862181676	0.967082424639733	0.9691109567980614	0.968887528702615	0.9666951016002048	0.9650925181353571	0.9715490580949131	0.9659234009226622	1.0	0.9696268004668662	0.9706972874143763	0.9671326775643359	0.9692335641085622	0.9635039553280595	0.9659695655870101	0.9680367291351087
