	HMP_2012__SRS024355__bin.7	HMP_2012__SRS052604__bin.13	HMP_2012__SRS023964__bin.38	HMP_2012__SRS049318__bin.4	HMP_2012__SRS014578__bin.11	HMP_2012__SRS075410__bin.46	HMP_2012__SRS018573__bin.18	HMP_2012__SRS013533__bin.28	HMP_2012__SRS015989__bin.20	HMP_2012__SRS058808__bin.10	HMP_2012__SRS017511__bin.54	HMP_2012__SRS024649__bin.22	HMP_2012__SRS045197__bin.16	HMP_2012__SRS018394__bin.45	HMP_2012__SRS019128__bin.33	HMP_2012__SRS063999__bin.48	HMP_2012__SRS019980__bin.50	CM_periimplantitis__SP_164SPI_T016__bin.6	HMP_2012__SRS051378__bin.14	HMP_2012__SRS047634__bin.29	CM_periimplantitis__SP_344SPT_T016__bin.39	HMP_2012__SRS022725__bin.54	HMP_2012__SRS023538__bin.3	HMP_2012__SRS015063__bin.29	HMP_2012__SRS021477__bin.33	HMP_2012__SRS015803__bin.3	HMP_2012__SRS023938__bin.8	HMP_2012__SRS053917__bin.10	CM_periimplantitis__SP_283SPT_T016__bin.3	HMP_2012__SRS016331__bin.40	HMP_2012__SRS022536__bin.51	HMP_2012__SRS024021__bin.13	HMP_2012__SRS019906__bin.37	HMP_2012__SRS016092__bin.16	HMP_2012__SRS017691__bin.49	HMP_2012__SRS015899__bin.2	HMP_2012__SRS016575__bin.50	HMP_2012__SRS020226__bin.18	HMP_2012__SRS024561__bin.24	LiuW_2016__SRR3993043__bin.53
HMP_2012__SRS018394__bin.45	1061366.0	699123.0	1280248.0	939575.0	1162210.0	1120756.0	1277331.0	944634.0	1289879.0	1199345.0	926797.0	1092313.0	965824.0	1448020.0	1287008.0	1117457.0	1179550.0	1154984.0	916228.0	1163356.0	1181970.0	914221.0	1277864.0	1214234.0	1109028.0	1238701.0	1155029.0	955440.0	1153157.0	1188340.0	1035189.0	1238450.0	1213585.0	1117391.0	1001930.0	1265156.0	1034731.0	1162188.0	1320641.0	1127942.0
HMP_2012__SRS019128__bin.33	1247354.0	884039.0	1603513.0	1076356.0	1447232.0	1378458.0	1592359.0	1099831.0	1625023.0	1468978.0	1124939.0	1316185.0	1107428.0	1287008.0	2016153.0	1332812.0	1428358.0	1423883.0	1134958.0	1436392.0	1448609.0	1096194.0	1616978.0	1511405.0	1353627.0	1542382.0	1392526.0	1139344.0	1426185.0	1445403.0	1183429.0	1569472.0	1519462.0	1373458.0	1155886.0	1587605.0	1195009.0	1413238.0	1696356.0	1335645.0
HMP_2012__SRS063999__bin.48	1096990.0	783251.0	1375865.0	955007.0	1230777.0	1187210.0	1331127.0	1020919.0	1403785.0	1288408.0	982528.0	1174175.0	1004922.0	1117457.0	1332812.0	1652062.0	1184138.0	1198251.0	999809.0	1219769.0	1223124.0	954426.0	1360189.0	1254558.0	1153772.0	1310902.0	1240871.0	979502.0	1246737.0	1301309.0	1061077.0	1345216.0	1304173.0	1139164.0	1032902.0	1320795.0	1046826.0	1192589.0	1416668.0	1170968.0
HMP_2012__SRS019980__bin.50	1122733.0	767823.0	1431765.0	978112.0	1277758.0	1253159.0	1431372.0	1009062.0	1410502.0	1339163.0	986823.0	1167075.0	1023875.0	1179550.0	1428358.0	1184138.0	1756299.0	1276337.0	1035313.0	1255867.0	1277446.0	992753.0	1463508.0	1366361.0	1176653.0	1383503.0	1277182.0	1029316.0	1341315.0	1278252.0	1091393.0	1346172.0	1453364.0	1248518.0	1051922.0	1373862.0	1147405.0	1267760.0	1461679.0	1205359.0
CM_periimplantitis__SP_164SPI_T016__bin.6	1118228.0	769688.0	1435469.0	982410.0	1279511.0	1228797.0	1451491.0	998532.0	1446777.0	1364541.0	1017153.0	1174350.0	1018602.0	1154984.0	1423883.0	1198251.0	1276337.0	1699746.0	1012199.0	1298178.0	1296805.0	1000304.0	1444836.0	1377356.0	1200963.0	1396013.0	1259490.0	1022700.0	1321487.0	1316897.0	1097630.0	1407644.0	1358226.0	1246194.0	1053952.0	1429197.0	1099488.0	1278754.0	1506608.0	1213699.0
HMP_2012__SRS051378__bin.14	892963.0	708242.0	1299603.0	820756.0	1141494.0	1082826.0	1158423.0	872061.0	1299234.0	1174702.0	907493.0	953684.0	805150.0	916228.0	1134958.0	999809.0	1035313.0	1012199.0	1720984.0	1081588.0	1030884.0	868112.0	1359468.0	1088627.0	985730.0	1108582.0	1106018.0	890162.0	1122384.0	1133989.0	869946.0	1199385.0	1197599.0	973386.0	878523.0	1175859.0	906688.0	1027142.0	1298691.0	971614.0
HMP_2012__SRS047634__bin.29	1149818.0	833805.0	1491534.0	1017210.0	1355745.0	1246790.0	1482258.0	1021025.0	1517053.0	1374815.0	1067342.0	1205516.0	1042840.0	1163356.0	1436392.0	1219769.0	1255867.0	1298178.0	1081588.0	1778939.0	1340668.0	1075636.0	1471699.0	1397653.0	1220620.0	1391831.0	1282113.0	1085368.0	1317120.0	1364450.0	1099639.0	1447371.0	1339049.0	1289346.0	1065521.0	1446450.0	1134775.0	1280290.0	1540940.0	1235850.0
CM_periimplantitis__SP_344SPT_T016__bin.39	1180750.0	819257.0	1439922.0	1022150.0	1282200.0	1249672.0	1459619.0	1044868.0	1467690.0	1332950.0	1032063.0	1211999.0	1029926.0	1181970.0	1448609.0	1223124.0	1277446.0	1296805.0	1030884.0	1340668.0	1707851.0	1004659.0	1447653.0	1391011.0	1209648.0	1395715.0	1268929.0	1044062.0	1275445.0	1354264.0	1120740.0	1406371.0	1315155.0	1276702.0	1077427.0	1433459.0	1120220.0	1316512.0	1531203.0	1281091.0
HMP_2012__SRS022725__bin.54	914086.0	675739.0	1130379.0	801264.0	1035860.0	961412.0	1113760.0	810021.0	1152754.0	1080862.0	836964.0	930951.0	828873.0	914221.0	1096194.0	954426.0	992753.0	1000304.0	868112.0	1075636.0	1004659.0	1334037.0	1110012.0	1056848.0	945419.0	1093897.0	1012222.0	924621.0	989442.0	1051863.0	874173.0	1094622.0	1047944.0	978092.0	841264.0	1081111.0	928563.0	1024018.0	1162036.0	991355.0
HMP_2012__SRS023538__bin.3	1236176.0	922764.0	1769217.0	1077182.0	1500341.0	1476093.0	1649188.0	1185406.0	1783229.0	1608484.0	1187000.0	1332231.0	1110390.0	1277864.0	1616978.0	1360189.0	1463508.0	1444836.0	1359468.0	1471699.0	1447653.0	1110012.0	2134342.0	1552699.0	1369638.0	1567477.0	1499650.0	1179877.0	1534148.0	1525159.0	1176407.0	1657523.0	1604832.0	1402333.0	1175515.0	1628893.0	1238497.0	1402793.0	1829802.0	1355016.0
HMP_2012__SRS015063__bin.29	1201188.0	830770.0	1543633.0	1047774.0	1366728.0	1289506.0	1572771.0	1039392.0	1545863.0	1475927.0	1067203.0	1239041.0	1096014.0	1214234.0	1511405.0	1254558.0	1366361.0	1377356.0	1088627.0	1397653.0	1391011.0	1056848.0	1552699.0	1841786.0	1264862.0	1496598.0	1350241.0	1120754.0	1429231.0	1391813.0	1143566.0	1494957.0	1411952.0	1373634.0	1097336.0	1507432.0	1185319.0	1375392.0	1625935.0	1278357.0
HMP_2012__SRS021477__bin.33	1096972.0	744936.0	1386975.0	933141.0	1193436.0	1183821.0	1349007.0	977486.0	1393847.0	1257291.0	987655.0	1141226.0	979500.0	1109028.0	1353627.0	1153772.0	1176653.0	1200963.0	985730.0	1220620.0	1209648.0	945419.0	1369638.0	1264862.0	1664523.0	1281235.0	1221467.0	965928.0	1205991.0	1265927.0	1047499.0	1326492.0	1275469.0	1161167.0	1035874.0	1322063.0	1045712.0	1221216.0	1418354.0	1164471.0
HMP_2012__SRS015803__bin.3	1209152.0	832934.0	1587952.0	1038857.0	1365462.0	1318666.0	1593848.0	1071606.0	1576068.0	1476200.0	1080889.0	1265940.0	1108120.0	1238701.0	1542382.0	1310902.0	1383503.0	1396013.0	1108582.0	1391831.0	1395715.0	1093897.0	1567477.0	1496598.0	1281235.0	2063124.0	1353972.0	1155498.0	1395448.0	1421301.0	1150295.0	1519962.0	1461347.0	1358645.0	1108955.0	1547564.0	1216938.0	1381069.0	1630871.0	1292482.0
HMP_2012__SRS023938__bin.8	1137358.0	758447.0	1500139.0	1005004.0	1324260.0	1299138.0	1435804.0	1050117.0	1514852.0	1431264.0	1026988.0	1186010.0	1018385.0	1155029.0	1392526.0	1240871.0	1277182.0	1259490.0	1106018.0	1282113.0	1268929.0	1012222.0	1499650.0	1350241.0	1221467.0	1353972.0	1777244.0	1036961.0	1391503.0	1338477.0	1104629.0	1472134.0	1399752.0	1231536.0	1064296.0	1419939.0	1160708.0	1284864.0	1528326.0	1248791.0
HMP_2012__SRS053917__bin.10	919622.0	701697.0	1196430.0	844746.0	1062081.0	986235.0	1162799.0	813189.0	1185490.0	1094480.0	856933.0	948968.0	825807.0	955440.0	1139344.0	979502.0	1029316.0	1022700.0	890162.0	1085368.0	1044062.0	924621.0	1179877.0	1120754.0	965928.0	1155498.0	1036961.0	1452857.0	1039764.0	1069776.0	871561.0	1152616.0	1117494.0	1006113.0	846022.0	1123462.0	961144.0	1053441.0	1210263.0	963401.0
CM_periimplantitis__SP_283SPT_T016__bin.3	1114190.0	785788.0	1552618.0	966526.0	1414241.0	1362925.0	1477594.0	1055232.0	1585818.0	1446011.0	1052007.0	1215332.0	1024070.0	1153157.0	1426185.0	1246737.0	1341315.0	1321487.0	1122384.0	1317120.0	1275445.0	989442.0	1534148.0	1429231.0	1205991.0	1395448.0	1391503.0	1039764.0	1870706.0	1385106.0	1077016.0	1537637.0	1554426.0	1242839.0	1058112.0	1487290.0	1159700.0	1289543.0	1614615.0	1258216.0
HMP_2012__SRS016331__bin.40	1178714.0	879441.0	1569755.0	1031362.0	1368167.0	1311608.0	1481384.0	1116443.0	1592552.0	1431681.0	1100049.0	1267486.0	1060165.0	1188340.0	1445403.0	1301309.0	1278252.0	1316897.0	1133989.0	1364450.0	1354264.0	1051863.0	1525159.0	1391813.0	1265927.0	1421301.0	1338477.0	1069776.0	1385106.0	1887132.0	1120854.0	1491991.0	1420154.0	1242711.0	1110220.0	1485555.0	1134729.0	1304450.0	1617345.0	1280950.0
HMP_2012__SRS022536__bin.51	1009053.0	671990.0	1190579.0	918271.0	1060144.0	1065167.0	1201670.0	917318.0	1211974.0	1151295.0	882953.0	1047546.0	940772.0	1035189.0	1183429.0	1061077.0	1091393.0	1097630.0	869946.0	1099639.0	1120740.0	874173.0	1176407.0	1143566.0	1047499.0	1150295.0	1104629.0	871561.0	1077016.0	1120854.0	1331564.0	1146633.0	1122353.0	1024630.0	967349.0	1166517.0	991428.0	1110671.0	1239480.0	1099622.0
HMP_2012__SRS024021__bin.13	1194205.0	854750.0	1673665.0	1030003.0	1485934.0	1431527.0	1565282.0	1181692.0	1746857.0	1505693.0	1147974.0	1294110.0	1073809.0	1238450.0	1569472.0	1345216.0	1346172.0	1407644.0	1199385.0	1447371.0	1406371.0	1094622.0	1657523.0	1494957.0	1326492.0	1519962.0	1472134.0	1152616.0	1537637.0	1491991.0	1146633.0	2098359.0	1644589.0	1311113.0	1143544.0	1580675.0	1225297.0	1345136.0	1742931.0	1351530.0
HMP_2012__SRS019906__bin.37	1144573.0	825161.0	1635845.0	1008157.0	1484627.0	1412903.0	1470653.0	1141140.0	1637327.0	1438577.0	1132194.0	1271182.0	1051088.0	1213585.0	1519462.0	1304173.0	1453364.0	1358226.0	1197599.0	1339049.0	1315155.0	1047944.0	1604832.0	1411952.0	1275469.0	1461347.0	1399752.0	1117494.0	1554426.0	1420154.0	1122353.0	1644589.0	2026581.0	1226904.0	1096076.0	1508763.0	1205502.0	1289400.0	1646820.0	1282034.0
HMP_2012__SRS016092__bin.16	1100919.0	739863.0	1402678.0	944624.0	1235530.0	1169520.0	1493727.0	929110.0	1391647.0	1325469.0	973136.0	1124048.0	1003584.0	1117391.0	1373458.0	1139164.0	1248518.0	1246194.0	973386.0	1289346.0	1276702.0	978092.0	1402333.0	1373634.0	1161167.0	1358645.0	1231536.0	1006113.0	1242839.0	1242711.0	1024630.0	1311113.0	1226904.0	1624951.0	1013163.0	1362494.0	1067508.0	1244425.0	1451949.0	1152790.0
HMP_2012__SRS017691__bin.49	1002941.0	667016.0	1187379.0	871709.0	1048292.0	1032475.0	1164918.0	892918.0	1192595.0	1106484.0	875128.0	1036536.0	905837.0	1001930.0	1155886.0	1032902.0	1051922.0	1053952.0	878523.0	1065521.0	1077427.0	841264.0	1175515.0	1097336.0	1035874.0	1108955.0	1064296.0	846022.0	1058112.0	1110220.0	967349.0	1143544.0	1096076.0	1013163.0	1406571.0	1133748.0	914596.0	1065815.0	1228309.0	1047895.0
HMP_2012__SRS015899__bin.2	1239265.0	864785.0	1656626.0	1056815.0	1447378.0	1339645.0	1608940.0	1098047.0	1665019.0	1521246.0	1140558.0	1302204.0	1104614.0	1265156.0	1587605.0	1320795.0	1373862.0	1429197.0	1175859.0	1446450.0	1433459.0	1081111.0	1628893.0	1507432.0	1322063.0	1547564.0	1419939.0	1123462.0	1487290.0	1485555.0	1166517.0	1580675.0	1508763.0	1362494.0	1133748.0	2107058.0	1196805.0	1388472.0	1728877.0	1331028.0
HMP_2012__SRS016575__bin.50	993200.0	680070.0	1232404.0	899528.0	1105958.0	1108100.0	1235563.0	887680.0	1250934.0	1187341.0	904106.0	1021980.0	949059.0	1034731.0	1195009.0	1046826.0	1147405.0	1099488.0	906688.0	1134775.0	1120220.0	928563.0	1238497.0	1185319.0	1045712.0	1216938.0	1160708.0	961144.0	1159700.0	1134729.0	991428.0	1225297.0	1205502.0	1067508.0	914596.0	1196805.0	1418289.0	1151921.0	1260492.0	1065030.0
HMP_2012__SRS020226__bin.18	1144772.0	775604.0	1403018.0	1016947.0	1258653.0	1245402.0	1425826.0	1000406.0	1436277.0	1381725.0	1026525.0	1187504.0	1046010.0	1162188.0	1413238.0	1192589.0	1267760.0	1278754.0	1027142.0	1280290.0	1316512.0	1024018.0	1402793.0	1375392.0	1221216.0	1381069.0	1284864.0	1053441.0	1289543.0	1304450.0	1110671.0	1345136.0	1289400.0	1244425.0	1065815.0	1388472.0	1151921.0	1676711.0	1467495.0	1222044.0
HMP_2012__SRS024561__bin.24	1307393.0	972041.0	1799896.0	1114396.0	1593393.0	1535464.0	1746648.0	1226092.0	1898342.0	1630949.0	1223098.0	1403433.0	1150351.0	1320641.0	1696356.0	1416668.0	1461679.0	1506608.0	1298691.0	1540940.0	1531203.0	1162036.0	1829802.0	1625935.0	1418354.0	1630871.0	1528326.0	1210263.0	1614615.0	1617345.0	1239480.0	1742931.0	1646820.0	1451949.0	1228309.0	1728877.0	1260492.0	1467495.0	2236722.0	1424454.0
LiuW_2016__SRR3993043__bin.53	1108636.0	742582.0	1363540.0	972512.0	1204547.0	1197452.0	1346014.0	1036693.0	1399698.0	1274993.0	975801.0	1174514.0	1007278.0	1127942.0	1335645.0	1170968.0	1205359.0	1213699.0	971614.0	1235850.0	1281091.0	991355.0	1355016.0	1278357.0	1164471.0	1292482.0	1248791.0	963401.0	1258216.0	1280950.0	1099622.0	1351530.0	1282034.0	1152790.0	1047895.0	1331028.0	1065030.0	1222044.0	1424454.0	1636053.0
