	LiuW_2016__SRR3993059__bin.115	CosteaPI_2017__SID713B051-11-90-0__bin.29	SchirmerM_2016__G88966__bin.18	CosteaPI_2017__SID713B072-11-90-0__bin.79	Obregon-TitoAJ_2015__SM32__bin.9	ZeeviD_2015__PNP_Validation_49__bin.69	FengQ_2015__SID530600__bin.53	ZeeviD_2015__PNP_Main_683__bin.7	ZeeviD_2015__PNP_Main_203__bin.19	CosteaPI_2017__SID713A051-11-0-0__bin.6	BritoIL_2016__WL.28.ST__bin.7	BritoIL_2016__M2.36.ST__bin.4	LeChatelierE_2013__MH0224__bin.50	LiJ_2014__MH0303__bin.6	Obregon-TitoAJ_2015__SM28__bin.49	NielsenHB_2014__MH0118__bin.18	LeChatelierE_2013__MH0096__bin.55	ZeeviD_2015__PNP_Main_338__bin.24	RampelliS_2015__H17__bin.86	CosteaPI_2017__SID713B051-11-0-0__bin.64	LeChatelierE_2013__MH0053__bin.24	RampelliS_2015__H14__bin.54	BritoIL_2016__M2.44.ST__bin.6	LiuW_2016__SRR3992958__bin.90	Obregon-TitoAJ_2015__SM23__bin.21	ZeeviD_2015__PNP_Validation_47__bin.8	XieH_2016__YSZC12003_36795__bin.4	NielsenHB_2014__MH0096__bin.26	XieH_2016__YSZC12003_37100__bin.138	CosteaPI_2017__SID713A038-11-90-0__bin.25	CosteaPI_2017__SID713A004-11-90-0__bin.51	LiuW_2016__SRR3992978__bin.105	ZeeviD_2015__PNP_Main_27__bin.15	LiJ_2014__O2.UC44-1__bin.23	ZeeviD_2015__PNP_Main_325__bin.44	CM_madagascar__A94_03_1FE__bin.9	BritoIL_2016__M2.41.ST__bin.36	LeChatelierE_2013__MH0118__bin.24	NielsenHB_2014__MH0053__bin.13	ZeeviD_2015__PNP_Main_559__bin.27	CosteaPI_2017__SID713B066-11-90-0__bin.38	BritoIL_2016__M1.38.ST__bin.60	CosteaPI_2017__SID713B066-11-0-0__bin.23	BritoIL_2016__M2.37.ST__bin.35	Obregon-TitoAJ_2015__SM39__bin.43	CM_madagascar__A39_02_1FE__bin.34	YuJ_2015__SZAXPI015264-87__bin.34	RampelliS_2015__H13__bin.36	Obregon-TitoAJ_2015__SM18__bin.27
BritoIL_2016__WL.28.ST__bin.7	0.8779604701867475	0.8630419945018485	0.5458394160583941	0.886742819224571	0.6667205422314911	0.8773381363162386	0.8959128827377003	0.6421821973646792	0.7298502227699307	0.89939757322969	1.0	0.834273390842734	0.698628779979145	0.8938074699023604	0.8913299838847284	0.8921916769362025	0.8417944828893734	0.5030419945018485	0.6104436439472936	0.906506303915063	0.8830519480519481	0.9028031092994596	0.8978163806995924	0.5196914399469145	0.707145227035738	0.8966939994312257	0.9038425443169968	0.8121589724144469	0.8527547634846905	0.8770992511138497	0.9133244857332449	0.5376301071191582	0.7372002085505736	0.6382040951748982	0.8159939330742251	0.5116432837235757	0.8220930893923595	0.6308503175656461	0.8923798464309414	0.5785230827566594	0.850084368186558	0.6153336809176225	0.7834543558631151	0.7716352260877809	0.8837368470945114	0.4839899516541852	0.8864318892786046	0.8824533131102474	0.8818911745189117
BritoIL_2016__M2.36.ST__bin.4	0.8902662456824227	0.8807837851644313	0.5342871626002523	0.9436317946581894	0.6814433577095522	0.8938691386065081	0.9183992643909415	0.6170574262327936	0.7348712880624639	0.9240072028386965	0.8645715037939665	1.0	0.7077854905828681	0.9296254563173179	0.9173461488586664	0.9186011442807575	0.8423760133289846	0.5146517645579469	0.6215827776315117	0.9558983311262441	0.9190461641838551	0.9232812211424731	1.0089691649343966	0.5377269797982577	0.7267454996993905	0.9029959761555781	0.9475603478424884	0.8250143428048239	0.8603688655037861	0.8973467775843573	0.9291435970182684	0.5527554885788049	0.7369824310464747	0.6352050038705925	0.8293211137875613	0.5317614536137975	0.8845030905797244	0.6563969891898477	0.9195398120896091	0.5508634172027209	0.8713229370920652	0.6202477179222187	0.800065230290432	0.8213878726673295	0.9046616080445451	0.4976393315074092	0.9016049205644385	0.9166083785557385	0.9103825206398856
LeChatelierE_2013__MH0224__bin.50	0.8062949734754977	0.7860391827301854	0.5058669047744103	0.8134613162456011	0.5902326802878303	0.7940196438888598	0.8127375387362782	0.5773470245285992	0.6490650769473186	0.8171343032722307	0.7741829928042439	0.7568438468406954	1.0	0.8052644571668681	0.8107631703345763	0.8124208204212406	0.758081832028993	0.4630516308629655	0.5629639161720679	0.8195530227427911	0.8077215189873418	0.8086658963180839	0.8143295341141867	0.493356268711592	0.6275844319554599	0.7970371343032722	0.8255233993382005	0.7396759283575819	0.7780981143967645	0.8073055307526656	0.8256305478228899	0.5054230789432218	0.6746956247702085	0.6073575292820002	0.7498587110667577	0.48182152423971847	0.7547439466358528	0.5705751352487001	0.8069105520247913	0.5278213141446505	0.7786018173223384	0.575943064236567	0.7216718315037555	0.7138342349913336	0.79908083407742	0.44999054572193914	0.8177714165659962	0.802838384368927	0.8001475917852828
LiJ_2014__MH0303__bin.6	0.8677145050184008	0.8711740812147802	0.5289076801174245	0.8893812580526719	0.6896851834381481	0.8691260617125323	0.8827898596459991	0.6029955828506713	0.7168958508559915	0.9011449686884215	0.8352212405842702	0.8382489787584413	0.6790455803925165	1.0	0.8896350459364928	0.8840145079859031	0.8260255267205866	0.5103820504200788	0.5968280500719508	0.9532281774530945	0.8816391774083606	0.8890145279168886	0.8991917320956634	0.5137016668061836	0.7343026878927235	0.8795712269204723	0.9195332960402447	0.814884991569193	0.8417054545792769	0.8706208856355615	0.8963212272526554	0.5261806783710272	0.7150218952950029	0.6141644642927534	0.7975313038275021	0.510291253707717	0.8100625788658029	0.6460013349331272	0.8787274818616958	0.5564394578594742	0.8568977376559654	0.5938543470144049	0.7743493529737695	0.7567184030762812	0.8772308862954985	0.47246401460542625	0.8751744514882024	0.8796673385623381	0.8937262129222766
Obregon-TitoAJ_2015__SM28__bin.49	0.8625544719509526	0.8349274923335773	0.5299570857202237	0.8804157445218518	0.6879988149379722	0.8673309794228128	0.8867456560622776	0.59928852059598	0.7094064298458757	0.8934319705856992	0.8315456436810327	0.825825508460149	0.682565659290245	0.8881818804900321	1.0	0.8865984076834469	0.8247819463759432	0.48862362562652417	0.5991691300185498	0.8989942449319805	0.8824670515170342	0.8912077683469048	0.8917414884467506	0.510630846545522	0.7299270169822042	0.8720221447411766	0.8964154084594858	0.8037050875862541	0.8581958315000983	0.8703064579247707	0.8938560282292387	0.5231708368616197	0.7143350497571287	0.6166885917881393	0.811320879864337	0.5135612219404506	0.8007738278166779	0.6400188371799946	0.8855972955823275	0.5548606336102162	0.8472539061722718	0.5975529353500023	0.7727643561642018	0.7546912758651948	0.8982159952420643	0.4795114714446481	0.8743033891447434	0.8851002770303584	0.896851847348092
NielsenHB_2014__MH0118__bin.18	0.864021034258001	0.8276812602878953	0.527653199880688	0.8771948430716203	0.6752041007965178	0.863696682464455	0.8887787094422166	0.6039231542549078	0.7238475900087274	0.8932255106662689	0.8318015002375192	0.826410808780477	0.6835108651222396	0.881989416586573	0.8860146488582508	1.0	0.8266878776831385	0.48532529082292114	0.6007671317623925	0.8940447861774876	0.8956599167025707	0.9012998376031551	0.8872042333653708	0.5097656845524143	0.7168846319557219	0.8716039726466267	0.8970770777405849	0.8052090721285035	0.8348585379865	0.8702685624012638	0.8971504325058827	0.52033142213237	0.7229881019454478	0.6155688860902131	0.8072082104309592	0.5084006672632265	0.8003490979794298	0.68964526784432	0.8955003921828566	0.5945699797832499	0.8433584109413493	0.5985722334537501	0.7714353892552944	0.7520047724787061	0.8810857389056441	0.4742809796838233	0.8700639644715474	0.8908808095537954	0.8839306664899081
LeChatelierE_2013__MH0096__bin.55	0.8887844095215353	0.844289332357623	0.530217146777922	0.9092435731174854	0.6635164295540258	0.8819835875032853	0.8949211976250457	0.6119067719447113	0.7173920668608157	0.9036189848353298	0.8533546926104365	0.8240185199154918	0.6934935727571198	0.8961060801386111	0.8962209166839241	0.8988837791698039	1.0	0.4903236997163682	0.6001204102019057	0.9094054974512533	0.8942023881196549	0.8970954041837981	0.8943518197748531	0.5069514548925413	0.7032023059562689	0.8872713539516985	0.9075911761328337	0.8758458384245001	0.8659713369904849	0.8776577573047335	0.9188355478207723	0.5262093993952582	0.7287998043454341	0.6227874144912189	0.8197887872443986	0.5093462052768113	0.8098105004807279	0.6294128585218567	0.8905631747547952	0.5403554359248114	0.8521063857287484	0.6018319071659446	0.7738378325394877	0.7555831462234394	0.883108409062189	0.47227466210908126	0.887401566101405	0.8831891309852543	0.9002642201517476
ZeeviD_2015__PNP_Main_338__bin.24	0.8417896403682894	0.876880065665205	0.5302062268782443	0.8668946450149242	0.606324228926019	0.8270839517866098	0.8405386531037118	0.634149006999793	0.7134130792501207	0.8682789469074493	0.8226117110699972	0.812103883098573	0.6833180770760071	0.8931584018056382	0.8564806023340912	0.8512596294628428	0.7909518121875924	1.0	0.5865239063356227	0.919478739804725	0.8508984398313104	0.8568270653497455	0.888054466776367	0.4893150650955176	0.6512698605854528	0.8334605764617523	0.8895403048099452	0.7760694042153775	0.8230442085257805	0.8439482522219751	0.8637757027889886	0.5124815820415896	0.728822545053756	0.6139417647601383	0.7949086213484775	0.49587693509670344	0.8236867540290859	0.5759401200296702	0.8474307093345818	0.5877059110310879	0.8220350477956194	0.616419711652861	0.7513883710890178	0.7687231481474305	0.8386621722068454	0.48372980225255213	0.8464688287922393	0.8437723079164862	0.8548645500127502
RampelliS_2015__H17__bin.86	0.9062319313354995	0.8904551141173433	0.5849633297624488	0.9244005374714732	0.727769881575121	0.8982079971015223	0.9171209726245048	0.6419508334825932	0.7337473107697924	0.923772624777217	0.8771123098810439	0.8618190262994625	0.729949869139453	0.9177012129883946	0.9228082816372312	0.9258790607461265	0.8505983217977644	0.5153528739945394	1.0	0.9283369098931662	0.923856391872004	0.9362396202013543	0.9244332270694388	0.6621441515925623	0.7611016939341045	0.8998663131649864	0.9278356693910269	0.8508108041845409	0.8911034578103282	0.9214918442858242	0.9273773339862172	0.6585619164821633	0.7398316621911428	0.6872347800977555	0.8483454636713006	0.5941327619918044	0.8484537479645617	0.6779686411410849	0.9252061998546675	0.5692416762408596	0.8802559595520708	0.6694386991719317	0.8739053241139586	0.8168776394296483	0.919450787512846	0.5315417163537205	0.9076198771824563	0.9385428747913485	0.9261276378973233
CosteaPI_2017__SID713B051-11-0-0__bin.64	0.8800334225875067	0.8973991384182609	0.5368822781702288	0.9056451229794051	0.6957718739691409	0.8807153712380166	0.8990303098648579	0.6134798516584095	0.7289262993763455	0.9113062735280054	0.8491268526604655	0.8640142889553176	0.6927581581881121	0.955522829518609	0.9026327391293345	0.8982546820703002	0.8403028100635376	0.5266872346405052	0.6051983489383844	1.0	0.897303683366269	0.9041542482603872	0.925216072499666	0.5187764527037976	0.7367571654555715	0.891156821994975	0.9400231489600505	0.8191579621278751	0.8524921982144134	0.8899571961787789	0.9103019975856531	0.5324917897555862	0.7257971495789544	0.6260985655547558	0.8130408472146438	0.5159549789577107	0.8337394982793672	0.6518532265361492	0.8940590995525156	0.5648954500794497	0.868988607106562	0.6063797716981543	0.7840993194276782	0.7799499105164386	0.8905032878715698	0.48303941316897897	0.8909361654329285	0.8957324488127834	0.9045458359620472
LeChatelierE_2013__MH0053__bin.24	0.8686781215345701	0.8369367870003328	0.545434399135634	0.8923956788815929	0.6763259635563609	0.86305155402555	0.8891778910250819	0.5979024526565551	0.7198904768431414	0.8907509625328631	0.8290611944841483	0.8326167365908447	0.6843288257900068	0.8857958985331054	0.8880782984661775	0.9019489176734028	0.8281569564915565	0.48852570047294497	0.6036638548662422	0.8993692584002464	1.0	0.9070032164528595	0.8931597421853723	0.5124176974327117	0.7167038389174776	0.8655253035338262	0.9065510974565636	0.8021685691857764	0.840229334690877	0.8676350438502026	0.8978202168391186	0.5243450059540867	0.7159509005890007	0.6162924818306904	0.8079615663253228	0.5159216196540044	0.8031382220331471	0.6585700579744713	0.9696346024111826	0.5553814620531543	0.8441711359400783	0.5987835507005174	0.7660359844001146	0.7552923732509313	0.8771215327901972	0.47750529993823415	0.8760174902411717	0.8993496784437138	0.888781841904311
RampelliS_2015__H14__bin.54	0.8308056302188507	0.8094181493205261	0.5169744822081537	0.8559217752278556	0.6743957389619604	0.8217203958140042	0.8527874802161218	0.5815394244938056	0.6954839034273863	0.8585213938765486	0.8121341688042351	0.8014495954538012	0.6564576454456148	0.8558271196037768	0.859342168995252	0.8696459879659444	0.796067442558533	0.4713432229984173	0.5861545257326857	0.8683114289417672	0.8690469287234623	1.0	0.8649370838563555	0.4917717827320854	0.7149710234404847	0.8380054269224472	0.8719296614910221	0.7700324557932653	0.8093836128090378	0.8319129304699012	0.8617998042078263	0.5013963836435081	0.6881856137095455	0.5898090003001691	0.7740152404082301	0.48950772253451946	0.7841058710364024	0.6193756651476288	0.8731849144517818	0.5467645684385746	0.8125916709872838	0.5785377326311194	0.7490479008623042	0.7386038039622332	0.8757252667412542	0.46224135990285437	0.8358556356764721	0.9615276053320962	0.881616939775146
BritoIL_2016__M2.44.ST__bin.6	0.8620173235845262	0.8507057675161226	0.5271001171511585	0.9224764751496076	0.6743277010999535	0.8652198366573104	0.8831604231524488	0.6023343094462914	0.7183874508312803	0.8909451220317233	0.8336185097069988	0.9039932613879111	0.682311759388596	0.8934588989551454	0.8875058421548772	0.8835719044940805	0.8191524100484184	0.5042301162093722	0.5973732087359029	0.9171096142285406	0.8833008109042996	0.8927494787169528	1.0	0.5135766838388612	0.7132199493195815	0.8732280997307548	0.9140285651667621	0.8010551525825625	0.8352437509846947	0.8675571386951771	0.8968273248255715	0.5257921785978652	0.7160492686194206	0.6192468527178453	0.8020823156321542	0.5084083021531696	0.8588698213862916	0.6431611801020826	0.8793519102856252	0.5530097989770618	0.8442835779776946	0.601477900151302	0.7719513193368065	0.7939345449808518	0.8749307963198165	0.47557121091697413	0.8750804258985916	0.8855685791967357	0.8784959410776322
LiuW_2016__SRR3992958__bin.90	0.934558903265206	0.9210054489403389	0.6236700728998588	0.9493378188094844	0.7400521982882678	0.9260385641149406	0.9430751656981745	0.6456207495126285	0.7304882195100275	0.9450246519094937	0.8939792592930809	0.8925882833514203	0.7658529267161145	0.9456606198077909	0.9415455813684235	0.940569615247575	0.8602501310664611	0.5147304026084468	0.7927290931668511	0.9527092640139195	0.9388704394782781	0.9403959470907323	0.9514968482898578	1.0	0.7771356495066765	0.9306599308425678	0.9514593424907275	0.8855168095284298	0.9147550259809194	0.9478604164611321	0.9560513568538179	0.7527576954154053	0.7549004180265916	0.7328510848552398	0.8646097725436351	0.6618729906879623	0.8675499010580712	0.701788945084172	0.932983659701731	0.5616069441171747	0.9044287010681814	0.6741496171554787	0.9136926334533791	0.8438225910473657	0.9323012172262505	0.5750177133366545	0.9355585143463758	0.9397893315569716	0.9380143288459547
Obregon-TitoAJ_2015__SM23__bin.21	0.818974079937203	0.8071833608717712	0.49783111845236244	0.8419662707043317	0.9271248454078321	0.8514146921457996	0.8410800384716088	0.5452699912531135	0.6650031666142833	0.85186121886578	0.7828306016147372	0.7763347134909312	0.6269518490981053	0.8699148555924193	0.8661458762391641	0.8512299948421179	0.767919967300182	0.44088925455223754	0.5863976732337403	0.8707265792537704	0.8450814635792133	0.8798586016210337	0.850360028565117	0.5001198958349183	1.0	0.858706562683484	0.8630695117747155	0.8277309359063627	0.8017022585017166	0.8319852703900313	0.8564539901701157	0.5057778248849184	0.6656238964729636	0.5834923636584968	0.75806174871617	0.5004473137823542	0.7522579507729215	0.7507961135909407	0.8401203470840126	0.46536741908080564	0.8330226185984937	0.5583116147843895	0.745107226754244	0.7214024821848432	0.8930959413292224	0.4469008369621281	0.8268593955046145	0.8784833413001536	0.9821321099935408
ZeeviD_2015__PNP_Validation_47__bin.8	0.8508771192830046	0.8333639186057361	0.5138241746287869	0.8633223034734109	0.6806645509028109	0.9522564634787527	0.871714312625114	0.5972622717325311	0.6996891799329364	0.8822332879492111	0.8365676337656102	0.8129242601054109	0.671024220440366	0.8781531389112321	0.8720406537966788	0.8721967492351103	0.8165630968273713	0.47550075460868463	0.584285567097381	0.8875834259366943	0.8600748108393026	0.8690982768920823	0.8774142282097622	0.5047379166432672	0.7236730450594024	1.0	0.8960647588237036	0.7964891350057507	0.8243806924535151	0.8573477837322021	0.8888865796394063	0.5193719745453886	0.709424140491201	0.6073775214609118	0.7909696356785532	0.5016602275455827	0.795311565168519	0.6474427543194881	0.8631812427231004	0.5404868674210248	0.8556435576140303	0.5864523309736244	0.7594874409501569	0.7434370269877073	0.8567817719441223	0.46900709593059636	0.8620368376390763	0.856122456650351	0.8640859771906093
