	NielsenHB_2014__V1_UC55_0__bin.91	FengQ_2015__SID530394__bin.80	ZellerG_2014__CCMD12232071ST-21-0__bin.13	LouisS_2016__AS61_18__bin.24	NielsenHB_2014__V1_CD31_0__bin.12	QinJ_2012__T2D-026__bin.19	XieH_2016__YSZC12003_35583__bin.19	HMP_2012__SRS015217__bin.13	ZeeviD_2015__PNP_Main_228__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.87	XieH_2016__YSZC12003_37348__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.93	ZellerG_2014__CCIS78318719ST-4-0__bin.1	ZeeviD_2015__PNP_Main_18__bin.14	Obregon-TitoAJ_2015__NO19__bin.42	LiuW_2016__SRR3993056__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.27	VogtmannE_2016__MMRS90191266ST-27-0-0__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.128	ZeeviD_2015__PNP_Main_268__bin.27	LiuW_2016__SRR3992993__bin.68	FengQ_2015__SID31537__bin.39	ZeeviD_2015__PNP_DietIntervention_45__bin.18	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.53	FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.20	LiSS_2016__FAT_008-22-42-0__bin.16	LouisS_2016__AS56_12__bin.15	KarlssonFH_2013__S456__bin.1	LiJ_2014__O2.UC29-1__bin.66	LiuW_2016__SRR3993019__bin.10	FengQ_2015__SID31881__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.54	LiSS_2016__FAT_008-22-2-0__bin.9	ZellerG_2014__CCIS00146684ST-4-0__bin.96	HMP_2012__SRS049995__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.30	YuJ_2015__SZAXPI003409-8__bin.96	FengQ_2015__SID530743__bin.43	FengQ_2015__SID31750__bin.98	VogtmannE_2016__MMRS18295921ST-27-0-0__bin.25	CosteaPI_2017__SID713A009-11-0-0__bin.31	ZeeviD_2015__PNP_Main_723__bin.51	FengQ_2015__SID31328__bin.32	LiJ_2014__MH0373__bin.11	LiJ_2014__O2.CD3-0-PT__bin.71	LiSS_2016__FAT_008-22-84-0__bin.42	YuJ_2015__SZAXPI017466-84__bin.45	ZeeviD_2015__PNP_Main_15__bin.30
XieH_2016__YSZC12003_37348__bin.22	18476.0	11557.0	22222.0	22515.0	17718.0	20799.0	16971.0	20254.0	20516.0	20048.0	0.0	1554.0	2588.0	20934.0	21909.0	22987.0	16015.0	20449.0	19046.0	21462.0	20555.0	14113.0	10227.0	4432.0	23032.0	22538.0	19334.0	19257.0	15800.0	8501.0	21601.0	21777.0	15211.0	19104.0	23337.0	1513.0	1207.0	20700.0	19875.0	4398.0	21634.0	2200.0	1998.0	18657.0	19939.0	22607.0	21128.0	21216.0
Bengtsson-PalmeJ_2015__TRAVELRES60__bin.93	20200.0	11976.0	23714.0	25588.0	19633.0	22697.0	17568.0	20517.0	20885.0	21006.0	1554.0	0.0	1432.0	21417.0	23588.0	24824.0	15972.0	20774.0	20467.0	22079.0	21669.0	14857.0	10433.0	3665.0	24547.0	24113.0	20578.0	19988.0	17719.0	8125.0	22767.0	23871.0	16230.0	19348.0	26118.0	235.0	714.0	21682.0	20066.0	3432.0	23054.0	1582.0	1541.0	20328.0	21682.0	23672.0	22695.0	21747.0
ZellerG_2014__CCIS78318719ST-4-0__bin.1	21277.0	12018.0	24997.0	27206.0	19072.0	25165.0	18610.0	21860.0	22099.0	22201.0	2588.0	1432.0	0.0	22668.0	23577.0	24463.0	17072.0	22041.0	22010.0	23002.0	22064.0	15551.0	11087.0	4715.0	25572.0	24734.0	20287.0	21685.0	19351.0	8774.0	22892.0	24442.0	16130.0	19921.0	27495.0	1608.0	1648.0	22188.0	20882.0	4462.0	23772.0	2789.0	2026.0	21876.0	21945.0	24667.0	23599.0	21932.0
ZeeviD_2015__PNP_Main_18__bin.14	16891.0	3020.0	3564.0	25664.0	3959.0	3651.0	18000.0	18212.0	1927.0	861.0	20934.0	21417.0	22668.0	0.0	3054.0	5751.0	16478.0	19421.0	17934.0	325.0	13242.0	12142.0	1485.0	22251.0	2536.0	3077.0	2868.0	16349.0	2904.0	3313.0	2977.0	22918.0	4137.0	17159.0	25600.0	22163.0	20785.0	3113.0	3860.0	20176.0	2809.0	21781.0	21497.0	17672.0	4293.0	2626.0	16119.0	367.0
Obregon-TitoAJ_2015__NO19__bin.42	19028.0	2395.0	4011.0	28385.0	3401.0	4270.0	19658.0	19589.0	2574.0	2659.0	21909.0	23588.0	23577.0	3054.0	0.0	5414.0	18423.0	20237.0	20665.0	3172.0	13592.0	12667.0	2283.0	24547.0	3429.0	1436.0	1867.0	18164.0	3929.0	3632.0	4327.0	25777.0	3684.0	18516.0	28223.0	24101.0	23304.0	3682.0	4557.0	22731.0	3260.0	23407.0	23644.0	20431.0	5057.0	1254.0	17825.0	3401.0
LiuW_2016__SRR3993056__bin.84	17864.0	4193.0	6913.0	30651.0	5642.0	7578.0	19846.0	20804.0	6682.0	6396.0	22987.0	24824.0	24463.0	5751.0	5414.0	0.0	19386.0	21857.0	20353.0	6004.0	13856.0	13020.0	3926.0	24463.0	6665.0	5157.0	4622.0	17394.0	7630.0	4899.0	7937.0	26507.0	5937.0	18670.0	29202.0	25556.0	24933.0	7776.0	7848.0	22763.0	7628.0	24521.0	24495.0	19087.0	8706.0	6142.0	16224.0	6903.0
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.27	17217.0	10580.0	18332.0	15276.0	15037.0	17204.0	10834.0	14079.0	17060.0	16862.0	16015.0	15972.0	17072.0	16478.0	18423.0	19386.0	0.0	14776.0	18256.0	17159.0	17705.0	12446.0	9312.0	17724.0	18864.0	18258.0	15981.0	17373.0	13859.0	7971.0	17791.0	12001.0	13157.0	16740.0	13301.0	17084.0	15633.0	17304.0	17002.0	15423.0	18132.0	16754.0	16847.0	18034.0	17639.0	18464.0	17755.0	17680.0
VogtmannE_2016__MMRS90191266ST-27-0-0__bin.38	22564.0	11147.0	20279.0	24032.0	16543.0	19394.0	16859.0	3534.0	19056.0	19263.0	20449.0	20774.0	22041.0	19421.0	20237.0	21857.0	14776.0	0.0	22950.0	20648.0	21129.0	15496.0	9535.0	21656.0	21712.0	21022.0	18133.0	22181.0	15475.0	7980.0	20067.0	19939.0	14507.0	21823.0	21832.0	21810.0	20805.0	19085.0	19512.0	20629.0	20677.0	21515.0	22083.0	23160.0	19195.0	21154.0	22965.0	19801.0
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.128	11067.0	11045.0	21224.0	25092.0	16905.0	20264.0	19982.0	22693.0	18252.0	18319.0	19046.0	20467.0	22010.0	17934.0	20665.0	20353.0	18256.0	22950.0	0.0	19591.0	13627.0	8043.0	9427.0	23063.0	21152.0	20470.0	17535.0	10243.0	15450.0	7985.0	20402.0	25434.0	14508.0	1866.0	28278.0	21309.0	20698.0	18374.0	17347.0	21029.0	19921.0	21868.0	21337.0	12771.0	18837.0	20654.0	11640.0	19050.0
ZeeviD_2015__PNP_Main_268__bin.27	16958.0	3289.0	4392.0	26581.0	4134.0	3652.0	19307.0	19207.0	2043.0	1092.0	21462.0	22079.0	23002.0	325.0	3172.0	6004.0	17159.0	20648.0	19591.0	0.0	13959.0	12782.0	1466.0	23081.0	2575.0	3290.0	3424.0	17149.0	3601.0	3318.0	2994.0	24405.0	4172.0	18098.0	27419.0	22754.0	21991.0	3046.0	4236.0	21010.0	2779.0	22625.0	22903.0	18260.0	4529.0	2893.0	17600.0	685.0
LiuW_2016__SRR3992993__bin.68	8754.0	7622.0	14272.0	24306.0	12020.0	14011.0	18985.0	20369.0	14225.0	14277.0	20555.0	21669.0	22064.0	13242.0	13592.0	13856.0	17705.0	21129.0	13627.0	13959.0	0.0	6060.0	7874.0	23123.0	15007.0	13994.0	12958.0	8313.0	10737.0	6661.0	14738.0	23712.0	10432.0	12496.0	25745.0	22627.0	20973.0	14001.0	13561.0	20709.0	15513.0	22635.0	22190.0	9665.0	15546.0	13352.0	5990.0	14160.0
FengQ_2015__SID31537__bin.39	4852.0	7244.0	13435.0	17903.0	11467.0	12886.0	13279.0	15650.0	11760.0	11708.0	14113.0	14857.0	15551.0	12142.0	12667.0	13020.0	12446.0	15496.0	8043.0	12782.0	6060.0	0.0	6229.0	17048.0	13318.0	13113.0	11777.0	4144.0	11107.0	5330.0	13779.0	17538.0	9354.0	7597.0	18583.0	15541.0	14930.0	12481.0	12103.0	15395.0	12792.0	16650.0	15648.0	6150.0	12724.0	12841.0	4617.0	12533.0
ZeeviD_2015__PNP_DietIntervention_45__bin.18	8400.0	2100.0	2678.0	12583.0	2776.0	2434.0	9788.0	8846.0	1730.0	1579.0	10227.0	10433.0	11087.0	1485.0	2283.0	3926.0	9312.0	9535.0	9427.0	1466.0	7874.0	6229.0	0.0	10714.0	2294.0	2605.0	2377.0	8676.0	2148.0	1992.0	1912.0	11721.0	2849.0	8701.0	12295.0	10641.0	10330.0	2001.0	2389.0	10360.0	1747.0	11394.0	10957.0	8939.0	2562.0	2541.0	8627.0	1624.0
VogtmannE_2016__MMRS73787048ST-27-0-0__bin.53	20954.0	12677.0	24229.0	25445.0	19356.0	21778.0	18790.0	21997.0	23032.0	22360.0	4432.0	3665.0	4715.0	22251.0	24547.0	24463.0	17724.0	21656.0	23063.0	23081.0	23123.0	17048.0	10714.0	0.0	25041.0	24318.0	21243.0	22109.0	18796.0	8964.0	22699.0	25464.0	16962.0	21810.0	27476.0	3850.0	3670.0	22641.0	21870.0	2584.0	24163.0	4347.0	4356.0	21478.0	22353.0	24418.0	23490.0	23390.0
FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.20	18957.0	3539.0	3797.0	30505.0	4494.0	4335.0	20062.0	20828.0	3303.0	2988.0	23032.0	24547.0	25572.0	2536.0	3429.0	6665.0	18864.0	21712.0	21152.0	2575.0	15007.0	13318.0	2294.0	25041.0	0.0	3525.0	3032.0	18652.0	4139.0	3719.0	4069.0	26340.0	4866.0	19272.0	28874.0	25655.0	25035.0	4133.0	5444.0	22881.0	4300.0	24508.0	24758.0	19829.0	5705.0	3263.0	17855.0	2619.0
LiSS_2016__FAT_008-22-42-0__bin.16	18305.0	2319.0	4118.0	27613.0	2725.0	4411.0	20015.0	19922.0	3663.0	3468.0	22538.0	24113.0	24734.0	3077.0	1436.0	5157.0	18258.0	21022.0	20470.0	3290.0	13994.0	13113.0	2605.0	24318.0	3525.0	0.0	1242.0	18202.0	5462.0	3826.0	4398.0	25781.0	3372.0	18712.0	28302.0	24761.0	23976.0	4416.0	5675.0	22041.0	4405.0	23712.0	24272.0	19627.0	5911.0	833.0	16986.0	4238.0
LouisS_2016__AS56_12__bin.15	15973.0	3410.0	3666.0	25179.0	2836.0	4293.0	17391.0	17961.0	3422.0	3339.0	19334.0	20578.0	20287.0	2868.0	1867.0	4622.0	15981.0	18133.0	17535.0	3424.0	12958.0	11777.0	2377.0	21243.0	3032.0	1242.0	0.0	16024.0	5059.0	3139.0	3976.0	22202.0	3336.0	16927.0	24915.0	20875.0	20431.0	4148.0	5464.0	19270.0	4164.0	20947.0	20664.0	17249.0	5914.0	841.0	15161.0	3718.0
KarlssonFH_2013__S456__bin.1	2630.0	9943.0	19416.0	26428.0	15000.0	17835.0	19534.0	21558.0	17231.0	16484.0	19257.0	19988.0	21685.0	16349.0	18164.0	17394.0	17373.0	22181.0	10243.0	17149.0	8313.0	4144.0	8676.0	22109.0	18652.0	18202.0	16024.0	0.0	13558.0	7885.0	18533.0	25031.0	13362.0	9063.0	28217.0	21019.0	20568.0	16880.0	15891.0	20504.0	18146.0	22361.0	20920.0	4335.0	18194.0	18464.0	4328.0	18111.0
LiJ_2014__O2.UC29-1__bin.66	14571.0	3123.0	4606.0	22799.0	4586.0	4979.0	14746.0	15411.0	2604.0	2687.0	15800.0	17719.0	19351.0	2904.0	3929.0	7630.0	13859.0	15475.0	15450.0	3601.0	10737.0	11107.0	2148.0	18796.0	4139.0	5462.0	5059.0	13558.0	0.0	2113.0	4211.0	19142.0	4446.0	13854.0	21750.0	17704.0	18370.0	3629.0	1973.0	16987.0	3141.0	18390.0	17864.0	15369.0	2293.0	5616.0	14761.0	3430.0
LiuW_2016__SRR3993019__bin.10	8064.0	2622.0	3509.0	9989.0	2996.0	3412.0	8839.0	7619.0	3475.0	3286.0	8501.0	8125.0	8774.0	3313.0	3632.0	4899.0	7971.0	7980.0	7985.0	3318.0	6661.0	5330.0	1992.0	8964.0	3719.0	3826.0	3139.0	7885.0	2113.0	0.0	4038.0	9714.0	3369.0	7939.0	10429.0	8984.0	7790.0	3766.0	4139.0	8890.0	3778.0	8573.0	8880.0	8062.0	3654.0	3741.0	7720.0	3390.0
FengQ_2015__SID31881__bin.16	18220.0	3600.0	4428.0	26812.0	4651.0	4535.0	18762.0	19332.0	3287.0	3497.0	21601.0	22767.0	22892.0	2977.0	4327.0	7937.0	17791.0	20067.0	20402.0	2994.0	14738.0	13779.0	1912.0	22699.0	4069.0	4398.0	3976.0	18533.0	4211.0	4038.0	0.0	24603.0	4902.0	19046.0	27925.0	23450.0	22830.0	4220.0	4655.0	21109.0	3598.0	23144.0	23423.0	19250.0	4980.0	4510.0	18414.0	3104.0
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.54	24642.0	13247.0	24815.0	9090.0	20634.0	24330.0	4763.0	19768.0	23591.0	23288.0	21777.0	23871.0	24442.0	22918.0	25777.0	26507.0	12001.0	19939.0	25434.0	24405.0	23712.0	17538.0	11721.0	25464.0	26340.0	25781.0	22202.0	25031.0	19142.0	9714.0	24603.0	0.0	17933.0	24261.0	2606.0	24732.0	22963.0	23107.0	22856.0	22059.0	25263.0	24610.0	24125.0	25714.0	23891.0	25718.0	25282.0	24367.0
LiSS_2016__FAT_008-22-2-0__bin.9	13221.0	2650.0	4685.0	19606.0	3538.0	4468.0	14476.0	14044.0	4849.0	4576.0	15211.0	16230.0	16130.0	4137.0	3684.0	5937.0	13157.0	14507.0	14508.0	4172.0	10432.0	9354.0	2849.0	16962.0	4866.0	3372.0	3336.0	13362.0	4446.0	3369.0	4902.0	17933.0	0.0	13988.0	19691.0	16763.0	15621.0	5242.0	5880.0	15054.0	5269.0	15920.0	16297.0	14110.0	5915.0	3157.0	12562.0	4583.0
ZellerG_2014__CCIS00146684ST-4-0__bin.96	9993.0	10762.0	19066.0	22775.0	15709.0	18069.0	19289.0	21605.0	16947.0	16896.0	19104.0	19348.0	19921.0	17159.0	18516.0	18670.0	16740.0	21823.0	1866.0	18098.0	12496.0	7597.0	8701.0	21810.0	19272.0	18712.0	16927.0	9063.0	13854.0	7939.0	19046.0	24261.0	13988.0	0.0	25852.0	20379.0	19200.0	17308.0	16609.0	20092.0	18372.0	20701.0	20371.0	11111.0	17217.0	18648.0	10546.0	17434.0
HMP_2012__SRS049995__bin.29	28384.0	15230.0	27700.0	9141.0	22719.0	26327.0	5471.0	21686.0	25486.0	25682.0	23337.0	26118.0	27495.0	25600.0	28223.0	29202.0	13301.0	21832.0	28278.0	27419.0	25745.0	18583.0	12295.0	27476.0	28874.0	28302.0	24915.0	28217.0	21750.0	10429.0	27925.0	2606.0	19691.0	25852.0	0.0	26835.0	25177.0	25998.0	25600.0	24838.0	27898.0	27689.0	26262.0	29417.0	26309.0	28071.0	28361.0	26219.0
Bengtsson-PalmeJ_2015__TRAVELRES59__bin.30	20934.0	12171.0	24593.0	26655.0	19716.0	22799.0	18782.0	21257.0	21917.0	21703.0	1513.0	235.0	1608.0	22163.0	24101.0	25556.0	17084.0	21810.0	21309.0	22754.0	22627.0	15541.0	10641.0	3850.0	25655.0	24761.0	20875.0	21019.0	17704.0	8984.0	23450.0	24732.0	16763.0	20379.0	26835.0	0.0	830.0	22209.0	20884.0	3746.0	23667.0	1831.0	1479.0	21140.0	21607.0	24628.0	22697.0	22447.0
YuJ_2015__SZAXPI003409-8__bin.96	19886.0	11930.0	23698.0	24800.0	19450.0	21923.0	17351.0	20215.0	20534.0	21083.0	1207.0	714.0	1648.0	20785.0	23304.0	24933.0	15633.0	20805.0	20698.0	21991.0	20973.0	14930.0	10330.0	3670.0	25035.0	23976.0	20431.0	20568.0	18370.0	7790.0	22830.0	22963.0	15621.0	19200.0	25177.0	830.0	0.0	21401.0	20156.0	3434.0	22696.0	1425.0	1463.0	20974.0	21498.0	24009.0	22615.0	21228.0
FengQ_2015__SID530743__bin.43	17302.0	3670.0	5036.0	25206.0	5064.0	4960.0	18422.0	18279.0	2784.0	2699.0	20700.0	21682.0	22188.0	3113.0	3682.0	7776.0	17304.0	19085.0	18374.0	3046.0	14001.0	12481.0	2001.0	22641.0	4133.0	4416.0	4148.0	16880.0	3629.0	3766.0	4220.0	23107.0	5242.0	17308.0	25998.0	22209.0	21401.0	0.0	4339.0	20670.0	3237.0	21800.0	21948.0	18547.0	5010.0	4738.0	17576.0	3152.0
FengQ_2015__SID31750__bin.98	16888.0	4163.0	5671.0	26127.0	5888.0	5670.0	18373.0	18257.0	3659.0	3632.0	19875.0	20066.0	20882.0	3860.0	4557.0	7848.0	17002.0	19512.0	17347.0	4236.0	13561.0	12103.0	2389.0	21870.0	5444.0	5675.0	5464.0	15891.0	1973.0	4139.0	4655.0	22856.0	5880.0	16609.0	25600.0	20884.0	20156.0	4339.0	0.0	19850.0	4271.0	20521.0	20875.0	17589.0	3953.0	5917.0	17313.0	4105.0
VogtmannE_2016__MMRS18295921ST-27-0-0__bin.25	19565.0	11768.0	22284.0	23203.0	17402.0	20428.0	18227.0	20424.0	22283.0	20813.0	4398.0	3432.0	4462.0	20176.0	22731.0	22763.0	15423.0	20629.0	21029.0	21010.0	20709.0	15395.0	10360.0	2584.0	22881.0	22041.0	19270.0	20504.0	16987.0	8890.0	21109.0	22059.0	15054.0	20092.0	24838.0	3746.0	3434.0	20670.0	19850.0	0.0	21958.0	4180.0	4205.0	19769.0	20455.0	22429.0	21349.0	22201.0
CosteaPI_2017__SID713A009-11-0-0__bin.31	18753.0	3522.0	4717.0	27772.0	4802.0	4841.0	20400.0	19452.0	2335.0	2104.0	21634.0	23054.0	23772.0	2809.0	3260.0	7628.0	18132.0	20677.0	19921.0	2779.0	15513.0	12792.0	1747.0	24163.0	4300.0	4405.0	4164.0	18146.0	3141.0	3778.0	3598.0	25263.0	5269.0	18372.0	27898.0	23667.0	22696.0	3237.0	4271.0	21958.0	0.0	23399.0	23468.0	20192.0	4872.0	4178.0	19117.0	3093.0
ZeeviD_2015__PNP_Main_723__bin.51	22225.0	12152.0	23678.0	27080.0	19549.0	22125.0	18491.0	21760.0	21738.0	21501.0	2200.0	1582.0	2789.0	21781.0	23407.0	24521.0	16754.0	21515.0	21868.0	22625.0	22635.0	16650.0	11394.0	4347.0	24508.0	23712.0	20947.0	22361.0	18390.0	8573.0	23144.0	24610.0	15920.0	20701.0	27689.0	1831.0	1425.0	21800.0	20521.0	4180.0	23399.0	0.0	2032.0	22931.0	21633.0	24362.0	24257.0	22583.0
FengQ_2015__SID31328__bin.32	20650.0	12488.0	23900.0	25248.0	19421.0	22281.0	18665.0	21816.0	21475.0	21679.0	1998.0	1541.0	2026.0	21497.0	23644.0	24495.0	16847.0	22083.0	21337.0	22903.0	22190.0	15648.0	10957.0	4356.0	24758.0	24272.0	20664.0	20920.0	17864.0	8880.0	23423.0	24125.0	16297.0	20371.0	26262.0	1479.0	1463.0	21948.0	20875.0	4205.0	23468.0	2032.0	0.0	21170.0	21566.0	23842.0	23219.0	22357.0
LiJ_2014__MH0373__bin.11	3257.0	11445.0	19816.0	27427.0	16125.0	18973.0	19644.0	23082.0	17910.0	17972.0	18657.0	20328.0	21876.0	17672.0	20431.0	19087.0	18034.0	23160.0	12771.0	18260.0	9665.0	6150.0	8939.0	21478.0	19829.0	19627.0	17249.0	4335.0	15369.0	8062.0	19250.0	25714.0	14110.0	11111.0	29417.0	21140.0	20974.0	18547.0	17589.0	19769.0	20192.0	22931.0	21170.0	0.0	18212.0	19332.0	7021.0	17849.0
