	NielsenHB_2014__V1_UC55_0__bin.91	FengQ_2015__SID530394__bin.80	ZellerG_2014__CCMD12232071ST-21-0__bin.13	LouisS_2016__AS61_18__bin.24	NielsenHB_2014__V1_CD31_0__bin.12	QinJ_2012__T2D-026__bin.19	XieH_2016__YSZC12003_35583__bin.19	HMP_2012__SRS015217__bin.13	ZeeviD_2015__PNP_Main_228__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.87	XieH_2016__YSZC12003_37348__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.93	ZellerG_2014__CCIS78318719ST-4-0__bin.1	ZeeviD_2015__PNP_Main_18__bin.14	Obregon-TitoAJ_2015__NO19__bin.42	LiuW_2016__SRR3993056__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.27	VogtmannE_2016__MMRS90191266ST-27-0-0__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.128	ZeeviD_2015__PNP_Main_268__bin.27	LiuW_2016__SRR3992993__bin.68	FengQ_2015__SID31537__bin.39	ZeeviD_2015__PNP_DietIntervention_45__bin.18	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.53	FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.20	LiSS_2016__FAT_008-22-42-0__bin.16	LouisS_2016__AS56_12__bin.15	KarlssonFH_2013__S456__bin.1	LiJ_2014__O2.UC29-1__bin.66	LiuW_2016__SRR3993019__bin.10	FengQ_2015__SID31881__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.54	LiSS_2016__FAT_008-22-2-0__bin.9	ZellerG_2014__CCIS00146684ST-4-0__bin.96	HMP_2012__SRS049995__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.30	YuJ_2015__SZAXPI003409-8__bin.96	FengQ_2015__SID530743__bin.43	FengQ_2015__SID31750__bin.98	VogtmannE_2016__MMRS18295921ST-27-0-0__bin.25	CosteaPI_2017__SID713A009-11-0-0__bin.31	ZeeviD_2015__PNP_Main_723__bin.51	FengQ_2015__SID31328__bin.32	LiJ_2014__MH0373__bin.11	LiJ_2014__O2.CD3-0-PT__bin.71	LiSS_2016__FAT_008-22-84-0__bin.42	YuJ_2015__SZAXPI017466-84__bin.45	ZeeviD_2015__PNP_Main_15__bin.30
XieH_2016__YSZC12003_37348__bin.22	0.9198643522096753	0.46863785018908494	0.8983938984101161	0.9241829401479306	0.6615941005331764	0.8209977521491579	0.596386367448286	0.7891723325282838	0.9204498945212957	0.9119740415265584	1.0	0.9038831441915014	0.961618811101575	0.8969496745161487	0.9439146917772703	0.9292932051911825	0.6084416252298744	0.6917311780368712	0.9391129887539174	0.918744481199696	0.8702865871120089	0.5977661475455662	0.42888669713592137	0.9164206634979666	0.9546473579963869	0.9399729506765958	0.778986371630731	0.9383917303671546	0.6595861001132247	0.3519604357766352	0.8930198832585686	0.8025715208778696	0.5767156453747492	0.9020706090621635	0.9167292255178656	0.9682044549868616	0.8983699987239274	0.8404089919155043	0.8683135826611191	0.837393790434748	0.9274192137259312	0.922138236638475	0.9534199383985589	0.8721272897286404	0.8497443800528097	0.9468701440425551	0.9148808408592449	0.9075764992678588
Bengtsson-PalmeJ_2015__TRAVELRES60__bin.93	0.9028122994595105	0.4497512256161616	0.8664789763123608	0.9020530980615957	0.6533862644473486	0.8067354220830375	0.566233277626815	0.7651432501518998	0.8837528916524755	0.8680934202677802	0.8405240513653521	1.0	0.9615910765856812	0.8575713571925502	0.9231428636060757	0.9057030589903058	0.5802005196541089	0.6704454762034215	0.9155460872553778	0.8825726172366894	0.8245455010868129	0.5710718471215234	0.4039880099358945	0.9099733188133916	0.9317238634104216	0.9156361754505302	0.7657718831964879	0.8982999524159709	0.6648631830183356	0.3138609220824422	0.8626611417865164	0.7808983658318891	0.5457669858910774	0.8679529303070579	0.9010990362944304	0.9760551927113491	0.9372617077943751	0.8106294545536804	0.8352370252163605	0.8192953833173331	0.8926073309566454	0.9107543477475768	0.9378665289812136	0.8497467807360484	0.830209548316839	0.9110138969970469	0.8847434649348567	0.8767160908231878
ZellerG_2014__CCIS78318719ST-4-0__bin.1	0.851891447920639	0.4193912067118596	0.8219122890660149	0.8629213157523646	0.6005971375144504	0.7473118032556294	0.538054970155494	0.718401738258257	0.8424176859578321	0.8391344192028342	0.7963229532860764	0.8563254484274424	1.0	0.8136719610079381	0.8629022311016897	0.844905405515252	0.5453802952395459	0.6277517680691882	0.8733602662520821	0.8304360595285597	0.7820737876210594	0.5375870427945018	0.38632916993432403	0.8494118570107287	0.8706718044431188	0.8535026872248409	0.7001211168478942	0.8561473250211433	0.6087957620766079	0.3188833076102872	0.8071096685314255	0.7306692810281962	0.5088413178446078	0.8150760965103716	0.8495083405224741	0.9033878435723073	0.8339137069848761	0.75858270315699	0.7849184608299915	0.7704537092962394	0.8381939700279095	0.8705756743508303	0.8741275398931048	0.808649163685868	0.7766389032121941	0.8609421667934853	0.8368530966082688	0.8311227535333994
ZeeviD_2015__PNP_Main_18__bin.14	0.8821757686785167	0.4487549636084567	0.8992765262167649	0.8931488834975492	0.6476450958063079	0.8121047680348566	0.5579196910432243	0.7475260682279546	0.9370163885725603	0.9334788334901223	0.8324670000495124	0.8559164232311729	0.9119310788731	1.0	0.9428548794375402	0.9314757637272862	0.5663629251869089	0.6536899539535574	0.9080849631133336	0.9243499529633113	0.8274947764519484	0.5621955736000396	0.4041946823785711	0.8545423577759073	0.9638286874288261	0.9390721394266475	0.7593480219834629	0.8918278952319652	0.6525796900529781	0.347557360003961	0.8811154131801753	0.7591907709065703	0.5476591573005892	0.869942664752191	0.8818347279298906	0.9085079962370649	0.8370649106302916	0.8231091746298955	0.8589160766450463	0.7791473981284349	0.9221234836856959	0.8661634896271724	0.8747984354111997	0.8363990691686884	0.8244166955488439	0.9598304698717631	0.8624508590384711	0.9126084071891866
Obregon-TitoAJ_2015__NO19__bin.42	0.8640904540309031	0.4521566278084754	0.8809097610913604	0.8668704121561794	0.6514936173766726	0.8175875285488937	0.5499396392236943	0.7423977780581799	0.8821119149171562	0.8713073540359286	0.7996445240175872	0.8409986156249627	0.8827536662076186	0.8606174045119274	1.0	0.9183681512031119	0.5631416383060803	0.6464452944083758	0.895592307517095	0.9082913905177722	0.8026142959048314	0.5489023522082933	0.39754160446499814	0.837861807627187	0.9476804577512529	0.924095465114219	0.7650817880384068	0.8744597086846846	0.6644548241438767	0.32897617349194774	0.8675302409477816	0.757192766541004	0.5380533206742618	0.8403236017324031	0.8685476427119289	0.8864064060879239	0.8182462726904275	0.8067876678179624	0.8448946786706095	0.7653348730543638	0.9074956189175988	0.8426993469321938	0.8590884094655242	0.8254964352975502	0.8229240068853586	0.9267188720796249	0.8523350165897228	0.8789356979668957
LiuW_2016__SRR3993056__bin.84	0.8608757093269052	0.44695417267106474	0.8613567956565616	0.8887067371182709	0.6419142241436296	0.8124277452401832	0.5536161533365357	0.7328832421839997	0.8734471194313339	0.8610872404153648	0.7996506799108631	0.83809939317019	0.877949132649089	0.8636149634741631	0.9328249242380842	1.0	0.568211063957306	0.6447956007409464	0.8909997928758092	0.8948157990219625	0.8107601017111984	0.5535449084907698	0.3999127434260104	0.830133191137435	0.9545050245978338	0.9167265270267689	0.761505675349724	0.8718668793729278	0.6605175754424158	0.3351695406984345	0.8694526339292928	0.7543679700801027	0.5416980658126099	0.839878678106973	0.8669440074270915	0.8863398658246554	0.8151614907653459	0.8032165946138896	0.8452246122297287	0.7638435345669708	0.900959014382645	0.8378680310421872	0.8562987788486539	0.8218129683246884	0.818156712219299	0.9267951864925649	0.8537761971704779	0.8728242778930916
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.27	0.8379726554274107	0.4641613621701844	0.8295426563967604	0.8556777703621914	0.6251965161352142	0.7699777940945439	0.588844791528553	0.7457039428016878	0.8348462243832653	0.820051943768809	0.794229361488297	0.8144553425091002	0.8596866438108142	0.7965680566991529	0.8677216607298646	0.8619640582991368	1.0	0.6632680006551467	0.8692720630099531	0.837105254654828	0.8162196702205772	0.5634093919949549	0.42366371813541703	0.8373487062525278	0.8775466318443603	0.8609935944932029	0.734930791780361	0.8519301756305507	0.6200834754860397	0.3460215997834005	0.8260151151687616	0.7706568959197067	0.5495226231714668	0.8325225708043039	0.8624437192273281	0.8596359479403549	0.7888244017608738	0.7805899439448518	0.8106754361237604	0.7612592185705102	0.8518583100559437	0.8257404661123176	0.8455703508265655	0.8157037979563436	0.7997323703717735	0.8578615924742816	0.8463291175910214	0.8346233853922356
VogtmannE_2016__MMRS90191266ST-27-0-0__bin.38	0.876571439132274	0.4595306936304608	0.8743921646740894	0.8947140915120725	0.6766547084649284	0.8242247019348056	0.5873999433234629	0.8295376139177861	0.8798662762282997	0.8705223482157158	0.832084464468329	0.8672726880695889	0.9118674713639743	0.847233117168473	0.9179047546686271	0.901373071252264	0.6112123029155561	1.0	0.9016744220430659	0.8988554830442693	0.831532586955361	0.5886238279661747	0.4181409069067342	0.8793452011811719	0.9337531367177714	0.9069180284779064	0.7860378582840152	0.8928264137305072	0.7000589353846407	0.3283281037591329	0.8793590622908	0.79805030658721	0.5636497020374804	0.8625660712892269	0.8990356774694337	0.9052136253680895	0.8457925885160194	0.8262037603650297	0.8554573755477706	0.8103897744027402	0.9036534804732902	0.8728782234780501	0.8929752923154008	0.8502250633504047	0.8474574617946748	0.9097564757050685	0.8775263155733161	0.8753300997589194
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.128	0.9017212037671405	0.44932383274205834	0.8739897682695782	0.8946694448465669	0.6410863482279056	0.7975241996017314	0.5630030690725536	0.7511442501314599	0.896247708057404	0.8788220596614009	0.8188886213586163	0.8585178765009968	0.9196321280949831	0.8531679326389372	0.9218348491383561	0.902894574175952	0.5806784261727471	0.653622022893562	1.0	0.8845891770814299	0.8333947991370723	0.577172456422854	0.4083835138666481	0.8579938975807283	0.927051193261512	0.9041345583821555	0.7465657610291422	0.9178536513478501	0.6463131123864077	0.3346427844418452	0.8584378655153024	0.7742078819380224	0.5398225840124653	0.8978654185449091	0.8961717906570241	0.9106459640412023	0.8418804293501135	0.8015489382542198	0.8321220662483518	0.7864376541374425	0.8902852149746328	0.8703408951777937	0.8842032636294993	0.8695895362005053	0.826699554282988	0.9088596722675597	0.8950881069810144	0.8911891530409198
ZeeviD_2015__PNP_Main_268__bin.27	0.8718464312792517	0.455961676227974	0.8964669085021844	0.8817192491064184	0.6603397985379655	0.8287614512411331	0.5625526125266744	0.753158651827163	0.9147391083756292	0.9012387577838036	0.8181369037326153	0.8451695287247769	0.8929993748254167	0.8868878657223807	0.9547556023433595	0.9260135334145364	0.5710633478573994	0.6654126437283968	0.9033704320925486	1.0	0.8209226360704832	0.5583470308007745	0.4065641431022721	0.8509800419190009	0.9726766403231906	0.9478205349898243	0.7735944498178633	0.8853851664503575	0.6718658135915615	0.33777175617051114	0.8884031064906043	0.7638702297184055	0.5502094999933492	0.8584479328383876	0.8802328917839898	0.8990462762207532	0.835453669622786	0.8173692121470091	0.8710373147516499	0.7791700949923326	0.9424850784698614	0.8586983827170581	0.875099999429932	0.8304271899637626	0.8355239780105767	0.943581129228717	0.8705812603443591	0.9094142931251699
LiuW_2016__SRR3992993__bin.68	0.8865939609703144	0.45311910520393106	0.848328139489789	0.8852199790839959	0.6308045359657101	0.7760851698390896	0.5783283260949463	0.7474769765745621	0.8820322762015952	0.8640240671973285	0.8272255301817615	0.8428269383205049	0.8976831752733563	0.8474770577072392	0.9005426964769757	0.8955842729173444	0.5943491901741838	0.6570688061894496	0.9084592174428765	0.8762592805640993	1.0	0.5844534375509615	0.41660007026089835	0.8577529169225726	0.9110388309105764	0.895983445688569	0.7442511413339348	0.9075618900343921	0.6147021335460091	0.3618420038473115	0.8486043962552402	0.7646831890659114	0.5544676114296471	0.8686640449994281	0.8676762546560015	0.8999049936351415	0.8243002915097087	0.797394261810281	0.8325518904319422	0.7826601619895031	0.8843465858152495	0.8598680458140001	0.8760280524344265	0.8431271292256941	0.8109426075555617	0.8979091297790189	0.8870324830899218	0.865923383167728
FengQ_2015__SID31537__bin.39	0.9153918542135082	0.4631443044319614	0.8839324228907156	0.8987283203562727	0.6963861838284378	0.8196369314854577	0.5925040304798259	0.7894023081575948	0.8834564768425137	0.8678092986603625	0.8438354744880869	0.8669206652159349	0.9164082098885925	0.8550961170032026	0.9146550415338235	0.9080960230189198	0.6092892619341965	0.6907712253863597	0.9343833064634678	0.8851144559876423	0.8679900376660088	1.0	0.41709501811004834	0.8852879654330627	0.9239962358089757	0.9044559394452035	0.7773307499704794	0.9300937673961293	0.6895006301766664	0.31651074915112914	0.870552314302721	0.8038307029783378	0.5736107797562674	0.8977565469692479	0.8865989256873504	0.9101353614659621	0.8441939401826187	0.8308644385162051	0.8500842243766311	0.8140207681166755	0.890517347329762	0.8838227745606235	0.8937881208686076	0.8960672397298073	0.8463212382790755	0.9097395430435966	0.9248902914235727	0.8654771630241732
ZeeviD_2015__PNP_DietIntervention_45__bin.18	0.9068064574105175	0.5168026651050279	0.9205301316299777	0.9151116924259662	0.6857976009583096	0.821493342826996	0.6469578572528057	0.7758756055004769	0.9346915118571891	0.9277036945310827	0.8641778479483283	0.8753690188419967	0.9400084789415254	0.8775102525537867	0.9455378495306055	0.9364363163556718	0.6539654530429166	0.7004113060579715	0.9436735143148783	0.9199376376430607	0.8831170171324495	0.5953455254664922	1.0	0.8893928097543945	0.9543762431409577	0.9394048058227799	0.7920758873865855	0.9249708267655934	0.6580509957596693	0.3855734163684848	0.9018962387380997	0.8236732735335773	0.6082866604579489	0.8918608180888672	0.9043375891428271	0.9208070301260404	0.8617253184117721	0.8542619580163404	0.8851877363203974	0.830677429590818	0.9297623746539844	0.8941473805144292	0.9103614213320194	0.8522127371588323	0.8643016783316607	0.9391150083284532	0.9014516532646075	0.934768905846772
VogtmannE_2016__MMRS73787048ST-27-0-0__bin.53	0.8785270867636776	0.4537308879414091	0.8616038149808032	0.8909510277210384	0.6468958577844423	0.7886447775568328	0.5782789059653974	0.7650913257497479	0.8789839213820952	0.8587926155134762	0.8420226676239934	0.899124249997157	0.9424556997863269	0.8459867372871552	0.9087346386908728	0.8863987589783687	0.5893974370989707	0.6716735479423424	0.9040784547774902	0.8780455477839207	0.8291430684463741	0.5762182485235223	0.4055664023822847	1.0	0.9158777283124137	0.8962240364024646	0.7512172779950411	0.8920635082467472	0.6528052978698958	0.3326563815482733	0.8509542745799572	0.7831506060215117	0.5499241811386515	0.8626104196722005	0.891664709270841	0.9433568207761326	0.8785431642051842	0.8048398588792769	0.8302728028117484	0.8337400403190862	0.88446201547591	0.9128473266547903	0.9211628931081498	0.8491336023625212	0.8207365272020507	0.8983317497707004	0.8828417230782262	0.8734281850097857
FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.20	0.8502615637886959	0.446767917776186	0.8675828439143204	0.8739645176244087	0.6448404599320054	0.8149623431912841	0.5441286401167649	0.7353264808755661	0.8797193469175654	0.8715849225105297	0.7939768983340705	0.8333246961792307	0.8744461868621077	0.8637057082596513	0.9303847745667284	0.9225619976104662	0.5591239228108187	0.6456050255458622	0.8842226170860893	0.9084523190048862	0.7971501650879605	0.5443881096913838	0.39393444613006984	0.8290361716914789	1.0	0.9195090594281162	0.7555005065158454	0.8654140900142904	0.6699057177723525	0.32521227876757985	0.8682054289127905	0.7428195078525929	0.5315818131350527	0.8328689384038397	0.8584378724772707	0.882210396814523	0.8189509336290316	0.7973812385395022	0.8381360642831435	0.7614139991466965	0.9123049630034011	0.8361341376061926	0.8533925913095085	0.81200062755432	0.8159547876928362	0.9325886686690666	0.8451520363924714	0.8759717685744365
LiSS_2016__FAT_008-22-42-0__bin.16	0.8793927978665871	0.46174775749212094	0.8936504857990042	0.8849747309922981	0.6604516718572254	0.8272778471924361	0.5653767972698283	0.7493691139995897	0.9079551684911326	0.8964321280047741	0.8214669078567033	0.8605176883053913	0.9007272998526752	0.8842492960110401	0.9532950413069019	0.9310370549950581	0.5764313820562073	0.6588896555582493	0.9061514648564981	0.9301855547060031	0.8237834511310446	0.5599324916547004	0.40744307479999253	0.8524372004550286	0.9661973406933592	1.0	0.7777028513883968	0.8889360908565355	0.6762467597859128	0.33824403707364376	0.8890002424332842	0.7666094772765418	0.5556500009324357	0.8568338213080208	0.87968185293624	0.9116338138485351	0.8397944911698338	0.8164123603677527	0.8657460418104171	0.7809081923801354	0.937546202189359	0.8611084795703337	0.8790474236801372	0.8366406206292076	0.834797008746247	0.9473699718404416	0.8649064766984317	0.9010290360479645
