	ZeeviD_2015__PNP_Main_706__bin.77	YuJ_2015__SZAXPI015216-169__bin.7	ChengpingW_2017__AS38raw__bin.42	NielsenHB_2014__V1_CD20_4__bin.60	WenC_2017__RA101__bin.18	ZeeviD_2015__PNP_Main_686__bin.19	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.20	QinN_2014__HD-33__bin.16	ZeeviD_2015__PNP_Validation_41__bin.8	HeQ_2017__SZAXPI029466-158__bin.8	LiJ_2014__O2.UC8-0__bin.19	LiJ_2014__O2.CD1-0__bin.27	LiJ_2014__O2.UC6-2__bin.53	NielsenHB_2014__O2_UC17_2__bin.11	NielsenHB_2014__V1_UC2_4__bin.24	QinN_2014__HD-55__bin.49	LiJ_2014__O2.UC24-1__bin.4	WenC_2017__N035__bin.49	HMP_2012__SRS019267__bin.4	HeQ_2017__SZAXPI029581-99__bin.65	ZeeviD_2015__PNP_Main_118__bin.28	HeQ_2017__RSZAXPI003105-143__bin.55	NielsenHB_2014__O2_UC24_2__bin.20	WenC_2017__N024__bin.3	ZeeviD_2015__PNP_Validation_7__bin.53	LiJ_2014__O2.UC8-1__bin.62	QinJ_2012__T2D-056__bin.12	ChengpingW_2017__AS136raw__bin.14	CM_madagascar__A89_01_1FE__bin.61	LiJ_2014__MH0308__bin.44	ChengpingW_2017__AS98raw__bin.8	WenC_2017__RA123__bin.47	LiJ_2014__MH0394__bin.70	ZeeviD_2015__PNP_Main_262__bin.25	VogtmannE_2016__MMRS17963147ST-27-0-0__bin.46	LeChatelierE_2013__MH0227__bin.52	NielsenHB_2014__V1_UC2_0__bin.17	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.100	LiJ_2014__O2.UC6-1__bin.4	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.50	QinJ_2012__T2D-030__bin.43	LiJ_2014__MH0245__bin.44	LiJ_2014__V1.FI25__bin.61	WenC_2017__RA020__bin.8	ChengpingW_2017__AS6raw__bin.29
LiJ_2014__O2.UC8-0__bin.19	0.8351889724908999	0.8471565973559584	0.87376952245591	0.8491274228459523	0.7885065016084496	0.8209434791335529	0.5747470692582688	0.5394512284432487	0.5896001388745734	0.8297978181502558	1.0	0.5580924275383939	0.8569868557386119	0.8328536012455313	0.840909411464747	0.8518734505449199	0.7626226680192472	0.7472336293459333	0.8822256820314746	0.7546178508074797	0.7285164832184182	0.7014842220040252	0.8496910583218961	0.8426008603713809	0.7511655157074737	0.6180108387264768	0.821385599357705	0.8011142514606242	0.7408703529909569	0.8111278676785705	0.856759014641503	0.8006178833562079	0.5959503957382865	0.8026917798187035	0.535984788894374	0.8446693320458503	0.8042915498076914	0.6947878636642273	0.8007035950070251	0.5696179321793001	0.52607641356414	0.8542527625733024	0.8470887875056282	0.5945057746868541	0.8405383559637407
LiJ_2014__O2.CD1-0__bin.27	0.8638844318525918	0.8643760593920874	0.8950640595034648	0.8781929685950068	0.8162226646386668	0.857553313308575	0.640887400760848	0.6215642631155787	0.6241024534389564	0.857534170289338	0.895181528030601	1.0	0.8985132835150761	0.8759306117760893	0.8925693760419894	0.8797313712318706	0.7968499291708288	0.7859218755982194	0.9010018760158852	0.806387503437042	0.7839005467942405	0.7348657030186801	0.8699240544218635	0.8649181548913895	0.8089152521135634	0.6146779970136891	0.8733489145908092	0.8362184183689451	0.7853380135114911	0.8579944728882639	0.8880394415807261	0.8452382609785215	0.657274695364953	0.8479008809269398	0.5864141992475054	0.865835279540289	0.8645352945066496	0.7448905541381987	0.8544060269185656	0.6178070105216995	0.5820722144296598	0.8816926605664246	0.8678087507961756	0.6535122219476456	0.8756573886833431
LiJ_2014__O2.UC6-2__bin.53	0.8364569320696775	0.8266625834612008	0.8307447200251833	0.8207707958883618	0.7562882165851896	0.811353235218823	0.5631087730662361	0.5349106050572958	0.5671930474341276	0.8012259236515401	0.8443048102191303	0.5518799580349093	1.0	0.8194624598961349	0.8439900185935495	0.8190600183102905	0.7298430477815206	0.7300343812313643	0.8483046413326214	0.7395246272338046	0.7246733034789018	0.6673518328194588	0.817568365632878	0.8024695910755237	0.7434822367200957	0.5507223372182575	0.8060472059170136	0.7615589721225026	0.7330395990762549	0.7800226500324144	0.8344484652972963	0.776029766781627	0.5858165261862273	0.7890965587236028	0.5317049680959489	0.8238118219487258	0.8072197913610275	0.6878047372665718	0.8978274033325157	0.5687173016211502	0.51011635532225	0.8444031491989381	0.8197435811101509	0.5800326977107861	0.8074629665556612
NielsenHB_2014__O2_UC17_2__bin.11	0.87536137116554	0.8951909363951593	0.8951587103487796	0.8939768933388177	0.8038752113735679	0.873949870334108	0.6176338582077397	0.5729216836761599	0.6081400649442724	0.868534136757966	0.8995602023561341	0.5898292253913121	0.898391275764724	1.0	0.8960100639013203	0.8926849218430486	0.793502525936108	0.7864602559099639	0.9014287271180422	0.7981682715237763	0.771752288342257	0.7366868343124193	0.8833903441390196	0.8673265389109003	0.7851325427991193	0.5879232012299803	0.8715645569738921	0.8445239744207221	0.786692869372014	0.8493988963458007	0.8951341013679078	0.8424644370929997	0.6414383597762692	0.8435935205725221	0.5770700547374046	0.8736352269358186	0.8732936308441934	0.7377233411496144	0.8449083432648149	0.607961356868894	0.5576951697257974	0.8898138740746732	0.8689290523081467	0.6208793140422361	0.8823802040670442
NielsenHB_2014__V1_UC2_4__bin.24	0.8347725630987585	0.8369878171847227	0.8567092059661435	0.8501132246989468	0.758735346397236	0.8330529545288526	0.5691157651527654	0.5310094989705616	0.5711508336963197	0.8232017293483289	0.8387685697975482	0.5550472243039454	0.85448637651203	0.8274547574664722	1.0	0.8425075550769846	0.7602109198931873	0.7402763386081344	0.8528295352782189	0.7486276408950838	0.7436744323208493	0.6759116820293328	0.8495558940422435	0.8317840803638341	0.7482142422332185	0.540458688541444	0.8151507362987293	0.7879605756197599	0.7323249075399262	0.8023743368171008	0.8453721264328945	0.8080217737724521	0.5950538256961898	0.8199524375099766	0.5479328714162421	0.859098693519543	0.9242490239949787	0.6795332491024542	0.8018803145942173	0.5838433630305802	0.5114049872977309	0.8819178667763291	0.8310070640307993	0.5914576902161416	0.8148493448659295
QinN_2014__HD-55__bin.49	0.8348541301967448	0.8559368225490191	0.8751848543188924	0.8489351366884134	0.7607538983167812	0.8160293157519332	0.5652237202258524	0.532379899279668	0.578082518213171	0.8476094151567872	0.846615258790655	0.5450748016404658	0.8262312793724955	0.821386654043828	0.8394442860000247	1.0	0.748107517687519	0.7692716187227032	0.8543205097585288	0.7383745974718021	0.7268895036172951	0.6945071782510503	0.8358547561270817	0.8334345999841495	0.7194451917390134	0.5522349918240883	0.8050979087672838	0.8053297348179546	0.7351877979706056	0.7922396499103157	0.8484865802368831	0.8390544947566878	0.5808482569107076	0.8050116479112204	0.5326386818478586	0.8501217625896372	0.7958469710848218	0.6841273016148571	0.777688521753101	0.5684773718904983	0.5249307352282326	0.8578841613746531	0.8564236572554277	0.6106017826884166	0.8223592451959443
LiJ_2014__O2.UC24-1__bin.4	0.7956631281620602	0.8185209186357045	0.8269081335235776	0.8205882267471427	0.7642588755633952	0.784175822898474	0.568526585280092	0.5161336630642307	0.5676716484704419	0.7845454624708313	0.8170493346778295	0.5322432065651708	0.7936754436691958	0.7870916746823046	0.8165442768344672	0.8064762480421017	1.0	0.709245348266152	0.8283361279092406	0.712834223044935	0.698813491844391	0.661680407068485	0.9844106253941224	0.7995455060604035	0.7246714072748089	0.5303578122684305	0.7864058654128369	0.762169482068703	0.6968008159967918	0.7723078353709036	0.8108863503613576	0.7697656915195035	0.589988347054362	0.7732174044443927	0.5244749636027073	0.8061298562415908	0.7769190309166305	0.6754587802475307	0.7491861826868031	0.5671654282384873	0.509719602811818	0.8134116395781692	0.8462223823735394	0.5702980654947852	0.7919492966096031
WenC_2017__N035__bin.49	0.8613848302221476	0.8664127908675869	0.8830405121226329	0.8826955307440035	0.7936630160902365	0.8368409616784773	0.6107421991641666	0.5648171090433406	0.6019677280403152	0.8486414849320012	0.875123729509186	0.5738355448990405	0.8678232119735858	0.8527628370557016	0.8691885250171856	0.9065291061360943	0.7753021287193504	1.0	0.8850043011490485	0.7758999693773435	0.7700924651746699	0.7268408219070164	0.8575557275168074	0.8547190021842467	0.7537385689181308	0.5721068260569581	0.8495347516324672	0.8173720678171128	0.780765286868217	0.8378517634711099	0.8594394656155853	0.8786377111025555	0.6227377671382047	0.8498066706565065	0.5637389628195207	0.8662933498009527	0.8281808490226799	0.7157143782901884	0.8217519971435796	0.607635460782034	0.557786604557312	0.8902126940440839	0.8643263841504246	0.6556558521675377	0.8568352691680675
HMP_2012__SRS019267__bin.4	0.8362894541443949	0.8574114520688323	0.8811848944198629	0.8659872600402085	0.7955511096444188	0.8319874380696399	0.5780707905809405	0.5424198541895535	0.5914973577827086	0.8467828779108898	0.8827035723125154	0.562025345311964	0.8615131850333696	0.8350356493080734	0.855469411504175	0.860092206218872	0.7735764158767515	0.7560795965245181	1.0	0.7630439124789947	0.7522595625686608	0.6998999127221568	0.8579194872752378	0.8531675126683137	0.7610058011541517	0.5758557353701058	0.8401360839604166	0.8079958011107299	0.7522525065241273	0.8171979687276106	0.8654097499337818	0.8177271720676165	0.6087396167590827	0.818254747089653	0.549343462194799	0.8413345259857837	0.8124454513480301	0.6975784740706646	0.8065623385251347	0.5825084998197995	0.536803785513615	0.8622318160304647	0.8633569837472156	0.6024553949430957	0.8392768748453099
HeQ_2017__SZAXPI029581-99__bin.65	0.8470709203033044	0.8680972177643922	0.8921028961587109	0.8678130443221767	0.8162323929814234	0.8537172804094129	0.6044527694858618	0.6168117769593695	0.5940043209586794	0.8806737955295965	0.8823680528156641	0.5878432123777833	0.8777083695421889	0.864083267893095	0.8775979986070427	0.8687372423250969	0.7779875953217947	0.7746675868473367	0.8917375303044335	1.0	0.7658176139326179	0.7194345455952482	0.8692979774208976	0.869811138837756	0.7770069432198626	0.576603772148719	0.9002887405153942	0.8408882449879543	0.7705546837238393	0.8381759109725202	0.8965278826160703	0.8297674217983866	0.622532670431119	0.8230798311705282	0.5596960866526017	0.8445089191133281	0.8451324514653328	0.7217783421778088	0.8339824497526803	0.5969221732671446	0.5802276178526891	0.8605672558613944	0.8502177605864122	0.6247616558684989	0.9005798914305215
ZeeviD_2015__PNP_Main_118__bin.28	0.8467108209543633	0.860973917431482	0.8584407228687672	0.8587207872078721	0.7567893525089098	0.8463348787334027	0.5981209196707351	0.5630428611978427	0.6109723404926357	0.8226997193048854	0.8470937017062478	0.5682612672280569	0.8552817989718359	0.8308228466900053	0.8669259154130002	0.8504513198978143	0.7584287381335352	0.7645781688586116	0.8742277730469612	0.7615435077427697	1.0	0.7025180559497902	0.833183839530703	0.8309061090610906	0.7696395117797332	0.5580780269341155	0.8228788595578264	0.7890522597533668	0.7407556690951526	0.8052694988488347	0.8386009398555524	0.8193585012773205	0.6171072633803262	0.828185574163434	0.563831961396537	0.8435424354243543	0.8232989560664837	0.6918724571861103	0.8020222663765099	0.5943085123158924	0.5279402024789479	0.8558942820197433	0.8439991169142461	0.6025205790519444	0.8155208629009366
HeQ_2017__RSZAXPI003105-143__bin.55	0.8069373216740477	0.8147455845904709	0.8264191033498671	0.8175975252165723	0.7303740280299559	0.7835112583144425	0.5765107159677447	0.543237013154616	0.567218806620581	0.7902864495537908	0.8241050482854261	0.5382297064508667	0.7957825693212763	0.8012831502249369	0.7960891131070092	0.8209758799113126	0.7255617367075669	0.7291064280511145	0.821798640882999	0.7228251483168452	0.7097903457189344	1.0	0.7985828882287824	0.8086516725755477	0.7002167474875837	0.5402786425654847	0.7944869279150498	0.7539301016438011	0.7208577872637112	0.7694790731288561	0.8081106004880483	0.7774587711354293	0.5867821633578845	0.7812469130530932	0.5344466629745454	0.8001742392328886	0.7608722668371246	0.6742854375131843	0.7542111532228204	0.5481162215196287	0.5221925592072434	0.8138813987828746	0.8000384932321378	0.5707756067623176	0.8003781768865986
NielsenHB_2014__O2_UC24_2__bin.20	0.8159887200730506	0.836515241190092	0.8471371368219489	0.8413685557093156	0.775296447644883	0.8020804036352361	0.5612804339484387	0.5196083192663351	0.5659229436254484	0.8079178298735544	0.8359143139689963	0.5335523924748542	0.8163937855799882	0.8046218027709896	0.8379145583958766	0.8274095393727409	0.9039375676109834	0.7203607057639381	0.8435523871380227	0.7313860658532979	0.7049356618284732	0.6687380688461931	1.0	0.8184746161617401	0.730357658433181	0.5391512623474267	0.8013252419852799	0.7829041008746532	0.7177840835406247	0.7857950624702805	0.8336952594527293	0.7838695336836785	0.5800127123325102	0.7805841802440106	0.518052632899111	0.8250821471780703	0.7991777010104223	0.6741037191844681	0.768260369063242	0.559578518399527	0.5127360814101616	0.8350422757103189	0.8592346663493031	0.5787932463465385	0.8139041537092846
WenC_2017__N024__bin.3	0.8317264288011712	0.8494110666237813	0.8788344442842408	0.8611425972960083	0.7756008562270554	0.8276282954205161	0.5763666914366203	0.5485210119450329	0.5696089304925523	0.8508301631489634	0.8613522176502556	0.5512250036045828	0.8326497565520224	0.8208805163980791	0.8524649800916119	0.8572734935616605	0.7628927608886128	0.746052149995009	0.8716818428845535	0.7604333263090182	0.7304975433381764	0.7036483923560662	0.8504785776870779	1.0	0.7375902532080788	0.5608536761199161	0.8396448654104233	0.8131278905981391	0.7353548573139758	0.8056131672637334	0.8716252786619789	0.8147582711311735	0.595845856947972	0.8015078247174562	0.537759391324601	0.8479110056231492	0.8022858600534587	0.6934374410789348	0.7850642724842786	0.5775273671018045	0.5353914576932888	0.8543188447589366	0.8387686745117175	0.5896470836152302	0.8352938566817875
ZeeviD_2015__PNP_Validation_7__bin.53	0.8565177798853593	0.8485708959782557	0.8729984797703659	0.8559339965917635	0.7935409762972647	0.8500627866174449	0.6018560152350436	0.5675456793108964	0.6128943686008975	0.8466098375356914	0.8720166910382022	0.5854464777148441	0.8760616102342816	0.8438603252812803	0.8708075605919197	0.8403802967155735	0.7852206474137834	0.7471311490895626	0.8829618405988219	0.7714208164401437	0.7683948415472336	0.6919217491079513	0.8618348050717984	0.8376169298414654	1.0	0.5868300504182206	0.8439132247383051	0.7953124783521567	0.748483863776341	0.8228642788859374	0.8660755782099578	0.8057922386420456	0.6265758055516721	0.8220330017041183	0.5574979312533771	0.8447904740673007	0.8413205215886462	0.7041453022133385	0.8295044202534388	0.6020140838506775	0.5486813550825672	0.860716989164428	0.8717736054380643	0.6035254969085305	0.8329636668896001
LiJ_2014__O2.UC8-1__bin.62	0.8687640818727106	0.8730938387887751	0.9010608163918404	0.8774149465699693	0.8205771567698941	0.8483927745127293	0.6266324160925804	0.6143990797320498	0.6387593680942064	0.8682425390400326	0.9853397163948676	0.6109878609392095	0.8912457781410414	0.8678585174517919	0.8638920242002794	0.8859369391576607	0.7892603692315676	0.778850270501693	0.9176316938898187	0.7862210632381497	0.765231342734943	0.733234733195812	0.8737753906165536	0.8747432288085385	0.8059592539256261	1.0	0.8539749261580111	0.8509183218948524	0.7830641290104957	0.8498311256416577	0.8905979579392571	0.8310140678178666	0.6629025631711187	0.8297339958570644	0.5779360569459039	0.867013496974965	0.8395343305785838	0.7476225690525306	0.8392073932804872	0.5944351466244588	0.5885693033554319	0.879378300185524	0.8911220955123964	0.6383615078901733	0.8682027530196292
QinJ_2012__T2D-056__bin.12	0.8329345026793555	0.8544012610609256	0.8870635824775904	0.8524026436232023	0.7993478135740717	0.8457348865597963	0.578621119237163	0.5828326341686646	0.5775064070306654	0.8642917673716443	0.8628955276446917	0.5719972439937471	0.8595012403737818	0.8477135577157061	0.8585312811838745	0.8510377480533854	0.771115276401326	0.7620425676449653	0.8821157648002835	0.8088542114864368	0.743455482463514	0.7104495151058892	0.8556954898037457	0.862875011469112	0.763694689672898	0.5626863196431553	1.0	0.8135512759066582	0.7718031381770124	0.8204629475019563	0.8863181614315275	0.8256580990737518	0.6037944666734675	0.8045452447209316	0.5477972751099468	0.8311741008358632	0.8241592784689006	0.7073983038821733	0.8080341343570144	0.5916534498804078	0.5523803607769475	0.8489849907078821	0.8434165587192891	0.6027008405363157	0.8616827937104244
ChengpingW_2017__AS136raw__bin.14	0.8604645267670527	0.8936850167394043	0.9081472343317426	0.8758387054136447	0.8156172877879905	0.8582827006842425	0.6066743961049426	0.5691005142832656	0.594399436527571	0.8789843976802029	0.8912991914267211	0.5800211121096478	0.8600179012341954	0.869920313555266	0.8789023151498399	0.9015540757899387	0.7914838167652362	0.7764898733695904	0.898468738325118	0.8001006718092981	0.7549927000867298	0.7139954939105022	0.8853946811727421	0.884970990464545	0.7622153592106558	0.5937820069057963	0.8615943686555787	1.0	0.7632806214613226	0.8319221374773745	0.8960177298265584	0.8347165647978204	0.619034455952764	0.8325625019238093	0.5447376950139088	0.8800629379872518	0.8373570873738359	0.719370089005226	0.8131354983405448	0.5883633528058041	0.563095211510385	0.8894927722107179	0.8669243011970168	0.6319135670955277	0.8743835511437538
