	ZeeviD_2015__PNP_Main_706__bin.77	YuJ_2015__SZAXPI015216-169__bin.7	ChengpingW_2017__AS38raw__bin.42	NielsenHB_2014__V1_CD20_4__bin.60	WenC_2017__RA101__bin.18	ZeeviD_2015__PNP_Main_686__bin.19	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.20	QinN_2014__HD-33__bin.16	ZeeviD_2015__PNP_Validation_41__bin.8	HeQ_2017__SZAXPI029466-158__bin.8	LiJ_2014__O2.UC8-0__bin.19	LiJ_2014__O2.CD1-0__bin.27	LiJ_2014__O2.UC6-2__bin.53	NielsenHB_2014__O2_UC17_2__bin.11	NielsenHB_2014__V1_UC2_4__bin.24	QinN_2014__HD-55__bin.49	LiJ_2014__O2.UC24-1__bin.4	WenC_2017__N035__bin.49	HMP_2012__SRS019267__bin.4	HeQ_2017__SZAXPI029581-99__bin.65	ZeeviD_2015__PNP_Main_118__bin.28	HeQ_2017__RSZAXPI003105-143__bin.55	NielsenHB_2014__O2_UC24_2__bin.20	WenC_2017__N024__bin.3	ZeeviD_2015__PNP_Validation_7__bin.53	LiJ_2014__O2.UC8-1__bin.62	QinJ_2012__T2D-056__bin.12	ChengpingW_2017__AS136raw__bin.14	CM_madagascar__A89_01_1FE__bin.61	LiJ_2014__MH0308__bin.44	ChengpingW_2017__AS98raw__bin.8	WenC_2017__RA123__bin.47	LiJ_2014__MH0394__bin.70	ZeeviD_2015__PNP_Main_262__bin.25	VogtmannE_2016__MMRS17963147ST-27-0-0__bin.46	LeChatelierE_2013__MH0227__bin.52	NielsenHB_2014__V1_UC2_0__bin.17	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.100	LiJ_2014__O2.UC6-1__bin.4	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.50	QinJ_2012__T2D-030__bin.43	LiJ_2014__MH0245__bin.44	LiJ_2014__V1.FI25__bin.61	WenC_2017__RA020__bin.8	ChengpingW_2017__AS6raw__bin.29
LiJ_2014__O2.UC8-0__bin.19	0.8588198916127352	0.8734684467204444	0.8977649873331199	0.8753128746494231	0.8104682134545592	0.8441257682856043	0.592218141576118	0.5541681358800905	0.6071146094966339	0.8545424462539126	1.0	0.5750405502904974	0.8817537254731771	0.8585681814483099	0.8665285153982608	0.8794899614297571	0.7853839936204493	0.7725088017185728	0.9040778131594508	0.7782753513906444	0.7502178052392603	0.7242525998296616	0.8746201292184508	0.8675147418614617	0.7728993864564742	0.6190995936833769	0.8466493796754891	0.822764580474018	0.7694584434113237	0.8343307710251222	0.8809546541968872	0.827565517877389	0.6141266904995687	0.8271299073988684	0.5529144673671876	0.8706443020738964	0.8279230114083292	0.7144858114669169	0.8239406745181432	0.5855093062238593	0.5416097515989563	0.8808732823764911	0.8718540298037855	0.6136238126495207	0.8661498651940176
LiJ_2014__O2.CD1-0__bin.27	0.8882265210869058	0.8928982879179704	0.9224864345604589	0.9040821618385652	0.8426591742049556	0.8834181427094682	0.6584667833810749	0.6398954443094765	0.641483444768909	0.8889182801911517	0.9223663556216086	1.0	0.9235975998134426	0.9008591735088458	0.916904504178399	0.9088774881574322	0.823333426147972	0.8117936660970169	0.9287227081455287	0.8340796210378301	0.8066885709214058	0.7584977602667493	0.8991745878159904	0.8949596430348995	0.8315797167529263	0.6342447730856111	0.9011985270316835	0.8633432064905276	0.81462770308133	0.883626975646599	0.9169958685883938	0.8727128442697982	0.6765813004026995	0.8711022202421767	0.604239830706099	0.8904418904949689	0.8874929953952337	0.7660705646494566	0.878195579006721	0.6350557409914692	0.6005800334828809	0.907256422482954	0.8960612367782647	0.6748027398881351	0.905118495289077
LiJ_2014__O2.UC6-2__bin.53	0.8589802996025289	0.8523675376614243	0.8555165228191861	0.8434085359303375	0.7812353192997196	0.8320359535861394	0.5784181213086139	0.5503321880048891	0.5824462783238976	0.8288773483107875	0.8687051695839674	0.5672871108061177	1.0	0.8385017415085093	0.8660494826781766	0.8467028917539025	0.7518357054939957	0.7535667922092012	0.8731208035577332	0.7638373366383782	0.7444153881263165	0.687455206327472	0.8415791102353241	0.8288714693500381	0.7613296926532765	0.5671192931992717	0.8311370070424605	0.7850406102575038	0.7588487712170358	0.8011088788875296	0.8602945145555051	0.8006545955568952	0.60135729170174	0.8113024623759874	0.547098759592727	0.8477327787869994	0.8279479380614073	0.7068247786437665	0.898175865369661	0.5816307061326647	0.5265929444988694	0.8677554501974529	0.8441236313378537	0.598560509737964	0.8327938050718329
NielsenHB_2014__O2_UC17_2__bin.11	0.896871378231833	0.9230664665136222	0.9239717254528346	0.9202229573666985	0.8315222295267928	0.8976471470574104	0.6346398358463791	0.5907508903177723	0.6236167702001648	0.8996803176199131	0.92733436691053	0.6066154799864534	0.9192643789689305	1.0	0.9206782235128266	0.9222660887071731	0.8180066256751357	0.8118743020131318	0.9294718326776797	0.8257080648317742	0.7936396331152509	0.7591853021103959	0.9103002647223228	0.8978475344730807	0.8040838017828621	0.6063740776026634	0.9007830343342157	0.8724036060359971	0.8135547438498055	0.8718950204313134	0.9235973173867137	0.8696222052693687	0.6581783260502468	0.867006036231451	0.5933752623493139	0.8983045584035568	0.8967348569808061	0.7579443063607184	0.8643717034219374	0.6220037100968305	0.576081594005721	0.91510370341725	0.8953403480647381	0.6403045888718188	0.9098707794132984
NielsenHB_2014__V1_UC2_4__bin.24	0.8567941583089614	0.8662011422572974	0.8854533993111826	0.8750140009036332	0.7861208433549142	0.8566550961936481	0.5857907737426918	0.5485616269726394	0.5866056669164734	0.854832137958276	0.8643224509562549	0.5701801043777511	0.8768201851095317	0.8502355127847865	1.0	0.8701149021018941	0.7845689750797443	0.7614797940582059	0.8814119404034966	0.7763058717219623	0.7649509359637897	0.6980956065570222	0.8760637304900452	0.862867980271577	0.768631482688931	0.5572110741060389	0.8441503277699469	0.8148482626704796	0.7572386700900116	0.8237444503664584	0.8748073015727006	0.8313046677795243	0.6099583625300647	0.8390364131714009	0.5635754655469551	0.8783276833712552	0.9247224845043139	0.7001355449801011	0.8224750351037149	0.5982582064233711	0.5295718023153572	0.9017258311937427	0.8565447122577573	0.608608323706303	0.8424501987181395
QinN_2014__HD-55__bin.49	0.8618192738022006	0.8877913393022252	0.9038261541837324	0.8790266971958213	0.7846654076175884	0.842429450750173	0.5842965346318467	0.5491786618676877	0.5963951588251055	0.8751886282313451	0.874061306668665	0.5631335118573634	0.8541161793557285	0.8486051889139704	0.8669512556076295	1.0	0.7730131833544582	0.790079354596275	0.8828291835571712	0.7640965064892424	0.7524000735373798	0.7184434875479758	0.863191360543961	0.8620144389890443	0.7420142664673322	0.5701794064067016	0.8321692610517678	0.8293593136654988	0.7654313932368254	0.8171011068885224	0.8745529935482271	0.8607437087531586	0.6002504799607944	0.8319471393474043	0.5509782789773129	0.8776810278412305	0.8212750540612959	0.7079886717930775	0.8036250046499993	0.5861570734710667	0.5433253236534276	0.8869050090061725	0.8837338442851375	0.6268495540583306	0.8502128756188543
LiJ_2014__O2.UC24-1__bin.4	0.8195531197056832	0.8473719846913422	0.8523377087577263	0.8473406001993496	0.7864668908139335	0.8080187377041081	0.5860333198689988	0.5311400997910607	0.5847913076581066	0.8096966456371197	0.8414350849560762	0.5499324361630715	0.817591588956146	0.8113978013419776	0.8427073192703687	0.833325099747471	1.0	0.7351561523775205	0.8526608527863907	0.7362656522888884	0.7221013660971931	0.6834955349748197	0.9846291544494782	0.8260520343253351	0.7451433951627199	0.5463075273379268	0.8112211182759452	0.7844239928629341	0.7230696357945943	0.7965599109610338	0.836490283884354	0.7969940631002648	0.6073399027661942	0.7974537877885266	0.5407327116491679	0.8325189832586983	0.8011687817295761	0.6945149788299978	0.7715656502547084	0.5838224567664093	0.5247632359736022	0.839886202156812	0.8690784292642952	0.5901167909938132	0.8155824002743237
WenC_2017__N035__bin.49	0.8891650434117451	0.8990932644132966	0.914879180278501	0.9117533821516927	0.8239572096025535	0.8660398551967664	0.6304817413999255	0.5846335255826246	0.6215084136066247	0.8794680806455917	0.9047247836401316	0.5927256578470875	0.8957971992340524	0.8803194159077712	0.8940843635125331	0.9310494676613312	0.8036261799570267	1.0	0.9170469085729461	0.8054857757125485	0.7956757251279862	0.753586726285548	0.888295919054535	0.8881212047283414	0.7786922219723278	0.5918076134785432	0.8810049313912725	0.8481796037860276	0.8099000125794314	0.8638079590952467	0.8921269277343428	0.8910093913715266	0.6409620596722486	0.8739178829960393	0.5817262791947639	0.890503672812799	0.8515862154843907	0.7405123767628675	0.8484534287845347	0.6259868182805823	0.5792599482337335	0.9150596125280972	0.8947927506896451	0.6690243570830459	0.8886783845976932
HMP_2012__SRS019267__bin.4	0.8608423180300392	0.8833500145463072	0.9047048619403472	0.8936279575682048	0.8155137451747511	0.8564333757419702	0.5962227365294682	0.5561134655382785	0.6086896816746925	0.8712228450839995	0.9045675404582738	0.5793169966000721	0.8867157477887442	0.8610132914168103	0.8841402915340492	0.8887934815175055	0.7962930798657397	0.7834543354508704	1.0	0.7856976148398387	0.7765448395346919	0.7224526593689073	0.8827090000390796	0.8773730020538517	0.7828334035319302	0.5896524735235498	0.8650509772078906	0.8284360765787085	0.7804072097577497	0.8423050034954559	0.8888059652886031	0.8474103231017069	0.626189214890208	0.8453841527753051	0.56697543193848	0.8703951167829648	0.837879235255038	0.7164257117920616	0.830396571413684	0.5996085523601926	0.5507215619694398	0.8912462711518504	0.8895511921458625	0.6231800832830364	0.8648306115093857
HeQ_2017__SZAXPI029581-99__bin.65	0.8758866147965559	0.896820302162636	0.9170670256047884	0.8976252488103409	0.8399735617208224	0.8809700209704777	0.6245834131513947	0.6292348503205197	0.6128485723456107	0.9045874981446265	0.9100305613313526	0.6080303101423278	0.906564025925752	0.893897375328417	0.9100445162771756	0.8990004452896349	0.8035606678583345	0.8042064012605122	0.9182119654780013	1.0	0.7927620770541363	0.7428166916375621	0.8974095814658022	0.8925577005293999	0.8026187090152755	0.5942865914537374	0.9225525879447029	0.8624657628090545	0.8018752909923362	0.8668666452690831	0.919331532722445	0.8619183483433577	0.6443543998041233	0.853742653038182	0.580038591768358	0.8764771627311605	0.8761993324461371	0.744333974837964	0.8611876166348029	0.6160341058875917	0.5950287408452384	0.8937863700775515	0.8799716080284072	0.6469151323626612	0.9250625752457022
ZeeviD_2015__PNP_Main_118__bin.28	0.867752862144006	0.8899233607720692	0.8854461159996215	0.8852556217869871	0.7825887028101051	0.8692780773961586	0.6154558930204687	0.5795944113287287	0.6263449711420191	0.8528533131485161	0.8723272463493865	0.5847806478064781	0.8785820165893966	0.8543854669315923	0.8917286403633267	0.8802983568297221	0.783703283186678	0.7899782382439209	0.9024505629671681	0.7883375910682183	1.0	0.724486075629987	0.8603929731605008	0.8604617276942	0.7887368719841045	0.5745847920017662	0.8511552653988078	0.8144605292206768	0.7670728861134766	0.8275957990349134	0.8658308890781216	0.8466061122149683	0.6345090989371432	0.8531270697322357	0.5813139054467468	0.8691809379632258	0.8460106601066011	0.7130078531554547	0.8235973128962059	0.6094610023023307	0.5454417005708518	0.8806383448449869	0.869967515059766	0.6220954363389788	0.843102154098464
HeQ_2017__RSZAXPI003105-143__bin.55	0.831543036899332	0.8404219724977328	0.8520292115196733	0.8429947734603185	0.7554640951828014	0.8078493053692323	0.5937772248801388	0.5582595705710318	0.5849836881742291	0.8170335101430304	0.8508533834850014	0.5555382775043385	0.8197548032097237	0.825754394059806	0.8222173503782725	0.849270954753245	0.7494829861825867	0.7559357010070059	0.84827930791208	0.7463174914139061	0.731985772799433	1.0	0.8251425810986759	0.8343764956755658	0.7219839054952912	0.5584513994265529	0.8189957727548217	0.7767959737608716	0.7473900760113874	0.7938088352164638	0.8350915520738866	0.8056429548781568	0.6049090342468678	0.8064402236431295	0.5511007216206415	0.8271469058515448	0.7853811116768965	0.6952393941267231	0.7767813157420113	0.564712285395451	0.5392296382592137	0.8415334327104526	0.8294743443245107	0.5904995644019178	0.8257996427267229
NielsenHB_2014__O2_UC24_2__bin.20	0.8401688359997033	0.8656020399504528	0.8727613993385531	0.8683328966026265	0.7979406234806709	0.8260539841848337	0.578708924409653	0.5344601875042361	0.5831011366917302	0.8336312174753479	0.8604391892072191	0.5514926850719751	0.84037003454531	0.8291322685643017	0.864059161978705	0.8544699432321239	0.9041382324734453	0.74618296472728	0.8679267637293991	0.7550378354665538	0.7279566179645218	0.6909793139076227	1.0	0.8449298233348685	0.7509701025365426	0.5552487470453967	0.8262615869281785	0.8052659583268179	0.7444479608233877	0.8101534285673115	0.8596610791820345	0.8111364729201167	0.5969021828174307	0.8046949173618334	0.5339515874671985	0.8514423587514163	0.8235211239793977	0.6929528741772607	0.7907252273623618	0.5759076215823599	0.5278948174563487	0.861529503872138	0.881820137039158	0.5986932234515316	0.8379348383553806
WenC_2017__N024__bin.3	0.8604383172698336	0.8757821944700154	0.9040060778811708	0.8905022015682708	0.7966050375431164	0.8533616893847809	0.596443663143418	0.561465346095405	0.5894014174328716	0.8734059425706775	0.8868205361401018	0.5703708838437053	0.8600445859166177	0.8497670884952808	0.8843217284251855	0.8866708073156394	0.7881841775451127	0.7752076794250413	0.8964126082761221	0.7803195324024267	0.7564815944456151	0.7260328516131894	0.877968235307166	1.0	0.7613183900269512	0.576774286569879	0.8615601743508978	0.8328322038973859	0.7651908210685092	0.8335808480196977	0.8941056752769984	0.8460965140911461	0.6168589110832603	0.83235750806872	0.5566501780109357	0.8797128533877533	0.8313277064871399	0.7146390426228053	0.8106135554495747	0.5967780575180507	0.5492264010736111	0.8875497709703537	0.8682125705666404	0.6099364484322838	0.859878220556104
ZeeviD_2015__PNP_Validation_7__bin.53	0.876889738638897	0.874756127205561	0.897912864518193	0.8811298820216157	0.8181650437868958	0.870502758958586	0.6178662878057934	0.583874608134677	0.6276060854527753	0.8756995008558377	0.8972472130172968	0.6018497176806359	0.8970916634234262	0.864229135257614	0.8945701226385745	0.8667431189771764	0.8074031530595409	0.7718660535367695	0.9082874556494731	0.7968484518722	0.7874613172720506	0.7134310461875235	0.8861578494607404	0.8645629056412233	1.0	0.6039430247657624	0.8695656828627171	0.8190529989583845	0.7747119183736187	0.8435082919898886	0.8920441735656375	0.8328780201496551	0.6426251229597498	0.845146285891337	0.5727247880558064	0.8701009749873734	0.8641025544140188	0.7228112534778244	0.8492056894625541	0.6154310235163277	0.5655663579605495	0.8854002536654916	0.8971401545923656	0.6232053544326597	0.8585537792253756
LiJ_2014__O2.UC8-1__bin.62	0.8930378788861644	0.8999511323879829	0.9259755142991822	0.9039383835631841	0.843030310893153	0.872240169177078	0.6461197818688186	0.6317423249739444	0.6574276607982287	0.8934772549375749	0.9870755977633338	0.6304371705220185	0.9177813239230745	0.8950946431583181	0.8906697457586805	0.914724719659916	0.8129961900560896	0.8056703728209585	0.9396169298165951	0.810332256516042	0.7878652637769907	0.7578977412784286	0.899863776125793	0.8995740301076385	0.8294624130221374	1.0	0.8800771502830429	0.8746238707473285	0.8138230473496888	0.8744033178081363	0.9151009570267734	0.8593771757979908	0.6833153863784774	0.8553129473224441	0.5963180632857198	0.893966795971233	0.8650890644663267	0.7694676889944083	0.8644472986589516	0.6115068090314266	0.6055639884620541	0.9067381085206953	0.9166413679471711	0.6590147770469259	0.8946587267608558
QinJ_2012__T2D-056__bin.12	0.8603657692169603	0.8806967293226869	0.9100297313577776	0.8797928778096475	0.8211479598088121	0.8710056858301044	0.597482893213876	0.5956740504002649	0.5951907804866094	0.8880797030625521	0.8894360502258774	0.5902372638716417	0.8862549032234901	0.8761324501499675	0.889074167684402	0.8796538237307183	0.7954480305326284	0.7902716854551143	0.9082755983457124	0.8288569127828881	0.769002680210382	0.7323659196689145	0.8823237760249112	0.8853966432117389	0.7869087423413401	0.5798851436103796	1.0	0.833108320278017	0.8019260129719219	0.8477186867596012	0.9091879982652433	0.8563292116716523	0.6248497617559111	0.8334690630319602	0.5665764144905748	0.861973439531137	0.8530477633664308	0.7276870918492084	0.8327544162492669	0.6105226324760802	0.5671491577255083	0.8797740713153661	0.8699331457622984	0.6230511770300898	0.8862133009785645
ChengpingW_2017__AS136raw__bin.14	0.8875451227586489	0.9214325332901998	0.9308297759207276	0.9052333045038564	0.834593441002276	0.88319716284148	0.6263434224431744	0.582263896542213	0.6123676645528403	0.9028323904907388	0.915386792800155	0.5988355144552768	0.8865353869255808	0.8986383353180004	0.9088932196812181	0.9284548144723572	0.81459427389854	0.8057565202801187	0.9211977531114409	0.8206315647163415	0.7793042177746098	0.7356501932258978	0.9106839466487695	0.9064162586179113	0.7849679123696562	0.6103240509660087	0.8823063259678345	1.0	0.7934519868498958	0.8582235529785397	0.9165021495362639	0.865482424983508	0.6394911124536702	0.8618617404272758	0.5637337653127676	0.9105867754179721	0.8652754080135484	0.74034458970504	0.8381821375135874	0.6063219240627955	0.5771222709821959	0.9204680635584346	0.8945535223364068	0.6527094175821987	0.8993420723062596
