	ZeeviD_2015__PNP_Main_706__bin.77	YuJ_2015__SZAXPI015216-169__bin.7	ChengpingW_2017__AS38raw__bin.42	NielsenHB_2014__V1_CD20_4__bin.60	WenC_2017__RA101__bin.18	ZeeviD_2015__PNP_Main_686__bin.19	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.20	QinN_2014__HD-33__bin.16	ZeeviD_2015__PNP_Validation_41__bin.8	HeQ_2017__SZAXPI029466-158__bin.8	LiJ_2014__O2.UC8-0__bin.19	LiJ_2014__O2.CD1-0__bin.27	LiJ_2014__O2.UC6-2__bin.53	NielsenHB_2014__O2_UC17_2__bin.11	NielsenHB_2014__V1_UC2_4__bin.24	QinN_2014__HD-55__bin.49	LiJ_2014__O2.UC24-1__bin.4	WenC_2017__N035__bin.49	HMP_2012__SRS019267__bin.4	HeQ_2017__SZAXPI029581-99__bin.65	ZeeviD_2015__PNP_Main_118__bin.28	HeQ_2017__RSZAXPI003105-143__bin.55	NielsenHB_2014__O2_UC24_2__bin.20	WenC_2017__N024__bin.3	ZeeviD_2015__PNP_Validation_7__bin.53	LiJ_2014__O2.UC8-1__bin.62	QinJ_2012__T2D-056__bin.12	ChengpingW_2017__AS136raw__bin.14	CM_madagascar__A89_01_1FE__bin.61	LiJ_2014__MH0308__bin.44	ChengpingW_2017__AS98raw__bin.8	WenC_2017__RA123__bin.47	LiJ_2014__MH0394__bin.70	ZeeviD_2015__PNP_Main_262__bin.25	VogtmannE_2016__MMRS17963147ST-27-0-0__bin.46	LeChatelierE_2013__MH0227__bin.52	NielsenHB_2014__V1_UC2_0__bin.17	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.100	LiJ_2014__O2.UC6-1__bin.4	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.50	QinJ_2012__T2D-030__bin.43	LiJ_2014__MH0245__bin.44	LiJ_2014__V1.FI25__bin.61	WenC_2017__RA020__bin.8	ChengpingW_2017__AS6raw__bin.29
LiJ_2014__O2.CD1-0__bin.27	1020789.0	1026158.0	1060162.0	1039011.0	968421.0	1015263.0	756739.0	735396.0	737221.0	1021584.0	1060024.0	1149244.0	1061439.0	1035307.0	1053747.0	1044522.0	946211.0	932949.0	1067329.0	958561.0	927082.0	871699.0	1033371.0	1028527.0	955688.0	728902.0	1035697.0	992192.0	936206.0	1015503.0	1053852.0	1002960.0	777557.0	1001109.0	694419.0	1023335.0	1019946.0	880402.0	1009261.0	729834.0	690213.0	1042659.0	1029793.0	775513.0	1040202.0
LiJ_2014__O2.UC6-2__bin.53	1607220.0	1594847.0	1600739.0	1578084.0	1461753.0	1556805.0	1082266.0	1029715.0	1089803.0	1550895.0	1625416.0	1061439.0	1871079.0	1568903.0	1620447.0	1584248.0	1406744.0	1409983.0	1633678.0	1429200.0	1392860.0	1286283.0	1574661.0	1550884.0	1424508.0	1061125.0	1555123.0	1468873.0	1419866.0	1498938.0	1609679.0	1498088.0	1125187.0	1518011.0	1023665.0	1586175.0	1549156.0	1322525.0	1680558.0	1088277.0	985297.0	1623639.0	1579422.0	1119954.0	1558223.0
NielsenHB_2014__O2_UC17_2__bin.11	1530685.0	1575392.0	1576937.0	1570539.0	1419154.0	1532009.0	1083136.0	1008231.0	1064323.0	1535479.0	1582676.0	1035307.0	1568903.0	1706694.0	1571316.0	1574026.0	1396087.0	1385621.0	1586324.0	1409231.0	1354500.0	1295697.0	1553604.0	1532351.0	1372325.0	1034895.0	1537361.0	1488926.0	1388489.0	1488058.0	1576298.0	1484179.0	1123309.0	1479714.0	1012710.0	1533131.0	1530452.0	1293579.0	1475218.0	1061570.0	983195.0	1561802.0	1528072.0	1092804.0	1552871.0
NielsenHB_2014__V1_UC2_4__bin.24	1583437.0	1600822.0	1636402.0	1617109.0	1452826.0	1583180.0	1082597.0	1013794.0	1084103.0	1579811.0	1597350.0	1053747.0	1620447.0	1571316.0	1848095.0	1608055.0	1449958.0	1407287.0	1628933.0	1434687.0	1413702.0	1290147.0	1619049.0	1594662.0	1420504.0	1029779.0	1560070.0	1505917.0	1399449.0	1522358.0	1616727.0	1536330.0	1127261.0	1550619.0	1041541.0	1623233.0	1708975.0	1293917.0	1520012.0	1105638.0	978699.0	1666475.0	1582976.0	1124766.0	1556928.0
QinN_2014__HD-55__bin.49	1598536.0	1646710.0	1676452.0	1630453.0	1455428.0	1562571.0	1083776.0	1018638.0	1106217.0	1623334.0	1621243.0	1044522.0	1584248.0	1574026.0	1608055.0	1854839.0	1433815.0	1465470.0	1637506.0	1417276.0	1395581.0	1332597.0	1601081.0	1598898.0	1376317.0	1057591.0	1543540.0	1538328.0	1419752.0	1515591.0	1622155.0	1596541.0	1113368.0	1543128.0	1021976.0	1627957.0	1523333.0	1313205.0	1490595.0	1087227.0	1007781.0	1645066.0	1639184.0	1162705.0	1577008.0
LiJ_2014__O2.UC24-1__bin.4	1410119.0	1457984.0	1466528.0	1457930.0	1353191.0	1390273.0	1008326.0	913877.0	1006189.0	1393160.0	1447769.0	946211.0	1406744.0	1396087.0	1449958.0	1433815.0	1720595.0	1264906.0	1467084.0	1266815.0	1242444.0	1176019.0	1694148.0	1421301.0	1282090.0	939974.0	1395783.0	1349676.0	1244110.0	1370557.0	1439261.0	1371304.0	1044986.0	1372095.0	930382.0	1432428.0	1378487.0	1194979.0	1327552.0	1004522.0	902905.0	1445104.0	1495332.0	1015352.0	1403287.0
WenC_2017__N035__bin.49	1399544.0	1415171.0	1440018.0	1435098.0	1296907.0	1363145.0	992377.0	920212.0	978253.0	1384281.0	1424035.0	932949.0	1409983.0	1385621.0	1407287.0	1465470.0	1264906.0	1573998.0	1443430.0	1267833.0	1252392.0	1186144.0	1398176.0	1397901.0	1225660.0	931504.0	1386700.0	1335033.0	1274781.0	1359632.0	1404206.0	1402447.0	1008873.0	1375545.0	915636.0	1401651.0	1340395.0	1165565.0	1335464.0	985302.0	911754.0	1440302.0	1408402.0	1053043.0	1398778.0
HMP_2012__SRS019267__bin.4	1586009.0	1627477.0	1666821.0	1646413.0	1502496.0	1577886.0	1098476.0	1024579.0	1121445.0	1605134.0	1666568.0	1067329.0	1633678.0	1586324.0	1628933.0	1637506.0	1467084.0	1443430.0	1842392.0	1447563.0	1430700.0	1331041.0	1626296.0	1616465.0	1442286.0	1086371.0	1593763.0	1526304.0	1437816.0	1551856.0	1637529.0	1561262.0	1153686.0	1557529.0	1044591.0	1603609.0	1543702.0	1319937.0	1529916.0	1104714.0	1014645.0	1642025.0	1638902.0	1148142.0	1593357.0
HeQ_2017__SZAXPI029581-99__bin.65	1380837.0	1413839.0	1445758.0	1415108.0	1324220.0	1388851.0	984657.0	991990.0	966157.0	1426084.0	1434665.0	958561.0	1429200.0	1409231.0	1434687.0	1417276.0	1266815.0	1267833.0	1447563.0	1576502.0	1249791.0	1171052.0	1414768.0	1407119.0	1265330.0	936894.0	1454406.0	1359679.0	1264158.0	1366617.0	1449328.0	1358816.0	1015826.0	1345927.0	914432.0	1381768.0	1381330.0	1173444.0	1357664.0	971179.0	938064.0	1409056.0	1387277.0	1019863.0	1458363.0
ZeeviD_2015__PNP_Main_118__bin.28	1375692.0	1410840.0	1403742.0	1403440.0	1240677.0	1378110.0	975713.0	918860.0	992976.0	1352071.0	1382944.0	927082.0	1392860.0	1354500.0	1413702.0	1395581.0	1242444.0	1252392.0	1430700.0	1249791.0	1585350.0	1148564.0	1364024.0	1364133.0	1250424.0	910918.0	1349379.0	1291205.0	1216079.0	1312029.0	1372645.0	1342167.0	1005919.0	1352505.0	921586.0	1377956.0	1341223.0	1130367.0	1305690.0	966209.0	864716.0	1396120.0	1379203.0	986239.0	1336612.0
HeQ_2017__RSZAXPI003105-143__bin.55	1304780.0	1318712.0	1336925.0	1322749.0	1185404.0	1267602.0	931700.0	875969.0	917902.0	1282013.0	1335080.0	871699.0	1286283.0	1295697.0	1290147.0	1332597.0	1176019.0	1186144.0	1331041.0	1171052.0	1148564.0	1569107.0	1294737.0	1309226.0	1132870.0	876270.0	1285092.0	1218876.0	1172735.0	1245571.0	1310348.0	1264140.0	949167.0	1265391.0	864736.0	1297882.0	1232347.0	1090905.0	1218853.0	886094.0	846109.0	1320456.0	1301534.0	926557.0	1295768.0
NielsenHB_2014__O2_UC24_2__bin.20	1574284.0	1621940.0	1635355.0	1627057.0	1495158.0	1547836.0	1084368.0	1001456.0	1092598.0	1562034.0	1612266.0	1033371.0	1574661.0	1553604.0	1619049.0	1601081.0	1694148.0	1398176.0	1626296.0	1414768.0	1364024.0	1294737.0	1873771.0	1583205.0	1407146.0	1040409.0	1548225.0	1508884.0	1394925.0	1518042.0	1610808.0	1519884.0	1118458.0	1507814.0	1000503.0	1595408.0	1543090.0	1298435.0	1481638.0	1079119.0	989154.0	1614309.0	1652329.0	1121814.0	1570098.0
WenC_2017__N024__bin.3	1551594.0	1579263.0	1630158.0	1605807.0	1436486.0	1538833.0	1075543.0	1012468.0	1062844.0	1574978.0	1599168.0	1028527.0	1550884.0	1532351.0	1594662.0	1598898.0	1421301.0	1397901.0	1616465.0	1407119.0	1364133.0	1309226.0	1583205.0	1803260.0	1372855.0	1040074.0	1553617.0	1501813.0	1379838.0	1503163.0	1612305.0	1525732.0	1112357.0	1500957.0	1003785.0	1586351.0	1499100.0	1288680.0	1461747.0	1076146.0	990398.0	1600483.0	1565613.0	1099874.0	1550584.0
ZeeviD_2015__PNP_Validation_7__bin.53	1392429.0	1389041.0	1425812.0	1399162.0	1299179.0	1382287.0	981121.0	927145.0	996587.0	1390539.0	1424755.0	955688.0	1424508.0	1372325.0	1420504.0	1376317.0	1282090.0	1225660.0	1442286.0	1265330.0	1250424.0	1132870.0	1407146.0	1372855.0	1587918.0	959012.0	1380799.0	1300589.0	1230179.0	1339422.0	1416493.0	1322542.0	1020436.0	1342023.0	909440.0	1381649.0	1372124.0	1147765.0	1348469.0	977254.0	898073.0	1405943.0	1424585.0	989599.0	1363313.0
LiJ_2014__O2.UC8-1__bin.62	1032517.0	1040510.0	1070599.0	1045120.0	974699.0	1008471.0	747034.0	730411.0	760108.0	1033025.0	1141242.0	728902.0	1061125.0	1034895.0	1029779.0	1057591.0	939974.0	931504.0	1086371.0	936894.0	910918.0	876270.0	1040409.0	1040074.0	959012.0	1156185.0	1017532.0	1011227.0	940930.0	1010972.0	1058026.0	993599.0	790039.0	988900.0	689454.0	1033591.0	1000203.0	889647.0	999461.0	707015.0	700144.0	1048357.0	1059807.0	761943.0	1034391.0
QinJ_2012__T2D-056__bin.12	1509695.0	1545370.0	1596841.0	1543784.0	1440879.0	1528365.0	1048411.0	1045237.0	1044389.0	1558325.0	1560705.0	1035697.0	1555123.0	1537361.0	1560070.0	1543540.0	1395783.0	1386700.0	1593763.0	1454406.0	1349379.0	1285092.0	1548225.0	1553617.0	1380799.0	1017532.0	1754713.0	1461866.0	1407150.0	1487503.0	1595364.0	1502612.0	1096432.0	1462499.0	994179.0	1512516.0	1496854.0	1276882.0	1461245.0	1071292.0	995184.0	1543751.0	1526483.0	1093276.0	1555050.0
ChengpingW_2017__AS136raw__bin.14	1470546.0	1526693.0	1542263.0	1499853.0	1382812.0	1463342.0	1037769.0	964735.0	1014613.0	1495875.0	1516676.0	992192.0	1468873.0	1488926.0	1505917.0	1538328.0	1349676.0	1335033.0	1526304.0	1359679.0	1291205.0	1218876.0	1508884.0	1501813.0	1300589.0	1011227.0	1461866.0	1656869.0	1314646.0	1421964.0	1518524.0	1433991.0	1059553.0	1427992.0	934033.0	1508723.0	1433648.0	1226654.0	1388758.0	1004596.0	956216.0	1525095.0	1482158.0	1081454.0	1490092.0
CM_madagascar__A89_01_1FE__bin.61	1380121.0	1407134.0	1430352.0	1411407.0	1312242.0	1344414.0	985995.0	937377.0	969563.0	1395696.0	1418412.0	936206.0	1419866.0	1388489.0	1399449.0	1419752.0	1244110.0	1274781.0	1437816.0	1264158.0	1216079.0	1172735.0	1394925.0	1379838.0	1230179.0	940930.0	1407150.0	1314646.0	1544664.0	1355904.0	1400868.0	1376855.0	1011287.0	1356758.0	907359.0	1377862.0	1342717.0	1164503.0	1334580.0	960526.0	893332.0	1416232.0	1405393.0	1014914.0	1411487.0
LiJ_2014__MH0308__bin.44	1497377.0	1506361.0	1549771.0	1521800.0	1399513.0	1444872.0	1046157.0	972284.0	1036822.0	1487205.0	1537997.0	1015503.0	1498938.0	1488058.0	1522358.0	1515591.0	1370557.0	1359632.0	1551856.0	1366617.0	1312029.0	1245571.0	1518042.0	1503163.0	1339422.0	1010972.0	1487503.0	1421964.0	1355904.0	1640247.0	1507672.0	1466850.0	1079301.0	1453171.0	968488.0	1493901.0	1456397.0	1241675.0	1411253.0	1037904.0	967666.0	1531869.0	1500039.0	1092369.0	1518638.0
ChengpingW_2017__AS98raw__bin.8	1582570.0	1616678.0	1627228.0	1594399.0	1474531.0	1580034.0	1082566.0	1030055.0	1101478.0	1565816.0	1623943.0	1053852.0	1609679.0	1576298.0	1616727.0	1622155.0	1439261.0	1404206.0	1637529.0	1449328.0	1372645.0	1310348.0	1610808.0	1612305.0	1416493.0	1058026.0	1595364.0	1518524.0	1400868.0	1507672.0	1906485.0	1511100.0	1112331.0	1505552.0	1007833.0	1586099.0	1559552.0	1326900.0	1512951.0	1088155.0	1012649.0	1627681.0	1573507.0	1115376.0	1586884.0
WenC_2017__RA123__bin.47	1492575.0	1542542.0	1596055.0	1561129.0	1388343.0	1483307.0	1042840.0	957321.0	1031743.0	1515295.0	1525526.0	1002960.0	1498088.0	1484179.0	1536330.0	1596541.0	1371304.0	1402447.0	1561262.0	1358816.0	1342167.0	1264140.0	1519884.0	1525732.0	1322542.0	993599.0	1502612.0	1433991.0	1376855.0	1466850.0	1511100.0	1722500.0	1061910.0	1479817.0	974429.0	1528050.0	1437312.0	1240942.0	1405587.0	1023429.0	950231.0	1568967.0	1524378.0	1132676.0	1513321.0
LiJ_2014__MH0394__bin.70	1123119.0	1118619.0	1132781.0	1135952.0	1037177.0	1111394.0	823344.0	820658.0	816938.0	1108137.0	1132075.0	777557.0	1125187.0	1123309.0	1127261.0	1113368.0	1044986.0	1008873.0	1153686.0	1015826.0	1005919.0	949167.0	1118458.0	1112357.0	1020436.0	790039.0	1096432.0	1059553.0	1011287.0	1079301.0	1112331.0	1061910.0	1214295.0	1075852.0	774824.0	1103149.0	1087707.0	978908.0	1064521.0	816527.0	748828.0	1132118.0	1113512.0	817749.0	1095665.0
ZeeviD_2015__PNP_Main_262__bin.25	1511398.0	1536868.0	1552658.0	1538254.0	1389895.0	1471178.0	1054438.0	965125.0	1052680.0	1483554.0	1524723.0	1001109.0	1518011.0	1479714.0	1550619.0	1543128.0	1372095.0	1375545.0	1557529.0	1345927.0	1352505.0	1265391.0	1507814.0	1500957.0	1342023.0	988900.0	1462499.0	1427992.0	1356758.0	1453171.0	1505552.0	1479817.0	1075852.0	1692336.0	985710.0	1551424.0	1457261.0	1243472.0	1445719.0	1036109.0	956531.0	1574438.0	1521161.0	1098746.0	1485205.0
VogtmannE_2016__MMRS17963147ST-27-0-0__bin.46	1041584.0	1025522.0	1035268.0	1027955.0	914396.0	989576.0	756345.0	688684.0	718641.0	1003328.0	1019237.0	694419.0	1023665.0	1012710.0	1041541.0	1021976.0	930382.0	915636.0	1044591.0	914432.0	921586.0	864736.0	1000503.0	1003785.0	909440.0	689454.0	994179.0	934033.0	907359.0	968488.0	1007833.0	974429.0	774824.0	985710.0	1219327.0	999815.0	972292.0	885955.0	959513.0	744479.0	680123.0	1055991.0	1001039.0	743656.0	980865.0
LeChatelierE_2013__MH0227__bin.52	1593817.0	1607688.0	1638340.0	1601123.0	1431614.0	1547392.0	1069468.0	984652.0	1088115.0	1560893.0	1604937.0	1023335.0	1586175.0	1533131.0	1623233.0	1627957.0	1432428.0	1401651.0	1603609.0	1381768.0	1377956.0	1297882.0	1595408.0	1586351.0	1381649.0	1033591.0	1512516.0	1508723.0	1377862.0	1493901.0	1586099.0	1528050.0	1103149.0	1551424.0	999815.0	1817394.0	1515181.0	1275480.0	1469914.0	1072031.0	960620.0	1637821.0	1576185.0	1119197.0	1536284.0
NielsenHB_2014__V1_UC2_0__bin.17	1499144.0	1540542.0	1537633.0	1517497.0	1403203.0	1513406.0	1046489.0	1000061.0	1042064.0	1488720.0	1526185.0	1019946.0	1549156.0	1530452.0	1708975.0	1523333.0	1378487.0	1340395.0	1543702.0	1381330.0	1341223.0	1232347.0	1543090.0	1499100.0	1372124.0	1000203.0	1496854.0	1433648.0	1342717.0	1456397.0	1559552.0	1437312.0	1087707.0	1457261.0	972292.0	1515181.0	1688794.0	1242487.0	1458071.0	1040469.0	954519.0	1544637.0	1494766.0	1070038.0	1499293.0
VogtmannE_2016__MMRS93621581ST-27-0-0__bin.100	1291100.0	1304602.0	1325102.0	1306555.0	1194666.0	1270412.0	935935.0	901932.0	929028.0	1265997.0	1317076.0	880402.0	1322525.0	1293579.0	1293917.0	1313205.0	1194979.0	1165565.0	1319937.0	1173444.0	1130367.0	1090905.0	1298435.0	1288680.0	1147765.0	889647.0	1276882.0	1226654.0	1164503.0	1241675.0	1326900.0	1240942.0	978908.0	1243472.0	885955.0	1275480.0	1242487.0	1466488.0	1238351.0	924399.0	850131.0	1317139.0	1294164.0	942935.0	1281470.0
LiJ_2014__O2.UC6-1__bin.4	1495202.0	1478032.0	1507028.0	1483333.0	1384221.0	1454276.0	1037086.0	983125.0	1023124.0	1460830.0	1518844.0	1009261.0	1680558.0	1475218.0	1520012.0	1490595.0	1327552.0	1335464.0	1529916.0	1357664.0	1305690.0	1218853.0	1481638.0	1461747.0	1348469.0	999461.0	1461245.0	1388758.0	1334580.0	1411253.0	1512951.0	1405587.0	1064521.0	1445719.0	959513.0	1469914.0	1458071.0	1238351.0	1648972.0	1039710.0	945762.0	1516427.0	1482745.0	1073226.0	1467465.0
FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.50	1054131.0	1070610.0	1098074.0	1090027.0	980664.0	1071313.0	780427.0	746655.0	774038.0	1056400.0	1079322.0	729834.0	1088277.0	1061570.0	1105638.0	1087227.0	1004522.0	985302.0	1104714.0	971179.0	966209.0	886094.0	1079119.0	1076146.0	977254.0	707015.0	1071292.0	1004596.0	960526.0	1037904.0	1088155.0	1023429.0	816527.0	1036109.0	744479.0	1072031.0	1040469.0	924399.0	1039710.0	1359008.0	702427.0	1092031.0	1087950.0	786333.0	1045335.0
QinJ_2012__T2D-030__bin.43	1001453.0	991475.0	1015830.0	990683.0	929999.0	959386.0	744049.0	710725.0	714093.0	995100.0	998398.0	690213.0	985297.0	983195.0	978699.0	1007781.0	902905.0	911754.0	1014645.0	938064.0	864716.0	846109.0	989154.0	990398.0	898073.0	700144.0	995184.0	956216.0	893332.0	967666.0	1012649.0	950231.0	748828.0	956531.0	680123.0	960620.0	954519.0	850131.0	945762.0	702427.0	1106221.0	985281.0	986281.0	743626.0	1004054.0
LiJ_2014__MH0245__bin.44	1613234.0	1646671.0	1670608.0	1635223.0	1465590.0	1580585.0	1095640.0	999576.0	1113297.0	1589186.0	1623793.0	1042659.0	1623639.0	1561802.0	1666475.0	1645066.0	1445104.0	1440302.0	1642025.0	1409056.0	1396120.0	1320456.0	1614309.0	1600483.0	1405943.0	1048357.0	1543751.0	1525095.0	1416232.0	1531869.0	1627681.0	1568967.0	1132118.0	1574438.0	1055991.0	1637821.0	1544637.0	1317139.0	1516427.0	1092031.0	985281.0	1856410.0	1605966.0	1158240.0	1579519.0
